0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
-0.009982,-0.009879,-0.003013,-0.00994,-0.009995,-0.016308,-0.008975,-0.015836,-0.014712,-0.014721,-0.020888,-0.020329,-0.027045,-0.020283,-0.027002,-0.026956,-0.02694,-0.019347,-0.026168,-0.019867,-0.019481,-0.019531,-0.019955,-0.019555,-0.012779,-0.005719,-0.012502,-0.012048,-0.005,-0.004618,0.002246,-0.004604,-0.004707,-0.004771,0.002119,0.001843,0.001616,0.001666,0.000932,0.000525,0.000119,-0.000342,-0.000129,-0.006986,-3.2e-05,-0.006868,1e-05,0.000324,0.000639,0.000669,0.001097,0.008093,0.007726,0.000819,0.000851,0.000498,0.000492,4.2e-05,-1e-05,-0.000144,-0.00034,-0.000434,-0.000337,0.00639,0.006683,0.006442,0.013334,0.013634,0.020578,0.020508,0.020526,0.020472,0.020031,0.019502
0.027595,0.026158,0.027051,0.028189,0.030021,0.025859,0.02184,0.023903,0.012952,0.01381,0.007295,0.001667,0.001823,0.001983,0.002936,0.001822,0.000317,-0.012794,-0.013444,-0.006555,-0.012423,-0.012308,-0.006292,-0.009827,-0.009256,-0.016584,-0.016011,-0.017505,-0.025032,-0.028605,-0.027458,-0.02738,-0.029458,-0.030883,-0.030399,-0.023519,-0.0153,-0.014083,-0.004408,-0.000515,0.003394,0.005719,-0.00316,-0.001896,-0.000801,0.001013,0.000282,-0.00576,-0.011733,-0.010966,-0.014316,-0.012891,-0.008165,-0.007431,-0.006671,-0.001446,-0.001646,0.001155,-0.000134,-0.003519,-0.008262,-0.010552,-0.008144,-0.000499,0.006716,0.014056,0.014008,0.007928,0.008292,0.007269,0.010319,0.011655,0.017195,0.022817
-0.028577,-0.029811,-0.029667,-0.027849,-0.026081,-0.020083,-0.01539,-0.012769,-0.004781,-0.003994,-0.000329,0.003472,0.004215,0.00371,0.005145,0.00408,0.002695,0.008066,0.008034,0.004733,0.00837,0.008466,0.004934,0.01068,0.010655,0.012497,0.013548,0.021171,0.022927,0.02876,0.029294,0.029951,0.02822,0.027031,0.02703,0.024169,0.022409,0.023461,0.013983,0.008428,0.002893,-0.003983,-0.002692,-0.001104,-0.000683,0.001381,0.000245,0.003955,0.007729,0.008392,0.014433,0.015142,0.010295,0.011435,0.012079,0.007635,0.00746,0.000973,-0.000111,-0.002963,-0.006984,-0.008952,-0.006957,-0.009885,-0.003696,-0.006357,-0.006891,-0.003194,-0.003429,-0.00433,-0.001746,-0.000636,-0.004806,-0.008896
-0.147583,-0.237901,-1.605125,-0.046255,0.072035,-0.110962,-0.028447,0.024429,-0.055348,0.039137,-0.090527,-0.003453,0.025886,0.16696,0.399997,0.603825,0.769939,0.693754,0.934363,0.799814,0.616568,0.365378,0.433757,0.061465,0.196411,0.245223,0.245606,0.251205,0.222582,0.199777,0.094447,0.332734,0.411743,0.201363,0.268333,0.054847,0.119682,0.177381,0.908282,-0.035981,0.001534,0.036324,0.001686,-0.002034,0.170431,-0.001706,2.9e-05,-0.036364,-0.077994,-0.091872,-0.104367,-0.149418,-0.068473,-0.072995,-0.073424,-0.038988,-0.034903,0.004392,0.000646,0.989512,0.304135,0.023829,0.366402,0.205828,0.3406,3.1847,0.945939,-0.183547,0.040104,1.080052,-0.32636,-0.054428,0.936236,0.095762
0.629358,0.828705,0.076592,0.370874,0.241649,0.489559,0.285865,-0.072984,-0.043357,-0.033645,-0.045271,0.033397,-0.014741,-0.244279,-0.657722,-1.033559,-1.360379,-1.432881,-1.960093,-1.665755,-1.352693,-0.893223,-0.942536,-0.366485,-0.567489,-0.716912,-0.675578,-0.644895,-0.176888,-0.585311,-0.428216,-0.808418,-0.454202,-0.524512,-0.701536,-0.297662,-0.374923,-0.577366,-0.242244,-0.00097,-0.014428,-0.011268,0.008053,0.01509,-0.325149,0.003213,-0.00024,0.010924,0.017555,0.151005,0.125595,0.162327,-0.00891,0.006331,0.005939,-0.006768,-0.003223,-0.009645,-0.001526,-0.186902,-0.443966,-0.008765,-0.203106,-0.310406,-0.512762,-0.875535,-0.087986,0.422966,-0.037474,0.276621,0.962604,0.442313,-0.1869,0.217246
0.754262,0.622927,0.11996,0.591492,0.25695,0.413996,0.277836,-0.038941,-0.075233,-0.021843,-0.105213,-0.067911,-0.141954,-0.311895,-0.634648,-0.940453,-1.227498,-1.022016,-1.215132,-0.922871,-0.702588,-0.353835,-0.366111,0.245318,-0.058794,-0.127647,-0.158671,-0.34476,-0.53124,-0.573383,-0.404609,-0.64475,-0.93825,-0.568301,-0.844134,-0.522198,-0.541137,-0.397664,1.316318,0.008308,0.024715,0.017709,-0.028859,-0.029383,-0.202065,-0.002893,-0.000277,-0.018272,-0.033231,-0.196483,-0.241984,-0.135018,0.017085,-0.010067,-0.009777,0.009352,0.006854,-0.006258,-0.001081,1.312076,-0.193388,-0.091139,0.258918,-0.150686,-0.11117,4.384858,1.402805,0.396566,0.122784,1.179165,0.068173,-0.464202,1.008281,-0.347281
0.000185,0.000343,0.000337,0.000662,0.000237,0.000302,-0.006828,-1e-05,-1.3e-05,-0.00699,-0.006962,3e-06,0.000188,-0.000104,-0.007633,-0.001104,-0.000765,-0.007541,-0.000697,-0.000335,-0.007568,-0.00022,-0.007059,0.000268,0.000144,0.000854,0.000387,0.000515,6.9e-05,-0.000811,-0.00168,-0.008907,-0.008891,-0.002129,-0.001756,-0.008388,-0.000997,-0.00049,0.0003,0.000657,0.000791,0.007439,-0.000186,-3.5e-05,1e-06,-0.000156,-3e-06,3e-06,-2e-06,-0.000181,-0.000107,-0.000252,-0.000264,-0.000663,-0.000653,-0.000656,-0.000257,-0.000609,0.006459,-0.000566,-0.000491,-0.000401,3e-05,-4.6e-05,-0.000198,-0.000157,-1.4e-05,0.000319,0.000708,0.000629,-0.006667,-0.000349,-0.000411,-0.000622
0.000819,0.001502,0.001482,0.006905,0.001038,0.001319,0.001585,-4.4e-05,-5.5e-05,0.000878,0.001009,6e-06,0.004866,0.003594,0.002121,0.003285,0.008793,0.014604,0.013078,0.022657,0.018424,0.02307,0.024486,0.025089,0.020529,0.027503,0.017533,0.018074,0.016201,0.01256,0.004958,0.00466,0.004835,-0.000761,0.000833,-0.00089,-0.004033,-0.001988,0.001199,0.002648,0.003195,0.001022,-0.000754,-0.000142,-2e-06,-0.000635,-1.5e-05,8e-06,3e-06,-0.000732,-0.000433,-0.00103,0.002947,0.00132,0.001354,0.001334,0.00697,0.00154,0.000891,0.001723,-0.001996,-0.001625,0.000117,-0.004221,-0.004816,-0.004661,-0.004102,-0.00272,0.00287,0.002559,0.0022,-0.005423,-0.005674,-0.006525
0.000674,0.001235,0.001217,-0.003169,0.000851,0.001082,0.001211,-3.5e-05,-4.2e-05,0.000631,0.000739,6e-06,-0.00484,-0.005881,-0.007182,-0.014983,-0.019291,-0.023446,-0.024613,-0.034361,-0.029134,-0.033974,-0.032867,-0.032173,-0.027117,-0.030008,-0.020683,-0.020177,-0.021785,-0.02498,-0.02269,-0.023205,-0.023144,-0.018938,-0.017569,-0.010221,-0.003727,-0.001838,0.00111,0.002448,0.002948,0.001145,-0.000698,-0.000135,-6e-06,-0.000587,-1.4e-05,8e-06,6e-06,-0.000671,-0.000398,-0.000951,-0.006497,-0.008005,-0.007979,-0.008009,-0.01202,-0.007834,-0.008206,-0.00768,-0.001883,-0.001533,0.000109,0.005335,0.004778,0.004928,0.005485,0.006753,0.002705,0.002399,0.001841,0.004209,0.003975,0.00318
0.001811,0.009978,0.003598,-0.642854,-0.003181,0.043811,0.012303,-0.000367,-0.000477,-0.000272,-0.00128,-0.036391,0.032186,0.037145,0.042877,0.034518,0.143597,0.090915,0.129077,0.165787,0.124007,0.120882,0.142752,0.144523,0.086971,0.126837,0.069306,0.221591,0.050473,0.075514,0.038187,0.1914,0.069377,0.010891,0.068436,0.03159,-0.001393,-0.000853,0.022151,-0.000715,6.2e-05,0.001195,-0.000106,-7.2e-05,-5.2e-05,-0.000421,-2.3e-05,-1.3e-05,-2.2e-05,-0.000395,-1.5e-05,-1.3e-05,0.034424,0.034422,0.034423,0.035016,0.069185,0.034404,-0.984503,0.035,8e-05,2.8e-05,0.001762,-0.033125,-0.046444,-0.496153,-2.537325,-1.559415,-0.481223,-1.566931,0.00139,-0.034825,-0.036402,-0.034035
-0.002244,-0.091488,-0.004576,1.183607,0.006617,-0.008901,0.02656,0.000914,1.7e-05,0.030384,0.014862,-0.55999,-0.005704,0.011343,-0.090714,-0.558639,-0.180075,-1.164435,-0.582433,-1.009968,-0.924719,-0.562218,-1.112526,-1.212965,-1.429613,-1.299173,-0.950656,-0.997096,-1.026681,-1.010778,-0.692109,-0.678446,-0.492285,-0.595583,0.024803,0.028306,0.015446,0.000213,0.233832,-0.002295,-0.015408,-0.029821,5.6e-05,2.8e-05,2.6e-05,0.015171,1.7e-05,3.7e-05,-8e-06,0.015166,-3e-06,-1.7e-05,-0.002161,-0.002175,-0.002165,0.001844,-0.019518,-0.002141,-1.337191,-0.001062,0.000118,2.5e-05,0.003747,-0.097165,0.021906,0.047174,-0.245914,0.839804,0.27885,0.320394,0.044095,0.001297,0.119315,0.017203
0.004314,0.187255,0.008814,-2.372533,-0.013449,0.014183,-0.029267,0.000564,9.3e-05,-0.022707,-0.027994,-0.269757,0.006148,0.002606,0.13953,-0.288432,-0.060459,-0.332332,-0.234238,-0.430822,-0.763702,-1.2423,-0.776363,-0.810733,-0.931625,-0.847175,-0.705005,-0.473658,-0.767418,-0.564632,-0.670353,-0.411414,-0.35839,-0.382863,-0.033014,-0.062529,-0.024661,-0.000124,0.145082,-0.001571,0.024261,0.054028,-2.3e-05,-4e-06,-3.8e-05,-0.024514,-1.3e-05,-2e-05,1e-05,-0.024494,1.7e-05,-2e-06,-0.008392,-0.008381,-0.008363,-0.005783,0.007714,-0.008354,2.257559,-0.010105,-0.000198,-3.5e-05,-0.006227,0.167549,-0.019864,0.01294,2.119504,0.025294,0.050046,-0.20341,-0.010938,-0.025879,-0.186631,-0.016006
