0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
-0.000493,-0.000488,-0.008266,-3e-06,-1e-05,-8e-06,-5e-06,0.008284,0.008281,0.000499,0.00827,-3e-06,-5e-06,-0.000504,-0.000502,-0.000504,-0.009291,-0.009287,-0.018068,-0.009778,-0.018526,-0.026787,-0.02671,-0.026173,-0.034257,-0.033909,-0.033305,-0.041456,-0.032746,-0.032992,-0.032827,-0.024145,-0.024106,-0.01578,-0.015638,-0.0156,-0.015493,-0.00721,-0.007267,-0.00725,0.001032,0.001057,0.009161,0.001426,0.001382,0.001674,0.001685,0.001643,0.001557,0.001499,0.001349,0.001244,0.001181,-0.006759,0.000788,0.000736,0.00043,0.000414,0.000404,0.0007,0.000363,0.000694,0.000443,0.008347,0.000703,0.000611,0.000773,0.000431,-1.4e-05,-7e-06,-0.000255,6.8e-05,0.00017,0.000318,0.00038,0.000411,0.000423,0.00043,0.000386,0.000316,0.000274,0.000176,6e-05,-0.000312,0.0078,-5.4e-05,-4.5e-05,1e-06,-0.000128,-0.000441,0.007406,-0.00067,0.007009,0.006585,0.006159
0.006523,0.00692,-0.000699,-0.00128,-0.00182,-0.002043,-0.001437,0.001904,0.001781,-0.004867,-0.000745,-0.002111,-0.002431,0.002578,0.002375,0.001916,0.007247,0.007095,0.011748,0.011535,0.016844,0.016829,0.018374,0.014248,0.016127,0.011028,0.005363,0.005812,0.001547,0.008296,0.009327,0.004681,0.004813,0.005948,0.00682,0.006951,0.007544,0.008664,0.008963,0.008982,0.009797,0.010135,0.010752,0.005501,0.005243,-0.000185,-5e-06,-0.000273,-0.000998,-0.001546,-0.003038,-0.004073,-0.004728,-0.004831,-0.000212,-0.000771,0.004628,0.004414,0.004306,-0.001213,0.003884,-0.001241,0.004783,0.005197,-0.001043,-0.001994,-0.008981,-0.003949,-4.5e-05,-4.8e-05,0.006014,0.000758,0.001855,0.003508,0.004188,0.004548,0.004704,0.004806,0.004333,0.003566,0.003098,0.00201,0.000709,0.005368,-5.6e-05,-0.000597,-0.000507,-0.000351,-0.001437,0.003917,0.004251,0.010135,0.008741,0.012923,0.017153
-0.002476,-0.001837,-3e-06,-0.002058,-0.002937,-0.0033,-0.002323,0.00196,0.001755,0.005155,-0.002341,-0.003419,-0.003946,-0.008892,-0.009239,-0.009996,-0.013299,-0.013585,-0.018026,-0.019571,-0.02304,-0.022048,-0.019596,-0.013266,-0.009249,-0.004692,-0.000756,0.000667,0.005973,0.003637,0.005169,0.009889,0.010028,0.011043,0.012345,0.012484,0.013296,0.014324,0.014274,0.014221,0.015102,0.015445,0.01571,0.020662,0.020086,0.024188,0.024361,0.023785,0.022584,0.021731,0.019517,0.017989,0.017019,0.017419,0.011417,0.010621,0.006289,0.005973,0.005802,0.009932,0.005198,0.009859,0.006351,0.006332,0.010055,0.008782,0.011002,0.006208,-6.3e-05,-6.4e-05,-0.003511,0.000992,0.002423,0.00457,0.005444,0.00589,0.006064,0.006184,0.00555,0.004551,0.003948,0.002556,0.000903,-0.004344,-0.000616,-0.000753,-0.000635,-0.000733,-0.001816,-0.006184,-0.006338,-0.009475,-0.011809,-0.01769,-0.023493
0.03988,0.019689,-0.189123,-1.063166,-0.495824,-0.058257,0.010297,0.002855,-0.82897,-0.045905,0.002126,-0.014547,-0.001996,0.021957,0.03453,0.034245,0.084359,-0.067912,0.09326,-0.102138,-0.055729,-0.279968,-0.087541,-0.886204,0.106874,-2.140484,-0.363804,-0.136889,-0.026447,-0.570735,-0.177103,-0.027583,-0.0519,-0.490186,-0.007912,-0.011665,-0.047967,-0.032433,-1.435334,-1.453275,-0.005947,-0.022008,0.029063,0.127311,-0.061369,0.192232,0.174471,0.127169,0.192605,0.383849,0.175005,0.47481,0.437145,-0.080198,0.0403,-0.048572,0.205352,0.024812,0.001191,-0.061555,0.004859,-0.030111,0.139792,0.093178,0.169393,0.323571,0.133872,0.193318,0.50151,0.401288,0.456876,-0.001561,-0.437019,-0.004988,0.002849,-0.009934,0.001967,0.00511,0.001883,0.001929,0.001816,0.00914,-0.064207,0.002889,0.013979,-0.005755,-0.084706,-0.783154,-0.034749,0.033596,-0.224952,-0.175872,-0.259903,-0.262911,-0.366695
-0.019487,0.033772,0.257035,-1.780369,0.36652,0.009258,0.015826,-0.031929,-1.902971,-0.136847,-0.014697,0.111012,0.013927,0.101814,0.004746,0.005062,0.004022,0.156882,-0.040922,0.232425,0.221318,-0.437472,-0.730606,-1.647085,-0.225202,-3.084737,0.199668,-0.308706,0.08929,-0.839579,0.21723,-0.068193,0.082265,-0.971293,-0.035389,0.08552,0.006817,-0.113071,-3.339892,-3.235435,0.059109,0.058506,-0.018823,-0.206317,0.050966,-0.268321,-0.178037,-0.245345,-0.300092,-0.456818,-0.27115,-0.507466,-0.474384,-0.028204,-0.098214,-0.023737,-0.121707,-0.049025,-0.01143,-0.070329,-0.008327,-0.011773,-0.163008,-0.051944,-0.223943,-0.358507,-0.307666,-0.340497,-0.469962,-0.391591,-0.494789,-0.022301,-0.678647,-0.023439,-0.01129,0.085618,-0.013332,-0.025542,-0.013706,-0.013749,-0.013938,-0.022993,-0.248758,-0.079399,-0.042243,-0.007402,-0.217868,-2.479447,0.046412,-0.008303,-0.655439,-0.761282,-0.672638,-0.643145,0.173461
0.042397,0.034287,0.107945,2.041388,0.677225,0.211532,-0.018133,0.053571,1.838649,0.194637,0.028062,-0.198651,-0.025309,-0.179407,-0.00627,-0.006453,-0.016686,0.070928,0.01775,0.100075,0.110098,0.664015,0.745317,-0.362033,0.303117,-3.874311,0.442201,-0.344109,-0.06706,-1.317805,0.061342,-0.159796,-0.012859,-1.283443,-0.024142,-0.166428,-0.272723,-0.074758,-4.147983,-4.31477,-0.094797,-0.101054,-0.078368,-0.026196,-0.100289,-0.122248,-0.267718,-0.082241,-0.153315,-0.240191,-0.164762,-0.28718,-0.264721,-0.064576,-0.064977,0.014965,-0.230411,-0.003687,0.028287,0.075653,0.022829,0.029687,-0.032711,-0.164491,-0.140564,-0.209891,0.01129,0.01732,-0.259484,-0.227635,-0.280975,-0.033762,0.436119,0.03607,0.027756,-0.145076,0.026543,0.049702,0.025827,0.025469,0.025453,-0.025553,-0.468096,-0.125741,9.7e-05,-0.015474,-0.449948,-4.867903,-0.328305,-0.027791,-1.629758,-1.446128,-1.378878,-1.314381,-0.129623
-3.7e-05,-3.7e-05,-3.7e-05,-3.7e-05,-3.7e-05,-3.7e-05,-3.7e-05,-0.000439,-0.000565,-0.000887,-0.00949,-0.009484,-0.009525,-0.001181,-0.001284,-0.001276,-0.001198,-0.000899,-0.000698,-0.000463,-0.000694,-0.000688,-0.008829,-0.000207,-0.008143,0.00028,-0.007864,0.000335,-0.007769,-0.007658,-0.007664,0.000549,0.000477,0.008528,0.000239,0.000164,-3e-06,-5.4e-05,-1e-06,7e-06,-0.0,8.1e-05,2.2e-05,9.8e-05,0.000138,0.000145,7.9e-05,-6e-06,-2e-06,-1.5e-05,-8.1e-05,-6e-06,8e-05,-0.0,-0.008219,2e-06,2e-06,1e-06,1e-06,3e-06,4e-06,3.2e-05,-0.0,1e-06,1e-06,1e-06,-1e-06,-1e-06,-4.8e-05,-1e-06,5e-06,-1e-06,4e-06,0.0,1.5e-05,-0.008261,-2e-06,-1e-06,-8.5e-05,0.0082,-4e-05,3e-06,8e-06,-1e-06,0.0,-1e-06,-1e-06,0.0,-1e-06,1e-06,4e-06,-2e-06,5.4e-05,7e-05,0.008316
-0.000224,-0.000224,-0.000224,-0.000224,-0.000224,-0.000224,-0.000224,0.004531,0.002698,0.004817,0.003219,0.008364,0.013216,0.012383,0.017364,0.017419,0.023018,0.024905,0.026152,0.02761,0.016105,0.016152,0.017633,0.019061,0.016505,0.016809,0.007478,0.001929,0.003307,0.003902,-0.001229,-0.001921,-0.002329,-0.003848,0.001371,0.00095,-8e-06,-0.000305,-6e-06,3.6e-05,-6e-06,0.00047,0.000132,0.000569,0.0008,0.000841,0.000462,-2.3e-05,-2e-05,-8.1e-05,-0.00046,-3.8e-05,0.000461,4e-06,0.00054,-1e-06,-1e-06,-3e-06,0.0,2.1e-05,1.8e-05,0.000188,-4e-06,-2e-06,-1e-06,5e-06,2e-06,1e-06,-0.000271,4e-06,3.4e-05,-1e-06,2.1e-05,-1e-06,8.1e-05,0.000316,-8e-06,6e-06,-0.000467,-0.000662,-0.00023,8e-06,5.9e-05,-2e-06,-1e-06,0.0,-3e-06,-2e-06,0.0,1e-06,0.0,1e-06,-1.4e-05,0.005435,0.00501
-0.000337,-0.000337,-0.000337,-0.000337,-0.000337,-0.000337,-0.000337,-0.005832,-0.008493,-0.017654,-0.020387,-0.025084,-0.030338,-0.031569,-0.036663,-0.03669,-0.040893,-0.038054,-0.036107,-0.033855,-0.026467,-0.026444,-0.024387,-0.021726,-0.012937,-0.012092,-0.001174,0.003241,0.005195,0.006165,0.010955,0.010132,0.009447,0.007279,0.002247,0.001556,-1.6e-05,-0.000502,-1.3e-05,5.6e-05,-1.3e-05,0.000772,0.000216,0.000932,0.001308,0.001376,0.000754,-3.8e-05,-3.1e-05,-0.000131,-0.000755,-6.3e-05,0.000751,6e-06,0.000538,-3e-06,-3e-06,-7e-06,-4e-06,3.5e-05,2.9e-05,0.000304,-1.2e-05,-8e-06,-5e-06,6e-06,3e-06,4e-06,-0.000441,6e-06,5.6e-05,-2e-06,3.4e-05,-4e-06,0.000132,0.00017,-1.2e-05,1.1e-05,-0.000762,-0.000739,-0.000373,1.4e-05,0.000102,-1e-06,0.0,0.0,-3e-06,-5e-06,-3e-06,-4e-06,-5e-06,-1e-06,5.7e-05,-0.004312,-0.004657
0.003087,0.003087,0.003087,0.003087,0.003087,0.003087,0.003087,0.300311,-0.508284,-1.099369,-1.921226,-1.180243,-0.955307,-2.954937,0.149267,0.16932,0.23472,0.16234,0.057835,-0.075972,-0.274254,-0.407325,-0.192777,-0.297324,0.419338,0.424617,3.743078,0.099467,-0.002268,0.006014,-0.102526,-0.034146,-0.035224,-0.030344,0.004242,-0.000221,-0.000129,-9.6e-05,-6.3e-05,-4.7e-05,-3.4e-05,0.00064,-5e-06,0.004416,-8.3e-05,-4.4e-05,0.00449,-2.3e-05,-0.000107,-0.000103,-0.000714,-2.8e-05,0.005059,-0.00012,-0.001072,-4.9e-05,-5e-05,0.0045,-4.8e-05,-3.3e-05,-2.6e-05,-0.000113,-0.000115,-9.1e-05,-5.1e-05,-3.7e-05,-3.1e-05,-2.3e-05,-2.1e-05,-1.8e-05,-1e-05,-1.7e-05,0.004445,-7.2e-05,-5.3e-05,-0.001009,-2.2e-05,0.004534,-0.000667,0.000972,-4e-06,1e-05,1.4e-05,8e-06,1.2e-05,0.004465,-9.1e-05,-7.8e-05,-0.000163,-0.00023,-0.383516,0.011005,3.89612,-0.128239,1.061759
