0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0.006508,0.006497,0.00646,0.012861,0.006012,0.012872,0.012458,0.006011,-0.000429,-0.007279,-0.007686,-0.007668,-0.007633,-0.008018,-0.007585,-0.001215,-0.001215,0.005542,0.00554,0.006384,0.006427,0.006485,0.006516,0.007001,0.006621,0.007065,0.000471,5e-06,-1.7e-05,-4.4e-05,-5.9e-05,0.000798,0.000785,0.007314,0.001181,0.008155,0.008155,0.001657,0.001232,0.007774,0.000799,0.000351,0.000366,-5.4e-05,-0.000918,-0.000905,-0.000918,-0.000444,-0.001379,-0.000915,-0.000774,-0.001335,-0.001207,0.005629,-0.001157,0.005226,0.005233,0.005252,0.005212,0.012137,0.011638,0.012015,0.005586,0.006095,0.006103,0.006065,0.006043,0.006524,0.006481,0.006429,0.006478,4e-06,0.006489,0.006481,-8e-06,0.00638,0.006331,0.006361,0.006344,0.01219,0.006247,0.006234,0.00617,0.012477,0.012489,0.012406,0.012334,0.012321,0.012296,0.012996
0.009287,0.009136,0.00687,0.00202,0.004912,-0.003896,0.002894,0.005697,0.006466,0.011888,0.018196,0.018184,0.016298,0.020971,0.013607,0.01183,0.010096,-0.000664,-0.004009,-0.019152,-0.021883,-0.02322,-0.02278,-0.026479,-0.017532,-0.020722,-0.014762,0.00019,0.004678,0.008512,0.010033,0.000114,0.001129,0.002343,-0.002793,-0.00816,-0.009654,-0.012615,-0.008979,-0.009761,-0.004569,0.000613,-0.000346,0.003232,0.011106,0.010145,0.011363,0.004815,0.017414,0.011555,0.011021,0.0149,0.013435,0.006692,0.010048,0.009107,0.008527,0.007656,0.009868,0.004948,0.011497,0.009697,0.007938,0.001647,0.001617,0.00279,0.003555,-0.00138,-1.6e-05,0.001113,0.000119,-5.2e-05,-4.7e-05,0.000141,0.000252,0.001424,0.00361,0.002746,0.003092,0.01032,0.004684,0.004513,0.005405,0.006814,0.007266,0.007751,0.008045,0.008093,0.007811,0.000156
0.005857,0.005733,0.004158,0.000383,-0.005094,-0.003623,-0.006958,-0.004556,-0.003538,-0.007269,-0.010879,-0.010872,-0.012119,-0.016795,-0.013876,-0.015544,-0.016703,-0.016692,-0.019043,-0.013872,-0.01602,-0.017255,-0.017077,-0.01192,-0.013679,-0.007904,-0.002942,0.000143,0.003569,0.006464,0.007571,0.016571,0.017294,0.017597,0.02245,0.026142,0.025022,0.023402,0.017898,0.016831,0.01293,0.008501,0.007823,0.002267,-0.008322,-0.008983,-0.008127,-0.004661,-0.011904,-0.007963,-0.008491,-0.0136,-0.01474,-0.01182,-0.01709,-0.018126,-0.018529,-0.019162,-0.017587,-0.013602,-0.016936,-0.010156,-0.010905,-0.007422,-0.007441,-0.006585,-0.006025,-0.001552,-0.000544,0.000167,-0.000452,-3.1e-05,-0.000576,-0.000436,9.5e-05,0.000464,0.002117,0.001483,0.001606,-0.001741,0.002871,0.002744,0.003381,0.003817,0.004015,0.00448,0.004665,0.004685,0.004455,0.006953
0.11255,0.041437,0.164689,0.252801,0.031065,-0.024845,0.412379,0.036201,0.036161,0.070857,0.098978,-0.028418,0.124239,0.406485,-0.609439,0.128837,-0.608139,0.07581,0.068305,-0.005161,0.000555,0.734632,-0.000596,0.166477,2.198712,-0.045705,-0.042997,-8e-05,0.0018,-0.000742,-0.066346,-0.067768,-0.069138,-0.06545,-0.109037,-0.142168,-0.146235,-0.163659,-0.126261,-0.111712,0.216927,-0.063471,-0.043308,0.000412,0.054802,0.320331,0.060143,0.13229,0.11652,0.03992,1.851001,0.512328,4.014746,-0.236397,2.135609,0.629694,0.05707,0.049191,0.108396,0.033951,0.067813,-0.128959,-0.118682,0.763355,-0.13885,0.156824,-0.173323,-0.127774,-0.014491,3.279251,-0.27435,-0.070034,-0.264031,-0.283578,3.859051,3.362969,-0.757208,-0.091844,4.364734,4.411952,1.203511,-0.141307,-0.51518,-1.337034,4.764734,-0.069816,-0.452753,-0.07586,-0.055172,-0.114349
-0.104929,-0.011679,-0.173671,-0.296397,0.050883,0.182354,-0.483525,-0.022099,-0.009783,-0.005356,0.086881,-0.288516,0.059554,-0.475363,-0.640865,-0.100318,-0.57874,-0.00474,0.023557,0.045515,-0.047477,0.503092,-0.048509,0.213602,1.60394,-0.058881,0.037095,-0.000106,-0.015077,0.074993,0.153918,-0.010863,-0.008951,-0.038793,-0.01679,-0.020721,-0.023723,0.1052,0.095355,-0.003718,-0.353116,0.106653,-0.00347,-0.014305,0.087207,-0.402508,-0.000699,-0.153105,-0.033495,0.110393,-2.055101,1.033221,0.112564,0.630104,-1.682,-0.133443,0.24728,0.243145,0.066324,0.032856,0.347245,0.452817,0.514049,0.297262,0.524585,0.521274,0.634198,0.846591,0.63392,-1.335982,1.003828,1.171666,0.977268,1.389267,-0.611562,-0.841519,0.671778,1.066416,-0.89165,-0.654587,0.677336,0.878506,0.081667,-1.107945,-0.181958,0.4148,-0.055895,0.460862,0.274181,0.298405
-0.190498,-0.136213,-0.266742,-0.335898,-0.138741,-0.309659,-0.453501,0.049595,0.018765,0.00758,-0.145804,0.004474,-0.169222,-0.006369,0.201401,0.204298,0.056143,0.016012,-0.03267,-0.068379,0.075454,0.046254,0.075779,-0.095215,-0.007598,0.117758,-0.067558,5.1e-05,0.024552,-0.151902,-0.06399,0.011398,0.012503,0.066546,0.019269,0.030234,0.030396,-0.195114,-0.17726,-0.001126,-0.465584,-0.156159,0.009186,0.024643,-0.11567,-0.152064,0.047764,-0.073264,0.050944,-0.116843,4.854941,0.344423,4.452129,-0.0071,4.227312,1.052317,-0.224879,-0.269507,-0.116757,0.118132,0.63983,0.242446,0.325832,1.353941,-0.048454,0.118433,0.391656,0.835151,0.716353,3.975625,0.355033,0.53043,0.249683,0.386198,3.450218,3.818754,0.699317,0.134267,2.868487,3.023881,1.132727,0.128629,0.358912,1.806774,2.774174,0.395168,1.297806,0.64471,0.519994,0.754771
-0.008329,-0.008449,-0.000895,-0.00726,-0.007009,0.000319,0.000198,0.000177,7.4e-05,-8e-05,-2.1e-05,2e-06,8e-05,5.9e-05,5e-06,-0.000159,-1.7e-05,2.5e-05,5.8e-05,-4.2e-05,0.0,-0.0,-0.000293,-1e-06,-1e-06,4.5e-05,7.1e-05,0.00017,1.4e-05,2e-06,-7e-06,0.000142,0.000142,-3.8e-05,1e-06,0.00707,-1e-06,-0.006966,7e-06,2e-06,-2e-06,-1.2e-05,-0.0,-0.0,-6.8e-05,0.00682,0.006884,-7.8e-05,0.000103,2e-06,-3e-06,-0.0,-4.6e-05,-0.000165,0.006694,-0.000322,-0.000317,-0.000279,-0.00038,-0.000314,-0.000672,0.013175,0.013364,0.013679,0.020282,0.02027,0.020627,0.020551,0.027651,0.027439,0.02728,0.027447,0.03458,0.034663,0.027658,0.027534,0.020363,0.027633,0.020564,0.012863,0.012556,0.012257,0.01234,0.005381,0.005703,-0.001316,0.006444,-0.000609,-0.007363,-0.006823
-0.000883,-0.005396,-0.003814,-0.000238,0.000819,0.005372,0.000827,0.000741,0.000306,-0.000347,-9.6e-05,6e-06,0.000339,0.00025,1.8e-05,-0.00067,-7.3e-05,0.00011,0.000245,-0.000174,2e-06,8e-06,-0.005264,-2e-06,0.0,0.000199,0.0003,0.000714,6.2e-05,7e-06,-3.5e-05,0.000594,0.000597,-0.000158,2e-06,-0.000586,-0.0,0.001023,2.8e-05,8e-06,-9e-06,-4.9e-05,-1e-06,4e-06,-0.000289,-0.001642,-0.001373,-0.000327,0.000428,2e-06,-1.8e-05,5e-06,-0.000196,-0.000696,-0.002179,-0.001359,-0.001343,-0.001186,-0.005671,-0.001335,-0.006925,-0.009558,-0.004765,0.000683,-0.006259,-0.006438,-0.000748,-0.005366,-0.006096,-0.007284,-0.008261,-0.007665,-0.008486,-0.008153,-0.007218,-0.008298,-0.008381,-0.003799,0.001552,-0.006388,-0.008683,-0.006497,-0.006376,-0.004221,0.002675,1.7e-05,0.012584,0.01454,0.02341,0.031728
-0.009746,-0.004653,-0.003217,-0.000318,0.000575,-0.004378,0.000702,0.000626,0.000258,-0.000296,-8.2e-05,6e-06,0.000289,0.000212,1.4e-05,-0.000565,-6.2e-05,9.3e-05,0.000205,-0.000149,-0.0,7e-06,0.004476,-2e-06,-1e-06,0.000169,0.000255,0.000605,5.3e-05,7e-06,-3e-05,0.000502,0.000505,-0.000135,2e-06,-0.000372,-0.0,0.00074,2.2e-05,7e-06,-6e-06,-4.2e-05,-1e-06,5e-06,-0.000245,-0.001266,-0.001038,-0.000277,0.000363,1e-06,-1.6e-05,5e-06,-0.000166,-0.00059,-0.001722,-0.001154,-0.001141,-0.001008,0.004128,-0.001141,0.003059,0.001052,-0.003847,-0.008178,-0.005046,-0.005236,-0.009366,-0.004364,-0.004946,-0.006031,-0.006909,-0.006461,-0.0072,-0.006947,-0.006238,-0.007257,-0.007421,-0.012521,-0.016981,-0.014966,-0.017082,-0.024494,-0.024571,-0.02272,-0.025717,-0.018886,-0.025912,-0.024054,-0.025045,-0.026491
0.00048,-0.002158,-0.001709,-0.001638,-0.039994,0.040606,0.000149,-0.000201,-0.00017,-0.000111,-7.8e-05,-6.3e-05,-4.5e-05,-3.2e-05,-1.7e-05,-2.3e-05,-1e-05,-6e-06,-7e-06,-3e-06,-5e-06,-6e-06,-0.035131,-1.5e-05,-1.7e-05,-9e-06,-5e-06,3e-06,-4e-06,-0.0,-5e-06,-4e-06,-8e-06,-5e-06,1e-06,0.000985,-2e-06,-0.000985,-3e-06,-4e-06,6e-06,-2e-06,-2e-06,6e-06,1e-05,0.000991,0.000984,2.6e-05,0.005365,5.2e-05,2.2e-05,2e-06,8.5e-05,0.005426,-0.005214,-0.0007,-0.001797,-0.005577,-0.040583,0.027116,0.149005,0.172553,0.156527,0.034844,0.140776,0.031273,0.152737,0.189239,0.224362,0.160926,0.27205,0.226149,0.228478,0.159839,0.122033,0.097429,0.120138,0.296747,0.313764,0.137271,0.17552,0.223791,0.328669,0.169228,0.242641,0.117213,0.186047,0.23117,1.556884,0.272204
