0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
-0.017778,-0.017702,-0.010704,-0.010637,-0.001954,-0.008275,-0.015246,-0.022807,-0.022832,-0.015764,-0.01607,-0.015215,-0.015608,-0.007162,0.000834,0.000807,0.001533,0.001894,0.001878,0.001403,0.001806,0.0014,0.000973,0.00097,0.000965,-0.006431,-0.007221,-0.006716,-0.007035,-0.006976,0.000839,-0.007321,-0.006912,0.00119,-0.006525,-0.006475,0.0012,0.001144,0.001058,-0.006225,0.000985,0.000934,0.000544,0.000546,0.000499,7.8e-05,-0.007613,-0.000108,-0.000601,-0.008677,-0.001478,-0.001933,0.004964,0.004931,0.004773,0.012404,0.005129,0.0054,0.006267,0.007026,0.007475,0.007975,-1.3e-05
0.023002,0.023719,0.036201,0.036377,0.024016,0.002513,-0.014835,-0.023343,-0.020248,-0.001869,0.008116,-0.003423,0.002825,0.001992,0.006667,0.006463,-0.006242,-0.014661,-0.014981,-0.011102,-0.01702,-0.011141,-0.005913,-0.006081,-0.006253,-0.012084,-3.9e-05,-0.003032,0.00464,0.005971,0.007268,0.0119,0.00634,0.000263,-0.000406,0.000565,0.00065,-0.000808,-0.00302,-0.0092,-0.005,-0.006343,-0.001034,-0.001014,-0.002301,0.002144,0.00062,-0.002627,-0.000317,0.004437,0.008273,0.012175,0.024632,0.022019,0.020025,0.020317,0.015146,0.019183,0.010684,0.000505,-0.004486,-0.006867,-0.000363
-0.013321,-0.012359,-0.019588,-0.019376,-0.014025,-0.007374,-0.00699,-0.006295,-0.002028,-0.000902,0.001218,0.008781,0.005615,0.015452,0.02099,0.020583,0.026246,0.026565,0.026089,0.019696,0.023271,0.019568,0.015023,0.014774,0.014521,0.019018,0.011997,0.019337,0.017836,0.019457,0.020151,0.015462,0.019474,0.022082,0.021834,0.022854,0.022196,0.020352,0.017682,0.021719,0.015318,0.013743,0.009316,0.009332,0.007847,0.002444,0.001365,-0.002985,-0.01106,-0.015239,-0.022007,-0.028285,-0.035745,-0.038619,-0.041237,-0.041731,-0.036589,-0.031674,-0.02035,-0.011035,-0.006264,0.001778,-0.00045
-4.516736,-0.156745,-0.441709,0.112748,-3.3581,0.130588,0.007219,0.661701,0.706875,1.117273,0.691992,0.718872,-0.049482,-0.059422,-0.054052,-0.645041,-3.035239,-0.11663,-0.02651,-0.161463,-0.168889,-0.109942,-0.086338,-0.082967,-0.0701,-0.114402,0.341738,0.263404,0.04002,-0.317786,-0.620183,0.239443,0.145717,0.118041,0.199586,-0.032293,0.411712,0.03907,0.295883,-0.061196,-0.091246,-0.08678,-0.034192,-0.034227,-0.048425,-0.012093,-0.001907,-0.014012,2.207651,0.736841,0.714845,2.655499,3.937753,0.794275,2.478546,2.430315,3.55063,0.575022,0.562974,4.031959,2.989817,3.109887,0.598341
-1.846339,-0.767892,-2.069578,-1.289026,-3.517236,-0.740952,-0.358348,1.413815,1.394,1.093177,-1.056486,-1.048902,-0.874647,0.022486,-0.468905,-1.366625,-2.660576,-0.12087,-0.113561,-0.216632,0.028121,0.011305,0.016028,0.018423,-0.007581,0.113101,-0.373575,-0.561441,-0.196843,-0.823735,-1.049961,-0.28448,-0.211427,-0.222883,-0.273176,-0.066319,-0.479679,-0.145034,-0.272626,-0.042766,0.097171,0.106071,-0.00231,-0.002565,0.104984,0.094521,0.015578,0.107972,2.182959,0.655847,0.837492,2.039559,4.064342,0.636615,2.030628,2.250056,2.884672,1.031709,1.099782,2.669389,2.408673,2.695773,1.428594
-1.912095,1.032065,2.728918,2.006385,-1.910126,1.131475,0.542177,-2.075528,-2.132296,-2.134266,0.185399,-0.127104,0.376974,0.004203,0.550179,-0.816414,-3.803489,0.113613,-0.116868,0.10128,-0.038112,-0.003621,-0.010856,-0.01148,-0.029494,-0.253057,-0.256257,-0.322841,-0.045309,0.672225,-1.219859,-0.131355,-0.113662,-0.097305,-0.157072,-0.05026,-0.203769,-0.048831,-0.343032,-0.083039,-0.156652,-0.182536,0.009317,0.008865,-0.191827,-0.173879,-0.028494,-0.199593,4.76154,1.394975,-0.039665,4.548272,4.019863,2.113645,5.103196,4.994841,5.961334,1.747462,1.669487,5.399773,4.116786,4.407935,0.996989
4e-06,-1e-06,-0.00789,-0.007813,-0.007825,-0.023584,-0.015703,-5.3e-05,0.007812,0.015646,0.015846,0.023767,0.023618,0.007905,0.007942,2e-05,-0.007869,-0.007868,-4.3e-05,4e-06,-1e-06,-9.9e-05,-8.5e-05,-0.000124,-5.7e-05,-5.1e-05,1.1e-05,4e-05,2e-06,-4e-06,-2e-06,-2e-06,-3e-06,-4e-06,0.0,-0.0,-4e-06,1e-06,-2e-06,-2e-06,-4.1e-05,3e-06,0.0,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,3e-06,2e-06,3e-06,2e-06,-6.5e-05,-7.2e-05,-5.5e-05,-0.000225,-0.000437,-0.008501,-0.008621,-0.000972,-0.00111
4.8e-05,-5e-06,0.005763,0.006323,0.006161,0.012274,0.006422,0.004663,0.004126,0.003448,0.01001,0.015606,0.009701,0.010679,0.005749,0.005484,0.000118,0.000158,-0.005673,4.4e-05,-1e-06,-0.000793,-0.000692,-0.001018,-0.000483,-0.000434,7.6e-05,0.000322,-5e-06,-4.1e-05,-2.4e-05,4e-06,2e-06,-1.5e-05,1.5e-05,8e-06,-3.4e-05,6e-06,2e-06,0.0,-0.000324,2.2e-05,-2e-06,-2e-06,-1e-06,-1e-06,0.0,-0.0,-0.0,0.0,-0.0,-5e-06,-2e-06,-2e-06,-0.000536,-0.000581,-0.000455,0.003508,-0.003526,0.000529,-0.000384,0.002862,-0.003466
6.2e-05,-2e-06,-0.003909,-0.003191,-0.0034,-0.006978,-0.003183,-0.005243,-0.005835,-0.006642,-0.009514,-0.013536,-0.009936,-0.00878,-0.003853,-0.004218,0.000121,0.00017,0.003975,5.8e-05,-1e-06,-0.001019,-0.00089,-0.001308,-0.000621,-0.00056,9.9e-05,0.000416,-4e-06,-5.3e-05,-3.1e-05,5e-06,5e-06,-1.8e-05,2.2e-05,1.1e-05,-4.6e-05,6e-06,5e-06,5e-06,-0.000414,3.1e-05,-2e-06,-3e-06,-0.0,-2e-06,-3e-06,-2e-06,-3e-06,-2e-06,-1e-06,-7e-06,-4e-06,-1e-06,-0.000686,-0.000745,-0.000583,-0.00676,-0.004554,-0.010691,-0.011896,-0.019036,-0.016025
4e-06,-4e-06,0.036378,-0.019141,-0.161917,0.018741,-0.15474,0.018244,0.037227,0.081571,0.591794,0.297748,-0.006466,0.032473,0.037419,0.033077,-0.006356,-0.006393,-0.036602,0.174048,-0.001051,-5.4e-05,-4e-05,-1.7e-05,-2.1e-05,-1.7e-05,-0.005146,-0.000722,-4e-06,1.4e-05,5e-06,4e-06,-2e-06,3e-06,-7.9e-05,-1e-06,3e-06,-6e-06,-0.000173,-2.1e-05,9e-06,6e-06,1.2e-05,3e-06,7e-06,6e-06,2e-06,-2e-06,-3e-06,-5e-06,-5e-06,-2e-06,-1.3e-05,-1.3e-05,-0.000755,-0.000756,-0.000987,0.033665,-0.00099,0.03311,0.033103,0.068911,0.033917
