0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
-0.071044,-0.071426,-0.07074,-0.07034,-0.054621,-0.04643,-0.038463,-0.015191,-0.000183,0.007867,0.01601,0.015835,0.000453,-0.0075,-0.007775,-0.007873,-0.015071,-0.015068,-0.022115,-0.01359,-0.013411,-0.013799,-0.013787,-0.006178,-0.006455,0.000792,0.000757,0.000687,0.000494,0.000372,-0.007649,-0.000107,-0.000268,8.3e-05,-0.007116,0.001181,0.001141,-0.00684,-0.006687,-0.006901,-0.006827,-0.006714,-0.014509,-0.007188,-8e-06,-4.1e-05,-8e-06,0.000659,0.001464,-0.006014,0.001052,0.001008,0.000329,0.000731
0.014953,0.018253,0.007737,-0.003172,-0.005701,-0.000301,0.001766,-0.00476,-0.008249,-0.006048,-0.011127,-0.011743,-0.01072,-0.012134,-0.007011,-0.000567,-0.003921,-0.003029,-0.004466,0.000665,0.00181,0.005424,0.005229,0.004104,0.002187,-0.001113,-0.007956,-0.008788,-0.009729,-0.010575,-0.005877,-0.007218,-0.008273,-0.005946,-0.002209,0.001313,0.001071,-0.000459,-0.00592,-0.000934,0.005778,0.00641,0.005825,0.00325,0.006163,0.005948,0.006136,0.003989,0.002682,0.010208,0.006483,1.1e-05,0.002073,0.004502
-0.018961,-0.02643,-0.017932,-0.009826,-0.00352,0.002248,0.004226,0.005903,0.000909,0.003154,0.007312,0.006675,0.008716,0.007429,0.002794,-0.000257,0.006681,0.007999,0.017423,0.023102,0.024396,0.017785,0.01744,0.015679,0.013429,0.009264,0.011909,0.010716,0.009872,0.008907,0.004102,0.002255,0.001042,0.003707,0.008314,0.012001,0.011685,0.010245,0.014489,0.009672,0.00679,0.007476,0.007082,0.003904,-0.003481,-0.00372,-0.003521,0.004401,0.013227,0.011435,0.007031,0.010194,0.002235,0.004849
4.107788,1.344163,4.348877,1.397002,0.313461,0.076371,0.047917,0.066204,0.307738,0.31359,3.802633,-0.060259,-0.073499,0.263471,0.328048,-0.072764,3.758849,0.106432,0.382042,0.159516,-0.121597,1.449016,0.384399,0.035539,-0.040317,-0.106918,-0.072035,3.60401,0.329729,0.309899,1.064583,0.187274,0.035276,0.078337,-0.029858,-0.00839,0.435461,0.078396,0.237409,0.048477,0.123016,0.041242,-0.021973,-0.01046,0.037249,0.039356,0.026784,0.00582,-0.031914,-0.045992,0.370204,0.103824,0.233537,0.595528
0.870342,-0.050934,2.49703,0.405323,-0.106556,-0.37893,-0.413091,-0.279495,0.204607,0.259983,3.001163,-0.001856,0.02271,0.415229,-0.463944,-0.586104,2.926097,0.03106,-0.470884,-0.183933,-0.726456,0.281228,-0.505306,-0.124045,-0.014394,-0.732591,-0.031186,2.370522,-0.490518,-0.488838,0.674125,-0.297058,0.09663,-0.143348,-0.012859,-0.076473,-0.631733,-0.166277,-0.457715,-0.12524,-0.197528,-0.088584,0.040456,0.018706,-0.01078,-0.007909,0.064925,-0.015537,-0.01356,0.006944,-0.590133,-0.216299,-0.344007,-0.646152
5.909869,3.11112,4.143021,2.185883,0.446755,0.703416,0.716047,0.191688,0.380013,0.256682,2.571088,0.026619,-0.036556,-0.03161,-0.045342,0.661453,2.659991,-0.024482,-0.271926,0.08233,0.814704,0.909869,-0.287097,-0.036786,-0.008845,0.608006,-0.041194,2.990779,-0.313676,-0.314835,0.922855,-0.214884,0.048004,-0.101465,-0.040259,-0.007541,-0.293019,-0.13014,-0.313319,-0.103916,-0.085524,-0.033985,-0.031803,-0.004801,0.018934,0.014613,-0.134843,0.025262,0.034331,-0.09334,-0.30678,-0.113928,-0.143752,-0.307679
0.007745,0.0077,-6.1e-05,0.007748,-9e-06,4e-06,6.8e-05,-8e-06,-2.9e-05,-0.000114,-0.000213,-0.000161,-6.3e-05,0.007836,-0.00772,2e-06,-9.7e-05,-0.000148,-0.000103,-0.000118,-3.7e-05,-0.007774,-0.007686,-3.6e-05,-0.007834,-0.000132,-0.000201,-0.000223,-0.00014,8e-06,2.3e-05,6e-06,-3e-06,-9.8e-05,-7.9e-05,-0.000119,-6.1e-05,-0.000131,-0.00014,-0.000117,-0.000119,-0.000129,-6.4e-05,-0.000101,-0.000148,-7.8e-05,-9.6e-05,-0.000126,-8.5e-05,8.4e-05,-4.9e-05,-0.007766,0.0,-8.1e-05
0.009755,0.009465,0.004687,0.004671,-0.000123,1.3e-05,0.000564,-5.1e-05,-0.000236,-0.000953,-0.001779,-0.001363,0.004746,0.005458,0.000773,0.00528,0.004433,0.003993,0.00963,0.00422,0.010178,0.005349,0.00602,0.00492,0.004794,-0.001128,-0.001667,-0.001829,0.004077,4.1e-05,0.005405,1.5e-05,-4e-05,-0.000815,-0.000654,-0.000989,-0.000512,-0.001082,-0.001166,-0.000967,-0.000989,-0.001066,-0.00053,-0.00083,-0.001208,0.004596,-0.000799,-0.001026,-0.00069,0.000676,-0.000391,0.000266,3e-06,-0.000639
-0.009864,-0.010209,-0.005162,-0.005172,-0.000144,1.5e-05,0.000662,-5.9e-05,-0.000276,-0.001118,-0.002088,-0.001605,-0.005095,-0.004255,0.000905,-0.004465,-0.005457,-0.005974,-0.010024,-0.005713,-0.009379,-0.004389,-0.003599,-0.004885,-0.005046,-0.001328,-0.001966,-0.002159,-0.005885,5.1e-05,-0.004316,1.9e-05,-4.7e-05,-0.000967,-0.000779,-0.001175,-0.000607,-0.001287,-0.001387,-0.001151,-0.001177,-0.001269,-0.000632,-0.000989,-0.001439,-0.005279,-0.000954,-0.001227,-0.000824,0.000809,-0.000468,0.000292,5e-06,-0.000761
-0.250482,0.037685,0.021176,0.03911,-0.000568,-0.00043,-0.00035,-0.000238,-0.000163,-0.0001,-0.000915,-0.000882,0.034777,0.036586,-0.001009,0.035627,0.035618,0.041607,-0.009973,0.020368,0.057685,-0.045651,-0.068345,0.009108,0.038799,-0.013572,0.004978,0.002273,0.03438,-0.000554,0.035217,-0.000348,-0.000186,-8.5e-05,-3e-05,-0.000573,-6.2e-05,0.00182,0.000126,-0.000111,-7.8e-05,-5.6e-05,-4.6e-05,-2.9e-05,-0.000807,0.035577,-2.3e-05,-0.000971,-0.000149,-0.000111,-0.000328,-0.001222,-0.000152,0.001269
