0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0.014048,0.007549,0.007205,0.013808,0.006933,0.006979,0.014071,0.013851,0.013932,0.007598,0.000713,0.001021,0.001127,0.001234,0.001234,0.001549,0.001865,0.001507,0.001692,0.001294,-0.005307,0.00094,0.000922,0.000593,0.000602,0.000285,0.000613,0.000636,0.000606,0.000513,0.000458,0.000435,0.000384,0.000348,0.000338,-3.1e-05,-0.006625,-0.006742,-0.006782,-0.000652,-0.000644,-0.000973,0.005355,0.005327,-0.001659,-0.001695,-0.001802,0.004644,0.004857,0.011343,0.011344,0.024834,0.024984,0.031853,0.032336,0.032399,0.032578,0.039929,0.033375,0.040178,0.040802,0.034003,0.034559,0.027074,0.027601,0.014507,0.007684,0.000806,0.000648,0.001139,0.000894,0.000833,0.00026,-0.006395,-0.00683,0.000546,-0.000487,-0.000308,-0.000225,0.006001,-0.000805,-0.001321,0.005233,0.005174,0.012381,0.01251,0.019125,0.020257,0.02045,0.02048,0.020596,0.013929,0.014575,0.01464,0.013951,0.013984,0.007257,0.007271,-5.2e-05,-0.000183,-0.000263,0.000466
-0.006594,-0.014187,-0.010223,-0.010906,-0.005156,-0.004579,-0.007532,-0.000518,0.001432,-0.003752,0.003087,-0.002318,1.8e-05,0.002416,0.002533,-0.002673,-0.007853,-0.003286,-0.011619,-0.008033,-0.008901,-0.00355,-0.003997,0.001142,0.001314,0.006717,0.001537,0.002071,0.001409,-0.000708,-0.002021,-0.002562,-0.003716,-0.004578,-0.004829,-0.000631,-0.002276,-0.004713,-0.005505,-0.001972,-0.001773,0.003262,0.008537,0.00973,0.012585,0.011732,0.009291,0.00525,-0.001367,-0.004345,-0.006098,-0.002903,-0.000515,0.003029,-0.002648,-0.003404,-0.003227,-0.00734,-0.004591,-0.002103,-0.004435,-0.002057,-0.005902,0.00152,-0.002665,-0.00689,-0.006604,-0.005496,-0.002808,-0.007111,-0.002902,-0.001867,0.002281,0.002136,0.005683,-0.000961,0.008474,0.005251,0.003872,0.009648,0.008434,0.014395,0.016401,0.017116,0.011398,0.008822,0.008926,-0.001715,-0.004199,-0.004273,-0.005462,-0.005055,-0.01031,-0.010851,-0.004663,-0.004775,-0.004391,-0.004495,0.000459,0.00173,0.002498,-0.003522
0.01075,0.013457,0.008195,0.007178,0.003827,0.004301,0.009959,0.00717,0.00875,0.013497,0.011009,0.015096,0.01693,0.018764,0.01881,0.023015,0.027258,0.022423,0.0243,0.018727,0.018532,0.013829,0.013476,0.009066,0.009179,0.004956,0.009301,0.009665,0.00917,0.007617,0.006657,0.006266,0.005435,0.004815,0.004634,-0.000452,-0.001176,-0.002941,-0.003517,-0.009583,-0.009466,-0.013973,-0.01881,-0.017895,-0.023517,-0.024158,-0.02601,-0.029697,-0.026452,-0.029431,-0.031078,-0.029776,-0.027963,-0.02576,-0.022062,-0.022797,-0.022882,-0.018473,-0.015733,-0.014252,-0.007717,-0.005025,0.00031,-0.001329,0.00383,0.010309,0.011237,0.012894,0.01524,0.020318,0.023911,0.024692,0.019421,0.019837,0.01404,0.016455,0.00699,0.004316,0.003177,-0.001481,-0.00165,-0.005364,-0.004355,-0.003778,-0.000533,-0.002634,-0.003161,0.005171,0.003142,0.003069,0.002105,0.003078,0.007309,0.006867,0.003372,0.003278,0.004264,0.004187,0.000372,0.001397,0.002017,0.00566
0.573992,1.892236,0.007151,-0.072375,-0.03686,1.978599,-0.069134,-0.038198,-0.030812,-0.069126,-0.032897,-0.073088,-0.068732,-0.067948,-0.00248,0.053245,-0.145587,0.562269,-0.144906,-0.114662,0.121191,-0.021116,-0.06929,-0.016454,-0.036975,-0.003783,-0.034711,-0.032859,-0.046551,-0.046574,-0.03464,-0.048306,-0.036383,-0.045753,-0.036691,-0.008933,0.010788,-2.091167,-2.086345,0.052426,0.099334,0.122313,2.249787,0.157506,0.14588,0.144273,0.078042,2.164238,0.705631,2.360892,0.234448,-0.274047,0.893102,-0.07682,-0.380237,0.846478,-0.030113,-0.301942,0.140826,-0.171261,4.182823,1.124027,4.448916,-1.336179,-0.588634,-0.126774,-0.080883,-0.070955,1.411646,-0.096758,-0.090618,-0.091118,0.331175,1.29611,-0.249156,1.216758,-0.135132,-0.10239,-0.219506,4.57039,-0.724301,-0.134123,-0.276538,-0.334027,-0.28055,1.108539,-0.422183,-0.164683,-0.030732,-0.14795,-0.064216,-0.200948,-0.290902,-0.040161,-0.02342,-0.376784,0.002917,-0.03118,-0.290973,0.011841,0.399587,-0.026916
0.705106,1.785496,-0.2081,-0.111086,-0.004441,1.76086,-0.022825,-0.033941,-0.050239,-0.006028,-0.019334,-0.00969,-0.023382,-0.022614,-0.123075,-0.260878,-0.015078,0.57131,0.015559,0.013616,-0.342319,-0.079857,-0.00827,-0.045789,-0.0132,-0.018944,-0.002913,-0.018038,0.099814,0.099643,-0.003043,0.11422,0.011776,0.025887,0.00014,0.013283,-0.006291,-1.652445,-1.665123,-0.078266,-0.014514,-0.072447,-0.84416,-0.047367,-0.020552,-0.021077,0.227527,-0.459124,0.747552,2.477419,1.841831,1.207379,0.668314,0.938609,1.311726,0.831429,1.391305,1.409279,1.118949,1.390147,0.109966,0.519331,0.29968,-1.160878,0.242348,0.221482,0.002414,-0.058118,-0.084184,-0.135852,-0.172283,-0.054655,-1.166793,0.331797,0.4911,0.54921,0.185726,0.443364,0.778444,1.86973,-1.087744,0.389854,0.712863,0.812503,0.480902,1.297238,0.733631,0.136403,-0.043688,0.468892,0.046553,0.502339,0.297824,-0.137321,-0.013746,0.381513,-0.161529,-0.00993,0.448539,-0.013482,0.148388,0.006572
-0.326567,-0.650601,0.111775,0.197872,0.014458,-0.611338,0.049825,0.064228,0.090548,0.019595,0.031093,0.014968,0.038332,0.038156,-0.032961,-0.141578,0.030901,-0.198158,-0.019617,0.002717,-0.26322,-0.068182,0.008157,0.009973,0.03125,0.05551,0.007483,0.031852,-0.162542,-0.162706,0.007152,-0.187576,-0.01754,-0.010426,0.008875,0.006165,-0.045559,0.547822,0.571729,0.136681,0.127826,-0.068574,5.131742,0.199915,0.031191,0.020903,0.10454,5.24941,0.042607,1.115825,-0.208589,-0.474066,0.450596,-0.246663,0.356682,1.172412,0.528391,-0.034557,0.334777,0.309573,3.206424,0.860551,2.98639,2.320843,1.534918,0.449136,0.26631,0.219587,0.991705,0.371353,0.387937,0.524896,3.555743,1.377282,0.799846,1.485946,0.667546,0.851298,0.831691,3.04281,2.803372,0.546503,0.695734,0.90799,0.941162,1.263335,0.895864,0.430263,0.064243,0.412625,0.081541,0.624093,0.467576,0.170423,0.037302,0.578955,0.224039,0.004926,0.308017,-0.010183,0.398139,-0.029302
-0.007691,-0.007714,-0.007445,-0.007112,-0.007386,-0.006994,-0.007252,-0.000287,-0.000323,-0.000627,-0.000519,-0.000219,2.7e-05,0.000235,2e-05,-0.000293,-0.000376,-0.007227,-0.007251,-0.007129,-0.000244,-0.00033,-0.000391,-0.00044,-0.007364,-0.000119,-8.5e-05,-2.4e-05,-1e-05,6e-06,-1e-06,-1.5e-05,-2e-06,-0.000103,-0.000166,-0.000189,-8.8e-05,-0.000165,-0.000225,-0.00025,-8.5e-05,4e-06,1.3e-05,-4e-06,0.0,-2e-06,-4.6e-05,-0.000115,-0.000226,-0.00031,-0.000285,-0.000233,-0.000116,-8.2e-05,-0.000185,-0.000296,4e-05,-0.000395,-0.000536,-0.000675,0.006094,0.005668,0.012306,0.011974,0.012539,0.012657,0.012933,0.020847,0.014288,0.021334,0.02861,0.02128,0.021358,0.028108,0.020671,0.020595,0.020336,0.013273,0.013355,0.013506,0.013769,0.014012,0.006902,0.007131,0.007139,0.007064,0.007018,-0.000288,-0.000372,-0.000224,-0.00023,-0.000275,-0.000226,-0.00052,-0.000438,-0.000509,0.006466,0.006257,0.006294,0.006873,1.1e-05,0.007298
0.006111,0.00604,0.00711,0.01241,0.00734,0.01283,0.007852,0.00677,0.006639,-0.002436,-0.002017,-0.000848,9.3e-05,0.000894,7.8e-05,-0.001119,-0.001441,0.000118,4.4e-05,0.000505,-0.000928,-0.001248,-0.001483,-0.001663,-0.000331,-0.000455,-0.000322,-8.7e-05,-3.7e-05,2.2e-05,7e-06,-4.3e-05,-5e-06,-0.000383,-0.000624,-0.000708,-0.000332,-0.000619,-0.000851,-0.000944,-0.000321,1.1e-05,5.2e-05,-1e-05,8e-06,4e-06,-0.000163,-0.000433,-0.000851,-0.001165,-0.00107,-0.000875,-0.000434,-0.000308,-0.000695,-0.001104,0.004105,-0.001483,-0.002011,-0.002534,-0.004582,-0.006224,-0.008851,-0.010261,-0.00026,0.000278,0.00111,0.007414,0.014638,0.013596,0.013662,0.009668,0.010177,0.00383,-0.001029,-0.001411,-0.00689,-0.006086,-0.005825,-0.005109,-0.003878,-0.0027,-0.006205,-0.000713,-0.000671,-0.001063,-0.001305,-0.001522,-0.006323,-0.001184,-0.001207,-0.001444,-0.00118,-0.007078,-0.002302,-0.002682,-0.004422,-0.005507,-0.005389,0.001992,3.6e-05,-0.00011
-0.012824,-0.012897,-0.012004,-0.016455,-0.011819,-0.016102,-0.011391,-0.012148,-0.012265,-0.002101,-0.001741,-0.000732,8.2e-05,0.000774,7e-05,-0.000965,-0.001245,-8.2e-05,-0.000147,0.000252,-0.000803,-0.001082,-0.001287,-0.001444,-0.000482,-0.000395,-0.000276,-7.4e-05,-3.1e-05,1.8e-05,9e-06,-3.5e-05,-3e-06,-0.000334,-0.000543,-0.000618,-0.000288,-0.000541,-0.000743,-0.000824,-0.000279,1e-05,4.6e-05,-9e-06,1.2e-05,8e-06,-0.000141,-0.000379,-0.000744,-0.001021,-0.000938,-0.000766,-0.000377,-0.000268,-0.000611,-0.000972,-0.005479,-0.001307,-0.001776,-0.002238,-0.003846,-0.005332,-0.007456,-0.008764,-0.018213,-0.017987,-0.01706,-0.020388,-0.023264,-0.024026,-0.023791,-0.018409,-0.017964,-0.014411,-0.009832,-0.010226,-0.006041,-0.005459,-0.005237,-0.004574,-0.003431,-0.002328,0.003626,-0.00057,-0.000533,-0.000907,-0.001136,-0.001444,0.003407,-0.001123,-0.001144,-0.001368,-0.001121,0.002693,-0.002194,-0.002561,-0.004115,-0.005166,-0.005079,-0.007473,3.2e-05,0.0
0.564987,0.071884,0.015443,0.061871,0.022502,0.091128,0.023748,0.073878,0.073402,-0.000541,-0.0011,-0.000341,-0.000261,0.000556,-0.000124,-8.3e-05,-0.000758,-0.001031,-0.001714,-0.001003,-0.000156,-1.6e-05,-2.3e-05,5e-06,-0.000982,0.00464,8e-06,3e-06,4e-06,-1e-05,1e-05,1e-05,8e-06,8e-06,6e-06,3e-06,2e-06,-1e-06,-2e-06,0.0,-1e-06,1e-06,-1e-06,0.0,1e-06,1.2e-05,1.1e-05,7e-06,4e-06,-0.000699,-3e-06,-0.00068,1.7e-05,1.1e-05,-3.5e-05,1e-05,0.034952,5e-06,-3.7e-05,-0.000689,0.154491,1.642147,-2.5e-05,-0.000961,0.069456,5.566399,0.070073,0.106571,0.140737,0.136957,0.143108,0.107058,0.256791,0.073021,0.037092,0.036934,0.002886,0.005597,0.010897,0.005866,0.006215,0.008217,-0.032211,0.004784,0.000393,-0.00285,0.000436,-0.001265,-0.034557,-0.000375,0.000881,0.012351,-0.000317,-0.035491,-0.00036,0.000924,0.03251,0.007435,0.002535,0.045259,0.046081,0.00032
