0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
-0.041298,-0.041395,-0.04928,-0.040762,-0.041003,-0.040059,-0.031876,-0.031568,-0.023536,-0.015485,-0.015184,-0.015087,0.00045,0.000517,0.000599,0.000876,0.000822,0.000854,0.001157,0.001208,0.001247,0.001295,-0.006665,0.001521,-0.006147,0.001808,0.001957,-0.005998,0.001773,0.001568,0.001869,-0.006168,-0.005967,0.001637,0.001553,0.001505,0.001398,0.001311,0.000933,0.000747,-0.007312,-0.007502,-1.8e-05,-0.007851,-0.00779,-0.000332,-0.000806,0.006683,0.013935,0.00631,0.013943,0.013728,0.021281,0.013628,0.021391,0.022129,0.029807,0.022411,0.022874,0.022514,0.030579,0.02293,0.022913,0.022484,0.022464,0.021995,0.02152,0.021413
0.029535,0.036327,0.04095,0.033399,0.038012,0.025391,0.018367,0.011693,0.005167,-0.000374,-0.005955,-0.004698,-0.003868,-0.003109,-0.002196,-0.007911,-0.008469,-0.008101,-0.013551,-0.01299,-0.012547,-0.01199,-0.005354,-0.009392,-0.008412,-0.006091,-0.004313,0.001982,0.00259,0.009213,0.003906,0.008526,0.001886,0.001486,0.000601,5.4e-05,-0.001146,-0.002157,0.002257,1.3e-05,0.003112,0.00083,-0.000165,0.005433,-0.002362,-0.00361,-0.000311,-0.001438,0.003226,0.002662,0.002767,0.009035,0.008395,0.007609,0.009272,-0.000822,-0.000467,0.003195,-0.000227,0.005931,0.001864,0.001727,0.001936,0.007549,0.008571,0.015572,0.021576,0.020903
-0.001587,-0.004308,-0.009242,-0.00904,-0.014518,-0.008626,-0.007362,-0.004847,-0.002771,0.0007,0.004742,0.006406,0.006392,0.007401,0.008617,0.012484,0.011726,0.012206,0.016438,0.017171,0.017742,0.018459,0.016294,0.021781,0.023567,0.025914,0.028031,0.025209,0.025333,0.022319,0.02649,0.02166,0.024272,0.023109,0.021925,0.021226,0.01973,0.018485,0.013028,0.010442,0.004026,0.001446,-0.000176,-0.003765,-0.002168,-0.004073,-0.010787,-0.012598,-0.018255,-0.01848,-0.018953,-0.022329,-0.023676,-0.024172,-0.022863,-0.013565,-0.013794,-0.008871,-0.002258,-0.005603,-0.000504,-4.6e-05,0.000155,-0.003892,-0.002698,-0.005093,-0.008663,-0.009506
0.154949,-4.083671,-0.976487,-4.026084,0.078087,-0.074433,-0.062683,-0.206381,-0.062656,0.017637,-0.013442,-0.046736,0.193218,0.020442,0.118643,-0.06085,0.044067,-0.007808,0.136688,-0.051804,-0.000347,0.267447,0.397326,0.471795,0.164435,0.304233,0.406595,0.392407,0.360094,0.137309,-0.034743,0.137964,-0.045332,0.388289,-0.035432,0.167054,0.233734,-0.09039,0.115657,0.059345,0.008137,-0.001629,0.00034,0.034743,-0.003535,-0.001562,0.825892,1.394971,0.353366,1.074156,0.091087,0.302643,0.68088,0.549232,0.923998,0.499811,-0.278478,0.558592,0.618914,3.446742,-0.119568,0.116263,-0.080355,-0.335625,-0.070881,-0.390008,-0.135739,-0.311622
-0.112665,-1.394148,-1.729867,-1.729179,-0.301294,-0.224852,-0.199436,-0.480543,-0.531245,-0.222396,-0.181619,-0.067208,-0.139783,-0.083756,-0.168246,0.071696,-0.124281,-0.075052,-0.229802,-0.062241,-0.122588,-0.398765,-0.575791,-0.628575,-0.41103,-0.488895,-0.685047,-0.519332,-0.506947,-0.247687,-0.086775,-0.115689,-0.065287,-0.501014,-0.067881,-0.279035,-0.34053,-0.005732,-0.185471,-0.112969,0.066345,0.001553,0.000576,0.003917,0.029652,0.014414,0.504134,1.912326,0.030345,0.525917,-0.011387,0.502684,0.788724,1.132964,0.916743,1.393958,1.058656,1.624583,1.661722,2.775972,1.108022,0.745701,0.463837,0.625407,1.056318,0.796046,0.475119,0.023813
0.171102,-2.856805,2.67927,-2.327493,1.22003,1.073322,0.482431,0.124705,0.514576,0.234507,0.24947,0.081552,-0.327364,-0.057133,-0.107849,-0.217291,-0.105228,-0.073663,-0.191413,-0.093008,-0.134164,-0.267082,-0.426871,-0.41042,-0.094915,-0.300336,-0.143795,-0.317372,-0.235024,-0.057088,0.018438,-0.26658,-0.001805,-0.184258,0.001578,-0.107193,-0.141555,0.038243,-0.07023,-0.062153,-0.203967,-0.001397,0.001639,-0.010614,-0.053579,-0.024445,1.382206,-1.145843,0.664825,1.393951,0.405024,0.490316,1.675726,1.581881,1.516559,1.449052,0.61663,1.02143,1.225261,3.531231,0.383508,0.104783,0.002699,0.333121,0.531921,0.254972,0.070309,0.855646
-0.000517,-0.000192,0.000295,-0.015435,-0.015318,-0.015242,-0.00741,-0.007397,-0.007453,0.008306,0.00032,0.000171,0.008074,9.4e-05,7.9e-05,-6e-06,-3.3e-05,-5e-06,-1e-06,0.007927,-1e-06,-0.0,0.0,-0.00793,-1e-06,-0.0,1.6e-05,-1e-06,-3e-05,1e-06,1e-06,-6.8e-05,-0.0,-1e-06,1e-06,-1e-06,1e-06,-1e-06,-1e-06,-1e-06,-1e-06,-2e-06,-2e-06,-2e-06,5.7e-05,-0.0,-0.0,-2e-06,1e-06,3e-06,1e-06,-1.2e-05,-5.9e-05,3.2e-05,-4.6e-05,-0.000164,-0.000143,-0.000218,-0.000252,-0.000248,-0.000417,-0.000461,-0.000526,-0.000525,-0.000606,-0.00074,-0.000767,-0.00099
0.017256,0.019836,0.018239,0.021339,0.021909,0.022039,0.014891,0.014835,0.009137,0.007346,0.007464,0.001227,0.00064,0.000698,0.000589,-3.5e-05,-0.000234,-2.6e-05,7e-06,-0.000421,1e-06,1e-06,1e-06,0.00042,0.0,1e-06,0.000131,-2e-06,-0.00022,1e-05,-1e-06,-0.000506,-2e-06,8e-06,6e-06,3e-06,2.5e-05,-2e-06,-2e-06,-2e-06,-2e-06,-1e-06,-1e-06,-1e-06,0.000427,-2e-06,1e-06,-1.2e-05,4e-06,3.8e-05,-3e-06,-9.7e-05,-0.000428,0.005466,-0.000345,-0.001222,0.004158,-0.001642,0.003356,0.003373,-0.003086,-0.003427,-0.003919,0.001375,0.000794,-0.005442,-0.005665,-0.007259
-0.023359,-0.019762,-0.010099,-0.005936,-0.005161,-0.005042,-0.003077,-0.003174,0.000712,-0.001525,-0.001491,0.001679,0.000986,0.000952,0.000802,-4.9e-05,-0.000322,-3.5e-05,9e-06,-0.000476,-2e-06,-2e-06,-2e-06,0.00047,-2e-06,-2e-06,0.000179,-6e-06,-0.000306,1.4e-05,-3e-06,-0.000695,-3e-06,1.1e-05,9e-06,9e-06,3.9e-05,-1e-06,1e-06,2e-06,2e-06,2e-06,2e-06,2e-06,0.00059,1e-06,2e-06,-1.5e-05,7e-06,5.5e-05,-2e-06,-0.000129,-0.000586,-0.004238,-0.000473,-0.001675,-0.006031,-0.00226,-0.007143,-0.007128,-0.004261,-0.00476,-0.005463,-0.009944,-0.01079,-0.007666,-0.008007,-0.010327
0.252209,0.227951,0.159863,0.121222,-0.289138,0.090511,0.056293,0.057327,-0.023999,0.058885,0.030904,-0.000527,0.001818,0.0008,0.000782,5.3e-05,4.1e-05,2.5e-05,1.6e-05,0.001004,2.2e-05,2.2e-05,2.1e-05,-0.000965,1.9e-05,2e-05,1.8e-05,1.3e-05,1e-05,8e-06,2e-06,1e-06,2e-06,3e-06,-0.000528,-5.1e-05,1.7e-05,1.1e-05,-0.001163,2e-06,1.8e-05,1.6e-05,1.6e-05,1.8e-05,1.8e-05,2.1e-05,1.4e-05,1.6e-05,1.4e-05,1.9e-05,1.1e-05,1.1e-05,5e-06,0.035536,6e-06,-0.0007,0.035529,-5e-06,0.034818,0.07986,1.666784,-0.00215,0.001034,1.700906,1.699876,1.663676,0.494895,1.670008
