0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
-0.007903,-0.016301,-0.016785,-0.025653,-0.042482,-0.03414,-0.03432,-0.03375,-0.033798,-0.033797,-0.024905,-0.024768,-0.024761,-0.008298,-0.008213,0.000218,0.000169,0.000168,0.00019,0.000239,-0.007696,-0.007501,0.001009,-0.006782,0.001684,-0.006549,-0.0062,-0.0062,-0.006237,0.002019,0.001864,-0.006768,-0.006916,-0.007316,-0.007645,0.000615,0.000595,-0.007601,0.000614,0.000513,0.000494,0.000483,0.000402,0.000429,0.000631,0.000169,-4.8e-05,-3.2e-05,-0.000103,7.3e-05,0.000143,0.000231,0.000281,0.000229,0.000196,0.000136,-4.2e-05,-3.4e-05,-0.000515,-0.001144,-0.00115,0.006419,0.00653
-0.007261,-0.007878,-0.002528,0.002361,0.000372,0.000193,0.000456,-0.003685,-0.003552,-0.003113,-0.006444,-0.004657,-0.004531,0.001092,0.001897,0.002216,0.001709,0.001698,0.001921,0.002395,-0.002017,-8.8e-05,0.001345,-0.001708,-0.000427,0.000589,-0.00462,-0.004645,-0.005045,-0.005373,-0.006888,-0.001938,-0.003516,0.000974,0.006088,0.006212,0.006002,0.006179,0.006212,0.005234,0.005049,0.004957,0.004166,0.004443,-0.002033,0.001804,0.000395,-0.000329,-0.001067,0.000731,0.001433,0.002361,0.002888,0.002363,0.002029,0.0014,0.000235,-0.000383,0.003659,0.013849,0.013779,0.025365,0.026664
0.0023,0.002359,-0.002031,-0.006208,-0.007694,-0.009122,-0.009233,-0.002656,-0.002648,-0.001983,0.00493,0.007895,0.008072,0.002623,0.003975,0.003823,0.002926,0.002895,0.003266,0.004071,0.010724,0.013927,0.01562,0.024364,0.025614,0.027681,0.032141,0.031836,0.030935,0.029678,0.027163,0.022653,0.020144,0.014464,0.009701,0.009227,0.008887,0.009681,0.009081,0.007605,0.007313,0.007145,0.005974,0.006357,0.00907,0.002565,0.000218,-0.000459,-0.001507,0.001046,0.002042,0.003348,0.004085,0.003338,0.00286,0.001977,-2.3e-05,-0.000528,-0.007031,-0.016125,-0.016238,-0.024292,-0.02249
-0.137084,-0.528863,-0.083725,-0.285543,-0.132324,-0.352115,-2.491572,-0.801228,0.031254,0.016969,-0.03039,-0.035677,-0.872278,-0.016628,0.000709,-0.836125,0.005302,-0.273763,-0.017628,-0.033177,-0.04049,0.441099,0.171752,0.318826,0.217151,0.22227,0.147536,0.13263,0.560487,0.410961,1.44251,0.147572,0.005397,0.02213,0.122559,-0.010253,-0.000449,-0.017565,-0.008402,0.002107,-0.010303,-0.000115,0.252835,0.04035,0.431447,0.246848,-0.789212,-0.022185,-0.023345,0.000279,0.00202,0.003367,0.004742,0.001875,0.001961,0.001913,-0.705793,-0.142645,-1.010173,-0.239583,-0.504231,-0.153614,-0.278964
-0.135202,-0.253369,0.051624,0.32445,0.20521,0.471159,-3.626048,-1.982896,-0.20596,-0.113233,-0.135547,-0.06349,-1.870173,0.017552,0.005404,-1.914149,-0.00614,-0.638513,-0.058371,-0.112441,0.001434,-0.311771,-0.214072,-0.383886,-0.339799,-0.355188,-0.318497,-0.306841,-0.654562,-0.628883,1.603626,0.045158,-0.091569,-0.078502,-0.13953,-0.020901,-0.020138,0.085436,0.066113,-0.011706,0.078248,-0.023214,-0.173086,-0.082885,-0.433935,-0.260255,-2.683199,-0.085757,-0.057224,0.001173,-0.012048,0.005197,-0.008535,0.002959,-0.012748,-0.013069,-2.718935,-0.076938,-2.456498,0.23942,0.498447,-0.015721,0.194126
0.051177,0.004204,0.128649,0.29478,0.156545,0.109979,-3.38219,2.039338,0.366253,0.197679,0.229497,0.069364,1.683171,-0.036966,-0.006311,1.835939,0.018141,0.625337,0.067604,-0.083486,-0.016732,-0.378874,-0.081004,-0.472535,-0.161698,-0.18027,-0.18979,-0.185444,-0.368815,-0.097719,-1.733535,-0.235766,-0.087243,-0.053945,-0.051894,0.047221,0.055999,-0.152098,-0.12252,0.027677,-0.149509,0.052136,-0.266488,0.006156,-0.179075,-0.099033,-4.77476,-0.150382,-0.153639,0.001865,0.027177,-0.002311,0.023563,-0.001163,0.026308,0.026142,-4.753497,-0.560757,-4.593247,0.111952,0.20232,-0.097918,-1.270266
-0.000262,-0.000124,-6.9e-05,-6.8e-05,2.1e-05,-1e-06,4.6e-05,4.1e-05,1e-05,1e-06,7.1e-05,3e-05,-0.008289,-6.8e-05,-3.3e-05,1e-06,-5.6e-05,-2.3e-05,-5.4e-05,-2.2e-05,-4.5e-05,-9e-06,-3.9e-05,-4.9e-05,-3e-05,-0.000107,-7.1e-05,-7.4e-05,-7.4e-05,-0.000135,-2.9e-05,-1e-06,-2.5e-05,-7.5e-05,-4.5e-05,-1.6e-05,-3.8e-05,-7e-05,-0.000107,-7e-05,-0.000112,-3.8e-05,-0.0,5.1e-05,1e-06,-8e-05,-2e-06,-4e-06,-3e-06,-2e-06,6e-06,0.0,3e-06,3e-06,4e-06,-2.6e-05,0.008284,-7.6e-05,3.1e-05,0.008298,-9.4e-05,-0.000117,-0.000192
-0.001643,-0.000794,-0.000446,-0.000438,0.005215,-0.000148,0.005329,0.005322,4.1e-05,-4e-06,0.000331,0.000192,0.000668,-0.000399,-0.000189,1.1e-05,-0.000333,-0.000136,-0.000317,-0.000131,-0.000266,-4.8e-05,-0.000232,-0.000294,-0.000187,-0.000639,-0.000426,-0.000454,-0.00045,-0.000815,-0.000173,-1.1e-05,-0.000149,-0.000441,-0.000268,-9.6e-05,-0.000229,-0.000413,-0.000639,-0.000426,-0.000665,-0.000218,1e-06,0.000296,2e-06,-0.000455,3e-06,1e-06,-0.0,-1e-06,4.5e-05,-3e-06,1.3e-05,1.6e-05,-2e-06,-0.00017,-0.000783,-0.000459,0.005215,0.004367,0.00448,0.004336,0.003873
-0.002592,-0.001257,-0.000704,-0.000692,-0.004577,-0.000242,-0.004401,-0.004411,6.7e-05,-4e-06,0.000599,0.00031,0.000777,-0.000625,-0.000292,2.1e-05,-0.000522,-0.000212,-0.000499,-0.000206,-0.00042,-7.7e-05,-0.000369,-0.000462,-0.000295,-0.001012,-0.000677,-0.000722,-0.000712,-0.001294,-0.000276,-1.8e-05,-0.000235,-0.000701,-0.000426,-0.000152,-0.000365,-0.000659,-0.001018,-0.000679,-0.00106,-0.00035,1e-06,0.000472,8e-06,-0.000719,9e-06,7e-06,6e-06,3e-06,7.5e-05,-5e-06,2.1e-05,2.7e-05,-8e-06,-0.000275,-0.000946,-0.000737,-0.004593,-0.005644,-0.005765,-0.006001,-0.006752
-0.002218,-0.000326,0.000565,-0.03528,0.039694,-1.386414,-0.597609,0.048493,-0.37862,-0.031798,-4.078311,0.000476,-0.000325,0.000396,-0.000255,0.000389,-1e-05,0.005648,0.000121,9.5e-05,6.9e-05,4.6e-05,3.6e-05,3.3e-05,3.9e-05,1.8e-05,6e-06,1.2e-05,1.4e-05,-0.000777,1.2e-05,4e-06,5e-06,-1e-06,1.5e-05,6e-06,-0.001808,-4.3e-05,-9e-06,3e-06,-7e-06,-7e-06,-3e-06,-0.003049,-4.6e-05,-0.000108,-2e-06,8e-06,6e-06,5e-06,1e-05,-2e-06,3e-06,5e-06,3e-06,-4e-06,0.000989,0.000199,0.035685,0.036635,0.035632,0.040777,0.028259
0.013799,-0.000617,-0.001507,0.036606,-0.017795,1.563366,0.136101,0.002018,0.038411,0.048187,0.865937,-0.000452,0.01445,-6e-05,0.000508,-0.000138,0.000233,-0.093292,-1.5e-05,-1.1e-05,-1.8e-05,-1.6e-05,-4e-06,-1.5e-05,2e-06,-2e-05,-1.4e-05,1e-05,1.4e-05,0.013513,6e-06,-4e-06,5e-06,-1e-06,1.4e-05,6e-06,0.001927,4.1e-05,3e-06,4e-06,-8e-06,-5e-06,-4e-06,0.003247,8.7e-05,0.000132,6e-06,1e-06,1.2e-05,7e-06,5e-06,-1.4e-05,3e-06,7e-06,7e-06,6e-06,-0.014715,-0.000269,-0.013211,-0.027918,-0.01321,-0.011011,-0.050143
-0.02445,0.002155,0.00286,-0.04652,0.024754,-2.052106,-0.985431,0.027481,0.311141,-0.047047,3.632876,0.000118,-0.029944,-0.000358,-0.000911,-0.000291,-0.000554,0.175416,-0.000106,-9.6e-05,-5.6e-05,-4.1e-05,-4.3e-05,-1.2e-05,1e-06,-3e-06,-1.4e-05,-6e-06,-4e-06,-0.025437,5e-06,1e-06,-1e-06,-1e-05,-1e-06,-8e-06,-0.002344,-5.3e-05,-7e-06,9e-06,2e-06,0.0,3e-06,-0.003921,-7.1e-05,-0.000137,0.0,1e-05,5e-06,1e-06,6e-06,-6e-06,2e-06,-1e-06,-0.0,-5e-06,0.029563,0.000113,0.018176,0.047746,0.018197,0.016001,-0.005821
