0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
-0.115028,-0.092382,-0.055167,-0.032691,-0.002485,0.021497,0.029616,0.031716,0.025348,0.017231,0.002088,-0.005688,-0.006321,-0.006054,-0.005665,-0.005515,-0.005515,-0.005378,-0.006023,0.001043,0.001093,0.001211,0.001331,0.001145,-0.006755,0.000522,0.007121,0.006862,0.006795,0.000362,0.000939,-0.006065,0.001397,0.008615,0.000816,0.000529,0.000524,-0.006848,-0.00677,0.000808,0.000802,0.000838,0.000825,-0.006662,-0.007058,-0.007468,-8.1e-05,-0.000312,0.007097,-0.000715,-0.000831,0.006695,0.021428,0.028106,0.035174,0.042266,0.049892,0.058158,0.06587,0.066703
0.009208,-0.004874,-0.009492,-0.012214,-0.008961,-0.016974,-0.021433,-0.021773,-0.006442,0.00591,0.001659,-0.006263,-0.010012,0.005194,0.00809,0.015305,0.014946,0.00915,0.004359,-0.005965,-0.012062,-0.011209,-0.003776,0.001507,0.005959,-0.00289,-0.009857,-0.01173,-0.005787,0.002547,0.006632,0.010907,0.003354,-0.005788,-0.00736,-0.00941,0.00383,0.005273,0.005724,0.005817,0.005818,0.006082,0.006012,0.006234,0.009939,0.006884,0.019099,0.017454,0.010355,0.020674,0.033038,0.033594,0.03312,0.029743,0.021439,0.012637,3.4e-05,-0.008392,-0.012838,-0.015775
-0.003599,-0.000946,-0.008511,-0.012749,-0.02099,-0.010189,-0.005169,0.015748,0.023252,0.016817,0.02314,0.024531,0.020468,0.016773,0.020017,0.017497,0.016877,0.020665,0.014988,0.013619,0.017478,0.018371,0.016193,0.011714,0.00668,0.007001,-0.000728,-0.002733,-0.006533,0.00272,0.007074,0.011904,0.013541,0.013568,0.012278,0.01014,0.003979,0.005829,0.006273,0.005984,0.005956,0.006212,0.006111,0.006675,0.000596,-0.002495,-0.010141,-0.011787,-0.009495,-0.018396,-0.025455,-0.025242,-0.026389,-0.030132,-0.029162,-0.028706,-0.0225,-0.012312,-0.007648,-0.001221
0.614363,1.006876,0.501041,0.544947,0.207412,-0.363599,-0.535128,0.48625,3.766601,0.425064,-0.075161,4.165743,1.121849,0.136361,-0.275898,0.007533,-0.152985,-0.001273,3.349883,3.300447,0.235716,0.489346,0.333485,0.213391,0.331454,-0.036371,-0.048947,0.270437,0.385078,0.267492,0.426941,0.00042,-0.030826,0.240017,0.288611,0.330872,0.371268,0.297231,-0.017243,-0.007789,0.004573,0.107439,0.524976,0.507507,0.470945,-0.010694,0.106167,0.18779,0.069738,-3.597802,-3.661682,-3.954034,-4.52516,-1.17201,-0.883502,-0.493112,-3.35029,0.341577,-3.023221,-0.690183
-0.838816,1.12623,-0.356947,-1.092107,-0.258976,0.426002,0.608509,1.544595,2.80145,-0.415659,-0.004978,3.196872,0.807764,-0.322498,-2.028099,-0.060116,0.224945,-0.032164,3.167279,3.105746,-0.394031,-0.793666,-0.555414,-0.374788,-0.391032,0.003911,0.020483,-0.332322,-0.224699,0.508616,-0.530526,-0.002649,-0.010512,-0.434365,-0.433604,-0.507215,-0.604313,-0.42297,0.018276,0.06457,-0.030626,-0.169694,-0.718662,-0.633258,-0.603116,-0.518231,-0.28653,0.273714,-0.035551,-1.680431,-1.599606,-1.462287,-2.390804,-0.917759,-1.027064,-0.79363,-2.241931,-1.019254,-2.816323,-0.962195
2.234662,-0.632267,-0.045032,0.248456,0.009484,0.253336,0.407472,1.397214,2.936747,-0.05253,0.056408,3.127365,0.738303,-0.078194,2.211599,0.248267,0.204674,0.044166,2.916682,3.079911,-0.257523,-0.487838,-0.295145,-0.174384,-0.211775,0.011454,-0.009646,-0.4653,-0.435454,-0.675632,-0.208357,0.020655,0.031874,-0.220356,-0.241391,-0.283558,-0.07745,-0.242696,-0.000647,-0.126434,0.011288,-0.028112,-0.35888,-0.330381,-0.313103,-0.525745,-0.589387,-0.716084,0.076049,-4.430099,-4.219492,-4.080611,-4.653076,-1.083474,-0.907908,-2.154968,-3.985611,-0.641092,-4.591719,-1.319219
9e-06,2e-06,-8e-05,-1e-06,-6e-06,1e-06,-1e-06,6e-06,-4e-06,-2e-06,-2e-06,-7.3e-05,-7.9e-05,6.5e-05,1e-06,-0.007826,7e-06,2e-06,-9e-06,-6.3e-05,-3.1e-05,-4.3e-05,-9.8e-05,-7.9e-05,-1.7e-05,-0.000132,-0.000132,-7.4e-05,-3.7e-05,3e-06,3e-06,-6e-05,-0.0,-0.007881,-8.2e-05,-8e-05,-0.000102,-3.6e-05,-2.3e-05,4.9e-05,-4.1e-05,-4.2e-05,-5e-06,-1.4e-05,-7.5e-05,-0.000261,-0.000274,-0.000292,-0.000288,-0.000169,-7.2e-05,-0.000116,0.007664,0.007659,0.007571,0.007539,0.007506,-0.000208,-0.008036,-0.007765
5.1e-05,1.2e-05,-0.000583,3e-06,-5e-05,1.3e-05,-1e-06,5.2e-05,-2.6e-05,2e-06,1e-06,-0.00055,-0.000598,0.000475,8e-06,0.000394,5.4e-05,1.4e-05,-7.3e-05,-0.000474,-0.000238,-0.000325,-0.000748,-0.000584,-0.000133,-0.000981,-0.000977,-0.000549,-0.000278,2e-05,2.3e-05,-0.000455,3e-06,6.6e-05,-0.000603,-0.000589,-0.000764,-0.000281,-0.000169,0.000352,-0.000301,-0.000305,-4.1e-05,-0.000103,-0.000562,-0.001992,-0.00202,-0.002165,0.002956,0.003809,0.009608,0.00929,0.013522,0.018688,0.018144,0.017947,0.017823,0.018927,0.024241,0.026071
5.9e-05,2.1e-05,-0.000695,1.1e-05,-5.8e-05,1.5e-05,-2e-06,5.9e-05,-3.2e-05,6e-06,6e-06,-0.000659,-0.000722,0.000573,8e-06,0.000415,6.7e-05,1.9e-05,-8.7e-05,-0.000572,-0.000288,-0.000393,-0.000904,-0.000706,-0.000161,-0.001184,-0.001182,-0.000663,-0.000336,2.3e-05,3.1e-05,-0.000552,7e-06,1.9e-05,-0.000726,-0.000714,-0.000929,-0.000341,-0.000205,0.000428,-0.000365,-0.000368,-5.1e-05,-0.000126,-0.000682,-0.002426,-0.002459,-0.00264,-0.007301,-0.006264,-0.010097,-0.010491,-0.016179,-0.020797,-0.021479,-0.021736,-0.0219,-0.020594,-0.025072,-0.022797
-0.000943,-0.019782,-0.00091,0.007236,0.002868,-0.000118,-0.000221,0.004808,-0.000314,-2.4e-05,-2.2e-05,-8e-06,-1.8e-05,1e-06,-1.1e-05,-0.00098,0.0,-9e-06,2e-06,5e-06,1e-06,3e-06,-0.00082,-1e-06,-5e-06,-0.00081,-0.001631,-0.000107,-3e-06,-5e-06,-1e-06,4e-06,1e-06,-0.000977,1.2e-05,-1e-06,8e-06,-0.005634,5e-06,4e-06,9e-06,4e-06,2e-06,-2e-06,-0.001404,1.371973,-0.000952,0.000829,0.034498,0.039305,0.073981,0.027022,0.066635,0.091776,0.117995,0.097052,0.113344,0.076559,0.117663,0.130698
-0.000154,-0.196808,0.015601,-0.099786,0.004408,0.001007,0.000109,0.073114,-0.001618,-4e-05,-1e-06,2.1e-05,3e-06,3e-06,-1.7e-05,0.014715,4e-06,0.0,6e-06,-1e-06,4e-06,8e-06,0.013285,-9e-06,-1e-05,0.013276,0.013991,8.1e-05,-6e-06,1e-06,0.0,-2e-06,1.8e-05,0.014709,1e-06,-8e-06,4e-06,0.091695,-6e-06,-1e-06,4e-06,6e-06,1e-05,-6e-06,0.001222,-1.182487,0.013401,0.023656,-0.010193,0.004383,-0.003101,-0.44631,-0.583636,-0.613788,-0.561105,-0.824365,-0.73397,-1.278238,-0.979688,-1.18187
0.000553,-0.100267,-0.02418,0.170682,0.000641,0.000642,0.000199,0.038928,-0.000706,9e-06,1.6e-05,3.4e-05,2e-06,1.5e-05,-1.4e-05,-0.029548,3e-06,-1.3e-05,2e-06,3e-06,5e-06,7e-06,-0.025554,5e-06,-8e-06,-0.025551,-0.026775,-0.000156,7e-06,-3e-06,-1.3e-05,-1.5e-05,-1.5e-05,-0.029565,1e-06,-1.4e-05,0.0,-0.176409,-7e-06,1e-06,1.1e-05,1e-06,4e-06,-2e-06,-0.002101,2.045121,-0.025764,-0.020693,0.017246,0.025888,0.014376,-0.211786,-0.196557,-0.217385,0.029345,-0.112651,-0.069794,-0.41696,-0.328597,-0.566701
