0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0.00756,0.015375,0.023241,0.023787,-0.008167,0.007011,-0.009432,-0.017361,-0.018387,-0.025667,-0.03395,-0.033846,-0.041575,-0.049735,-0.057075,-0.040685,-0.039699,-0.039224,-0.030729,-0.023089,-0.023178,-0.01541,-0.014996,0.000465,0.000452,0.000693,0.00073,0.000737,-0.00669,-0.006426,-0.006271,-0.005762,-0.005688,-0.013412,-0.013667,-0.005498,-0.013482,-0.005741,-0.006001,-0.005843,0.001301,0.001462,0.008947,0.008839,0.00133,0.001032,0.001008,-0.006983,0.000968,0.000753,0.000823,-0.007,0.001038,-0.00658,0.001152,-0.006436,-0.00637,-0.006331,-0.006677,-0.006764,-0.007023,-0.014887,-0.015111,-0.007881,-0.008352,-0.001416,-0.008961,-0.001474,0.005785,0.005692,0.005642,0.005263,0.005316,0.005248,0.013191,0.013123,0.013651,0.014149,0.014569,0.01486,0.014712,0.014938,0.014738,0.022434
0.002402,0.00356,0.004864,-0.001775,-0.007302,0.005956,0.013845,0.014338,0.028303,0.021316,0.025307,0.025052,0.021831,0.026647,0.021758,0.020541,0.011086,0.006634,-0.004928,-0.006549,-0.007235,-0.007351,-0.011423,-0.003698,-0.003841,-0.010298,-0.009879,-0.009779,-0.014158,-0.010899,-0.007802,-0.012242,-0.011362,-0.010316,-0.004465,-0.009447,-0.003111,0.004362,0.009861,0.002895,0.005032,-0.001529,-0.003838,-0.004863,-0.010987,-0.005781,-0.006018,-0.000666,-0.006431,-0.000412,0.000293,0.00709,0.00245,0.002973,0.003531,0.00415,0.00463,0.004811,0.009134,0.008179,0.00548,0.002675,0.000564,-0.002612,-0.006596,-0.004744,-0.00413,0.009394,0.013647,0.020218,0.019918,0.024773,0.024747,0.024818,0.012186,0.012375,0.001468,-0.002474,-0.006721,-0.012097,-0.006167,-0.012651,-0.006534,-0.006372
-0.009268,-0.008693,-0.007979,-0.005379,-0.020435,-0.016191,-0.01508,-0.013408,-0.017701,-0.014648,-0.019983,-0.020419,-0.024076,-0.028582,-0.022949,-0.01475,-0.00452,0.000981,0.007695,0.004727,0.003723,0.002914,0.009016,0.006658,0.006454,0.009316,0.009892,0.010028,0.016326,0.020716,0.024596,0.030352,0.031373,0.033131,0.029312,0.033414,0.030604,0.028132,0.023808,0.025936,0.016977,0.019823,0.016477,0.015205,0.019117,0.014567,0.014262,0.010368,0.013748,0.010143,0.010933,0.008682,0.013358,0.01438,0.014464,0.015595,0.016042,0.016152,0.010545,0.009456,0.006441,0.003814,0.001509,-0.002398,-0.006773,-0.015483,-0.014422,-0.020527,-0.026596,-0.029618,-0.030009,-0.035117,-0.035023,-0.035037,-0.028957,-0.02886,-0.020425,-0.014541,-0.00897,-0.004688,-0.008368,-0.00545,-0.009018,-0.009396
0.037185,-0.920095,-0.908414,-0.946272,-1.517041,0.172564,0.114019,-0.252761,0.080737,-0.535185,-4.251768,-0.22625,-0.460761,-0.082932,-3.933565,0.151636,0.070672,-0.147469,-0.008686,-0.020481,-0.031549,-0.025924,-0.679376,0.165365,0.145964,0.354959,0.132006,0.222097,0.364895,0.343338,-2.745448,0.462616,0.548058,0.433184,0.461042,0.424444,0.27017,0.438964,0.23506,-0.044484,-0.065445,-0.090995,-0.090967,-0.052679,0.230981,0.235058,0.008497,0.074543,0.374543,0.12155,0.277217,0.295287,0.465416,0.022059,-0.043859,-0.039856,-0.032462,-0.011431,0.000677,0.122343,-0.641205,0.044354,0.178351,-0.017602,-0.026943,1.711192,0.068005,-0.269444,-0.386499,-0.290188,0.297952,1.93407,0.827622,2.437027,-0.61255,2.948012,3.196103,-0.218029,1.411572,0.331139,4.079207,4.130943,-0.425289,-0.210071
-0.018656,-1.548489,-1.652529,-1.647595,-0.102049,0.0058,0.109991,-0.334096,-0.060704,0.146985,-1.473233,-0.044642,-0.414246,0.043937,-2.263957,-0.30171,-0.56209,-0.850471,-0.255011,-0.163925,-0.050479,0.035181,-1.785888,-0.32327,-0.201376,-0.456432,-0.235562,-0.335139,-0.566133,-0.528008,-3.033198,-0.96635,-0.978813,-0.839064,-0.821087,-0.765937,-0.496529,-0.703933,-0.420423,-0.05482,0.073392,-0.006899,0.087711,-0.04378,-0.389052,-0.32599,-0.094086,-0.132491,-0.530467,-0.204572,-0.360478,-0.344573,-0.556557,-0.075122,0.067901,-0.006341,-0.012848,0.033755,-0.010127,-0.070795,-0.417804,-0.047806,-0.185835,0.022906,0.053001,1.966917,-0.012987,0.309694,0.555793,0.475975,1.037071,2.274581,2.964268,2.190689,1.37695,2.851271,2.697168,1.231784,1.492584,0.988558,1.981808,2.446538,1.222579,1.467454
0.028226,1.902103,2.105803,2.086835,-0.416211,0.023326,-0.36893,0.330686,0.043138,0.356736,-2.505156,1.080707,1.77733,1.292345,-2.154404,0.663616,0.729743,1.058988,0.365596,0.237989,0.061238,-0.077644,1.88124,0.025596,-0.161739,-0.343661,-0.218634,-0.27447,-0.513652,-0.394915,-4.108619,-0.221671,-0.188117,-0.106156,-0.102309,-0.314145,-0.129588,-0.182811,0.037965,-0.040087,-0.119297,0.04598,-0.124318,0.023256,-0.25005,-0.152453,-0.082075,-0.123597,-0.352165,-0.133369,-0.200305,-0.166327,-0.244562,-0.050635,-0.158021,0.033371,0.031924,-0.179244,0.023236,-0.234987,-1.499529,-0.081132,-0.179065,-0.038721,-0.077784,-0.917449,0.068237,0.397714,0.365956,0.399202,1.950851,5.423629,0.182369,5.253505,0.826804,4.001238,3.55077,0.145291,0.043129,-1.007776,2.89683,3.438451,-0.085403,0.249977
-0.000778,-0.000865,-0.008741,0.007279,0.023616,0.008075,0.015993,0.023974,0.007889,0.016023,0.007998,0.016028,0.007999,9.6e-05,2.7e-05,-0.007979,-0.007979,-0.008004,-0.007959,-0.00792,1e-06,0.007878,2e-06,2e-06,-2e-06,-1e-06,0.0,-1e-06,-0.0,0.0,-3.6e-05,-4.3e-05,-4.5e-05,-5.4e-05,-4.8e-05,-7.8e-05,-2e-05,-1.5e-05,3e-06,6e-06,0.0,-3e-06,1e-06,-4.8e-05,-7.5e-05,-7.4e-05,-5.5e-05,-5.1e-05,-3.1e-05,-0.000103,-6.4e-05,-9e-05,-0.000128,-9.3e-05,-5.8e-05,-6.6e-05,-4.8e-05,-5.4e-05,1.8e-05,2e-06,-0.0,-0.0,-0.0,-2e-06,-1e-06,-1e-06,-0.0,-0.0,-3e-06,-3e-06,-0.008017,-0.008021,-0.000105,-0.000131,-0.000207,-0.008244,-0.008224,-0.000378,-0.000404,-0.000443,-0.000394,-0.000431,-0.000465,-0.000547
0.000685,-0.000951,0.005291,0.004647,0.001077,0.010826,0.004667,0.009765,0.004257,0.005346,0.005417,0.005701,0.011253,0.006514,0.005864,0.005682,7.6e-05,-0.000122,0.000299,0.00065,5e-06,0.004538,6e-06,7e-06,5e-06,-2e-06,-2e-06,-1.4e-05,2e-06,3e-06,-0.000323,-0.000402,-0.000417,-0.000495,-0.00044,-0.000699,-0.000177,-0.000137,1.9e-05,4.8e-05,-1.6e-05,-4.3e-05,3e-06,-0.00044,-0.000676,-0.000677,-0.000501,-0.000472,-0.000297,0.004655,-0.00058,-0.000806,-0.001162,-0.000859,-0.000545,-0.00062,-0.000447,-0.000502,0.000151,7e-06,-2e-06,2e-06,1e-06,0.0,-0.0,0.0,1e-06,4e-06,1e-06,0.0,0.005465,-0.000177,-0.000943,0.004353,0.003671,0.008801,0.008956,0.007662,0.007427,0.007096,0.002011,0.001709,0.001431,0.000747
-0.010525,-0.012658,-0.015974,-0.016672,-0.009868,-0.008553,-0.00522,-0.009917,-0.00583,-0.004392,-0.004318,-0.003957,-0.008058,-0.002844,-0.003705,-0.003925,0.000117,-0.000146,0.000403,0.000864,1.1e-05,-0.005458,6e-06,9e-06,7e-06,-3e-06,-3e-06,-1.8e-05,5e-06,6e-06,-0.000426,-0.000531,-0.000553,-0.000655,-0.000582,-0.000927,-0.000235,-0.00018,2.5e-05,6.4e-05,-2e-05,-5.8e-05,5e-06,-0.000584,-0.000897,-0.000902,-0.000665,-0.000629,-0.000397,-0.00531,-0.000773,-0.001077,-0.001552,-0.001146,-0.000727,-0.000827,-0.000601,-0.000672,0.000203,9e-06,-1e-06,4e-06,4e-06,3e-06,3e-06,2e-06,2e-06,5e-06,7e-06,7e-06,-0.004229,-0.000238,-0.001259,-0.005721,-0.006644,-0.011342,-0.01114,-0.012881,-0.013217,-0.01368,-0.008944,-0.009375,-0.009778,-0.010734
0.032112,-0.106198,0.071044,0.084236,0.047134,0.065842,0.052605,0.118156,0.037143,0.03904,-0.098629,0.009928,0.077558,0.037287,0.037195,0.034866,-0.001272,-0.001241,-0.00658,-0.001116,-9e-05,0.036532,-0.005471,-4.1e-05,-0.005457,-2.6e-05,-2.9e-05,-2.6e-05,-1.9e-05,-0.005439,-1.3e-05,-1.5e-05,-8e-06,-7e-06,-3e-06,-3e-06,-2e-06,-5e-06,-3e-06,0.0,2e-06,-1e-06,-3e-06,0.0,-0.000785,-0.000782,1e-06,5e-06,-2e-06,0.035618,-4e-06,-5e-06,-0.000787,4e-06,0.0,-2e-06,-1e-06,-0.00078,4e-06,5e-06,8e-06,6e-06,6e-06,1.3e-05,1.2e-05,8e-06,5e-06,5e-06,1.1e-05,1.1e-05,0.034644,-0.000976,-0.000768,0.035621,0.034845,0.069467,0.077909,0.070418,0.07042,0.070421,0.034828,0.034829,0.03483,0.03499
