0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0.032388,0.039471,0.045808,0.030516,0.022216,0.021975,0.014377,0.007339,0.000767,0.00093,-0.012673,-0.012412,-0.012355,-0.011903,-0.011527,-0.012131,-0.005758,0.001017,0.007689,0.007873,0.007758,0.007339,0.000345,-0.006576,-0.006995,-0.00743,-0.000421,0.000392,0.007804,0.001355,0.001391,0.001017,0.000437,-0.006319,2.8e-05,0.000276,0.000386,0.000405,0.000838,0.001393,0.001104,0.000847,0.000721,0.000588,0.000878,-0.005978,0.000697,0.000311,0.000101,-0.000121,-0.000653,-0.007711,-0.007002,-0.006513,-0.006406,0.00678,-0.000392,-0.000808,0.00542,0.018257,0.037163,0.037458,0.037332,0.044383,0.05191,0.039411,0.033044,0.026427,0.026003,0.020471,0.01343,0.013454,0.007334,0.007267,0.007621
-0.005892,-0.012537,-0.002882,0.004379,0.007891,0.004116,0.006358,0.007303,0.00509,0.009239,0.018367,0.02221,0.022077,0.016449,0.021592,0.03031,0.032647,0.020457,0.00825,0.000445,-0.001543,0.002111,-0.004758,-0.009912,-0.017909,-0.014373,-0.019621,-0.015219,-0.002698,0.003938,0.004759,0.009228,0.009273,0.008163,0.012525,0.005692,0.008001,0.008483,0.005657,0.005521,0.011597,0.006278,0.003564,0.000725,-0.005284,0.000997,0.003011,0.006909,0.002266,-0.002505,-0.001752,0.000452,0.002817,0.00189,0.003278,0.00276,0.00375,0.00749,0.011593,0.01512,0.02689,0.022023,0.019469,0.005374,-0.005689,-0.011444,-0.010947,-0.00739,0.000391,-0.010706,-0.006093,-0.006204,-0.01442,-0.011418,-0.012217
0.048819,0.050979,0.040621,0.029401,0.014567,0.011165,0.00454,0.005864,0.013458,0.017024,0.025674,0.0285,0.028147,0.031822,0.035395,0.024524,0.017106,0.015457,0.014036,0.016539,0.015022,0.009364,0.00481,0.001519,-0.004377,-0.010445,-0.006269,0.005392,0.014329,0.019708,0.020266,0.015093,0.006739,0.006385,0.000758,0.004085,0.005709,0.006036,0.012192,0.020189,0.016209,0.012427,0.01052,0.008563,0.012545,0.009188,0.010063,0.004636,0.001519,-0.00167,-0.009185,-0.015297,-0.005677,0.001802,0.00268,0.001296,-0.005507,-0.011028,-0.016741,-0.023409,-0.032754,-0.028016,-0.029701,-0.023773,-0.016052,-0.011138,-0.010405,-0.00743,-0.010062,-0.001152,-0.005523,-0.00562,-0.002914,-0.00077,0.006899
0.051801,0.605841,-0.176012,-0.119954,-0.015153,-0.114672,-0.225537,0.015757,-0.031495,0.048141,-0.023061,-0.029251,-0.024643,-0.063647,0.125378,0.289933,0.014852,0.005891,-0.03512,-0.078345,0.468611,0.234362,0.346779,-0.076392,0.028974,2.626875,0.894952,0.634919,0.525092,-0.090404,-0.077505,-0.03329,-0.01889,-0.01798,0.015451,-0.010036,0.004073,0.004592,-0.061602,0.348692,0.069538,-0.036431,-0.049367,-0.017685,0.052593,0.30317,0.217533,0.378082,-0.015569,0.159962,0.235763,0.991997,0.797879,-0.052821,-0.053896,-2.608553,0.016072,0.731459,-0.144117,-3.500062,-0.67877,-0.663543,-3.58546,-2.914341,-0.427265,-0.361963,0.495952,-2.310059,-2.329094,-0.236016,-0.00663,-0.213459,-2.209395,-1.934502,-1.392717
0.371312,1.23465,-0.013824,0.090511,0.048156,0.09669,0.229834,-0.052039,0.072803,0.073253,-0.047685,-0.07859,-0.174331,-0.032981,-0.289124,-0.44217,-0.215248,-0.052502,0.047193,0.073554,-0.488284,-0.26398,-0.347263,0.055586,-0.03722,3.918719,0.988326,-0.661147,-0.406443,-0.020709,-0.011027,0.045722,0.067103,-0.001836,0.070528,0.078748,-0.025424,-0.021987,0.081071,-0.467046,-0.136715,-0.038201,-0.012488,0.051184,-0.024251,-0.363834,-0.716061,-0.350565,0.008344,0.602915,0.556948,1.406948,-0.792681,0.961081,-0.00339,-2.897154,-0.022459,1.889469,-0.296846,-3.681974,-1.299496,-1.004966,-3.863017,-4.369325,-1.592349,-1.58354,-0.787642,-2.691873,-2.470911,-0.210296,0.002914,-0.213428,-2.342984,-2.513651,-2.776309
0.254972,0.784092,0.033724,-0.159551,-0.011034,-0.013642,0.023462,0.073852,-0.146851,0.151033,0.068516,0.132127,0.293625,0.062797,0.153683,0.191398,0.365294,0.101711,-0.088825,-0.131012,-0.245038,-0.115012,-0.235219,-0.062638,-0.107094,2.620555,0.842908,-0.275065,-0.254465,0.045474,0.04568,-0.12925,-0.131798,0.019336,-0.133102,-0.150077,0.051819,0.046982,-0.141065,-0.484572,-0.008617,0.014423,0.0329,-0.19262,-0.260104,-0.013843,-0.499289,-0.160992,0.017999,-0.709796,-0.734082,-2.079776,-0.040071,-3.142303,-0.01905,-3.964592,-0.03575,-1.88349,-0.287692,-5.379972,-1.562986,-1.279612,-5.524743,-6.168885,-1.789773,-1.734279,-0.660288,-4.913305,-4.309177,-0.381765,0.035741,-0.384895,-4.715595,-4.808985,-4.867885
-0.015109,-0.021687,-0.028942,-0.028576,-0.021848,-0.022187,-0.000737,-0.000845,0.006845,-0.000825,0.006495,0.00638,-0.000596,0.000152,0.007056,0.006955,0.007284,-0.006822,-0.014062,-0.020713,-0.028462,-0.028405,-0.0358,-0.035819,-0.021651,-0.021931,-0.014548,-0.014818,-0.014653,-0.022175,-0.029678,-0.037011,-0.037053,-0.037068,-0.0294,-0.02943,-0.021922,-0.021878,-0.014534,-0.007197,-0.007259,-0.007342,-4.6e-05,-6e-05,0.00746,-0.000101,-3.4e-05,5e-06,4.6e-05,-0.007493,-0.007429,2.4e-05,-0.00756,-0.007517,3.1e-05,-3.4e-05,-6.7e-05,-3.6e-05,5e-06,-1.2e-05,0.000124,0.000176,-0.007126,0.000431,0.000419,0.000504,0.000583,-0.006922,-0.014364,-0.014336,-0.021702,-0.021481,-0.021155,-0.021213,-0.021088
0.011325,0.001043,0.001632,-0.00605,5.8e-05,0.00516,0.008457,0.010854,0.005121,0.011308,0.011345,0.013828,0.008571,-0.004214,0.002929,0.005153,-4.7e-05,-0.008773,-0.010107,-0.022654,-0.017692,-0.020165,-0.02001,-0.021427,-0.01163,-0.00681,-0.008885,-0.005909,-0.01256,-0.014008,-0.013865,-0.015365,-0.012094,-0.010989,-0.013745,-0.013243,-0.005218,-0.004608,-0.006922,-0.002393,-0.003263,-0.00448,-0.000583,-0.000773,-0.000455,-0.001354,-0.000462,5.5e-05,-0.005936,0.000108,-0.005513,0.000334,-0.000675,-0.000106,-0.005993,-0.000431,-0.000842,-0.000452,6.2e-05,-0.000157,0.001558,0.002212,0.004771,0.005434,0.005298,0.006501,0.001145,0.000604,-0.005454,0.000796,0.007263,0.009266,0.011659,0.0102,0.010503
-0.037003,-0.027864,-0.026758,-0.02553,-0.029673,-0.034258,-0.042815,-0.04036,-0.026656,-0.029434,-0.029993,-0.027001,-0.02219,-0.016582,-0.019154,-0.016326,-0.01195,0.000265,0.010416,0.016979,0.012763,0.020646,0.021268,0.019348,0.008663,0.003646,0.000512,-0.006903,-0.004411,-0.006037,-0.005547,0.004062,0.008269,0.009668,0.01701,0.017535,0.016433,0.017177,0.01389,0.008319,0.007175,0.005582,-0.000747,-0.001001,-0.000729,-0.001758,-0.000602,7e-05,0.003548,0.000279,0.004233,0.000437,-0.000746,-1e-05,0.003477,-0.000555,-0.001093,-0.000587,8.2e-05,-0.000206,0.002023,0.00287,0.006295,0.00701,0.006816,0.008308,0.012546,0.011927,0.015423,0.012196,0.009307,0.011728,0.014514,0.012574,0.012795
-0.389276,-2.549705,-0.190792,-0.386361,0.129577,-1.343431,-0.015936,-0.239535,-1.357026,-4.401258,0.185767,0.157365,0.11524,-0.141271,0.055454,0.07955,0.034763,0.575544,-0.041305,1.000087,0.025943,3.912584,0.046797,0.096082,0.134154,0.087172,0.196849,-0.000644,-0.030138,-0.026315,-0.027775,-0.074644,0.031286,0.066509,0.044435,-0.067999,0.012526,-0.037531,-0.082833,0.049646,-0.032983,0.046477,0.110646,-0.000888,0.001872,9.7e-05,0.000496,0.000403,-0.035291,-0.000796,-0.036404,-0.000268,0.076869,-0.001895,-0.035563,-0.005518,-0.003969,-0.002975,0.008634,-0.000363,0.00054,-9.6e-05,0.000261,1.067451,1.066207,-0.014738,0.086957,0.020957,-0.264513,0.163853,0.282319,0.163123,0.202036,-0.001355,-0.00014
-0.776328,0.072873,0.119803,-0.661643,-0.38797,-1.2911,-0.818747,-1.426626,0.218708,2.932154,-0.196264,-0.275662,-0.104892,-0.544033,-0.340919,-0.129581,0.009561,0.354372,-0.006921,-1.133977,0.504091,-2.936728,0.72341,0.719149,0.728305,0.342614,0.599319,-0.068671,-0.047481,-0.154401,-0.139131,-0.01341,0.275971,0.312453,0.306388,-0.004874,0.100694,-0.058004,-0.081085,0.185572,-0.078898,0.311557,0.453408,0.013323,-0.015841,0.016803,-0.000313,-0.000252,0.014425,0.014598,0.029223,-0.000477,0.277731,0.012468,0.014256,-0.010473,0.027802,-0.006421,0.050794,-0.001424,-0.017168,2.7e-05,-0.019649,1.297739,1.313958,0.08271,0.500094,0.485177,0.275326,0.775704,0.954708,0.740461,0.642716,-0.013006,-0.009464
0.016063,1.995117,0.279431,1.183773,0.482119,2.638064,0.241038,-0.394109,-0.521529,-2.309158,0.366121,0.34048,0.14584,-0.303294,0.223605,0.174849,0.00332,-0.648275,0.146719,0.573591,0.207189,1.963071,0.318749,0.537468,0.70377,0.357585,0.582738,0.063335,0.031066,0.161083,0.131657,-0.064688,0.205966,0.466643,0.52542,0.309797,0.462674,0.340239,0.085909,0.366646,0.158631,0.203388,0.335238,-0.025613,0.029271,-0.023011,7.1e-05,9e-05,-0.01711,-0.029538,-0.046638,0.000695,0.170216,-0.031406,-0.017351,-0.009159,-0.018272,-0.00543,0.035299,-0.001075,0.02307,-5e-06,0.016683,-2.128967,-2.150895,-0.100575,-0.372293,-0.13634,0.701441,0.275009,0.406154,0.232069,0.217204,-0.022661,-0.017106
