0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0.00662,0.001035,0.01618,0.016039,0.009102,0.009029,0.008214,0.007639,0.007017,-0.00076,-0.000891,0.006007,0.006096,0.006758,0.014202,0.006703,0.007636,0.007728,0.00766,0.007652,6.7e-05,0.000645,2e-06,-0.000103,-0.000366,-0.000385,0.000339,0.000489,0.007398,0.006725,0.007319,0.007293,0.007344,0.007554,0.007304,0.007362,0.006491,0.013749,0.013452,0.007192,0.00687,0.007086,0.007171,0.000687,0.000269,0.00019,3e-05,-0.001051,-0.006817,-0.00728,-0.007294,-0.007598,0.000214,0.000208,-0.000811,-0.007484,-0.000424,-0.000716,-0.008338
0.005576,-0.008951,-0.017558,-0.015451,-0.017064,-0.015671,-0.007823,-0.003032,0.001936,0.008767,0.010674,0.011644,0.010312,0.004253,0.000509,0.004354,-0.004291,-0.005263,-0.004552,-0.004516,0.000392,-0.0042,0.000962,0.002021,0.004602,0.004765,-0.001315,-0.002833,-0.002656,0.002736,-0.002099,-0.002018,-0.00253,-0.004467,-0.002349,-0.00337,0.003548,0.001056,0.003336,-0.001701,0.000673,-0.001177,-0.001892,-0.005064,-0.002001,-0.001354,-0.000111,0.008086,-0.000189,0.003259,0.003429,0.005644,-0.001707,-0.001645,0.00591,0.004569,0.002812,0.004956,0.010769
0.004369,0.010053,0.019046,0.020985,0.020145,0.021588,0.019584,0.01475,0.010036,0.007882,0.009437,0.009601,0.008348,0.011957,0.016845,0.011957,0.013371,0.01253,0.013133,0.013151,0.009189,0.014113,0.009641,0.010513,0.012632,0.012735,0.016403,0.015124,0.014541,0.010207,0.014939,0.01497,0.014545,0.012981,0.005989,0.00522,0.002105,0.008022,0.009809,0.015116,0.016948,0.015462,0.01489,0.013118,0.006967,0.007465,0.008416,0.006182,0.009004,0.003159,0.003277,-0.003496,-0.001287,-0.001241,-0.012405,-0.012749,-0.014796,-0.02163,-0.024983
-3.534821,-3.218222,-0.742859,-0.554885,-3.037988,0.202728,-0.010114,-0.783678,-1.670152,0.244147,-2.627848,-0.038975,-0.206686,-0.252968,-0.080534,-0.04816,-0.067665,-0.067779,0.042856,0.273923,-0.047001,-0.641839,-0.266509,-0.043436,-0.044375,-0.040535,-0.523146,-0.081574,-0.07228,-0.029937,-0.068194,0.28885,-0.080906,-0.076735,-2.215956,0.299327,0.001518,0.245012,-0.030599,-0.092295,-0.136494,-0.080723,0.301658,-0.085821,0.147779,0.037311,0.126598,0.061116,0.353927,0.490718,0.095128,0.428333,-0.015502,0.159572,0.12423,0.67501,2.110195,0.127714,-0.136774
-2.321704,-2.205691,-1.080132,-1.208201,-2.556556,-0.624721,-0.268906,-0.796047,-3.152079,-0.375056,-1.595722,-0.092832,-0.196721,-0.186607,0.040389,0.061704,-0.012186,-0.012793,-0.145235,-0.403539,-0.002212,-0.677831,-0.146181,-0.026192,-0.01273,-0.01797,-0.672461,0.013574,-0.028437,-0.034843,-0.013088,-0.332563,-0.017821,-0.008126,-1.787452,-0.34066,-0.025736,-0.307277,-0.048283,0.071382,0.01436,-0.02244,-0.421824,0.013063,-0.270862,-0.090302,-0.175816,-0.089239,-0.408161,-0.495057,-0.19211,-0.388621,0.024834,0.138743,0.066444,0.474753,1.451608,-0.069571,0.297923
-3.920423,-4.003569,-1.381121,-1.71384,-4.873463,-0.277561,0.05606,-1.255913,0.174655,0.062672,-4.539523,0.146303,-0.343663,-0.360163,-0.086807,-0.121627,0.01685,0.016644,-0.031855,-0.247888,-0.002109,-1.533258,-0.415768,0.041515,0.025737,0.023543,0.458047,-0.027046,0.029505,0.061305,0.014139,-0.372953,0.041146,0.016688,-4.720696,-0.157937,0.05631,-0.076451,0.090345,-0.139041,-0.266619,0.034345,-0.18768,-0.014244,0.090372,-0.050126,-0.096022,-0.0339,-0.222141,-0.257726,0.089898,-0.194676,-0.020871,0.459175,0.028592,-0.268251,-1.163818,0.229495,0.510636
0.006656,0.007262,0.00727,0.007321,0.007309,0.007379,0.007305,0.007675,0.000724,0.0076,0.014905,0.008008,0.0078,0.007894,0.007666,0.000664,0.00044,0.000353,-0.006507,0.0004,-0.006346,0.000281,0.000249,0.000254,7.1e-05,-2.2e-05,-8e-06,-0.006793,-0.006872,1e-06,5e-06,-6.4e-05,-0.000113,-4.1e-05,4e-05,-3.5e-05,0.0,2e-06,-3.7e-05,-0.006853,-1.7e-05,-0.000176,-0.000169,-4e-05,-7.2e-05,-9.2e-05,-0.006808,4.2e-05,-0.00683,-0.0,8e-06,-1e-06,-1e-05,-0.0,5.2e-05,6.2e-05,0.006951,0.007404,0.00111
-0.00724,0.002732,0.002894,0.003403,0.003352,0.004064,-0.001467,0.00201,-0.003409,-0.003529,0.0058,0.000706,-0.006229,0.000146,-0.007199,-0.003466,-0.000507,-0.006737,-0.006911,0.004291,-6.8e-05,-0.002269,-0.002608,0.002718,0.000785,-0.005457,-4.6e-05,0.000384,-0.000449,4e-06,5.9e-05,-0.000661,-0.001156,-0.000423,0.000388,-0.000364,-3e-06,2.8e-05,-0.00037,-0.000196,-0.000163,-0.001769,-0.001706,-0.000397,-0.000739,-0.000924,0.000352,0.00043,0.000135,3e-06,8.2e-05,-8e-06,-9.9e-05,9e-06,0.000523,0.000627,0.000779,0.005695,0.006037
0.002494,0.002349,0.002486,0.002928,0.002871,0.003488,0.007552,0.010559,0.014811,0.014586,0.013602,0.018124,0.020967,0.017502,0.020041,0.014532,0.008267,0.011815,0.011792,0.003514,0.008717,0.006795,0.006514,0.002205,0.000636,0.004206,-3.4e-05,0.000435,-0.000237,6e-06,5e-05,-0.000532,-0.000933,-0.000343,0.000314,-0.000297,-1e-06,2.5e-05,-0.000298,-3.9e-05,-0.00013,-0.001435,-0.001384,-0.000322,-0.000601,-0.000752,0.000405,0.000351,0.000226,5e-06,7e-05,-6e-06,-8.1e-05,6e-06,0.000424,0.000511,0.000522,0.004499,0.013466
0.122243,-0.00588,0.001675,0.130719,0.018939,0.203601,-0.037284,0.015709,-0.387821,0.001153,-0.007507,-0.041395,0.123269,-0.02075,-0.121058,-0.085448,-0.031573,-0.072811,-0.070015,0.002068,-0.03488,0.132502,-0.043474,0.000964,-0.008969,-0.036866,0.000281,-0.000766,-0.000802,0.000117,8.9e-05,8.3e-05,0.004894,4.5e-05,3.5e-05,3.2e-05,2.7e-05,6e-06,4e-06,-0.000978,-0.004836,-0.000692,0.004824,2e-06,3e-06,-2e-06,-0.000975,-0.006219,-0.000986,9.3e-05,9.2e-05,6.5e-05,5e-05,3.1e-05,3.3e-05,2.4e-05,-0.429184,0.003783,-0.040803
