0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
-0.024092,-0.029567,-0.023085,-0.017525,-0.005313,-0.004687,0.002406,0.009005,0.010606,0.016663,0.028258,0.021067,0.021646,0.020927,0.020958,0.014263,0.012941,0.000807,-0.004311,-0.003542,-0.003547,-0.000584,-0.004889,0.000744,0.007194,0.001122,0.001138,0.001235,0.000102,-0.000573,-0.001566,-0.002381,-0.001751,-0.001713,-0.001517,-0.00144,-0.000376,0.005747,0.005496,0.005597,0.005853,0.005395,0.00551,0.005473,0.003749,0.004243,0.000177,0.004846,-0.000126,0.005842,0.006102,0.006109,0.000473,-0.000399,-0.0001,0.000324,0.000354,-0.000353,0.005552,0.005701,0.005334
0.029413,0.022649,0.024038,0.032377,0.039433,0.034889,0.030111,0.028393,0.016019,0.018102,0.024942,0.028378,0.023454,0.026106,0.023633,0.024578,0.032012,0.029474,0.0227,0.017719,0.017878,0.000188,-0.010155,-0.007803,-0.010771,-0.010637,-0.010724,-0.011267,-0.004266,0.00017,0.006416,0.011643,0.008155,0.007962,0.006894,0.006455,-0.000116,-0.001549,-0.000231,-0.000878,-0.00232,0.000834,0.000149,0.000314,0.010957,0.008223,-0.001758,0.004965,-0.000187,-0.001112,-0.002453,-0.002478,-0.003305,0.002002,0.000495,-0.001655,-0.000929,0.003691,0.003912,0.004365,0.007054
-0.016519,-0.012767,-0.012372,-0.014827,-0.010692,-0.005994,-0.002173,-0.004135,0.002654,0.003546,0.007255,0.010258,0.014479,0.016156,0.021903,0.022829,0.020087,0.01914,0.022352,0.026376,0.026093,0.029386,0.030702,0.031606,0.036512,0.037008,0.036924,0.036548,0.033282,0.028582,0.024779,0.020369,0.018348,0.01818,0.017497,0.017162,0.020692,0.019533,0.020148,0.019786,0.019062,0.013718,0.013366,0.01343,0.004836,0.00352,0.005945,0.001978,0.006678,0.00591,0.00529,0.005283,0.005237,0.00092,0.000227,-0.000764,-0.007207,-0.011903,-0.018877,-0.025519,-0.031052
0.107594,0.077489,-0.112308,0.006936,-0.094495,-0.091123,-0.368435,-0.006359,-0.029661,-0.291002,0.020744,0.03863,-1.219205,0.014784,0.006504,0.025288,0.044523,0.099646,0.345883,-0.636962,0.314885,0.36316,0.467555,0.266242,1.773563,0.495693,0.008559,-0.047767,-1.021571,0.00917,-0.066543,-0.513847,0.060989,-0.06682,0.059312,-0.045939,0.039644,-0.033782,0.270411,0.054049,-0.118204,0.017769,-0.066662,0.306347,0.002967,-0.006317,-1.519239,0.005072,-0.042075,0.007421,0.010268,-0.043343,-0.007961,-0.000395,-3.1e-05,-0.013117,1.531661,3.910147,2.114645,2.594961,1.030318
0.128128,0.076785,0.458316,0.062834,0.024551,0.339763,0.580133,0.105712,0.04477,-0.346467,-0.140865,-0.018146,-0.418758,-0.133253,-0.165059,-0.168079,-0.77108,-0.767098,-0.688836,-1.250785,-0.642577,-0.914297,-0.953116,-0.872405,1.016723,0.069589,-0.47974,-0.312857,-0.423257,-0.274919,-0.088114,-0.771259,-0.155539,-0.035791,-0.154011,-0.052037,-0.082086,-0.109111,-0.416463,-0.185194,-0.011947,-0.117725,-0.032806,-0.410042,-0.040396,0.055322,-2.099189,-0.027952,-0.001497,-0.052751,-0.055852,-0.00108,0.073757,0.00024,1.5e-05,0.095706,2.205018,2.625285,2.600231,1.092964,1.678357
0.124063,-0.039026,0.343536,0.032202,0.533759,0.450058,0.874175,0.305978,0.210483,-0.026747,0.209435,0.070443,-1.029728,0.237459,0.172362,0.136106,-0.505347,-0.631982,-0.134363,-1.393173,-0.091598,-0.447073,-0.244062,-0.203244,-1.536469,-0.096223,0.353075,0.231609,-1.223006,0.092076,0.039401,0.443246,-0.053572,0.058924,-0.051504,0.016879,-0.264289,-0.004847,-0.208473,-0.087023,0.024679,-0.017681,0.036317,-0.204744,0.081286,-0.093956,0.979995,0.053906,0.0072,-0.020601,-0.021802,0.013401,-0.040693,0.000343,0.000125,-0.173776,-1.145885,4.213691,0.701121,4.966412,1.075678
0.005157,0.005034,0.005337,0.005815,0.001179,0.002119,-0.002813,-0.007747,-0.025392,-0.024344,-0.029169,-0.035366,-0.035721,-0.026975,-0.02888,-0.038463,-0.038072,-0.044701,-0.053153,-0.055254,-0.05512,-0.04216,-0.0344,-0.029971,-0.025419,-0.019116,-0.012456,-0.003705,-0.002772,0.003334,0.004577,0.005045,0.00507,-0.0008,-0.00022,0.000552,-0.0003,0.005868,1.2e-05,0.005891,-2e-06,-4e-06,0.000202,1e-06,0.005602,-0.000232,0.005907,0.005859,0.005872,0.006192,0.005937,-7.3e-05,-2e-06,-2.1e-05,-7e-06,-0.000236,0.005168,0.005027,0.00996,0.009634,0.009456
0.012511,0.008218,0.009391,0.007449,0.015885,0.01967,0.023001,0.026087,0.031362,0.034646,0.036027,0.03206,0.026129,0.038815,0.058838,0.06628,0.065508,0.057474,0.041182,0.030555,0.00546,-0.013942,-0.029588,-0.034245,-0.038336,-0.038386,-0.037928,-0.025782,-0.020173,-0.021349,-0.014993,-0.010514,-0.007112,-0.005337,-0.000538,0.004746,-0.000743,-0.0018,3e-05,-0.001731,8e-06,3e-06,0.000507,5e-06,-0.002468,-0.00058,-0.00171,-0.001829,-0.001797,-0.000989,-0.001636,-0.000191,-9e-06,-5.4e-05,-1.6e-05,-0.000582,-0.003574,-0.003972,-0.008242,-0.009165,-0.009743
-0.032257,-0.02726,-0.02634,-0.019409,-0.012641,-0.009546,0.001564,0.012298,0.02427,0.026607,0.035192,0.03951,0.042855,0.035325,0.03257,0.036365,0.035287,0.036509,0.040328,0.040905,0.040191,0.03591,0.034081,0.031415,0.029184,0.029311,0.029639,0.022033,0.017977,0.017277,0.013578,0.008752,0.003274,0.004359,-0.000314,-0.004707,-0.000435,-0.001098,1.4e-05,-0.001059,2e-06,1e-06,0.000296,-2e-06,-0.001495,-0.000342,-0.001052,-0.001122,-0.001104,-0.000631,-0.001012,-0.000117,-8e-06,-3.2e-05,-1e-05,-0.000323,-0.002131,-0.002388,-0.004952,-0.005516,-0.005884
-0.283726,-0.146459,-0.566238,0.052738,-0.460973,-1.507983,-0.305644,0.100171,-0.146877,0.124706,-0.275923,-4.49011,-0.228522,-0.041939,-0.379395,-1.457453,-5.925271,-4.382301,-1.422075,-0.249655,0.332317,0.005589,0.217161,0.006057,0.224615,0.210556,0.188189,0.329902,0.08388,0.02432,-0.016284,0.017864,-0.037225,-0.033574,0.00061,-0.202268,0.007664,0.001412,0.000164,0.001081,7.8e-05,4.9e-05,5e-05,4.3e-05,0.001007,2.5e-05,0.001011,0.001007,0.001007,0.000992,0.000998,1.1e-05,0.00019,1.3e-05,8e-06,3.778038,3.808811,0.962704,0.251196,0.63522,0.973325
-1.105386,-0.580441,-0.474382,-0.059754,1.737282,1.062203,2.279836,0.588678,0.851815,0.574834,0.774504,1.62477,0.076831,-0.018712,0.07605,0.574897,2.088088,0.963704,0.273478,0.44344,-0.317211,-0.037843,0.613568,0.572811,0.947804,1.118562,1.032235,1.22951,0.57891,0.426796,0.221975,0.196329,-0.005045,0.019549,-0.000142,-0.528551,0.014857,-0.014271,-4e-06,-0.014719,-1e-06,1e-06,2e-06,-1.6e-05,-0.014718,8e-06,-0.014724,-0.014717,-0.014706,-0.01472,-0.014709,-4e-06,-0.000173,-1e-05,-8e-06,0.124116,0.126964,-0.464151,-0.276826,0.518433,-0.425475
-0.623491,-0.55833,-0.319704,-0.218264,-2.233955,-0.040142,-2.056628,0.053983,0.255443,-0.320965,-0.03331,2.723034,0.023806,-0.004403,0.285987,0.782347,3.661925,3.524667,1.035308,0.692258,1.337836,1.018942,1.365238,0.897964,0.939537,0.598695,0.612732,0.573672,0.224913,0.175214,0.117449,0.126594,0.008312,-0.016003,-0.000701,-0.258982,0.007098,0.029545,-0.000156,0.029431,-9.3e-05,-6e-05,-3.3e-05,-3.5e-05,0.029516,-2e-05,0.029545,0.02954,0.029551,0.029532,0.029546,-6e-06,0.000147,-8e-06,-1.3e-05,-4.035559,-4.062944,-1.488723,-0.51384,-1.731423,-1.640435
