0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0.000843,0.000175,0.000109,7.8e-05,-0.000532,-0.000449,-0.000345,-0.000241,-0.00014,3.8e-05,9.6e-05,0.008007,0.007971,0.007939,0.007878,0.007871,0.007808,0.007813,0.000501,0.008413,0.00838,0.008309,0.008257,0.007606,0.008299,0.000327,-0.000292,0.000458,-0.000177,-4.6e-05,0.007898,3.9e-05,0.007967,2.7e-05,3.2e-05,3.7e-05,0.000717,0.000118,0.000788,0.00077,0.000145,0.000171,0.000149,0.00012,0.000206,0.000237,0.000318,0.000374,-0.008053,0.000135,0.000174,-0.000351,-0.000892,-0.000307,-0.001007,-0.000959,-0.000943,-0.008191,-3.9e-05,-0.00817,-0.008196,-0.007721,-0.00794,-0.016179,-0.016427,-0.015913,-0.007826
-0.005142,0.000342,0.000764,0.001127,0.006174,0.005213,0.003986,0.002759,0.001566,-0.000468,-0.001099,0.000104,0.000537,0.000898,0.001538,0.001597,0.002237,0.002154,-0.003754,-0.002665,-0.002338,-0.001691,-0.0012,0.003948,-0.001703,-0.00226,0.002769,-0.003348,0.001702,0.000407,0.000985,-0.000393,0.000332,-0.000249,-0.000323,-0.000364,-0.005796,-0.001151,-0.006647,-0.006318,-0.001407,-0.001665,-0.001434,-0.00116,-0.002012,-0.002324,-0.003126,-0.003708,-0.001222,-0.001614,-0.003016,0.000958,0.006039,0.000558,0.006255,0.005585,0.005584,-0.002036,-0.002373,-0.002911,-0.002858,-0.00672,-0.004765,-0.004702,-0.002436,-0.006738,-0.00509
0.016437,0.011973,0.012939,0.013394,0.008595,0.007214,0.005491,0.003787,0.00215,-0.000645,-0.001512,-0.001148,-0.000561,-6.7e-05,0.000804,0.000884,0.001755,0.001633,0.00651,0.006684,0.007116,0.007989,0.008651,0.00403,0.007945,0.008478,0.00373,0.007018,0.002287,0.000546,1.3e-05,-0.000528,-0.000863,-0.000336,-0.000435,-0.000495,0.003727,-0.001548,0.002572,0.003027,-0.001895,-0.002245,-0.001933,-0.001567,-0.002722,-0.003151,-0.004246,-0.00505,-0.011992,-0.014038,-0.015903,-0.022259,-0.027351,-0.023035,-0.027018,-0.028263,-0.028234,-0.025987,-0.028212,-0.027816,-0.027876,-0.02177,-0.018635,-0.017116,-0.013682,-0.007701,-0.006597
-2.635544,-3.812194,-0.05978,-0.146501,0.054325,0.410762,0.002051,-0.025032,-0.130264,0.000689,-0.001407,-0.033913,0.011435,0.003254,0.004125,0.005158,-0.01094,0.002277,-0.036195,-0.221396,-0.047177,-0.06263,-0.073706,-0.007121,0.141894,-1.413192,-0.397782,-0.049671,0.089974,4.5e-05,0.005422,0.002404,0.002627,0.000191,-5e-06,0.000127,-0.036223,0.011933,-1.785346,-0.018334,-0.084689,-0.266084,-0.049388,-0.415097,-0.329661,0.017099,0.016321,-0.306455,0.008091,1.545448,-0.374149,-0.12361,1.531981,0.141199,0.040454,1.552,-0.124887,-0.205753,0.675619,-0.253826,0.055698,2.861602,0.038994,0.144551,1.27238,-0.022776,0.01785
-1.232186,-3.392401,-0.00462,-0.095519,-0.073243,-0.397633,-0.005011,-0.012748,-0.200663,0.000629,0.014237,-0.071628,-0.00962,-0.015163,-0.012127,-0.010492,-0.037655,-0.015001,0.007398,-0.141187,-0.011939,-0.024635,-0.082207,-0.020643,-0.17481,-2.09738,-0.776386,0.005273,-0.097956,0.004371,-0.010108,0.003488,-0.014493,0.000192,7.4e-05,0.000134,0.007075,0.009386,-1.695245,-0.002853,0.009399,0.267548,0.072709,0.379436,0.322399,-0.005531,0.009005,0.21951,0.06219,2.294215,0.434004,0.258576,2.580769,0.333141,0.285295,3.036415,0.286957,0.328224,0.874501,0.245565,-0.01835,2.255453,-0.055184,0.168991,1.157285,0.138093,0.043165
-4.727458,-3.543721,-0.031229,-0.067354,0.013534,-0.162373,0.024024,-0.012613,0.11804,0.001426,-0.024184,0.062414,0.03433,0.028989,0.028028,0.026999,0.012828,0.029736,-0.019332,-0.436872,0.035464,-0.003049,-0.119022,0.057654,-0.088897,1.175445,0.356575,0.005311,-0.030184,-0.000905,0.027638,-0.000985,0.029762,0.000531,0.000593,0.000405,-0.019851,-0.021944,1.359813,-0.021287,0.043857,0.118408,0.017821,0.193051,0.136121,-0.005979,-0.026129,0.310955,0.001847,5.054196,0.226621,0.137327,5.030023,0.482395,0.179561,0.105617,0.161726,0.406279,1.39005,0.262078,0.112141,4.29524,0.099395,-0.074475,0.880834,-0.250504,-0.022821
8e-05,0.000115,3e-05,0.008201,0.008202,-2.5e-05,0.008258,5.2e-05,5.5e-05,0.008271,0.008337,0.000115,0.000106,9.4e-05,9.7e-05,6.6e-05,6.3e-05,1.8e-05,7e-06,1e-06,-3e-06,2e-06,6e-06,4e-05,4.9e-05,9.7e-05,4.9e-05,8.4e-05,7.5e-05,4.7e-05,-3e-06,3e-06,3e-05,7e-06,5.6e-05,1.7e-05,0.0,4e-06,4.1e-05,-3e-06,0.0,2.9e-05,2e-06,3e-06,4e-05,9.6e-05,9e-05,9.5e-05,0.008278,0.000116,0.000127,0.008361,0.008379,0.000249,0.000324,0.000338,0.000292,0.000326,0.000296,0.000251,0.00018,0.000218,0.000226,0.008396,0.000192,0.00832,0.008294
0.000731,-0.004604,0.000287,-0.000333,-0.000317,-0.000215,0.000182,0.000475,0.000498,0.00034,0.000951,0.001075,0.001016,0.000904,0.000919,0.000622,0.000596,0.000179,7.1e-05,2e-05,-9e-06,2.1e-05,5.8e-05,0.000378,0.000449,0.000902,0.000463,0.000794,0.000701,0.000436,-2e-05,3.1e-05,0.000291,8.1e-05,0.000542,0.000159,9e-06,5.2e-05,0.000403,-7e-06,-3e-06,0.000251,-2e-06,-1e-06,0.000369,0.000902,0.000851,0.000893,0.000633,0.00111,0.001197,0.001492,0.001711,0.002376,0.003124,0.003264,0.002837,0.003167,0.002882,0.002452,0.007589,0.007976,0.002249,0.002497,0.007804,0.007866,0.00768
0.001068,0.00546,0.000415,-0.000473,-0.000453,-0.000318,0.000269,0.000687,0.000724,0.000488,0.00138,0.001564,0.001479,0.001315,0.001336,0.000903,0.000866,0.000261,0.000101,3e-05,-1.4e-05,2.8e-05,8.2e-05,0.000547,0.000651,0.001306,0.000669,0.001147,0.001014,0.000629,-3.1e-05,4.6e-05,0.00042,0.000117,0.000783,0.000229,1.6e-05,7.3e-05,0.000578,-1.2e-05,-1.1e-05,0.000354,-7e-06,-8e-06,0.00053,0.0013,0.001229,0.001287,0.000893,0.001594,0.001718,0.002122,0.002429,0.003396,0.004455,0.00464,0.004027,0.00448,0.004065,0.003451,-0.001225,-0.000689,0.003146,0.003443,-0.000958,-0.000937,-0.00121
-0.012646,-0.035125,-0.005978,-0.008156,-0.011315,-0.011157,-0.009716,-0.009114,-0.001174,0.007005,0.024076,-0.005232,0.000906,0.000144,0.000112,0.000116,8.1e-05,5.4e-05,3.8e-05,2.1e-05,2.4e-05,3e-05,2.6e-05,1.4e-05,0.00577,0.000847,1.4e-05,0.000838,0.000855,0.005744,-1.9e-05,-3.2e-05,-1e-05,-1.1e-05,-0.003407,-0.340107,0.002324,-7.8e-05,-8.2e-05,-4.9e-05,-8e-05,-6.5e-05,-5.5e-05,0.005687,0.005713,-2.3e-05,0.0,4e-06,0.000979,4e-06,9e-06,0.001834,0.000983,0.000856,0.001273,0.000852,1.7e-05,0.004357,-0.004273,0.004557,0.039463,0.038866,0.004139,0.004486,-0.595388,0.032937,0.038856
