0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
-0.000603,-0.007958,-0.000661,-0.007413,9.1e-05,-0.000695,0.005877,0.006299,-0.000724,0.000615,-0.000112,0.000316,0.000177,0.000713,0.000659,0.001224,0.000454,0.000348,0.00565,0.004905,0.004851,0.004867,0.005332,0.005923,0.006027,0.000239,0.007766,0.007759,0.007661,0.001084,0.007612,0.013479,0.006599,0.012951,0.012772,0.00584,0.006431,0.006706,-0.000378,0.006339,-0.000299,-0.000883,-0.000911,-0.000268,-0.000863,-0.00085,0.005638,0.006475,0.006638,0.012962,0.000328,0.000582,-0.005751,0.000486,-0.005967,-0.005924,0.000697,3e-05,0.000755,0.000293,0.000275,-0.00061,0.005583,-0.001307,-0.008364,-0.001953,-0.000733,-0.000952,-0.006206,0.001351,0.001337,0.001297,0.001201,0.000447,-0.000426,-0.000481,-0.000406,-0.00049,0.006538,0.00581,0.006003,-0.000485,0.000931,0.000401,0.001353,0.000777,0.00071,0.006587,9.4e-05,2.7e-05,8.4e-05,-0.000757,0.006336,0.006344,-4.8e-05,3.7e-05,-0.000679,-0.000513,-0.006538,-0.001404,-0.001184,-0.001646
0.007884,0.010046,0.0062,0.002876,-0.001204,0.006864,0.012091,0.008901,0.009596,-0.003081,0.003909,0.000745,0.002475,-0.002096,-0.001511,-0.006485,0.000963,0.002288,0.017041,0.023189,0.02278,0.021996,0.01575,0.008648,0.007393,-0.001157,-0.008527,-0.008432,-0.007392,-0.008781,-0.006748,0.000699,0.002158,0.005417,0.006862,0.008473,0.003511,0.000849,0.003853,0.003307,0.003129,0.007619,0.007861,0.002865,0.007455,0.007336,0.008156,0.001364,-7.1e-05,0.001635,-0.002704,-0.004767,-0.007055,-0.004434,-0.005892,-0.006383,-0.006392,-0.001178,-0.006863,-0.003435,-0.003286,0.003787,0.008227,0.010306,0.013349,0.015679,0.006293,0.008182,-0.003361,-0.010619,-0.010517,-0.010192,-0.009352,-0.003383,0.00361,0.004121,0.003491,0.004222,0.001479,0.007135,0.005379,0.004092,-0.006966,-0.002994,-0.01058,-0.006183,-0.005596,0.000434,-0.000801,-0.000231,-0.000721,0.005935,0.002581,0.002483,0.000385,-0.000285,0.005204,0.003838,-0.001322,0.0105,0.008657,0.012134
0.007282,0.000831,-0.003452,-0.005757,-0.001099,-0.002841,0.001203,0.007394,0.008701,0.01532,0.012546,0.018659,0.02009,0.024956,0.025345,0.029801,0.027193,0.028221,0.022144,0.018236,0.017611,0.016843,0.011715,0.006082,0.00509,0.007502,0.009555,0.009632,0.010442,0.010022,0.010951,0.007625,0.00937,0.011172,0.012235,0.014018,0.018522,0.016486,0.011062,0.010005,0.010463,0.005494,0.005654,0.010191,0.005302,0.005205,0.005148,0.008425,0.00741,-6.4e-05,-0.001902,-0.003349,-0.004369,-0.011243,-0.01172,-0.012098,-0.012786,-0.017275,-0.013238,-0.019047,-0.019035,-0.022115,-0.019431,-0.008857,-0.005882,-0.004774,0.004747,0.006141,0.006395,0.008599,0.008685,0.008936,0.009569,0.005752,0.002678,0.003052,0.002583,0.003115,0.008679,0.004601,0.003301,0.00298,0.011302,0.006003,0.008689,0.003701,0.00413,-0.000307,-0.000581,-0.000166,-0.000521,-0.003883,0.001248,0.001174,0.000279,-0.000215,-0.004402,-0.005393,-0.008525,-0.016933,-0.018281,-0.023947
0.102092,0.117389,0.104035,0.086583,0.027174,0.067632,-0.859125,-0.86182,0.06624,-0.361209,-0.018858,-0.067488,0.35656,0.218762,0.030118,0.083667,0.113401,-0.117973,-0.026712,-0.000942,0.011758,-0.001096,-0.005254,0.03173,-0.004183,-0.031911,-0.085044,0.288885,0.247455,-0.098889,0.209839,0.32161,-0.046103,-0.042751,0.027208,-0.040573,-0.072653,-0.087057,-0.053832,-0.043598,-0.043438,-0.012341,0.006313,-0.045322,0.00492,-0.001733,0.31349,-0.049184,-0.035519,0.004357,-0.001636,0.005418,-1.116473,0.032751,0.001065,0.031199,0.032608,0.905339,0.032808,-0.222859,-0.346091,-0.249373,0.053138,-0.013433,0.074369,-0.952061,-1.006525,0.00874,0.011525,0.234991,-0.082387,0.229502,0.157099,0.004843,0.16241,0.000283,0.000314,0.002301,-0.030212,0.006073,-0.00895,0.001998,-0.070696,0.362018,-0.07533,-0.050887,-0.039652,-0.005094,0.001838,-0.047856,0.000324,0.024014,0.006409,0.005143,-0.004997,-0.491731,0.197972,0.022893,1.351246,0.205665,0.080855,0.1481
-0.752224,-0.638429,-0.534117,-0.399056,-0.210501,-0.216055,-2.333414,-2.397573,-0.45907,-0.413064,-0.237105,-0.02686,-0.430347,-0.374684,-0.198373,-0.306525,-0.30038,-0.017731,-0.070255,0.013339,0.003319,0.025564,0.041874,-0.027502,-0.017154,-0.00431,0.007817,-0.398745,-0.432621,0.023924,-0.345001,-0.438173,-0.009938,-0.040736,-0.126037,-0.039156,-0.043051,-0.03528,-0.008539,0.061708,-0.011874,-0.003578,-0.042467,0.077609,-0.020739,-0.022168,-0.366933,-0.010355,-0.01894,-0.030082,0.013986,-0.091469,-1.886314,0.021031,-0.01481,0.037084,0.020848,0.677712,0.02258,0.360152,-0.523459,-0.66073,-0.301894,-0.300793,-0.01052,-1.987434,-2.093824,-0.137457,-0.137769,-0.288645,-0.002236,-0.298721,-0.229185,-0.054628,-0.181222,-0.011327,0.001314,-0.013393,-0.035793,-0.043111,0.068673,-0.013931,0.000298,-0.373972,0.016186,0.013461,0.009561,-0.009861,0.003528,-0.069269,0.000378,-9.8e-05,-0.024263,-0.009795,-0.009838,-0.803866,-0.285434,0.001722,1.852039,0.089508,0.01235,-0.029069
1.196836,1.024375,0.860639,0.638523,0.336534,0.35294,2.641637,2.740113,0.717832,0.007896,0.367143,0.036165,-0.434709,-0.31069,-0.097099,-0.156803,-0.124036,0.046198,0.132283,-0.017202,-0.019771,-0.042944,-0.067209,0.111687,0.09961,0.002276,-0.0114,-0.235522,-0.260523,-0.048064,-0.17905,-0.160621,0.038681,0.090783,0.039135,0.079685,0.054115,0.056504,0.028717,-0.112443,0.03281,0.026708,0.033788,-0.143295,0.007672,0.051666,-0.123975,0.035448,0.035818,0.059137,-0.024779,0.158489,1.595803,-0.030195,-0.01533,-0.060177,-0.030186,1.26261,-0.031878,0.140438,0.573033,0.742994,0.364628,0.368183,0.031569,1.70792,1.86177,0.175454,0.10915,-0.212756,-0.072036,-0.22543,-0.187866,-0.072885,-0.071973,0.027704,0.002282,0.026551,0.060352,0.080136,-0.117872,0.025412,-0.014694,-0.207119,-0.039682,-0.024375,-0.019558,0.029266,-0.001407,-0.124231,0.000356,0.018548,0.051946,0.026318,-0.006526,-1.384683,-0.218376,0.018227,-1.6773,0.05906,0.010592,0.007867
0.000835,0.007373,0.007608,0.001004,0.000696,0.007678,0.014603,0.007829,0.007599,0.007573,0.000841,0.000801,0.001239,0.00118,0.007617,0.007724,0.007125,0.006979,0.000332,0.00685,0.007089,0.007289,0.013695,0.007037,0.013655,0.007206,0.013538,0.013464,0.000246,-7.2e-05,-0.00012,0.006484,-3.3e-05,-2.1e-05,0.00012,3.6e-05,-6.2e-05,1.9e-05,3.5e-05,-0.000155,0.006588,8.1e-05,0.006526,6.2e-05,0.006645,0.006573,0.006529,0.000156,0.00013,0.000107,8.9e-05,0.006495,-8.9e-05,0.006522,2e-06,0.006477,-5.3e-05,0.006548,-3.3e-05,-0.000145,-0.000133,-7.4e-05,-2.7e-05,3.4e-05,9.9e-05,2.8e-05,-0.000113,-3.4e-05,-0.006622,-9.2e-05,-6.9e-05,-1.5e-05,-8.6e-05,-4.5e-05,5e-06,-7.9e-05,-9.2e-05,-8.9e-05,-8.3e-05,-0.006652,-0.000137,-0.006622,-0.000149,-0.000161,-4.4e-05,-5.4e-05,-0.000113,-4.5e-05,8e-06,-3.6e-05,-7e-05,3e-06,-7.9e-05,-7.9e-05,5e-06,-1.7e-05,-1.7e-05,2.1e-05,-1e-06,0.006572,0.006677,0.006735
0.010524,0.004204,0.00606,0.007341,0.000588,0.006958,0.008343,0.00851,0.007004,0.007004,0.006762,0.006701,0.014714,0.009625,0.003351,0.009211,-0.000371,-0.001581,-0.001841,-0.002622,0.004331,0.006166,-8.5e-05,0.004258,0.004719,0.0012,0.004169,0.003556,0.002502,-0.00071,-0.001215,-0.00064,-0.000342,-0.000194,-0.003838,-0.004677,-0.005693,-0.004876,0.000426,-0.006731,-0.004867,0.000904,-0.000357,0.00068,0.000956,-0.005095,-0.000339,0.001772,0.001494,0.001247,0.001035,-0.000663,-0.001028,-0.000392,4.5e-05,-0.000936,-0.000619,-0.000119,-0.000406,-0.001758,0.003845,-0.000902,-0.00034,0.000408,0.001194,0.000353,-0.001344,-0.000419,-0.000676,-0.001121,-0.000821,-0.000166,-0.001028,-0.000554,4.4e-05,-0.000957,-0.00112,-0.001074,-0.000991,-0.000881,-0.001629,-0.00047,-0.001754,-0.001901,-0.000533,-0.000621,-0.001339,-0.00055,8.3e-05,-0.000424,-0.000839,3.4e-05,-0.000941,-0.000941,4.1e-05,-0.005632,-0.000174,-0.005171,-5e-06,-0.000296,-0.004495,0.001695
-0.00016,0.003262,0.004709,0.005772,0.008919,0.00534,0.006305,0.006473,0.005272,0.00524,0.005138,0.004783,0.002786,0.00722,0.01064,0.006704,0.007811,0.006916,0.006831,0.006137,0.003027,0.004351,0.007819,0.002932,0.003128,0.008817,0.002688,0.002244,0.001766,-0.000513,-0.000868,-0.0006,-0.000246,-0.000138,0.005348,0.004755,0.004035,0.004616,0.000299,0.003304,0.004482,0.000637,-0.000404,0.000478,0.00052,0.004313,-0.000398,0.001253,0.001056,0.000882,0.00073,-0.000625,-0.000729,-0.000436,2.9e-05,-0.000823,-0.000442,-0.000246,-0.000291,-0.001247,-0.005362,-0.000641,-0.000243,0.000289,0.000848,0.000253,-0.000953,-0.000297,-0.000324,-0.000796,-0.000582,-0.000119,-0.00073,-0.000394,3.1e-05,-0.000683,-0.000797,-0.000765,-0.000704,-0.000471,-0.001162,-0.000179,-0.001253,-0.001359,-0.000381,-0.000447,-0.000961,-0.000396,5.9e-05,-0.000306,-0.000604,2.5e-05,-0.000677,-0.000677,3e-05,0.004095,-0.000125,0.004427,-3e-06,-0.000369,0.004758,0.00106
0.038675,0.015628,0.003234,0.205408,-0.035628,-0.001383,0.040847,0.002437,0.001622,-0.000623,0.001858,-5.083403,0.099616,-0.005109,-0.036769,0.002899,-0.03827,0.17658,-0.019285,-0.051203,-0.005063,-0.007045,-0.025494,0.002815,-0.013144,-0.041128,0.002843,-0.006796,0.001112,-0.010166,0.000719,-0.008142,-0.009625,-0.01015,-0.004875,-0.045381,-0.03303,-0.049115,0.031301,-0.052163,0.017782,0.022129,0.146109,-0.000468,-0.03052,-0.03373,0.045084,0.232578,-0.009939,0.000182,0.001821,0.001206,0.00519,0.001088,0.000695,0.004175,-0.000627,0.001132,0.00014,9.5e-05,0.034895,2.4e-05,3.9e-05,3e-05,2.4e-05,2.2e-05,-0.000734,1.3e-05,-0.001688,3.3e-05,2.1e-05,1.9e-05,2.8e-05,3.7e-05,3.9e-05,4.5e-05,4.4e-05,-0.000706,3e-05,-0.000948,1.8e-05,-0.000973,2.3e-05,-0.000706,2.2e-05,1.5e-05,-0.000695,2.7e-05,3.3e-05,3.2e-05,2.1e-05,2.6e-05,3e-05,3e-05,4.3e-05,-0.03553,3.5e-05,-0.035534,-0.008994,-0.009728,-0.036373,-0.006173
