0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0.007724,0.0154,0.016044,0.008228,0.008253,0.008178,0.008074,0.000319,0.000258,0.00017,8.7e-05,0.000873,0.00036,0.001273,-0.007064,0.00018,-0.007389,-0.000195,-0.000197,-9.3e-05,-0.000647,-0.000598,-0.000469,0.000316,-0.000361,0.000362,0.000192,0.000717,0.000593,0.000299,0.000709,-0.000236,-0.000297,0.000302,0.000162,0.000124,0.000117,8.9e-05,3.2e-05,0.007958,0.000269,0.000293,0.008144,0.008252,0.008293,-0.00013,0.008387,6e-06,4.5e-05,6.7e-05,7.3e-05,-3e-06,-0.00784,-4.8e-05,3e-06,-0.007668,0.000174,-0.007527,0.000364,-0.000249,0.000672,0.000125,-0.000306,-0.007963,-0.008554,-0.009109,-0.009762
0.000942,0.002339,-0.002642,-0.002785,-0.003011,-0.002388,-0.001805,-0.002263,-0.001765,-0.001074,-0.000578,-0.006443,-0.002647,-0.009666,-0.005931,-0.001515,-0.003672,0.001204,0.001225,0.000368,0.004531,0.004149,0.003088,-0.002906,0.002199,-0.003317,-0.001929,-0.005836,-0.00482,-0.002412,-0.005386,0.001939,0.002426,-0.002085,-0.000966,-0.000678,-0.000615,-0.000474,4.1e-05,-0.000169,-0.00191,-0.002108,-0.001724,-0.002582,-0.002887,0.000984,-0.003576,-6e-05,-0.000349,-0.000508,-0.000551,2.3e-05,-0.000494,0.000365,-2.2e-05,-0.001817,-0.001319,-0.002929,-0.00277,0.001761,-0.005134,-0.001117,0.002011,-0.000284,0.003915,0.008009,0.012797
-5.7e-05,0.000478,0.005262,0.006329,0.006035,0.006823,0.00748,0.008239,0.008868,0.009722,0.0102,0.013992,0.007706,0.009942,0.004857,-0.001895,-0.00334,-0.009531,-0.009517,-0.010626,-0.016492,-0.017002,-0.018425,-0.01501,-0.019744,-0.015681,-0.013936,-0.007756,-0.006423,-0.003224,0.004279,0.002592,0.003242,0.008676,0.010143,0.0105,0.010568,0.010715,0.011372,0.009747,0.008792,0.008518,0.007686,0.006566,0.006165,0.001265,0.005274,-7.9e-05,-0.000449,-0.000655,-0.000709,2.9e-05,0.000701,0.000474,-2.5e-05,-0.001002,-0.001697,-0.002438,-0.003583,-0.00897,-0.006679,-0.012778,-0.020087,-0.021805,-0.027819,-0.034212,-0.039235
-0.351682,0.004346,-0.044804,-0.043886,-0.036774,0.224007,-3.535822,0.352779,0.26022,0.420919,-3.077592,0.382626,0.345842,0.035031,0.229892,-0.012279,-0.002586,0.035405,0.0473,-0.200878,-0.060997,0.022483,0.047494,-0.107786,1.141791,-0.095976,0.077664,-0.007737,0.115849,-0.013911,-0.036705,-0.008147,0.018082,-0.016,0.256016,0.036198,0.095883,-1.238864,-0.989404,0.07511,-0.049048,-0.35736,-0.120304,0.251018,0.372975,-0.004704,-0.057475,0.174104,0.006806,-0.015105,-0.005948,0.001595,0.00401,-0.141227,-0.004644,-0.504126,-0.047556,0.002144,6.1e-05,0.034919,0.010406,0.019896,-0.06494,-0.254492,1.17136,2.709511,-0.02176
-0.13221,-0.030859,0.076572,-0.011673,-0.004293,-0.381084,-1.683678,-0.641968,-0.505003,-0.688143,-1.799774,-0.755991,-0.63467,-0.211556,-0.409345,0.011948,0.013509,0.007472,-0.00259,0.390227,0.191086,0.089241,0.060385,0.218321,0.336688,0.205819,0.059438,0.023151,0.197673,0.099108,0.007105,-0.004196,-0.031478,-0.041239,-0.416282,-0.110157,-0.186782,-2.093031,-0.483073,-0.254462,-0.040279,-0.059525,-0.05733,-0.384556,-0.533077,-0.044681,-0.116051,-0.222491,-0.085484,0.020372,0.01235,0.002982,-0.016506,-0.179831,0.014206,-0.625797,-0.117248,0.021656,0.016206,0.007734,0.006493,0.052476,0.216654,0.460749,2.413496,1.733735,0.63402
-0.306797,0.059348,-0.132541,0.038448,0.01171,-0.183258,-4.023293,-0.431126,-0.081915,-0.435346,-4.333675,-0.230747,-0.165429,0.066704,-0.066341,0.010003,-0.024998,-0.003503,-0.005971,-0.009619,0.101221,0.04458,0.029291,0.09899,1.254957,0.052578,-0.079317,-0.04651,-0.176896,-0.17217,-0.020334,0.029374,-0.023384,-0.02125,-0.258375,-0.065521,-0.111603,1.379581,-1.15528,0.119468,-0.052332,-0.384778,-0.100595,-0.180915,-0.254916,-0.067275,-0.168294,-0.134079,0.169691,0.004739,-0.003524,-0.000277,-0.042699,0.124846,-5.9e-05,0.38845,0.184076,-0.032099,-0.025882,-0.004511,-0.022575,3.1e-05,0.088616,0.182211,-1.147286,5.003946,1.199657
0.000295,0.000286,-0.00787,0.000219,0.000216,0.000199,0.000174,0.000145,0.000151,0.000101,4.3e-05,6.9e-05,-8e-06,-4.9e-05,-3.4e-05,-2e-06,5e-06,-0.0,7.7e-05,-3.1e-05,0.008112,1.3e-05,-2e-06,-1e-06,7.9e-05,-4e-06,-1e-06,-4e-06,-3e-06,0.000112,-1e-06,2.4e-05,4.4e-05,-0.0,1e-06,0.0,7e-06,-1e-06,1e-06,-0.0,-1e-06,2e-06,1.4e-05,4.4e-05,2.1e-05,-1e-06,-5.2e-05,-2.9e-05,-1.7e-05,1e-06,0.0,0.0,1e-06,3e-06,5e-06,-3.6e-05,2e-06,-2e-06,-7e-06,-2e-06,-1e-06,5e-06,0.008092,0.008149,0.000132,0.00016,0.000148
-0.002764,-0.002875,0.002677,0.002456,0.002437,0.002223,0.001959,0.001629,0.001686,0.001157,0.000495,-0.005317,-8.2e-05,-0.00054,-0.00037,7e-06,9.7e-05,5e-06,-0.005276,-0.000365,0.000316,0.000163,-3e-06,-1e-06,-0.005244,2e-06,5e-06,3e-06,3e-06,-0.004879,5e-06,0.000261,0.00051,-5e-06,-4e-06,4e-06,9.6e-05,-3e-06,-4e-06,3e-06,0.0,2.3e-05,0.000163,0.000508,0.000233,-2.3e-05,-0.000609,-0.000333,-0.000208,1.1e-05,2.1e-05,-5e-06,7e-06,-4e-06,-1e-06,-0.000445,7e-06,-2.4e-05,-7.4e-05,7e-06,4e-06,5.9e-05,5.4e-05,0.000716,0.001549,0.001925,0.001792
0.007888,0.007736,0.00372,0.003329,0.003299,0.003001,0.002641,0.00219,0.002265,0.001552,0.000661,0.004412,-0.000109,-0.000723,-0.000498,9e-06,0.000128,4e-06,0.004464,-0.000493,0.000326,0.000215,-8e-06,-4e-06,0.004504,2e-06,4e-06,4e-06,2e-06,0.004996,6e-06,0.000345,0.000681,-9e-06,-8e-06,7e-06,0.00013,-3e-06,-8e-06,3e-06,1e-06,3.2e-05,0.000219,0.000681,0.000314,-2.9e-05,-0.000822,-0.000445,-0.00028,1.5e-05,2.8e-05,-7e-06,8e-06,-9e-06,-6e-06,-0.000597,7e-06,-3.1e-05,-9.9e-05,1.1e-05,5e-06,7.8e-05,-4.4e-05,0.000845,0.002069,0.002566,0.002385
0.19715,0.135293,-0.009955,0.000927,0.001336,0.238388,-0.001978,0.220945,-0.008825,-0.009855,1.3e-05,-0.03552,-0.008865,-0.009605,-0.003646,0.000115,-0.010589,0.013757,-0.041636,0.005932,0.001106,0.000105,7.3e-05,4.7e-05,-0.035652,0.00594,6e-05,6.1e-05,6.1e-05,-0.035654,3.5e-05,4.1e-05,5.4e-05,4.2e-05,2.2e-05,4.7e-05,3.4e-05,0.005895,0.005894,1.2e-05,2.5e-05,-0.006221,-4.2e-05,8e-06,1.8e-05,2e-06,0.706529,-0.00016,-3e-06,-5e-06,-0.0,7e-06,1.2e-05,1.6e-05,4e-06,7e-06,2e-06,-9e-06,1.1e-05,-2.1e-05,1.3e-05,1.1e-05,0.000982,0.001842,0.00085,0.000871,-0.005797
