0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0.014208,0.014101,0.007164,0.013562,0.006815,0.007008,0.007034,0.007134,0.007757,0.007694,0.007707,0.006871,0.007582,0.006786,0.006816,0.006879,0.007006,0.00627,0.006115,-0.000817,-0.000738,-0.000486,-0.000587,0.00631,-0.000683,5.1e-05,-3.3e-05,2.7e-05,8.5e-05,-0.006753,0.001124,0.001112,0.000443,0.001526,0.000783,0.00028,7.1e-05,0.000347,0.000507,-1.5e-05,-0.000623,-0.001199,-0.008575,-0.002163,-0.001992,-0.000993
0.000979,0.001202,-0.000135,0.005083,0.002208,0.000677,0.000462,-0.000334,-0.004929,-0.004516,-0.004637,0.001314,-0.003873,0.001744,0.001406,0.000927,8.7e-05,0.005232,0.006162,0.00524,0.004715,0.003111,0.003752,0.004664,0.004358,-0.000748,-0.00022,-0.00063,-0.000998,-0.002152,-0.008073,-0.007985,-0.003314,-0.010642,-0.005471,-0.001833,-9.2e-05,-0.001861,-0.00288,0.000905,0.005253,0.009378,0.011772,0.016453,0.015346,0.008541
0.017796,0.017864,0.017488,0.012197,0.010371,0.008936,0.008732,0.007986,0.012931,0.01329,0.013174,0.00942,0.013824,0.009764,0.00943,0.008986,0.008239,0.003767,0.004573,0.004603,0.004134,0.002725,0.003276,0.003219,0.003786,0.008267,0.00871,0.008342,0.00802,0.007849,0.010829,0.01091,0.006034,0.008662,0.004205,-0.001556,-0.008947,-0.010481,-0.011374,-0.017077,-0.022294,-0.027688,-0.03379,-0.039594,-0.040653,-0.037865
0.306811,-2.905931,0.166705,-1.294591,0.14061,0.210491,0.196243,0.377077,0.289989,0.229463,0.004815,-0.027763,-0.129886,-0.09596,-1.033125,-1.099638,-0.077585,-0.011892,0.40977,0.020969,0.30476,-0.029037,0.015847,-0.004088,-0.009967,-0.000239,-0.031772,0.336773,0.038487,-0.046815,0.439054,0.128433,-0.058754,0.137201,-0.050816,0.000262,0.033664,0.034905,0.032991,-0.26237,-0.034187,-0.049772,-0.482217,0.051387,0.242183,-0.580819
-0.521472,-2.206496,-0.434361,-1.282266,-0.221696,-0.373723,-0.380385,-0.481879,-0.421964,-0.411341,-0.106072,-0.155679,-0.080718,-1.081153,-2.328113,-2.277646,-0.034356,-0.006999,-0.406756,-0.025881,-0.374643,-0.059615,-0.102921,-0.00291,-0.00507,-0.042784,-0.016888,-0.384781,-0.089246,0.004572,-0.463638,-0.196925,0.000347,-0.189811,0.016801,0.001017,0.023448,0.02616,0.023403,0.34081,0.210132,0.230117,0.672748,0.413105,1.325091,0.555291
-0.280483,-4.350029,-0.274494,-0.716439,-0.107485,0.03409,0.007137,-0.281063,-0.271645,-0.163497,-0.055401,-0.156326,-0.135324,0.241576,1.240111,1.252394,0.001149,0.053869,-0.161617,-0.000536,-0.119571,0.05746,0.19595,0.028601,0.019451,-0.030679,-0.014714,-0.239538,-0.054676,-0.039012,-0.299246,-0.131699,-0.006999,-0.154101,-0.018254,0.001917,-0.029238,-0.031566,-0.030307,0.173811,0.14907,0.1585,0.356976,0.314,0.543717,0.825815
0.000808,0.000764,0.00062,0.000547,0.000488,0.000335,0.000289,0.000235,0.000168,0.000166,-0.007184,0.000208,0.000204,0.000192,0.000154,5.7e-05,6.1e-05,3.9e-05,3.2e-05,7.3e-05,9.3e-05,0.000153,0.00751,0.000164,0.000132,8e-05,5.1e-05,-6e-06,-3.2e-05,-1e-06,2e-06,5.5e-05,3.6e-05,5.1e-05,8.6e-05,4.5e-05,-3e-06,-1e-06,2e-05,0.007396,9.7e-05,6.2e-05,6.7e-05,0.000177,0.007478,0.007496
0.00352,0.003014,0.007244,0.006425,-0.000102,0.003973,0.003414,-0.003057,-0.003862,0.001943,0.002237,0.002418,0.002381,0.002244,0.001798,0.000692,0.00071,0.000464,0.000372,0.000844,0.001076,0.001761,0.001801,0.001914,0.001538,0.000936,0.000589,-5.5e-05,-0.000358,-1.1e-05,1e-06,0.000629,0.000408,0.000598,0.001001,0.00052,-3.1e-05,-1.3e-05,0.000214,0.000623,0.001124,0.00073,0.00078,0.002086,0.00171,0.001979
0.013708,0.013109,0.007537,0.006669,0.009769,0.004087,0.003507,0.006698,0.005872,0.001987,0.002397,0.002466,0.002424,0.002284,0.001826,0.000704,0.00072,0.000471,0.000376,0.000856,0.001089,0.001781,0.001702,0.001929,0.001547,0.000941,0.000593,-5.6e-05,-0.00036,-1.1e-05,1e-06,0.000632,0.00041,0.000599,0.001002,0.000521,-2.8e-05,-1.3e-05,0.000213,0.00051,0.001124,0.00073,0.000778,0.002082,0.001588,0.001849
-0.035777,-0.035578,0.058912,0.131699,0.351593,0.126588,-0.01018,-0.034648,0.047939,0.005153,-0.005778,-0.002392,0.000222,0.001,0.170907,-0.001624,0.000115,0.000102,0.006268,-0.000624,0.000779,0.000858,-0.009588,0.017689,-0.00587,0.005281,0.000122,6.4e-05,0.167469,-0.00153,6.1e-05,0.006118,6.1e-05,6.6e-05,5.5e-05,1e-05,5.3e-05,0.005136,0.000713,0.001702,0.000736,-2e-05,-2e-05,0.000701,0.000949,0.274967
