0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0.008185,0.000545,0.000633,0.000588,-0.007169,-0.007165,-0.006561,-0.006742,-0.006897,-0.007038,-0.007166,-0.006674,-0.00678,0.000295,0.000852,9.8e-05,0.000124,-1e-06,-5.3e-05,-0.000101,0.000588,0.000587,0.000729,0.000762,0.000917,0.000895,0.000867,0.008672,0.008668,0.000893,0.000232,0.007981,0.00799,0.007268,0.007964,0.007961,0.007912,0.000328,0.008071,0.008141,0.000403,-0.00029,0.000411,-0.000247,-0.00022,0.000576,-0.007087,-0.007844,-0.00025,-0.000181,0.000549,-0.000175,0.000512,0.00061,0.0006,-1.7e-05,3.7e-05,0.000132,-0.007455,0.000398,0.000496,0.000598,5.8e-05,9e-05,0.000168,-0.008223,-0.008236,-0.008881
-0.00294,-0.004518,-0.005248,-0.00489,-0.005812,-0.005997,-0.010659,-0.009261,-0.008064,-0.006872,-0.00583,-0.009485,-0.008534,-0.001907,-0.006159,-4.9e-05,1.6e-05,0.00082,0.001278,0.001713,-0.003761,-0.003776,-0.0051,-0.005386,-0.006795,-0.006598,-0.006354,-0.00605,-0.006031,-0.006586,-0.0015,-0.000746,-0.000856,0.004655,-0.000702,-0.000684,-0.000381,-0.001891,-0.001746,-0.002314,-0.002966,0.002222,-0.003032,0.001896,0.001706,-0.004334,-0.00547,0.00026,0.001893,0.001409,-0.004128,0.001364,-0.003797,-0.004603,-0.004523,8.4e-05,-0.000333,-0.001062,-0.002851,-0.00317,-0.003968,-0.004815,-0.000796,-0.001052,-0.001689,0.002207,0.002369,0.007257
-0.005179,-0.005956,-0.006935,-0.006489,-0.006411,-0.00669,-0.00145,0.000409,0.002014,0.003619,0.005024,0.011621,0.0129,0.008956,0.014725,0.011368,0.011379,0.012457,0.013004,0.013542,0.01765,0.017569,0.015816,0.015437,0.013611,0.013841,0.014139,0.013259,0.013265,0.01379,0.009124,0.008813,0.00866,0.004517,0.008826,0.008826,0.009181,0.008498,0.007489,0.006784,0.007221,0.002693,0.007134,0.002295,0.002067,0.005546,0.005404,0.001538,0.002268,0.001697,0.005779,0.001641,0.006189,0.005218,0.005319,0.000103,-0.000399,-0.001272,-0.002206,-0.003809,-0.004787,-0.005822,-0.011788,-0.01214,-0.012942,-0.01789,-0.017728,-0.022706
-0.025085,0.117824,0.231579,0.268986,0.321746,0.109241,0.187964,0.092607,0.042576,-0.045187,0.070196,-0.929325,-0.329938,-0.032936,-1.695547,-0.97255,-3.097481,0.001539,0.05416,0.234709,-0.065164,-0.075325,0.327582,0.02961,-0.035858,0.253639,0.001582,-0.089963,0.032004,-0.082625,-0.006826,-0.033393,-0.031907,-0.012657,-0.028859,-0.805651,-0.039024,-2.49399,0.049396,0.233734,-0.046439,0.291412,0.105166,0.32485,-0.013606,-0.362152,-0.044805,-0.010409,-1.865356,-0.180581,-1.921857,0.003301,-0.039932,-0.545546,-0.044716,-0.012187,-0.193841,-0.000311,-0.00187,0.014392,-0.291817,-0.40162,0.027563,-0.05583,-0.033931,1.661412,-0.041772,0.624382
-0.021123,-0.157962,-0.229773,-0.441229,-0.455978,-0.130764,-0.379669,-0.164342,-0.176915,0.020786,-0.146881,-0.237623,-0.064527,-0.123117,-1.985608,-0.13935,-0.245641,-0.074726,-0.135199,-0.375116,-0.020174,-0.007624,-0.553899,-0.150531,-0.057513,-0.448491,-0.119906,0.007407,-0.160177,0.007628,-0.051369,-0.021335,-0.022123,-0.026334,-0.019375,-0.054691,-0.004961,-0.228921,-0.136522,-0.366004,0.023353,-0.412648,-0.19074,-0.436679,0.021052,-1.019096,0.041773,0.035555,-1.93399,-0.194636,-1.824724,-0.012119,0.002567,-0.761624,0.018054,0.013198,-0.166744,0.002621,0.015328,0.00359,0.435421,0.545994,0.039431,0.158989,0.134614,2.162748,0.108665,0.411709
-0.044714,-0.13848,-0.415324,-0.364206,-0.419351,-0.196914,-0.106456,-0.2078,0.01751,-0.05957,-0.162561,-1.533312,-0.503328,0.170266,1.352488,-1.177844,-4.409077,-0.006744,-0.048701,-0.184484,-0.004436,0.001701,-0.297894,-0.081007,-0.058771,-0.270891,-0.05873,0.018931,-0.073258,-0.007486,-0.024886,0.035168,0.035245,0.0129,0.033273,-1.453519,0.033232,-4.941769,-0.039528,-0.182567,-0.016739,-0.256302,-0.102334,-0.22753,0.003983,0.024197,-0.047985,-0.028886,1.064519,0.095967,0.830118,0.026025,0.006551,0.173599,-0.018872,0.00014,0.083668,0.000642,-0.028701,-0.022716,0.227394,0.22795,-0.00456,0.063291,0.057546,-0.844832,0.266059,1.842861
0.008388,0.008249,0.008263,0.008279,0.00833,0.000309,0.008439,0.008373,0.000242,0.008309,5.5e-05,8.5e-05,-2.8e-05,0.000137,-0.008111,1.1e-05,3.5e-05,7.6e-05,8.8e-05,9e-05,6.3e-05,5.5e-05,9.4e-05,-1e-06,1e-06,0.000123,0.000118,6.1e-05,-0.008031,7.3e-05,7.1e-05,1.7e-05,-1e-06,-1e-06,8e-06,4.4e-05,2.1e-05,3e-05,-3e-06,-1e-06,2e-06,4e-06,2e-06,-0.0,0.0,1e-06,2e-06,-2e-06,0.0,3e-06,1.2e-05,5e-06,6e-06,1e-06,3e-06,5e-06,5e-06,3e-06,3.3e-05,2.5e-05,8.3e-05,7.1e-05,0.000129,0.000147,0.000144,0.000203,0.000147,0.008366
-0.00358,0.001088,0.001291,0.001541,0.00226,-0.002627,-0.00271,0.003041,-0.003395,-0.004203,0.000769,-0.005466,-0.000359,-0.004801,0.000263,0.000172,0.000478,0.000979,0.001149,0.001184,0.000832,0.00075,-0.005338,5e-06,4e-05,-0.004949,-0.005018,0.000814,0.001204,0.000945,0.000926,0.000219,-5e-06,-1.1e-05,8.6e-05,0.000546,0.000282,0.000391,-1.7e-05,-9e-06,-5e-06,-2e-06,-4e-06,-3.8e-05,-2.7e-05,5e-06,2.9e-05,-1e-06,-4e-06,-1e-06,0.000154,5.6e-05,6.7e-05,-6e-06,-3e-06,-2e-06,-1e-06,0.0,0.000388,0.000323,0.001044,0.000889,0.001643,0.001877,0.001845,0.002591,0.008412,0.003627
0.00679,0.001435,0.001718,0.00206,0.003061,0.008201,0.007953,0.004124,0.007101,0.00583,0.00107,0.004208,-0.0005,0.005137,0.000509,0.000241,0.000666,0.001364,0.0016,0.001646,0.001156,0.001041,0.004387,8e-06,5.6e-05,0.004927,0.004834,0.00113,0.001803,0.001308,0.00128,0.000302,-5e-06,-1.2e-05,0.000121,0.000755,0.00039,0.000542,-2.4e-05,-1.2e-05,-1e-05,-7e-06,-9e-06,-5.7e-05,-4e-05,8e-06,4.1e-05,-2e-06,-6e-06,-6e-06,0.000213,7.6e-05,9.3e-05,-1.1e-05,-8e-06,-6e-06,-5e-06,-6e-06,0.000534,0.000444,0.001437,0.001224,0.00226,0.002581,0.002533,0.003546,-0.000192,0.004793
0.006645,0.03208,0.150372,-0.009951,-0.008793,0.142469,-0.035522,0.231504,-0.026892,-0.054979,-0.008552,-0.035077,0.361421,-0.036881,-0.006549,0.030543,-0.007376,0.238921,-0.001474,-0.012217,-0.000129,-0.005242,-0.043649,-0.000877,-0.002526,-0.043599,-0.036594,0.057031,-0.000989,-0.000446,0.00106,0.000223,0.000144,9.6e-05,9.9e-05,6.8e-05,5.2e-05,4e-05,4e-05,1.4e-05,2.3e-05,1.5e-05,1.5e-05,1.4e-05,2e-06,1e-06,8e-06,-5e-06,0.005802,1.4e-05,3e-06,1.7e-05,4e-06,-3e-06,6e-06,-3e-06,-6e-06,-3.8e-05,-4e-05,-1.4e-05,0.000817,-2.8e-05,0.000829,0.000841,-0.005781,0.000983,0.021734,0.001769
