0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157
0.000132,-4.9e-05,0.006286,-0.000868,0.000388,-0.000498,0.000941,0.000874,0.000953,-0.000318,-0.000593,0.00062,-0.000754,0.000317,0.000209,-0.000119,-0.001129,-0.000886,-0.000666,0.000775,-0.006075,-0.001201,-0.00214,-0.000657,-0.006663,-0.005612,-0.005276,7.5e-05,-0.006522,-0.005194,-0.00652,0.000243,0.000283,0.000543,-0.000617,-0.000493,0.000496,0.000289,0.000183,0.000533,-0.000778,-0.001053,-0.000843,-0.001057,-2e-06,-0.000136,-0.00028,-0.00039,0.003719,-0.001756,-0.001307,-0.00125,-0.001209,0.005291,-5.1e-05,-0.000743,-0.00053,-0.000727,-0.000519,-0.000276,-0.005497,-0.000197,1.2e-05,-7.3e-05,-0.005426,-0.001109,-0.000747,-0.000493,-0.000158,-0.005043,-0.000546,-0.005828,-0.005369,-0.005237,-0.005282,-0.00677,-0.000659,-0.001247,-0.001008,0.006583,0.005004,0.004826,0.000845,0.001293,0.001278,-1.7e-05,0.000795,0.000543,-0.001597,-0.001829,-0.001812,-0.000524,-0.000795,0.000975,0.005332,0.00028,-0.000801,4e-06,-0.001244,0.000461,0.000965,0.000621,0.000112,0.003963,-0.002472,-0.000895,0.004582,-0.000837,-0.00131,-0.000916,-0.00118,-0.001229,-0.001265,-0.001791,-0.002213,-0.000709,-0.000541,-0.0052,0.000475,0.00077,-0.000493,-0.001041,-0.000981,0.000154,-0.001328,0.003678,9.2e-05,0.000322,0.000166,-0.006178,-0.000651,-0.000607,-3.2e-05,-0.004822,0.000634,0.00064,0.00045,-0.004662,-0.005281,-0.00523,-0.004717,-0.004708,-0.004185,0.001111,0.001284,0.001735,-0.00471,-0.000538,-0.006002,3.8e-05,0.000264,0.000168,-0.003211,0.003998,0.00248,0.003756,0.003247,-0.004535
-0.000371,0.000127,-0.002108,0.002403,-0.002852,0.001376,-0.004394,-0.004206,-0.004429,0.000878,0.001642,-0.003515,0.002091,-0.002671,-0.002368,-0.001452,0.003131,0.002458,0.001851,-0.00394,-0.000206,0.003365,0.006002,8e-05,0.00151,-0.0032,-0.004143,-0.001971,0.001164,-0.004349,0.001186,-0.00244,-0.002557,-0.0033,0.001757,0.0014,-0.003164,-0.00257,-0.002262,-0.003267,0.002218,0.003005,0.002403,0.003012,-0.001742,-0.001369,-0.000952,-0.000639,0.006662,0.004985,0.003702,0.003534,0.003421,0.000391,-0.001605,0.002106,0.001501,0.00206,0.00147,0.000784,-0.00151,0.000552,-2.9e-05,0.000215,-0.001692,0.004892,0.00387,0.003156,0.002201,-0.001004,0.005064,0.002927,0.001607,0.001224,0.001337,0.007314,0.005382,0.007054,0.006366,-0.001522,0.002803,0.003469,-0.004121,-0.005392,-0.005358,3.8e-05,-0.003996,-0.003287,0.004496,0.005143,0.005097,-0.000276,0.000487,-0.006253,0.000213,-0.00255,0.002233,-1.9e-05,0.005229,-0.0013,-0.00271,-0.001736,-0.000308,0.005811,0.006665,0.000731,0.002248,0.000564,0.003627,0.002537,0.003269,0.003406,0.003507,0.004971,0.006141,0.000212,-0.000247,-0.003905,-0.003085,-0.003907,0.001362,0.0029,0.002733,-0.002178,0.003708,0.006336,-0.002015,-0.002664,-0.002221,0.000647,0.001813,0.0017,9.3e-05,-0.003112,-0.001993,-0.001792,-0.001258,-0.003594,-0.000124,-0.000266,-0.001743,-0.001784,-0.00329,-0.001425,-0.001957,-0.00323,-0.000164,0.006734,0.005251,0.005078,0.004423,0.004697,-0.004552,-0.009775,-0.003565,-0.009123,-0.007611,-0.000959
-0.000197,7e-05,0.005488,0.001275,0.005498,0.000729,0.004686,0.004788,0.00467,0.000464,0.000864,0.005109,0.001099,0.005605,0.005763,0.006242,0.001632,0.001279,0.000962,0.004946,0.000277,0.001741,0.003091,0.007007,0.001148,0.005692,0.005212,0.00595,0.000956,0.005102,0.000961,0.005705,0.005646,0.005273,0.000881,0.000701,0.005341,0.005635,0.005785,0.005288,0.0011,0.001488,0.001187,0.001485,0.006034,0.006212,0.006411,0.006562,0.002909,0.002409,0.001782,0.001697,0.001639,0.006716,0.006068,0.001005,0.000713,0.000979,0.000696,0.000372,-0.000414,0.000262,-1.4e-05,0.000101,-0.000501,-0.004493,-0.00498,-0.005313,-0.005767,-0.007053,-0.011262,-0.011922,-0.012559,-0.01275,-0.012697,-0.01661,-0.011041,-0.010202,-0.010539,-0.001103,0.001141,0.001374,0.004794,0.004167,0.004188,1.5e-05,0.004873,0.005228,0.002227,0.002542,0.002509,0.006704,0.007073,0.010619,0.006607,0.005588,0.001077,-1.3e-05,-0.004296,-0.000629,-0.001312,-0.000844,-0.000154,0.002492,0.003322,0.007154,0.007568,0.007054,0.001722,0.001203,0.001548,0.001604,0.001651,0.002334,0.002868,0.006833,0.006617,0.005198,0.005306,0.00493,0.000627,0.00133,0.001253,0.005722,0.001689,0.002611,0.005785,0.005492,0.005693,0.000543,0.000813,0.000759,4e-05,-0.00114,-0.000783,-0.000802,-0.000561,-0.001356,-0.006549,-0.006615,-0.007228,-0.00725,-0.007947,-0.007376,-0.007617,-0.008239,-0.013288,-0.01711,-0.017498,-0.017882,-0.018199,-0.018071,-0.015504,-0.011722,-0.015483,-0.011526,-0.010781,-0.013937
0.131341,-0.675925,0.005407,0.034312,0.028113,0.01194,0.156847,-0.195045,-0.014468,0.014799,0.016213,-2.172702,0.019937,-0.030777,0.185986,-0.221518,-0.219099,0.012649,-0.005855,-0.036304,0.280874,0.032174,0.025891,-0.016438,0.01653,-0.031404,0.212022,-0.038101,-0.0028,-0.045457,-0.007467,-0.093899,-0.030319,-0.039384,0.00443,0.010641,-0.029155,-0.032531,-0.029857,-0.027532,0.001305,-0.163903,0.005496,7.8e-05,-0.035071,-0.028838,-0.032894,-0.033037,0.004032,0.002012,-0.014088,0.007199,0.002076,-0.030968,-0.032997,0.004586,5.8e-05,0.001953,-4e-06,-2e-06,-0.002061,-2.3e-05,-0.016826,-0.007328,-0.011625,0.029932,-0.103213,0.04561,0.064996,1.764388,2.126161,0.056404,0.082388,-0.002893,0.088381,0.09216,-0.11462,0.013671,0.086562,-0.018124,-2.580609,-0.08791,-0.281757,-0.041176,-0.033607,0.001064,-0.035078,-0.034046,-0.184176,0.007385,0.006301,-0.06082,-0.038131,-0.271529,-0.038042,-0.023894,0.01629,0.003615,0.035099,-0.002044,0.0099,0.007067,-0.013704,0.005162,-1.913616,-0.026582,-0.020889,-0.672968,0.001226,0.003128,0.006994,-0.621403,0.009014,0.007282,-0.034424,-0.16831,-0.01752,0.008121,-0.046864,-0.041183,0.064133,-0.185702,0.001921,-0.042974,0.005639,0.007651,-0.038344,-0.035789,-0.046619,-0.002047,0.407433,0.446985,0.829423,0.099078,1.233186,0.013558,0.094212,0.176403,1.955494,1.993707,0.069192,0.014881,0.060648,0.07627,0.553569,0.100769,0.024119,0.533169,0.035153,0.061159,-0.049992,0.182939,0.652868,1.833168,4.305306,1.811142,0.048382,-0.023363
-0.34394100, 0.00023700,-0.20716800,-0.17063500,-0.28454500,-0.19702900,-0.41707700,-0.04708500,-0.61890900,-0.08634700,-0.09663400,-1.74424800,-0.11211700, 0.00386900,-0.40154100, 0.06916500,-0.06738500,-0.08897800, 0.02020700, 0.00858000,-0.43910000,-0.11163700,-0.18352900,-0.10393200,-0.09550600, 0.00440200,-0.37082000, 0.00923100,-0.06620800, 0.02538700, 0.02288200,-0.03276400,-0.01349000, 0.00834900,-0.00778400,-0.00667700,-0.01057000,-0.01259900,-0.01037000,-0.01072800,-0.00201900, 0.24412700, 0.00034600, 0.00006400, 0.00113000,-0.00876100,-0.01306800,-0.01291300,-0.02910600,-0.01386200, 0.02120300,-0.02198700,-0.01396300,-0.02812900,-0.01293500,-0.01788700,-0.00003500,-0.01378900, 0.00002200, 0.00001600, 0.01519100, 0.00001100, 0.00802600,-0.00419700, 0.00871000,-0.00380200, 0.18467200, 0.00777900,-0.11679000, 2.20462600, 1.70826600, 0.07135400,-0.09042200, 0.03706500,-0.09499900,-0.05346100, 0.25489300, 0.07177700,-0.01283500,-0.01514400, 0.90174600,-0.01240200, 0.25306500, 0.01290500,-0.00022800, 0.00095700, 0.00137800, 0.00255500,-0.19523100,-0.00993400,-0.01055300,-0.18125800, 0.00262600,-0.17378800,-0.01889100,-0.01288400,-0.02859900,-0.00447700,-0.00109300, 0.01463500, 0.02538400,-0.00915700, 0.01976200,-0.03040400, 0.16628200,-0.03100800,-0.02374200,-0.63709800,-0.00102100, 0.00495100, 0.00629600,-0.62509100, 0.00852000,-0.00912200,-0.01549900,-0.03765100,-0.43629200,-0.44902700, 0.01877400, 0.01704700,-0.06872400,-0.18279200, 0.00177900, 0.08641000,-0.01053500,-0.02571500,-0.00349300, 0.00213700, 0.08223800, 0.01520400,-0.38996900,-0.37664100, 0.30395400,-0.17053000, 0.22742100,-0.07869100,-0.04777800, 0.20674700, 1.93285500, 1.93428700,-0.03621900, 0.03064900,-0.02804500, 0.05921200,-0.16767400,-0.05286500,-0.01066700, 0.79711600, 0.01467400, 0.00029100, 0.46398800, 0.21626100, 0.69932400, 2.15202700, 1.51544000, 2.38830700, 0.31437700, 0.30627400
0.016841,-1.200059,0.378259,0.352913,0.251603,0.353592,-0.04406,-0.331709,-0.020718,0.170075,0.173809,0.749103,0.197529,-0.022463,-0.243288,-0.45617,-0.132802,0.176228,0.005232,-0.019881,-0.286797,0.179386,0.377292,0.177614,0.168681,-0.026095,-0.262106,0.007123,0.130304,-0.023183,-0.00154,-0.008902,-0.009062,-0.019984,0.006403,-0.001293,0.002086,0.001911,0.012833,-0.025963,-0.000922,0.163227,-0.000801,-0.000321,-0.023517,-0.025554,0.001487,0.001579,0.054209,0.025035,0.022508,0.023272,0.024915,0.030907,0.001688,0.023999,-0.000259,0.025006,-0.000135,-8.9e-05,-0.029311,-4.9e-05,0.002755,-0.000521,-0.029846,0.021346,0.135377,0.002851,0.209852,-0.000653,-0.229259,0.220609,0.157924,0.236689,0.15737,0.20791,0.169802,0.099897,0.011103,0.044362,-4.497315,0.04049,0.366146,-0.011342,-0.024214,-0.000189,-0.023103,-0.022938,0.080913,0.024816,0.025123,-0.583774,0.006213,0.03724,0.034832,-0.025977,0.021456,-0.001576,0.023223,-0.01725,-0.022635,-0.003427,0.01889,0.05367,-5.12635,-0.00044,0.029934,0.156811,0.027136,0.000676,-3.3e-05,0.193441,-0.000318,0.025022,-0.119731,-0.481237,-0.068718,-0.149743,-0.023344,-0.021904,-0.050227,0.055054,0.000603,-0.171056,0.025381,0.054501,0.002436,-0.022984,-0.171995,-0.02908,-0.220445,0.23456,-0.121215,0.066878,5.343997,0.173007,0.30666,-0.100879,-0.543927,-0.396602,-0.071778,-0.029231,-0.067823,-0.014346,1.770402,0.156122,0.181489,0.190435,0.227114,0.236829,0.372235,0.211407,-0.222627,-0.689932,3.886581,-1.202937,-0.433864,-0.331673
0.005022,-0.000936,-0.000818,-0.000478,-0.00053,-0.000208,-0.000361,-0.000385,-0.000291,-0.000278,-0.000137,-7.9e-05,-0.000167,-0.000702,-9.1e-05,8e-06,-5.8e-05,-0.000262,-0.000243,-0.000415,-0.000327,-0.000565,-0.00021,-0.000287,-0.000402,-0.000475,-0.000376,-0.000391,-0.000188,-0.000154,-0.000103,-0.000295,-0.000403,-0.000232,-6.7e-05,1.2e-05,-5.1e-05,2e-06,3e-06,-0.00028,4e-06,-0.0,-1.2e-05,1e-06,1.6e-05,-2e-06,-5e-06,3e-06,-3e-06,-1e-06,-1e-06,0.000284,-3e-06,0.0,1e-06,2e-06,1e-06,1e-06,-0.000222,-2.4e-05,1e-06,-0.000278,0.005568,-0.000138,3e-06,0.000145,8.3e-05,-3.7e-05,1e-06,9.2e-05,0.000184,0.000177,0.0063,0.000948,3.9e-05,-9e-06,1e-06,5e-06,-8e-05,4e-06,3e-06,1e-06,-1e-06,1.7e-05,0.0,3e-06,0.000122,3.2e-05,6.6e-05,0.00023,0.000199,0.000302,0.000241,0.00032,-0.00536,0.000308,0.000134,0.00032,-1.4e-05,-7.9e-05,0.000379,3.3e-05,6.3e-05,6.8e-05,2e-06,-9.3e-05,-0.000203,0.005511,-0.000157,6e-06,-0.005599,-0.000143,-0.000242,-0.000388,-0.000159,-0.000238,-0.000496,-0.000533,-0.001059,-0.000313,-0.000567,-0.001041,-0.000382,-0.000158,1.3e-05,5e-06,-8.1e-05,-0.000258,-0.000224,-0.000405,-0.000166,-0.000258,7e-06,0.00028,-1e-06,-1e-05,6e-06,8e-06,1e-06,0.006238,0.006644,0.006555,0.006838,0.013729,0.008171,0.013471,0.007861,0.013204,0.012358,0.005638,0.005254,0.000305,3.4e-05,8.2e-05,2.2e-05,0.000422,0.000531,0.006326
-0.003092,-0.002528,-0.002206,-0.001292,-0.001428,-0.000564,-0.000978,-0.001039,-0.00079,-0.00075,-0.000368,-0.000205,-0.000447,-0.005252,-0.000246,1.9e-05,-0.000158,-0.00071,-0.000657,-0.001123,-0.000885,-0.001523,-0.000568,-0.000771,-0.001079,-0.001274,-0.001009,-0.001052,-0.000505,-0.000415,-0.000278,-0.000791,-0.001081,-0.000624,-0.000178,2.8e-05,-0.000133,8e-06,9e-06,-0.000753,6e-06,1e-06,-3e-05,4e-06,4.8e-05,-3e-06,-1.5e-05,9e-06,-2e-06,-1e-06,-1e-06,0.00076,-5e-06,-2e-06,-0.0,-1e-06,-0.0,-0.0,-0.000599,-6.5e-05,4e-06,-0.00074,-0.001745,-0.000366,1.3e-05,0.000389,0.000223,-0.000106,-1e-06,0.000248,0.000497,0.000469,0.003606,0.005925,0.000108,-2.7e-05,-1.1e-05,-6e-06,-0.000234,4e-06,7e-06,2e-06,-5e-06,4.3e-05,-5e-06,-3e-06,0.000321,8.6e-05,0.000182,0.000626,0.000539,0.000822,0.000656,0.000871,0.002277,0.000839,0.000362,0.00087,-3.4e-05,-0.000214,0.004392,9e-05,0.000174,0.00019,5e-06,-0.000258,-0.000555,-0.001857,-0.000425,1.9e-05,0.001629,-0.000374,-0.000657,-0.001047,-0.000428,-0.00065,-0.00135,-0.001448,-0.006232,-0.000847,-0.001536,-0.006185,-0.001033,-0.000427,3.3e-05,1.8e-05,-0.000217,-0.000696,-0.000604,-0.001096,-0.000454,-0.0007,2.1e-05,0.000759,2e-06,-2.7e-05,1.4e-05,1.9e-05,-6e-06,0.003409,0.004534,0.004299,0.005104,0.010453,0.012231,0.00655,0.008177,0.005969,0.000286,-0.004755,-0.005852,0.00088,0.000103,0.000238,6.9e-05,0.001213,0.001518,0.000606
-0.00164,-0.00111,-0.00097,-0.000567,-0.000627,-0.000247,-0.000435,-0.000459,-0.000349,-0.00033,-0.000161,-9e-05,-0.000195,0.004607,-0.000109,9e-06,-6.8e-05,-0.000314,-0.000291,-0.000498,-0.000393,-0.000677,-0.000251,-0.000341,-0.000479,-0.000566,-0.000449,-0.000467,-0.000223,-0.000184,-0.000123,-0.000352,-0.000484,-0.000279,-8e-05,1.4e-05,-5.8e-05,4e-06,4e-06,-0.000338,2e-06,1e-06,-1.2e-05,2e-06,2.2e-05,-2e-06,-7e-06,4e-06,-0.0,0.0,1e-06,0.00034,-3e-06,-3e-06,-3e-06,-2e-06,-2e-06,-0.0,-0.00027,-2.8e-05,1e-06,-0.000334,-0.001052,-0.000164,4e-06,0.00017,9.9e-05,-5e-05,-3e-06,0.00011,0.000221,0.000209,-0.005613,-0.004306,4.7e-05,-1.2e-05,-7e-06,-3e-06,-0.000107,-0.0,1e-06,-1e-06,-4e-06,1.8e-05,-4e-06,-2e-06,0.000143,3.8e-05,8.5e-05,0.00028,0.00024,0.000367,0.000293,0.000391,0.001286,0.000372,0.000162,0.000388,-1.6e-05,-9.4e-05,-0.004985,3.9e-05,7.7e-05,8.3e-05,5e-06,-0.000114,-0.000248,-0.001099,-0.000189,8e-06,0.000998,-0.000167,-0.000291,-0.000466,-0.00019,-0.000289,-0.000603,-0.000648,0.004169,-0.000379,-0.000688,0.004189,-0.000464,-0.000191,1.6e-05,9e-06,-9.7e-05,-0.000313,-0.000272,-0.000492,-0.000204,-0.000314,1.1e-05,0.000341,1e-06,-1.3e-05,5e-06,8e-06,-4e-06,-0.005704,-0.005195,-0.005301,-0.004933,-0.009742,-0.008673,-0.004546,-0.003555,-0.004805,-0.000428,0.00451,0.004028,0.000385,4.6e-05,0.000105,3.2e-05,0.000536,0.000668,-1.2e-05
0.219229,-0.006547,0.081435,-0.007578,-0.002412,-0.000482,0.292187,0.02896,0.220621,-0.008613,-0.000303,-0.002924,0.05327,0.033408,0.005851,-0.000618,-0.000109,-2.1e-05,-2.4e-05,-1.9e-05,0.007027,-0.000627,0.019421,-0.003987,-7.8e-05,0.011488,-0.004067,-6.3e-05,0.007003,8e-06,2.1e-05,0.001274,-0.002523,-0.000347,-6e-06,1.7e-05,9e-06,-2e-06,-1.3e-05,-0.001015,9e-06,0.00254,4.6e-05,-8e-06,-0.006965,6e-06,-4e-06,-9e-06,-5e-06,1.3e-05,1.3e-05,0.001013,1.1e-05,7e-06,9e-06,3e-06,7e-06,-0.000206,-0.001223,-4.9e-05,-3.3e-05,-5.1e-05,0.00097,-0.000134,-7.3e-05,-4.8e-05,-1.8e-05,-1.4e-05,-2.2e-05,-1.4e-05,3e-06,-0.000187,0.034943,0.035007,-2.5e-05,-8e-06,-3e-06,3e-06,3e-06,-1.1e-05,-0.000103,-3.6e-05,-1.8e-05,-2.9e-05,-3.1e-05,-2.4e-05,-1.2e-05,-5e-06,-6e-06,-2e-06,4e-06,1.2e-05,2e-05,-8e-06,-0.000983,6e-06,1.3e-05,0.001016,-9e-06,5e-06,0.034019,-8e-06,5e-06,-9e-06,2e-06,1.7e-05,1.5e-05,0.000994,-2e-06,-3e-06,-0.000995,-2.7e-05,-0.000155,-8.3e-05,-5.8e-05,-2.4e-05,-0.000456,-0.007186,-0.045465,-0.000403,-0.004372,-0.034414,-1.8e-05,-9e-06,1.4e-05,-1.9e-05,-1.2e-05,2e-06,-1.7e-05,-1.2e-05,2e-06,-3e-06,-4e-06,0.001012,-3e-06,-3e-06,-3e-06,7e-06,3.3e-05,0.035016,0.029182,0.035285,0.033093,0.062478,0.0715,0.057071,0.132976,0.15963,-0.003728,-0.033045,-0.033077,0.023612,-0.000687,0.006274,0.006281,0.000911,0.006057,0.00226
0.463257,0.001554,0.192176,-0.015992,-0.005082,8.5e-05,0.6334,0.07819,0.481484,-0.018119,-0.000597,-0.006216,0.115873,0.166025,0.013698,-0.001258,-0.000189,-1.8e-05,-1e-05,6e-06,0.015724,-0.001318,0.03551,-0.009398,-0.000197,0.025256,-0.008631,-0.000158,-0.085793,7e-06,-1e-05,-0.000752,-0.005391,-0.00076,-1.7e-05,-4e-06,-1.8e-05,-9e-06,1e-06,0.012442,1e-06,-0.001534,-3.8e-05,0.0,0.085842,4e-06,4e-06,6e-06,-1.2e-05,9e-06,9e-06,-0.012415,-6e-06,-6e-06,-6e-06,1.2e-05,9e-06,6.1e-05,0.000683,-4e-06,-1e-05,1e-06,-0.014727,-1.8e-05,-3.5e-05,-2.9e-05,-3e-06,6e-06,-3e-06,-1.3e-05,-1.4e-05,6.1e-05,-0.034408,-0.032151,-1.7e-05,-1.6e-05,-4e-06,2.6e-05,1.1e-05,-1.1e-05,-7e-06,-3.2e-05,-3e-05,5e-06,1e-05,1.7e-05,4e-06,-2.1e-05,-6e-06,-1.4e-05,-1.2e-05,-2.8e-05,1e-06,-1e-06,0.014704,6e-06,-1e-06,-0.01247,2e-06,-8e-06,-0.019667,3e-06,-7e-06,-3e-06,-1.1e-05,4e-06,-6e-06,-0.014721,7e-06,4e-06,0.014715,-2.6e-05,2.6e-05,-1.8e-05,-8e-06,-1e-06,0.000181,0.086067,0.006522,-0.000507,0.005609,0.018815,-2.9e-05,-7e-06,-2.1e-05,2e-06,7e-06,-4e-06,7e-06,1.2e-05,7e-06,-3e-06,-7e-06,-0.012449,-1e-06,1.1e-05,-1.3e-05,-5e-06,-1.1e-05,-0.034352,0.039276,-0.034462,-0.051717,-0.067108,-0.065052,-0.027134,0.261368,0.295126,0.042009,0.004671,0.004697,0.038555,-0.001513,-0.087706,-0.087679,-0.012718,0.012083,-0.02666
0.251949,-0.029734,0.057283,-0.006711,-0.002092,0.000101,0.288437,0.00517,0.223379,-0.007547,-0.000141,-0.002639,0.053623,0.052277,0.007215,-0.000447,-3e-06,4.7e-05,2.5e-05,2.8e-05,0.008022,-0.000577,0.018493,-0.003861,-9.7e-05,0.012439,-0.00372,-8.6e-05,0.179293,-7e-06,-9e-06,0.00034,-0.002313,-0.00035,-3e-05,-1.9e-05,-1.5e-05,-1.5e-05,-1e-05,-0.025982,2e-06,0.000687,-1e-06,-9e-06,-0.179276,-3e-06,-4e-06,-5e-06,-6e-06,3e-06,3e-06,0.025983,-3e-06,-7e-06,-7e-06,-6e-06,-6e-06,0.00012,-0.000208,7.2e-05,5.2e-05,4.6e-05,0.02959,0.00015,0.000133,9.7e-05,7.5e-05,5.6e-05,4.1e-05,3.1e-05,2.3e-05,0.000155,0.044747,0.041131,5.9e-05,5.2e-05,3.8e-05,3.7e-05,2.7e-05,1.8e-05,0.000144,0.000106,8.4e-05,6.5e-05,5.4e-05,5.6e-05,5e-05,2.6e-05,2.1e-05,1.5e-05,7e-06,-4e-06,6e-06,-7e-06,-0.029561,-4e-06,-3e-06,0.025968,-1e-06,4e-06,0.015078,5e-06,6e-06,-0.0,2e-06,3e-06,3e-06,0.029553,-3e-06,-0.0,-0.029546,-3e-06,0.00014,0.000127,9.5e-05,7.3e-05,0.000125,-0.179106,-0.022616,-0.000206,-0.028305,-0.015425,3e-06,1.2e-05,6e-06,4e-06,1.2e-05,1e-05,6e-06,6e-06,9e-06,4e-06,-0.0,0.025982,3e-06,4e-06,-3e-06,4e-06,6e-06,0.044641,-0.108535,0.044549,0.040132,0.116445,0.058092,0.119861,-0.004233,0.048914,-0.0946,0.014185,0.014227,0.051918,-0.00072,0.178322,0.178347,0.025796,0.003392,0.05574
