0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0.015945,0.023415,0.016011,0.016705,0.00931,0.008599,0.008533,0.001058,0.000948,0.000699,0.000579,0.000455,-0.000387,0.007604,0.000193,0.000827,0.000196,0.000937,0.000961,0.000305,0.001155,0.001274,0.000785,-0.007043,0.001055,0.000529,-0.008022,-0.000515,-0.00787,-0.00039,-0.008878,-0.008772,-0.009043,-0.002869,-0.009953,-0.009299,-0.009206,-0.009075,-0.008381,-0.008419,-0.007385,-0.007044,-0.006544,0.000357,-5.9e-05,0.000476,0.000418,0.000428,0.00787,0.007818,0.000275,0.008295,0.007588,0.008218,0.000841,0.000966,0.001049,0.000475,0.007815,0.007803,-0.000283,-0.000295,-0.000353,0.007588,0.007603,0.000201,0.000875,0.000847,0.000899,-0.007137,0.000327,0.001123,0.000514,0.000539,0.000556,0.000553,-6.9e-05,0.000624,-5.9e-05,-1.8e-05,0.007366,1e-06,0.00749,0.007539,0.000127,0.000109,0.007428,0.007413,-3e-06,0.007412,2e-06,8.7e-05,5e-06,-3.2e-05,-0.006785,0.000616,-0.007541,-8.7e-05,-0.006852,-0.006798,-0.007417,-0.00674,-6.2e-05,-0.006864,0.000571,-0.000171,-0.000204,0.000526,0.000572,0.007867,0.000457,0.000412,0.000306,-0.000368,0.00036,-0.007028
-0.007266,-0.006768,-0.007677,-0.013288,-0.014458,-0.008339,-0.00759,-0.008184,-0.007117,-0.004675,-0.003511,-0.002313,0.004789,0.001096,0.000155,-0.004937,5.5e-05,-0.006062,-0.006308,-0.001078,-0.008172,-0.009306,-0.005667,-0.003003,-0.008155,-0.004093,0.004462,0.003906,0.003066,0.002749,0.01075,0.009751,0.011301,0.021622,0.018038,0.012674,0.011573,0.009923,0.00388,0.003852,-0.004574,-0.007036,-0.011087,-0.004084,0.000765,-0.003508,-0.002887,-0.003016,-0.002034,-0.00143,-0.001313,-0.005113,0.00088,-0.004417,-0.006005,-0.007355,-0.008268,-0.003642,-0.001668,-0.001558,0.002976,0.003097,0.003685,0.000454,0.000196,-0.000795,-0.006365,-0.00609,-0.006652,-0.002341,-0.002102,-0.008957,-0.004012,-0.004249,-0.004385,-0.004349,0.000685,-0.005076,0.000589,0.000163,0.001188,-3e-05,-3.4e-05,-0.000522,-0.001267,-0.000875,0.000671,0.000812,2.8e-05,0.000828,-8e-06,-0.000807,-5.6e-05,0.000292,-0.005799,-0.00487,0.00035,0.000794,-0.005218,-0.005748,-0.00084,-0.006375,0.000594,-0.00514,-0.004501,0.001693,0.002011,-0.00406,-0.00454,-0.002509,-0.00338,-0.002946,-0.001896,0.003569,-0.002439,-0.003413
0.010553,0.010078,0.010011,0.013964,0.01364,0.01026,0.01114,0.011521,0.012771,0.015608,0.016941,0.018269,0.015904,0.020927,0.020839,0.025309,0.020504,0.023906,0.023549,0.019036,0.02139,0.02015,0.013984,0.007783,0.011323,0.005646,-0.004277,-0.00584,-0.005762,-0.007071,-0.017597,-0.018669,-0.02708,-0.037122,-0.04015,-0.03595,-0.037343,-0.039407,-0.036055,-0.036388,-0.025449,-0.017945,-0.012189,-0.004905,0.000922,0.006502,0.007239,0.007078,0.007199,0.007905,0.009077,0.014126,0.010583,0.014897,0.014054,0.012472,0.0114,0.006272,0.007518,0.007639,0.003435,0.003564,0.004236,0.009903,0.009582,0.009463,0.01349,0.013784,0.013136,0.008682,0.00793,0.010535,0.00579,0.005525,0.005372,0.005411,0.000762,0.004602,0.000654,0.000182,0.000314,-3.5e-05,-0.001049,-0.001593,-0.001413,-0.001073,-0.000276,-0.000123,3e-05,-0.000109,-2.7e-05,-0.0009,-6.1e-05,0.000329,0.004835,0.004835,0.001422,0.00089,0.00548,0.004886,9.5e-05,0.004188,0.000664,0.005551,0.005249,0.001878,0.002225,0.005731,0.005196,0.006429,0.006471,0.006949,0.008093,0.003902,0.007489,0.007409
-0.065596,-0.063967,-0.066269,-0.102934,-0.107047,-0.070679,-0.068716,-0.07079,-0.070821,-0.071458,-0.082873,0.081173,0.015428,0.226679,0.278655,-0.097238,-0.04338,-0.099465,0.091027,-0.059053,-0.105587,-0.04641,0.223156,-0.038299,-0.070787,-0.034577,0.033147,0.035703,0.033532,0.021414,0.104069,0.098465,0.134855,0.205514,0.084574,0.090935,-0.133996,-0.054164,-0.045789,0.162743,0.092515,0.044765,-0.006466,0.004923,-0.010086,-0.396874,0.27272,0.014692,0.183406,0.225071,0.108115,0.012142,0.266533,0.021809,0.207712,-0.012912,0.302542,-0.003441,-0.000523,0.080491,0.447156,0.000272,0.002318,-0.03022,-0.03216,-0.039321,-0.516178,-0.157113,0.236722,0.155316,0.002602,0.2262,0.074766,-0.063206,0.0237,-0.026417,-0.019124,-0.035914,0.000431,-0.500029,0.007193,0.001513,0.002725,0.00315,0.000462,-3.095133,-0.292397,-0.005905,0.001117,-0.006922,-0.80135,0.122511,0.114046,0.210048,0.085424,0.308356,0.297866,0.060054,0.008358,0.029323,0.102531,-0.038409,-0.002854,-0.034374,-0.035628,0.000794,0.013494,-0.042555,-0.036302,-0.032277,-0.039417,-0.034088,0.285542,1.84915,0.709563,0.256426
-0.027486,-0.043017,-0.02809,-0.019579,0.011011,0.001994,-0.013604,0.001534,0.001484,-0.010335,0.091624,-0.263655,-0.12931,-0.534242,-0.647941,-0.054336,-0.084964,-0.038949,-0.324229,-0.049774,-0.004461,-0.097597,-0.467343,0.011395,0.001296,-0.007124,0.00605,-0.008497,0.006545,0.105646,0.005147,0.01484,0.02502,0.079252,0.322459,0.297436,0.632401,0.360141,0.322113,-0.05443,-0.065251,-0.059956,0.045918,-0.104097,-0.155246,-0.712596,-0.654752,-0.192094,-0.380884,-0.526902,-0.331775,-0.170112,-0.471412,-0.268862,-0.529996,-0.182458,-0.516317,-0.068167,0.025946,0.2615,0.611008,-0.0001,-0.01518,-0.037131,-0.030196,-0.00215,-0.64071,-0.347575,-0.431449,-0.27184,-0.077364,-0.463654,-0.163705,0.034488,-0.09176,-0.013013,0.109656,0.008374,0.000114,-0.623057,-0.010003,0.000284,-0.015064,-0.015059,0.016301,-0.760794,-0.069899,-0.01371,0.000255,-0.004196,-0.41681,-0.175423,-0.171845,-0.393654,-0.171491,-0.56809,-0.447625,-0.099341,-0.139793,-0.158914,-0.131191,0.025232,0.00441,0.009795,0.008234,0.000513,-0.037667,0.0151,0.008074,-0.021879,0.011471,-0.01445,-0.443135,1.706183,0.392476,-0.43704
0.046245,0.074914,0.045255,0.025899,-0.027724,-0.008881,0.015188,-0.014096,-0.014194,0.011957,-0.157925,-0.148722,-0.011872,-0.247421,-0.376564,-0.018055,-0.009567,-0.002601,-0.1718,0.017133,-0.008101,-0.100812,-0.281263,-0.022399,-0.014064,0.005828,-0.007757,0.020805,-0.008349,-0.177083,0.006379,-0.014535,-0.023847,-0.128246,-0.050739,-0.107244,0.3742,0.38471,0.113702,0.094636,0.065204,0.079957,-0.078512,0.151895,0.191136,0.736689,0.01783,0.109192,-0.208769,-0.071494,0.017141,-0.066402,-0.268631,0.113685,-0.151657,0.092703,-0.332333,-0.033855,-0.00032,-0.272751,-0.465851,0.000732,0.024882,0.059104,0.023335,-0.00093,0.456197,0.279044,-0.281167,-0.204403,-0.05335,-0.336195,-0.13647,-0.013909,-0.056767,-0.038841,-0.166055,-0.018316,0.000754,0.443594,0.025125,9.9e-05,0.02982,0.029555,-0.025746,-4.508913,-0.37711,0.019581,0.000986,0.032596,-1.488393,-0.152241,-0.113605,-0.019928,-0.1875,-0.142533,-0.320889,-0.081378,0.097183,0.062265,-0.120462,-0.046144,0.003242,-0.023123,-0.018269,0.000723,0.002019,-0.017126,-0.019023,0.034774,-0.018227,-0.008789,-0.233036,-1.117133,-0.504722,-0.318249
-4.5e-05,-4.6e-05,-1e-06,-0.0,-1e-06,-1e-06,1e-05,-1e-06,-4e-06,6e-06,2e-06,0.0001,-0.007757,0.000143,0.000215,0.000324,0.008149,0.000339,0.000326,0.00015,2.1e-05,-1.2e-05,-3e-05,-4.1e-05,-1e-06,1e-06,-0.0,2e-06,2e-06,1.7e-05,-0.0,8e-06,-8e-06,-8e-06,-2e-06,-1e-06,2e-06,0.0,0.0,1e-06,1e-06,5e-06,-0.0,-2e-06,1e-06,4e-06,1e-06,-3e-05,-1.1e-05,-1e-06,-4e-06,1e-06,-2.2e-05,-4.4e-05,-0.00012,-0.000122,-0.000131,6.3e-05,4.9e-05,-0.007765,3.9e-05,-2e-06,-7.3e-05,-6.3e-05,-9.9e-05,-0.000157,-0.000186,-0.000217,-0.007969,-0.000195,-0.000159,-7.3e-05,7e-06,6.6e-05,-0.007887,-2e-05,-1.2e-05,-1.5e-05,-4e-06,-1.4e-05,-3e-05,-0.0,4e-06,3e-06,0.0,1e-06,0.0,0.0,1e-06,0.0,-1e-06,0.007824,-1.6e-05,-3e-06,-7e-06,-2.5e-05,-1.2e-05,-1.4e-05,-0.0,-4e-06,4e-06,-1e-06,-1e-06,0.0,1e-06,0.0,-0.0,1e-06,2e-06,3e-06,2e-06,2e-06,1.7e-05,-1.1e-05,2e-06,-4e-05
-0.005839,-0.000381,3e-06,4e-06,3e-06,2e-06,9.4e-05,-5e-06,-0.005535,5.7e-05,-0.005468,-0.004577,-0.010069,-0.009655,-0.003531,-0.002559,-0.002775,-0.002427,-0.002548,0.001351,0.000206,-9.5e-05,-0.00025,-0.000377,-1.3e-05,1e-05,2e-06,-2e-06,-1e-06,0.000138,-7e-06,6.4e-05,-8.2e-05,-7.4e-05,7e-06,8e-06,-1e-06,-1e-06,-0.0,0.0,1e-06,3.9e-05,-5e-06,-2.3e-05,2e-06,3e-05,-8e-06,-0.000297,-0.000109,7e-06,-4e-05,9e-06,-0.000188,-0.000387,-0.001084,-0.001118,-0.001094,0.000562,-0.005103,0.000732,0.000354,-1.9e-05,-0.00065,-0.000581,-0.000897,-0.001423,-0.001688,-0.001967,-0.001034,-0.001784,-0.00143,-0.000663,6.3e-05,0.000585,-0.000203,-0.000173,-0.000109,-0.000137,-2.9e-05,-0.000134,-0.000263,-5e-06,3.4e-05,1.7e-05,-8e-06,1e-06,0.0,1e-06,2e-06,6e-06,4e-06,-0.000324,-0.000115,-2.4e-05,-5.7e-05,-0.00022,-0.000105,-0.000126,3e-06,5e-06,5.8e-05,-2e-06,-1e-06,-2e-06,-4e-06,3e-06,-2e-06,-3e-06,-2e-06,-2e-06,-1e-06,-1e-06,0.000136,-0.000119,1e-06,-0.000371
0.003753,-0.000491,4e-06,4e-06,3e-06,2e-06,0.000119,-1.1e-05,0.004137,6.8e-05,0.004226,0.005377,0.009678,0.010108,0.006713,0.007953,0.007668,0.008106,0.007943,0.001711,0.000259,-0.00012,-0.000318,-0.000481,-1.8e-05,1.2e-05,2e-06,-7e-06,-7e-06,0.000171,-1.1e-05,8e-05,-0.000104,-9.7e-05,9e-06,9e-06,-4e-06,-2e-06,-2e-06,-2e-06,-2e-06,4.9e-05,-6e-06,-3e-05,3e-06,3.7e-05,-1e-05,-0.000379,-0.000138,1.1e-05,-5.3e-05,8e-06,-0.00024,-0.000493,-0.001375,-0.001419,-0.001289,0.000714,0.004696,0.000943,0.000449,-2.2e-05,-0.000826,-0.000737,-0.00114,-0.001813,-0.002151,-0.00251,-0.001314,-0.00228,-0.001831,-0.000847,8.2e-05,0.000751,-0.000253,-0.000219,-0.000137,-0.000176,-3.6e-05,-0.000172,-0.000337,-7e-06,4.3e-05,2.3e-05,-1.1e-05,2e-06,2e-06,-2e-06,2e-06,8e-06,7e-06,-0.000418,-0.000145,-3.2e-05,-7.5e-05,-0.000286,-0.000137,-0.000164,2e-06,9e-06,7.8e-05,-1e-06,1e-06,-1e-06,-5e-06,6e-06,0.0,-3e-06,-3e-06,-3e-06,-2e-06,-2e-06,0.000175,-0.000154,1e-06,-0.000479
-0.035762,-0.000117,-8.1e-05,-4.7e-05,-4.2e-05,-0.000342,-0.000122,-0.000105,-0.036521,0.010187,-0.036367,-0.037141,5.069739,-0.076964,0.005781,-0.028096,-0.041317,-0.041006,-0.040728,-0.001532,0.000261,0.000232,0.000162,0.000113,8.5e-05,6.2e-05,3.9e-05,2.5e-05,3e-05,2.5e-05,2.3e-05,2.3e-05,9e-06,3e-06,5e-06,1.1e-05,-0.005131,1.3e-05,9e-06,1.1e-05,1e-06,7e-06,1e-05,0.0,9e-06,6e-06,4e-06,6e-06,0.0,-6e-06,-3e-06,-4e-06,8e-06,4e-06,-0.000744,-0.002709,4.673307,0.000597,-0.03568,-0.001061,-0.000849,-4e-05,-0.00322,-0.000479,-7.3e-05,-0.000593,-0.000826,0.035941,-0.076203,-0.079891,-0.003628,0.000866,0.004356,-0.000221,-0.002035,-0.000214,-0.000173,-0.000116,-8.4e-05,-5.5e-05,-5.1e-05,-3.5e-05,-2.4e-05,-1.8e-05,-1.3e-05,-1.4e-05,-7e-06,-8e-06,-8e-06,-1.1e-05,-1.2e-05,0.000976,-3e-06,-1.1e-05,1e-06,-5e-06,-6e-06,2e-06,-6e-06,-4e-06,-8e-06,-1e-06,-0.000272,4e-06,1.4e-05,-0.000189,-8.4e-05,-6.1e-05,-4.3e-05,-4e-05,-4.1e-05,-4.1e-05,-4.4e-05,-3.9e-05,-3.1e-05,-3e-05
