0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
0.011768,0.012514,0.005722,0.017598,0.005943,0.006589,0.005761,0.00557,0.000359,-0.000458,-0.006274,0.000439,-0.000281,-0.000347,-0.000377,-0.000562,0.000175,0.000283,-0.006424,-0.000497,-0.006522,-0.000699,0.000151,0.006059,0.001075,0.000253,0.000224,0.000236,-0.000234,-0.000199,0.000552,-0.000236,-0.000417,0.00049,-0.000172,0.006432,-0.001306,0.00442,0.005363,0.005452,0.005552,0.005719,-4.8e-05,-6e-05,0.005646,0.005561,0.005377,-0.000534,0.005326,0.005275,0.005391,0.005503,-0.000303,0.005659,0.00646,0.000671,0.000622,-0.00031,-0.000339,-0.000612,-0.005543,-0.005457,-0.006194,-0.010956,-0.006131,-0.005976,-0.006072,-0.000253,-0.000249,-0.000452,0.006162,0.000248,0.000124,0.00025,0.000126,0.005932,0.000353
0.002064,-0.003984,0.002482,0.003468,0.000526,-0.004481,0.002016,0.003537,-0.002618,0.003664,0.002218,-0.003258,0.002216,0.002747,0.002992,0.004455,-0.001165,-0.002034,0.003644,0.003954,0.00454,0.005616,-0.000977,-0.000686,-0.008163,-0.001815,-0.001571,-0.001667,0.001835,0.001566,-0.004164,0.001879,0.003315,-0.003661,0.001361,-0.003792,0.010076,0.011535,0.004242,0.003503,0.002699,0.001427,0.00036,0.000438,0.001925,0.002533,0.003824,0.003871,0.004098,0.00438,0.003497,0.002697,0.00213,0.001545,-0.004135,-0.00476,-0.004457,0.002123,0.002337,0.004212,-0.002422,-0.002997,0.002316,-0.005514,0.001963,0.000894,0.001626,0.001851,0.001834,0.003341,-0.002346,-0.001807,-0.000917,-0.001869,-0.000955,-0.000729,-0.002601
0.000358,0.003627,0.001178,0.000781,-0.00019,0.003811,0.000843,0.001902,0.005652,0.002532,0.002071,0.005204,0.001524,0.001888,0.002052,0.003048,0.006615,0.006019,0.003004,0.002682,0.003597,0.003781,0.006697,0.006369,0.009234,0.006125,0.006284,0.006214,0.001211,0.001032,0.004566,0.001237,0.002176,0.004893,0.000892,0.004294,-0.000698,-0.000258,0.002244,0.001762,0.001238,0.000412,0.000228,0.000278,0.000736,0.00113,0.001958,0.002494,0.002129,0.002303,0.001734,0.001218,0.001356,0.00048,0.00404,0.004143,0.004338,0.001352,0.001488,0.002677,0.006125,0.005758,0.001956,0.00466,0.001729,0.001054,0.001508,0.00116,0.001147,0.002082,0.005168,0.005982,0.006528,0.005937,0.006497,0.00616,0.005488
0.23722,-0.0602,-0.000636,0.025984,-0.012798,0.206691,0.225975,0.002758,-0.050398,0.002681,-0.000494,-0.058565,0.206302,0.000254,0.208412,0.000115,-0.889785,0.135416,0.154985,0.020051,-0.009684,-0.010947,0.023863,-0.042125,0.486097,-0.030357,-0.057411,-0.059415,2e-05,0.119654,-0.04718,-0.000132,-0.013756,-0.052806,5.2e-05,-0.033894,0.03907,0.024839,-0.011865,0.005451,0.002169,0.002258,-0.016481,-0.016521,0.004418,0.002751,0.004658,-0.014187,0.004569,-0.012081,0.005162,0.008917,0.003536,0.01745,-0.030594,-0.035507,-0.460565,0.02563,-0.034544,-0.030442,-0.055308,-0.047405,0.021685,0.003942,0.006042,0.002187,9.5e-05,0.002271,0.000366,0.002594,-0.025484,-0.011621,-0.03386,-0.035107,-0.030243,-0.033168,-0.004147
-0.179519,0.125165,-0.013924,-0.065356,-0.009741,-0.185236,-0.169251,-0.028012,0.117228,-0.017485,0.019205,-0.051321,-0.127582,-0.016632,-0.14532,-0.016448,-2.375101,-0.193543,-0.221908,-0.023329,0.003086,-0.016605,-0.050813,-0.018354,-0.332446,-0.020785,-0.000746,0.119655,0.000603,-0.099403,-0.001932,0.000517,0.105119,0.132748,0.000148,-0.005674,-0.027601,0.079765,0.089572,-0.033609,-0.015337,-0.015416,0.122457,0.122494,-0.032995,-0.015659,-0.033182,0.104652,-0.011048,0.089293,-0.033469,0.043556,-0.018527,-0.020194,-0.007858,0.008476,0.285854,0.036859,0.03133,0.007685,0.028638,0.039879,-0.008431,0.249246,-0.005983,0.032897,-0.002983,-0.017815,-0.000527,-0.018068,0.051202,0.047615,-0.010203,-0.014013,3e-05,-0.029002,0.071902
-0.072879,-0.067934,0.032277,0.061279,0.029806,-0.12239,-0.123078,0.057544,-0.14804,0.023836,-0.029827,0.012907,-0.112583,0.02318,-0.090446,0.023071,1.145517,-0.085434,0.037308,-0.040076,-0.004851,0.012121,-0.042071,0.035173,-0.263994,-0.023885,-0.002482,-0.149033,0.001571,-0.056395,0.005343,0.001189,-0.132346,-0.173179,0.00044,0.011306,0.040786,-0.085723,-0.103991,0.05163,0.029073,0.02899,-0.155953,-0.15588,0.051721,0.029033,0.05153,-0.133429,0.041263,-0.104409,0.051357,0.167293,0.021903,0.032922,0.010085,-0.019233,0.282326,0.162882,0.040109,0.063266,0.007073,-0.021258,-0.00101,0.383284,-0.009435,0.009566,-0.007954,0.021635,-0.000943,0.021894,0.149067,-0.024837,0.003892,0.005689,-0.001392,0.034842,0.012703
-0.023707,-0.024877,-0.024616,-0.018353,-0.017246,-0.017738,-0.01061,-0.004726,0.001067,0.005689,0.011224,-8.2e-05,0.000927,0.005212,-0.001689,-0.001614,-0.001571,-0.00124,-0.001281,0.00487,0.004692,-0.000983,-0.000895,-0.000314,-0.005656,-0.000294,-0.000253,-2.7e-05,-0.000465,-0.000662,-0.000656,-0.000695,-0.001003,-0.001049,-0.002614,-0.001574,-0.00137,-0.001351,-0.008768,-0.001805,-0.008122,-0.008202,-0.001533,-0.001543,-0.007454,-0.001299,-0.001106,-0.001093,-0.000608,0.004951,0.001029,0.006333,0.007332,0.013779,0.014666,0.015254,0.010051,0.015838,0.021399,0.016157,0.010834,0.015719,0.019753,0.015154,0.008557,0.00745,0.000424,-0.007139,-0.007598,-0.006442,-0.007084,-0.001254,0.000396,0.002783,-0.003037,0.001915,0.002891
-0.011238,-0.0167,-0.016164,-0.017661,-0.012257,-0.013152,-0.00653,-0.005517,-0.001346,-0.005946,-0.005566,-0.000156,0.005024,-0.003527,-0.0031,-0.002959,-0.002881,-0.002274,-0.00235,-0.004192,-0.004523,-0.001801,-0.001638,-0.000576,0.002763,-0.000535,-0.000461,-4.8e-05,-0.000844,-0.001204,-0.001195,-0.001263,-0.001823,-0.001906,-0.008079,-0.002854,-0.002479,-0.002442,-0.006133,-0.003254,-0.001596,-0.00172,-0.002752,-0.002772,-0.000344,-0.002327,-0.001984,-0.001959,0.002256,-0.00417,0.005184,-0.001698,0.003458,0.002019,0.007004,0.008152,0.015235,0.012701,0.009755,0.013402,0.017003,0.009552,0.000561,0.005283,0.002954,-0.002519,-0.005829,-0.010229,-0.011113,-0.005506,-0.006737,-0.009083,-0.002505,0.008749,0.011051,0.003716,0.008948
0.039017,0.043301,0.043691,0.042941,0.038661,0.038106,0.026848,0.019805,0.006944,0.004165,-0.003279,-0.000105,-0.004641,-0.002108,-0.001949,-0.001865,-0.001816,-0.001437,-0.001491,-0.002537,-0.002749,-0.001147,-0.001043,-0.000368,0.001633,-0.000337,-0.00029,-2.7e-05,-0.000537,-0.000769,-0.000765,-0.000809,-0.00117,-0.001223,0.002667,-0.00184,-0.0016,-0.001579,0.003754,-0.002113,-0.001209,-0.001299,-0.001803,-0.00182,-0.000412,-0.001534,-0.001311,-0.001297,-0.006468,-0.002572,-0.004529,-0.000933,-0.005469,-0.006298,-0.010882,-0.010115,-0.013533,-0.015012,-0.016774,-0.014501,-0.012295,-0.009159,-0.007052,-0.004077,0.002032,0.006306,0.011816,0.016676,0.016124,0.011949,0.011174,0.009797,0.006167,-0.002224,-0.000872,0.002348,-0.002107
0.07175,0.03124,1.470541,0.215493,-0.007312,-0.052224,-0.150593,-0.102435,-0.031604,-0.026352,0.006997,-0.005177,0.031685,0.00579,-0.000602,7.3e-05,3.7e-05,2.6e-05,0.005773,0.00662,0.000313,1.5e-05,-0.00067,1e-06,0.009046,0.000572,5.2e-05,-1.1e-05,-1.4e-05,-6e-06,-0.000669,-5e-06,0.003938,-7e-06,-0.03302,0.003945,2.1e-05,0.002115,-0.029411,-0.000831,-0.00283,-0.004812,-0.00256,-0.003417,0.002638,2.9e-05,3.7e-05,1e-05,0.031658,0.000329,-0.050408,0.010538,0.241614,2.333046,-0.320652,-0.01795,-0.307898,-0.059319,2.516004,2.755298,-0.540931,-0.443289,-0.567522,3.195901,-0.187931,3.734544,-0.379755,0.055348,-0.158406,-0.320488,-0.370578,0.034978,4.045363,1.224867,-0.604746,-0.37869,0.014741
