0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.010306,0.010494,0.003348,0.009184,0.009792,0.003348,0.003129,0.004046,-0.001515,-0.000495,-0.000845,-0.00546,-0.01101,-0.004695,-0.015769,-0.009543,-0.009791,-0.003952,-0.00436,0.000901,4.2e-05,0.005903,0.011232,0.005927,0.011812,0.017536,0.018118,0.018167,0.018277,0.019012,0.019317,0.012706,0.017711,0.01763,0.0166,0.011601,-0.000403,6.3e-05,7.1e-05,-0.000124,-0.005415,0.000496,0.000573,0.000188,-0.006751,-0.00672,-0.000705,-0.00084,-0.000962,-0.000542,-0.000322,-0.000126,-0.000135,-0.000227,-0.001058,-6.9e-05,-0.000969,0.004937,-0.000787,-0.000585
0.018282,0.016083,0.020673,0.023846,0.018506,0.018782,0.019915,0.012973,0.008056,0.001043,0.003862,-0.006379,-0.009863,-0.011058,-0.018642,-0.019569,-0.017991,-0.016045,-0.013108,-0.006895,-0.000658,0.000951,0.00614,0.00036,0.001481,0.003298,-0.001369,-0.001928,-0.00304,-0.007774,-0.009613,-0.005644,0.000831,0.001123,0.0074,0.000829,0.001311,-0.001178,-0.001212,-0.000168,-0.003966,-0.003461,-0.003894,-0.001821,0.004029,0.003888,0.003813,0.00456,0.005224,0.002935,0.001738,0.000677,0.001482,0.002753,0.008018,0.001984,0.007584,0.008053,0.006637,0.005565
0.013006,0.019224,0.023115,0.024682,0.028213,0.028608,0.029193,0.031571,0.036007,0.038465,0.032674,0.033757,0.031923,0.030608,0.026849,0.025831,0.02687,0.027595,0.029404,0.025272,0.021631,0.02202,0.017205,0.021519,0.021667,0.022159,0.026661,0.026314,0.025648,0.023062,0.022075,0.017516,0.013421,0.013566,0.00976,0.013801,0.007767,0.006468,0.006454,0.00699,0.005429,0.00529,0.005072,0.006136,0.002463,0.002387,0.001947,0.002317,0.002648,0.001482,0.000872,0.000337,-0.006285,-0.012677,-0.017033,-0.013069,-0.017242,-0.017395,-0.017721,-0.018283
0.034453,0.000871,-1.191937,-0.3939,-0.070188,0.094743,0.201696,0.074117,0.174701,0.016661,-3.745164,0.268366,0.229646,0.134561,0.322781,0.198649,0.234973,0.107597,0.21626,0.237403,-0.040296,-0.114273,-0.077209,-0.098833,-0.096658,-0.051414,0.245677,0.186483,0.185387,-0.144678,-0.154006,1.554206,-0.062427,-0.062178,-0.026057,0.058063,-0.033718,-0.03625,-0.035309,0.086051,0.000436,-0.050097,0.188618,0.382266,0.270427,-0.012583,0.005653,0.004792,0.004703,6.4e-05,0.008798,-0.002769,1.979572,0.095095,0.106219,0.708767,-0.10263,0.828337,0.075027,0.727475
-0.212477,-0.210972,-2.095836,-0.864133,-0.224525,-0.45277,-0.653756,-0.377549,-0.668518,-0.353201,-0.952448,-0.793932,-0.732248,-0.582855,-0.894404,-0.718765,-0.684599,-0.578617,-0.317597,-0.59276,-0.2058,-0.02569,0.042394,-0.053705,-0.068779,-0.142822,-0.499401,-0.490174,-0.486785,-0.03743,-0.033268,1.895133,-0.06258,-0.062763,-0.068203,-0.205957,-0.020757,0.005382,0.005845,-0.157468,-0.106993,0.011473,-0.27699,-0.547435,-0.348558,0.017312,-0.009178,-0.010711,-0.010806,4e-05,0.010298,-0.017789,1.936869,1.327317,0.432571,0.5615,0.497121,0.684692,0.728424,0.928752
0.304927,0.280344,1.908732,0.867077,0.289507,0.103613,-0.035484,-0.080559,-0.113777,-0.183615,-4.105257,-0.370096,-0.32433,-0.208957,-0.331745,-0.16915,-0.334467,-0.015883,-0.03647,0.017602,0.134387,0.054599,-0.075708,0.068127,0.097199,0.087076,-0.401665,-0.193225,-0.188584,0.06214,0.069196,-1.024976,0.096441,0.096165,0.117052,-0.02982,0.030426,-0.02091,-0.021468,-0.088686,0.102708,0.01515,-0.193875,-0.314293,-0.210095,0.004936,0.023977,0.024176,0.024177,2.7e-05,-0.005773,6.8e-05,-0.572224,0.078636,0.641447,1.234841,-0.354064,1.065636,0.147368,1.147173
-0.027498,-0.037096,-0.04723,-0.053055,-0.058525,-0.067409,-0.067775,-0.06232,-0.061656,-0.056341,-0.057425,-0.052967,-0.0484,-0.049162,-0.049834,-0.039499,-0.023984,-0.018458,-0.012797,-0.00549,-0.003638,-0.000694,0.0055,-0.00104,-0.000502,0.000403,-0.000535,-0.000399,-0.000305,-0.000111,-0.000163,-0.000259,0.000513,0.000915,0.006538,0.005728,0.005924,0.005859,-4.8e-05,0.005988,4e-06,5e-06,3e-06,-0.000421,0.005233,-0.000791,0.004727,0.00421,0.010055,0.003614,0.009426,0.00918,0.008614,0.008342,0.002288,0.003083,-0.003756,-0.00903,-0.003406,-0.009032
0.031696,0.044772,0.046054,0.039336,0.031969,0.009487,0.007415,0.003025,0.007598,0.010359,0.006992,0.001192,-0.000396,-0.002194,-8e-06,-0.006457,-0.019772,-0.022259,-0.024414,-0.022946,-0.015233,-0.00499,-0.006283,-0.009195,-0.00793,-0.00581,-0.011405,-0.011091,-0.01088,-0.01043,-0.01055,-0.010792,-0.005571,-0.001214,-0.003917,-0.005848,-0.001972,-0.002131,-0.000117,-0.001833,6e-06,4e-06,1e-06,-0.001015,-0.003657,-0.001913,-0.004908,-0.0062,-0.008441,-0.00773,-0.010137,-0.010785,-0.012304,-0.013071,-0.011267,-0.005891,-0.00942,-0.002006,-0.008503,-0.005394
0.007122,0.016352,0.03256,0.043179,0.052743,0.060131,0.058529,0.055329,0.050323,0.036731,0.034615,0.031002,0.022512,0.021426,0.015223,0.011328,0.010744,0.009222,0.00788,0.008769,0.005889,0.004568,0.003797,0.009639,0.01043,0.011742,0.015985,0.016187,0.016338,0.016631,0.01657,0.016438,0.011941,0.006906,0.005275,0.004123,-0.001196,-0.001293,-7.7e-05,-0.001116,-3e-06,-4e-06,-5e-06,-0.000609,-0.002205,-0.001145,-0.002959,-0.003744,-0.005112,-0.004688,-0.006176,-0.006582,-0.007543,-0.008066,-0.006983,-0.011436,-0.005924,-0.009124,-0.005404,-0.003496
-4.385161,-0.490359,0.00169,-0.076782,-0.110776,1.124524,0.987009,0.439742,-0.144693,-0.135131,-0.156475,-0.140831,-0.12153,-0.465492,-0.472721,-4.51375,-0.123543,-0.109012,0.07122,0.299381,0.165566,0.397556,0.334199,0.31588,-0.084744,-0.07488,-0.102074,-0.098934,-0.105239,0.122488,-0.103258,0.117388,-0.040443,0.073428,0.077546,-0.042274,0.000982,0.001177,0.000165,0.001091,0.001389,0.000247,6.7e-05,-0.000687,0.000291,-0.000694,0.028742,0.329063,1.1034,0.329618,1.103452,0.026627,0.096432,3.69044,3.651789,1.983531,1.61383,0.016907,-0.2501,-0.024229
