0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.001253,0.00074,0.00054,0.000745,0.000989,-0.000402,-0.000207,0.000539,0.000462,-0.000261,0.000207,0.001046,0.00065,0.001473,0.001637,0.001732,0.000233,-0.000209,-0.00015,-0.000317,-0.00025,0.000492,-0.006882,-0.001021,-0.001391,-0.00142,-0.001263,-0.001129,0.000229,-0.000549,-0.000631,-0.000338,-8.2e-05,0.006325,0.006142,0.006155,-0.00013,-0.000302,-0.000905,-0.000888,-0.000593,0.000116,-0.006182,-0.006308,0.00066,-0.005393,-0.00564,-0.006481,0.000258,-0.000496,0.000538,0.000247,0.00038,-0.000195
-0.007708,-0.004284,-0.003579,-0.004287,-0.005139,0.001387,0.000709,-0.003544,-0.003266,0.000895,-0.002406,-0.006984,-0.003951,-0.008492,-0.009071,-0.009409,-0.002502,-0.000953,-0.001158,-0.000567,-0.0008,-0.00505,-0.00207,0.001936,0.003255,0.003365,0.002815,0.002335,-0.004105,0.000289,0.00058,-0.000456,-0.001363,0.000472,0.001114,0.001059,-0.001181,-0.000559,0.003195,0.003141,0.002099,-0.000414,-0.002539,-0.002098,-0.002385,-0.005411,-0.004544,7.9e-05,0.000676,0.005003,-0.000332,0.000731,0.000252,0.003928
0.0112,0.00531,0.005788,0.005305,0.004739,0.000933,0.000474,0.005818,0.006006,0.000601,0.006634,0.011707,0.005548,0.010705,0.010321,0.0101,0.006527,0.00756,0.007421,0.00781,0.007648,0.013009,0.007489,0.009437,0.010275,0.010334,0.00995,0.009611,0.013567,0.008281,0.008456,0.007788,0.007209,0.007735,0.008137,0.008098,0.007314,0.007701,0.002,0.001964,0.001312,-0.000254,-0.000963,-0.00069,-0.001484,-0.00276,-0.002224,-0.007379,-0.007629,-0.012965,-0.008274,-0.007609,-0.007918,-0.013666
-0.027991,0.032116,-0.004648,-0.094673,-0.036814,0.019151,0.080155,0.023173,-0.656429,0.0662,-2.213732,-0.060311,-0.018142,0.019423,-0.022039,0.075983,-0.032185,-0.038954,-0.03433,-0.014624,0.233467,0.179444,-0.026922,0.029752,-0.036822,-1.9e-05,-0.040573,-0.008135,-0.072632,-0.042888,0.057697,-0.030814,0.161519,0.036741,-0.038525,-0.033507,-0.033972,0.074528,-0.004489,0.071153,0.062726,0.01233,0.166046,0.198671,0.074028,0.166885,-0.003439,-0.045302,-0.060874,-0.112502,0.041027,0.038182,0.105246,-0.250107
-0.33444,-0.452121,-0.350084,-0.737517,-0.148004,-0.186475,-0.350226,-0.281308,0.003566,-0.2777,1.021096,-0.076878,-0.100795,-0.356048,-0.201534,-0.540961,-0.125807,-0.043923,-0.050466,-0.070865,-0.762314,-0.70668,-0.010525,-0.184065,-0.000687,-0.109469,0.009445,-0.077439,0.00915,-0.002601,-0.25601,-0.016974,-0.52321,-0.208019,-0.006744,-0.020883,-0.009875,-0.298435,0.013457,-0.194602,-0.168214,-0.030917,-0.427337,-0.510165,-0.233111,-0.414781,0.018766,0.222847,0.234545,0.444573,-0.012649,-0.001295,0.56497,0.866572
0.467946,0.448579,0.444447,-0.346659,0.307047,0.185102,0.083776,0.074577,-1.415581,0.112048,-4.791951,0.138629,0.153695,0.024172,0.094506,-0.025545,0.390724,0.205339,0.172259,-0.013899,-0.091735,-0.269668,-0.056935,-0.055364,0.008927,0.001454,0.013451,-0.015086,-0.040787,0.007891,-0.081194,0.003783,-0.193746,-0.027447,0.040447,0.03404,0.003152,-0.09291,0.008573,-0.030522,-0.05658,-0.005042,-0.17753,-0.207223,0.102941,-0.206395,-0.02811,0.033121,0.072445,0.171297,-0.014647,-0.007711,0.129423,0.115159
-0.000328,-0.000364,8e-06,-0.006671,6e-06,-0.00673,-1e-06,2e-06,0.000109,0.00013,0.000237,0.000315,0.000144,4.7e-05,3.2e-05,8.4e-05,-0.000102,4.9e-05,5.5e-05,0.000271,6.6e-05,-8e-06,-9e-06,-2e-05,4.6e-05,1.9e-05,5.8e-05,8.1e-05,-8e-06,-3e-06,-1.3e-05,6e-06,-0.0,2e-06,-1e-06,-1.8e-05,0.006683,-2e-06,2e-06,-2e-06,-1e-06,0.000107,-1e-06,1e-05,1e-06,2e-06,-8e-06,3e-06,-1e-06,0.0,0.0,8e-06,0.000172,0.000175
-0.001625,-0.001794,3.1e-05,0.001072,2.9e-05,0.000786,3e-06,1e-05,0.000527,0.000632,0.001148,0.001524,0.000698,0.000233,0.000151,0.000407,-0.000483,0.000238,0.00027,0.001308,0.000319,-4e-05,-2.9e-05,-9.6e-05,0.000225,8.9e-05,0.000285,0.000393,-3.5e-05,-2e-05,-8.4e-05,2.5e-05,-5e-06,4e-06,0.0,-8.1e-05,-0.000949,-3e-06,-0.0,-1.4e-05,-9e-06,0.000515,-2e-06,5e-05,-5e-06,-3e-06,-5.4e-05,3e-06,-4e-06,-3e-06,-1e-06,4.7e-05,0.000828,0.000841
-0.001014,-0.001121,2.1e-05,0.000776,2.2e-05,0.000595,6e-06,8e-06,0.00033,0.000396,0.000716,0.000952,0.000436,0.000147,9.7e-05,0.000254,-0.000299,0.000148,0.000169,0.000813,0.000199,-2.6e-05,-1.9e-05,-5.9e-05,0.000139,5.6e-05,0.000178,0.000244,-2.1e-05,-1.4e-05,-5.4e-05,1.4e-05,-3e-06,2e-06,1e-06,-4.9e-05,-0.000694,-2e-06,-0.0,-9e-06,-7e-06,0.000319,-2e-06,3e-05,-4e-06,-3e-06,-3.4e-05,1e-06,-2e-06,-1e-06,-2e-06,3e-05,0.000513,0.000522
-6e-06,-0.001603,0.003504,-0.000891,2.6e-05,-0.001001,-2.6e-05,-1e-06,-0.010447,0.000175,0.00163,0.00163,5e-06,4e-06,1e-05,-1.5e-05,5e-06,8e-06,1.7e-05,-1e-06,9e-06,9e-06,-1.7e-05,-1.7e-05,1e-05,2.4e-05,1.5e-05,-1.4e-05,-1.1e-05,-5e-06,-1.4e-05,8e-06,1e-06,-1.3e-05,9e-06,-3e-06,0.000974,2e-06,-1.2e-05,-2.2e-05,-1.1e-05,-3e-05,-1.4e-05,1.6e-05,2e-05,-0.033257,0.000581,-1.9e-05,-1.3e-05,-6e-06,3e-06,1.4e-05,0.01127,-9e-06
