0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
0.000124,0.006639,0.013343,0.013125,0.013656,0.014603,0.0138,0.01449,0.01498,0.008318,0.006539,0.006656,3e-06,-0.000104,-9.7e-05,-0.006943,-0.000337,-0.000326,-0.000524,0.000152,6.8e-05,0.000126,0.000263,0.0002,0.000186,0.000102,0.000102,0.000104,0.000464,-0.005919,-0.005867,-0.006702,-0.006807,-0.006793,-0.00023,-0.000236,-0.00024,0.006307,-0.000456,0.000416,0.000299,-0.000487,0.00035,0.000532,0.000553,0.000517,0.007052,-0.00035,-0.00048,0.006954,0.006064,0.006865,0.006978,0.000407,0.000574,-0.000152,0.000702,0.000809,0.006609,3.9e-05,-0.006642,-1e-06,3.7e-05,-0.000114,-5.1e-05,-0.000145,-9e-06,0.006605,0.006555,-4.5e-05,0.00666,0.00672,0.000202,0.000163,0.000534,-0.005952,0.00046,0.00034,0.000284,0.000398,0.000446,-0.00646,-0.000129,-0.000214,-0.006981,-0.006959,5.4e-05,-0.006383,-0.00618,-0.006884,-0.006472,-0.006847
-0.000934,0.001145,0.001821,0.003388,-0.000543,-0.007273,-0.001559,-0.006391,-0.009471,-0.010428,0.001805,0.001075,-1.6e-05,0.000641,0.000615,0.000755,0.002132,0.002061,0.003312,-0.001401,-0.000871,-0.001257,-0.002126,-0.001718,-0.001634,-0.001102,-0.001109,-0.001123,-0.003416,-0.006002,-0.006352,-0.000552,0.000162,7.7e-05,0.001512,0.001542,0.001563,0.003058,0.002969,-0.00308,-0.00232,0.00315,-0.002652,-0.003851,-0.003986,-0.003746,-0.002231,0.002251,0.003095,-0.001629,0.004467,-0.001081,-0.001821,-0.003032,-0.004099,0.000948,-0.004898,-0.005563,0.00097,-0.000251,-0.000774,-6e-06,-0.000243,0.000717,0.000318,0.000912,5.2e-05,0.000987,0.001302,0.000283,0.000657,0.000294,-0.00126,-0.001003,-0.003336,-0.005146,-0.002875,-0.002129,-0.001778,-0.002508,-0.002808,-0.001629,0.000804,0.001357,0.00119,0.001074,-0.000355,-0.002626,-0.003965,0.000949,-0.001811,0.000909
-0.000804,0.000203,3e-06,0.001335,0.006681,0.009631,0.005791,0.010373,0.007747,0.00773,0.000727,0.000108,-1.4e-05,0.000543,0.000524,0.001441,0.001813,0.001751,0.002805,0.007496,0.007935,0.007597,0.006861,0.007201,0.007265,0.0077,0.00769,0.007668,0.005774,0.00441,0.004123,0.000314,0.000899,0.000828,0.001245,0.001268,0.001279,0.001746,0.002425,0.006036,0.006654,0.00256,0.006379,0.005409,0.005299,0.005492,0.005972,0.001815,0.002491,0.00645,0.002839,0.006883,0.006284,0.006055,0.005206,0.000752,0.004571,0.004045,3.3e-05,-0.000201,0.00012,-5e-06,-0.000194,0.00057,0.000251,0.000724,4.1e-05,4.8e-05,0.000297,0.000222,-0.000217,-0.000509,-0.001003,-0.0008,-0.002659,-0.003365,-0.002303,-0.001708,-0.001428,-0.002016,-0.002263,-0.000662,0.000655,0.001098,0.001716,0.001619,-0.000279,-0.001361,-0.002443,-0.007016,-0.009259,-0.015635
-0.014424,-0.012499,-0.010508,0.005931,0.063015,0.254492,0.303204,-0.058337,-0.069198,0.077673,-0.014593,-0.003631,-0.014832,7.7e-05,-0.014246,-0.001106,0.002378,0.00018,0.008387,-0.041601,-0.018318,0.149747,-0.046066,0.144846,0.07223,0.04599,-0.048342,-0.044438,-0.051731,-0.051698,-0.040453,-0.008195,-0.00134,-0.012648,-0.000234,-0.011038,0.000844,0.002392,0.002393,-0.036166,-0.034137,0.002185,-0.034226,-0.034147,-0.038921,-0.037166,-0.034804,-0.00631,0.002073,-0.044924,0.232669,-0.045047,0.483254,-0.037198,-0.0365,0.000149,-0.036228,-0.036264,0.002063,2.5e-05,-0.002028,2.6e-05,2.4e-05,0.002152,3.3e-05,3.8e-05,1.8e-05,0.002485,0.002179,7e-05,0.002156,0.002177,-0.001783,9.2e-05,-0.021444,-0.003892,0.013753,-0.005715,0.371878,0.287156,0.4529,2.370613,0.082413,-0.385758,-0.130732,-0.014765,-0.012794,-0.016125,-0.018209,0.032175,0.015866,0.125574
0.109752,0.094484,0.079252,-0.047055,0.160862,0.678074,0.559314,-0.153048,-0.016407,-0.132825,0.093997,-0.010273,0.107942,8e-05,0.010664,0.018053,-0.01517,0.000232,-0.01403,-0.00302,-0.028937,-0.172667,0.01427,-0.16861,-0.105454,-0.085357,-0.002712,-0.006232,0.016581,0.031954,0.024477,0.020046,0.016409,0.01356,0.001411,-0.002614,0.003227,-0.014586,-0.014964,0.007399,-0.007919,-0.015148,-0.00798,-0.007856,0.002905,0.007887,-0.027462,0.004683,-0.014917,-0.016927,-0.236714,-0.014116,-0.476558,-0.00561,0.007317,0.000106,0.006899,0.006859,-0.015146,1.9e-05,0.01523,9e-06,1.8e-05,-0.014761,2.2e-05,2.7e-05,6e-06,-0.014614,-0.015082,3.9e-05,-0.015128,-0.015114,0.015172,7e-05,0.001676,0.030317,-0.006737,0.011503,-0.372519,-0.26347,-0.446285,1.325997,-0.066733,0.372246,-0.091722,0.118626,0.104671,0.117827,0.132689,0.023164,0.14065,0.068263
-0.164715,-0.135664,-0.106489,0.083232,-0.072762,-0.45203,-0.264607,0.217485,0.019807,-0.105403,-0.136394,0.031049,-0.166209,0.00021,0.002421,-0.030291,0.024188,6.3e-05,-0.015997,0.006718,-0.016255,-0.110336,-0.024844,-0.108442,-0.07062,-0.054931,-0.001342,-0.001672,-0.018081,-0.045253,-0.047561,-0.026742,-0.028961,-0.04845,0.000617,-0.019018,-0.000507,0.029628,0.024736,-0.019499,0.00479,0.024589,0.004607,0.00461,-0.029735,-0.019418,0.023987,0.001881,0.02477,0.031752,-0.078821,0.036558,-0.238599,0.005769,-0.019524,0.000319,-0.019916,-0.019994,0.029355,7.5e-05,-0.029195,4.2e-05,2.7e-05,0.024646,9.4e-05,6.5e-05,4.8e-05,0.02918,0.029413,0.000138,0.029412,0.029449,-0.024396,0.000197,-0.062696,-0.053597,-0.045794,-0.034043,-0.265987,-0.211366,-0.362195,4.86902,0.277618,0.258532,-0.074269,-0.198959,-0.170394,-0.198847,-0.223577,-0.033797,-0.228109,0.094386
0.006671,-0.000333,-0.000252,-0.000145,0.007144,0.007147,0.007215,0.007149,-0.000105,0.00702,3e-06,-0.0,0.007225,0.007145,-1.7e-05,0.007028,0.007028,0.006963,-0.000138,0.00694,-0.000271,-0.000184,-0.00019,-7.9e-05,0.000101,7.2e-05,-2e-06,0.000227,4.9e-05,1e-06,-0.007156,8e-05,5e-06,-9.5e-05,-8e-06,4.5e-05,-1e-06,-8e-05,0.007149,1.5e-05,6.8e-05,-2e-06,0.0,-1e-05,9.1e-05,2e-05,7.2e-05,5.6e-05,0.00023,0.000428,-0.006419,0.000817,-0.005633,0.001988,-0.004818,0.002961,0.003058,0.002972,0.003181,0.003204,0.002874,0.002427,0.001688,0.008058,0.00051,0.000345,0.000122,-8.4e-05,-0.000351,-0.000494,-0.000218,-0.007175,-0.00017,-7e-06,-0.00021,-0.006893,-3e-06,-5e-06,5.8e-05,-1e-06,-9.7e-05,4e-06,4e-06,5.7e-05,-7e-06,-2e-05,-0.006942,6.1e-05,0.000303,-0.006322,-0.005662,0.001187
-0.003105,-0.001701,-0.001287,-0.000741,-0.000752,-0.000727,-0.000379,-0.000711,-0.000534,-0.001385,1.4e-05,6e-06,-0.000303,-0.000726,-9.2e-05,-0.001361,-0.001364,-0.001711,-0.000739,-0.001861,-0.001468,-0.001,-0.001034,-0.000441,0.000543,0.000388,-7e-06,0.005683,0.000256,-5e-06,0.000689,0.00042,1.9e-05,-0.00052,-4.4e-05,0.000241,0.0,-0.000432,-0.00073,8.6e-05,0.000373,-1.1e-05,-3e-06,-6.3e-05,0.000503,0.000103,0.000397,0.000308,0.001256,0.002343,0.00465,0.004442,0.008812,0.010782,0.01309,0.016099,0.012327,0.01194,0.0175,0.017756,0.01608,0.009278,0.005189,0.001469,-0.001394,-0.002331,-0.003596,-0.004767,-0.010616,-0.011436,-0.005538,-0.004989,-0.005268,-1.6e-05,-0.005505,0.000965,-5e-06,-2e-05,0.000326,-6e-06,-0.000536,1.8e-05,1.2e-05,0.000327,-4.3e-05,-0.000113,0.000707,0.000344,0.001702,0.004133,0.007752,0.00229
-0.003057,-0.001776,-0.001344,-0.000775,-0.000611,-0.000587,-0.000225,-0.000574,-0.000563,-0.001285,9e-06,1e-06,-0.000162,-0.000606,-0.000101,-0.001272,-0.001279,-0.001644,-0.000778,-0.001808,-0.001542,-0.001052,-0.00109,-0.000467,0.000569,0.000405,-8e-06,-0.003907,0.000271,-3e-06,0.00058,0.000443,2.2e-05,-0.000545,-4.6e-05,0.000254,1e-06,-0.000454,-0.000624,8.9e-05,0.000392,-1.2e-05,-4e-06,-6.7e-05,0.000528,0.000108,0.000416,0.000323,0.001317,0.002456,0.004714,0.004637,0.008961,0.011103,0.013279,0.016306,0.021892,0.021256,0.017109,0.017122,0.015294,0.01805,0.014088,0.010628,0.007883,0.007016,0.005848,0.004772,0.008551,0.007803,0.00407,0.004515,0.004324,-1.4e-05,0.004106,0.000824,-4e-06,-1.6e-05,0.000302,-6e-06,-0.000492,1.7e-05,1e-05,0.0003,-4.1e-05,-0.000106,0.000585,0.000318,0.001566,0.003731,0.00703,0.011202
0.000984,8e-06,-1.2e-05,-5e-06,0.000989,0.001007,0.001006,0.001006,-0.002453,0.001012,-2e-06,9e-06,0.000975,0.001002,3e-05,0.001022,-0.001982,0.000623,1e-05,-0.002028,-0.000391,-6e-06,-0.002016,-0.000123,1.1e-05,3.3e-05,2.8e-05,0.035129,1.7e-05,1.3e-05,-0.00094,5.4e-05,-7e-06,1.4e-05,-7e-06,-1.2e-05,-1.6e-05,-3e-05,0.000979,-0.003039,-0.000408,4.2e-05,5e-05,2.9e-05,1.7e-05,3.5e-05,-2e-06,-7e-06,0.000383,0.000364,-0.001763,0.006591,-2.412322,0.005412,0.006111,0.013195,-0.110407,-0.021492,0.009514,0.012129,-0.06218,-0.027507,-0.034815,-0.033154,-0.034831,-0.034803,-0.035344,-0.03705,-0.070531,-0.072659,-0.04141,-0.03733,-0.027768,-0.000349,-0.037906,-0.001309,-0.00308,-0.005436,-0.000797,-5e-06,1e-06,1.9e-05,-0.0,-6e-06,-2.4e-05,1.3e-05,-0.001008,-1.2e-05,-2.6e-05,-0.003668,-0.000123,-0.035639
