0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.007544,-6.8e-05,-8.6e-05,0.007301,0.00722,0.015319,0.014545,0.015172,0.015184,0.015888,0.007675,0.008302,0.008211,0.01567,0.007442,-0.000117,-4.1e-05,-3.3e-05,-9.3e-05,-0.006732,-0.006729,0.00074,0.000102,0.000845,-0.006337,-0.006825,-0.007455,-0.007427,0.000659,-0.000121,0.000513,0.00033,0.000217,8.6e-05,1.4e-05,-3.4e-05,-9e-06,3.5e-05,-0.000462,-0.000208,9.2e-05,-0.000513,-0.000264,-0.000843,-0.000672,-0.008572,-0.00166,-0.002331,-0.001492,-0.002208
0.000829,0.000753,0.000922,0.003317,0.004037,0.000287,0.0066,0.001391,0.001087,-0.004547,5e-06,-0.004871,-0.004154,-0.002959,0.001591,0.001156,0.000508,0.000452,0.000941,-0.006301,-0.006296,-0.005408,-0.000626,-0.006251,-0.009369,-0.005798,-0.001057,-0.001262,-0.005036,0.000976,-0.003827,-0.002325,-0.001415,-0.000362,0.000238,0.000602,0.000391,3.7e-05,0.003734,0.001669,-0.000761,0.003795,0.001793,0.006156,0.004778,0.007321,0.012153,0.017285,0.010793,0.016311
-9.9e-05,0.000913,0.001118,0.002911,0.003771,0.008862,0.005706,0.010127,0.009715,0.013653,0.009506,0.014345,0.015154,0.01539,0.011259,0.011862,0.011074,0.010994,0.011523,0.014746,0.014738,0.014603,0.009632,0.013622,0.01121,0.004905,-8.9e-05,-0.000317,0.004667,0.001095,0.006021,0.007694,0.008698,0.009849,0.010503,0.010874,0.01061,0.01021,0.004072,0.001816,-0.000826,-0.006007,-0.008193,-0.013595,-0.015113,-0.021489,-0.027492,-0.032071,-0.02913,-0.03333
-1.579562,0.026066,0.012557,0.021912,-0.001034,-0.341397,-0.921715,-0.10021,-0.038589,-0.051649,-0.017887,-0.066014,-0.066472,-0.064481,-0.032097,0.079301,-0.034963,-0.034139,-0.030723,0.195789,0.02867,0.281263,0.757041,0.264723,-0.027104,0.39124,0.166049,0.033566,0.188407,-0.023047,-0.035628,-0.053324,-0.047249,-0.039631,-0.034767,-0.033913,-0.037683,-0.036366,-0.001311,8.7e-05,-0.000369,0.03327,0.429604,0.179796,0.069627,1.278358,0.140205,0.162591,0.151732,0.090499
-1.11056,-0.110515,-0.112289,-0.133989,-0.005038,-0.638428,-1.877958,-0.308041,-0.187276,-0.132104,-0.12572,-0.029195,-0.029493,-0.044766,-0.022364,-0.166965,-0.005081,-0.006812,-0.021232,-0.341027,-0.148282,-0.499412,-0.127824,-0.636614,-0.168814,-0.323077,-0.225187,-0.046975,-0.301445,0.02179,-0.011056,0.012481,0.007047,-0.012862,-0.005583,-0.006808,-0.012024,-0.02668,-0.01859,-2.7e-05,0.014479,0.004124,0.616259,0.169831,0.015994,1.870062,-0.002214,0.106234,0.002611,0.224526
-0.196458,0.188179,0.176601,0.223236,0.033,0.66966,1.953259,0.401323,0.279524,0.212239,0.203544,0.039292,0.03937,0.068521,0.034338,-0.096666,0.005438,0.005375,0.029125,-0.252248,-0.114389,-0.278203,-0.755857,-0.156298,0.065194,-0.291863,-0.172105,-0.073509,-0.201963,0.006543,-0.041769,0.012214,0.01089,0.033944,0.006561,0.005782,0.009563,0.034873,0.028986,0.000328,-0.025724,-0.002607,-0.556408,-0.138937,-0.012836,-1.687297,0.031984,-0.146106,0.001689,-0.063397
-0.007466,-0.007604,0.000128,1.5e-05,-1.9e-05,-2e-06,-5.3e-05,-9.8e-05,-2.9e-05,-7.1e-05,-5.8e-05,1.7e-05,2e-06,-0.007777,3e-06,-0.0,-3e-06,-6e-06,0.0,5.5e-05,7.8e-05,0.000132,0.000238,0.008069,0.000321,0.00035,0.000409,0.000465,0.008349,0.008341,0.00843,0.008356,0.008288,0.008198,0.00027,0.007877,1e-06,-3.2e-05,-5.1e-05,1.4e-05,0.0,2e-06,2e-06,6.6e-05,2e-06,-4.7e-05,-7e-05,-3.2e-05,-1.2e-05,3e-06
-0.001778,-0.009007,-0.004401,-0.005556,-0.00014,-5e-06,-0.000528,0.004792,-0.000285,-0.000718,-0.000598,0.000164,3.2e-05,0.000884,4e-05,4e-06,-1.1e-05,-5.4e-05,1e-06,0.000559,0.000798,0.001358,0.002444,0.002241,-0.002516,0.003662,0.004341,-0.000931,-0.000206,0.005871,0.000955,0.006418,0.005893,-0.001062,0.003284,0.001405,2.8e-05,-0.000379,-0.00063,0.000171,-6e-06,-4e-06,-2e-06,-0.005446,-7e-06,-0.000579,-0.000875,-0.000413,-0.000146,2.6e-05
0.009016,0.010997,0.005595,0.004125,-0.000178,-5e-06,-0.000671,-0.005091,-0.000365,-0.000914,-0.000762,0.000208,4e-05,0.00118,4.9e-05,5e-06,-1.6e-05,-7.1e-05,-1e-06,0.000709,0.001015,0.001726,0.003099,0.002782,0.007963,0.004611,0.005449,0.009913,0.010717,0.007199,0.01209,0.007795,0.007102,0.009484,0.003984,0.001586,2.8e-05,-0.000464,-0.000768,0.000206,-8e-06,-8e-06,-4e-06,0.004259,-1e-05,-0.000704,-0.001063,-0.000503,-0.000179,3.1e-05
-0.006694,1.341189,0.039881,-0.03159,-0.000177,-0.000244,-0.000208,0.034731,-9.4e-05,-7.1e-05,-0.00082,-3.7e-05,-2.7e-05,-0.000236,-2.1e-05,-1.7e-05,-1.5e-05,-1.8e-05,-7e-06,-6e-06,-4e-06,-5e-06,0.000777,0.001756,-0.034841,0.000786,0.000787,-0.034067,-0.037444,0.008014,0.113085,0.023354,-0.003835,-0.041564,0.00153,0.039,2.4e-05,1.8e-05,0.000233,1.7e-05,2e-06,-3e-06,-5e-06,-0.03566,-3e-06,-4e-06,-0.000788,3e-06,-0.0,-7e-06
