0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152
-0.015104,-0.021507,-0.022008,-0.02202,-0.028452,-0.028092,-0.028095,-0.02729,-0.026952,-0.032867,-0.0327,-0.044488,-0.037647,-0.037168,-0.030636,-0.017514,-0.004328,-0.004203,0.002362,0.008678,0.008703,0.008839,0.015315,0.01544,0.015358,0.008809,0.014587,0.01427,0.014141,0.007783,0.007733,0.001781,0.001717,0.001622,0.00161,0.001556,0.001765,-0.004013,-0.004256,0.0018,0.001695,0.001677,-0.004447,0.001011,0.000701,0.000709,0.000729,0.000977,0.000657,-0.005129,0.000562,0.000559,-0.005187,-0.005115,-0.005069,-0.010735,-0.004954,-0.010518,-0.010468,-0.016281,-0.010553,-0.010254,-0.010158,-0.009915,-0.004435,-0.004543,-0.010264,-0.004734,-0.004725,-0.004981,-0.005056,0.000381,0.000306,0.000381,0.000386,0.000442,0.00046,0.000488,0.000663,0.000835,0.000808,0.000975,0.000784,-0.004532,0.000736,0.000686,0.00068,0.000585,0.000303,0.000127,2.9e-05,-0.00558,-0.000475,-0.000728,-0.000429,-0.000257,0.005333,-0.000193,-0.005827,-0.006313,-0.006395,-0.000927,-0.000621,-0.000559,-0.000337,-0.000457,-0.000211,0.005482,-0.000342,-0.000383,0.004706,-0.001242,-0.001824,-0.001968,-0.001828,0.004359,-0.000659,0.005254,0.000201,0.0062,0.000659,0.000717,0.001005,0.006649,0.006956,0.007199,0.00714,0.007333,0.007216,0.012615,0.011945,0.006291,0.006327,0.005872,0.005912,-0.005217,0.000107,7.9e-05,6.5e-05,6.8e-05,-0.005454,-0.005403,0.000219,0.000152,-7.3e-05,-0.000137,-0.000239,-0.000266,-0.000254,-0.0005,-0.000811,-0.001152,-0.001232
0.01225,0.01109,0.017985,0.017639,0.017815,0.01453,0.019996,0.008648,0.005077,0.00551,0.01,0.006358,0.011828,0.015959,0.016845,0.020666,0.018492,0.019902,0.015769,0.01823,0.019391,0.014334,0.003727,-0.001362,-0.001662,0.001343,-0.002139,0.003192,0.002142,0.006901,0.006744,0.006814,0.005347,0.00299,0.002709,0.001393,-0.005721,-0.004025,0.002125,-0.004796,-0.007334,-0.007807,-0.003329,0.000336,0.004955,0.005185,0.005757,-0.000448,0.004082,0.003196,0.001699,0.001587,0.001263,0.00269,0.003366,0.004189,0.00516,0.007041,0.007501,0.013484,0.013273,0.007869,0.008986,0.003163,0.00083,-0.00092,-0.002971,-0.004003,-0.003957,0.000586,-0.000593,-0.00273,0.004342,0.005368,0.005451,0.006232,0.006492,0.006941,0.001285,-0.004456,-0.004792,-0.002419,0.003109,-0.002053,0.00241,0.001687,0.001583,0.000194,0.004404,0.001866,0.000439,-0.001158,-0.006795,-0.002153,-0.006084,-0.003637,-0.002733,-0.002729,-0.004092,-0.002528,-0.003553,-0.004553,-0.008417,-0.00758,-0.00461,0.001752,-0.002894,-0.001477,0.003345,-0.005173,0.003953,0.007131,0.007177,0.005163,0.006995,-0.001325,-0.009023,-0.0053,-0.005312,-0.00854,-0.007039,-0.006224,-0.002138,0.00637,0.002588,0.006707,0.015204,0.010371,0.008967,-0.001911,-0.003633,-0.005593,-0.014884,-0.003768,-0.003131,-0.003634,0.002085,0.0015,0.001206,0.001242,0.001598,0.002453,0.003858,0.002698,-0.001244,-0.002405,-0.004184,-0.004682,-0.004479,0.000723,0.004754,0.008256,0.006764
-0.038176,-0.038639,-0.041601,-0.041918,-0.041364,-0.035856,-0.031499,-0.024161,-0.018831,-0.009704,-0.005991,0.008543,0.01245,0.015593,0.015754,0.017694,0.022955,0.023865,0.027881,0.028865,0.029476,0.033098,0.040095,0.043757,0.043348,0.037883,0.034916,0.030811,0.029917,0.025749,0.025441,0.025788,0.024719,0.023184,0.022949,0.022086,0.025064,0.026352,0.022663,0.025408,0.024008,0.023743,0.019525,0.014057,0.009475,0.009576,0.009822,0.013524,0.008918,0.008847,0.007687,0.007618,0.007854,0.008537,0.00884,0.009626,0.009659,0.01091,0.011101,0.007516,0.006948,0.011079,0.011552,0.015499,0.014012,0.013224,0.012716,0.011868,0.011888,0.007258,0.006744,0.005416,0.001858,0.002294,0.002317,0.002637,0.002737,0.002911,0.00707,0.011209,0.011073,0.01205,0.007786,0.012595,0.007476,0.007171,0.00712,0.006558,0.001741,0.000735,0.000174,-5.1e-05,-0.00269,-0.007334,-0.002428,-0.001458,-0.001506,-0.001099,-0.001244,-0.007142,-0.007568,-0.008419,-0.003488,-0.003154,-0.001928,-0.005849,-0.001216,-0.001032,-0.005181,-0.00219,-0.011926,-0.016769,-0.023351,-0.02424,-0.023444,-0.014288,-0.004057,-0.002797,0.004274,0.009102,0.0102,0.010576,0.012406,0.009073,0.014047,0.01577,0.012685,0.017084,0.016433,0.01801,0.010769,0.010379,0.013179,0.004612,0.004875,0.005479,0.000841,0.000603,0.000488,0.000502,0.001047,0.001388,0.001543,0.001074,-0.000496,-0.000957,-0.001669,-0.001871,-0.001795,-0.006251,-0.011167,-0.016285,-0.016884
-0.02917,-0.886019,-0.559368,-0.062191,0.252205,0.151137,-4.429268,-0.059894,-3.876165,-0.790398,0.15194,-3.427141,0.316359,0.333307,-0.028091,-0.94524,0.279423,-0.03127,0.400072,0.315587,0.124407,0.105064,0.08137,0.130769,0.109323,0.347598,-0.32199,0.001703,0.017764,0.041594,0.14604,-0.041644,0.138858,0.145367,0.413114,0.115262,-0.205174,0.124324,0.045822,0.241847,-0.064574,0.34377,0.024859,-0.102703,-0.549521,-0.040785,-0.032427,-0.078631,-0.039089,-0.039396,-0.041596,-0.046076,-0.037781,-0.035173,0.027364,-0.054775,-0.035277,0.007428,-0.046372,-0.021992,-0.008977,0.265012,-0.047586,0.229838,0.218848,-0.088803,0.283031,-0.082958,0.366913,0.006618,-0.023848,-0.03579,0.001933,0.0019,-0.009954,-0.009975,0.001783,-0.008313,-0.045046,0.077377,0.07071,0.244825,-0.046145,-0.084944,-0.031953,-0.037385,-0.032995,-0.03877,-0.000588,5.5e-05,-0.015028,-0.001048,-0.001737,0.022223,-0.001779,-0.001894,0.002011,-0.003914,-0.006199,0.019894,0.030425,0.364276,-0.004506,-0.002068,-0.004409,0.02752,0.012125,0.00612,0.022638,-0.00852,0.014595,-0.433314,-0.146794,-0.27466,-0.002128,0.073915,-0.005392,-0.000596,0.507729,-0.007466,0.033129,-0.080794,-0.076094,0.151383,-0.081459,-0.072132,-0.027165,-0.072153,-0.004347,0.019569,-0.090199,0.264194,0.066077,0.162647,0.398576,-0.059328,0.005723,0.00158,0.001633,0.004528,0.001078,-0.001548,0.003123,-0.012113,-0.001744,-0.00176,-0.001774,-0.004178,-0.0281,-0.107282,-0.120632,-0.320478,-0.422674
1.162248,-0.437113,-1.350083,-0.252238,-0.227179,-1.563334,-3.235323,-1.49176,-2.652922,-1.941373,-1.264479,-2.274143,-0.812976,-0.736452,-1.237098,-2.512337,-0.796037,-0.304085,-0.513338,-0.333982,-0.182926,-0.205025,-0.359883,-0.525758,-0.398316,-0.564166,-1.030798,-0.222635,-0.240059,-0.205745,-0.303887,-0.140664,-0.273528,-0.27046,-0.520369,-0.245166,-1.104134,-0.272287,-0.160114,-0.380195,-0.08672,-0.48212,-0.044554,0.11681,-0.704619,0.094116,-0.01726,-0.000787,0.001492,-0.006759,0.003463,-0.007518,0.018131,0.014677,-0.060747,0.125595,-0.006296,-0.034935,0.022119,0.001266,-0.008674,-0.213408,0.008383,-0.314884,-0.308523,0.030929,-0.352711,0.014032,-0.452149,-0.053996,-0.010391,-6.5e-05,-0.013808,-0.013905,0.0842,0.08411,-0.0141,0.069695,0.004403,0.059813,-0.159517,-0.393953,0.009877,0.023777,-0.011734,-0.002518,-0.015124,-0.002576,0.000919,0.000171,0.024895,0.014275,0.013789,0.096641,0.013792,0.013664,-0.015225,-0.004167,0.026453,0.040231,0.018687,-0.404922,0.016729,0.014343,0.024241,0.017216,-0.009078,-0.019395,0.09745,0.03427,0.052619,0.540686,0.349492,0.535426,0.079111,-0.017128,0.026786,-0.001622,0.66143,-0.169787,-0.12564,0.011126,-0.002591,-0.249456,-0.004747,-0.025638,-0.058648,-0.038434,-0.122183,-0.180562,-0.002346,-0.428069,-0.194071,-0.258392,-0.505661,0.047268,-0.008218,0.001707,0.001733,0.004825,0.018528,0.015733,-0.012074,0.093399,0.013546,0.013551,0.013535,0.011012,-0.012193,0.186672,0.21724,0.487606,0.605117
0.488093,2.524791,2.184289,1.014067,0.236302,0.731163,-1.56076,0.538976,-2.446509,-0.273037,1.032457,-3.304852,0.167046,-0.003178,0.466502,1.767691,0.172755,0.407949,-0.215461,-0.287495,-0.152189,-0.217319,-0.117218,-0.334955,-0.146828,-0.293457,0.282059,-0.004072,-0.006815,-0.033269,-0.083323,-0.053639,-0.089633,-0.120554,-0.26396,-0.119136,0.091964,-0.194969,-0.137264,-0.236196,-0.075869,-0.284378,-0.292451,-0.153223,0.351563,-0.135895,0.033872,0.005957,0.008808,-0.015904,0.008901,0.028835,-0.021656,-0.021747,-0.075238,-0.197582,-0.017438,-0.072672,-0.025813,-0.011659,-0.002876,-0.361435,-0.003394,-0.198244,-0.190789,-0.060719,-0.272704,-0.034427,-0.259014,-0.074197,-0.053261,0.010403,0.026687,0.026381,-0.146605,-0.146924,0.025518,-0.122264,-0.001537,0.44762,-0.112043,-0.245155,0.009158,-0.017436,-0.010745,0.01047,0.03469,-0.006151,0.000987,0.000708,0.028465,-0.029172,-0.02523,-0.18223,-0.025323,-0.025228,0.029207,0.001563,-0.053468,-0.064107,-0.036896,-0.28638,-0.024765,-0.024724,-0.004771,0.015508,0.007179,0.028687,-0.182118,0.009537,0.108096,0.516323,0.227405,0.379496,0.330146,0.007699,-0.052894,0.001344,-0.355147,0.096889,-0.106927,-0.029982,0.002291,-0.060576,0.046331,0.071917,0.113705,0.096034,0.044426,-0.002312,0.038894,-0.259876,-0.154061,-0.109548,-0.222846,-0.046093,0.026904,0.001543,0.001147,-0.000498,-0.029621,-0.028787,0.025313,-0.174953,-0.025206,-0.025239,-0.025282,-0.024396,0.189411,0.090886,0.156977,0.251274,0.317777
-0.014247,-0.007599,-0.000902,-0.007339,0.00572,0.005923,0.006271,-0.000145,-0.006227,0.000317,0.000379,0.000316,0.000155,0.000389,-0.012354,-0.012304,-0.024984,-0.018684,-0.025113,-0.031583,-0.031708,-0.025546,-0.02567,-0.025744,-0.025816,-0.0194,-0.012977,-0.012871,-0.006413,-0.006306,1e-06,-0.006389,-1.7e-05,-5.9e-05,-0.000104,-2.5e-05,5.4e-05,-0.0,-2e-06,-2.7e-05,-0.000138,-0.000151,-0.000198,-0.000101,-0.000105,-3.7e-05,4e-06,-0.006396,-0.006416,-8.9e-05,-0.000136,-0.006583,-0.006567,-0.000113,-0.000174,-0.000173,-0.000234,-0.000261,-0.000244,-0.000219,-0.006517,-2.2e-05,-1.8e-05,-0.000149,-8.4e-05,-0.000112,0.006342,-0.000121,-0.000135,-2.2e-05,-8.5e-05,1e-06,0.0,1e-06,1.1e-05,-6e-06,-0.0,9e-06,-0.0,-1.6e-05,-7e-06,-1e-06,-1e-06,-3e-06,-1.4e-05,-4e-05,-5.4e-05,-2e-06,3.2e-05,-2e-06,-0.0,-8.9e-05,-1.5e-05,-6.1e-05,-3.6e-05,-2.1e-05,-3.6e-05,-3.2e-05,-2e-06,-1.3e-05,1e-06,0.000101,1.2e-05,0.000163,0.0,-4e-06,1e-05,-1e-06,-0.000102,-6e-06,0.000182,1.1e-05,4.7e-05,-0.006415,-1e-06,-8.5e-05,-3e-06,-4e-06,-0.0,-1e-06,1e-06,-0.0,7.5e-05,1e-06,2e-06,2e-06,2e-06,-1e-06,1e-06,-1e-06,-0.000154,-3e-06,6.1e-05,0.0,-3.4e-05,-3.3e-05,-3.7e-05,-0.00011,-0.000211,-0.000199,-5.8e-05,6e-06,4.1e-05,1.3e-05,-1.2e-05,-8.8e-05,-5.4e-05,-1.1e-05,-5e-06,-1.6e-05,-0.00646,-0.00664,-0.006798
0.024854,0.0272,0.030468,0.031716,0.032831,0.023415,0.016895,0.013167,0.00402,0.00608,0.000423,0.006208,0.011614,0.007542,0.008392,0.00853,0.002611,0.00094,-0.006091,-0.007155,-0.008454,-0.010275,-0.010734,-0.010729,-0.01094,-0.005683,-0.00557,0.000133,0.000248,0.005797,2.7e-05,0.000465,-0.000142,-0.000484,-0.000854,-0.00021,0.00044,1e-06,1e-06,-0.000214,-0.001135,-0.001252,-0.001638,-0.000835,-0.000862,-0.000292,3.1e-05,0.000475,0.000319,-0.00072,-0.001098,-0.000993,-0.000854,-0.000915,-0.001392,-0.001371,-0.00187,-0.002071,-0.001947,-0.00175,-0.000315,-0.000178,-0.000152,-0.005719,-0.000646,-0.000886,-0.001081,-0.000965,-0.001078,-0.000189,-0.000676,1.1e-05,2e-06,1.1e-05,9.2e-05,-3.6e-05,4e-06,7.6e-05,-3e-06,-0.000128,-4.6e-05,-5e-06,6e-06,4e-06,-9.9e-05,-0.000309,-0.000435,-3.1e-05,0.000262,-1.4e-05,5e-06,-0.000685,-0.000118,-0.000483,-0.000286,-0.000177,-0.000294,-0.000261,-1.8e-05,-0.000109,3e-06,0.000801,9.3e-05,0.005828,4e-06,-3.1e-05,7.5e-05,-4e-06,-0.000808,-4.1e-05,0.005982,8.8e-05,0.000371,0.000543,-1.5e-05,-0.000668,-2.8e-05,-2.8e-05,9e-06,-2e-06,-0.0,-1e-06,0.000582,-5e-06,-3e-06,-2e-06,-1e-06,-1.7e-05,4e-06,2e-06,-0.005754,1e-06,0.000488,-7e-06,-0.00027,-0.000267,-0.000293,-0.000884,-0.001685,-0.001587,-0.000469,4e-05,0.000324,0.000113,-9.9e-05,-0.000688,-0.000411,-8.1e-05,-3.2e-05,-0.000138,0.00024,-0.001129,-0.002323
-0.038329,-0.036716,-0.034352,-0.033171,-0.032544,-0.023235,-0.0118,-0.006457,0.003267,0.004629,0.008459,0.004683,0.000604,0.005636,0.006618,0.006682,0.010641,0.009223,0.012208,0.011567,0.010611,0.009123,0.00878,0.008769,0.008613,0.004283,0.004232,0.000352,0.000312,-0.003681,2.9e-05,0.000455,-9.9e-05,-0.000351,-0.000622,-0.000154,0.000321,3e-06,4e-06,-0.000153,-0.000825,-0.000911,-0.001197,-0.000609,-0.000629,-0.000214,2.6e-05,0.000456,0.00034,-0.000523,-0.0008,-0.000621,-0.000521,-0.000668,-0.001018,-0.001006,-0.001375,-0.001522,-0.001434,-0.001291,-0.000133,-0.00013,-0.000111,0.003864,-0.000475,-0.000654,-0.000898,-0.000715,-0.000799,-0.00014,-0.0005,8e-06,1e-06,6e-06,6.8e-05,-2.7e-05,3e-06,5.7e-05,-3e-06,-9.5e-05,-3.4e-05,-4e-06,4e-06,3e-06,-7.3e-05,-0.000229,-0.000323,-2.4e-05,0.000191,-1.2e-05,4e-06,-0.000508,-8.9e-05,-0.000358,-0.000214,-0.000132,-0.000219,-0.000194,-1.2e-05,-8.2e-05,2e-06,0.000596,6.9e-05,-0.003778,4e-06,-2.3e-05,5.7e-05,-3e-06,-0.0006,-3e-05,-0.003664,6.3e-05,0.000276,0.000501,-1e-05,-0.000496,-2.1e-05,-2e-05,4e-06,-2e-06,-2e-06,-1e-06,0.00043,-5e-06,-2e-06,-2e-06,-3e-06,-1.4e-05,5e-06,2e-06,0.003832,1e-06,0.000364,-3e-06,-0.000198,-0.000197,-0.000218,-0.000657,-0.001253,-0.001182,-0.000348,3.1e-05,0.000243,8.4e-05,-7.1e-05,-0.00051,-0.000305,-5.9e-05,-2.5e-05,-0.000103,0.000277,-0.000744,-0.001634
-0.573109,-0.094603,-0.108457,-1.559659,-0.084934,-0.066212,-0.284788,-4.470835,-0.143865,-0.120329,0.272247,-0.299057,-4.108576,-0.013191,-0.030929,-0.011213,-0.037156,0.302657,0.30423,0.307979,-0.371668,-0.073018,0.336682,0.465002,-0.048675,-0.053224,-0.039005,-0.001766,-8.1e-05,0.038468,0.003914,-0.000621,0.000265,0.000192,0.000146,0.000113,7.5e-05,5e-05,5.1e-05,0.003484,0.050229,-0.008258,-0.000581,7.1e-05,-0.000453,3.7e-05,0.00348,-0.000961,-0.000973,0.003441,1.8e-05,-0.004202,0.002074,6.5e-05,-0.000436,-0.000446,-0.006069,-0.000503,-0.000425,-0.000433,-0.000943,2.5e-05,2.5e-05,-0.034635,3.3e-05,7e-05,0.001036,4.8e-05,-0.011905,-0.002302,0.002908,6e-05,4.4e-05,2.2e-05,1.5e-05,1.2e-05,1.2e-05,7e-06,9e-06,1.9e-05,7e-06,9e-06,2e-06,-1e-06,8e-06,6e-06,3e-06,6e-06,-9e-06,7e-06,3e-06,7e-06,1.1e-05,2e-06,-1e-06,6e-06,0.003367,-6e-06,-4e-06,0.000147,0.000118,0.000562,4.8e-05,0.035316,2.7e-05,2.3e-05,2.7e-05,1.4e-05,-0.00047,1e-06,0.035281,8e-06,3e-06,-0.000218,9.2e-05,-2e-06,-4e-06,-4e-06,-1.4e-05,0.0,0.00334,-1e-06,-3e-06,3e-06,3e-06,4e-06,1e-06,-4e-06,7e-06,-1e-06,-0.035273,1e-06,5e-06,1.5e-05,4e-06,5e-06,-1e-06,0.0,-0.000483,-0.000485,3e-06,6e-06,-2e-06,-8e-06,4e-06,0.0,-9e-06,-1e-06,-0.0,-0.000744,-0.116657,-0.035016,0.186832
