0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
-0.019121,-0.019675,-0.019402,-0.026663,-0.026694,-0.018105,-0.009601,-0.008958,-0.007909,0.000996,0.002175,0.002721,0.003207,0.003529,0.003806,0.003708,0.003893,-0.00362,0.003563,0.003058,0.002827,0.002692,0.002125,-0.005214,0.001511,-0.005689,0.001215,-0.005871,-0.006125,-0.005756,-0.005632,-0.005638,-0.012628,-0.012595,-0.00561,-0.005318,0.001373,-0.00564,-0.005614,-0.005708,0.001337,-0.005923,0.00082,0.000351,-0.000157,-0.000269,-0.000405,-0.000328,7.2e-05,0.000185,0.00057,0.000628,0.000707,0.000617,0.000801,0.00098,0.001022,0.000817,0.000792,0.000837,0.00083,0.000954,0.007634,0.001057,0.000878,0.000934,0.00123,0.001233,0.001285,0.001183,0.001116,-0.005717,0.000729,0.000586,-0.000177,-0.000683,-0.001542,-0.001726,-0.002513,-0.002845,-0.002651,-0.002175,-0.001999,-0.001474,-0.008221,-0.001595,-0.002298,0.004036,0.010298,0.01718,0.017469,0.03163,0.046806,0.054993,0.055707,0.062847
0.022282,0.025609,0.020329,0.016139,0.016673,0.011355,0.013031,0.011315,0.014538,0.018841,0.023337,0.021048,0.018831,0.01488,0.009783,0.009576,0.00358,0.001516,0.000342,0.0035,0.000755,-0.000889,0.000998,-0.001163,0.002094,0.00144,0.007323,0.007701,0.013363,0.008659,0.009864,0.009576,0.00967,0.009411,0.008672,0.003468,0.00835,0.007551,0.00767,0.006448,-0.000652,0.003517,0.001568,0.004319,-0.001838,-0.003213,-0.004889,-0.003958,0.00083,0.002199,-0.001573,-0.000816,0.000156,-0.000848,-0.007052,-0.004866,-0.004337,0.001676,0.001366,0.001933,0.00186,0.003434,0.010077,0.00482,0.011242,0.01204,0.007203,0.007345,0.00812,0.006895,0.006044,0.004497,0.001023,-0.000885,0.006507,0.008471,0.00582,0.003309,0.001687,0.006125,0.008672,0.006233,0.008607,-0.001799,-0.001433,-0.003028,-0.003093,-0.000512,0.000559,0.007867,0.002635,0.006983,-0.003297,-0.006522,-0.007176,0.002704
-0.058091,-0.065439,-0.061692,-0.055993,-0.055639,-0.041004,-0.028072,-0.018867,-0.00341,0.013825,0.030825,0.038779,0.046133,0.051044,0.055035,0.053687,0.05613,0.053397,0.051208,0.04389,0.04045,0.038516,0.030347,0.028426,0.021385,0.021162,0.016804,0.017536,0.013509,0.018247,0.019238,0.018877,0.019259,0.018849,0.01755,0.021881,0.016591,0.016208,0.016196,0.015072,0.017297,0.012378,0.010232,0.0037,-0.001575,-0.002754,-0.004199,-0.003409,0.000716,0.001897,0.007531,0.00817,0.008994,0.008129,0.011687,0.013537,0.013973,0.010207,0.00992,0.010376,0.010284,0.011549,0.007794,0.012599,0.009087,0.009647,0.014323,0.014345,0.014853,0.013805,0.013109,0.012298,0.009169,0.007712,-0.003444,-0.010324,-0.020735,-0.022669,-0.032454,-0.037649,-0.03572,-0.029244,-0.02741,-0.018749,-0.018048,-0.019907,-0.028856,-0.036016,-0.044719,-0.048156,-0.043765,-0.041368,-0.024739,-0.0103,-0.001948,0.006677
-1.062315,-1.832854,-1.235502,-1.273317,-0.916376,-0.50903,0.204486,0.387527,-1.228024,0.892932,1.090792,0.909398,0.798708,0.638701,0.112673,-0.045719,0.302351,0.020404,-0.031675,-0.123551,0.479096,-0.04977,-0.114488,0.036727,0.13071,0.286646,0.129782,-0.016535,-0.475581,0.56786,0.464338,0.567809,0.568622,-0.026099,-0.045601,-0.07937,-0.031428,-0.034329,-0.044791,-0.034915,-0.097538,-0.061947,0.071915,-0.005463,-0.018014,-0.004797,-0.001617,-0.001603,0.001752,-0.014829,0.453006,0.214209,-0.035163,0.210357,0.239211,0.025694,-0.020526,-0.029319,-0.035572,-0.032907,-0.03453,-0.032856,0.005532,-0.044693,0.005158,0.003448,-0.031204,-0.031186,-0.057551,-0.031511,0.569079,-0.038466,-0.040666,0.116154,0.421605,1.602057,2.021356,0.832537,0.101727,0.042725,-0.10966,-0.142745,-0.561864,-0.067032,-0.452584,-0.417954,-0.531789,-0.647149,-0.982212,-2.546913,-2.162997,-0.871909,-0.402031,-0.131552,-3.233475,-2.439061
0.789849,-0.373336,0.50797,0.57764,0.346127,0.102656,-0.237913,-0.433757,-5.11816,-0.555787,-0.931261,-0.884582,-0.861784,-0.646246,-0.3556,-0.038402,-0.280133,-0.153741,-0.024936,0.023245,-0.223342,-0.10047,0.068081,0.003963,-0.137659,-0.194533,-0.049003,-0.050097,-2.164807,-0.325758,-0.280533,-0.308654,-0.301619,-0.016705,0.090041,0.086361,-0.042264,-0.016166,0.087095,-0.001644,0.100822,0.10067,-0.068803,-0.010549,0.018946,0.01664,0.015531,0.015315,-0.014627,-0.000388,-0.261616,-0.151303,-0.033632,-0.148354,-0.16544,-0.068587,-0.03072,-0.028647,-0.001029,-0.016027,-0.001763,-0.016376,-0.043897,0.083201,-0.043209,-0.028797,-0.031027,-0.031035,0.071866,-0.030644,-0.240687,7.6e-05,-0.01383,-0.011054,-0.275955,-0.179286,1.543115,0.174669,-0.061508,0.193452,0.174424,0.174775,0.295136,0.118307,0.322577,0.277938,0.347842,-0.531918,0.327262,-2.156636,-0.290726,-0.114672,0.700946,-1.686702,-3.798884,-2.153456
1.68351,0.709153,1.747712,1.563249,1.099477,0.72402,0.27368,0.212137,-2.584952,-0.344832,-0.051665,0.041113,0.026098,-0.076996,0.183655,-0.10651,-0.307985,-0.009082,-0.15579,-0.090933,-0.301765,0.028868,-0.138203,-0.226325,-0.052126,-0.130018,-0.172034,-0.006372,1.733876,-0.149309,-0.124101,-0.173137,-0.167301,-0.017917,-0.139684,-0.132343,0.044486,0.028322,-0.141299,0.003366,-0.156878,-0.171865,-0.041729,-0.014698,-0.024738,-0.023429,-0.023804,-0.024065,0.024967,-0.005228,-0.156526,-0.096956,0.010208,-0.095189,-0.125501,-0.033937,-0.044705,0.017704,0.008647,0.033301,0.008169,0.032812,0.079281,-0.139045,0.0748,0.049877,0.057378,0.057363,-0.115709,0.057614,-0.319507,0.003608,0.032838,-0.23962,-0.127462,-0.841656,-1.359017,-0.103427,0.14607,-0.137825,0.125759,0.139138,0.433409,0.035788,0.127887,0.129483,0.010517,-1.348826,-0.069897,-4.370327,-6.344728,-1.952231,-3.253244,-0.219154,-4.423557,-5.05617
0.006396,0.006671,0.006674,0.006925,0.006605,0.006496,0.006237,0.006307,-0.000975,-0.008158,-0.015884,-0.02298,-0.030148,-0.037039,-0.044393,-0.044134,-0.051711,-0.044366,-0.044453,-0.037089,-0.03699,-0.036925,-0.029392,-0.029233,-0.028832,-0.02136,-0.028531,-0.021182,-0.013872,-0.013984,-0.014111,-0.006809,0.000208,-0.007277,-8.1e-05,-2.4e-05,7.4e-05,0.007301,0.007307,-1e-06,-6.5e-05,-0.0,2e-06,1e-05,-5e-06,6e-06,-1e-06,3.9e-05,3.3e-05,9.6e-05,7.9e-05,-3e-06,0.007302,0.00727,3e-06,0.007353,0.007351,0.000122,0.000118,0.000128,2.3e-05,-4e-06,-3e-06,7e-06,7e-06,-2e-06,4e-06,-1e-06,3.6e-05,3e-06,3.1e-05,6.5e-05,-0.0,0.007338,-1e-06,1e-06,-1.2e-05,-0.0,-2e-06,-5e-06,-3.4e-05,-4e-06,-2e-06,-1e-05,-5e-06,-3e-05,-2e-06,-1e-06,-0.0,-9e-06,1e-06,1.6e-05,-5e-06,0.0,-1e-06,-3e-05
0.017276,0.011418,0.011448,0.007245,0.014658,0.018569,0.022158,0.024117,0.02053,0.015458,0.022466,0.016416,0.010854,0.004035,0.003582,-0.003899,0.000519,-0.001085,0.005634,0.012089,0.012341,0.005906,0.007719,0.004232,0.001197,0.002113,0.003454,0.002872,-0.003135,-0.004325,-0.00556,-0.000576,-0.003407,-0.004596,-0.000632,-0.000166,0.00588,-0.000398,-0.00034,-1e-06,-0.00057,-6e-06,2e-05,8.6e-05,-5.6e-05,4e-05,-6e-06,0.000331,0.000294,0.000849,0.000704,-2.6e-05,-0.000349,-0.000622,3e-05,0.000121,0.000109,0.001132,0.001078,0.001199,0.000234,-4.4e-05,-2.4e-05,5.8e-05,6.2e-05,-4e-06,4.7e-05,-2e-06,0.000338,1.1e-05,0.000283,0.000608,-0.0,9.2e-05,-7e-06,-3e-06,-0.000123,4e-06,4e-06,-3.9e-05,-0.005896,6e-06,-2e-06,-9.8e-05,-4.1e-05,-0.00588,4e-06,8e-06,-2e-06,-0.000103,3e-06,0.000175,-5.3e-05,6e-06,4e-06,-0.000293
-0.033495,-0.029936,-0.030038,-0.024426,-0.026198,-0.021313,-0.016773,-0.014269,-0.007218,-0.002067,-0.003808,3.5e-05,0.004402,0.007064,0.006767,0.00816,0.002792,0.000307,-0.002394,-0.005705,-0.005547,-0.002692,-0.00075,0.005733,0.012623,0.013588,0.015131,0.014238,0.017614,0.01611,0.014591,0.009884,0.006538,0.005137,-0.000739,-0.000194,-0.003635,-0.00047,-0.000405,-4e-06,-0.000672,-1e-05,2.1e-05,9.8e-05,-6.9e-05,4.5e-05,-1e-05,0.000383,0.000342,0.000991,0.000821,-3.5e-05,-0.000434,-0.000754,3.1e-05,0.000108,9.3e-05,0.001317,0.001254,0.001395,0.000272,-5.7e-05,-3.1e-05,6.5e-05,7e-05,-5e-06,5.2e-05,-5e-06,0.000392,1.1e-05,0.000328,0.000705,-2e-06,6.1e-05,-9e-06,-9e-06,-0.000148,-1e-06,-1e-06,-4.9e-05,0.003609,5e-06,-3e-06,-0.000115,-4.8e-05,0.003633,-0.0,8e-06,-4e-06,-0.000121,3e-06,0.000207,-5.7e-05,1.2e-05,1.2e-05,-0.000336
0.137237,0.120578,0.104311,-0.058971,-0.034269,0.053071,-4.538239,0.131404,0.099642,0.249553,0.098462,0.062359,-4.663764,-0.242436,0.014883,-0.036729,0.109211,-0.005587,0.034123,-0.014558,0.07756,0.035133,0.021785,-4.826427,0.007135,-0.01348,0.086288,0.05718,0.090752,0.083868,0.152369,0.070346,0.184789,0.015358,0.00453,0.001988,0.036873,0.001987,0.001662,0.00055,-0.000147,0.000261,0.000209,0.000135,9.9e-05,8.2e-05,5.3e-05,3.8e-05,2.3e-05,0.000545,0.000542,2e-06,0.000984,0.00097,-1.3e-05,0.000981,0.000981,0.000499,-6e-06,-8e-06,-5e-06,1e-06,-0.003773,-3e-06,-2e-06,5e-06,1e-06,-9e-06,1e-06,4e-06,1e-06,5e-06,5e-06,0.000989,3e-06,5e-06,-1e-06,-3e-06,-1.5e-05,-6e-06,-0.035461,-8e-06,-6e-06,-1e-06,-9e-06,-0.035464,-1e-05,-0.000306,-0.000127,-9.6e-05,-9.3e-05,-0.000226,-0.000149,-0.0001,-8.6e-05,-7e-05
