0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0.000292,0.000153,0.007223,2.6e-05,0.007031,-0.000108,0.006972,-0.000202,0.006886,-1.3e-05,6.5e-05,-0.000479,-0.000407,0.000244,0.007232,0.007155,0.007181,0.007197,0.007254,0.007259,0.007185,0.006452,0.006499,0.007094,0.00633,-0.000919,-0.007257,-0.000244,0.000566,-7.5e-05,7.3e-05,0.000272,0.000459,-0.000209,-9.4e-05,3.4e-05,5e-06,0.000681,-2e-06,6e-05,0.000162,0.000386,0.000472,0.000516,0.000648,1e-06,0.000864,0.000897,0.000364,-0.000257,0.006772,0.005977,-0.001104,-0.000501,-0.000601,-0.000607,-0.007693
-0.001699,-0.000143,0.001484,0.001182,0.0034,0.002563,0.003634,0.00337,0.004279,0.00138,0.000532,0.004802,0.004045,-0.001316,0.000208,0.000948,0.00041,0.000315,-0.000449,-0.000365,0.00023,0.005981,0.005487,0.000803,0.006724,0.007906,0.001968,0.002648,-0.003791,0.001163,-0.00011,-0.001839,-0.003468,0.001759,0.000785,-0.000321,-6.7e-05,-0.005427,3e-06,-0.000539,-0.001442,-0.003402,-0.004168,-0.004542,-0.005728,-0.000662,-0.007107,-0.007846,-0.003756,0.001092,0.002051,0.008501,0.007907,0.003292,0.004148,0.004185,0.003632
0.007921,0.009473,0.010222,0.010753,0.012035,0.012062,0.012209,0.012746,0.012756,0.010754,0.009912,0.004585,0.003849,0.0081,0.008699,0.009388,0.008831,0.008755,0.007982,0.008097,0.008631,0.004706,0.004237,0.009116,0.005339,0.007219,0.011767,0.011524,0.014793,0.010135,0.008972,0.00742,0.005967,0.001562,0.000698,-0.000284,-5.9e-05,0.004202,3e-06,-0.000477,-0.001278,-0.003021,-0.003714,-0.004056,-0.005138,-0.009716,-0.006463,-0.007126,-0.01262,-0.017433,-0.017414,-0.02074,-0.020478,-0.015532,-0.01474,-0.01473,-0.014569
0.268472,0.294697,0.416352,-0.672596,-3.858057,0.303793,0.302642,0.101022,-0.036467,-0.899741,-0.203181,-0.147511,0.153126,-0.546369,-0.006024,-0.77843,-1.479115,-0.19659,-1.363806,0.002085,-0.176336,-0.02471,-0.54426,-0.026516,-0.00633,0.001741,0.321065,-0.031991,0.113504,0.074313,0.019834,-0.050299,-0.05037,-0.007253,-0.006415,0.003193,0.000825,-1.778136,0.000357,0.004626,-0.036953,0.012852,-0.000812,0.010457,0.008427,-0.233472,2.015684,0.073532,-0.011485,0.051109,0.01321,0.593589,-0.246163,-0.094474,-0.132867,-0.139249,1.837467
-0.919303,-0.77584,-0.972498,-1.111335,-1.468162,-0.722543,-0.803753,-0.297838,-0.11322,-0.26118,-0.186486,-0.280234,-0.593922,-0.660498,-0.060847,-0.347501,-2.159824,-0.211234,-2.373602,-0.077066,-0.190363,-0.021788,-0.673843,-0.141789,-0.014223,-0.020835,-0.437744,-0.015749,-0.229976,-0.151513,-0.088349,0.003072,0.015787,-0.011577,0.008589,0.003501,0.000676,-1.898035,0.000281,-0.004401,0.064457,0.002204,0.014668,0.010593,0.033583,0.351039,1.024754,0.043433,0.048623,0.104789,0.082916,0.527898,0.508873,0.252828,0.186035,0.269154,1.987559
-0.22132,-0.046127,-0.087267,0.280344,-3.511472,0.012352,-0.056749,0.087654,0.236505,-1.442753,0.145846,0.322736,-0.709276,0.39615,-0.002328,-1.460568,1.064437,0.133587,0.867106,-0.011958,-0.486574,0.00838,0.402588,0.013216,0.057308,0.051381,-0.232364,0.03015,-0.148421,-0.085813,-0.05572,-0.000179,-0.025662,0.016347,0.002904,-0.000568,0.000796,0.963076,0.000392,-0.000814,0.040835,-0.024455,-0.026257,-0.020974,-0.040183,0.180123,5.009773,0.085067,0.252443,0.056308,0.062777,1.675741,0.361183,0.162184,0.37015,0.18384,5.150125
0.007392,3.9e-05,-1.9e-05,2.3e-05,9.2e-05,0.007552,0.00016,0.007501,0.007534,9.4e-05,0.000115,0.000158,0.000114,0.000165,0.000122,0.000176,0.000156,0.000134,4.6e-05,3.9e-05,-1e-06,4.5e-05,8e-06,8e-06,6.6e-05,3e-06,-2.9e-05,-2e-06,0.0,-1e-06,-3e-06,-4e-06,-1e-06,-1e-06,1e-06,-1e-06,-1.8e-05,-2e-06,-1.1e-05,-3e-06,-4e-06,-3.1e-05,-2e-06,-2e-06,2.9e-05,1.8e-05,5e-06,3.5e-05,7.2e-05,6.5e-05,4.3e-05,1.5e-05,1.4e-05,-0.0,1e-06,5.6e-05,1e-06
-0.000387,0.000368,-0.005375,-0.005011,-0.004385,-0.00424,-0.003775,0.000584,0.000882,0.000888,0.001069,0.00147,0.001064,-0.003768,0.001163,0.001663,0.001472,0.001268,0.00045,0.000378,-0.005311,0.000423,7.5e-05,7.7e-05,0.000612,2.7e-05,-0.000273,-1.8e-05,5e-06,6e-06,2e-06,2e-06,1.6e-05,-4e-06,2e-06,2e-06,-0.000156,4e-06,-9.2e-05,5e-06,4e-06,-0.000257,-9e-06,9e-06,0.000316,0.000183,6.8e-05,0.000324,0.000668,0.000604,0.000396,0.000158,0.000126,-1e-05,2e-06,0.000515,-4e-06
-0.00044,0.000369,0.004342,0.004713,0.005346,0.00544,0.005964,0.000527,0.000826,0.000893,0.001074,0.001475,0.001068,0.005967,0.001166,0.001667,0.001473,0.001268,0.000448,0.000377,0.004421,0.000423,7.5e-05,7.9e-05,0.000611,2.8e-05,-0.000273,-1.8e-05,7e-06,7e-06,6e-06,6e-06,1.9e-05,-4e-06,2e-06,4e-06,-0.000154,7e-06,-8.8e-05,7e-06,7e-06,-0.000256,-9e-06,1e-05,0.000317,0.000185,6.7e-05,0.000322,0.000668,0.000601,0.000394,0.000156,0.000126,-8e-06,1e-06,0.000512,-5e-06
0.158235,0.033678,-0.035723,-0.029159,0.100868,0.174441,0.019244,0.018946,-0.007139,0.000316,0.00047,0.00157,0.000243,-0.035025,-0.005297,0.000194,0.000935,0.004141,0.000123,6.2e-05,-0.035554,6e-05,5.5e-05,6.3e-05,0.006344,0.005548,5.5e-05,5.4e-05,4.7e-05,4.7e-05,4.6e-05,3.9e-05,5.6e-05,4e-05,4.6e-05,4.5e-05,4.5e-05,2.5e-05,3.8e-05,0.000223,3.4e-05,9e-06,1.4e-05,1.2e-05,5e-06,0.002667,4.2e-05,1.7e-05,0.000217,2.4e-05,3.8e-05,0.007797,5.8e-05,2.5e-05,1.7e-05,1.9e-05,2.6e-05
