0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
-0.000772,-0.000391,-0.000762,-0.0012,-0.001203,0.005329,-0.001189,-0.001184,-0.006499,-0.006902,-0.006543,-2.2e-05,-8.1e-05,0.006141,0.006034,0.006137,2e-06,0.006086,-1.4e-05,0.006051,-5.9e-05,0.005984,0.011924,0.01189,0.005838,-0.000123,0.005888,0.005947,1.4e-05,0.005968,0.0064,0.006361,0.012851,0.007256,0.013151,0.013463,0.007832,0.001828,-0.00417,-0.009654,-0.015599,-0.01608,-0.0161,-0.016052,-0.022394,-0.010838,-0.010724,-0.011078,-0.005136,0.000349,-0.005874,0.00037,-1.8e-05,0.005807,0.005813,0.006231,0.000143,4.1e-05,5.2e-05,-0.000312,2.8e-05,2.4e-05,0.005518,0.011389,0.010969,0.011005,0.016448,0.016105,0.016207,0.021642,0.021048,0.015229,0.00364,0.003459,0.00466,-0.001298,-0.000121,-0.000265,-0.005604,-0.005223,-0.005342,-0.004893,0.001468,-0.003801,-0.003349,-0.003413,-0.003917,-0.003959,-0.010241,-0.004415,-0.010214,-0.010628,-0.004784,-0.010961,-0.011301,-0.011266,-0.005874,-0.005835,-0.005404,-0.005392,-0.011113,0.00037,0.000378,0.000393,2.1e-05,2.8e-05,-0.000377,-0.000369,0.010444,0.010423,0.004614,0.005021,0.005041,0.004942,0.011291,0.011315,0.005504,0.011385,0.010952,0.011399,0.005119,0.011316,0.005349,0.005788
0.022143,0.015817,0.021392,0.024004,0.020283,0.012279,0.014536,0.011602,-0.00277,0.002331,-0.003903,-0.008299,-0.005749,0.000125,0.003579,0.007859,0.009432,0.011266,0.011986,0.011546,0.01062,0.012286,0.012641,0.012572,0.011376,0.007604,0.005221,0.001454,-0.000853,0.000486,-0.004299,-0.002444,-0.006746,-0.012649,-0.008791,-0.009165,-0.01149,-0.011208,-0.010846,-0.016752,-0.017632,-0.010635,-0.007472,-0.005224,0.001489,0.006824,0.004161,0.008005,0.004427,0.007612,0.010652,0.000993,0.00416,0.002421,0.000863,-0.007974,-0.004939,-0.00683,-0.012556,-0.008293,-0.014459,-0.014923,0.003366,0.008872,0.014262,0.007909,0.013079,0.011267,0.00789,0.015337,0.024172,0.021338,0.015873,0.020154,0.011005,0.012955,0.003176,0.007362,0.001412,-0.00189,0.001793,-0.002552,-0.009707,-0.018292,-0.023614,-0.021783,-0.015053,-0.013508,-0.008474,-0.007249,-0.007688,-0.002036,-0.002676,0.001254,0.004107,0.0032,0.008799,0.008023,0.002395,0.001743,0.000433,-0.001124,-0.003727,-0.009839,-0.012912,-0.016744,-0.011137,-0.004824,0.013254,0.015974,0.01384,0.004474,0.005683,0.005207,-0.001216,-0.001245,-0.000943,-0.003235,0.00314,-0.001279,0.003996,0.002558,0.006315,0.001845
0.000155,0.003382,-0.000437,-0.00636,-0.008922,-0.007263,-0.012849,-0.014862,-0.009139,-0.013235,-0.009992,-0.005913,-0.004146,-0.000387,0.001949,0.005126,0.006697,0.007471,0.008319,0.007507,0.007342,0.007894,0.007653,0.007583,0.007173,0.005065,0.003007,0.000504,-0.000569,-0.000147,0.0041,0.005338,0.00932,0.013438,0.015531,0.022699,0.029034,0.029661,0.030332,0.034397,0.034304,0.03129,0.033135,0.034329,0.031414,0.026254,0.024542,0.019519,0.016988,0.011188,0.006197,0.007537,0.002233,0.000886,5.1e-05,0.002302,-0.002754,-0.003686,-0.006806,-0.011774,-0.008,-0.008282,-0.005625,-0.002984,-0.007071,-0.010619,-0.015226,-0.023349,-0.025272,-0.028575,-0.030501,-0.031675,-0.033971,-0.031406,-0.015294,-0.01365,0.001846,0.004477,0.008363,0.013585,0.015733,0.020198,0.022641,0.025175,0.029262,0.030359,0.027203,0.028106,0.024291,0.02453,0.024674,0.020681,0.019905,0.015381,0.009897,0.009404,0.004964,0.004532,0.008496,0.00815,0.007872,0.006282,0.004973,0.001907,-0.006527,-0.008507,-0.012654,-0.009444,-0.014727,-0.01329,-0.013968,-0.012018,-0.011297,-0.011627,-0.008435,-0.008472,-0.007914,-0.009584,-0.013138,-0.008574,-0.012276,-0.006467,-0.003954,0.000598
-3.891687,-0.333366,-4.034758,0.078935,0.133208,-1.164192,0.107596,-0.266265,0.451195,0.282893,-0.624532,0.324594,-2.824944,0.344598,-3.39504,0.573995,-0.532355,-0.603913,-2.349722,-2.30711,0.006533,-2.281122,-1.093562,0.170797,0.452491,0.414447,-0.187405,0.043926,0.356,0.606988,0.552009,0.09451,-1.119932,0.11541,0.354205,0.21186,0.27169,0.581271,2.209824,0.235794,0.154071,0.269982,0.230868,-0.00391,-0.116715,-0.0079,0.195529,-0.083073,0.310049,-0.043179,-0.00155,-0.032992,-0.010531,0.007595,0.002782,-0.035179,0.646477,0.21253,-0.008793,2.444975,2.091365,-0.319574,-0.14272,-0.374136,-0.347706,0.49712,-0.042865,0.047767,0.141755,1.061587,-0.376244,-0.008325,-0.622207,-2.444445,-0.533728,-0.4194,-1.754999,-0.082364,-1.862615,-0.090991,0.038952,0.288641,-0.055905,0.645357,0.552154,0.830116,0.079455,0.15197,0.068002,-0.077329,-0.030669,-0.094511,0.067728,-0.086511,-0.04911,-0.050922,-0.009892,-0.03518,-0.02237,-0.032413,-0.036979,-0.034716,-0.04879,-0.042982,0.020719,0.091214,1.248009,-0.545358,0.426183,-0.46821,0.166337,1.385488,-0.326593,0.877367,0.347512,1.008185,-0.573904,0.241983,0.059521,0.012393,-0.055408,0.749376,0.765693,-0.2054
-1.859223,-0.187866,-1.637538,-0.064122,-1.118031,-0.513804,-0.14884,-0.549168,-0.661421,-0.614574,-1.221736,-0.652724,-2.653362,-1.421969,-4.825601,-1.255678,-1.144981,-0.791219,-1.278848,-1.314054,-0.03013,-1.244577,-2.375607,-0.532585,-0.462689,-0.440767,-0.996646,-0.056148,-0.320751,-0.660659,-0.522431,-0.238855,-1.379578,-0.206675,-0.44094,-0.35464,-0.431907,-0.685718,1.504095,-0.481604,-0.377343,-0.459082,-0.347795,0.145407,-0.000321,-0.106769,-0.105401,0.002886,-0.281428,0.095816,-0.012999,-0.019738,0.09139,-0.020588,-0.01612,0.012326,0.422186,0.142779,0.047447,2.723126,2.125672,0.282273,0.004113,0.388737,0.500729,0.099949,0.066065,0.581415,0.192652,2.754614,0.333869,0.028677,0.445548,-0.53316,-0.363421,0.3608,-1.180342,0.072265,-0.970511,0.133855,-0.150769,-0.297174,-0.270644,-0.706541,-0.765294,-1.001311,-0.390268,-0.462134,-0.235565,-0.03876,0.038702,0.004687,-0.13082,0.114625,0.116766,0.132074,0.091556,0.036853,0.00064,-0.006073,0.0111,-0.00398,0.11609,0.13321,0.05604,0.086743,2.679965,0.51446,0.908495,0.452454,0.084567,0.710328,0.188644,1.362179,0.233853,2.542012,0.646457,0.14508,0.060501,0.176059,0.27993,0.567788,2.962858,0.561146
-3.425,-0.238697,-3.271421,0.047946,0.346348,-0.976809,0.195687,-0.036291,-0.365177,-0.389089,-1.571377,-0.124188,-4.321982,-0.414537,-2.851173,-0.01673,-0.96255,-1.172258,-4.788169,-4.767924,0.046182,-4.91569,1.130763,-0.01445,-0.265056,-0.322755,0.193928,-0.025099,-0.259483,-0.224977,-0.396879,0.03243,-5.265572,-0.198338,-0.276664,-0.218823,-0.298304,-0.493049,-1.007323,-0.211419,-0.215861,-0.228485,-0.269587,1.579441,-0.095936,-0.063174,0.171636,0.00535,-0.366194,0.038312,0.021328,0.03196,-0.142348,0.028994,0.028952,0.00504,5.453773,1.638485,0.027001,5.260501,1.46444,1.110829,0.709763,1.10046,1.00406,1.876311,0.223215,2.025561,0.117027,0.552953,0.706018,0.453636,0.012189,-5.171343,-1.257645,0.283461,-5.334176,-0.256669,-5.173222,-0.177284,-0.226847,-0.246876,-0.632836,-0.387114,-0.227461,-0.39505,0.083531,-0.068187,-0.031623,-0.085094,-0.30665,-0.064632,-0.104328,-0.184573,-0.192789,-0.217645,-0.147067,0.028169,-0.023604,0.001209,-0.027626,0.006538,-0.18642,-0.166926,0.073189,0.462821,0.249138,0.341682,0.744346,0.580841,0.598242,5.432627,0.461237,5.666515,0.448652,-0.220504,0.54572,0.315441,-0.097736,-0.278602,-0.214512,1.035477,-1.091399,-0.475269
0.034896,0.023447,0.011555,-0.012501,-0.04844,-0.06637,-0.084584,-0.102711,-0.102385,-0.102087,-0.095805,-0.095436,-0.094913,-0.081464,-0.074748,-0.063326,-0.063865,-0.053455,-0.038393,-0.03974,-0.030865,-0.030265,-0.022691,-0.010186,0.007276,0.019997,0.014918,0.023437,0.018668,0.014162,0.019672,0.012364,0.005354,0.011394,0.005041,-0.000973,0.005714,0.006395,0.012888,0.00652,0.007128,0.006747,0.000559,-1e-05,0.000241,-2e-05,-0.00013,-1.3e-05,-0.000101,-0.000228,-0.000143,-0.000163,6e-06,-0.000437,0.0,-2e-06,1.1e-05,0.000196,7.6e-05,-0.00623,0.0,-7e-06,-0.006284,-0.000418,-0.006737,-0.000964,-0.001114,-0.00118,-0.00138,-0.001793,-0.001164,-0.001142,-0.006873,-0.005912,-0.006205,-0.000321,-0.000149,2.2e-05,0.006405,0.006272,-0.000164,-5.1e-05,1e-06,2e-06,-0.000132,-3.4e-05,5.1e-05,-1e-06,-1e-06,-2e-06,-0.000114,0.00629,-2e-06,-2e-06,1e-06,2e-06,3e-06,0.0,8.1e-05,-3e-06,-7e-06,3e-06,0.0,-1e-06,0.000131,-2e-06,-0.000166,-0.000179,-1.9e-05,3e-06,-9.1e-05,0.00562,0.005374,-0.000538,0.004784,0.00491,-0.00136,0.00465,0.004315,0.004232,0.003926,-0.003043,0.002613,0.002301
0.036921,0.015532,0.009729,0.008044,0.000998,-0.005448,-0.002952,-0.003343,0.001788,0.004989,0.006249,0.008433,0.011447,0.021367,0.022287,0.009376,0.002826,-0.008402,-0.028383,-0.036757,-0.063347,-0.059401,-0.042737,-0.039478,-0.045685,-0.039463,-0.027509,-0.008834,0.001337,0.016631,0.009407,0.002003,-0.0044,-0.005879,-0.009577,-0.008009,-0.00297,0.003777,0.00426,0.000604,0.007137,0.001697,0.002559,-0.003836,0.001111,-9.3e-05,-0.000597,-6.3e-05,-0.000464,-0.001049,-0.000656,-0.00074,2.9e-05,-0.005773,1e-06,2e-06,5.7e-05,0.0009,0.00034,0.000634,1e-06,-3e-05,0.000401,-0.00189,-0.001639,-0.004347,-0.005028,-0.005307,-0.0062,-0.008038,-0.001422,-0.004922,-0.001976,0.00226,0.000993,-0.001397,-0.000648,9.4e-05,-0.000138,-0.00071,-0.000726,-0.000224,1.2e-05,1.3e-05,-0.000586,-0.000153,0.000222,3e-06,2e-06,1e-06,-0.000491,-0.000628,1e-06,-5e-06,-3e-06,-2e-06,4e-06,2e-06,0.000355,-9e-06,-3.8e-05,5e-06,4e-06,1e-06,0.000583,1e-06,-0.000725,-0.000785,-8.7e-05,9e-06,-0.0004,-0.007379,-0.008484,-0.002375,-0.011162,-0.006881,-0.006081,-0.008169,-0.009786,-0.010286,-0.011726,-0.013916,-0.021895,-0.023454
-0.028495,-0.01318,-0.009011,-0.00893,-0.004949,-0.001346,0.000912,0.008524,0.011771,0.013925,0.014167,0.01531,0.017256,0.016155,0.01639,0.022048,0.024906,0.024494,0.025758,0.027621,0.039918,0.043173,0.032047,0.026737,0.022692,0.011628,0.004347,-0.006135,-0.006908,-0.011874,-0.009096,-0.006434,-0.003088,-0.004136,0.001089,0.0022,-0.0021,-0.005195,-0.004879,0.00039,-0.002848,0.00115,0.001776,0.005113,0.000769,-6.5e-05,-0.000416,-4.2e-05,-0.000321,-0.000728,-0.000455,-0.000513,2e-05,0.003771,1e-06,2e-06,3.9e-05,0.000626,0.000234,0.00047,2e-06,-1.9e-05,0.000307,-0.001314,-0.001115,-0.003034,-0.003524,-0.003736,-0.00437,-0.005698,-0.008897,-0.003573,-0.001401,0.001631,0.000721,-0.000994,-0.000462,6.8e-05,-0.000104,-0.000513,-0.000523,-0.000162,8e-06,1e-05,-0.000422,-0.000111,0.000159,1e-06,1e-06,-0.0,-0.000352,-0.000454,-1e-06,-6e-06,-6e-06,-3e-06,1e-06,-0.0,0.000255,-8e-06,-2.8e-05,2e-06,3e-06,0.0,0.000418,-0.0,-0.00052,-0.000563,-6.2e-05,5e-06,-0.000287,0.00261,0.001814,-0.001708,-0.000122,-0.004981,-0.004414,-0.005956,-0.007177,-0.007592,-0.008687,-0.010415,-0.008403,-0.009658
-1.169356,-4.848233,-3.84006,-0.516204,0.553981,0.672082,1.409493,-3.338062,1.247983,-3.475957,0.717644,0.610515,0.477556,0.371464,-0.184664,0.297365,0.382292,-0.186689,-0.197524,-0.266268,-0.709771,0.264476,1.482373,0.602948,0.294778,0.1049,0.33205,0.392257,-0.290423,0.102718,0.048172,0.039031,-0.001827,0.002973,0.207622,0.438456,0.153911,0.066148,0.032296,0.002922,0.03136,0.012462,0.000646,-0.022218,0.002516,0.016628,0.00492,-0.115276,0.000998,-0.00038,0.000506,-0.000257,-0.000364,-0.024965,0.001445,-0.000113,0.003365,0.005245,-0.325728,0.002122,-0.000261,-0.000419,-0.001215,-0.000535,-0.002018,0.005813,-0.287699,1.400302,1.391647,1.180209,1.23799,4.161508,-0.429487,-0.741697,-0.134138,-0.214027,0.010079,-0.000344,0.000232,0.000419,-0.002739,-0.000229,-0.000155,-0.008644,-0.000159,-2.1e-05,1.7e-05,1.1e-05,7e-06,4e-06,1.4e-05,0.000991,3e-06,-3e-06,5e-06,2e-06,6e-06,0.0,4e-06,-1e-06,1e-06,6e-06,2e-06,0.0,3e-06,-6e-06,7e-06,-6e-06,-1e-06,6e-06,-1e-06,-0.033562,0.000471,-0.00061,-0.037507,0.029932,-0.003826,-0.002828,-0.007351,0.110926,0.101825,0.222178,0.181577,0.380331
