0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
-0.000865,-0.000713,-0.000582,-0.001403,-0.000382,-0.000377,-0.000316,-0.000374,-0.000345,-8.7e-05,-7.2e-05,-0.00589,-0.006051,-0.007432,-0.007371,-0.007645,-0.014509,-0.014159,-0.014423,-0.014691,-0.014522,-0.013314,-0.014145,-0.01473,-0.015022,-0.009443,-0.001496,-0.001187,0.004817,0.004077,0.000299,0.011663,0.012723,0.012122,0.012657,0.007325,0.007491,0.00725,0.007104,0.006963,0.006485,0.006245,0.006105,0.005982,0.006198,-0.000591,0.000495,0.006372,0.000636,0.007506,0.001828,0.006514,0.000516,0.006226,0.000298,0.000413,0.004854,0.000231,0.00015,0.000354,0.000235,0.000391,0.006274,0.006258,0.001673,0.005103,-0.000186,-0.000112,-0.000341,-0.000174,1.3e-05,-0.00538,0.000367,0.000326,0.000336,0.000261,-1.1e-05,-0.000233,-0.000283,-0.000245,0.00551,-0.000316,0.005696,1.5e-05,0.005887,5e-06,0.000134,0.005822,0.005786,0.001173,-3.3e-05,0.005708,-7.9e-05,-0.00019,0.005649,-0.000279,1e-05,5e-06,0.005951,0.000158,-0.005746,-0.000195,0.001193,7.3e-05,-0.000185,0.001042,-0.000412,-0.000707,-0.000937,-0.002939,-0.008667,-0.009326,-0.007955,-0.00899,-0.019807,-0.020873,-0.021278,-0.022693,-0.028666,-0.016593,-0.020977,-0.015568,-0.014323,-0.008488,-0.003244,0.002377,0.003682,-0.002473,-0.005453,-0.005704,-0.005355,-0.004527,-0.004327,-0.00546,0.000138,0.000253,0.000334,0.000516,0.005946,0.006839,0.00675,0.006298,0.006901,0.006688,0.000788,5.6e-05,0.005055,0.004188,0.003765,0.003433,0.004646,-0.006346,-0.000297,-8.3e-05,0.000236,-0.000303,-0.000211,-0.000265,-0.000145,-0.000283,-0.000256,-5.8e-05,-0.000102,-0.000329,0.000249,0.001235,-0.000248,-0.000241,-0.004233
0.003602,0.002974,0.002428,0.007108,0.001596,0.001578,0.001329,0.001568,0.001447,0.000363,0.000307,-0.00122,-0.00054,0.006591,0.006406,0.007637,0.010951,0.008584,0.009519,0.011162,0.011109,0.004849,0.009936,0.014086,0.015903,0.017882,0.007311,0.005775,0.005362,0.00984,-0.00144,0.000886,-0.005119,-0.001169,-0.003533,-0.006229,-0.006929,-0.005704,-0.004949,-0.004285,-0.002106,-0.001012,-0.000382,0.000157,-0.000745,0.003709,-0.002102,-0.001425,-0.002667,-0.007355,-0.008857,-0.001907,-0.002128,-0.000667,-0.001213,-0.001687,0.00624,-0.000941,-0.000615,-0.001444,-0.000956,-0.001589,-0.00076,-0.000679,-0.008031,0.005275,0.000754,0.000446,0.001376,0.000711,-4.7e-05,-0.002876,-0.001479,-0.001311,-0.001352,-0.001051,4.8e-05,0.000937,0.001145,0.000982,0.002355,0.001268,0.001575,-5.6e-05,0.000817,-1.6e-05,-0.00053,0.001079,0.001233,-0.005943,0.000129,0.001531,0.000309,0.000736,0.00176,0.001091,-3.8e-05,-1.9e-05,0.000578,-0.000615,-0.001383,0.000759,-0.005974,-0.0003,0.000708,-0.005392,0.001608,0.002752,0.003657,0.012779,0.010139,0.012861,0.006247,0.011855,0.007448,0.013257,0.015482,0.023335,0.02466,0.022507,0.015773,0.01824,0.011782,0.011733,0.014027,0.014359,0.007194,0.010375,-0.002912,-0.000735,-0.001363,-0.005244,-0.006206,8.5e-05,0.000298,-0.00024,-0.000624,-0.00147,-0.000306,-0.005444,-0.005001,-0.002833,-0.006617,-0.005609,-0.00468,-0.001259,0.002005,0.00599,0.007866,0.00931,0.002653,0.00216,0.000354,-0.000653,-0.002101,0.001397,0.000975,0.001227,0.000669,0.001325,0.001194,0.000268,0.000479,0.001526,-0.002154,-0.007742,0.000127,8.2e-05,-0.00857
0.002563,0.002113,0.001721,-0.002564,0.001129,0.001115,0.000937,0.001107,0.001021,0.000255,0.00022,-0.000216,0.000262,-0.002286,-0.002411,-0.001548,0.001379,0.007185,0.007871,0.00888,0.008684,0.011752,0.007762,0.003124,0.004248,0.004965,0.004729,0.003711,0.002909,-0.001411,-0.000925,-0.000499,0.002819,-0.001832,-0.003371,-0.004596,-0.005065,-0.004296,-0.003823,-0.003395,-0.001969,-0.001249,-0.000832,-0.000477,-0.001077,-0.004849,-0.001408,-0.00154,-0.00179,0.001816,0.00139,-0.001882,-0.00144,-0.001052,-0.000824,-0.001147,-0.003756,-0.000641,-0.000422,-0.000982,-0.000653,-0.001082,-0.001127,-0.001074,0.001924,-0.004421,0.000513,0.000303,0.000941,0.000489,-2.9e-05,-0.001352,-0.001009,-0.000897,-0.000925,-0.00072,3.1e-05,0.000638,0.000785,0.00067,0.000998,0.000865,0.000463,-4.1e-05,-5.5e-05,-1.7e-05,-0.000366,0.00012,0.000226,0.003344,8.6e-05,0.000431,0.000211,0.000498,0.000586,0.00074,-3e-05,-1.5e-05,-0.000224,-0.000423,-0.000329,0.000518,0.003325,-0.000207,0.000484,0.003728,0.001098,0.001874,0.00249,0.001281,0.007425,0.009158,0.012022,0.008358,0.006528,0.003051,0.004401,0.002157,0.003375,0.007972,0.011138,0.011947,0.014886,0.014217,0.014924,0.014585,0.017104,0.012489,0.012134,0.006668,-0.000336,-0.002473,-0.003005,-0.006205,-0.006514,-0.006828,-0.00705,-0.007544,-0.007335,-0.003528,-0.003296,-0.002062,0.002527,0.003106,0.004083,0.006049,0.007474,0.00972,0.010731,0.011475,0.014432,0.008272,0.006855,0.006295,0.00551,0.000763,0.00053,0.000665,0.000362,0.000717,0.000645,0.000146,0.000258,0.000822,0.005474,0.009107,0.006698,0.006672,0.009087
-7.9e-05,-0.016531,0.002897,0.03625,0.00269,0.001396,-0.000175,-0.000112,-0.000101,0.001114,-0.032604,-0.006327,0.161243,0.084007,0.019686,0.034726,0.016259,-0.288585,-2.856468,-2.689201,0.424959,0.120005,-0.085303,-0.107906,-0.792244,-2.764167,0.120943,0.342621,-3.588176,0.437111,0.235763,0.014346,0.096071,0.08195,0.340907,-0.032403,-0.279352,-0.018539,-0.002578,-0.079208,-0.000146,-0.098149,0.012659,0.007716,0.002227,0.033815,0.008079,0.002563,6e-06,-0.034544,-0.039432,-0.000813,1e-06,0.002046,5e-06,5e-06,-0.04228,0.004786,-0.450066,-0.000395,0.000104,-0.002283,-0.045502,0.01055,-0.263738,-0.10426,-0.128304,-0.491039,0.283958,-0.054443,-0.199801,-0.089799,0.036382,-0.000416,-0.003609,0.00136,0.00111,0.951699,-0.00275,-0.200065,-0.07501,-0.356934,0.02055,-0.019914,0.001639,-0.00028,-0.000172,-0.018317,0.008553,-0.036626,-0.000106,0.002154,-0.000194,0.935529,0.027975,-0.000161,-0.000125,-8.4e-05,0.001971,-5.2e-05,-0.002089,-4.5e-05,0.365829,0.485849,0.404637,-0.051211,0.001872,0.001039,0.005873,0.030205,-0.520319,-0.410429,-0.022155,0.031144,-0.551352,-0.113248,0.054014,0.088769,-0.067453,-0.059573,-0.288855,-0.328403,-0.081456,-0.01069,-0.025602,-0.024059,0.031648,0.379066,-0.014468,-0.050148,-0.020691,-0.027081,-0.004981,0.03208,0.019959,0.03381,0.031304,0.031279,0.035077,-0.008939,0.312554,0.001715,0.115243,0.142276,0.127048,0.059454,-0.052535,-0.09732,-0.295583,-0.41266,-0.05291,-0.032842,0.145158,-0.658553,-0.028628,0.122548,0.037737,0.080652,-0.001368,0.000486,0.003113,0.000303,-0.00575,0.379166,0.240968,0.145792,0.305544,0.477007,-0.100376
-3.8e-05,0.103362,-0.020503,-0.008818,-0.017824,-0.002132,-0.000449,-8.9e-05,-7.7e-05,-0.001129,0.127475,0.0178,1.992205,-0.032966,0.017193,-0.007733,0.015357,-0.266202,-3.540297,-3.167798,-0.348521,-0.144857,-0.414532,-0.362691,-0.86156,-0.367923,0.075432,-0.019538,-1.729089,-0.004801,0.18907,0.03258,-0.503152,0.476457,-0.249297,0.159831,-0.682983,0.12546,0.020403,-0.206411,0.002744,0.105749,-0.024885,-0.020449,-0.015286,0.010558,0.008538,-0.0157,2e-06,-0.008109,0.024795,0.002528,-4e-06,-0.015231,-5e-06,2.3e-05,0.061406,0.011545,0.449917,0.014881,-0.00044,0.016587,0.033471,-0.020441,-0.663861,0.150979,0.036016,0.2901,0.021502,-0.044203,0.089214,-0.003436,-0.126587,0.000711,0.016626,0.021616,0.003857,0.750198,-0.013072,-0.661896,0.061303,0.319407,-0.027084,0.121302,-0.015589,-0.00061,-0.00074,0.106988,-0.01985,0.006528,-0.000404,-0.016399,-0.000145,0.785542,0.003426,-0.000136,-7.1e-05,-3.7e-05,-0.015238,-3.5e-05,0.015183,-3.1e-05,-0.324642,-0.400857,-0.329666,0.018085,0.003046,0.002359,-0.013561,0.433316,-0.517594,0.292337,-0.129387,-0.042694,-0.537337,0.148725,-0.053551,-0.01908,0.083346,-0.215108,0.158378,0.211878,0.014767,-0.034274,-0.061756,-0.076628,-0.145914,-0.22334,0.048387,0.012012,0.137549,0.15673,0.033563,0.025561,0.015826,0.010455,0.028,0.02792,0.011014,0.012773,1.955043,-0.003786,-0.130253,-0.14679,-0.128318,-0.091047,-0.017785,0.001933,0.151557,-0.095637,-0.064144,-0.011769,-0.149275,-1.02652,-0.025597,-0.135954,-0.041535,-0.070834,0.001996,0.000611,-0.016915,0.000321,0.003148,-0.323118,-0.21756,-0.155703,-0.269757,-0.389203,0.024035
-4.5e-05,-0.134052,0.024648,0.021261,0.022863,0.000247,0.000122,-9.3e-05,-6.6e-05,-0.000498,-0.151159,-0.026901,-1.912418,-0.048322,-0.001522,0.014654,-0.008004,-0.327667,-4.204105,-3.847544,-0.282354,-0.134884,-0.467702,-0.437876,-1.320153,-5.774972,-0.734859,-0.7919,-4.520784,-0.986371,-0.968553,-0.487839,-0.890596,-1.126641,-0.442836,-0.163194,0.494066,-0.147405,-0.014825,0.156022,0.007206,0.100393,0.021625,0.025037,0.029209,-0.00299,-0.029324,0.028807,-2.6e-05,0.009686,-0.042097,0.006709,-2e-06,0.029246,-1e-06,-6e-06,0.125545,-0.026072,0.401084,-0.02507,-0.000601,-0.021973,0.075583,0.02149,0.521093,0.161858,0.328383,0.773269,0.73438,0.236141,0.355767,0.216972,0.144964,-0.002505,-0.023779,-0.024025,-0.002934,1.160646,0.010078,0.600733,0.093513,0.302284,0.020138,-0.156328,0.028642,-0.000426,-0.000338,-0.126502,0.025381,-0.020052,-0.000228,0.029085,-0.000196,1.14992,0.060309,-0.000224,-0.000146,-0.000111,0.02916,-5.8e-05,-0.029295,-2.9e-05,-0.319006,-0.361939,-0.296604,-0.01319,-0.002675,-0.002098,0.018279,0.602371,1.017439,0.32905,0.201142,0.034992,0.90429,0.099489,0.024183,0.007198,0.123098,0.24327,0.151347,0.25223,0.053476,0.015614,0.068605,0.098755,0.007249,-0.37355,-0.24602,-0.021495,-0.184439,-0.206243,-0.050931,-0.032008,-0.000363,-0.002777,-0.025499,-0.025583,0.008477,0.030577,-1.667168,0.007248,-0.094261,-0.116835,-0.147281,-0.083456,0.023748,0.137925,0.256218,-0.314156,0.043775,-0.003559,-0.120387,-1.226011,-0.01833,-0.133494,-0.0428,-0.066377,0.002,0.001057,0.023673,0.000582,0.002042,-0.296868,-0.17322,-0.185748,-0.216153,-0.308472,-0.041767
-0.007506,-0.001078,-0.006564,-0.000608,-0.000253,-7.2e-05,-2.9e-05,-0.000278,-0.000174,-0.000346,-0.000678,-0.001064,-0.007749,0.003718,-0.001125,0.00493,-0.001091,0.001179,0.002321,0.015659,0.01567,0.016071,0.022537,0.016549,0.022955,0.016301,0.008974,-0.002056,-0.015704,-0.017683,-0.013487,-0.019158,-0.019025,-0.018977,-0.017188,-0.012147,-0.006651,-0.006745,-0.006468,-0.001307,-0.001278,0.004929,-0.002205,-0.001432,-0.005412,-0.000616,-0.005513,-0.004262,-0.003618,-0.009555,-0.010745,0.000841,-0.005633,-0.006233,-0.001036,-0.000665,-0.000963,-0.001901,-0.007487,-0.004981,-0.005787,-0.00465,-0.004993,0.000316,-4.3e-05,-0.000169,-0.001872,-0.001929,-0.000118,4.2e-05,-0.000159,0.000271,0.006124,-0.000526,-0.000312,-0.000419,-0.000577,-0.001747,-0.001225,-0.001794,-0.002723,-0.001752,-0.001547,-0.000935,-0.001088,-0.006504,-0.00076,-0.000952,-0.000994,-0.000869,-0.001363,-0.001559,-0.002882,-0.002596,-0.008126,-0.001476,-0.001508,-0.000406,6.6e-05,-0.000287,0.000352,7.4e-05,-0.0,-0.000144,-0.000297,-0.000151,-0.000511,0.000236,-9.2e-05,0.000967,0.007198,0.020573,0.021048,0.02099,0.01497,0.021329,0.0163,0.013918,0.007266,0.00199,0.001656,-0.002621,-0.002376,-0.013445,-0.012672,-0.017039,-0.009147,-0.007493,-0.005283,-0.005752,-0.007827,-0.008685,-0.004115,-0.008567,-0.010257,-0.019798,-0.019505,-0.025922,-0.019711,-0.015061,-0.014654,-0.002675,0.002766,0.00287,0.002703,0.00087,-0.00068,-0.002194,0.003495,-0.001892,-0.001884,0.004006,-0.000962,-0.006815,-0.001281,-0.00193,-0.001503,-0.000126,-0.000696,-0.005586,-0.005262,0.000939,0.00064,2.3e-05,0.005617,0.004424,0.004494,0.004828,0.00468
-0.001838,-0.002536,0.000394,-0.001421,-0.000592,-0.000168,-6.8e-05,-0.000646,-0.000407,-0.000811,-0.001584,-0.002486,-0.002324,-0.0071,0.00075,-0.000927,0.000813,0.009493,0.011973,0.015151,0.015313,0.016617,0.016031,0.017913,0.020972,0.017631,0.012693,0.021087,0.016312,0.004741,-0.004173,0.001436,0.001787,-0.001361,0.006213,-0.000752,-0.003344,-0.003539,-0.002876,-0.006267,-0.00621,-0.00725,-0.011641,-0.009893,-0.003739,-0.011356,-0.003951,-0.001127,0.000306,0.001984,-0.000733,-0.00141,-0.000954,-0.00229,-0.00561,-0.00479,-0.005457,-0.010875,-0.008363,0.003871,-0.00125,0.00459,0.003807,0.000699,-9.1e-05,-0.000283,-0.007462,-0.007587,-0.000262,8.5e-05,-0.000357,0.000597,-0.001326,-0.001182,-0.000705,-0.000942,-0.001298,-0.007265,-0.002747,-0.004037,-0.009462,-0.003931,-0.003472,-0.002096,-0.002433,0.000575,-0.001698,-0.002124,-0.002215,-0.001935,-0.003035,-0.003473,-0.009762,-0.005758,-0.002914,-0.003268,-0.00333,-0.000896,0.000141,-0.00063,0.000772,0.000159,0.0,-0.000319,-0.000655,-0.000333,-0.001124,0.003881,-0.000203,0.005483,0.00415,0.00698,0.008127,0.008163,0.010038,0.009241,0.013355,0.001231,-0.001979,0.001342,-0.006135,-0.003844,-0.006622,-0.004752,-0.006385,-0.001185,0.001544,0.005093,0.016531,0.015283,0.010249,0.01131,0.006879,-0.006551,-0.01368,-0.002867,-0.002279,-0.002231,-0.002917,-0.010192,-0.002808,-0.001754,-0.000736,0.002782,0.002398,0.001842,-0.001414,-0.007874,-0.006276,-0.003974,-0.003946,-0.005237,0.001278,-0.000633,-0.002676,-0.004025,-0.003132,0.003018,-0.001462,0.001989,0.002654,0.001948,0.001319,5.7e-05,0.001373,-0.004394,-0.004259,-0.00028,-0.000598
-0.001282,-0.001655,0.000172,-0.00093,-0.000385,-0.000109,-4.4e-05,-0.000423,-0.000269,-0.000534,-0.001043,-0.001639,-0.001632,-0.004603,-0.007284,-0.008297,-0.007254,-0.009244,-0.007504,-0.012985,-0.012857,-0.012062,-0.01225,-0.011069,-0.016611,-0.011213,-0.006891,-0.009084,-0.004655,0.002974,0.004701,0.00068,0.000909,0.006458,0.003809,0.006952,0.005348,0.00522,0.005661,0.003522,0.003559,0.002984,0.007652,0.008858,0.012785,0.01557,0.012658,0.014494,0.015393,0.016384,0.01462,0.006709,0.006932,0.006087,0.004051,0.004572,0.004152,0.008342,0.009884,0.002387,0.006768,0.002837,0.00234,0.000442,-5.5e-05,-0.000205,0.002917,0.002837,-0.000165,5.3e-05,-0.000226,0.000375,-0.000781,-0.000748,-0.000446,-0.000595,-0.000824,0.003033,-0.00174,-0.002562,0.001635,-0.002505,-0.002221,-0.00134,-0.00156,0.000294,-0.001089,-0.001366,-0.001429,-0.001251,-0.001964,-0.002248,0.001383,-0.00376,-0.002011,-0.002144,-0.002191,-0.000587,9.9e-05,-0.000414,0.00051,0.000106,-0.0,-0.000212,-0.000434,-0.000219,-0.000745,-0.005228,-0.000134,-0.004165,-0.004928,-0.01062,-0.009856,-0.009846,-0.008701,-0.009127,-0.006522,0.000943,0.006447,0.008518,0.018991,0.027986,0.033807,0.042405,0.048833,0.051873,0.053184,0.054823,0.045997,0.045055,0.041953,0.035012,0.032483,0.032802,0.036425,0.035041,0.035324,0.0356,0.035068,0.038517,0.027806,0.02068,0.013779,0.00831,0.008114,0.000821,-0.00063,0.003524,-0.0031,-0.001786,-0.001774,-0.002645,-0.006494,-1.3e-05,-0.001216,-0.001837,-0.001425,-0.005711,-0.000656,0.001184,0.001488,0.000898,0.000604,2.9e-05,-0.006734,-0.002285,-0.002226,-0.007499,-0.007651
0.003153,0.000391,-0.001066,-4.5e-05,-0.000783,0.00093,4.7e-05,4.1e-05,2.8e-05,2.1e-05,0.000163,0.000142,-0.000882,0.010662,-0.185978,0.040599,0.035278,-1.295939,-1.248672,-0.022103,0.057919,-4.599067,-1.334945,-1.336721,-1.325273,-1.488965,-4.960623,-1.4375,-5.10151,-5.015687,-1.149635,0.151932,0.178809,0.636191,-0.739144,0.552947,0.422346,0.271652,0.503102,1.537155,1.512161,-0.031566,-0.069684,3.986277,-0.066738,0.049206,0.06068,1.226393,0.156826,-0.079218,-0.062025,-0.03372,-0.03434,-0.034984,-0.033336,-0.033744,-0.033587,-0.073484,0.143969,0.240998,0.192659,0.333781,0.09979,0.007067,1.145209,3.899339,0.002471,-0.033468,-0.002609,-3.3e-05,-0.003723,0.026154,-0.000853,-0.001632,-0.001642,-0.00115,-0.000772,-0.033459,-0.004658,-0.007254,-0.034692,-0.004869,-0.006493,0.096534,-0.091672,0.096293,-0.013138,0.32118,-0.002373,-0.00025,-0.007809,0.082019,0.089692,-0.008829,-0.00572,-0.002509,-0.000259,-0.000119,-0.000105,-6e-05,-4.2e-05,-3.5e-05,-0.002369,-6.2e-05,0.000247,3e-06,-4e-06,0.032785,-2.3e-05,-0.136198,0.040609,-0.378274,-0.106077,-1.676592,-0.17833,-0.017144,0.043448,0.018544,-0.027465,-0.032291,-0.099507,-0.131995,-0.174632,-0.207855,-0.232856,-0.731026,-0.26883,-1.963979,-0.271254,-0.175552,-0.164912,-0.09555,-0.136076,-0.130587,1.304673,-0.143906,1.327542,-0.161718,-0.370296,-0.322257,0.091493,-0.731118,-1.808586,-0.426277,-0.474499,-0.058843,-0.111101,0.238912,0.008247,0.005638,-0.003387,-0.023522,0.041945,0.00579,-0.387392,-0.034937,-4.770107,-0.241037,-4.749491,0.008974,-0.21612,0.009983,-0.245372,-0.0031,-0.010204,-0.247194,-0.241341,-0.002766,0.350242
