0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0.013429,0.007067,0.006346,0.007073,0.007113,0.007117,0.006437,0.007445,0.007275,0.007263,0.00725,0.007951,0.007103,0.007487,0.013679,0.013963,0.01286,0.012678,0.012006,0.012883,0.012153,0.012232,0.005666,0.005554,-0.000234,-0.001026,-0.000967,-0.000728,-0.000785,5e-05,0.00012,0.000117,0.001292,0.000698,-0.004992,0.001005,0.000292,0.000126,0.000335,0.006025,-0.000306,0.006123,0.000108,0.007499,0.000596,0.000631,0.006707,0.000505,0.000194,-0.000375,-0.00057,-0.000527,-0.000173,0.000231,-0.000186,-9.1e-05,0.005928,0.005766,-0.000591,0.000435,0.000529,-0.000144,0.006422,5.5e-05,0.000841,-5.3e-05,0.000842,0.007168,4.1e-05,-5e-06,6e-05,0.000204,0.000192,0.000207,0.000231,0.000329,0.000272,0.000331,-0.000379,0.000843,0.001114,-0.00595,-0.013051,-0.012096,-0.01235
-0.001768,-0.003534,0.001778,-0.003512,-0.003787,-0.003783,0.001155,-0.006028,-0.00479,-0.004673,-0.00455,-0.009458,-0.003441,-0.006252,-0.003166,-0.005568,0.001797,0.002706,0.00711,0.001113,0.00583,0.005146,0.004734,0.005476,-4e-05,0.005172,0.004807,0.003488,0.003803,-0.001654,-0.002061,-0.002046,-0.009488,-0.005406,-0.010211,-0.006521,-0.00174,-0.000751,-0.002585,0.002242,0.001087,0.00159,-0.001337,-0.007,-0.004118,-0.004312,-0.001764,-0.003349,-0.001821,0.001395,0.00248,0.002238,0.000237,-0.002038,0.00102,0.000502,0.003113,0.004082,0.003304,-0.003174,-0.003689,0.000784,0.00035,-0.000312,-0.005391,0.000288,-0.005405,-0.004486,-0.00023,1.9e-05,-0.000331,-0.001129,-0.001062,-0.001136,-0.001279,-0.001816,-0.001501,-0.001834,0.002844,-0.004686,-0.006211,-0.002506,0.001358,-0.004879,-0.002984
0.005548,0.004874,0.000701,0.004855,0.004635,0.004639,0.000206,0.002865,0.00384,0.003937,0.004031,0.008511,0.004915,0.011052,0.012767,0.019204,0.01661,0.01725,0.012303,0.015939,0.011245,0.010683,0.011023,0.011538,0.016244,0.011915,0.011611,0.010611,0.010798,0.014886,0.014563,0.014546,0.017253,0.012153,0.009409,0.003397,-0.001223,-0.000531,0.006165,0.00891,0.008722,0.008434,0.007014,0.010413,0.005091,0.00496,0.006098,0.005604,0.006682,0.008879,0.00961,0.00942,0.008045,0.006503,0.000687,0.000336,0.001469,0.002141,0.002215,0.005727,0.005384,0.000523,-0.000365,-0.00021,0.004247,0.00019,0.004239,0.004255,-0.000154,1.2e-05,-0.000222,-0.000754,-0.00071,-0.000761,-0.000856,-0.001217,-0.001007,-0.001234,-0.005965,-0.003159,-0.004254,-0.008994,-0.013695,-0.010036,-0.016721
0.07336,-4.482056,0.295558,0.065953,0.061457,-0.041183,0.259811,0.075778,-0.203768,0.045953,-0.122753,0.223173,-0.302725,0.107657,-3.710732,-0.040307,-0.06888,-0.002707,-0.03591,-0.074644,-0.023791,-0.352719,0.059464,-3.267053,-0.078269,-0.031711,-0.317571,0.124022,0.323116,-0.019762,0.004224,0.078944,-0.02362,-0.047096,-0.084832,-0.036104,-0.001516,0.000389,-0.019704,-0.030297,0.00779,-0.033063,-0.039602,-0.080481,0.118903,-0.044675,-0.043248,-2.702294,0.035558,-0.028555,-0.045077,-0.044732,-0.036261,-0.037761,0.004164,0.003431,-1.814455,0.00519,0.002067,0.336006,-0.197091,-0.006285,-0.008341,-0.021104,-0.035838,0.000508,-0.036013,-0.033993,0.20411,-0.0015,0.368005,-0.013757,0.003136,-0.003738,-0.003487,-0.000302,-0.001823,-0.004166,0.033933,-0.092934,2.648809,-0.015118,0.264336,-0.17259,0.925931
-0.394636,-0.824386,-0.978758,-0.429078,-0.48733,-0.454873,-0.736037,-0.407377,-0.59866,-0.404412,-0.731257,-0.662646,-0.263109,-0.415138,-0.344058,-0.407405,-0.145303,-0.166522,-0.042771,-0.04174,-0.050675,-0.055495,-0.185236,-0.521231,-0.012524,-0.013756,-1.055345,-0.250394,-0.66027,-0.099224,-0.133222,-0.24568,-0.136495,-0.06205,0.029632,0.006603,0.014748,1.8e-05,-0.037624,-0.044498,-0.080713,-0.021886,-0.000731,0.008343,-0.23993,0.014356,-0.008987,-0.407873,-0.149838,-0.01954,-0.005977,-0.005286,-0.001971,0.001477,-0.011287,0.002969,-1.807064,-0.028422,-0.014152,-0.56364,-0.140618,0.013174,-0.001646,-0.000907,0.005725,0.000328,0.00557,-0.009647,-0.316282,0.002902,-0.562135,0.028927,-0.01371,-0.001369,-0.003375,-0.000444,0.014092,0.011978,0.008216,0.13998,1.739658,0.106771,1.14736,0.763654,0.48413
0.019471,-3.147163,-0.175295,0.188036,0.389777,0.119154,0.011744,0.208034,-0.246629,0.179313,-0.364775,-0.206174,-0.284299,-0.020592,-3.932608,-0.079789,0.219852,0.017319,0.092548,0.060984,0.086352,-0.294802,-0.042483,-4.291775,0.038791,0.030319,0.158059,-0.129535,-0.142881,-0.051826,-0.070526,-0.141204,-0.138944,-0.032356,-0.038351,-0.018815,-0.023612,0.000704,-0.020085,0.046956,-0.045767,0.034933,0.007923,-0.010161,-0.166053,-0.021495,0.03873,-4.920029,-0.068741,-0.01129,0.031031,0.035756,0.006429,0.000297,0.024926,-0.001031,1.136434,0.054052,0.025229,-0.322954,-0.539739,0.003073,0.030609,-0.039121,-0.020277,0.000219,-0.020591,0.0086,-0.171636,0.001273,-0.293698,-0.02163,-0.018241,0.002197,0.0023,0.000662,-0.024775,-0.023736,-0.00388,0.059559,0.589028,0.024764,0.117429,0.149899,1.117866
0.007066,0.00657,0.013599,0.006651,0.006477,0.013678,0.006912,0.007301,0.007172,0.007224,0.000278,0.000329,0.000545,0.000622,0.007621,0.007539,0.000691,0.000399,0.000286,0.000234,2.8e-05,0.000204,0.00012,0.007133,0.000106,0.000169,0.000182,0.000526,0.000593,0.000633,0.000497,0.007151,0.006963,1.6e-05,2.4e-05,0.000246,0.00012,9.7e-05,0.006777,2.1e-05,2.9e-05,-5e-06,5.5e-05,5.4e-05,-5.5e-05,4.1e-05,4.9e-05,1e-05,2.5e-05,-1e-05,-2e-06,6.9e-05,0.000122,0.000208,4.5e-05,1.8e-05,-6e-06,4.8e-05,-2e-06,-3.8e-05,-5e-05,2e-06,9.6e-05,6.7e-05,5.8e-05,-7e-06,-8.9e-05,-0.000117,-0.0,1e-06,-1e-06,-5e-05,-1.6e-05,3e-06,-0.000146,-1.5e-05,-0.000104,-9.5e-05,4e-06,0.000106,0.000125,0.000316,0.007187,0.007344,0.007421
-0.003631,-0.009896,-0.005902,-0.010029,-0.01053,-0.005595,-0.008772,-0.002368,-0.007326,-0.007029,-0.006407,-0.006642,-0.001141,-0.000166,-0.00041,-0.000813,-0.00027,-0.006245,-0.00259,-0.002906,-0.004122,0.001201,-0.003606,0.001204,-0.00367,-0.0033,-0.003212,0.003127,0.003537,-0.000546,-0.00133,0.001479,0.000313,9.6e-05,0.000143,0.001475,0.000727,0.000588,-0.005114,0.00013,0.00018,-2e-05,0.000333,0.000331,-0.00465,-0.004076,-0.004035,-0.004263,0.000163,-4e-05,1e-05,0.000411,-0.003613,0.001249,0.000276,0.000115,-2.5e-05,0.000285,-1e-05,-0.000222,-0.000294,9e-06,0.000575,0.000399,0.000346,-3.7e-05,-0.000527,-0.000701,6e-06,2e-06,-8e-06,-0.00031,-9.8e-05,1.4e-05,-0.00088,-9.2e-05,-0.00062,-0.000575,1.9e-05,0.004963,0.005068,0.00621,0.006078,0.011447,0.012036
0.005729,0.009333,0.004004,0.009396,0.008841,0.004228,0.010363,0.006664,0.011437,0.011656,0.011948,0.011981,0.007595,0.008088,0.008062,0.007753,0.008204,0.012255,0.00651,0.006281,0.005404,0.000864,0.005776,0.000803,0.00573,0.005998,0.006062,0.002238,0.002528,0.007958,0.007396,0.000955,0.000144,6.7e-05,9.9e-05,0.001043,0.000513,0.000415,0.004626,9e-05,0.000126,-1.4e-05,0.000236,0.000233,0.005036,0.005442,0.005472,0.005311,0.000115,-2.8e-05,7e-06,0.000288,0.005771,0.000878,0.000194,8.2e-05,-1.9e-05,0.0002,-6e-06,-0.000156,-0.000206,6e-06,0.000404,0.00028,0.000242,-2.6e-05,-0.000368,-0.000491,6e-06,2e-06,-6e-06,-0.000217,-6.9e-05,1e-05,-0.000619,-6.6e-05,-0.000436,-0.000404,1.4e-05,-0.004816,-0.004743,-0.003943,-0.004109,-0.008635,-0.008233
-0.009272,3.808204,0.322008,1.101521,3.584892,-0.02462,-0.026754,-0.015157,-0.066946,-0.136283,3.918025,-0.071406,-0.036306,3.989266,-0.293153,-0.03245,-0.001355,-0.063913,-0.046641,-0.038193,-0.03596,0.002121,-0.03586,0.007727,0.335373,-0.027766,-0.037454,0.00077,-0.000966,-0.034921,-0.034585,1.263382,0.082893,-0.008363,-0.000226,0.001013,-0.005392,1.9e-05,-0.034618,6e-06,-7e-06,-8e-06,-6e-06,7e-06,-0.035598,-0.035584,-0.035681,-0.035675,-5.4e-05,-4.2e-05,-3.4e-05,-9.2e-05,-0.034627,0.000996,-3.9e-05,-2.4e-05,-2.5e-05,-1.2e-05,-5e-06,-7e-06,-1.1e-05,2e-06,-1e-06,1e-05,0.001371,-0.103532,0.001482,0.00015,-3.7e-05,-1.7e-05,0.000441,5.3e-05,-0.001208,0.000653,-0.001099,-3.5e-05,-4.1e-05,-1.8e-05,0.000607,0.035616,0.04367,-0.205995,-0.419684,0.068468,-1.154916
