0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0.006458,0.00647,0.012414,0.006606,0.006619,0.008036,0.007853,0.007589,0.007576,0.001714,0.00937,0.009495,0.009496,0.00857,0.00248,0.002214,0.003564,0.003484,0.002508,0.002128,0.001645,2e-06,-0.000149,-0.000259,-0.000255,-0.000182,-1.1e-05,0.000965,0.00075,0.000458,0.000258,0.000343,0.000383,-0.005511,0.001064,-3e-06,0.000555,0.000769,0.000608,0.000463,0.00063,-0.006366,-0.006004,-0.00105,-0.000792,-0.008185
0.000446,0.000541,0.002532,8.7e-05,0.000209,-0.005912,-0.005318,-0.004519,-0.004456,-0.006859,-0.011478,-0.011836,-0.011796,-0.007225,-0.008975,-0.008279,-0.014004,-0.013754,-0.009068,-0.007983,-0.006582,-1.2e-05,0.000422,0.000753,0.000727,0.00052,1.8e-05,-0.004626,-0.004011,-0.003181,-0.002616,-0.002862,-0.002982,-0.005573,-0.004924,-8e-06,-0.001595,-0.002206,-0.001741,-0.001325,-0.001802,0.000572,-0.000449,0.006749,0.006016,0.009562
-0.000423,-0.000312,0.000285,-0.000682,-0.000581,0.003039,0.003458,0.004012,0.004054,0.003117,0.007081,0.006828,0.006857,0.002118,0.001646,0.002131,0.006079,0.006259,0.001565,0.002337,0.003339,-1.2e-05,0.000297,0.000529,0.000515,0.000369,6e-06,0.004732,0.005171,0.005764,0.006158,0.005993,0.005907,0.004847,0.004543,-6e-06,-0.001123,-0.001555,-0.001228,-0.000935,-0.001272,-0.006853,-0.007584,-0.011279,-0.011792,-0.016519
0.185202,-4.969529,0.201917,-0.247499,-4.315024,0.107038,0.009045,0.028861,0.220457,-0.034559,-0.031257,0.023637,0.239947,0.089689,-3.465508,0.050269,-0.022566,-0.015834,-0.834915,0.056369,0.019878,0.081856,0.106515,-0.588452,0.07351,0.057319,-2.375146,0.064023,0.123336,0.043864,0.134221,-0.015448,-0.039854,0.045395,-0.035741,-8.7e-05,-0.002064,-0.00206,-0.00011,0.007113,0.004197,0.038384,0.470824,-0.07417,-0.077369,-0.108884
-2.344039,-1.966318,-2.51286,-1.909319,-0.329287,-1.357643,-0.604901,-0.474841,-0.48575,-0.32745,-0.297986,-0.805474,-0.853631,-1.008402,1.722713,-0.749165,-0.405648,-0.434384,-0.217219,-0.838779,-0.43992,-0.623992,-0.737694,-0.184206,-0.444287,-0.350279,-1.531904,-0.796001,-0.674169,-0.35037,-0.704944,-0.119781,0.021028,-0.016536,0.003022,0.000248,0.014044,0.014023,-0.001597,-0.004406,0.004665,0.001829,-0.065172,0.515836,0.508801,0.715954
-1.607549,-3.597533,-1.445562,-1.43413,-3.920962,-0.609425,0.046457,0.193393,-0.26155,-0.250584,-0.184751,-0.53367,-0.769664,-0.608266,-4.011256,-0.501005,-0.307284,-0.2942,-1.831228,-0.527842,-0.278494,-0.138819,0.004137,-1.15118,0.435089,0.49168,0.855717,0.006903,-0.186826,0.002093,-0.219047,0.140103,-0.007941,-0.064985,-0.022041,8.3e-05,-0.025132,-0.025123,-0.003723,-0.005369,-0.03301,-0.001099,1.507141,0.552429,0.548953,0.657153
-0.008482,-0.008504,-0.00807,-0.00797,-0.007592,-0.008128,-0.008239,-0.001297,-0.000918,-0.000235,0.000243,0.000385,0.000401,0.000279,0.00026,-6e-06,3e-06,9e-06,4.5e-05,0.0,3e-06,4e-06,4e-06,3e-06,4e-06,-7.3e-05,3e-06,-1e-06,1e-06,2e-06,2e-06,2e-06,2e-06,-7.4e-05,1.5e-05,0.0,0.0,1e-06,1e-06,1e-06,0.000174,-1e-06,2e-06,7.9e-05,0.000441,0.000595
-0.010032,-0.010068,-0.005163,-0.00489,-0.000171,-0.001559,-0.001823,-0.003384,-0.002387,-0.000615,0.000626,0.000992,0.001036,0.000719,0.000669,-2.3e-05,-8e-06,1.7e-05,0.000112,-5e-06,-2e-06,-2e-06,-2e-06,-1e-06,-1e-06,-0.000195,3e-06,-5e-06,-4e-06,-1e-06,-1e-06,-1e-06,-1e-06,-0.000196,3.5e-05,-3e-06,-1e-06,-1e-06,-1e-06,-1e-06,0.000448,1e-06,5e-06,0.000206,0.001146,0.00155
0.009168,0.009139,0.004297,0.004523,-0.000478,-0.00164,-0.001874,-0.002829,-0.002001,-0.000512,0.000532,0.000837,0.000874,0.000609,0.000564,-1.9e-05,-9e-06,1.5e-05,9.5e-05,-4e-06,-3e-06,-3e-06,-3e-06,-3e-06,-2e-06,-0.000165,2e-06,-2e-06,-1e-06,-2e-06,-2e-06,-2e-06,-2e-06,-0.000167,2.8e-05,-5e-06,-3e-06,-2e-06,-2e-06,-2e-06,0.000375,-0.0,4e-06,0.000171,0.00096,0.001299
-0.051544,-0.037524,0.970261,-0.028431,-0.006644,-0.002426,-0.001148,-0.001311,-0.001466,-0.000654,-0.000202,-7.5e-05,0.001123,0.001149,0.001146,-3e-06,-5e-06,3e-06,5e-06,7e-06,4e-06,1.3e-05,1.4e-05,8e-06,6e-06,5e-06,-1e-06,7e-06,1.5e-05,8e-06,1e-05,1.2e-05,1.2e-05,5e-06,-5e-06,4e-06,5e-06,1.6e-05,1.6e-05,1.6e-05,3e-06,-1e-06,-2e-06,2e-06,0.001175,0.001175
0.007428,0.038786,0.322916,-0.04932,0.029067,0.026559,0.014645,0.011841,0.011982,-5.6e-05,3.9e-05,-1.5e-05,-0.011908,-0.011895,-0.01189,-1e-06,-1e-06,6e-06,8e-06,1.8e-05,1.4e-05,1.5e-05,1.2e-05,8e-06,1.5e-05,-7e-06,4e-06,1.4e-05,1.6e-05,9e-06,6e-06,-7e-06,-7e-06,-2e-06,1.2e-05,2e-06,8e-06,4e-06,4e-06,4e-06,7e-06,-6e-06,-6e-06,-7e-06,-0.011904,-0.0119
0.128727,0.116031,-1.188486,0.135877,-0.057164,-0.055482,-0.029345,-0.026056,-0.026197,0.000595,0.000105,0.000123,0.02631,0.026285,0.026274,3.2e-05,1.6e-05,1.1e-05,1.5e-05,1.4e-05,4e-06,9e-06,1.2e-05,1.1e-05,1.2e-05,1e-06,3e-06,1e-05,1.4e-05,5e-06,5e-06,0.0,0.0,-2e-06,-3e-06,0.0,-1e-06,6e-06,6e-06,6e-06,2e-06,-5e-06,-6e-06,-8e-06,0.02622,0.026221
