0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0.000289,0.00723,0.007978,0.000564,0.000588,0.007336,0.000506,0.000532,0.00722,0.007101,0.000135,-4.6e-05,0.006748,0.006648,0.000587,0.000477,0.000512,0.000533,-8.9e-05,0.000631,1.3e-05,0.000128,-0.000366,-0.000252,-5.8e-05,0.006703,-6.4e-05,0.006621,0.006551,0.006441,0.006278,0.006195,-0.000467,0.006215,0.006014,0.006004,-0.000757,-2e-05,-0.000719,0.000218,0.00028,-0.000283,-0.006064,0.000686,-0.006475,-0.000133,-0.006525,0.000256,-0.006368,-0.007547,-0.01385,-0.01438,-0.020714
-0.00184,-0.002441,-0.008569,-0.004434,-0.004649,-0.003355,-0.00391,-0.004148,-0.002215,-0.001181,-0.000565,0.000992,0.00177,0.002529,-0.004041,-0.00314,-0.003456,-0.003639,0.001155,-0.004465,0.000303,-0.000649,0.003077,0.002113,0.000484,0.001145,0.000539,0.001836,0.002372,0.003271,0.004553,0.005126,0.003753,0.004825,0.006316,0.006279,0.005892,0.000329,0.005551,-0.001545,-0.002027,0.00217,-0.005361,-0.005166,-0.002364,0.000812,-0.002319,-0.002288,-0.003702,0.005086,0.000718,0.004553,-0.000174
0.00727,0.005984,0.009503,0.004999,0.004815,0.005187,0.005461,0.005256,0.006177,0.007074,0.008352,0.009677,0.009581,0.010203,0.014116,0.014857,0.014579,0.014402,0.009673,0.013688,0.008935,0.008134,0.002532,0.001735,0.000398,0.000218,0.000443,0.000782,0.001218,0.001952,0.002991,0.00345,0.003045,0.003189,0.004385,0.004338,0.004733,0.008795,0.004424,0.007279,0.006891,0.00172,0.00495,0.004404,-0.001167,-0.00785,-0.00965,-0.010346,-0.010806,-0.020884,-0.023782,-0.029309,-0.032642
-0.03098,-0.033433,-0.096765,-0.035816,-1.060902,-0.033809,0.003661,-0.037305,-1.065326,0.055408,0.040626,0.049934,0.086773,0.176813,-0.05366,-0.06482,-0.088098,-0.05372,-0.048181,0.060968,-0.049401,-0.039694,0.000417,0.000426,0.000298,0.003204,0.003393,0.004917,0.003021,0.00432,0.004159,0.004093,0.002041,0.004081,0.006013,-0.009484,0.001996,-0.034384,0.057584,0.042856,0.033812,-0.017738,-0.056999,-0.050887,-0.005819,0.023826,0.32252,0.01937,0.028041,-0.044373,-0.202901,0.132208,-0.185006
-0.004331,-0.006329,-0.00887,0.008682,-0.363096,-0.006797,-0.067839,0.009535,-0.382306,-0.145974,-0.120553,-0.233209,-0.194642,-0.31484,-0.034921,-0.02949,0.095272,-0.045066,0.00326,-0.10463,0.005812,-0.001019,0.000391,0.000234,0.000153,-0.013801,0.003703,-0.011371,-0.014317,-0.02965,-0.029775,-0.0298,-0.014611,-0.029833,-0.044483,0.071227,-0.01464,-0.007347,-0.108405,-0.122889,-0.11667,0.006633,0.03188,0.014782,0.020097,0.014155,-0.308516,0.031462,0.027316,0.218281,0.098114,0.096804,0.555294
0.004455,0.011235,-0.042649,-0.018456,-1.291081,0.010514,-0.039865,-0.018455,-1.238194,-0.048566,-0.074988,0.12121,-0.083409,-0.11766,-0.045135,-0.005446,-0.156095,-0.015958,0.006153,-0.278096,0.008204,0.008107,0.000874,0.000694,0.000462,0.028501,-0.003025,0.026483,0.028893,0.054186,0.054184,0.054133,0.02483,0.054063,0.078781,-0.116747,0.024779,0.004881,-0.004271,-0.074531,-0.074688,-0.007703,-0.054299,-0.02378,-0.026347,0.000478,-0.218813,-0.022643,-0.031671,0.100258,0.214204,-0.043287,0.223312
-3.8e-05,-7e-06,3e-06,3e-06,3.4e-05,-0.0,1.7e-05,6e-06,2e-06,1.6e-05,-1e-06,-2e-05,-6e-06,3.9e-05,-1e-06,1e-06,0.0,2e-05,0.0,-3e-06,0.0,1e-06,2.6e-05,-1e-06,5.8e-05,9e-06,5e-05,1.4e-05,-0.007111,-0.007063,4e-06,-7.3e-05,0.007141,-7e-06,-0.0,-2e-06,-3e-06,-4e-06,-2e-06,-3e-06,0.0,-2e-06,-0.0,0.007142,-2e-06,-6e-06,-2e-06,9e-06,-2e-06,0.0,2e-06,0.00714,2e-06
-0.000348,-7e-05,2.4e-05,1.5e-05,0.000317,-3e-06,0.000154,4.9e-05,2.8e-05,0.000157,-5e-06,-0.000173,-4.8e-05,0.005555,-2e-06,-1e-06,-1e-06,0.000187,-6e-06,-4.1e-05,2e-06,5e-06,0.000224,-5e-06,0.000522,8.5e-05,0.000464,0.000125,0.000706,0.001132,5.9e-05,-0.000654,-0.000398,-6.4e-05,4e-06,1e-06,1e-06,1e-06,-3e-06,-2.7e-05,4e-06,1e-06,5e-06,-0.000374,1e-06,-4.5e-05,4e-06,9.7e-05,-4e-06,-3e-06,-3e-06,-0.000423,7e-06
-0.000332,-6.7e-05,2.4e-05,1.4e-05,0.000303,-4e-06,0.000145,4.5e-05,2.6e-05,0.00015,-5e-06,-0.000164,-4.5e-05,-0.004118,-1e-06,-2e-06,-1e-06,0.000179,-7e-06,-4e-05,0.0,6e-06,0.000213,-5e-06,0.000495,8.1e-05,0.000441,0.000121,0.000739,0.001148,5.9e-05,-0.000622,-0.000445,-6.2e-05,5e-06,5e-06,5e-06,4e-06,0.0,-2.7e-05,5e-06,5e-06,7e-06,-0.000419,6e-06,-4e-05,7e-06,9.6e-05,-2e-06,-3e-06,-9e-06,-0.000474,4e-06
-0.000552,-0.000104,-6.9e-05,-4.2e-05,-4e-05,-3.9e-05,-2.3e-05,-2.9e-05,-2.1e-05,-9e-06,-1.6e-05,-1.1e-05,-4e-06,0.035517,-7e-06,-6e-06,-1e-05,-1e-05,-0.0,2e-06,-8e-06,0.0,-4e-06,-8e-06,-1.7e-05,-8e-06,-1.3e-05,-8e-06,-0.00099,-0.000989,0.004749,-0.000695,0.000993,2e-06,-1e-06,4e-06,2e-06,3e-06,5e-06,1e-06,5e-06,1.6e-05,1.2e-05,0.000985,1.2e-05,5e-06,1.2e-05,-1e-06,3e-06,-3e-06,2e-06,0.000995,1.2e-05
