0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0.013331,0.007605,0.014582,0.007914,0.014509,0.014452,0.007674,0.007497,0.007156,0.007036,0.006848,0.007383,0.00639,0.000376,0.000528,0.000531,-5.4e-05,0.001,0.000453,0.000655,0.000661,0.00071,-0.000113,-0.000168,-0.001034,-0.000195,-0.000933,4e-06,0.00035,-0.000281,2.1e-05,0.000204,0.000301,0.000386,0.000534,0.000895,0.000195,0.00045,-0.006635,-0.000159,-0.000642,-0.000414,-0.008004,-0.007603,-0.007749,-0.007276,-0.007164
0.001913,-0.006075,-0.007396,-0.008229,-0.006652,-0.006203,-0.006385,-0.005168,-0.002894,-0.002121,-0.000942,-0.004883,0.001928,-0.003558,-0.00456,-0.004588,-0.000406,-0.007646,-0.003716,-0.005036,-0.005061,-0.005373,0.000373,0.00074,0.006758,0.000934,0.006108,-0.000381,-0.002662,0.001821,-0.000157,-0.001363,-0.001991,-0.002547,-0.003523,-0.005898,-0.000972,-0.002621,0.0,0.001652,0.005253,0.003773,0.009909,0.007208,0.008331,0.004967,0.004065
0.008827,0.011455,0.009551,0.009612,0.010186,0.010569,0.011196,0.012226,0.01414,0.014777,0.015737,0.021041,0.018038,0.022797,0.021909,0.021851,0.016657,0.019314,0.013952,0.012904,0.012874,0.012621,0.008696,0.008964,0.005225,0.00907,0.00469,0.00804,0.006288,0.001388,-0.00012,-0.00104,-0.00152,-0.001948,-0.002697,-0.004531,-0.009105,-0.010404,-0.016092,-0.015553,-0.021173,-0.022387,-0.033784,-0.036018,-0.043844,-0.046936,-0.047881
-0.027858,-0.059644,-0.067417,-0.067908,-0.06612,-0.066214,-0.068391,-0.077173,0.132235,0.308463,-0.051893,0.014922,0.098642,0.102551,0.108151,0.322726,0.182351,-0.079299,-0.013417,0.248425,-0.083075,-0.08702,-0.03567,-0.048653,0.00557,-0.038838,-0.011857,-0.047611,-0.03601,0.000585,0.000349,0.001041,-0.006672,-0.001676,-0.001803,-0.004554,0.041537,0.026196,0.646952,1.550029,-0.075768,0.074225,-0.208985,-0.046582,-0.167886,0.066074,0.056785
-0.037242,-0.014479,-0.015262,-0.014729,-0.030177,-0.03028,-0.015243,-0.006237,-0.317942,-0.553003,-0.07318,-0.221361,-0.311036,-0.34721,-0.416333,-0.705712,-0.390604,-0.056688,-0.107524,-0.435076,-0.000589,0.01548,-0.025862,0.005129,-0.039579,-0.001658,0.087605,0.093313,0.00683,-0.000179,4e-06,-0.000858,-0.002332,0.014679,0.01467,0.030063,0.035855,0.017892,0.656444,1.892187,0.489595,0.157628,0.607538,0.483843,0.626868,0.309385,0.308439
0.06597,0.021762,0.021475,0.015351,0.044183,0.044013,0.014524,0.018628,-0.151834,-0.29626,-0.000938,-0.126612,-0.127374,-0.214068,-0.051046,-0.185087,-0.190912,-0.045973,-0.049655,-0.274993,0.015487,-0.010396,0.021128,0.00688,0.036825,0.008052,-0.144591,-0.165518,-0.019752,0.000343,0.000383,-0.000222,-0.010566,-0.024312,-0.024439,-0.048702,-0.033631,-0.024842,-0.36732,-1.373443,0.183018,-0.156352,0.342939,0.008124,0.322,0.077627,0.115231
0.000411,0.000361,0.000298,0.000224,0.000185,0.000199,0.000251,0.000269,0.000242,0.000241,0.000238,0.000275,0.000346,0.000447,0.000597,0.000628,0.007852,0.000835,0.000817,0.000848,0.000795,0.000786,0.000779,0.000692,0.000658,0.000436,0.000391,0.000226,5.4e-05,-3.4e-05,-4.8e-05,-0.0,2e-06,0.0,1e-06,2e-06,0.0,1e-06,-1e-06,-2e-06,3.6e-05,0.000135,0.000236,0.007325,0.000541,0.007677,0.007753
0.004237,0.003727,0.003075,0.002308,0.001898,0.002047,0.002574,0.002757,0.002489,0.002483,0.002456,-0.002575,-0.001843,-0.000775,0.000778,0.001121,0.001943,0.003342,0.003205,0.003569,0.003044,0.002978,0.002912,0.002013,0.007117,-0.00071,-0.001201,0.002473,0.000616,-0.000351,-0.000509,-6e-06,2.1e-05,6e-06,-9e-06,2e-06,2e-06,-3e-06,3e-06,2e-06,0.000401,0.001461,0.002554,0.00295,0.005923,0.007185,0.008223
0.004096,0.003599,0.002959,0.002215,0.001819,0.001959,0.002463,0.00263,0.002371,0.002362,0.002333,0.006946,0.007635,0.008633,0.010077,0.010384,0.011017,0.012372,0.01219,0.012495,0.011966,0.011861,0.011779,0.010927,0.006342,0.008448,0.008006,0.002184,0.000543,-0.000311,-0.000449,-6e-06,1.9e-05,5e-06,-1e-05,0.0,1e-06,-1e-06,4e-06,4e-06,0.000357,0.001291,0.002248,0.002478,0.005192,0.006142,0.007022
0.39995,-3e-05,0.0001,0.000577,-7.9e-05,-0.000512,0.000581,0.000625,0.000179,0.000514,-9.3e-05,-0.035134,-0.034991,-0.035217,-0.04654,-0.03823,0.14928,-0.047275,-0.052695,0.135923,-0.049306,0.088522,-0.044248,-0.034755,-0.008651,-0.044175,-0.039777,-0.005307,0.000317,0.000335,0.000244,0.000167,0.00013,9e-05,6.4e-05,4.4e-05,3.9e-05,4.6e-05,2.9e-05,3.6e-05,3.7e-05,1.9e-05,0.000758,0.002703,0.002039,-0.000897,-0.002945
-0.546386,-0.013941,-0.015305,-0.014785,5e-05,-0.000358,-0.014796,-0.014795,-0.015236,-0.014831,6.7e-05,-0.001345,-0.001215,-0.001395,-0.016479,-0.020472,0.446979,-0.016017,-0.028565,0.454192,-0.030772,0.249709,-0.027298,-0.001597,-0.038626,0.0049,-0.007639,-0.0221,-0.000417,-0.000238,-0.000147,-9.4e-05,-8.8e-05,-5.6e-05,-4.4e-05,-8e-06,-1.3e-05,-9e-06,-1.5e-05,-1e-06,-1.9e-05,-1.6e-05,-0.014455,-0.030312,-0.029526,-0.022564,-0.050076
0.654732,0.023775,0.024861,0.024843,0.000102,0.000183,0.024838,0.024777,0.024842,0.024847,9.9e-05,0.006879,0.006864,0.006911,0.038666,0.030291,0.34187,0.039682,0.033065,0.310688,0.029113,0.170297,0.028791,0.005464,0.046421,0.01841,0.004841,0.022753,-0.000537,-0.000433,-0.000279,-0.000193,-0.000157,-0.000111,-5.7e-05,-6e-05,-6e-05,-4e-05,-5.4e-05,-5.5e-05,-2e-05,-2e-05,0.024914,0.055878,0.050611,0.099376,0.077894
