0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0.001909,0.001954,0.001288,0.009421,0.001765,0.001669,0.009264,0.001657,0.009144,0.009075,0.008222,0.008085,0.008014,0.007193,-0.000438,-0.001196,-0.001113,-0.008437,-0.007557,-0.007221,0.000561,0.000751,0.000772,3.6e-05,-4e-06,-0.007386,0.000218,0.000219,0.000202,-0.007267,-7.6e-05,0.000812,0.000163,0.000905,0.00082,0.000563,0.000377,6.5e-05,-0.000174,-0.000254,0.007169,-0.000432,-0.000444,-0.000475,-0.000476,0.000324,-0.007884,0.000419,0.000584,-0.007536,-0.007506,-1e-06,-9e-05,0.00737,-0.000196,-0.00014,0.007357,-0.00022,0.000452,-0.00019,-0.00021,-0.000123,0.000123,0.00025,-0.000345,-0.000207,-0.000765,-0.000629,-0.001553,-0.001112,-0.001435,-0.001962,-0.001663,-0.00931,-0.010125
-0.015672,-0.016143,-0.01033,-0.014119,-0.014136,-0.013142,-0.012267,-0.012961,-0.010952,-0.010266,-0.003203,-0.001991,-0.001439,0.005067,0.00492,0.010726,0.009987,0.007419,0.000338,-0.002642,-0.004353,-0.006074,-0.006268,-0.000375,2.4e-05,-0.001995,-0.002025,-0.002012,-0.001868,-0.003192,-0.000228,-0.007602,-0.002471,-0.00846,-0.007646,-0.005226,-0.003486,-0.000581,0.001645,0.002387,0.004743,0.004015,0.004119,0.004418,0.00441,-0.002148,0.002248,-0.003027,-0.004564,-0.000975,-0.001241,5e-06,0.000863,0.002516,0.001854,0.001311,0.002536,0.002065,-0.003288,0.001792,0.00197,0.001156,-0.001162,-0.002377,0.002721,0.000936,0.005278,0.004027,0.010849,0.006692,0.00875,0.012718,0.009762,0.009212,0.015856
0.013381,0.012814,0.009081,0.014161,0.015254,0.01645,0.016378,0.016654,0.017924,0.018729,0.016404,0.017782,0.018399,0.015345,0.016158,0.01234,0.01139,0.009468,0.011808,0.008426,0.005441,0.003511,0.003293,-0.00042,2.9e-05,-0.001177,-0.002276,-0.002261,-0.002101,-0.002535,-0.010635,-0.00865,-0.013251,-0.009726,-0.008852,-0.006083,-0.004066,-0.000679,0.00192,0.002785,0.004416,0.004656,0.004763,0.005098,0.005066,0.007995,0.003644,0.006974,0.005225,-3.9e-05,-0.000344,6e-06,0.000983,0.001792,0.002103,0.001484,0.001808,0.002337,0.006658,0.002023,0.002222,0.001304,-0.001309,-0.002683,-0.007247,-0.009332,-0.014929,-0.016255,-0.029411,-0.034381,-0.042812,-0.048939,-0.052979,-0.053054,-0.056032
-0.11955,0.042606,-4.111011,-0.108748,-0.092776,-0.091964,-0.104379,-0.106756,-0.211423,-0.099959,-0.169072,-1.279965,-0.160156,-0.030143,-3.897945,-0.350743,-0.089287,0.006301,-0.032143,-0.047401,-0.045335,-0.008971,0.013209,0.016495,0.132283,0.125552,0.198182,0.028554,-0.013798,-0.005708,0.033249,-0.016177,0.038936,-0.003473,-0.003645,-0.003066,-0.001723,-0.011482,-0.019431,0.030114,-1.09971,0.090196,0.180162,0.084657,0.288093,0.080801,0.118595,0.366316,-0.240193,0.046469,0.233974,0.010374,-0.015493,0.014309,-0.075028,0.001129,0.004467,0.002326,-0.034162,0.000205,0.00294,-0.012638,9.2e-05,-0.001792,2.607176,-0.279735,2.289097,-0.342784,-0.358937,-0.479077,-0.351611,-0.110667,-0.295774,0.023843,-0.116554
0.023901,-0.279037,-0.098702,0.014792,-0.09215,-0.090999,-0.006094,0.008755,-0.013195,-0.021317,-0.03267,-0.142546,-0.032572,-0.036115,-0.603687,0.008809,-0.040394,-0.012788,-0.005637,0.021836,0.019503,-0.062139,-0.107305,-0.055524,-0.265011,-0.237865,-0.367106,-0.068613,0.029693,0.033362,0.021013,0.064307,0.01263,0.02791,0.028079,0.028687,0.014138,0.013054,0.09537,-0.078195,-0.104613,-0.194736,-0.438939,-0.265947,-0.600896,-0.308221,-0.309138,-0.781559,-0.131264,-0.159851,-0.425085,-0.105297,0.018775,-0.043233,0.003487,-2.7e-05,-0.029022,-0.01382,-0.006663,6e-05,-0.01444,0.096154,3e-05,0.013945,0.320147,0.590952,2.499593,0.544495,0.666603,0.966915,0.901742,0.570116,0.87522,0.361832,0.561519
-0.031492,-0.24416,-3.802337,-0.024551,0.138191,0.137191,-0.004127,-0.033665,-0.109775,0.018678,-0.068082,-1.111422,-0.074321,0.04581,-3.866822,-0.45744,-0.062725,0.020797,0.002032,-0.020772,-0.015871,-0.069591,-0.096912,-0.046441,-0.1575,-0.178124,-0.232823,-0.048262,-0.021233,-0.051515,-0.029042,-0.020823,-0.031912,-0.049972,-0.049998,-0.050513,-0.025054,0.000981,-0.145515,-0.018317,-1.228159,-0.090126,0.002328,0.084451,-0.339674,0.003496,0.026148,-0.184719,-0.540763,0.080016,-0.312858,0.152373,0.000866,0.004804,-0.127529,0.00195,0.055783,0.026291,0.005932,0.000521,0.025432,-0.173262,0.00026,-0.024979,5.032108,0.410013,0.897719,0.776214,0.911375,0.826987,0.550107,0.319477,0.491632,0.149063,0.551086
-0.000191,-0.007978,0.0001,0.000107,7.2e-05,-4e-06,-7.1e-05,-3.2e-05,7e-06,-0.0,-1e-05,-1.3e-05,2e-06,-3e-06,-1.1e-05,-3.8e-05,-7.5e-05,-7.4e-05,-4.9e-05,-1.1e-05,5.9e-05,1e-06,2e-06,1e-06,0.0,0.0,2e-06,5.7e-05,3.9e-05,2.8e-05,1.4e-05,1.4e-05,-0.0,5e-06,1.9e-05,4.9e-05,2.8e-05,-1.3e-05,-1.4e-05,-2.6e-05,-8e-06,-0.0,4.8e-05,1e-06,-1e-06,5.2e-05,1e-06,1e-06,3e-06,3e-06,3e-06,3e-06,2e-06,-2.5e-05,1e-06,-3.1e-05,-1e-05,-3e-05,-0.0,-3e-06,-3e-06,-5e-06,-5e-06,-6e-06,-6e-06,-5e-06,-2e-06,1e-06,6e-05,-2e-05,3.5e-05,0.008008,0.008067,0.008163,0.000251
-0.013393,-0.01168,-0.010425,-0.004619,-0.004999,-7e-06,-0.00069,-0.000325,5.9e-05,2e-06,-0.000101,-0.000132,7e-06,3e-06,-8.2e-05,-0.000351,-0.000737,-0.000738,-0.000493,-0.000115,0.000564,1.3e-05,3e-05,1e-06,-2e-06,-5e-06,-4e-06,0.00053,0.000375,0.000283,0.000139,0.000146,0.005725,4e-05,0.000189,0.00049,0.000283,-0.000132,-0.000146,-0.000262,-7.9e-05,-7e-06,0.000461,9e-06,1e-06,0.000533,-3e-06,-2e-06,-0.0,0.0,-0.0,0.0,4e-06,-0.000271,-1.8e-05,-0.00033,-0.000126,-0.000308,1e-05,4e-06,2e-06,1e-06,0.0,0.0,0.0,1e-06,-4e-06,3e-05,0.000601,0.005539,0.000347,0.000459,0.001063,0.002077,0.00253
0.00535,0.00757,0.009105,0.005303,0.004821,-9e-06,-0.000871,-0.00041,7.3e-05,3e-06,-0.000127,-0.000168,9e-06,8e-06,-9.8e-05,-0.000443,-0.000935,-0.000936,-0.000626,-0.000147,0.000713,1.6e-05,3.8e-05,0.0,-3e-06,-5e-06,-7e-06,0.000668,0.000474,0.000358,0.000177,0.000183,-0.003901,5e-05,0.000239,0.000619,0.000356,-0.000167,-0.000185,-0.000331,-0.0001,-7e-06,0.000584,1.1e-05,2e-06,0.000676,-5e-06,-6e-06,-4e-06,-5e-06,-4e-06,-4e-06,4e-06,-0.000343,-2.2e-05,-0.000417,-0.000161,-0.00039,1.5e-05,1e-05,8e-06,7e-06,7e-06,6e-06,6e-06,4e-06,-4e-06,3.8e-05,0.000763,-0.004137,0.000439,0.000528,0.001293,0.002568,0.003186
-0.074723,-0.071187,-0.073565,-0.038461,-0.037852,-0.000794,-0.001249,-0.00027,-0.000185,-0.000152,-0.000113,-8.7e-05,-6.9e-05,-6.2e-05,-6.6e-05,-6.1e-05,-0.000873,-3e-05,-3e-05,-1.5e-05,0.00082,-1.5e-05,-1.2e-05,-7e-06,-5e-06,-0.0,8e-06,-3e-06,8e-06,1e-06,-6e-06,-5e-06,0.035676,-1e-06,1.1e-05,-5e-06,-2e-06,7e-06,-2e-06,-2e-06,3e-06,-5e-06,-1e-05,-1e-05,3e-06,1e-06,-4e-06,-8e-06,-1.2e-05,-1.1e-05,-1.2e-05,-1.1e-05,-3e-06,-4e-06,2e-06,-7e-06,-1.6e-05,-1.4e-05,-1.4e-05,-1.5e-05,-8e-06,-5e-06,-3e-06,-8e-06,-8e-06,-7e-06,-1e-05,-1.1e-05,-6e-06,0.035681,1e-06,0.000988,0.001815,0.001826,0.0017
