0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151
0.012151,0.006059,0.005953,0.000235,-3.2e-05,0.000778,0.000792,0.000327,0.000968,0.001228,0.001012,0.007131,0.006517,0.00083,0.012387,0.011202,0.011069,0.005231,0.010122,0.010908,0.00496,0.004825,0.004846,0.004879,0.005473,0.011314,0.00568,-0.001636,-0.003101,0.003068,-0.003295,0.004002,-0.001715,-0.006549,-0.005352,0.001256,0.000292,0.000822,1.1e-05,-0.001159,-0.000559,0.005422,2.4e-05,-0.000285,-0.00061,-0.001355,-0.00185,-0.008022,-0.007307,-0.007105,-0.00802,-0.006789,-0.000229,-0.000959,-0.000408,0.000797,0.006865,0.007224,0.005888,-0.000257,-0.000233,0.011169,0.011161,0.005286,-8.7e-05,-0.000365,-0.005365,-0.006141,-0.005767,-0.012392,-0.0079,-0.008065,-0.002428,-0.002441,-0.002438,-0.001097,-0.000534,0.000842,0.001683,0.001675,0.001292,0.000358,0.000626,0.00048,0.005069,-0.000316,-0.000235,-0.001072,-0.006678,-0.006559,-0.007246,-0.00727,-0.012935,-0.006098,-0.007496,-0.013011,-0.005492,-0.005282,-0.004931,0.001082,-0.003592,-0.00393,0.001629,0.001572,0.007261,0.007156,0.007272,0.006654,0.005431,-1.2e-05,0.000237,-0.000383,0.001175,-0.000473,6.3e-05,0.006038,7.8e-05,0.000565,0.006289,0.006529,0.00673,0.000564,0.001634,0.000465,0.000835,0.000324,0.000256,-0.000832,0.004766,0.004706,0.000105,-0.000814,0.000212,0.000227,0.005705,0.00588,0.006058,0.000288,0.005804,0.005988,-0.000603,-0.00033,-0.000126,-0.000366,-0.000737,-0.000466,-0.005696,-0.000193,-0.000787,-6.4e-05,-0.00046,-0.006084
0.001575,0.000863,0.001245,-0.000856,0.000127,-0.004332,-0.004406,-0.00278,-0.005057,-0.006034,-0.005242,-0.006075,-0.00233,-0.004571,-0.000672,0.005117,0.005569,0.00383,0.010359,0.005978,0.00467,0.005065,0.004849,0.004812,0.001166,0.002675,0.000414,0.003769,0.010277,0.010654,0.01092,0.005772,0.005663,-0.000644,-0.00462,-0.005835,-0.000977,-0.004391,-5.6e-05,0.005523,0.00187,0.002697,-8.3e-05,0.000954,0.00204,0.006156,0.007812,0.007664,0.003686,0.003047,0.007786,0.002042,-0.000862,0.003219,0.001369,-0.004345,-0.003948,-0.005138,0.000995,0.000848,0.000765,0.004001,0.002334,0.001259,-0.001412,-0.000508,-0.006055,-0.001852,-0.003035,-0.001496,0.00578,0.006373,0.008124,0.00819,0.008143,0.003673,0.001789,-0.004488,-0.008963,-0.008941,-0.007662,-0.002877,-0.00377,-0.003273,0.003496,0.00106,0.000793,0.005265,0.0036,0.003216,0.007178,0.007308,0.005882,0.001704,0.008135,0.006258,-0.001994,-0.002746,-0.004019,-0.003856,-0.010405,-0.007693,-0.005841,-0.005634,-0.004159,-0.00376,-0.005695,-0.003473,0.002433,4.3e-05,-0.000839,0.002926,-0.005729,0.003237,-0.00022,0.000294,-0.000281,-0.003578,-0.002163,-0.003009,-0.003703,-0.002001,-0.007308,-0.001639,-0.004517,-0.002735,-0.002503,0.002889,0.004793,0.004995,-0.001966,0.002822,-0.002345,-0.002401,-0.000147,-0.000761,-0.001383,-0.00263,-0.000517,-0.001148,0.002039,0.001108,0.000423,0.001222,0.002503,0.001581,-0.001448,0.000661,0.004313,0.001838,0.004826,0.003133
3.3e-05,4.7e-05,0.000236,-0.00041,7.3e-05,0.005048,0.005199,0.005989,0.004737,0.004421,0.004806,0.011366,0.005851,0.005131,0.006294,0.001744,0.001959,0.001476,-0.003067,0.002157,0.001872,0.002057,0.00204,0.001941,0.00749,0.007858,0.007127,0.009024,0.004763,0.004591,0.004993,0.009524,0.002552,0.007204,0.005413,0.004578,-0.000443,0.005227,-3.2e-05,-0.004728,0.000834,0.000909,-4.2e-05,0.000422,0.000908,-0.004443,-0.003708,-0.003491,0.001915,0.001625,-0.003453,0.001174,0.006765,0.0014,0.000595,0.005246,0.005147,0.004627,0.000153,0.000361,0.000324,0.001193,0.007615,0.007412,0.006522,0.006911,0.011917,0.006615,0.006089,0.006994,0.002697,0.002934,0.003401,0.0034,0.003339,0.001512,0.000737,0.005226,0.01046,0.010476,0.011007,0.005897,0.005534,0.00574,0.001201,0.000431,0.000324,-0.004923,-0.005375,-0.005526,-0.010927,-0.010904,-0.01127,-0.006111,-0.010486,-0.01106,-0.000571,-0.000879,-0.001396,-0.001568,0.003023,-0.002921,-0.002406,-0.002337,-0.001987,-0.001821,0.00445,0.005381,0.000765,1.6e-05,-0.000353,-0.005866,0.00469,-0.005734,-9.1e-05,-0.000132,-0.000119,0.005591,0.005933,0.005577,0.005288,-0.000851,0.004026,-0.000696,0.005214,0.005972,0.006068,0.001218,0.001765,0.001847,0.006292,0.001179,0.00613,0.006106,0.006797,0.006545,0.006292,0.00601,0.006652,0.006395,0.000837,0.000456,0.000175,0.000471,0.001028,0.000651,-0.000358,0.000275,-0.005329,-0.006367,-0.0122,-0.012656
0.020897,0.001791,0.003112,0.254151,-0.489148,-5.334332,-0.030338,0.420324,-5.413413,-0.229829,-0.552071,-1.718481,-0.084744,-0.079605,-0.06503,-0.142644,-0.152913,0.066777,0.034696,-5.527843,-1.662225,-0.072824,-5.566037,-1.723612,-0.403933,-0.574804,-0.061327,-0.122902,-1.374482,-2.2e-05,0.00966,-0.011772,0.017762,-0.027926,0.000508,-0.015241,-0.09962,-0.436926,0.092762,0.05215,0.014371,0.109372,0.102875,0.008706,0.024361,0.09124,-0.351884,-1.151813,0.054703,0.001068,-0.083184,0.047346,0.149486,0.198746,0.07904,0.189988,0.149773,-1.008441,0.245453,0.305241,0.249369,0.195418,0.15171,0.165873,0.095993,0.04603,0.127283,-2.636564,0.075405,-1.068025,0.024898,0.008371,0.004698,0.00543,-1.995298,0.002493,0.081772,-0.015439,-0.205352,0.041107,0.156207,-0.045479,0.040818,-0.035327,-0.000581,0.0001,-0.003131,0.034214,0.027857,0.241008,2.398389,0.038703,2.10497,0.029566,2.646709,0.062265,0.001296,0.003216,-0.068763,-0.000717,0.61991,-0.005443,-0.001113,-0.003033,0.262514,-0.009615,-0.033922,-0.038137,0.002215,-8.9e-05,-0.000349,0.083065,0.161165,0.033662,-4e-06,0.001404,1.3e-05,0.205286,-0.035415,-0.020312,-0.034484,-0.000913,-0.046765,-0.009754,0.017688,-0.030357,0.220066,-0.007539,-0.00468,0.010523,0.022502,-0.007943,0.022595,0.142774,0.255571,-0.008824,-0.027432,0.292636,0.035075,0.038299,-0.006945,0.005139,0.001251,-2.174105,-0.007874,-0.010371,-0.014029,0.002668,0.767455,2.263788,0.064809,-0.024724
0.027301,-0.016664,-0.015551,-0.314008,-0.218739,-0.318251,-0.172239,-1.475729,-0.114541,-0.803062,-0.521663,-0.233876,-0.841756,-0.55703,-0.007935,-0.127384,-0.472919,-0.696176,-0.37097,-0.529511,-0.163486,-0.926097,-0.932068,-1.162762,-2.245702,-1.395279,-1.364039,-1.189561,-0.340427,-0.801505,-0.566859,-1.1045,-0.319468,-0.065589,-0.757537,-0.269697,-0.561352,-0.6066,-1.180363,-0.545762,-0.511598,-0.930251,-0.903831,-0.878867,-0.456996,-0.39917,-0.148677,-0.641791,-0.309009,-0.049321,-0.039514,-0.253937,-0.696516,-0.721466,-0.307914,-0.745486,-0.701758,-0.705736,-0.772069,-0.869017,-0.765917,-0.859215,-0.634605,-0.598122,-0.407386,-0.291776,-0.453877,-0.999257,-0.280172,-0.283625,-0.098874,-0.071775,-0.063964,-0.015265,-1.519758,0.00166,-0.157056,-0.036881,-0.256706,-0.204092,-0.472102,0.015438,-0.19311,0.000372,0.036983,1.5e-05,0.060985,0.001897,0.014015,0.146901,0.521339,0.071312,1.513891,0.007537,0.221769,0.037141,-0.004219,0.003858,0.132973,-0.0079,0.51833,0.022402,0.008983,0.007086,-0.508695,0.007302,-0.016677,-0.004727,-0.023551,0.000108,-0.000233,0.10368,0.141946,0.01029,7e-06,-0.005984,1.3e-05,-0.314591,-0.024424,-0.043534,-0.016425,0.002767,0.020713,0.019084,-0.098845,-0.014322,-0.485196,0.016446,-0.008747,-0.037079,-0.108804,0.017923,-0.109067,-0.342577,-0.64184,-0.066335,-0.022704,-0.624857,-0.082328,-0.151852,0.006224,-0.000452,0.015155,-1.48807,0.031107,0.020683,0.03895,0.029667,0.48746,1.427418,0.013944,0.255388
0.147132,0.025474,0.028725,0.820286,0.058318,1.354192,-0.094123,2.32919,1.123938,-0.282477,-0.119953,0.198959,-0.292891,-0.218593,0.078274,0.040738,0.159909,0.758341,0.065889,0.229752,0.057865,-0.484175,-0.737607,-0.689215,2.150895,-0.510013,-0.258699,-0.123116,-1.261656,0.025795,0.069706,-0.106541,0.340704,0.160874,-0.118523,0.303645,0.162574,-0.249603,0.00356,0.020974,0.22023,0.126822,0.10865,0.018325,0.475337,0.516471,0.121377,-0.814644,0.30901,0.189982,0.122131,0.323458,-0.031123,-0.046531,0.132944,-0.072979,-0.056906,-1.195993,-0.036278,-0.095029,0.148585,0.07082,0.484499,0.242398,0.285269,0.32599,-0.029436,-4.77601,0.082185,-1.168673,0.198588,0.209922,0.217005,0.053217,1.237998,-0.000845,-0.022999,-0.037989,0.0268,-0.117616,0.037721,-0.022275,0.120901,-0.023494,-0.132323,0.000223,-0.189124,0.024585,-0.002568,-0.11387,5.032911,0.042885,-1.143149,-0.004276,4.923257,-0.007901,-0.031897,-0.032943,-0.014713,-0.027907,-0.464373,-0.05519,-0.027178,-0.026138,-0.170529,0.009501,0.005853,0.010034,0.056793,-3.2e-05,0.000141,-0.194941,-0.136712,-0.003044,2.7e-05,0.001959,3e-06,-0.1831,0.034653,-0.001004,0.006278,0.003641,-0.042032,0.008994,-0.05554,0.005857,-0.185055,0.00777,0.062773,0.054473,-0.059656,0.007235,-0.059425,-0.142853,-0.245908,0.022755,0.007328,-0.242473,-0.196804,-0.038579,0.033231,-6.7e-05,0.003433,0.829383,0.00819,0.007492,-0.020313,0.003084,-0.230786,-0.766659,0.021135,-0.142619
-0.000128,-0.000188,-0.000159,-0.000327,-0.000216,-0.000272,-0.000242,-0.000351,-0.000367,-0.000347,-0.00036,-0.000419,-0.000396,-0.000542,-0.000623,-0.000486,-0.00047,-0.000398,-0.000409,-0.00029,-0.000269,-0.000429,-0.000331,-0.000385,-0.000386,-0.000475,-0.00048,0.00561,-0.000332,-0.000368,-0.000346,-0.000409,-0.000247,-0.000261,-0.000221,-0.000277,-0.000174,-5.6e-05,-0.000191,-0.000298,0.005525,-0.000408,-0.000181,-0.000102,-3e-05,0.000263,0.000206,0.000139,5.5e-05,0.000188,0.000218,0.000412,-0.005402,0.000637,-0.005371,-0.005882,-0.005855,-0.005872,-0.005865,-0.005907,9.4e-05,-7.9e-05,8.9e-05,-3.6e-05,-0.006058,-8.6e-05,-7.5e-05,0.000158,5.3e-05,-2e-06,-3e-06,9.9e-05,0.000119,2.6e-05,1.7e-05,-2e-06,-7.6e-05,-8e-06,4.2e-05,7e-06,-0.000103,-0.000117,0.00588,-2e-06,-1e-05,-0.00016,-1e-06,5e-06,-4e-06,-0.00012,-0.000186,-0.000213,-0.00019,0.005854,-0.000134,-7.7e-05,1e-06,-0.000155,-9.2e-05,3e-06,-3e-06,-2.5e-05,-3.5e-05,-1e-06,-0.005901,-0.0,-0.0,1e-06,-3.1e-05,4e-06,-1e-05,0.005919,-0.000151,1.5e-05,0.0,1e-06,-3e-06,4.2e-05,0.000145,9e-06,-0.000155,-0.000154,0.000162,4.1e-05,1.3e-05,-4e-06,-0.005913,-0.005836,-3e-06,-3.2e-05,0.005907,-2e-06,0.005961,-2e-06,-2e-06,-2.2e-05,-0.00018,-0.000136,5e-06,1.3e-05,0.005922,-0.000149,3.3e-05,1e-06,-7e-06,2e-06,4.7e-05,1e-06,-0.0,0.005943,0.005938,9.8e-05
-0.000683,-0.001015,-0.000852,-0.001762,-0.001179,-0.001474,-0.001308,-0.001887,-0.001974,0.002192,-0.001938,-0.002264,-0.002132,-0.002905,-0.003348,-0.002611,-0.002518,-0.002139,-0.002191,-0.00156,-0.001449,-0.002299,0.002281,-0.002084,0.001982,0.001487,0.001464,0.001569,-0.001803,-0.001991,-0.001861,-0.0022,0.002735,0.002654,-0.001192,-0.001487,-0.000933,-0.000299,0.003042,-0.001607,-0.003046,-0.002198,-0.000973,-0.000559,-0.004237,0.005485,0.001105,0.000749,0.0003,0.001012,0.001167,0.002213,0.003671,0.003409,0.003781,0.001041,0.001167,0.005112,0.005134,0.00088,0.000486,-0.000405,0.00047,-0.000174,0.000119,-0.000434,-0.000379,0.000807,-0.003725,1e-06,-1.3e-05,0.0005,0.000605,0.000143,8.7e-05,-1.6e-05,-0.000411,-4.4e-05,0.000212,3e-05,-0.00052,-0.000597,-0.001032,1e-05,-3.4e-05,-0.000795,9e-06,3.5e-05,-1.5e-05,-0.000613,-0.000954,-0.001094,-0.000984,-0.001202,-0.000697,-0.000397,2e-06,-0.000794,-0.00048,2e-05,1.1e-05,-0.000113,-0.00017,-7e-06,0.000965,3e-06,-1.3e-05,-6e-06,-0.000177,1e-06,-6.2e-05,-0.000874,-0.000779,8.7e-05,-9e-06,-1.1e-05,-2e-05,0.000211,0.00076,4.8e-05,-0.000807,-0.000807,0.004875,0.00021,6.7e-05,-3.1e-05,0.000879,0.001284,-2.1e-05,-0.000172,-0.000922,-5e-06,-0.000629,-0.0,-1e-05,-0.000113,-0.000948,-0.000708,2.6e-05,7.3e-05,-0.000855,-0.00079,0.000172,-6e-06,-4.4e-05,1e-05,0.004308,3e-06,2e-06,-0.000744,-0.000765,0.000522
-0.000258,-0.000384,-0.000324,-0.000669,-0.000449,-0.000562,-0.000499,-0.000718,-0.000754,-0.00624,-0.000741,-0.000869,-0.000821,-0.001119,-0.001292,-0.00101,-0.000976,-0.000832,-0.000853,-0.000609,-0.000563,-0.000898,-0.006222,-0.000816,-0.00634,-0.006535,-0.006544,-0.006787,-0.000712,-0.000787,-0.000737,-0.000873,-0.006042,-0.006074,-0.000475,-0.000595,-0.000372,-0.000117,-0.005922,-0.000643,-0.001503,-0.000884,-0.000391,-0.000224,0.005443,-0.004939,0.000446,0.000302,0.000122,0.000407,0.000469,0.000886,0.00175,0.001363,0.001791,0.000701,0.000751,-0.004805,-0.004793,0.000639,0.000196,-0.000157,0.000189,-6.4e-05,0.000337,-0.00017,-0.00015,0.000321,0.005642,0.0,-7e-06,0.000199,0.000238,5.8e-05,3.4e-05,-7e-06,-0.000163,-1.6e-05,8.4e-05,1e-05,-0.000206,-0.000238,-0.000698,5e-06,-1.4e-05,-0.000317,4e-06,1.2e-05,-7e-06,-0.000245,-0.000379,-0.000437,-0.000394,-0.000767,-0.00028,-0.000159,0.0,-0.000316,-0.000191,9e-06,6e-06,-4.4e-05,-6.6e-05,-2e-06,0.000671,1e-06,-5e-06,-3e-06,-7e-05,-1e-06,-2.6e-05,-0.000636,-0.000313,3.2e-05,-8e-06,-7e-06,-1.1e-05,8.4e-05,0.000303,2e-05,-0.000322,-0.000322,-0.005186,8.3e-05,2.7e-05,-1.3e-05,0.000633,0.000795,-8e-06,-6.7e-05,-0.000655,-3e-06,-0.000536,1e-06,-3e-06,-4.7e-05,-0.00038,-0.000284,9e-06,2.8e-05,-0.000627,-0.000317,6.9e-05,-3e-06,-1.8e-05,3e-06,-0.005413,-1e-06,-4e-06,-0.000583,-0.00059,0.000205
0.000966,-0.003471,-0.00052,-0.00185,-2.5e-05,-4.9e-05,-0.000683,0.000376,0.000236,0.048261,-4.6e-05,-0.0043,-0.000563,0.00234,-0.0043,-0.000531,-0.095843,0.000876,-0.00126,-0.000196,-0.004588,-0.001872,0.035271,-0.004052,-0.139362,0.033672,0.034637,0.04446,-0.048623,-0.003277,0.003822,-0.004612,0.03577,0.034106,-0.159946,-0.000637,0.000111,-0.002499,0.035831,0.012005,-0.000774,-0.001765,-2.1e-05,-1.5e-05,-0.035921,0.037641,-2.7e-05,-2.5e-05,-2.9e-05,-4.7e-05,-2.9e-05,-0.000655,-0.002444,0.005399,0.000171,-0.005629,-0.001782,0.031608,0.033878,-0.001264,-0.000163,-0.00039,-0.002271,-0.00036,-0.00109,-6.7e-05,-0.000135,-0.00013,-0.023714,-5.7e-05,-4.2e-05,-5.2e-05,-5.5e-05,-6.6e-05,-5.2e-05,-4.7e-05,-4e-05,-3.4e-05,-4.4e-05,-0.000222,-7.7e-05,-9e-05,0.000885,-9.7e-05,-9e-05,-0.001881,-9.2e-05,-7.4e-05,-7.3e-05,-5.3e-05,-1.5e-05,-0.001797,-0.003249,0.000936,2.4e-05,3.4e-05,3.6e-05,-0.001744,3.9e-05,2.4e-05,1.3e-05,3e-05,3.3e-05,2.8e-05,-0.000954,1e-05,3.6e-05,2.3e-05,2.6e-05,3.5e-05,2.5e-05,0.000886,-7.7e-05,-6.7e-05,-6.2e-05,-6.1e-05,-6e-05,-5.5e-05,-6.1e-05,-5.6e-05,0.002673,-0.001715,0.035902,-1e-05,-1e-05,-1.4e-05,-0.000999,-0.001001,-2e-05,-1.2e-05,0.000973,-1.1e-05,0.000967,-6e-06,8e-06,1.6e-05,-0.001728,1.7e-05,4e-05,2.6e-05,0.001013,5.3e-05,3.9e-05,4.2e-05,3.7e-05,3.8e-05,0.035955,4.3e-05,4e-05,0.001018,0.001023,3.2e-05
