0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155
-0.000177,-0.000111,-0.006587,1.7e-05,4.9e-05,0.005985,-2e-06,0.006564,-0.000139,-0.000152,-0.00091,0.004977,0.005637,0.00571,0.005813,0.005865,0.005945,-0.000674,-0.000706,0.007302,0.006555,7e-06,0.007281,0.007284,0.006657,0.007517,0.000359,0.006881,0.001068,0.000358,0.000222,0.000201,-0.005689,5.2e-05,3.4e-05,5.4e-05,-5e-06,-1e-06,-1e-06,-1e-06,-6.4e-05,-9.8e-05,-0.000135,-0.00018,-0.000146,-0.000149,-3.8e-05,-0.000807,-0.000969,-0.001022,-0.000445,-0.000506,-0.000591,-0.00721,-0.000661,-0.00052,-0.000468,0.006948,-0.000111,6e-06,0.000751,-5e-06,3e-06,0.0,-4e-06,9e-06,1.6e-05,1.8e-05,6e-06,-7e-06,1e-06,3.3e-05,3e-05,6.4e-05,8.7e-05,7.1e-05,0.00019,0.000182,0.000129,8.6e-05,3.1e-05,-5e-06,7.3e-05,0.000103,0.000166,7.4e-05,0.006556,0.006556,-0.0,4e-05,0.000106,1e-05,-1.5e-05,5.7e-05,0.000992,0.000606,-0.00544,-0.005385,-0.005561,0.000801,0.006976,0.000155,-2.1e-05,-8.7e-05,-0.000788,-0.001341,-0.001496,-0.007712,-0.0003,-0.00053,-0.007007,-0.001106,-0.007425,-0.007323,-0.007319,-0.000654,0.000818,0.001602,0.002253,0.008789,0.00896,0.008764,0.015181,0.013863,0.007245,0.006275,0.005989,-0.000938,-0.001261,-0.008142,-0.001477,-0.007957,-0.007029,-0.013308,-0.013645,-0.006779,-0.006763,0.000215,0.007101,-0.000432,0.000255,0.007018,0.006855,0.000183,0.000326,0.000358,-0.00055,0.000959,0.000908,0.000733,0.001112,0.007653,0.006336,0.006773,0.006359,0.006303
0.001694,0.001055,-0.001032,-0.000163,-0.000474,0.005843,1.4e-05,0.001261,0.001347,0.001476,0.007762,0.014277,0.008859,0.007989,0.007011,0.006454,0.005686,0.005388,0.005649,-0.005123,0.0008,-5.8e-05,-0.004866,-0.004832,1.3e-05,-0.006652,-0.002899,-0.001635,-0.008231,-0.002842,-0.00205,-0.001584,-0.007696,-0.000717,-0.000575,-0.000416,3.5e-05,-3e-06,8e-06,4e-06,0.000479,0.00077,0.00105,0.001409,0.001108,0.001174,0.000313,0.006124,0.007426,0.00784,0.003533,0.004019,0.004703,0.004325,0.005272,0.004151,0.003715,-0.002431,0.000842,-9.9e-05,-0.005712,3.2e-05,-3.4e-05,2e-06,3.4e-05,-6.2e-05,-0.000119,-0.000136,-4.1e-05,6.8e-05,1e-06,-0.000257,-0.000245,-0.000503,-0.000675,-0.000549,-0.00148,-0.001424,-0.001006,-0.000668,-0.000239,-0.0002,-0.000564,-0.000793,-0.0013,-0.000582,0.000876,0.000876,1.2e-05,-0.000303,-0.000832,-6.7e-05,0.000127,-0.000695,-0.007527,-0.004718,-0.010101,-0.010482,-0.009167,-0.006419,-0.00194,-0.001215,0.000183,0.000725,0.00602,0.01017,0.011183,0.007207,0.001995,0.003519,0.001397,0.007824,0.004267,0.003326,0.003132,0.004103,-0.007228,-0.013366,-0.018339,-0.015531,-0.01629,-0.01447,-0.009969,0.000315,-0.002083,0.005099,0.007114,0.007078,0.009422,0.009628,0.010962,0.008094,0.001181,-0.003052,-0.000522,5.7e-05,-5.9e-05,-0.00203,-0.002227,0.003057,-0.002146,-0.001348,8.5e-05,-0.001524,-0.002712,-0.002971,0.004148,-0.007542,-0.007161,-0.005704,-0.00845,-0.005467,0.004914,0.001626,0.004703,0.00494
0.001364,0.00085,-0.000153,-0.00013,-0.000381,-0.00446,1.6e-05,0.000337,0.001079,0.001187,-0.002234,-0.006143,-0.002049,-0.002724,-0.003501,-0.003938,-0.004552,-0.004116,-0.003909,0.003641,-4.9e-05,-5.3e-05,0.003837,0.003864,-0.000692,0.002406,-0.002335,-0.002019,0.00183,-0.002295,-0.001614,-0.001282,0.002961,-0.000536,-0.000422,-0.000338,2.6e-05,-4e-06,6e-06,2e-06,0.000386,0.000622,0.000851,0.00114,0.000898,0.000949,0.000253,-0.003533,-0.00248,-0.002149,0.002845,0.003226,0.003757,0.004145,0.004192,0.00329,0.002942,0.005816,0.000662,-7.5e-05,0.003873,2.4e-05,-2.8e-05,3e-06,2.6e-05,-4.8e-05,-9.2e-05,-0.000109,-3.3e-05,5.3e-05,1e-06,-0.000205,-0.000194,-0.000398,-0.000529,-0.000428,-0.001163,-0.00112,-0.000791,-0.00053,-0.000187,-0.000112,-0.000446,-0.000626,-0.001031,-0.000463,2e-06,2e-06,8e-06,-0.000241,-0.000662,-5.4e-05,0.0001,-0.000515,0.002429,-0.003766,-0.007354,-0.007751,-0.00671,-0.005214,-0.002289,-0.000979,0.000161,0.000599,-0.003619,-0.008758,-0.01645,-0.018998,-0.01548,-0.022862,-0.023995,-0.028,-0.030413,-0.031385,-0.031733,-0.031748,-0.024339,-0.021213,-0.016899,-0.015319,-0.007402,-0.00573,-0.002018,-0.001446,0.006371,0.00401,0.00591,0.006397,0.008887,0.00961,0.010251,0.008353,0.010962,0.007879,0.001169,0.000716,0.000633,-0.001824,-0.002815,-0.006199,-0.001962,-0.002046,-0.000737,-0.001402,-0.002499,-0.002741,-0.005226,0.002091,0.002445,0.003796,0.010337,0.012272,0.012725,0.018716,0.021384,0.02145
0.005559,0.002119,-0.00991,-0.000442,-0.000252,0.149668,-0.008726,0.020506,-0.237884,-0.261931,-0.298314,-0.097125,0.987032,-0.041836,-0.243363,-0.214584,-0.025885,-0.225519,0.025874,-0.028213,-0.008269,-0.000588,-0.035372,-0.039324,0.018211,-0.27549,-0.013761,-0.009628,-0.02654,-0.005635,-0.691074,0.424362,-0.050307,-0.690795,-0.678737,-0.013855,0.186216,-0.001862,0.18565,-0.011797,0.014356,-0.002959,0.000237,0.000214,0.222129,-0.027023,-0.08563,-0.0472,0.060681,0.072347,0.001817,-0.042868,0.018614,0.088256,0.017773,0.001648,0.001683,-0.800214,3.7e-05,0.252921,-0.052617,-0.000452,-0.054677,0.009249,9.6e-05,-0.005476,-0.000651,0.012662,-0.000132,-0.000404,-8.6e-05,-3.7e-05,-3.1e-05,-0.000824,0.006739,-0.019421,0.001024,-0.00028,-0.000464,0.003692,0.008361,0.796612,0.002753,-0.000956,-0.000451,-0.000272,0.001851,0.003289,6.9e-05,-7.8e-05,0.014353,0.005293,0.07369,-0.805964,-0.299803,-0.24399,-0.781576,-0.051016,-0.098945,-0.108792,-0.381977,-0.533271,-0.449322,-0.527416,-0.318774,0.082928,0.005172,0.089023,0.071816,0.116309,0.109071,-0.048714,-0.240959,-0.215126,-0.082359,0.121709,0.041391,-0.129044,-0.029663,-0.063373,-4.368299,-4.687455,-0.021786,0.153527,0.031578,-0.003202,0.082815,-4.636933,-1.680311,-4.820863,-0.071749,-1.279284,-0.863098,-1.37554,-1.496434,-5.319097,-5.287587,0.080966,-0.268273,0.185649,-1.434954,0.271577,0.191117,0.178157,-0.300192,0.006422,0.039563,0.013823,0.087034,0.045472,0.048041,0.016826,-0.013631,-0.064243,-0.238665,-0.130171
-0.006885,-0.017025,0.021562,-8.5e-05,-0.000176,0.068287,0.030793,-0.02826,0.306184,0.405022,0.41718,0.392346,1.270028,0.030023,0.337771,0.212168,0.080759,0.304491,0.025575,-0.015123,0.087402,-0.002288,-0.007964,-0.000157,-0.126803,0.395191,0.021379,-0.013549,-0.083488,0.018295,1.186557,-0.475306,0.030116,1.206022,1.197519,0.107376,-0.228524,0.001853,-0.228044,0.008949,-0.107296,0.002864,0.000288,0.000225,-0.397657,0.033408,0.117212,0.107661,-0.115713,-0.124839,9.2e-05,0.0564,-0.012367,-0.161911,-0.040935,-0.016797,-0.016391,1.08003,-0.000786,-0.362236,0.015267,0.000484,0.078302,-0.005915,-0.000228,0.003764,0.000609,-0.007239,0.000125,0.00037,1.7e-05,-2e-05,-1e-05,0.00094,-0.004779,0.03842,-0.001254,-0.000875,-0.000761,-0.003404,0.009507,-1.10135,-0.002863,-4.1e-05,-0.000466,-0.000364,-0.015438,-0.016904,-0.000343,-9.7e-05,-0.004473,-0.004605,-0.077828,1.097537,0.278905,0.261388,1.131301,0.188061,0.26115,0.259434,-0.231786,0.544858,0.716616,0.831979,0.590123,0.064456,-0.121649,0.130231,0.012552,0.011393,0.049388,0.294832,0.703903,0.746406,0.679696,0.243231,0.267429,0.509181,0.288815,0.397296,-3.262682,-2.595644,0.054637,-0.355272,-0.14322,-0.044321,-0.229655,-3.039168,-0.754344,-3.214536,-1.318574,-1.67949,-2.790455,-1.144941,-0.88338,-1.76098,-1.914077,-2.540797,-1.258833,-0.845727,-1.191356,-1.31878,-0.890814,-0.797697,-0.752747,-0.072572,-0.184141,-0.280933,-0.414424,-0.308227,-0.417072,-0.329729,-0.164343,-0.045984,0.43395,0.146453
-0.004968,0.023319,-0.024202,3.2e-05,-4.9e-05,0.090902,0.01871,0.010538,0.477912,0.271575,0.54773,0.689147,1.047362,0.355966,0.535868,0.464487,0.11428,0.25212,0.035475,0.003956,-0.140924,-0.000845,0.009815,-0.004458,0.202469,-0.806336,-0.01151,0.039711,0.132548,-0.019858,-2.394662,-0.387545,-0.035373,-2.3874,-2.395314,-0.165108,-0.166432,0.001506,-0.167701,0.008049,0.167374,0.002313,0.000159,7.5e-05,0.794916,0.051817,0.079512,0.092557,0.206015,0.17104,0.030349,0.062189,0.014734,0.943449,0.03717,0.023762,0.02424,-2.380384,-0.000123,0.804182,-0.012061,0.000346,0.053654,-0.005986,-0.000156,0.003653,0.000503,-0.007808,-0.001267,-0.001055,-0.000146,3e-06,6e-06,-0.002289,-0.005497,0.018623,-0.00168,-0.000669,-0.000355,-0.002831,0.000819,2.402744,-0.002492,-0.002123,-0.000323,-4e-05,0.029198,0.033183,0.000501,6e-06,-0.007488,0.002822,-0.366214,-2.38714,-0.650306,-0.633796,-2.471117,-0.293106,-0.470972,-0.124193,-0.162869,0.216561,0.26347,0.342371,0.192021,-0.157477,0.030801,-0.184935,-0.002816,-0.016113,-0.068872,0.219866,0.202735,-0.08625,-0.341613,-0.356238,-0.398159,-0.783507,-0.402015,-0.531038,0.283833,0.67551,-0.183049,-0.452467,-0.292799,-0.175041,-0.085374,0.550181,-0.975435,-0.307914,-1.137283,-1.61165,0.817716,-0.691594,-0.903592,-0.741925,-0.963941,1.785696,-0.868253,-0.60198,-0.587412,-0.458368,-0.111293,-0.083957,-0.18966,0.156897,0.226184,0.260952,-0.113112,0.000575,-0.069137,0.033568,0.247176,0.062873,0.389441,0.189425
0.007175,0.014207,0.007374,0.014581,0.014727,0.007762,0.007853,0.007708,0.014866,0.00726,0.007104,0.007156,0.007284,0.00696,-0.000494,-0.000647,-0.000501,-0.007731,-0.000818,-0.000888,-0.008052,-0.00085,-0.008226,-0.000937,-0.000359,-0.000145,0.000259,0.0078,0.008055,0.001304,0.009175,0.002293,0.002586,0.002692,0.002713,0.002675,0.002631,0.009206,0.001838,0.008819,0.001112,-0.000115,-0.001101,-0.00155,-0.002129,-0.009416,-0.01636,-0.01563,-0.014968,-0.014461,-0.014142,1.9e-05,-0.000509,0.006694,-0.000579,0.006694,-0.000297,4.4e-05,0.0002,-0.000456,-0.007761,-0.007937,-0.000517,-0.000376,0.000158,-0.007184,0.000136,-9.6e-05,-3e-06,0.000103,0.000221,-0.006839,0.000317,0.000266,5.7e-05,9e-06,-7.1e-05,-0.007092,-0.007112,-0.00715,-7.1e-05,-0.00015,-0.007415,5.1e-05,-1e-06,0.000168,0.000155,0.000188,0.000195,0.000196,2.3e-05,0.00046,0.000917,0.001442,0.00136,0.000967,0.000672,0.000545,0.000378,0.007212,0.007231,0.000159,0.00023,0.000197,0.00021,0.000104,0.000398,0.000636,0.000675,0.000604,0.000413,0.000669,0.007639,0.000948,0.000818,0.007708,0.000737,0.007804,0.000938,0.001381,-0.005661,0.001176,0.000863,0.000325,2.1e-05,8.7e-05,-0.00028,0.000159,0.000224,-0.006718,-0.000217,-0.000125,-8.1e-05,0.000117,0.00717,0.006849,-3.6e-05,3e-06,0.000217,0.000182,6.1e-05,-3e-05,-0.000324,-0.000423,-0.00032,0.006624,-0.000676,0.006069,-0.000946,0.005873,0.005864,-0.001302,-0.001525,-0.00167,-0.001624,-0.000952
-0.000747,-0.002277,0.004756,0.004338,0.005146,0.011543,0.012173,0.011556,0.010893,0.004489,-0.000934,-0.000605,0.000233,-0.001806,-0.007735,-0.008718,-0.007759,-0.007593,-0.009708,-0.010127,-0.00463,-0.005302,-0.005626,-0.001278,0.006881,0.008209,0.006124,0.007508,0.009165,0.012833,0.016666,0.014754,0.021305,0.017494,0.017749,0.012964,0.017405,0.009413,0.007842,0.011826,0.007607,-0.000743,-0.012027,-0.015055,-0.018932,-0.019825,-0.01828,-0.008355,-0.008294,-0.000489,0.001538,-0.004358,-0.00753,-0.003057,-0.003501,-0.003174,-0.001834,0.004736,0.005682,-0.007277,-0.00781,-0.00872,-0.007528,-0.006681,0.000952,-0.004069,0.000821,-0.000545,-1e-06,0.00062,0.001308,0.002436,0.001872,0.001566,-0.004093,-0.004359,-0.004823,-0.003459,-0.003545,-0.003759,-0.00479,-0.005238,-0.00522,0.000303,1e-05,0.005339,0.005256,0.005421,0.005453,0.00544,0.004493,0.011291,0.01821,0.025504,0.025012,0.022756,0.025906,0.02039,0.015103,0.009019,0.004834,0.000844,0.001302,-0.003245,-0.003178,-0.003765,0.002302,0.00364,0.003866,0.003451,-0.002,0.003838,-0.001313,0.005486,0.004742,0.003625,0.004308,0.004312,0.005504,0.012508,0.008114,0.006923,0.005101,0.001929,0.000117,0.004884,-0.00168,0.005291,0.005664,0.006012,-0.00131,-0.000758,-0.000497,0.000678,0.005419,-0.000862,-0.000222,1.6e-05,0.005684,0.005469,0.004723,0.00856,0.006766,0.006163,0.011128,0.015294,0.008996,0.011989,0.011746,0.010815,0.010769,0.005273,-0.004814,-0.010057,-0.014139,-0.005658
-0.000623,-0.002005,-0.004819,-0.005159,-0.004373,-0.007786,-0.007184,-0.007773,-0.008358,-0.005111,-0.000855,-0.000539,0.00026,-0.001702,0.002023,0.001075,0.002001,0.002091,0.000116,-0.000303,-0.004568,-0.005183,-0.005583,-0.010879,-0.012457,-0.011143,-0.003565,-0.00213,-0.000497,0.003044,0.00679,0.014291,0.011041,0.016625,0.016638,0.021358,0.015979,0.017696,0.016131,0.010537,0.006732,-0.000659,-0.001606,-0.004313,-0.00786,-0.008802,-0.00747,-0.007711,0.001567,-0.000499,0.001362,0.005261,0.002315,-0.002789,-0.003255,-0.002919,-0.001712,-0.004903,-0.004019,0.002529,0.001986,0.001131,0.002297,0.003094,0.000902,0.005489,0.000777,-0.000508,-1e-06,0.000582,0.00123,0.002224,0.001756,0.001468,0.005523,0.005275,0.004845,0.006055,0.005973,0.005773,0.004881,0.004467,0.004414,0.000287,1.5e-05,-0.004364,-0.004441,-0.004288,-0.004258,-0.004268,-0.00515,-0.008142,-0.011024,-0.013539,-0.013977,-0.016023,-0.022448,-0.018139,-0.013765,-0.010069,-0.004702,0.000782,0.001206,0.006238,0.0063,0.005754,0.002123,0.00335,0.003552,0.003163,0.007354,0.0035,0.008013,0.004966,0.004277,0.003307,0.003865,0.003892,0.004913,0.002071,0.00714,0.0061,0.004474,0.001688,0.000102,-0.004684,-0.001468,-0.004327,-0.003998,-0.003715,-0.001149,-0.000665,-0.000438,0.000594,-0.004185,-0.00074,-0.000199,1e-05,-0.003973,-0.00416,-0.00481,-0.010396,-0.011974,-0.012507,-0.017095,-0.022349,-0.018997,-0.025322,-0.025609,-0.026437,-0.026525,-0.022575,-0.013705,-0.009456,-0.004125,-0.005382
-0.003728,-0.497196,0.011085,-1.63985,0.018459,0.019265,-0.023303,-0.431706,-0.153903,-0.208976,-0.146272,-0.152617,-0.015333,-0.194205,-0.052523,-0.034833,-0.035607,1.525159,-0.037767,-0.038019,0.00023,-0.000869,-0.004622,0.033235,0.065209,0.065403,0.030805,0.031877,0.036856,0.032213,0.026518,-0.00463,0.031512,0.002435,-0.407485,-0.034624,0.032651,0.000894,-0.033368,0.019719,-0.001359,0.022437,-0.008584,-0.007153,0.031017,-0.010582,-0.035033,-0.000635,-0.037965,-0.008304,-0.031219,-0.031672,-0.035998,0.000865,-0.002478,-0.004134,0.44419,0.03408,0.035357,-0.036043,-0.036386,-0.065751,-0.031383,-0.033453,-0.004541,-0.036452,-0.000119,-8.8e-05,-7.2e-05,-5.2e-05,-0.003882,-0.001006,0.000623,-2e-05,-0.035346,-0.035354,-0.035343,-0.036319,-0.037718,0.007391,-0.035447,-0.058549,-0.039091,-0.001141,-0.002434,0.034361,0.033033,0.026595,-0.019546,-0.140984,-1.379809,-0.535999,0.066272,0.12683,-0.244529,0.112185,-4.21335,0.131648,0.097453,0.07016,0.034047,0.007861,-0.005734,-0.039312,-0.037682,-0.034832,0.000841,0.000742,0.000711,0.003432,-0.033687,-0.003077,-0.03745,0.004227,0.000572,-0.00227,0.003477,-0.000947,-0.008869,0.038608,-0.00124,-0.012023,-0.000121,0.003345,-0.003561,0.035269,-8.1e-05,0.03711,0.009076,0.022779,-0.004277,-1e-06,-0.000186,0.000305,0.036076,0.002632,0.000198,-8e-05,0.038745,0.028748,0.034794,0.069353,0.052001,0.196168,0.094703,0.133333,0.103367,0.1354,0.135278,0.121389,0.131989,0.105769,0.035379,0.000206,-0.038916,-0.003243
