0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
0.006721,0.007362,0.007343,0.006682,0.007223,0.007227,0.006523,0.0001,-0.000495,-0.000332,-0.000348,0.006035,-0.000177,-0.0008,0.006151,-7.1e-05,-2e-06,6.5e-05,7.4e-05,8.3e-05,0.000107,0.000129,8e-05,9.9e-05,9.7e-05,0.00645,0.005756,-0.000625,0.005789,0.005199,-0.000468,0.005939,0.00596,-0.000361,-0.000376,0.000265,-0.000361,0.000334,0.000304,0.006704,0.000395,0.000315,0.000288,0.000192,-0.000458,0.005862,-0.000546,5.7e-05,-0.000618,0.0,-0.000631,4e-06,-0.000662,6.8e-05,3.4e-05,-0.0,3e-06,3.8e-05,5e-05,7.1e-05,0.000135,0.000232,0.000271,0.00033,0.000367,0.000443,0.006796,0.006521,5.9e-05,-0.006278,0.00014,4.4e-05,-2e-05,-0.000257,-0.000346,-0.006134,0.000231,-0.006254,-0.006252,-0.006258,0.000261,0.000293,0.00021,0.0002,0.000331,0.000311,-0.000214,-7.9e-05,0.000153,-0.006733,-0.00025,-0.00012,-0.00055,-0.006312,0.000131,-0.006311,0.000716,-0.005611,0.000815,-0.005062,0.001485,0.00144,0.007129,0.000512,0.000427,0.000453,0.000215,0.000153,-0.000114,-0.00023,-0.000293,-0.000271,0.000391,0.00053,-4.6e-05,7e-06,0.00011,0.000206,0.000276,0.000258,0.000282,-0.006279,-0.006324,-0.006281,-0.006287,-0.005736,-0.012373,-0.00656,-0.006678,-0.006564,-0.00648,-0.006431,-0.00631,-0.006196,0.000444,0.00044,-0.000105,-0.000136,-0.006156,1.5e-05,0.000577,0.007241,0.01387,0.013956,0.01484,0.014308,0.014458,0.021104,0.021093,0.014415,0.02045,0.026853,0.019855,0.019632,0.011809,0.011633,0.006041,0.01183,0.00567,-0.001188,0.005347,-0.001314
-0.001795,-0.007922,-0.007623,-0.001339,-0.006037,-0.00605,0.000657,0.000799,0.006079,0.004062,0.004258,0.004363,0.002155,0.007762,0.002801,0.000864,5e-06,-0.000797,-0.00091,-0.000984,-0.001287,-0.001551,-0.000956,-0.001178,-0.001164,-0.000713,0.005604,0.005506,0.005198,0.010146,0.003715,0.003462,0.003233,0.002545,0.002704,-0.002807,0.002523,-0.003584,-0.003248,-0.003224,-0.004209,-0.003333,-0.003033,-0.001989,0.003549,0.004603,0.004479,-0.000549,0.005253,5.1e-05,0.005363,-2e-05,0.005666,-0.000715,-0.000353,6e-06,4e-06,-0.00038,-0.000512,-0.000755,-0.001426,-0.002455,-0.002859,-0.003472,-0.003927,-0.00468,-0.003768,-0.000988,-0.000747,-0.001914,-0.001607,-0.00054,4.7e-05,0.002592,0.003555,-0.002099,-0.001168,-0.000738,-0.000701,-0.000589,-0.001481,-0.001834,-0.000914,-0.000782,-0.001253,-0.001989,0.002278,0.000811,-0.00172,0.001911,0.001202,-0.000249,0.003955,-0.002988,-0.003341,-0.003432,-0.008498,-0.008898,-0.008657,-0.015491,-0.015048,-0.015877,-0.006469,-0.006394,-0.005346,-0.005678,-0.002691,-0.001212,0.001391,0.002834,0.003621,0.003316,-0.002765,-0.004446,0.000547,-9.1e-05,-0.001374,-0.002569,-0.003443,-0.003258,-0.003575,-0.00371,-0.003245,-0.003972,-0.003995,-0.009103,-0.008645,-0.000449,0.000344,-0.000353,-0.001726,-0.002588,-0.004768,-0.00693,-0.007761,-0.007676,-0.002406,-0.001879,-0.008472,-0.004671,-0.010309,-0.009255,-0.008533,-0.008962,-0.016483,-0.011385,-0.01243,-0.010674,-0.009864,-0.010386,-0.00134,0.005543,0.006343,0.008637,0.017199,0.018693,0.007984,0.016511,0.01077,0.011353,0.013368,0.012861
0.00611,0.009728,0.009947,0.006436,0.011077,0.011072,0.00783,0.008474,0.004214,0.002804,0.002937,0.002455,0.001478,-0.002542,0.001378,0.000592,2e-06,-0.000546,-0.000624,-0.000673,-0.000883,-0.001066,-0.000658,-0.000807,-0.000799,-0.001039,-0.004571,-0.004086,-0.004846,-0.009307,-0.005312,-0.006041,-0.006198,-0.006119,-0.00601,-0.001957,-0.006139,-0.00251,-0.002278,-0.002831,-0.002967,-0.002352,-0.002145,-0.001411,-0.005439,-0.00526,-0.004774,-0.000388,-0.004215,3.5e-05,-0.004134,-1.5e-05,-0.00392,-0.00051,-0.000252,4e-06,5e-06,-0.000269,-0.000365,-0.000538,-0.001018,-0.001752,-0.002044,-0.002487,-0.002819,-0.003368,-0.003288,-0.001252,-0.000497,-0.00076,-0.001128,-0.000373,6e-05,0.001896,0.002587,0.007098,0.007185,0.008058,0.008069,0.008142,0.006925,0.006671,0.007315,0.007403,0.006981,0.006541,0.001593,0.000568,-0.001201,-0.006029,-0.007087,-0.008113,-0.013162,-0.009505,-0.01035,-0.009873,-0.006126,-0.00602,-0.006484,-0.002647,-0.003154,-0.003577,-0.005659,-0.004754,-0.003982,-0.004255,-0.00201,-0.001196,0.001069,0.002153,0.002737,0.002497,0.00614,0.004848,0.000413,-6.5e-05,-0.001031,-0.001923,-0.002586,-0.002452,-0.002694,-0.002198,-0.001849,-0.002404,-0.002422,0.001951,0.002894,0.000266,0.000902,0.000332,-0.000716,-0.001377,-0.003045,-0.004715,-0.005972,-0.005925,-0.010229,-0.009849,-0.006036,-0.012104,-0.008173,-0.008299,-0.008044,-0.008481,-0.006379,-0.010776,-0.011763,-0.010913,-0.010295,-0.010181,-0.012042,-0.006943,-0.005511,-0.003549,-0.004273,-0.002995,0.006094,0.003842,0.008367,0.009541,0.010429,0.010614
-0.017155,-0.055674,-0.085304,-0.029743,-0.054281,-0.069073,-0.02556,-0.032154,-0.013205,0.018694,-0.101384,-0.180301,-0.033647,0.003955,-0.12405,-0.0051,0.02331,0.006254,0.01459,-0.010417,0.00352,-0.002188,-0.162779,-0.144644,-0.085954,0.011886,0.11665,0.020591,0.000177,0.060082,0.0407,-0.012536,0.036886,-0.157723,-0.01105,0.007289,0.034349,-9e-06,-0.043234,0.000706,-0.002872,0.001598,0.004616,-4.7e-05,0.034311,-0.122638,0.037621,0.00218,0.03669,-7.7e-05,-0.047887,0.000943,0.043731,-0.001839,-5.7e-05,-5e-05,-3.7e-05,-2.3e-05,-1.6e-05,-1e-05,-1e-05,-0.002009,-0.002013,-0.002016,0.107796,0.009867,-0.523428,-0.497464,-0.471591,-0.119008,-0.04676,-1.368534,0.178969,-0.394467,-0.349701,-0.058376,-0.034474,-0.019442,-0.033083,-0.052378,-0.031479,-0.044,-0.033358,-0.032452,-4.868586,-0.476023,0.006751,0.010983,-0.13506,-0.310976,-0.201732,-0.308467,4.675475,-0.303579,-0.044083,0.283001,1.377892,4.93944,5.006052,0.374711,4.869593,0.338035,5.112426,0.030699,0.085836,-0.114616,0.099218,5.080771,-0.171822,0.046643,0.003017,-0.00152,0.019622,1.515594,-0.000655,-0.00068,-0.000183,0.005094,-0.002423,-0.002201,-0.002121,0.168376,-0.005203,-0.004082,-0.004049,-0.027182,-0.044752,-0.002114,0.260424,0.000377,0.002259,-0.001395,-0.004031,-0.004497,0.001951,-0.006957,-0.022997,-0.129754,-0.155228,0.049226,-0.47222,-5.272391,-0.355123,-1.41571,-5.625111,-5.190324,-5.301013,-1.584883,-1.620845,-1.477698,-0.366673,-5.239021,-0.203113,0.073197,0.110727,0.074855,0.048458,0.046657,-0.228829,-0.035333,0.028603,4.925682
-0.122856,-0.119468,0.054931,-0.031612,-0.122332,-0.012469,-0.050578,-0.007803,0.008395,-0.112028,0.278778,0.508081,0.072058,0.051789,0.29721,-0.033805,-0.127966,-0.0036,-0.100466,0.035035,-0.008895,0.014826,0.468051,0.396566,0.243924,-0.091628,0.168171,0.041029,0.090186,0.033005,-0.011135,0.122818,-0.011132,0.490283,0.131659,-0.015797,0.00608,0.025054,0.125826,-0.001677,0.01228,0.015055,0.002754,-0.001045,0.006566,0.396578,-0.011653,-0.005067,-0.009607,-3.2e-05,0.209395,-0.002251,-0.022948,0.014959,-2.6e-05,-9e-06,3e-06,-8e-06,-9e-06,-1e-06,7e-06,0.015543,0.015551,0.015559,0.549527,0.290139,-0.00421,0.512498,-0.102775,0.260941,-0.284568,-0.769159,-0.861581,-0.199946,-0.414129,-0.097362,-0.154847,-0.096055,0.011126,-0.049067,-0.004873,-0.007985,-0.005621,-0.005598,-1.163966,-0.084372,-0.015445,-0.023914,0.37775,0.833733,0.568523,0.934726,2.652873,0.875915,0.646017,0.731155,1.004475,2.578172,2.371742,0.4668,2.746161,0.453578,1.975536,0.110722,0.270437,0.332351,0.175147,2.086045,0.613411,-0.00408,-0.021351,-0.00174,-0.09741,0.607819,-0.003602,-0.00143,-0.002689,-0.009957,0.014274,0.015137,0.015094,-0.470505,0.03352,0.030501,0.030437,-0.065526,0.061225,0.015305,-1.532386,0.011791,0.00376,0.013236,0.030625,0.033432,0.016899,0.03849,0.187233,0.52628,0.499764,-0.08381,-0.156816,-2.058101,-0.719558,-1.11224,-2.160608,-2.069592,-1.811955,-0.980253,-0.830965,-0.915711,-1.718922,-2.035017,-0.876418,-0.253511,-0.278741,-0.417872,-0.295621,-0.309874,0.411707,-0.143316,-0.189936,1.726597
0.17165,0.182423,0.061555,0.028424,0.180862,0.015574,0.050728,0.034626,0.266226,0.19377,0.443431,0.620514,0.283053,0.331467,0.499046,0.215585,0.15408,-0.035975,0.17193,0.022997,-0.005607,-0.02472,0.301274,0.253612,0.156972,0.182545,0.207776,0.052676,0.122975,0.077024,0.018209,0.109747,0.022252,0.31069,0.077319,-0.010195,-0.005604,-0.03766,0.050115,0.003718,-0.020096,-0.022587,-0.03209,-5.7e-05,-0.005256,0.292503,0.017191,-0.003337,0.01853,-2.8e-05,0.165452,-0.001487,0.009813,-0.024578,-2.6e-05,-2.2e-05,-1e-05,-4e-06,2e-06,-1.6e-05,-1.1e-05,-0.024199,-0.024195,-0.024198,-0.757385,-0.393584,-0.324512,-1.09524,-0.186052,-0.480712,-0.216372,-1.107931,-0.852005,-0.488065,-0.198536,0.124311,0.231042,0.14447,-0.024741,0.054979,0.005159,-0.000333,0.005159,0.005793,-2.396941,-0.22558,-0.010572,0.020386,0.246661,0.762461,0.598928,0.57206,2.342682,0.501316,0.395738,0.454889,0.590285,1.553979,1.416732,-0.149811,1.439195,0.195534,0.749647,-0.197559,-0.101482,0.184947,0.066743,0.741818,0.399291,-0.007293,0.020526,-0.000867,0.178215,0.170422,0.004877,0.001867,0.004159,-0.039888,-0.020049,-0.024283,-0.024215,-0.381062,-0.05161,-0.053591,-0.05362,0.09578,-0.097591,-0.029163,2.480407,-0.044658,-0.037454,-0.030617,-0.054083,-0.058464,-0.060156,-0.01324,0.162446,0.298594,0.25284,0.104054,-0.088771,-0.455401,-0.137367,-0.555001,-1.838917,-2.112991,-1.639933,-1.337906,-1.522048,-1.424635,0.043023,-0.82022,1.053888,0.449773,0.463588,0.696616,0.592082,0.914876,0.858452,0.732439,0.268741,1.86262
-0.00624,0.001041,0.000948,-0.006174,0.000711,0.000593,-0.006601,-0.006792,-0.007015,-0.007178,-4.3e-05,-6.3e-05,0.006738,0.006476,-0.000514,-0.007764,-0.000439,-0.000158,0.006967,0.000197,0.000262,0.000542,0.000501,-0.006507,-0.006434,-0.006614,-0.01403,-0.014291,-0.007145,-0.007239,7.9e-05,-0.006963,0.000901,0.001058,0.000657,0.000828,0.001063,0.007857,0.000942,0.000996,0.000687,0.000562,0.000151,-0.000181,0.006756,-0.000258,-0.000262,0.006795,-0.00029,-0.000283,-0.000306,0.006974,0.006978,-3e-06,0.00699,0.007161,0.000124,-0.006929,-0.006643,-0.006716,0.000221,0.00048,0.000575,0.000952,0.001198,0.001206,0.000825,0.000765,0.000356,0.007251,-0.000211,-3e-06,-0.006918,-0.006983,9.5e-05,-4e-05,-0.007064,-0.000221,-0.007498,-0.007414,-0.000571,-0.000699,-0.007425,-0.007309,-0.007345,-0.006921,-0.006266,0.000587,0.000343,0.000335,0.000609,0.000441,0.000268,0.000541,-0.006634,-0.006875,-0.007376,-0.007424,-0.000549,-0.000606,-0.000707,-0.000735,-0.000342,-0.00031,0.00673,0.007143,0.007243,0.007269,1.6e-05,0.007049,0.007063,0.007027,0.007049,0.007263,0.007268,0.007335,0.000343,0.007442,0.007616,0.000525,0.000743,0.007651,0.007718,0.007652,0.007719,0.007924,0.007936,0.000978,0.007994,0.007932,0.007838,0.00782,0.007843,0.00785,0.007921,0.001171,0.00141,0.001068,0.00115,0.001145,0.000975,-0.005887,-0.005852,-0.005873,-0.013015,-0.019659,-0.019962,-0.01303,-0.013323,-0.013721,0.00013,-0.006494,0.000218,-0.000105,-0.000225,-0.000431,-0.000827,-0.001151,-0.001495,-0.001572,-0.001538,-0.001541
0.040118,0.040083,0.03932,0.03978,0.028182,0.0226,0.017467,0.011471,0.00069,-0.005078,-0.004894,-0.009786,-0.011909,-0.018313,-0.012621,-0.017722,-0.011685,-0.005618,-0.006092,0.001324,0.001744,0.003544,-0.001304,-0.00015,0.000347,-0.005444,-0.011458,-0.017631,-0.01321,-0.013693,-0.0085,-0.007383,-0.00344,0.00205,-0.004915,0.005155,0.01108,0.00567,0.005852,0.006224,0.004317,0.003531,-0.003529,-0.005611,-0.011588,-0.010617,-0.010622,-0.011461,-0.010812,-0.010783,-0.010952,-0.00599,-0.005987,1.5e-05,-0.005978,-0.000327,0.000819,0.001859,0.00368,0.003189,0.001432,0.003066,0.003659,0.006057,0.007614,0.007671,0.005275,0.00943,0.002274,0.000682,0.000236,-5e-05,0.005874,0.005416,0.009545,0.00418,0.004778,0.003041,0.002071,0.007061,0.005352,0.004581,0.007027,0.007728,0.003058,0.005588,0.013874,0.007876,0.002026,-0.002423,0.003648,-0.001765,-0.007207,-0.00113,-0.006037,-0.007454,-0.014808,-0.01504,-0.016385,-0.016686,-0.017262,-0.017436,-0.010726,-0.010552,-0.011386,-0.000171,0.000394,0.000542,9.4e-05,-0.000764,-0.000674,-0.00088,-0.00076,0.005029,0.005074,0.005524,0.002119,0.001749,0.00291,0.003317,0.009244,0.003311,0.00833,0.003466,0.008472,0.014454,0.010137,0.011032,0.015319,0.010513,0.01005,0.010003,0.010349,0.005982,0.006675,0.008394,0.010187,0.00315,0.008375,0.012972,0.011679,0.011952,0.016546,0.020654,0.013889,0.019644,0.012745,0.013036,0.006708,-0.004578,0.000774,0.002198,0.001335,-0.000727,-0.001489,-0.002673,-0.00515,-0.007117,-0.009204,-0.009674,-0.009439,-0.009444
-0.027784,-0.027706,-0.028332,-0.027855,-0.020034,-0.015919,-0.011427,-0.007787,0.00065,0.00448,0.004706,0.009374,0.007392,0.010654,0.006703,0.011207,0.00739,0.004032,0.003616,0.001281,0.00168,0.003391,0.008181,0.009242,0.009706,0.013567,0.017218,0.020758,0.015614,0.01517,0.010744,0.011743,0.015456,0.011204,0.014029,0.00475,0.000928,0.00471,0.005342,0.005652,0.003905,0.003194,0.005987,0.004108,0.00792,0.008778,0.00878,0.008051,0.008622,0.008656,0.008509,0.003806,0.003807,9e-06,0.003813,-0.000292,0.000729,0.001665,0.003294,0.002854,0.001287,0.002744,0.003271,0.005387,0.00674,0.00677,0.004628,-0.000806,0.001986,0.000599,-0.000295,-3.8e-05,-0.003907,-0.004305,-0.009726,-0.00538,-0.004863,-0.006375,-0.007246,-0.011898,-0.013399,-0.014101,-0.011962,-0.011344,-0.00641,-0.004141,-0.00583,-0.002059,0.001809,0.006926,0.003249,0.007501,0.011737,0.008051,0.012738,0.011489,0.014084,0.013889,0.012754,0.012512,0.012016,0.011881,0.008721,0.008877,0.008178,-0.000125,0.000365,0.000495,7.4e-05,-0.000655,-0.000578,-0.00076,-0.000656,-0.004652,-0.004613,-0.004221,0.001849,0.001531,0.002539,0.002883,-0.000999,0.002862,-0.001807,0.002976,-0.001699,-0.005534,-0.000294,0.00047,-0.004822,-2e-05,-0.00043,-0.000479,-0.000209,0.004938,0.005486,0.006947,0.008373,0.011288,0.006812,0.00182,0.000754,0.001026,-0.003931,-0.009252,-0.005983,-0.009934,-0.006843,-0.006659,-0.003129,0.004999,0.000507,0.001776,0.001055,-0.000586,-0.001182,-0.002123,-0.004107,-0.005698,-0.007412,-0.007818,-0.007683,-0.007746
0.246674,0.245877,0.242293,0.246078,0.216983,0.166459,0.145911,0.12287,0.060339,1.841338,-0.001663,1.898087,-0.012168,-0.046753,-0.017733,-0.043847,-2.525704,0.02776,-0.209839,0.029101,0.03316,2.57747,-0.022703,-0.013173,-0.010357,-0.008349,-0.032468,-0.076142,-0.05764,0.136495,-0.076209,-0.061722,-0.020631,-0.018142,0.035909,0.046286,0.023506,-0.793657,-0.006315,-0.85522,0.097839,-0.075206,0.060805,0.02714,-0.077717,-0.071452,-0.078316,-0.073229,-0.073621,-0.073791,-0.076809,-0.040133,-0.035192,-0.001743,-0.038287,0.000487,0.098715,-0.001282,0.137461,0.046016,0.071645,0.103857,0.013235,-0.014504,0.008131,-0.001319,-0.103081,0.042611,-0.099108,-0.006814,-0.35294,-0.028506,0.026951,-0.027655,0.021873,-0.124972,-0.179518,-0.25005,-0.319016,-0.011806,-0.1166,0.025159,0.042488,-0.124012,-0.197808,-0.159548,0.024252,-0.061692,0.005197,-0.038368,0.000101,-0.034645,-0.071257,-0.011244,-0.006452,0.133889,-0.007481,-0.067205,-0.089637,0.129434,0.138118,-0.103938,-0.06695,-0.072407,-0.070231,-0.00395,0.053275,-0.002854,0.183011,0.002691,0.001223,0.000971,-0.002163,0.033847,0.035973,0.036394,0.000749,0.000986,0.001747,0.000743,0.036158,-0.071721,0.037308,0.002079,0.038859,0.078965,0.038312,0.043303,-0.174155,0.032358,0.042688,0.037979,0.033736,0.002987,-0.002878,0.001697,0.002693,-0.031087,-0.165437,0.02872,0.006407,-0.033176,0.039001,0.057649,-0.042376,-0.13044,-0.162238,-0.280832,-0.252789,-0.50665,2.534989,-0.56388,-0.5532,-0.237225,0.831007,-0.497191,-0.310151,-0.288626,-0.196065,-0.15908,-0.082134,-0.201223
