0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116
0.013727,0.013633,0.00603,0.005955,0.005925,0.01379,0.006289,0.006255,0.006732,-0.000635,-0.000578,-0.000552,-0.000478,-0.000391,-0.000895,-0.000341,-0.000335,-0.000357,-0.000424,5.5e-05,2.4e-05,1.4e-05,-0.0,2e-06,-0.000524,1.7e-05,2.6e-05,4.2e-05,4.5e-05,3.8e-05,7e-06,0.0,-1e-05,-9e-06,-7e-06,-7e-06,-1.7e-05,-1e-05,-1e-05,-2e-06,-0.0,-1e-06,-1e-06,-2e-06,-3e-06,-1e-06,1e-06,1.3e-05,-1e-06,-1e-06,-0.0,1e-05,1.7e-05,1.2e-05,4e-06,4e-06,1e-06,-0.007392,-0.007381,5e-06,-2.1e-05,0.007345,0.007876,0.007895,0.000529,0.000548,0.000567,0.000606,-0.006745,-0.006191,-0.006204,-0.006254,0.001213,-0.006842,0.000669,-0.007415,-0.007427,-0.007477,-0.007527,-0.01574,-0.00811,-0.008617,-0.00862,-0.016286,-0.015818,-0.015834,-0.01544,-0.015499,-0.023356,-0.024014,-0.024137,-0.025321,-0.018819,-0.012348,-0.005284,0.010061,0.010366,0.026674,0.035192,0.043374,0.051888,0.060354,0.060647,0.046539,0.046717,0.040221,0.025791,0.011179,0.011178,0.004428,-0.003486,-0.003387,-0.003746,-0.004784,-0.00531,-0.005175,0.001949
0.02243,0.023633,0.023757,0.02441,0.024375,0.019598,0.019529,0.019898,0.013486,0.011195,0.008373,0.007182,0.004017,0.000487,0.005664,-0.001203,-0.001414,-0.000519,0.002089,-0.001933,-0.00081,-0.000429,5.6e-05,-6e-06,0.005718,-0.00061,-0.000951,-0.001578,-0.001678,-0.00145,-0.000194,5.9e-05,0.000373,0.000306,0.000284,0.000269,0.000649,0.000364,0.000406,8.1e-05,-7e-06,-1e-06,-0.0,3.7e-05,9.3e-05,1e-06,-1.4e-05,-0.000508,7e-06,1e-05,-1e-06,-0.000397,-0.000637,-0.000391,-0.000137,-0.000149,-4e-05,-0.000632,-0.001209,-0.000367,0.0006,0.002151,-0.004032,-0.004841,-0.006387,-0.00694,-0.007621,-0.009106,-0.012745,-0.021332,-0.021769,-0.021959,-0.021363,-0.016189,-0.015711,-0.011545,-0.012256,-0.013425,-0.013572,-0.006162,-0.004021,0.00545,0.007717,0.007946,0.002051,0.001613,-0.006368,-0.0082,-0.012015,-0.009758,-0.011245,-0.004876,-0.000391,0.003697,0.016534,0.036391,0.04358,0.042084,0.044262,0.048358,0.045382,0.037267,0.03364,0.017124,0.014073,-0.001109,-0.012034,-0.020207,-0.020821,-0.030533,-0.029236,-0.030857,-0.029209,-0.020651,-0.016155,-0.018429,-0.015692
-0.006948,-0.005541,-0.004622,-0.003882,-0.003942,0.000172,0.000848,0.001247,0.004248,0.002402,-0.000833,-0.002189,-0.005788,-0.009818,-0.014298,-0.011813,-0.012104,-0.011087,-0.008076,-0.002263,-0.00095,-0.000504,6.5e-05,-7e-06,-0.003836,-0.000715,-0.001114,-0.001853,-0.001971,-0.001706,-0.000228,6.8e-05,0.000438,0.000359,0.000332,0.000315,0.000762,0.000427,0.000476,9.6e-05,-8e-06,-4e-06,-3e-06,4e-05,0.000107,1e-06,-1.8e-05,-0.000596,7e-06,1.2e-05,1e-06,-0.000467,-0.000747,-0.000459,-0.000159,-0.000174,-4.8e-05,0.000101,-0.000574,-0.000423,0.000714,0.001693,0.004977,0.004023,0.00305,0.002402,0.001602,-0.000153,-0.003607,-0.003224,-0.003789,-0.004113,-0.004354,-0.008068,-0.008453,-0.013491,-0.014452,-0.016097,-0.016487,-0.017476,-0.015639,-0.014674,-0.011728,-0.010578,-0.006984,-0.007598,-0.006792,-0.009265,-0.013701,-0.022492,-0.024701,-0.039956,-0.059034,-0.080038,-0.087495,-0.085669,-0.075363,-0.066801,-0.051572,-0.032568,-0.012024,-7.8e-05,0.019747,0.046441,0.053726,0.067676,0.07653,0.077494,0.075925,0.074188,0.064755,0.062345,0.052856,0.041284,0.035825,0.032839,0.024243
0.052401,-0.011426,-0.139902,0.032204,0.12516,-0.42183,0.000427,0.059533,0.045579,0.004607,-0.078654,-0.027848,0.100322,-0.410761,-0.05712,-0.221919,0.03367,0.031491,0.03354,-0.002632,-0.0024,-0.000393,0.012919,-0.038265,0.049387,-0.084091,0.006528,0.012201,0.000924,-0.002078,-0.000318,-0.00015,-8.1e-05,-5.4e-05,-8.9e-05,-3.8e-05,-2e-05,-6e-06,-3e-06,1e-06,-3e-06,-3e-06,-6e-06,8e-06,1e-05,2.5e-05,2.2e-05,1.1e-05,2e-06,5e-06,9e-06,-0.0,-0.002104,-1.6e-05,-1.3e-05,-1.5e-05,-2e-05,-0.001898,-0.086376,-0.061239,0.204196,-0.122231,-0.431524,-0.151095,-0.068156,-0.028927,-0.035361,0.089426,-1.378284,-0.205964,-0.178047,-0.011286,-0.040923,0.153805,0.112186,0.059162,-0.017957,-0.158754,0.005075,-0.017444,-0.014852,0.102928,-0.191417,0.094166,0.052747,-0.26202,-0.004971,-0.007693,-0.014369,0.036367,0.021265,0.090538,-3.854351,-0.601199,-0.209656,-1.226792,-4.290647,-4.200745,0.357841,-3.617746,0.492018,0.644423,0.652754,0.820659,0.831786,0.430399,0.536515,0.503153,0.407588,0.194805,0.334489,0.315902,0.09012,0.264425,-0.087077,0.053068,-0.085693
0.017864,0.112123,0.390472,0.054026,-0.077819,0.361782,0.137158,-0.031747,-0.051602,0.017106,0.166767,0.099551,0.157658,0.634774,0.285823,0.457974,0.016825,0.020137,0.004819,0.015732,0.015872,-0.00023,-0.112317,0.059371,-0.023339,0.120619,-0.002646,-0.011812,0.012561,0.015967,-0.002803,-0.000439,-5.3e-05,-3.8e-05,-0.000756,-0.000125,-4.5e-05,-1.2e-05,-1.6e-05,-2.2e-05,9e-06,-8e-06,-0.0,-1.8e-05,-9e-06,-1e-05,7e-06,-4e-06,2e-06,-2e-06,-7e-06,2.2e-05,0.013239,-6.6e-05,6e-06,1e-05,-1.2e-05,0.018638,-0.672061,-0.072667,-0.366939,-0.094276,-0.261254,-0.081255,-0.010161,-0.09189,0.000429,-0.219146,-0.792646,0.010448,-0.042644,-0.04007,-0.00452,-0.229193,-2.032136,-0.143747,-0.022011,-1.690515,-0.0265,-0.586257,-0.600266,-0.246646,0.213328,-0.094946,-0.082658,0.447531,0.059984,0.053562,0.052503,-0.007393,0.114853,0.123055,-2.915545,0.297651,0.448249,-0.786451,-2.28521,-2.31255,-0.062524,-3.193622,-0.112085,-0.454897,-0.442297,-0.955343,-1.15996,-0.799183,-1.069217,-1.176511,-0.954744,-0.77721,-1.053918,-1.103804,-0.679752,-0.943049,-0.176938,-0.368332,0.016174
0.230966,0.301963,0.210072,0.220913,0.128623,0.437478,0.015621,0.140318,0.100821,0.110952,0.148062,0.102333,0.145456,0.456529,-0.019569,0.043269,-0.032319,-0.030637,-0.006363,-0.024155,-0.024038,-0.000199,0.164918,0.043854,0.008887,0.088695,-0.000519,-0.008523,-0.026419,-0.02392,0.003503,0.000424,-3.5e-05,-2.1e-05,0.00094,0.000102,2.4e-05,-5e-06,1.7e-05,3.6e-05,-9e-06,7e-06,6e-06,2.7e-05,3.7e-05,2.8e-05,1e-05,3e-06,-3e-06,-3e-06,9e-06,-2.1e-05,-0.019951,6.7e-05,-7e-06,-2.4e-05,4e-06,-0.033679,-0.506238,-0.294306,-0.237149,0.005378,-0.158924,-0.037854,-0.033288,0.148119,-0.065377,-0.221279,-0.670478,-0.191019,-0.193582,-0.190753,-0.163815,-0.337927,1.803348,-0.009458,0.074841,2.279766,0.037517,0.774082,0.800029,0.364269,0.61111,0.112408,0.095541,0.23434,-0.108665,-0.094998,-0.105114,-0.007002,-0.190529,-0.202591,-2.439998,0.442848,0.674326,-0.000872,-1.9157,-1.839318,0.062256,-2.438862,-0.604275,-0.890425,-1.09744,-1.402872,-1.302158,-1.067769,-1.410005,-1.32845,-1.426149,-1.101842,-1.082848,-0.851513,-0.580728,-0.484919,-0.203786,-0.278107,-0.225992
0.006531,0.006504,0.0065,-0.001511,0.006794,-0.001024,-0.008863,-0.008677,-0.008244,-0.007866,-0.007563,-0.007413,-0.006981,0.001464,0.001576,0.001549,0.001338,0.001195,0.000929,0.000551,0.000294,0.00025,0.000276,0.000451,-0.007408,-0.007249,-0.007006,-0.014694,-0.00661,-0.00648,-0.006381,-0.006407,0.001258,0.000866,0.000592,0.000485,0.00014,-8.4e-05,-0.008044,-8.9e-05,-0.007929,-0.007815,-1.3e-05,0.000132,0.000271,-0.00751,-0.007488,-0.007455,-0.007441,-0.007374,0.008163,0.008,0.007932,0.007812,0.007818,0.015728,0.031256,0.031349,0.031322,0.031431,0.031567,0.031556,0.023652,0.023668,0.015872,0.015866,0.008097,0.000318,0.000426,0.000598,-0.007111,0.000747,0.000776,0.000729,0.000595,0.000509,0.00037,0.00018,0.00782,0.00014,0.000128,5.3e-05,-2.1e-05,-5.5e-05,-4e-05,-0.000226,-0.000226,-0.000252,0.007555,0.007603,0.007619,0.007609,0.007482,-0.000335,-0.000468,-0.000409,-0.000315,-0.000313,-0.000197,-5.9e-05,7e-06,1.6e-05,-0.000139,0.00769,-0.000219,0.007631,0.015417,0.007761,0.007784,0.007815,0.007844,0.007848,1e-05,-1.1e-05,2.3e-05,1.4e-05,2.3e-05
-0.016061,-0.011811,-0.012035,-0.010596,-0.010096,-0.007637,-0.005013,-0.003576,-0.000394,0.002274,-0.000918,9.6e-05,0.002995,0.010065,0.010836,0.005533,0.009386,0.008412,0.006617,-0.001262,0.002155,-0.003404,-0.003217,0.003262,-0.00052,0.000583,0.002189,0.004505,0.004726,0.005454,0.005991,0.005754,-0.001515,-0.004135,-0.00095,0.003362,-0.00404,-0.005588,-0.000535,-0.0006,0.000251,0.001022,-0.005113,0.000888,0.001809,0.002999,0.003126,-0.001649,-0.00158,0.003791,-0.008483,0.000359,-9e-05,-0.000895,-0.000884,0.003878,-0.002912,0.002102,0.007315,0.013762,0.015758,0.022288,0.023412,0.029944,0.031798,0.026885,0.027546,0.016674,0.01712,0.006929,0.007765,-0.002711,-0.003018,-0.003707,-0.011129,-0.012097,-0.013753,-0.01604,-0.017108,-0.01659,-0.010604,-0.005391,-0.00016,-0.000588,-0.00664,-0.002742,-0.002804,-0.003135,-0.002805,-0.002295,-0.002113,-0.002318,-0.004125,-0.004554,0.000148,-0.005541,-0.004272,0.002251,0.003797,0.005597,0.006469,0.006644,0.011008,0.004943,0.010037,0.004287,0.004309,-0.00048,-0.000122,0.000419,0.000939,0.001032,0.000165,-0.000195,0.000369,0.000243,0.000375
-0.010999,-0.017088,-0.017628,-0.016014,-0.015021,-0.011569,-0.007786,-0.005611,-0.000749,0.003332,0.011044,0.01257,0.016891,0.015101,0.016162,0.020447,0.013673,0.012196,0.009515,0.01025,0.003066,0.007171,0.007435,0.004622,0.011087,0.012616,0.014802,0.01777,0.018154,0.019002,0.019562,0.019159,0.020994,0.01744,0.010161,0.004404,0.006099,0.004077,-0.000833,-0.00078,0.000192,0.001199,0.004701,0.001161,0.002369,0.003763,0.003921,0.009037,0.009106,0.004742,0.011791,0.000618,3.2e-05,-0.001016,-0.001019,-0.006057,-0.003534,-0.008279,-0.012975,-0.01601,-0.013563,-0.016523,-0.015126,-0.018006,-0.015609,-0.010712,-0.009795,-0.001191,-0.000661,0.00868,0.009823,0.018661,0.01818,0.017289,0.019095,0.017898,0.015886,0.013122,0.011725,0.012468,0.008865,0.004324,-0.000195,-0.000712,0.002812,-0.003327,-0.003415,-0.003824,-0.003556,-0.002946,-0.002727,-0.002991,-0.005225,-0.005627,-0.01082,-0.006889,-0.005336,-0.008257,-0.006329,-0.004072,-0.002978,-0.002756,-0.008379,-0.005036,-0.009592,-0.005866,-0.006007,-0.000784,-0.000341,0.000334,0.000977,0.001091,0.000198,-0.000249,0.000459,0.000306,0.000473
5.592433,0.149445,0.495483,5.50386,0.15358,0.079189,0.149423,0.003224,-0.004168,-0.002723,-0.039095,-0.030944,-0.038552,0.001922,-0.00629,-0.037857,-0.006016,0.001136,-0.007448,-0.045598,-0.009854,-0.039317,-0.038681,0.001017,-0.039528,-0.036956,-0.0348,-0.044494,0.010107,-0.045597,-0.045099,0.011058,-0.081538,-0.074935,-0.039405,0.003796,-0.038221,-0.03502,-0.001257,0.000325,-0.000763,-0.000848,-0.035409,8.5e-05,-0.003414,-0.000209,-0.000152,-0.040131,-0.038323,0.008638,-0.062374,-0.002219,0.051389,0.079757,0.014458,-0.109077,-5.373567,0.039749,0.066078,-0.373885,-1.532309,0.004257,-1.489757,0.089979,0.206024,0.163191,0.168833,-5.078403,0.144383,0.104008,-4.753613,-4.726258,0.043433,1.324664,0.004667,-0.099539,-0.069745,0.015461,-0.102595,0.042273,-0.069645,-0.037751,0.002837,-0.000346,-0.035744,-0.000303,0.000334,-0.000514,0.000377,0.000322,0.000299,0.000272,-0.001667,-0.040529,0.034753,-0.405248,-0.033731,-0.003642,-0.483142,0.008919,-0.478219,-1.292712,-1.501401,-0.01112,0.068783,0.035932,0.041963,0.004743,0.115024,0.003593,0.002987,0.003248,0.003864,0.000282,0.0031,0.000167,0.005627
