0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0.029794,0.029791,0.022577,0.022633,0.02269,0.022708,0.015447,0.015502,0.015535,0.008261,0.015667,0.008367,0.001,0.007694,0.00027,0.000285,0.007637,0.00025,0.000246,0.000169,0.007585,0.008298,0.007667,0.008445,0.000364,0.007849,0.000429,0.007848,0.007898,0.007847,0.008486,0.007777,0.008492,0.007675,0.000192,0.000181,0.000172,0.000156,0.000122,0.00016,0.000185,0.007685,0.000192,0.00774,0.000265,0.00032,0.000322,0.007815,0.007778,0.000184,0.007694,8.8e-05,8.5e-05,0.000139,7.9e-05,7.3e-05,0.000747,-1.4e-05,-0.007536,1e-06,3e-06,2.6e-05,-0.000678,0.000137,-0.007963,-0.015197,-0.007409,-0.014788,-0.021452,-0.022123,-0.013857,-0.021572,-0.021647,-0.022353,-0.023789,-0.024733,-0.025574,-0.025752,-0.025367,-0.026841,-0.026935,-0.018696,-0.025242,-0.008933,-0.000869,0.007018,0.01536,0.01517,0.023417,0.023616,0.024248
-0.004875,-0.004414,-0.005832,-0.006083,-0.006679,-0.006285,-0.007095,-0.007361,-0.007562,-0.008604,-0.008278,-0.009413,-0.009814,-0.003035,-0.003096,-0.003248,-0.002046,-0.002791,-0.002744,-0.001843,-0.001227,-0.007248,-0.001988,-0.00862,-0.003816,-0.003654,-0.004436,-0.003352,-0.003708,-0.003157,-0.008151,-0.002212,-0.008005,-0.001102,-0.00182,-0.001708,-0.001631,-0.001475,-0.001141,-0.001496,-0.001731,-0.000901,-0.001788,-0.001375,-0.002459,-0.002974,-0.002973,-0.001834,-0.001448,-0.001651,-0.000617,-0.000793,-0.000759,-0.001268,-0.000712,-0.000667,-0.005961,0.000121,-0.000881,-0.0,-6e-06,-0.00023,0.005296,-0.001224,0.001663,-0.002073,-0.003215,-0.006034,-0.015704,-0.011704,-0.017022,-0.018893,-0.020322,-0.015099,-0.004049,0.004788,0.012789,0.015339,0.014697,0.034398,0.038703,0.040444,0.034742,0.030711,0.028292,0.02705,0.017563,0.019217,0.008026,0.002032,-0.007299
0.001314,0.001798,0.00102,0.000689,-8e-06,0.000392,0.000368,3.6e-05,-0.000209,-0.000459,-0.001087,-0.001425,-0.000914,-0.004538,-0.003614,-0.003794,-0.003424,-0.003277,-0.003226,-0.002174,-0.002495,0.000972,-0.003409,-0.000673,-0.004545,-0.005433,-0.005316,-0.005121,-0.00558,-0.004926,-0.000241,-0.00382,-9e-05,-0.002485,-0.002236,-0.002097,-0.002004,-0.001813,-0.001402,-0.001841,-0.002133,-0.002266,-0.002211,-0.002864,-0.003054,-0.003702,-0.003705,-0.00347,-0.003,-0.002073,-0.001967,-0.000997,-0.000954,-0.001596,-0.000896,-0.00084,0.003521,0.000152,8.5e-05,3e-06,-4e-06,-0.000287,-0.004345,-0.001552,-0.007629,-0.011166,-0.014039,-0.016497,-0.016733,-0.023054,-0.020055,-0.021671,-0.024015,-0.028755,-0.037458,-0.037394,-0.038616,-0.035163,-0.023693,-0.019333,-0.013064,0.000374,0.016898,0.032141,0.039001,0.046644,0.054464,0.055864,0.061389,0.063344,0.061961
-0.050973,-0.053348,-0.271626,-0.059375,0.395718,0.21187,-0.034201,-0.04277,0.013166,-0.051366,-0.056505,-0.105067,-0.038588,8.4e-05,-0.070219,-0.001942,-0.000249,-0.00191,-0.001917,7.8e-05,-0.067118,-0.034407,6e-05,-0.266205,-0.001982,-0.564392,0.001215,0.009311,-2.8e-05,5.1e-05,-0.050669,2.7e-05,-0.036425,5.7e-05,-0.000746,4.8e-05,-0.002014,3.7e-05,1.6e-05,-0.014245,1e-06,-0.014288,-5e-06,-3.2e-05,-0.002203,0.007736,-0.000544,-0.051839,0.001267,1.3e-05,-4e-05,0.004025,-9.4e-05,-0.002132,-0.076445,-0.000621,-0.036343,-5.5e-05,-0.002086,-3.4e-05,-2.8e-05,-3e-05,0.71024,-0.503515,2.567497,2.629508,-0.294312,-0.425496,-0.355162,-0.316145,0.710457,-0.049843,-0.025389,-0.129495,-0.007381,0.84686,3.83985,4.018289,0.001433,1.15525,1.293814,0.098617,0.121571,0.285777,0.390978,0.583423,0.381897,0.11432,0.534802,4.442037,0.555526
0.071925,-0.045182,-0.05508,0.099799,-0.213275,-0.096303,-0.010819,0.000611,0.312078,0.018793,0.109732,-0.036848,0.025477,0.000943,-0.031764,0.016079,0.00089,0.015985,0.01596,6.2e-05,-0.062655,-0.006095,0.000717,-0.148859,0.015917,0.400372,0.013839,-0.005045,0.000653,0.000704,0.119022,0.000759,0.009511,0.000671,-0.001372,2.3e-05,0.015844,2.3e-05,1e-05,0.109092,4e-06,0.109669,1e-06,0.00061,0.015897,0.009612,0.014802,0.012156,-0.000269,-1.2e-05,0.000587,-0.002662,-0.000356,0.015719,0.06073,0.014745,0.008412,-3.1e-05,0.015179,-2e-05,4e-06,-1.1e-05,0.643107,0.868046,2.23829,2.864182,0.92622,1.141504,1.067399,1.139674,1.315544,0.799558,0.728543,0.997191,1.677278,1.592345,3.244865,3.847521,1.087804,1.307533,1.040744,-0.978477,-0.113313,-0.374763,-0.707599,-0.823057,-0.713584,-0.323219,1.342219,3.815398,1.59785
-0.087899,0.10631,-0.541237,-0.112431,-0.361344,-0.225976,0.006855,0.020401,-0.314901,-0.007747,-0.14523,-0.138025,-0.04185,0.005953,-0.148966,-0.023491,0.005951,-0.02369,-0.02375,0.000141,-0.095683,0.010532,0.005395,-0.431352,-0.023824,0.298347,-0.025107,0.001903,0.005504,0.005391,-0.178965,0.005535,-0.013559,0.005375,0.00134,0.000145,-0.023905,6.5e-05,4.8e-05,-0.165644,2.7e-05,-0.160432,1.1e-05,0.005241,-0.023785,-0.027785,-0.024668,-0.00912,0.004692,-2.7e-05,0.005221,-0.001742,7.2e-05,-0.024065,0.047642,-0.024772,-0.01932,-7.1e-05,-0.029289,-2.9e-05,-3.8e-05,-1.5e-05,1.465486,0.18359,4.391913,4.92218,0.358592,0.452343,0.282028,0.309486,0.85549,0.210252,0.405776,0.376587,-0.23803,0.885853,2.770496,2.948868,0.565589,1.034962,0.986542,2.692764,0.099447,-0.072618,-0.026584,-0.321853,-0.191574,-0.157852,-2.369578,0.685404,-2.448338
-0.007173,0.000223,-0.007262,-0.007045,-0.006926,-0.006642,-0.013964,-0.013916,-0.006451,-0.013815,-0.006367,-0.013821,-0.013509,-0.013129,-0.00547,-0.005361,0.002088,0.002157,0.002152,0.001924,0.001854,0.001678,0.001575,0.001115,0.00104,0.000941,0.000982,-0.006157,0.001257,0.001318,0.001522,0.001413,0.001524,0.001321,0.001015,0.000812,0.000653,0.000359,0.000219,0.000142,0.000173,0.000382,0.000305,0.000524,0.00038,0.000425,0.000431,0.000588,0.000811,0.007426,0.000572,0.000392,-3.6e-05,0.000165,2.5e-05,-6.4e-05,-0.000167,-0.000134,-8.8e-05,-0.000233,-0.000254,0.006796,0.006866,0.014194,0.014326,0.014403,0.021609,0.021677,0.021651,0.014609,0.021486,0.021317,0.021092,0.013963,0.013909,0.006902,0.006859,-0.00013,-0.000113,-0.000173,-0.000217,-0.007246,-0.000191,-0.007117,-0.007066,-0.00702,-0.006997,-0.007006,-0.00692,-0.007017,-0.014038
0.002563,0.00157,0.001901,0.008369,0.009141,0.010846,0.01183,0.011833,0.011543,0.012009,0.011629,0.006584,0.008331,0.010334,0.011553,0.012108,0.012394,0.012807,0.012829,0.006879,0.006491,0.005585,0.005011,-0.002427,-0.002866,-0.003456,-0.003191,-0.002582,0.003208,0.003607,0.004897,-0.00037,0.004995,0.003775,0.001861,0.00521,0.004195,0.002313,0.001418,0.000918,0.001094,0.002442,-0.002665,0.003369,-0.002163,-0.001869,-0.001831,-0.000796,0.005262,-0.002435,0.003733,0.002583,-0.00482,0.001097,0.000182,-0.000403,-0.001087,-0.000875,-0.000591,-0.001539,-0.001668,-0.00201,-0.001575,-8e-06,0.00094,0.001594,0.002677,0.003349,0.003526,0.004028,-0.002187,0.00162,-0.005313,-0.006142,-0.001531,-0.001287,-0.00176,-0.001258,-0.001109,-0.001697,-0.002123,-0.0019,-0.001847,-0.000567,-8e-05,0.000385,0.000573,0.000486,0.006436,0.000377,0.00073
0.003307,0.002101,0.002416,-0.000405,0.000614,0.002866,0.003985,0.003943,0.003697,0.004095,0.003728,0.008198,0.010374,0.01284,0.014442,0.01506,0.015437,0.015763,0.015694,0.018996,0.018354,0.017123,0.016383,0.01803,0.017439,0.016729,0.016969,0.017474,0.013828,0.014235,0.015582,0.019749,0.015523,0.014099,0.011957,0.005589,0.004493,0.002472,0.001512,0.000977,0.001165,0.002595,0.007018,0.003566,0.007531,0.007832,0.007865,0.008933,0.005485,0.007257,0.00387,0.00267,0.004715,0.001132,0.000189,-0.000418,-0.001124,-0.000907,-0.000614,-0.001597,-0.001728,-0.002039,-0.001595,6.4e-05,0.001039,0.001695,0.002799,0.003467,0.003599,0.004071,0.007309,0.001527,0.004052,0.003244,-0.001682,-0.001381,-0.001867,-0.001291,-0.001136,-0.001737,-0.002171,-0.001875,-0.00189,-0.000513,-1.4e-05,0.000461,0.000652,0.00056,-0.003,0.000442,0.000837
0.008375,0.00018,0.007553,-0.15824,-1.304583,0.044442,0.007967,-0.014618,-0.203755,-0.029192,0.041226,-0.461109,-0.048771,-0.193951,0.013515,0.160042,-0.00026,0.24663,-0.060076,-1.264145,-0.568733,0.230052,-0.008856,-0.033596,0.011014,0.220935,0.170102,0.230839,0.097913,-0.044831,-0.033649,-0.080832,-0.036268,-0.033421,-0.03339,0.001826,0.000739,-0.067735,0.002843,0.001541,2.9e-05,0.000399,-0.035028,1.4e-05,-0.035047,-0.033512,-0.039413,-0.047041,-0.002815,-0.048173,-0.012733,0.145362,-0.013787,0.086754,0.001831,0.102507,-0.000198,0.010279,-0.000265,-0.000868,1.13094,0.101498,-0.008565,0.00059,0.01076,-0.00306,-0.356919,-0.227906,0.001686,-0.063029,-0.025441,-0.236082,-0.032109,-0.032522,0.000926,-0.013257,0.000735,-9.3e-05,-0.013494,-0.000968,0.002275,0.00178,-0.000637,-0.057156,0.007941,0.016473,-0.023824,0.00604,-0.000189,-0.189144,-0.021568
-0.114751,0.001806,0.008159,-0.298044,0.616302,-0.016465,-0.064926,-0.099866,-0.210425,0.014224,-0.014805,1.853462,0.174253,0.580317,0.111894,0.185203,-0.050046,0.285344,0.113357,0.748201,1.840383,0.511054,0.137337,0.194499,0.111904,0.40234,0.212212,0.426326,0.171701,-0.029029,-0.035924,-0.030451,-0.020667,-0.036336,-0.020129,-0.020931,-0.018009,0.179173,-0.022053,-0.004509,-0.000788,-0.001947,0.015627,-0.017076,-0.000544,-0.003787,-0.015968,-0.022441,-0.023908,-0.026802,-0.021765,0.208053,0.067746,-0.059365,-0.118825,-0.055436,0.017036,0.026901,0.000673,0.017252,-0.625795,-0.071458,-0.013262,-0.029659,-0.050968,-0.085256,-0.596712,-0.478084,-0.047866,0.123066,-0.060971,0.548594,-0.046231,-0.017437,-0.012181,-0.022072,-0.016089,-0.000136,-0.005839,0.016336,0.015435,0.013356,0.017046,-0.089099,0.023149,0.026145,0.083746,0.022221,-0.075275,-0.268826,-0.014349
0.157887,0.001687,0.001182,-0.235009,0.712622,0.013378,-0.066618,-0.094985,-0.37014,-0.257284,0.016317,-2.037778,-0.19386,0.311987,-0.090625,0.217403,0.077918,0.331739,-0.130875,0.858386,-1.892924,0.246728,-0.05257,-0.081097,0.138234,0.311677,0.417584,0.282818,0.168392,0.022857,0.052109,0.031139,0.028146,0.053791,0.032104,0.026603,0.023739,-0.186537,0.027456,0.004936,0.001406,0.002841,-0.014538,0.023713,0.00743,0.010664,-0.005223,0.030402,0.057708,0.031007,0.023953,0.183423,0.025023,-0.093777,0.159415,-0.096181,-0.023304,-0.017922,0.000796,-0.021774,-1.065514,-0.064346,0.03625,0.059521,0.074624,0.047202,-0.257009,-0.187015,0.105763,-0.110131,0.12717,-0.52762,0.09752,0.047589,0.036471,0.028649,0.030371,0.000173,-7.5e-05,-0.023701,-0.025745,-0.031855,-0.023181,-0.104289,-0.025058,-0.025632,-0.227525,-0.025126,-0.068716,-0.230709,-0.097782
