0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.007191,-0.007946,-0.008115,-0.008468,0.006703,0.005969,0.01321,0.02105,0.036827,0.037258,0.045075,0.052463,0.059616,0.052143,0.051948,0.051837,0.037167,0.037229,0.029363,0.015158,0.008043,0.001061,0.001061,-0.006286,-0.006627,0.000912,0.015461,0.016029,0.0231,0.023181,0.015306,0.014964,0.007529,2.1e-05,0.000428,0.000414,0.000509,0.000491,0.000469,0.000371,-2.4e-05,-1.9e-05,-1.4e-05,0.007506,0.007491,0.007495,8e-06,-1.5e-05,0.007043,-0.00047,-6.1e-05,-3.2e-05,-1.9e-05,-0.0,0.0,0.007502,0.007482,-3.7e-05,-6.2e-05,-6e-05,-0.000467,-0.000449,-0.000424,-0.000424,0.007502,-3e-05,-7e-06,1e-06,-7e-06,-2.4e-05,0.007497,1.2e-05,-0.000419,3e-06,-0.000784,-0.015926,-0.015944,-0.023925,-0.024397,-0.031989,-0.032009,-0.031914,-0.02412,-0.02428,-0.00955,-0.00222,0.005044,-0.002889,0.020368,0.036384,0.053047,0.078593,0.088311,0.089348,0.082477,0.082016,0.031864,0.022566,-0.003033,-0.026007
0.008999,0.016642,0.021327,0.025632,0.037154,0.045852,0.037802,0.033863,0.027299,0.019641,0.009157,0.00938,0.001016,-0.007142,0.001051,0.007243,0.000675,0.001706,0.005827,-0.006171,-0.01063,-0.016479,-0.016296,-0.014156,-0.008405,-0.006322,-0.00108,-0.015611,-0.011189,-0.010234,-0.006177,0.000479,0.001684,0.0008,-0.004175,-0.004617,-0.001447,-0.001955,-0.002615,-0.005976,-0.000698,-0.000563,-0.000433,0.000869,0.000389,0.000594,0.000339,-0.000516,0.004114,0.002878,-0.002535,-0.001371,-0.000827,-9.1e-05,-2.5e-05,0.000266,-0.000502,-0.001657,-0.002842,-0.002678,0.00285,0.003641,0.004732,0.00483,-0.000315,-0.001414,-0.000372,3.4e-05,-0.000338,-0.001073,-0.000674,0.000477,0.005215,1.3e-05,0.010826,0.007798,0.005061,0.007901,0.011859,0.010364,0.010397,0.00134,-0.013152,-0.014053,-0.008316,-0.008869,-0.006525,-0.019521,-0.039274,-0.02857,-0.027713,-0.015944,-0.007367,-0.007573,-0.00782,-0.005798,0.022948,0.035777,0.055042,0.055443
-0.000187,-0.012249,-0.017387,-0.022842,-0.031295,-0.042178,-0.040928,-0.035271,-0.022909,-0.01092,-0.002466,-0.002918,-0.002473,-0.000892,-0.002407,-0.005978,-0.002011,-0.000962,-0.006136,0.002284,0.008007,0.012583,0.012789,0.015661,0.011735,0.01333,0.007691,0.01236,0.006421,0.007357,0.002229,-0.000984,0.001144,0.000866,0.005618,0.005148,0.008475,0.007934,0.007241,0.003716,-0.000727,-0.00059,-0.000455,0.000265,-0.000232,-1.6e-05,0.000356,-0.000536,-0.006307,-0.006963,-0.002663,-0.001441,-0.000872,-9.5e-05,-2.6e-05,-0.000374,-0.001184,-0.001749,-0.003006,-0.002838,-0.007017,-0.006185,-0.005024,-0.004917,-0.000997,-0.001507,-0.000399,3.5e-05,-0.00036,-0.001142,-0.001385,0.00051,-0.004509,1.4e-05,-0.008845,-0.01087,-0.013322,-0.019835,-0.025835,-0.02696,-0.026997,-0.026906,-0.023327,-0.024531,-0.029948,-0.031388,-0.040254,-0.045184,-0.050576,-0.051279,-0.040951,-0.017085,0.015907,0.038184,0.071643,0.083389,0.078635,0.072174,0.052623,0.043226
0.224543,-0.508083,-2.741122,-0.701,-3.510787,-1.239342,-3.505901,-3.805393,-1.089258,-3.214647,-2.751059,-0.788807,0.344666,-0.0364,-1.956491,0.575591,0.107149,-0.158669,0.477568,-0.060291,-2.285767,0.38621,0.040535,-0.10282,-0.24007,-0.134195,-0.142966,-0.612337,-0.215578,-0.691583,-0.068919,-1.747235,-0.730553,-0.060719,-0.079599,-0.035109,0.018753,0.315597,-0.189471,-0.042871,-0.03961,-0.011878,-0.088178,-0.130491,-0.114407,-0.027138,0.000395,0.006702,-0.082224,0.048889,-0.006923,0.005465,0.000822,-0.012441,-0.000106,-0.140489,0.004141,2.4e-05,-0.003509,-0.365496,-0.371754,-0.357481,0.053928,0.036775,0.004666,0.00159,-0.000123,-9.5e-05,0.011715,0.001861,0.001994,-7e-05,0.036383,-4e-05,1.929151,2.772775,0.367629,0.240746,0.516189,0.480502,0.637394,-0.156897,0.392327,0.178379,0.357825,4.067431,0.972084,0.615615,5.774896,4.825322,1.551956,0.18088,0.048937,-0.234931,-4.384603,-0.103003,0.127855,-0.12873,0.020297,-0.306819
-0.282777,-0.966266,-1.98799,-0.608518,-2.800867,0.108465,-1.49883,-2.629463,-1.011985,-3.406023,-2.854808,-0.856059,-0.458554,-0.130746,-3.084484,-0.649015,-0.585348,-1.334299,-0.514849,0.003256,-3.05084,-0.493645,-0.131747,0.01567,-0.190505,-1.134751,-0.29424,-0.745682,-0.219277,-0.567152,0.031253,-2.199136,-0.521506,0.031807,0.019042,0.010107,-0.070333,-0.386401,-0.215677,0.015287,-0.065838,0.093137,0.094011,-0.256499,0.096808,-0.088824,0.000176,0.005448,0.193945,-0.004815,-0.011461,0.008451,-0.00095,0.092066,-0.000134,0.128925,-0.016341,7.5e-05,0.026546,0.406391,0.373062,0.365828,-0.019807,-0.009884,0.070473,0.010802,-0.000319,-0.0001,-0.006734,-0.001423,-0.015365,-9.6e-05,-0.009774,-6.4e-05,2.9474,4.044979,0.434103,0.434511,1.835106,1.793085,1.907317,0.959075,1.570366,1.036942,0.264147,4.309338,2.231395,2.92978,5.410166,1.65808,0.72492,-0.019174,0.624738,0.107153,-2.355604,-0.286352,-0.47963,0.026373,-0.021906,-0.456255
0.015257,-1.351339,-4.483114,-1.300756,-5.613802,-0.841364,-3.718508,-4.859551,-0.92148,-5.322344,-4.406053,-1.338714,-0.214072,0.132854,-4.547996,-0.073615,-0.450325,0.044555,-0.170893,0.049034,-4.166406,-0.440658,-0.172123,-0.079801,-0.457968,-1.730561,-0.425713,-1.579572,-0.387866,-1.29991,0.081385,-4.536418,-1.291312,0.020924,-0.295865,-0.017789,-0.044647,-0.248051,-0.422307,-0.016507,-0.12728,-0.174394,0.05708,-0.371794,0.083938,-0.097737,0.000373,0.012637,-0.086593,-0.006041,-0.064378,-0.026013,-0.000647,-0.176186,-0.000293,0.107889,0.028627,-0.000248,-0.007976,0.210187,0.199034,0.202826,0.01911,0.017629,-0.143259,-0.026206,-0.00052,-0.000274,0.000285,-0.000431,0.028978,-0.000168,0.018532,-8.4e-05,5.024933,5.614427,0.267776,0.664836,1.751182,2.029535,1.67042,0.585007,1.175854,1.57307,0.524824,4.681098,-1.716379,-2.365624,0.701109,2.469819,-0.40904,-0.676308,0.255279,0.036692,-3.072273,-0.363178,-0.275472,0.021459,0.169235,1.068962
2e-06,-4e-06,-1.5e-05,-0.00779,-4.8e-05,-0.000257,-0.000305,-0.000301,-0.000328,-0.000317,-0.000321,-0.000555,-0.000594,-0.000535,-0.000558,-0.008181,-0.008056,-0.007996,-0.015563,-0.007668,-0.015316,-0.015337,-0.015262,-0.007376,0.000359,-0.007446,-0.01497,-0.014779,-0.03001,-0.030216,-0.030489,-0.023457,-0.016475,-0.016356,-0.008244,-0.000109,-0.007833,-0.000475,0.007588,0.007954,0.000189,0.000406,0.000388,-0.007408,-0.007618,-0.00751,-0.000171,-0.000227,-0.007295,-0.006868,0.000617,0.000998,0.008429,0.000146,-0.000122,-2.6e-05,0.000138,-0.007716,0.000295,-0.007299,-0.007426,-0.007108,0.000249,0.000215,8e-05,7.3e-05,-0.007571,-0.000601,0.00698,0.00745,0.007082,0.00757,0.000556,0.00872,0.008457,0.002511,0.003228,0.010702,0.017424,0.024229,0.02391,0.030983,0.023216,0.015718,0.008186,0.000368,-0.00684,-0.006884,-0.007251,-0.00748,-0.007509,-0.000354,-0.000927,0.005994,0.01224,0.019333,0.027062,0.01989,0.020545,0.0285
1.7e-05,-4.2e-05,-0.00013,8.2e-05,0.004824,0.003143,0.013169,0.007953,0.018161,0.018245,0.018135,0.016306,0.016004,0.011223,0.000671,-0.003275,-0.002175,-0.001671,0.005118,0.005898,0.011756,0.011499,0.016777,0.017294,0.022159,0.016719,0.018085,0.018799,0.01978,0.013224,0.006604,-0.001907,-0.010264,-0.004471,-0.002599,0.004024,0.004187,-0.002494,0.003724,0.005674,0.00098,0.006754,0.00203,0.001726,0.000648,0.001206,-0.00087,-0.005772,0.002319,0.004453,0.003146,0.009677,0.008211,-0.003827,-0.005205,-0.004704,-0.003847,-0.009088,0.001531,0.002221,-0.003,0.003179,0.001283,0.001103,0.000412,0.000373,0.000773,-0.012167,-0.012969,-0.006024,-0.017095,-0.000912,0.007764,0.009721,0.013066,0.026993,0.03535,0.03469,0.025939,0.027186,0.025872,0.019646,0.013864,0.009526,-0.000115,-0.007162,-0.000741,0.003707,0.001136,-0.000187,0.004358,0.0025,-0.005728,-0.009138,-0.017257,-0.020802,-0.020931,-0.018868,-0.015439,-0.014017
2e-05,-5e-05,-0.000155,7.1e-05,-0.00501,-0.007029,-0.016602,-0.012067,-0.021422,-0.021328,-0.021465,-0.023703,-0.0241,-0.018844,-0.010145,-0.004102,-0.00275,-0.002131,-0.004795,-0.003757,-0.007611,-0.00794,-0.012422,-0.011659,-0.016516,-0.012389,-0.010621,-0.009924,-0.00903,-0.006258,-0.003581,-0.003004,-0.002271,-0.006039,-0.003554,-0.006031,-0.006116,-0.003179,-0.00615,-0.003666,0.001245,-0.00257,0.002579,0.001916,0.000543,0.001251,-0.001103,0.003823,0.002659,0.005346,0.003978,0.001093,-0.00047,0.006257,0.004532,0.005159,0.006236,0.010438,0.001915,0.002484,0.006992,0.003661,0.001598,0.001366,0.000508,0.00046,0.000673,0.006891,0.006179,0.003803,0.012056,-0.000866,-0.001335,0.001298,-0.005543,0.000332,-0.000406,-0.001124,-0.000783,-0.009861,-0.011449,-0.008098,-0.004502,0.000792,0.010456,0.012667,0.009498,0.004153,0.001218,-0.000324,-0.005543,-0.00756,-0.006605,-0.010442,-0.01994,-0.024365,-0.024826,-0.022679,-0.018794,-0.017204
-0.000335,-0.002091,-7.8e-05,-0.001015,0.035572,0.041235,0.100214,0.073555,0.131975,0.119612,0.006726,0.06802,0.090323,5.379388,-0.097497,-0.001069,0.005091,-0.002851,0.031923,0.040537,-0.000398,0.017319,-0.017381,-0.098609,0.025005,0.018641,5.280809,0.103066,0.101693,0.542898,0.027545,-0.005814,-0.038589,5.273445,0.000768,0.037644,0.033693,-0.000139,0.035484,0.035976,-0.000148,0.034864,-0.000303,0.00192,-0.001505,-0.001444,0.04558,-0.035839,1.605493,0.135762,-0.010172,0.034693,0.035347,-0.035328,-0.017829,-0.039986,-0.034829,-0.077134,-0.005968,-0.001771,-0.035551,0.003059,0.174092,-0.000462,-4.7e-05,0.116473,0.48144,-0.067934,-0.06998,-0.038651,-0.042556,0.05844,5.653623,0.226619,0.067036,0.081992,-0.028928,-0.022643,-0.214292,0.132602,0.166086,0.10475,0.109947,0.045692,-0.015015,-0.07489,-0.04032,0.019152,0.220854,0.032078,0.05731,0.043273,-0.104633,-0.190988,-0.289931,-0.129592,-0.417855,0.005818,-0.001714,0.000526
