0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
0.017312,0.018925,0.018627,0.029683,0.034672,0.029623,0.036239,0.028396,0.02852,0.028429,0.028992,0.023791,0.017514,0.017285,0.010451,0.005729,-0.001031,-0.001182,-0.002086,-0.002063,-0.001528,-0.001058,0.004915,0.000306,2e-06,0.006165,0.00594,0.004689,0.000495,-0.000337,-0.000463,-0.000513,-0.001009,-0.001149,0.005897,0.000469,0.005812,0.005825,0.005798,0.000389,0.00021,-0.006587,-0.000921,0.000112,0.000233,0.00014,0.000188,0.000318,3.8e-05,7.1e-05,-0.000289,-0.000169,-0.005625,0.000168,0.000132,0.005547,-0.005182,-0.011129,-0.014374,-0.02579,-0.025669,-0.027188,-0.024733,-0.01968,-0.019598,-0.016427,-0.008045,0.001607,0.006712,0.017581,0.023392,0.031112,0.044999,0.052092,0.048875,0.044157,0.039837
0.006147,-0.003049,-0.001303,0.00184,0.005815,0.000579,-0.003012,0.006146,0.005917,0.006013,0.003962,0.001133,0.00214,0.002988,0.007274,0.001127,0.005104,0.005624,0.010273,0.010194,0.008316,0.00694,0.006893,0.000456,0.001515,-0.000408,0.000368,0.006158,-0.001703,0.002673,0.003107,0.003286,0.004978,0.00546,0.000508,-0.0016,0.000794,0.000751,0.00086,-0.001312,-0.000706,0.003347,0.004646,-0.000371,-0.000784,-0.000473,-0.000636,-0.001074,-0.000129,-0.000241,0.000983,0.000572,-0.001456,-0.000571,-0.000445,0.00172,-0.002952,-0.001546,-0.013257,-0.014583,-0.015584,-0.008873,0.007111,0.011111,0.011141,0.023762,0.040128,0.048589,0.051441,0.052528,0.049325,0.038809,0.025133,0.016739,0.004335,-0.000991,-0.007516
-0.032358,-0.023371,-0.022557,-0.014917,-0.006421,-0.001745,0.002911,0.001168,0.000975,0.001108,2.1e-05,-0.001087,-0.000129,0.000327,-0.003966,0.000177,-0.00428,-0.003992,-0.008488,-0.00852,-0.009513,-0.010334,-0.010686,-0.006755,-0.006187,-0.000659,-0.000237,-0.004083,-0.000932,-0.00555,-0.00531,-0.00521,-0.004275,-0.004012,-0.000159,-0.000882,-2e-06,-2.7e-05,3.2e-05,-0.000725,-0.000391,-0.004731,-0.004453,-0.000205,-0.000435,-0.000262,-0.000353,-0.000596,-7.3e-05,-0.000134,0.000546,0.000319,-0.000363,-0.000317,-0.000248,0.000509,-0.001197,-0.00711,-0.006035,-0.01297,-0.013603,-0.016917,-0.022488,-0.020629,-0.020632,-0.020774,-0.019222,-0.015077,-0.013849,-0.007098,-0.002472,0.00488,0.016776,0.025252,0.032351,0.036648,0.040383
-0.049078,0.383977,0.581815,0.166682,3.964255,0.984228,1.038367,1.164487,4.016808,0.225755,-0.019668,1.282025,0.377421,0.012344,0.041599,0.004771,0.025883,-0.202445,0.07341,0.094048,0.109833,4.239866,-0.009832,0.028171,0.039255,0.003509,-0.014385,-0.234471,0.221938,-0.021069,0.032334,-0.033803,0.043684,0.041624,0.002352,-0.019043,-0.127833,-0.293532,0.008521,-0.001527,-0.000206,0.053998,-0.040356,0.001146,0.017247,0.000264,-2.6e-05,-0.002821,5.7e-05,4.6e-05,0.005161,0.001532,-0.001883,0.016862,0.002811,-0.002185,-1.591396,-4.729725,-0.891375,-0.179002,0.037082,0.099481,0.427475,0.466066,-4.112366,-0.998406,-4.565686,-1.563536,-1.592464,-4.941536,0.063478,0.045073,-1.105178,-4.160474,-1.076519,-2.498436,0.03426
1.227615,1.824377,1.56839,0.827919,0.703295,0.767129,0.385305,0.156722,0.525669,0.935793,0.162915,0.16025,0.084358,-0.066173,-0.038399,-0.022043,0.001354,0.436144,-0.022814,0.009941,0.70806,1.058221,0.124277,0.006889,-0.00193,-0.007942,0.008846,0.480435,0.73443,0.159872,-0.011382,0.114163,-0.026265,-0.022148,-0.012436,0.017864,0.47201,0.532018,-0.032032,0.015036,-0.008859,-0.109332,0.137623,-0.001921,-0.106679,2.2e-05,-0.000582,0.013812,-1.3e-05,3e-06,-0.029092,-0.003868,0.015142,-0.106432,0.006342,-0.001897,-0.076993,-0.858706,-1.758831,-0.072874,0.027254,0.035585,-0.235924,-0.738661,-0.819079,-0.293978,0.210359,0.489518,0.494741,0.321074,0.246974,0.13875,-0.884637,-1.084272,-2.573107,-2.567556,-0.930377
-0.042369,0.877173,0.636693,-0.411873,3.353505,0.806112,1.276387,1.353372,3.890265,-0.365703,-0.171958,0.986832,0.227627,0.070735,0.076942,0.024056,0.024973,0.322219,0.029253,0.075476,0.773754,3.579675,0.135364,-0.009443,-0.01281,-0.000928,0.015683,0.368109,-0.531763,-0.108993,0.012267,0.067283,0.00417,0.007256,-0.005326,0.010963,0.434269,0.415818,0.016594,-0.024282,-0.00767,0.148465,0.084989,-0.001304,0.167091,8.8e-05,0.000734,-0.022324,5.5e-05,1.7e-05,0.013248,-0.002932,-0.029253,0.167195,0.006191,0.039543,-0.726614,-2.722966,1.735229,-0.084829,-0.279967,-0.44989,-1.561706,-1.127509,-4.093739,-1.782083,-3.250072,-0.577824,-0.517376,-2.406878,-0.175866,-0.186735,-1.565433,-3.983517,0.43188,-0.775236,-1.034479
0.007943,0.008455,0.007731,0.007724,0.002155,0.002195,0.002528,-0.002819,-0.008342,-0.001636,-0.006892,7.1e-05,-0.00556,-0.006569,0.000209,-0.000595,4.9e-05,-0.000694,-0.00044,-0.000339,-0.001159,-0.007165,-0.00609,-0.006017,-0.005122,-0.003936,-0.010788,-0.00416,-0.004762,-0.005275,-0.005634,-0.000301,-0.006728,-0.000543,0.00051,0.000343,-0.000177,-0.000105,0.006286,1.5e-05,-2.7e-05,0.000461,0.000753,0.006951,0.007354,0.007991,0.008184,0.01438,0.00848,0.015653,0.015556,0.015313,0.015025,0.014122,0.013931,0.013711,0.01344,0.013665,0.008162,0.009388,0.009413,0.00976,0.010806,0.01114,0.016248,0.015446,0.015052,0.008729,0.013946,0.014334,0.008052,0.001916,0.006943,0.006625,-0.005684,5.8e-05,0.000603
-0.017324,-0.009246,-0.014693,-0.014874,-0.012098,-0.012024,-0.011194,-0.007612,-0.004412,-0.004407,-0.000474,0.00018,0.003098,-0.003065,0.000559,-0.005058,0.000133,-0.005323,-0.00462,-0.004372,-0.010036,-0.008081,-0.005203,-0.005012,0.000836,0.007395,0.003611,0.006746,0.001678,0.000329,-0.000607,-0.004223,-0.003428,-0.004847,0.00132,0.000881,-0.000456,-0.000269,-0.001158,3.8e-05,4.5e-05,0.001199,0.001943,0.000587,0.001641,0.003319,0.003874,0.002608,0.004756,0.009687,0.006157,0.00559,0.008448,0.002645,0.002156,0.001645,0.00097,0.001645,0.004671,0.011761,0.011945,0.013004,0.016226,0.020869,0.013662,0.008091,0.00713,0.007403,0.000524,0.008922,0.009143,0.009576,0.005561,0.004572,0.005326,0.003617,0.005379
-0.002909,-0.013251,-0.008986,-0.009169,-0.00751,-0.007493,-0.007022,-0.004815,-0.002825,-0.002806,-0.000325,0.000122,0.001957,0.005787,0.00036,0.004539,8.7e-05,0.004374,0.004819,0.004985,0.009157,0.010392,0.012232,0.012356,0.008286,0.004647,0.009994,0.004218,0.008772,0.007921,0.007339,0.005102,0.005594,0.00472,0.000821,0.000546,-0.000281,-0.000165,-0.000711,2.3e-05,-1.9e-05,0.000736,0.001196,0.000356,0.001003,0.002021,0.002343,0.001545,0.002844,-0.00187,0.003587,0.003227,-0.002688,0.001428,0.001131,0.000819,0.000413,0.000803,0.002619,-0.000799,-0.000716,-0.000125,0.001659,-0.003191,1.8e-05,0.004216,0.003634,0.003876,0.007276,-0.002797,-0.002544,-0.00213,-0.004414,-0.004934,-0.004228,-0.005287,-0.004346
-0.17501,-0.282385,0.973915,-0.205524,-0.009385,1.236087,-0.002958,-0.292009,0.000618,-0.226443,0.035927,-0.039356,0.011371,1.193697,0.001184,-0.034757,-0.000971,-0.03496,1.38254,0.061548,0.006672,-0.071024,-0.065608,-0.069006,0.339652,-0.000644,1.212196,-0.000973,-0.034694,-0.034568,-0.03451,-0.034178,-0.035306,-0.034306,-0.000338,0.111722,0.002817,-0.000325,0.00056,-0.000456,4.107243,1.24251,0.000155,0.001173,0.001341,0.001442,0.083544,0.063272,0.041802,0.090906,-0.004439,0.012442,0.035989,0.005882,0.209443,0.141246,0.145416,-0.057954,0.096503,-0.075779,0.043002,-0.176372,-0.700014,0.060498,0.084272,-0.927058,0.076422,-0.760899,0.058575,-2.625854,-2.642259,-0.751248,-0.212192,-0.02886,-0.022867,1.523942,0.320784
