0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
-0.007085,-0.000883,-0.000919,-0.001343,-0.008861,-0.009324,-0.003453,-0.003467,0.003238,-0.003897,0.003239,-0.003469,0.003717,0.004595,0.005021,0.00549,0.012703,0.013121,0.0202,0.02046,0.020298,0.020208,0.013425,0.006688,0.006655,0.000544,-0.005489,0.001081,0.001106,0.001607,0.008639,0.002596,0.009138,0.0087,0.008705,0.00772,0.007252,0.006712,0.006669,0.006601,0.007009,0.000461,0.006792,0.014167,0.00762,0.014619,0.014632,0.007728,0.008317,0.001477,-0.005271,-0.006191,0.000327,-0.00015,-0.005983,0.000403,-0.000186,-0.006088,0.000244,0.000216,0.000274,0.00037,-0.00013,-1.2e-05,2.4e-05,5e-05,3.9e-05,1.6e-05,3.3e-05,5e-06,2.1e-05,-1e-06,-1e-06,1.5e-05,5.1e-05
-0.003672,-0.00063,-0.004299,-0.000216,0.008678,0.010783,0.020161,0.01955,0.018477,0.023565,0.018841,0.021405,0.020129,0.013626,0.009945,0.010309,0.012802,0.011117,0.013789,0.012114,0.012675,0.0137,0.01295,0.013823,0.013648,0.006423,-0.001804,-0.002106,-0.003282,-0.010175,-0.016155,-0.022528,-0.022054,-0.017883,-0.017879,-0.006751,-0.002252,0.004135,0.005119,0.00653,0.003025,0.003373,0.007133,-0.001439,-0.00125,-0.007319,-0.008458,-0.005368,-0.011906,-0.009394,-0.008195,-0.000254,-0.001705,0.00263,-0.00378,-0.002895,0.003399,-0.001693,2.3e-05,0.000546,-0.000581,-0.00237,0.002291,0.000145,-0.000489,-0.000944,-0.000746,-0.000278,-0.000627,-8.1e-05,-0.000405,1.8e-05,-1.1e-05,-0.000267,-0.000952
-0.010915,-0.017548,-0.020646,-0.025919,-0.035356,-0.042439,-0.052593,-0.05326,-0.055036,-0.059122,-0.055216,-0.052566,-0.045466,-0.033506,-0.027917,-0.018321,-0.007131,0.000505,0.011756,0.019146,0.019462,0.020322,0.019986,0.021177,0.020885,0.023511,0.025278,0.024259,0.023154,0.025685,0.028491,0.032185,0.032027,0.027028,0.027038,0.019301,0.014515,0.011278,0.012061,0.013148,0.018618,0.019427,0.021705,0.030781,0.031305,0.034202,0.033215,0.02787,0.03109,0.025373,0.018722,0.008387,0.006792,0.001891,0.005842,0.00593,0.00243,0.007327,0.007999,0.008364,0.007555,0.006289,0.001613,0.000102,-0.000346,-0.000665,-0.000525,-0.000196,-0.000441,-5.6e-05,-0.000285,1.2e-05,-8e-06,-0.000186,-0.000672
-0.187732,-0.488302,-0.563514,-0.425818,-0.878809,-0.692784,-0.95127,-0.705034,-0.786362,-0.265206,-0.406602,-0.226294,-0.809057,0.194787,0.127898,0.215954,0.43642,0.081016,0.089978,0.110827,0.224389,0.346966,0.67884,0.529936,0.47536,0.382926,-0.117709,-0.119883,0.221867,0.348685,0.281397,0.369353,-0.12791,-0.022491,-0.179166,0.401498,0.116818,0.058219,0.444769,0.132021,0.257795,-0.084602,0.425058,-0.079067,-0.030792,0.326824,-0.026914,0.130076,0.341429,-0.132529,0.087286,0.129639,0.456123,-0.009935,0.09621,0.22815,-0.013111,-0.012394,-0.035383,-0.03435,-0.034315,-0.040324,0.04875,-0.001355,0.000151,0.000151,9.2e-05,7.1e-05,4.2e-05,3.3e-05,3.2e-05,2.5e-05,2.3e-05,1.3e-05,1.4e-05
0.30044,0.644583,0.724445,0.512798,0.36338,0.909285,-1.11847,0.873917,0.51199,0.58598,0.543838,0.533016,-1.012973,-0.024124,0.122159,-0.172059,-0.414227,-0.117813,-0.199007,-0.1296,-0.218622,-0.453498,1.457786,-0.511503,-0.350505,-0.29945,0.008928,-0.024792,-0.294467,-0.432717,-0.416074,-0.49129,0.142924,-0.149313,-0.020802,-0.455501,-0.094053,-0.13006,-0.365677,-0.205345,-0.330353,-0.015972,-0.492985,-0.120495,-0.112804,-0.361214,-0.096768,-0.286763,-0.490752,-0.024218,-0.176622,-0.150478,-0.451657,-0.010673,-0.121204,-0.252949,-0.004306,-0.020595,-0.004315,-0.005161,-0.005377,-0.00107,-0.053772,0.001377,0.000142,9.1e-05,8.9e-05,3.9e-05,3.1e-05,2.3e-05,3e-06,1.7e-05,1.4e-05,1e-05,6e-06
-0.022334,0.428252,0.412456,0.542455,0.549889,0.836263,2.805424,0.908469,0.404733,0.46487,0.70652,0.448072,-0.743211,0.008292,-0.155024,-0.362462,-0.231957,0.046124,0.063862,-0.131695,-0.202776,-0.105253,-2.442837,-0.524668,-0.646648,-0.429476,-0.003139,0.046007,-0.223979,-0.368872,-0.336134,-0.459776,-0.235055,-0.104191,0.003698,-0.312533,-0.265704,-0.018535,-0.40516,-0.036856,-0.153099,0.042109,-0.23503,0.022932,0.004855,-0.112427,-0.230203,-0.167589,-0.326852,-0.050922,-0.170923,-0.134084,-0.286948,0.023651,-0.114771,-0.15994,0.029825,-0.048234,0.006887,0.006369,0.006146,0.008133,-0.040196,0.000929,0.000272,0.000228,0.000143,0.000112,7.3e-05,5.7e-05,4.7e-05,3.5e-05,3.7e-05,3.3e-05,2.3e-05
-0.035631,-0.021292,-0.014707,-0.021863,-0.022431,-0.015851,-0.016227,-0.009436,-0.002311,0.00473,0.004607,0.019046,0.026345,0.033622,0.026376,0.02653,0.01246,0.005677,-0.008436,-0.022107,-0.035091,-0.049102,-0.062341,-0.068182,-0.067852,-0.06707,-0.059356,-0.051571,-0.051214,-0.043713,-0.029566,-0.022885,-0.009417,0.003731,0.003283,0.016105,0.01526,0.014736,0.021156,0.007156,-8.3e-05,-0.000139,-0.006806,-0.006551,-0.012989,-0.012583,-0.012096,-0.011579,-0.011338,-0.004357,-0.004593,-0.004819,0.001624,0.001138,0.000674,0.000246,1.3e-05,-1.1e-05,0.000213,0.000306,0.000386,-0.006172,-0.00616,0.000652,-0.0061,-0.006255,-0.006351,-0.006347,0.000177,3e-05,-0.000161,-0.000112,-1e-05,-7.5e-05,-0.00013
0.002407,-0.006848,-0.001214,-0.003951,-0.000131,0.005714,0.006816,0.017012,0.016578,0.021925,0.028517,0.03792,0.040502,0.044221,0.046126,0.046115,0.042506,0.033983,0.036834,0.033196,0.00712,0.009712,0.013526,-0.005197,-0.009505,-0.016375,-0.023329,-0.023298,-0.026502,-0.028652,-0.027513,-0.034541,-0.032488,-0.032429,-0.030945,-0.028356,-0.020585,-0.005393,-0.009113,-0.001964,-0.000681,-0.001251,0.000292,0.002566,-0.003791,-0.000366,0.003526,0.002654,0.004432,0.005614,-0.00121,-0.003175,-0.005595,-0.004756,-0.008512,-0.007259,-0.009175,-0.004716,0.001758,0.002488,0.0031,0.004444,-0.000168,0.005234,0.000276,-0.005644,-0.006394,-0.006358,-0.00319,-0.004342,-0.0012,-0.000842,0.004545,-0.000577,-0.000997
-0.005488,-0.005744,-0.019598,-0.022082,-0.037704,-0.05186,-0.061216,-0.070903,-0.07257,-0.078069,-0.0814,-0.082363,-0.080437,-0.076952,-0.074573,-0.064004,-0.04576,-0.034152,-0.018117,0.000397,0.022328,0.026122,0.041671,0.060122,0.064669,0.075723,0.086329,0.094494,0.099941,0.105428,0.104697,0.10637,0.097776,0.087826,0.079865,0.063823,0.04383,0.021508,0.01828,0.006964,-0.00058,-0.001052,0.000336,0.002236,0.014432,0.017249,0.020373,0.02814,0.029471,0.030097,0.033003,0.031304,0.029294,0.021481,0.018626,0.011229,0.009804,0.004809,0.001312,0.001855,0.002307,0.003401,0.00828,0.003863,0.008586,0.012508,0.01196,0.011986,0.005936,0.005098,-0.00087,-0.000608,-0.004946,-0.000416,-0.000726
-0.060801,-0.472676,-1.679812,-0.542316,-0.243065,-0.234838,-0.194761,-0.177744,-0.153876,-0.246405,0.013459,-0.109556,0.056273,-0.048102,0.091717,-0.024379,-0.045066,0.22093,0.53955,0.944484,0.515934,0.614298,0.248805,-0.449308,0.159,0.020323,0.381503,1.306993,-0.111925,-0.046895,1.438135,-0.099432,-0.2332,0.344877,-0.038309,-0.192577,0.015965,1.462168,-0.102057,-0.037058,-0.004792,0.167881,-0.005077,0.257703,0.027494,-0.037614,0.213009,0.129266,0.104017,0.138712,-0.151169,-0.152256,-0.136372,-0.11368,0.163299,0.026918,0.056971,0.140518,-0.001502,0.00121,0.000576,0.000136,-0.035413,0.000938,-0.035592,-0.071081,-0.071117,-0.081322,-0.034878,-0.034639,-0.000649,7.2e-05,0.035521,4.2e-05,2.9e-05
