0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0.003369,0.003773,-0.001871,0.004145,0.00458,0.004703,0.005072,0.016381,0.021647,0.016004,0.021611,0.01594,0.016451,0.021857,0.022219,0.016925,0.016818,0.010951,0.011442,0.011403,0.005701,0.006388,0.00629,0.006237,0.006235,0.000623,0.006224,0.006087,0.005405,0.011561,0.005952,0.011545,0.011497,0.011519,0.006035,0.01094,0.005276,-0.000242,0.000481,-0.004952,-0.005609,-0.00537,-0.005222,0.000407,0.000439,0.005358,-0.00012,-0.000198,-0.000236,-0.000256,0.00036,-0.000458,0.000225,-0.000501,4.2e-05,0.000555,-0.00023,-0.000288,-0.005668,4.8e-05,-0.005424,0.000129,0.000228,-0.005838,-0.00032,-0.000108,1.2e-05,0.005636,0.000133,9.4e-05,3.9e-05,-6e-06,-6.7e-05,-2.1e-05,0.005488,-4.8e-05,-0.000161,0.005348,0.005345,-9.6e-05
0.017829,0.013956,0.014376,0.01119,0.006516,0.005562,-0.000251,-0.00023,0.004388,0.004534,0.007298,0.007695,0.002606,0.007922,0.005289,0.002186,0.003699,0.005896,0.001262,0.001677,0.001748,-0.005041,-0.003874,-0.003256,-0.00331,-0.004106,-0.003194,-0.001635,0.004541,0.00016,-0.00051,-7.5e-05,0.000142,-0.000218,-0.002028,0.004091,0.00424,0.003136,-0.002968,-0.004689,0.000825,-0.001447,-0.002838,-0.003111,-0.003414,0.002317,0.001153,0.00192,0.002275,0.002466,-0.002627,0.004427,-0.001332,0.004841,0.000455,-0.003639,0.003066,0.003637,0.00188,0.000371,-0.000365,-0.000416,-0.001359,0.002917,0.003129,0.001051,-0.00013,-0.001002,-0.001318,-0.000923,-0.000378,5.8e-05,0.00066,0.000208,0.000504,0.00047,0.001586,0.001841,0.001855,0.000919
-0.031794,-0.026954,-0.026332,-0.021582,-0.017236,-0.017751,-0.014026,-0.01485,-0.019637,-0.019183,-0.018124,-0.017516,-0.013481,-0.010975,-0.005587,-4.8e-05,0.00079,0.002415,0.006687,0.006913,0.007354,0.010461,0.011099,0.011431,0.011398,0.011378,0.011464,0.012279,0.008741,0.012778,0.012808,0.012619,0.012706,0.012512,0.011959,0.007961,0.008396,0.008207,0.011826,0.011342,0.007403,0.006289,0.005611,0.005113,0.004966,0.000753,0.000554,0.000923,0.001092,0.001183,0.005344,0.002116,0.00596,0.0023,0.006802,0.01144,0.008,0.008259,0.007769,0.00671,0.006711,0.006336,0.005903,0.001671,0.001419,0.000476,-5.8e-05,-0.000798,-0.0006,-0.000422,-0.000173,2.4e-05,0.0003,9.4e-05,-0.000115,0.000213,0.000717,0.000488,0.000494,0.000412
0.070721,0.117694,0.053826,0.153307,-1.470399,-5.101654,0.083622,0.279346,0.402417,0.502199,0.3871,0.01491,0.401669,0.298807,0.266334,1.168102,0.091986,0.15875,0.190909,0.113379,-0.04186,-0.060385,-0.057098,-0.06543,0.195511,-0.065851,-0.073765,-0.076877,-0.022711,-0.113242,-0.004664,-0.078945,-0.049119,-0.07556,-0.080874,0.244358,-0.042961,0.306261,-0.055481,-0.043904,-0.027528,0.0535,-0.048827,-0.037373,-0.036566,0.002306,-0.004035,0.035113,0.00122,0.059988,-0.043943,0.152546,-0.046859,-0.044274,-0.038289,-0.079189,-0.032282,-0.048083,-0.036295,-0.044056,-0.028858,0.300688,-0.045326,-0.005699,-0.126298,0.000534,0.000127,0.000132,6e-05,3.3e-05,0.002819,0.00034,-4.3e-05,-3.4e-05,0.002018,-3e-05,-6e-06,0.002051,0.002041,0.002591
0.61146,0.242137,0.485518,-0.045368,-0.308713,-0.929527,-0.122657,-0.854717,-1.277014,-1.451974,-1.200376,-1.26697,-1.0218,-0.765492,-0.727335,1.234364,-0.330903,-0.516717,-0.447406,-0.371874,-0.025969,-0.038712,-0.046277,-0.045556,-0.465139,-0.018241,-0.012724,-0.014229,-0.06028,-0.030235,-0.141943,-0.027948,-0.075398,-0.033976,-0.012475,-0.393611,-0.022676,-0.55776,-0.042756,-0.036962,-0.01489,-0.136563,0.024199,-0.002263,0.009682,-0.015172,0.005721,-0.076114,-0.014287,-0.10274,0.018866,-0.260496,0.008883,-0.055962,-0.006757,0.014873,-0.022021,0.100716,0.008477,0.003112,-0.013759,-0.54341,0.011445,-0.008052,-0.189035,0.000452,2.1e-05,0.000214,8e-06,-7e-06,-0.003741,-0.000531,-2.7e-05,-1.7e-05,-0.015199,-4e-05,1.7e-05,-0.015193,-0.015202,-0.003493
0.258392,0.227994,0.352909,0.039091,-0.44957,-1.554434,0.130545,-0.315804,-0.324194,-0.490013,-0.010294,-0.014507,0.084828,0.349681,0.082779,-1.943008,0.149356,0.21494,-0.261282,0.05807,0.064483,-0.007171,-0.016094,0.020228,-0.281979,-0.035097,0.011192,0.048643,0.037615,0.049015,-0.047328,0.075856,0.042762,0.071739,0.047528,-0.386317,0.066295,-0.337324,-0.014007,-0.084714,-0.045093,-0.132394,-0.015819,0.008125,-0.018099,0.029556,0.003398,-0.020831,0.025076,-0.072759,-0.013458,-0.141398,0.013011,0.067995,-0.000919,-0.007773,0.02987,-0.161305,-0.02389,0.008084,-0.044764,-0.340447,0.012212,0.002968,0.169001,-8.9e-05,0.000155,0.005057,9e-05,6.8e-05,-0.001933,-0.000347,-5.6e-05,-3.7e-05,0.029207,-1.8e-05,-2.7e-05,0.02922,0.02923,-0.001847
-0.013405,-0.013314,-0.007121,-0.019538,-0.019301,-0.019193,-0.019044,-0.024959,-0.024413,-0.030296,-0.035873,-0.035487,-0.041268,-0.040863,-0.046185,-0.051657,-0.051392,-0.050887,-0.055698,-0.049653,-0.04995,-0.04447,-0.038682,-0.039248,-0.033819,-0.028816,-0.02926,-0.024428,-0.012654,-0.006326,-0.006285,0.000333,-0.005772,0.000686,0.000934,0.001053,0.001327,0.001832,-0.003627,-0.003095,-0.00287,0.003163,-0.002902,-0.003006,0.00235,0.002193,-0.003693,-0.003752,-0.003644,-0.004302,-0.010045,-0.01016,-0.010526,-0.010961,-0.010616,-0.011304,-0.005179,-0.005274,0.001342,0.001426,0.007529,0.001813,0.002414,0.001838,0.001483,0.002157,0.002389,-0.003291,-0.00334,-0.003044,-0.002566,0.003038,-0.002579,-0.003045,-0.008811,-0.003768,0.000776,0.000324,-1.8e-05,-2.7e-05
0.040073,0.040198,0.037895,0.041334,0.035155,0.035763,0.028179,0.018131,0.011937,0.008643,0.00347,0.001845,0.0103,0.007689,0.007712,0.000886,0.001829,0.0034,0.013362,0.008091,0.003764,-0.000561,0.001489,-0.005659,-0.004907,-0.005905,-0.007945,-0.013087,-0.006554,-0.001378,-0.004836,0.001501,-0.002554,0.003075,0.000567,-0.002535,-0.004924,-0.002653,-0.003906,-0.005181,-0.004184,-0.003872,-0.004428,0.002359,-0.000223,0.002696,0.006344,0.006015,0.010009,0.003364,0.003875,0.00327,0.001614,-0.00029,0.004735,-0.001723,-0.000675,-0.004631,0.002029,-0.001189,-0.000119,-0.003119,0.002996,-0.002961,-0.008032,-0.001609,-0.000628,-0.000163,-0.000394,0.00436,0.009856,0.009195,0.009643,0.00404,0.003748,0.000934,-0.003884,-0.002189,-0.00359,-8.2e-05
-0.02748,-0.027177,-0.028722,-0.033457,-0.029629,-0.029137,-0.026305,-0.017526,-0.006509,-0.000982,0.010747,0.017058,0.015101,0.020695,0.028011,0.038383,0.038812,0.039476,0.037849,0.041689,0.039007,0.036327,0.030125,0.033343,0.026542,0.018869,0.017831,0.015038,0.004022,-0.000518,0.004724,0.000781,0.005889,0.001582,0.007309,0.012724,0.018507,0.019638,0.026149,0.032432,0.032884,0.032731,0.032595,0.021911,0.020467,0.01489,0.009892,0.009728,0.004662,0.00851,0.008973,0.008701,0.007978,0.00716,0.002562,0.006549,0.006735,0.011802,0.007608,0.012974,0.01313,0.018865,0.014641,0.018885,0.023524,0.019397,0.019752,0.020196,0.020088,0.015226,0.010623,0.010031,0.010454,0.014934,0.015121,0.013774,0.011725,0.005778,0.005288,-2.8e-05
-1.937095,-1.056144,-0.958414,-0.850593,-1.740618,-0.465259,-0.335745,-4.499025,0.312702,0.163922,-0.178819,0.46485,-0.966374,0.281316,0.452412,0.372472,0.516857,0.384829,1.171765,0.289656,0.029188,-0.129457,-0.450706,-0.163576,-0.129414,-0.105092,-0.102184,-0.101603,-0.03006,-0.001235,-0.03565,0.120561,0.237693,0.251597,0.04487,0.130274,0.045098,0.152314,0.170544,0.018814,-0.078934,0.00133,-0.181631,1.318658,-0.214812,-0.060348,-0.033751,-0.034187,-0.000116,-0.035072,-0.036076,-0.036077,-0.036069,-0.042763,-0.000347,1.365403,-0.035209,-0.06992,-0.039088,-0.072714,-0.076449,-0.112049,-0.007726,-0.02605,0.060494,-0.046403,0.026571,-0.111055,-0.103922,-0.068742,-0.033752,-0.029673,-0.033759,-0.068809,-0.067627,-0.069527,1.541566,1.530841,-0.036118,2.9e-05
0.027723,-1.568545,-1.448257,-1.509329,-0.910971,-2.8146,-0.98434,2.056418,0.018009,0.083831,0.462426,0.966331,1.300685,0.846331,0.907605,0.823989,1.125359,0.804433,-1.141715,0.286032,-0.373584,-0.48125,0.132722,-0.283657,-0.082703,0.007971,-0.093653,-0.092129,-0.155225,0.029281,-0.071005,0.15438,0.623564,0.426485,0.164675,0.429312,0.346569,0.555577,0.734166,0.571101,0.368535,0.482695,0.116478,-1.573113,-0.214752,0.018229,0.005391,0.004707,0.001352,0.018117,0.032873,0.032963,0.033064,0.018883,0.026945,-1.528246,0.018754,0.035619,-0.004955,0.003527,-0.022973,0.007807,0.119587,0.183342,0.43865,0.144906,0.275553,0.011774,0.024612,0.022911,0.006703,-0.022082,0.006847,0.023348,-0.053879,0.022134,-1.382574,-1.477783,0.016961,1e-05
