0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
-0.007612,-0.007528,-0.007985,-0.008394,-0.008475,-0.015838,-0.008697,-0.01577,-0.016046,-0.016091,-0.016109,-0.016246,-0.016462,-0.009622,-0.009645,-0.002717,0.004435,0.011759,0.011922,0.019284,0.019699,0.027311,0.027812,0.028538,0.036095,0.036105,0.036671,0.036572,0.036455,0.029678,0.02216,0.02245,0.022221,0.015227,0.008392,0.008296,0.001535,0.001982,0.001993,0.001547,0.00157,0.002051,0.008234,0.001639,0.008298,0.008321,0.008391,0.007515,0.014195,0.014254,0.013781,0.014288,0.014273,0.014253,0.013683,0.007493,0.007458,0.000217,0.006836,0.006845,0.000738,0.000159,0.000135,0.000103,-6e-06,0.000434,0.000421,0.001116,0.000275,0.000371,5.9e-05,0.000127,0.000126,-0.000431,-0.000438,0.000107,0.000116,-0.000373,0.000152,-0.000384,-0.000363,-0.000354,0.006236,0.006238,-0.000403,-0.000442,8.5e-05,0.006705,5.4e-05,4.1e-05,-0.000523,1.3e-05,1e-05,2e-06,1e-05,3.4e-05,1e-06,-1e-06,-0.0
0.000406,-0.009252,-0.005624,-0.001386,-0.002103,0.004349,0.005637,0.006074,0.011955,0.011624,0.011423,0.010086,0.016252,0.02136,0.021276,0.027298,0.027906,0.030582,0.032531,0.028345,0.025711,0.015652,0.014399,0.007027,0.008332,0.0107,0.002558,0.007324,0.008702,0.00501,0.012421,0.007142,0.007954,0.00816,0.008003,0.00631,0.004179,-0.003613,-0.005361,-0.00131,-0.003885,-0.012433,-0.007942,-0.010607,-0.013304,-0.014594,-0.018029,-0.008972,-0.01038,-0.011373,-0.004894,-0.009988,-0.009101,-0.00798,-0.000594,-0.005525,-0.004704,0.001602,0.002639,0.002274,-0.003952,0.002601,0.003084,0.003779,0.006184,0.002614,0.002873,-0.00638,-0.000162,-0.00225,-0.001485,-0.002931,-0.002889,0.003341,0.003519,-0.002338,-0.00255,0.002072,-0.003299,0.002322,0.001874,0.001705,0.002559,0.002543,0.002734,0.003568,-0.001741,-0.001277,-0.00107,-0.000842,0.005177,-0.000257,-0.000196,-2.6e-05,-0.000204,-0.000713,-2.8e-05,3e-06,9e-06
-0.008377,-0.008204,-0.014163,-0.019532,-0.020336,-0.023128,-0.022468,-0.021582,-0.025368,-0.02578,-0.026016,-0.027466,-0.030959,-0.03593,-0.03609,-0.040085,-0.039915,-0.037493,-0.03537,-0.030373,-0.023244,-0.014762,-0.006189,0.005607,0.016254,0.018671,0.029251,0.0338,0.034953,0.040732,0.038682,0.04251,0.042631,0.042777,0.042921,0.040794,0.038997,0.040564,0.0389,0.033423,0.031061,0.032417,0.026983,0.025324,0.022586,0.021558,0.018841,0.00918,0.007504,0.006718,0.003411,0.00782,0.008528,0.009419,0.006809,0.011946,0.012591,0.009677,0.009883,0.009585,0.013716,0.010367,0.010721,0.011216,0.01299,0.018515,0.018667,0.019979,0.008096,0.00656,-0.001089,-0.002155,-0.002128,-0.005765,-0.005636,-0.001732,-0.001891,-0.006713,-0.002459,-0.006535,-0.006874,-0.007004,-0.00694,-0.006954,-0.006245,-0.005618,-0.001317,-0.001546,-0.000812,-0.000638,-0.004399,-0.000195,-0.000149,-2e-05,-0.000154,-0.000541,-2.2e-05,4e-06,7e-06
-0.083971,0.008194,0.044069,0.080403,0.06113,0.00382,-0.073958,-0.2019,-0.089423,-0.361911,0.009768,-0.095209,0.101809,-3.326255,-0.049613,0.058184,-0.276434,-0.227832,0.345476,-0.055176,-0.296547,-0.053437,0.020932,0.013149,0.212211,-0.045314,-0.097112,0.131824,-0.108716,0.141465,0.108158,0.001476,0.249299,0.382813,0.104733,0.223888,-0.113296,0.099761,-0.01386,0.230902,0.173346,-0.058292,0.044582,0.122862,0.020112,-0.047996,-0.156136,0.292519,0.348089,-0.078138,-0.051301,-0.081491,-0.007059,-0.088661,0.142718,0.203218,-0.010781,-0.047937,-0.047952,-0.044175,-0.004687,0.244078,0.186675,0.301716,0.169296,0.141378,-0.080516,-0.125818,0.072082,-0.036886,0.000383,-0.001553,-0.001619,0.03896,0.036589,0.013259,-0.232113,0.03673,-0.001429,0.034587,0.034545,0.047419,0.037384,0.036675,0.036381,0.036424,-4e-05,0.002019,-2.8e-05,-0.0083,0.036902,-4e-06,0.001142,0.000128,-1e-05,-1.2e-05,-1.5e-05,-1.6e-05,-9e-06
0.21193,0.03958,0.022258,0.02807,0.066176,0.224964,0.348443,0.639189,0.433338,0.757072,0.218576,0.367875,0.101773,-1.774039,0.341498,0.21891,0.81834,0.599947,2.373879,0.350585,1.030614,2.441216,0.616521,0.143076,-0.277113,-0.004286,-0.13207,-0.273029,-0.044779,-0.31148,-0.255752,-0.182997,-0.226828,-0.48397,-0.178961,-0.407627,0.001474,-0.365385,-0.224546,-0.382068,-0.303196,-0.17086,-0.256816,-0.327502,-0.2075,-0.130622,0.013443,-0.363551,-0.505042,-0.006342,0.083836,-0.00686,-0.010676,0.007748,-0.257185,-0.349715,-0.094935,-0.010302,-0.018441,-0.012979,-0.087653,-0.366845,-0.29963,-0.439213,-0.63918,-0.63624,-0.023342,0.018094,0.178675,-0.009498,0.000146,0.014548,0.014496,-0.005273,-0.0091,-0.010247,0.289611,0.002922,0.015187,0.005291,0.005216,-0.006175,-0.009406,-0.009893,-0.009318,-0.009269,-1e-05,-0.015215,-8e-06,0.003156,-0.008491,2.2e-05,0.001949,0.000231,5e-06,-1.7e-05,-5e-06,-2e-05,-6e-06
0.086199,-0.072587,-0.06191,-0.064305,-0.037051,0.051293,0.173383,0.357158,0.260079,0.664589,0.339092,0.396005,0.285196,-3.487579,0.478219,0.469882,0.726324,0.918581,-0.802294,0.715844,0.630608,-0.822485,-0.109064,-0.151376,-0.160854,0.068565,0.20187,-0.135104,0.091057,-0.19571,-0.156659,-0.125328,-0.502338,-0.66067,-0.463198,-0.382146,-0.146625,-0.192435,-0.123054,-0.456705,-0.430453,-0.1181,-0.146602,-0.229567,-0.140198,-0.087981,-0.02014,-0.298217,-0.302285,0.022294,-0.132419,0.020965,-0.22126,0.030469,-0.080863,-0.201031,-0.042511,0.032572,0.068231,0.036553,-0.074442,-0.184663,-0.144832,-0.227608,-0.062911,-0.097978,0.026973,0.001398,-0.154673,0.010972,0.000578,-0.024536,-0.024585,0.01563,0.018944,-0.002741,0.173465,-0.007165,-0.025732,-0.006168,-0.006023,-0.010453,0.022213,0.023048,0.018795,0.018805,-4.9e-05,0.029212,-2.6e-05,-0.014663,0.018177,-3.1e-05,-0.001739,-0.000225,-3.2e-05,-1.2e-05,-1.5e-05,-8e-06,-5e-06
0.007713,0.015525,0.022576,0.015159,0.021956,0.021591,0.021472,0.020933,0.020844,0.021518,0.021661,0.021507,0.020326,0.012164,0.00399,-0.011477,-0.01901,-0.033092,-0.039883,-0.046132,-0.052975,-0.059806,-0.059254,-0.065368,-0.07155,-0.070878,-0.069674,-0.068642,-0.075092,-0.067071,-0.066187,-0.06587,-0.058612,-0.058358,-0.05153,-0.044855,-0.038515,-0.032263,-0.032497,-0.026576,-0.013837,-0.007463,-0.007648,-0.000979,0.00589,-0.000772,0.005942,0.005648,0.005628,0.006026,0.006329,-2.4e-05,0.006985,0.000504,0.000611,0.000736,0.000782,0.000823,-0.006055,0.000764,0.000497,-0.006284,-0.006299,-0.006316,0.0003,0.000201,0.00016,-6.1e-05,-0.000208,-0.000293,-0.000324,-0.000212,-0.000191,-0.000135,-5.8e-05,-0.00014,-0.000121,-0.000171,2.7e-05,-9e-05,0.000149,-0.00668,-0.006561,-0.006591,0.00017,0.000303,0.000223,0.000139,0.00034,0.000419,0.000404,0.000471,0.000536,0.000566,0.000387,0.000362,0.000302,0.000325,0.00711
-0.004659,-0.00985,-0.002554,-0.002817,0.007676,0.013375,0.015063,0.022019,0.022596,0.01421,0.012795,0.014538,0.028282,0.034629,0.041213,0.047795,0.049041,0.043967,0.038684,0.029046,0.027703,0.024869,0.025946,0.021367,0.021898,0.018752,0.01578,0.011358,0.014064,0.010515,-0.000821,-0.000507,-0.013413,-0.014136,-0.015486,-0.018469,-0.018389,-0.018278,-0.015397,-0.012578,-0.009821,-0.003946,-0.005127,-0.006392,-0.006256,-0.005064,-0.006315,-0.012891,-0.01307,-0.006126,-0.004147,-0.000114,-0.004191,-0.005589,-0.009376,-0.008464,-0.008099,-0.003208,-0.003005,0.000933,-0.000994,0.00435,0.00423,0.004076,-0.00241,-0.003095,-0.003381,-0.004931,-0.00596,-0.006569,-0.006805,-0.006044,-0.005892,-0.00093,-0.000384,-0.005523,-0.005389,-0.010277,-0.004317,-0.009682,-0.003456,-0.00279,0.002567,0.002338,-0.003361,0.002096,0.00156,-0.003551,-0.002172,0.002893,0.0028,0.003268,0.003711,0.003933,0.002702,0.002533,-0.002387,-0.002234,-0.002912
-0.005498,-0.011673,-0.014568,-0.014363,-0.023918,-0.02799,-0.026218,-0.028769,-0.028172,-0.027409,-0.029101,-0.027236,-0.032366,-0.034779,-0.03687,-0.038089,-0.035745,-0.02966,-0.024662,-0.014394,-0.005076,0.002467,0.013555,0.028536,0.038486,0.044357,0.049502,0.053186,0.055313,0.05953,0.065668,0.065295,0.070285,0.068731,0.067063,0.063812,0.05469,0.045846,0.039512,0.024462,0.009376,-0.003142,-0.004111,-0.005203,-0.005143,-0.004156,-0.005241,-0.001996,-0.002166,-0.005151,-0.003515,-0.000113,0.005218,0.012862,0.018461,0.019212,0.019493,0.014777,0.014968,0.009427,0.00785,0.003564,0.003464,0.003331,0.006687,0.006135,0.005906,0.004673,0.003856,0.003371,0.00318,0.003789,0.003911,-0.000742,-0.000305,0.004211,0.004317,0.009045,0.005183,0.009532,0.005877,0.006464,0.002101,0.001918,0.005947,0.001662,0.00124,0.005795,0.006883,0.00228,0.002204,0.002566,0.002904,0.003076,0.002108,0.001972,0.006679,0.006796,0.0062
0.005571,-0.208176,-1.054111,-0.337712,-0.113176,-0.209632,0.03287,-0.215874,0.072578,-0.30726,-0.326301,-0.441692,-1.345556,-1.103338,-2.919186,-1.00917,-3.125927,-0.641203,-1.418813,-0.462521,-0.174261,0.141277,0.870988,0.70329,1.158314,0.372171,-0.378114,-3.303804,-0.405746,-3.284656,-0.468788,-0.045044,0.348581,0.341916,0.401355,0.3264,0.34961,0.29827,0.056744,1.164223,0.234372,0.180102,0.143645,0.327945,3.853141,0.460102,0.391157,0.062217,1.552268,0.348244,0.126584,1.474458,0.11499,-0.086054,-0.118702,-0.088788,-0.105448,-0.087737,-0.082622,-0.036436,-0.034545,-0.000921,-0.000251,-0.00657,-0.038731,-0.049664,0.283017,0.226019,-0.039491,-0.042362,-0.007935,0.065589,0.041778,-0.009518,-0.007412,-0.047308,0.342042,-0.046536,0.081314,-0.064968,0.003352,-0.007118,0.028614,-0.009573,0.014823,0.28717,-0.012596,-0.036917,-0.009804,0.000298,0.0008,0.004689,-0.171145,-0.001094,-0.006702,-0.01345,-0.047868,-0.039043,-0.034183
