0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
-0.000574,-0.000641,-0.007613,-0.021652,-0.022104,-0.029336,-0.029463,-0.022602,-0.015168,-0.001354,0.012238,0.025762,0.019548,0.026398,0.039299,0.039295,0.046559,0.040699,0.034031,0.028086,0.015033,0.014604,0.001164,-0.005523,-0.005897,-0.00588,-0.00544,-0.005833,0.000799,0.000391,0.000388,0.006576,0.000791,0.000783,0.000362,0.000768,-0.005359,0.000369,-3.1e-05,0.00038,0.000386,0.000801,0.006897,0.00081,0.00651,0.0061,-4e-06,-0.006099,-0.006093,-0.006095,-0.00611,8e-06,-0.000405,5e-06,6e-06,5e-06,4e-06,-0.006134,5e-06,0.006153,0.006152,0.0,-1e-06,-1e-06,2e-06,2e-06,2e-06,1e-06,2e-06,0.000409,1e-06,0.00041,2e-06,2e-06,2e-06,1e-06,0.000407,0.006597,0.000404,0.00618,-7e-06,-0.000414,-0.006182,4e-06,8e-06,1.2e-05,-0.006533,-0.006129,-0.000361,3.5e-05,0.006142,0.006132,0.006105,0.012186,0.006499,0.012201,0.006538,0.006114,0.005676,-1e-06,-3.1e-05,0.00041,0.006533,0.006537,0.006101,0.012201,0.006093,0.0,2.2e-05,0.006103,0.006094,0.00607,0.006015,-3.9e-05,-1.1e-05,0.006078,0.00045,-2.1e-05,0.006057,0.0,0.006121,4.3e-05,6.7e-05,3.4e-05,5.2e-05,0.000511,3.7e-05,5.3e-05,9.9e-05,6.9e-05,0.006123,0.006116,-1.9e-05,3.5e-05,7.7e-05,4.4e-05,5.1e-05,4.4e-05,7e-06,-1e-06,-0.006123,3.5e-05,-0.00043,4.1e-05,1.2e-05,-0.000477,0.00611,-0.0,2.1e-05,1.9e-05
0.011795,0.0116,0.013631,0.015296,0.01742,0.025796,0.042789,0.047233,0.057614,0.060086,0.046395,0.016188,0.007377,-0.010935,-0.0049,-0.003946,-0.019628,-0.021343,-0.015063,-0.018821,-0.012274,-0.00645,0.001843,0.006164,0.009058,0.008344,-0.000477,0.002447,-0.003867,0.002615,0.004657,0.005303,0.00044,0.002983,0.010144,0.005418,0.003679,0.007953,0.009406,0.002399,-0.000555,-0.008098,-0.009185,-0.009416,-0.005564,-2.8e-05,-0.000118,-0.001689,-0.004219,-0.004388,-0.003317,-0.004063,0.002798,-0.001999,-0.00206,-0.001948,-0.001918,-0.003869,-0.004966,-0.002182,-0.000963,0.000115,0.000879,0.000579,-0.000998,-0.002477,-0.003137,-0.001848,-0.001524,-0.007279,-0.002659,-0.008845,-0.004494,-0.003802,-0.002776,-0.00186,-0.004205,-0.003296,-0.003117,0.003366,0.002861,0.007657,0.001672,0.003053,0.004055,0.004932,0.010788,0.005611,0.012445,0.008519,0.008307,0.008595,0.006631,0.003363,-0.002903,-0.001431,-0.007228,-0.001087,0.005672,0.000303,0.002882,-0.003674,-0.005402,-0.005263,0.000261,0.000819,0.000829,-1.4e-05,-0.001224,0.00029,0.000677,0.001834,0.004284,0.001805,0.000494,0.000859,-0.005,0.000854,0.001627,-3e-05,-0.00092,-0.001603,-0.002515,-0.001197,-0.001892,-0.006893,-0.001377,-0.001928,-0.003705,-0.002526,5.9e-05,0.000259,0.000744,-0.001298,-0.002849,-0.001582,-0.001827,-0.001603,-0.000223,7.4e-05,-0.000288,-0.001333,0.003883,-0.00153,-0.000329,0.005805,0.000901,4.1e-05,-0.000759,-0.000727
-0.007968,-0.008045,-0.014201,-0.028194,-0.034762,-0.044511,-0.048406,-0.045532,-0.03818,-0.028896,-0.015434,0.001815,0.003896,0.014174,0.017462,0.018081,0.030235,0.037315,0.034241,0.039961,0.037456,0.033501,0.0243,0.019737,0.013818,0.013322,0.015352,0.009549,0.01276,0.009159,0.010372,0.01027,0.015279,0.016747,0.013437,0.018003,0.01739,0.011943,0.005345,0.008705,0.007028,0.010125,0.009079,0.00939,0.003782,-0.000457,-7.2e-05,-0.000515,-0.001938,-0.00203,-0.001438,-0.0023,-0.005797,-0.001138,-0.001173,-0.00111,-0.001096,-0.001774,-0.002846,-0.001694,-0.000995,6.6e-05,0.000505,0.000332,-0.000574,-0.001428,-0.00181,-0.001068,-0.000882,0.003228,-0.00154,0.002318,-0.002619,-0.002218,-0.001624,-0.00109,0.005018,0.005107,0.005656,0.001518,0.001668,-0.00301,0.00142,0.001777,0.002357,0.002857,-0.000783,0.003666,-0.000297,0.004838,0.00425,0.004398,0.003269,0.000997,0.005271,-0.00168,0.002856,-0.001057,-0.004621,0.000165,0.00161,0.00529,0.003889,0.003964,-0.000298,-0.000422,1.6e-05,-1.6e-05,-0.000692,-0.000279,-6.3e-05,0.000584,0.001948,0.001001,0.000271,3.9e-05,0.004551,0.00047,0.000462,-2e-05,-0.000952,-0.000897,-0.001404,-0.000668,-0.001056,0.0035,-0.000769,-0.001077,-0.002077,-0.001417,-0.000406,-0.000296,0.000417,-0.000729,-0.001603,-0.000891,-0.001031,-0.000904,-0.000127,4.1e-05,0.00028,-0.000755,-0.00519,-0.000865,-0.000185,-0.004097,6.7e-05,2.1e-05,-0.000432,-0.000413
-3.575573,-0.259434,-0.034595,-0.328113,-0.490946,-0.346185,-0.06263,-1.30373,-4.057688,-4.328416,-4.075534,-0.797638,-4.927867,-0.431318,-0.156364,-0.148619,-1.567892,0.128881,0.088466,0.272491,-0.366875,0.041594,-0.076128,-0.081191,-0.055177,-0.033062,-0.0698,-0.033843,-0.070216,0.090102,-0.041162,0.058543,-0.054274,-0.071763,0.054888,-0.067288,-0.089058,-0.030967,0.003788,-0.033632,-0.034804,-0.080274,0.193479,-0.06306,-0.036821,0.004954,-0.000508,0.003661,-0.005974,1.465814,0.000852,0.003352,0.035813,-0.000886,-0.009677,0.000206,-0.000292,-0.004234,-0.002141,0.442427,0.002143,-0.000317,-0.000214,-0.000174,-0.000123,-0.001979,-0.001946,-0.001899,-6.7e-05,-0.036492,-0.001826,-0.038257,-0.001809,-1.8e-05,0.032413,-0.000777,-0.036607,-0.034546,-0.038671,0.061948,0.090452,0.109454,-0.001727,-0.000503,-0.001547,0.001134,0.050677,-0.004213,0.037499,-0.116717,0.00353,-0.052083,-0.004028,-0.071868,-0.026322,0.003248,-0.034757,0.002016,0.038517,-0.038029,0.002607,-0.036355,-0.03465,-0.035962,0.00182,0.004077,0.002045,1.6e-05,-0.001779,0.005537,0.002106,0.005812,0.00423,0.003786,0.000399,0.002089,-0.036447,-5e-06,0.002042,8e-06,0.000262,7e-06,-0.001791,1.2e-05,-0.008903,-0.008608,-0.007403,-0.001942,-0.00178,2e-05,-0.002989,0.001689,-2.1e-05,2e-05,-0.001788,1.3e-05,1.2e-05,3e-06,2e-06,-2e-06,-0.002049,-0.001799,0.036437,-1.1e-05,-0.0,0.036441,-0.00404,0.000599,1e-06,-6e-06
-2.185218,-0.233786,0.013493,0.579456,0.413895,0.970416,0.455074,-0.222374,-2.254592,-2.639342,-0.595538,3.528055,-1.125006,1.105876,0.646769,0.140596,-0.906405,-0.693925,-0.330868,-0.74458,-1.09045,-0.42153,-0.249987,0.002367,0.104763,-0.013147,0.007769,-0.002892,0.006834,-0.285515,-0.00528,-0.234369,0.0185,-0.028732,-0.215411,0.036097,0.099384,-0.031716,-0.029111,-0.019981,-0.003901,0.018043,-0.475998,0.025049,-0.001154,-0.016083,-0.000799,0.003479,0.035357,0.45947,0.005436,0.001051,-0.011849,-0.000437,0.024905,-0.00145,-0.000254,0.028363,0.0137,0.118116,-0.016329,-0.0001,-6.6e-05,-6.2e-05,-4e-05,0.013665,0.013758,0.013762,-9e-06,0.010015,0.013765,0.023822,0.013775,-7e-06,-0.145574,0.001371,0.009896,-0.005255,0.014404,-0.166563,-0.211461,-0.191221,0.002158,-0.011961,-0.005377,-0.013164,-0.044739,0.010989,-0.023471,0.249754,-0.02296,0.093644,-0.005958,0.134764,-0.0313,-0.03311,-0.006311,-0.01533,-0.024936,0.088029,-0.015397,0.009484,-0.006089,-0.009242,-0.015702,-0.030429,-0.015208,3e-06,0.01366,-0.022447,-0.015352,-0.021345,-0.029716,-0.006141,-0.000868,-0.015326,0.009335,-2.2e-05,-0.015191,5e-06,-0.00159,1e-06,0.01363,8e-06,0.027212,-0.053308,0.01496,0.013975,0.013605,-3e-06,-0.00628,-0.014416,0.000105,1.9e-05,0.013612,-1.4e-05,6e-06,-1.6e-05,-1e-05,6e-06,0.015199,0.013635,-0.009242,-7e-06,2e-06,-0.009235,0.000345,-0.001242,-3.7e-05,-1e-05
-3.525432,-0.265033,-0.048512,0.209106,-0.015208,0.756276,0.796658,-0.021301,-2.147119,-2.111354,-4.023057,-2.316032,-2.87247,-1.022573,-0.969346,-0.254978,-1.134178,-0.284149,-0.619234,-1.069848,-0.77782,-0.825194,-0.063854,0.047378,-0.130476,0.030353,-0.015341,0.002668,-0.011203,-0.130091,0.03884,-0.060647,-0.19896,0.03913,-0.070344,-0.154225,-0.152299,0.057215,0.050351,0.034045,0.006664,0.000337,-0.288874,-0.029438,0.012858,0.031892,-4.1e-05,-0.035275,-0.049745,0.622362,-0.03417,-0.032835,0.017963,-0.000438,0.014606,-0.000999,-0.000267,-0.054706,-0.025391,0.230502,0.029215,-0.000128,-7.7e-05,-5.6e-05,-2.8e-05,-0.025273,-0.025301,-0.025262,-4.5e-05,-0.01852,-0.025257,-0.043769,-0.025252,-1.1e-05,0.144824,0.000747,-0.01862,0.010638,-0.01609,-0.024241,-0.120603,-0.051994,-0.003953,0.025786,0.030079,0.025274,-0.006509,0.001507,0.043658,0.208747,0.058584,0.15814,0.068287,0.186255,0.029124,0.061823,0.011911,0.029394,0.047876,0.050594,0.024305,-0.018791,0.011369,0.015866,0.029953,0.058497,0.029246,-3.1e-05,-0.025339,0.025192,0.029155,0.025986,0.054098,-0.003243,-0.000483,0.029164,-0.018867,1.9e-05,0.029252,0.0,0.003912,2e-06,-0.025325,-1.1e-05,-0.017811,-0.05479,0.008347,-0.025113,-0.025297,1.7e-05,0.034069,0.029705,7e-05,-3e-06,-0.025323,-1.1e-05,-2.4e-05,7e-06,-4e-06,-9e-06,-0.02925,-0.02533,0.018942,3.5e-05,1.2e-05,0.018933,0.038384,-0.000693,1.3e-05,1.6e-05
-0.053879,-0.047585,-0.041655,-0.041282,-0.034728,-0.04128,-0.048038,-0.048268,-0.047561,-0.059737,-0.065781,-0.059127,-0.052546,-0.052401,-0.032787,-0.026263,-0.025965,-0.032498,-0.038953,-0.045193,-0.045221,-0.045464,-0.039425,-0.046171,-0.038998,-0.038646,-0.025065,-0.01168,-0.011087,-0.004223,0.009234,0.009019,0.008547,0.020754,0.014208,0.013364,0.01319,0.013665,0.007857,0.007621,0.007274,-0.004839,-0.010621,-0.016076,-0.009008,-0.009148,0.003381,0.015861,0.032525,0.031082,0.023589,0.011076,-0.002107,-0.002705,-0.003263,-0.003981,0.001479,0.007414,0.001308,-0.003836,-0.009463,0.017147,0.022437,0.022105,0.016038,0.016612,0.010123,0.003258,-0.010075,0.002064,0.01492,0.015882,-0.01848,-0.026258,-0.019008,-0.05201,-0.069913,-0.068904,-0.07289,-0.056382,-0.055471,-0.038373,-0.008127,0.019338,0.026702,0.058623,0.067697,0.072227,0.062786,0.067787,0.046839,0.039731,0.019947,-0.00579,-0.018725,-0.025227,-0.038093,-0.038207,-0.031162,-0.037009,-0.024915,-0.018704,-0.012134,-0.018557,-0.005895,-0.005339,0.000882,0.006619,0.006771,0.006817,0.006233,0.000364,0.000728,-0.00601,0.000445,0.000577,0.006721,0.007073,-0.005153,0.000788,0.000824,0.000629,0.000336,0.000292,0.000358,0.000222,-0.000191,0.000205,-0.000114,-0.000209,0.000225,0.00015,-1.8e-05,0.000122,-9.8e-05,-0.00049,-0.006623,0.000149,7e-06,-3.1e-05,0.000258,0.000483,-0.005775,0.00038,0.000161,0.000166,0.000194,-0.006111,-2e-06,0.000158
0.003262,0.010891,0.024235,0.022579,0.024951,0.02588,0.03183,0.038712,0.031804,0.020338,0.017952,0.022671,0.020277,0.018975,0.019784,0.026328,0.022601,-0.004297,-0.009379,-0.010205,-0.019084,-0.02551,-0.032096,-0.035579,-0.023726,-0.020359,-0.012566,-0.011298,0.001502,0.003071,0.009594,0.008431,0.000973,-0.004476,-2.5e-05,-0.010472,-0.011821,-0.008248,0.001942,-0.004452,-0.002509,0.004111,0.013977,0.025416,0.029319,0.027257,0.030335,0.038828,0.0333,0.017772,0.011649,0.020072,0.00354,-0.001615,-0.007057,-0.009307,-0.025426,-0.010248,0.019489,0.035397,0.047668,0.069959,0.046112,0.038159,0.021548,0.01729,0.000914,-0.019385,-0.047838,-0.046536,-0.04638,-0.035275,-0.05136,-0.068278,-0.063924,-0.053952,-0.026637,-0.023845,-0.017911,-0.024357,-0.029073,-0.019645,-0.009418,-0.008639,-0.000188,0.012254,0.008754,0.0079,0.007883,0.020804,0.022537,0.022701,0.013802,0.007231,-0.005304,-0.001226,-0.006948,-0.002887,0.00781,0.011527,0.00071,0.003746,0.004915,8.3e-05,0.003601,0.003177,0.002039,-0.006881,-0.005759,-0.000977,-0.009789,-0.001606,0.001128,-0.006143,-0.001031,-2e-05,-0.001625,0.001029,0.009069,0.001572,0.001851,0.000405,-0.001811,-0.002203,0.002789,0.001746,-0.005897,0.001598,-0.005271,-0.005995,0.001738,0.001182,-0.00456,0.000954,-0.005164,-0.008139,-0.002146,0.001149,5.6e-05,-0.000231,0.001953,0.003657,0.008628,0.002876,0.001209,0.001244,0.001449,0.001565,-9e-06,0.001181
-0.003001,-0.006036,-0.013176,-0.022597,-0.029367,-0.036528,-0.04,-0.043065,-0.031713,-0.015174,-0.00865,-0.013666,-0.0157,-0.016745,-0.016763,-0.020191,-0.014819,-0.002338,0.002102,0.009698,0.019257,0.022576,0.025695,0.031461,0.032095,0.034615,0.032001,0.032714,0.025686,0.026579,0.022762,0.021741,0.024483,0.020433,0.015564,0.016422,0.015521,0.017899,0.016864,0.020492,0.013892,0.018424,0.017057,0.016511,0.018485,0.016877,0.010686,6e-05,-0.01872,-0.020289,-0.03112,-0.040706,-0.035341,-0.038538,-0.042306,-0.051903,-0.047591,-0.070004,-0.097598,-0.094612,-0.093607,-0.101124,-0.095203,-0.093591,-0.074558,-0.06192,-0.050851,-0.043843,-0.026829,-0.044896,-0.054946,-0.055063,-0.054399,-0.054377,-0.042083,-0.001292,0.040845,0.054349,0.090529,0.121329,0.134442,0.150138,0.155513,0.151553,0.147404,0.118547,0.087568,0.069564,0.044271,0.020399,0.00585,-0.001798,0.000649,0.004832,0.012604,0.007644,0.012034,0.006875,0.0058,0.008261,0.008784,0.00283,0.003412,0.008183,0.002423,0.009825,0.008943,0.010905,0.011598,0.006894,0.009122,0.006658,0.008333,0.011669,0.007003,0.007614,0.006484,0.008077,0.005604,0.008525,0.008673,0.007801,0.006491,0.006253,0.001637,0.001023,0.004088,0.000938,0.004464,0.00404,0.001021,0.000692,0.004887,0.000558,0.004535,0.002796,-0.001097,0.000672,3.3e-05,-0.000135,0.001143,0.002139,-0.002358,0.001676,0.000704,0.000725,0.000843,0.001072,-6e-06,0.000683
-3.880717,-0.224012,-0.220737,-0.394634,-0.47255,-0.452107,-0.386069,-0.185605,-0.306858,0.063524,-0.007713,0.165054,-0.107684,-0.212828,-0.233514,-0.077069,0.012341,-0.452252,-0.476744,-0.074687,-0.035677,0.089137,0.180779,0.191336,0.290864,0.107006,0.071831,0.09546,-0.079012,0.007438,-0.05293,0.021295,-0.13766,0.073843,0.211284,0.038344,0.085798,0.177902,0.069088,0.149377,0.35648,0.083042,-0.030626,-0.011876,-0.141238,-0.034502,-0.123002,-0.524947,-0.441633,0.073292,-0.009162,0.17644,1.480901,4.463,1.680652,1.308658,5.003522,7.554489,5.364868,0.326855,0.278587,0.32916,0.030736,-0.030838,-0.556659,0.045244,-0.085793,-0.060833,-2.016855,1.310991,-0.052529,-1.728698,0.008586,-0.051421,-0.679808,-5.93114,-3.828924,-0.720401,-0.3378,-0.646986,-0.580051,-0.835588,-0.538458,-6.27679,-0.708556,-0.809952,-0.346535,-0.251035,-0.048345,0.044277,0.026196,0.004103,-0.038658,0.001081,-0.182302,-0.044671,-0.077018,-0.041327,-0.003853,-0.003825,-0.19926,0.004443,-0.000899,-0.037204,-0.000765,-0.030586,0.099924,0.058083,-0.061535,0.127196,-0.06624,-0.047036,-0.03936,-0.081595,0.161711,-0.036629,-0.011004,0.173807,-0.282031,-0.08968,-0.070552,-0.041331,-0.044703,0.509964,-0.007039,-0.000126,-0.029277,0.000514,-0.043953,-0.033956,0.06802,-0.012141,-0.033431,0.005211,-0.035401,-0.036666,-0.009965,-0.009175,0.047821,-0.002061,-0.006556,0.000587,0.034739,0.001007,0.037483,-4.3e-05,-1.9e-05,-0.000994,-1.7e-05,0.000802
