0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
0.010543,0.004877,0.010528,0.004847,0.004815,0.011339,0.00566,0.011316,0.011329,0.010831,0.011293,0.01134,0.010798,0.011305,0.011293,0.010742,0.010692,0.011192,0.011156,0.016771,0.011043,0.010965,0.010988,0.010819,0.005193,0.005087,0.005106,0.005018,0.005057,0.005124,0.005184,-0.000272,0.005349,-0.000131,-0.000127,-0.000117,-0.000177,-0.000154,-0.000132,0.005376,0.005383,0.00532,0.010724,0.01062,0.005056,0.011269,0.005724,0.01117,0.005056,-0.000401,-0.000375,-0.000288,0.000468,-0.00549,-0.005433,-2.4e-05,1.7e-05,-0.005438,-0.005138,-0.005081,0.000283,8.9e-05,-4.1e-05,-3e-06,3.2e-05,0.0,-3e-06,2e-06,-4e-06,-1e-06,-4.2e-05,-7.8e-05,-3.1e-05,-0.000108,-0.000195,0.00532,-0.000824,-0.000147,-0.000143,-0.000143,9e-06,-0.005385,0.000117,5.3e-05,-1e-06,-5.1e-05,-6e-05,0.000108,6.4e-05,6.4e-05,8.4e-05,8.4e-05,8.4e-05,8.4e-05,8.4e-05
0.007746,0.007305,0.007967,0.008311,0.009225,0.000201,0.000412,0.000666,0.000303,0.006184,0.001202,2.6e-05,0.006307,0.000734,0.000902,0.006799,0.007556,0.00236,0.002741,0.003314,0.004093,0.004891,0.005872,0.006327,0.005808,0.006935,0.006577,0.007468,0.006761,0.005764,0.004935,0.003159,0.002801,0.001473,0.001464,0.001175,0.002042,0.001783,0.001497,0.002329,0.002296,0.002904,0.004741,0.005703,0.005485,-0.000231,-0.000544,0.000644,0.004983,0.003911,0.003633,0.002793,-0.003662,-0.000574,-0.001149,0.000231,-0.000177,-0.0011,-0.004169,-0.004829,-0.002892,-0.000934,0.000425,3.4e-05,-0.000321,-5e-06,5.4e-05,-1e-06,4.6e-05,-5e-06,0.000433,0.000817,0.00032,0.001122,0.00202,0.002423,0.007356,0.001509,0.001469,0.00147,-7.7e-05,-0.001625,-0.001182,-0.000548,2.2e-05,0.000532,0.000604,-0.001103,-0.000652,-0.000652,-0.000853,-0.000853,-0.000853,-0.000853,-0.000853
-0.010576,-0.010389,-0.010452,-0.009888,-0.00944,-0.000684,-0.000199,-0.000461,-0.000633,-0.004541,-0.000202,-0.000766,-0.004475,-0.000424,-0.000341,-0.004229,-0.003863,0.000364,0.000548,0.000446,0.001197,0.001576,0.001884,0.002251,0.002372,0.002894,0.002716,0.003123,0.00278,0.002309,0.001922,0.001455,0.00093,0.000677,0.000674,0.000536,0.000937,0.000817,0.000683,0.000709,0.000682,0.000967,0.001448,0.001876,0.002122,0.005747,0.005954,0.006139,0.001874,0.001734,0.001609,0.001235,0.004901,8.4e-05,-0.000168,0.000104,-7.6e-05,-0.000146,-0.001503,-0.001799,-0.001284,-0.000415,0.000191,1.8e-05,-0.000141,-1e-06,2.7e-05,-1e-06,2e-05,-3e-06,0.000191,0.000364,0.000142,0.000498,0.000897,0.000734,-0.003265,0.000669,0.000651,0.00065,-3.2e-05,-0.000378,-0.000521,-0.000243,9e-06,0.000234,0.000267,-0.000492,-0.00029,-0.00029,-0.000379,-0.000379,-0.000379,-0.000379,-0.000379
0.046927,0.076124,0.133313,0.084991,0.060562,-0.008673,-0.029503,0.005172,0.01199,0.041565,0.003484,-0.009197,0.040443,0.003913,0.314501,0.03933,0.040183,-0.008853,0.004188,0.006266,0.083746,0.171281,-4.608891,0.224321,0.187991,0.07032,-0.011558,-0.454429,-0.432942,0.18148,0.329929,0.240911,-0.163606,0.200835,0.044532,-0.552978,0.001181,0.000571,0.000491,0.003105,-1.408066,0.072729,0.048724,-0.284599,0.305085,0.182157,-0.070066,-0.012667,-0.032873,0.000826,-0.0084,0.002519,-0.034105,-0.001789,-0.001837,0.000135,-0.006502,-0.003006,-0.013201,-0.008252,-0.006555,-0.285827,-0.002252,0.000139,0.000143,0.000101,7.3e-05,5.1e-05,3.9e-05,2.9e-05,2.1e-05,2.6e-05,1e-05,0.001959,0.001961,0.00206,0.038401,1.1e-05,2e-05,0.00196,1.1e-05,-0.002046,5e-06,-1e-06,3e-06,0.0,-0.0,-0.001947,2e-06,2e-06,-7e-06,-7e-06,-7e-06,-7e-06,-7e-06
-0.071353,0.059254,0.480956,0.219912,0.081992,0.073262,0.049057,-0.031838,-0.043821,-0.046167,-0.036335,0.070054,-0.040503,-0.031038,-0.49839,-0.028932,-0.040579,0.072121,-0.032204,-0.048111,-0.104812,-0.327886,-2.283512,-0.358377,-0.282909,-0.088541,0.073352,-0.085482,-0.189774,-0.348353,-0.614317,-0.375592,-0.672707,-0.327688,-0.04342,-1.655875,0.039181,0.074212,0.002346,-0.014892,-0.446016,-0.166648,-0.138809,-0.432455,-0.649514,-0.484966,0.113076,-0.075765,-0.038637,0.000252,-0.017908,-0.014806,-0.006549,0.015277,0.015268,2.6e-05,0.010274,0.017091,0.04391,0.04361,0.022008,-0.563575,0.004201,0.000127,4.8e-05,3.3e-05,2e-05,7e-06,5e-06,7e-06,1.3e-05,1.4e-05,-8e-06,-0.014961,-0.014965,-0.015197,-0.023436,-9e-06,1.5e-05,-0.014978,1e-05,0.01521,5e-06,-3e-06,6e-06,7e-06,-1.3e-05,0.014983,4e-06,4e-06,-9e-06,-9e-06,-9e-06,-9e-06,-9e-06
0.083262,-0.131634,-0.67446,-0.354311,-0.128177,-0.110747,0.071426,0.057645,0.055598,0.081091,0.067217,-0.105439,0.077279,0.059334,-0.479353,0.067447,0.078808,-0.107499,0.061351,0.091682,-0.19263,-0.138132,-2.209297,-0.362058,-0.351123,-0.18838,-0.115871,-0.266451,-0.133555,-0.162803,-0.330814,-0.494289,-0.480865,-0.457128,-0.277741,1.637262,-0.193888,-0.193932,0.001442,0.029862,-0.763309,-0.035244,0.021467,-0.33867,-0.353834,-0.228965,-0.117774,0.03767,0.03178,0.000511,0.018035,0.024876,0.005429,-0.029092,-0.02912,9.7e-05,0.006331,-0.027969,-0.045728,-0.052356,-0.027514,0.664559,0.002395,0.000162,0.000111,6.6e-05,5.1e-05,2.7e-05,2.4e-05,2.3e-05,1.7e-05,-4e-06,2.2e-05,0.024556,0.024548,0.029243,0.043833,2e-05,-6e-06,0.024546,4e-06,-0.029226,6e-06,9e-06,-1.2e-05,-3e-06,1.7e-05,-0.024526,-7e-06,-7e-06,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05
-0.017132,-0.022887,-0.022861,-0.017284,-0.022904,-0.022845,-0.022821,-0.022772,-0.023049,-0.028731,-0.023598,-0.023887,-0.024234,-0.024179,-0.029668,-0.02936,-0.029416,-0.029402,-0.029973,-0.02452,-0.024877,-0.024734,-0.025192,-0.025404,-0.0258,-0.019819,-0.02537,-0.02488,-0.018075,-0.016783,-0.010761,-0.010983,-0.011014,-0.005263,-0.004642,0.00154,0.001806,0.00761,0.007285,0.007173,0.007078,0.007198,0.006767,0.007005,0.002145,0.002327,0.002422,0.0028,0.00278,0.003106,-0.002442,0.003058,0.002835,0.008249,0.002632,0.001953,0.001575,0.001225,0.00075,0.000545,0.000641,-0.005269,-0.005754,-6.5e-05,-0.005699,-0.005688,-0.005725,-0.005821,-0.005736,-0.005387,-0.005561,-0.005254,-0.005372,-0.004694,0.001282,-0.004102,0.001496,0.001709,0.001583,0.007072,0.001609,0.001519,0.00136,0.001138,-0.004152,0.001505,0.000991,0.001179,0.000874,0.000874,0.000998,0.000998,0.000998,0.000998,0.000998
0.002973,0.002076,0.00246,0.001794,0.002449,0.002906,0.007775,0.008154,0.005994,0.006107,0.002237,0.004787,-0.000937,-0.000225,-0.00186,0.000648,0.000588,0.001204,-0.005178,-0.006736,-0.007986,-0.002923,-0.008269,-0.008872,-0.009978,-0.009098,-0.006686,-0.004073,-0.000516,0.004934,0.005032,0.000492,0.000348,-0.000622,0.005378,0.006124,0.00722,0.006573,0.001789,0.001454,0.001147,0.001682,-0.003589,-0.006134,0.001888,-0.000774,-0.004041,-0.002427,-0.00609,-0.001081,0.000199,-0.001262,0.001408,0.003384,0.00779,0.00486,0.006825,0.00531,0.003244,0.002364,0.002773,-0.001518,-0.003605,-0.003853,-0.003333,-0.003267,-0.003414,-0.003788,-0.003422,-0.001942,-0.006235,-0.001373,-0.005445,0.000896,0.001667,0.003228,0.002506,0.003352,0.002847,0.001815,0.002972,0.002619,0.001974,0.001075,0.002771,0.006138,0.000467,0.004822,1e-05,1e-05,0.000514,0.000514,0.000514,0.000514,0.000514
-0.004735,-0.004867,-0.004713,-0.005198,-0.004703,-0.004493,-0.00915,-0.008973,-0.009846,-0.009561,-0.011389,-0.016997,-0.012781,-0.012497,-0.006303,-0.005229,-0.005261,-0.005001,-0.001076,-0.002006,-0.002594,-0.007156,-0.002807,-0.003107,-0.003676,-0.00355,-0.002238,-0.001041,0.000428,0.003006,0.002836,0.00761,0.007536,0.006857,0.002749,0.002859,0.003364,0.002808,0.007438,0.007263,0.007105,0.00734,0.011795,0.017472,0.014453,0.020042,0.025376,0.026052,0.031217,0.02651,0.027283,0.026342,0.020641,0.014378,0.009694,0.008518,0.002603,0.002019,0.001227,0.000895,0.001046,0.006348,0.005566,0.005168,0.005676,0.005706,0.005656,0.005523,0.005665,0.006228,0.011267,0.00645,0.011578,0.007295,0.007248,0.008142,0.007536,0.007821,0.007628,0.006905,0.007636,0.007495,0.007262,0.006935,0.007854,0.002117,0.006696,0.001628,0.006533,0.006533,0.006697,0.006697,0.006697,0.006697,0.006697
-0.004125,-0.008469,-0.094218,0.028295,0.032955,-0.344302,0.067672,0.065794,0.016034,0.048043,-0.093708,-0.073142,-0.385723,0.103076,0.043915,0.035035,0.034382,-0.337203,-0.050184,-0.028395,0.108143,0.342104,0.318936,0.243171,0.192811,0.106911,-5.17425,-5.394601,-0.367178,0.120799,0.055059,-0.319437,0.06013,0.04708,0.011304,0.051388,-4.379979,-1.310931,-0.058448,0.213184,-0.030872,0.335649,0.064911,0.125443,0.048448,-3.549861,0.111009,-0.116674,-0.072122,-0.038074,-0.001494,-0.00669,-0.104114,-0.068492,-0.026563,-0.027573,0.006099,0.007176,-1.782617,-0.648032,0.020827,-0.136871,-0.02588,-0.029237,-0.033641,-0.039316,-0.040928,-0.025851,-0.208387,-0.02629,-0.056554,-0.038021,-0.069634,-1.05698,-0.025875,-0.03239,-0.576419,-0.269893,-0.026394,-0.025979,-0.031237,-0.573451,-0.029593,-0.563033,-0.218034,0.011216,-0.372217,-3.356244,-0.032365,-0.032365,-0.032287,-0.032287,-0.032287,-0.032287,-0.032287
