0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
-0.002034,-0.009177,-0.009707,-0.010459,-0.017209,-0.004197,0.002783,0.002552,0.002571,0.002925,0.010144,0.01095,0.018812,0.026866,0.027193,0.034179,0.029012,0.035984,0.029776,0.030163,0.023063,0.016445,0.015942,0.008373,0.008343,0.013807,0.007226,0.013705,0.013175,0.012637,0.019026,0.018968,0.013091,0.013166,0.006877,0.006386,0.000665,0.00023,0.00029,0.000414,-0.006413,-5e-06,2e-06,2e-06,-2e-05,0.000555,-2e-06,-1.8e-05,0.000529,0.000535,0.000484,0.000487,0.000489,-0.000103,-0.000113,-5.4e-05,-4.3e-05,0.000534,0.000553,0.0,3.4e-05,4.3e-05,3.5e-05,7e-06,0.006354,0.006357,0.006365,1e-06,4e-06,1e-05,-0.006357,2.1e-05,2.6e-05,4.5e-05,3.1e-05,6e-06
0.004228,0.005216,0.007055,0.017695,0.018676,0.033288,0.038059,0.045992,0.046931,0.042336,0.042066,0.035242,0.026653,0.009313,0.0053,0.006354,-0.015227,-0.017431,-0.022446,-0.025177,-0.019249,-0.019615,-0.014399,-0.003918,-0.003652,0.009539,0.008101,0.00631,0.011204,0.014702,0.01339,0.013282,0.005319,0.002531,-8.7e-05,0.004257,-0.003412,7e-06,-0.001048,-0.003252,0.000579,-2e-06,-8.4e-05,-4.2e-05,0.000301,-0.005636,-1e-06,0.000303,-0.00513,-0.005268,-0.004336,-0.004402,-0.004451,0.001761,0.001958,0.000897,0.000703,-0.005248,-0.005538,-3.8e-05,-0.000613,-0.000748,-0.000598,-0.000131,0.000531,0.000512,0.000386,1.4e-05,6e-06,-0.000133,-0.000503,-0.000343,-0.000455,-0.000775,-0.000523,-9.1e-05
-0.030789,-0.038219,-0.045615,-0.054389,-0.053189,-0.059327,-0.055625,-0.057384,-0.056345,-0.051397,-0.042985,-0.031238,-0.012653,0.006532,0.011699,0.020882,0.036977,0.04304,0.047819,0.053959,0.050788,0.050947,0.046541,0.038499,0.038582,0.031474,0.030579,0.028352,0.023751,0.018001,0.016299,0.016137,0.018771,0.016671,0.015281,0.010405,0.013427,0.007907,0.007166,0.005627,0.000933,-1e-06,-5.9e-05,-3e-05,0.000208,0.00397,-2e-06,0.000211,0.004328,0.004233,0.00488,0.004836,0.004803,0.001222,0.001359,0.000621,0.000487,0.004258,0.004059,-2.7e-05,-0.000425,-0.00052,-0.000416,-9.3e-05,-0.000168,-0.00018,-0.000267,9e-06,5e-06,-9.3e-05,0.000183,-0.000237,-0.000316,-0.000539,-0.000364,-6.3e-05
3.203162,-0.28513,-0.413157,0.044392,-0.153434,0.115743,-0.090842,-0.196721,-0.098024,-0.24702,-0.280331,-0.300949,0.166804,0.391374,0.800075,1.015019,0.337787,-0.049141,-0.267143,0.012371,0.068567,-0.059975,0.013617,-0.052937,0.204294,0.021704,-0.126211,0.227985,0.017377,0.028239,-0.038496,-0.020843,0.159421,0.226069,0.3774,-0.049523,-0.079948,0.198223,0.150202,-0.042089,0.240233,-0.001687,0.000132,0.000132,0.000181,-0.036354,8.9e-05,6.1e-05,-0.036453,-0.036448,-0.034565,-0.035401,-0.034743,0.00352,0.007835,-0.000882,-0.000107,-0.023368,-0.036466,1.9e-05,1.1e-05,1.6e-05,-1e-06,-0.000991,0.002051,0.002057,0.002052,1.5e-05,3e-06,-0.000121,-0.00205,5e-06,6e-06,5e-06,-4e-06,-3e-06
3.198268,0.554667,0.801222,0.240844,0.499843,-0.049093,-0.260474,-1.484861,0.154779,0.343369,0.392158,0.295686,0.046329,-0.340893,-0.479284,-0.127863,-0.303142,-0.084584,0.02722,0.397211,0.372551,-0.182019,-0.147964,-0.101318,-0.413892,-0.136922,0.055907,-0.463443,0.088603,-0.056941,-0.073866,-0.109236,-0.227387,-0.37906,-0.528762,-0.020826,-0.007279,-0.271333,-0.218665,-0.006764,-0.257312,0.002267,0.000546,5.4e-05,8.6e-05,0.009804,3.6e-05,1.9e-05,0.009744,0.009726,-0.005604,-0.0061,-0.005699,-0.01454,-0.030588,0.000864,0.000134,-0.095254,0.009605,0.0,-1.3e-05,5e-06,5e-06,-0.002022,-0.015249,-0.015207,-0.015197,1e-06,1.6e-05,-0.000262,0.01518,0.0,-6e-06,7e-06,9e-06,-7e-06
3.836802,0.390702,0.550754,0.368544,0.520092,0.585857,1.048791,2.490326,0.855251,0.958234,0.797048,0.77208,-0.057499,-0.319954,-1.065764,-1.779842,-0.88173,-0.385993,-0.115618,-0.68398,-0.716711,-0.309017,-0.507088,-0.245691,-0.444909,-0.13302,-0.068127,-0.159224,0.078038,-0.091336,0.145302,0.154165,-0.230252,-0.125998,-0.260602,0.067267,0.01014,-0.172881,-0.139124,3e-05,-0.209157,0.001686,0.000715,0.000421,0.000199,-0.0184,0.000131,8.1e-05,-0.018538,-0.018559,0.005766,0.006499,0.005774,0.027954,0.009862,0.000447,0.000105,0.149857,-0.018655,1.4e-05,2.1e-05,4e-06,1.3e-05,0.001713,0.029279,0.02926,0.029254,1.3e-05,1.6e-05,0.000243,-0.029199,1.7e-05,1.4e-05,3e-06,1.2e-05,9e-06
-0.008659,-0.008862,-0.009066,-0.00222,-0.009033,-0.015886,-0.02296,-0.029804,-0.036446,-0.050374,-0.049716,-0.056796,-0.063192,-0.06932,-0.068935,-0.067992,-0.053379,-0.04575,-0.045562,-0.031628,-0.02464,-0.017867,-0.011398,0.001874,0.001499,0.007761,0.014391,0.007336,0.007218,0.007217,0.007609,0.007673,0.000895,0.007965,0.001446,0.00153,0.001923,0.002179,0.00219,0.002268,0.002361,0.002197,0.002198,0.002218,0.002133,-0.004419,0.002094,0.001854,0.001519,-0.005228,0.001163,0.000741,0.00059,0.000365,4.3e-05,1.2e-05,3.8e-05,-0.006414,0.000247,0.000231,3e-05,-7e-06,-6e-06,0.0,4e-06,3.9e-05,7e-06,2e-06,-1e-06,-2e-06,2e-06,3e-06,2e-06,-0.0,1e-06,-0.0
0.02581,0.029265,0.032579,0.037149,0.030991,0.026314,0.029055,0.024394,0.015462,0.01329,0.002535,0.005718,0.007128,0.01085,0.008237,0.002337,-0.005878,-0.002817,-0.002409,-0.009061,-0.005118,-0.006729,-0.01034,-0.009926,-0.012439,-0.017006,-0.014575,-0.01547,-0.016398,-0.016486,-0.009028,-0.008548,-0.007301,-0.006228,-0.003115,-0.002428,0.005313,0.007349,0.007445,0.008188,0.009034,0.007883,0.007914,0.008133,0.007529,0.013712,0.007259,0.005409,-0.001894,-0.002363,-0.004613,-0.012539,-0.009102,-0.010862,-0.013446,-0.009096,-0.0089,0.002182,0.001962,0.001836,0.000243,-4.9e-05,-4.2e-05,-1.5e-05,2.7e-05,0.0003,6.1e-05,1.3e-05,-1.4e-05,-4e-05,2e-06,2.3e-05,-4e-06,-1.3e-05,1e-06,-5e-06
-0.040955,-0.04714,-0.053518,-0.058995,-0.055418,-0.050375,-0.047208,-0.042062,-0.031715,-0.023651,-0.005518,-0.001764,0.009861,0.023827,0.030765,0.043321,0.053241,0.055578,0.055542,0.057577,0.051425,0.049593,0.045713,0.036645,0.034202,0.029879,0.022977,0.022165,0.021321,0.021251,0.018931,0.019346,0.02046,0.021325,0.024019,0.024565,0.022252,0.023809,0.02379,0.024201,0.024674,0.023518,0.023443,0.023417,0.022751,0.019101,0.022265,0.020713,0.023436,0.023146,0.021331,0.023746,0.018025,0.016761,0.014918,0.009861,0.010006,0.001678,0.001407,0.001315,0.000174,-3.7e-05,-3e-05,-9e-06,2.1e-05,0.000215,4.3e-05,9e-06,-9e-06,-2.8e-05,2e-06,1.8e-05,-4e-06,-1e-05,-2e-06,-6e-06
-0.573712,-0.510566,-0.475499,1.109232,-0.162151,0.036488,0.286872,0.240365,-0.236398,-1.011107,0.431667,-4.229934,0.543773,0.63268,-4.093613,0.189249,0.445373,0.097436,0.09235,-0.216274,-0.188229,0.022909,0.124842,0.073653,0.078839,0.110368,0.121843,-0.609735,0.254963,0.189973,0.210257,0.181068,-0.02329,-0.108979,0.186344,0.088311,-0.070687,-0.081053,-1.174616,-0.042323,-0.004052,-0.045067,0.113519,-0.043749,0.022056,-0.043557,0.131256,-0.058493,-1.435456,0.086879,-0.114341,-0.04414,1.309001,-0.098861,-0.117642,-0.081113,-0.071877,-0.000708,0.000226,0.000922,0.000144,0.005175,6.3e-05,8.1e-05,5.6e-05,3.5e-05,2.8e-05,2.3e-05,3e-05,2.5e-05,2.2e-05,2.4e-05,3.2e-05,1.7e-05,1.7e-05,0.001009
