0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
-0.013057,-0.005646,0.001844,0.022706,0.022793,0.036745,0.043306,0.056414,0.075418,0.087985,0.106126,0.119474,0.112721,0.111252,0.103167,0.089847,0.076698,0.065746,0.060184,0.042784,0.045602,0.039864,0.0226,-0.002191,-0.016004,-0.016797,0.00045,-0.001676,-0.008962,-0.003738,-0.012209,-0.004868,0.002434,-0.010672,0.004659,-0.002797,-0.001836,-0.006036,-0.019666,-0.022504,-0.047781,-0.070362,-0.083211,-0.098926,-0.115595,-0.113032,-0.108496,-0.091926,-0.063539,-0.049244,-0.034385,-0.007307,-0.00117,0.010363,0.022217,0.020411,0.020184,0.019104,0.01265,0.012217,0.00589,2.8e-05,2.2e-05,0.000817,0.000404,0.000793,0.006579,-7e-06,0.006202,0.006209,0.006206,0.006182,0.006182,0.012371,0.012776,0.012736,0.006528,0.0065,0.006506,0.00036,0.000406,0.00042,0.006134,0.006163,0.006655,0.000108,0.000157,0.006313,-0.000388,-0.000457,-3e-06,1.6e-05,0.006212,0.006198,0.006188,-0.000433,7.4e-05,-0.000405,-0.000461,-1e-06,1.7e-05,1.6e-05,-0.006141,7.8e-05,6e-05,2.6e-05,7e-06,1e-06,1.6e-05,1e-06
0.040889,0.031732,0.031352,0.016681,0.012441,0.005646,-0.005096,-0.015313,-0.025747,-0.022053,0.000101,0.000963,0.009436,0.025985,0.037044,0.02938,0.022115,0.001185,-0.007053,-0.02357,-0.041592,-0.046889,-0.061731,-0.071194,-0.070632,-0.067354,-0.047685,-0.034404,-0.032829,-0.021597,-0.012387,-0.014816,-0.016861,-0.024497,-0.032876,-0.030494,-0.037651,-0.007949,0.038293,0.059226,0.090644,0.109688,0.107501,0.082834,0.068421,0.054379,0.028809,0.009187,0.003557,-0.000959,-0.006651,-0.012333,-0.007668,-0.000595,0.006617,0.024254,0.018978,0.021103,0.014947,0.021273,0.022809,0.009896,0.008699,-0.001053,0.001628,-0.010744,-0.006095,-0.003337,-0.003839,-0.003922,0.00021,0.003835,0.002181,0.002809,-0.001071,0.001032,0.001594,0.00225,0.001283,-0.000857,-0.003475,-0.004053,0.001933,0.000347,-0.006933,-0.005333,-0.007692,-0.005911,0.002332,0.005676,0.000316,-0.000718,-0.00084,-8.9e-05,0.00036,0.004149,-0.003086,0.00305,0.005494,8e-05,-0.000744,-0.000688,-0.002575,-0.003355,-0.00254,-0.001092,-0.000295,-4.3e-05,-0.000695,-3.8e-05
-0.007031,0.002219,0.010246,0.022246,0.027143,0.037392,0.044616,0.043614,0.033371,0.018112,-0.008431,-0.009148,-0.002377,0.001968,0.002788,0.022692,0.025999,0.035486,0.037969,0.043723,0.054845,0.059905,0.051251,0.014037,-0.009655,-0.016001,-0.011841,-0.010102,-0.008138,-0.00853,-0.008874,-0.002906,0.0034,0.0074,0.007437,0.001305,0.003962,-0.015318,-0.037087,-0.045684,-0.060321,-0.067636,-0.067715,-0.051143,-0.035273,-0.021371,0.008126,0.032581,0.050399,0.062093,0.080502,0.089487,0.083732,0.062834,0.050342,0.030147,0.026459,0.0121,0.008517,0.004811,0.006123,0.006086,0.005333,0.014408,0.008495,0.008523,0.003377,-0.002025,-0.002787,-0.002845,-0.000335,0.001867,0.000857,0.000783,0.005953,0.007217,0.008002,0.008377,0.007788,0.00696,0.00541,0.005073,0.000687,-0.000252,0.002917,-0.003163,-0.004579,-0.003983,-0.00611,-0.004108,0.000189,-0.000432,-0.000963,-0.000513,-0.000245,-0.005024,-0.001857,-0.005679,-0.004206,4.7e-05,-0.000448,-0.000415,-0.001095,-0.002028,-0.001539,-0.000663,-0.00018,-2.7e-05,-0.000421,-2.2e-05
-1.138182,-1.032473,-0.908398,-3.150682,-0.291666,-3.152183,-0.68726,-3.530178,0.302456,-0.500816,-2.087563,-0.056769,-0.118403,-0.004782,-0.017164,-2.735021,0.517097,-0.160518,-4.431219,-0.198275,-0.134364,0.059844,0.847177,1.749364,-0.251825,-0.545273,-0.769127,-0.178258,0.132832,1.149454,1.022003,0.110434,-0.108057,-0.071594,-0.043706,0.131448,-0.105733,-0.381952,-0.409158,-1.071209,-0.002103,0.173838,0.157428,0.179837,0.19482,0.086548,0.023643,0.06672,0.05473,-0.040161,-0.028932,-0.086037,-0.078228,-0.046645,-0.088533,-0.066257,-0.070695,0.011721,0.078048,0.189905,-1.340754,-0.013418,0.006676,-0.079017,-0.026101,-0.081791,-0.035966,-0.002491,-0.006577,-0.008024,-0.004353,0.00226,0.002293,0.00328,-0.030421,-0.039367,-0.02839,0.028219,-0.041345,-0.043392,0.007427,-0.035099,0.004219,0.002311,-0.03599,-0.00165,-0.000774,0.000599,0.034642,0.036451,-1.3e-05,-0.001079,0.002066,0.002046,0.002046,0.034641,0.005527,0.037547,0.036415,-4.3e-05,-0.001837,-2.3e-05,-0.003872,-1.8e-05,-0.001171,2.7e-05,0.0,-5e-06,-0.007804,-0.000319
-1.394948,-1.250658,-1.213614,-3.748385,0.151,-4.09059,0.598115,-2.452348,2.855908,-0.427135,-2.263983,-0.234327,-2.619324,-2.202938,-0.847585,-1.820139,0.332663,0.650151,-2.14584,-0.421375,-0.619296,-0.877029,1.068183,2.743735,1.121663,0.61097,-1.343594,-0.788339,-0.019201,1.078019,1.646416,0.114812,0.290188,-0.022466,-0.257032,-0.470091,-0.109159,-0.362033,1.009469,0.636224,2.745215,3.083094,2.239841,2.13778,1.455634,1.34797,0.457479,-0.722748,-1.154623,-1.09578,-1.312122,0.031315,-1.11747,-0.820516,-0.442836,-0.118853,-0.079301,-0.107715,-0.253924,-0.462463,-0.92791,0.003077,-0.047591,0.005754,-0.036046,0.035751,-0.000229,0.005435,0.012138,0.009577,-0.003011,-0.014838,-0.015136,-0.032918,-0.034576,-0.020363,-0.041639,-0.186695,-0.024148,0.01261,-0.100733,-0.002297,-0.029163,-0.01514,0.0087,0.014142,0.023212,-0.001758,0.004345,-0.009796,-2.8e-05,0.015793,-0.015168,-0.015194,-0.015205,0.004436,0.004581,-0.011485,-0.009824,0.0,0.01421,1e-06,0.029422,-1.5e-05,0.014537,7.5e-05,1.1e-05,-2e-06,0.008011,0.000736
0.242551,-0.543531,-0.650086,-3.57049,-1.019889,-3.549432,-4.023974,-4.340427,-4.599588,0.345324,0.676424,-0.010039,2.982622,1.93075,-1.775223,-5.08807,-1.292094,-1.271049,-3.840924,-0.671638,-0.06999,-0.067126,-2.512615,-1.862014,-1.962664,-1.473058,0.148435,-0.419998,-0.832392,-2.542712,-2.605022,-0.784514,-0.623778,-0.647241,-0.370751,-0.720289,-0.499216,0.615027,1.15732,2.830001,0.928177,1.691083,2.33795,1.622873,0.943867,1.295044,0.620189,0.023071,-0.12162,0.022358,-0.284051,-2.799539,-0.378288,-0.375537,-0.037526,0.227415,0.219136,0.218332,0.024288,-0.077522,-0.563733,0.06802,0.037272,0.020334,-0.013895,-0.028535,0.013673,-0.031426,0.011646,0.009388,0.036102,0.029583,0.02938,0.062137,0.065121,0.072548,0.021086,-0.065785,0.029462,0.015839,-0.084207,0.007738,0.054543,0.02939,-0.014338,-0.025003,-0.052823,0.003843,-0.006399,0.018619,3.6e-05,-0.027203,0.029201,0.029253,0.029264,-0.006347,-0.033232,0.017289,0.018594,-3.7e-05,-0.025021,-2.5e-05,-0.054264,-5e-06,-0.024961,-0.000104,-2.6e-05,-1.2e-05,0.003277,0.000425
-0.027603,-0.021288,-0.008063,-0.021817,-0.021462,-0.014855,-0.001405,0.005463,-0.000422,-0.006891,-0.013579,-0.020487,-0.013682,-0.013984,-0.013814,-0.00692,-0.013874,-0.006965,-0.006909,-0.000185,-7.6e-05,0.006778,5e-05,0.00728,0.007396,0.007401,0.014054,0.020773,0.020428,0.013639,0.02649,0.019681,0.019497,0.025319,0.024278,0.017664,0.005757,-0.018327,-0.030204,-0.04239,-0.054575,-0.061532,-0.062055,-0.063034,-0.070103,-0.057409,-0.044251,-0.037279,-0.030214,-0.023578,-0.017028,-0.010951,-0.004841,-0.005713,-0.000197,0.000412,0.000484,0.006739,0.006776,0.000296,-0.00011,4.7e-05,1.3e-05,-0.006547,-0.012705,-0.006285,-0.012824,-0.006404,-0.006011,-0.006151,1e-06,0.000583,0.000489,0.000314,0.000366,0.000412,0.00015,-0.000121,0.000117,-0.000191,-0.00647,1.3e-05,-0.000258,-0.000313,-0.000118,-6.4e-05,-0.00031,-0.000152,-0.000207,-0.000224,-0.000181,-7.3e-05,-6.7e-05,6e-05,0.006549,0.000337,0.000228,0.000157,9.1e-05,-0.000162,-7.6e-05,0.000184,0.000239,-0.000186,-0.0001,-5.9e-05,0.006173,-0.000182,3.6e-05,-5.2e-05
-0.008598,0.001769,0.012512,0.013853,0.004215,0.01922,0.036734,0.036098,0.000116,-0.005787,-0.007904,-0.007867,-0.010047,0.005423,-0.00063,-0.000666,-0.002415,-0.002116,-2.7e-05,0.004151,-0.002727,0.005798,0.012195,0.013976,0.020423,0.023129,0.034908,0.032949,0.040374,0.037342,0.03952,0.039355,0.034912,0.03995,0.051741,0.052238,0.02674,-0.001017,-0.014571,-0.026085,-0.05149,-0.062687,-0.062771,-0.060452,-0.048292,-0.04535,-0.024909,-0.012684,0.003163,0.005005,0.003484,-0.000919,0.001364,-0.00775,-0.021041,-0.010516,-0.009821,-0.011465,-0.006288,-0.001917,-0.001008,0.000464,0.000127,-0.001141,0.001452,0.001339,0.000347,-0.004468,-0.000992,-0.002212,-0.009369,0.000437,-0.000359,0.002801,0.00325,0.003647,0.001308,-0.005793,0.001042,-0.006334,-0.00043,0.000129,-0.002207,-0.007358,-0.001019,-0.00056,-0.007343,-0.001304,-0.001797,-0.001955,-0.001583,-0.00064,-0.005293,0.00054,0.000964,0.002967,0.002003,0.001388,-0.003911,-0.001397,-0.00537,0.001624,0.002124,-0.006334,-0.005597,-0.000521,-0.002385,-0.001627,0.000305,-0.000477
-0.024482,-0.033595,-0.042786,-0.041391,-0.031938,-0.027202,-0.029424,-0.030283,-0.018485,-0.005371,0.002184,0.002496,4.3e-05,-0.003491,-7.7e-05,-0.000389,-0.001879,-0.001843,0.000226,-0.005295,-0.002708,-0.003908,0.002681,0.013515,0.019602,0.02201,0.023325,0.029626,0.02706,0.032596,0.033006,0.032637,0.03642,0.030962,0.02296,0.023183,0.027693,0.023695,0.029918,0.02992,0.035777,0.036125,0.036222,0.038166,0.039338,0.041198,0.039595,0.040063,0.034856,0.035845,0.034359,0.031046,0.024554,0.018477,0.017472,0.016546,0.017004,0.015799,0.011356,0.006541,-0.000651,0.000299,8.2e-05,-0.000572,0.001253,0.001026,0.000538,0.005073,0.007299,0.006516,0.009562,0.008053,0.007535,0.001778,0.002059,0.002305,0.000826,0.004084,0.00066,0.003747,-0.000116,8.6e-05,-0.001392,0.003099,-0.000644,-0.000355,0.003104,-0.000829,-0.001145,-0.001247,-0.001011,-0.000409,0.004407,0.000345,0.000463,0.001885,0.001272,0.000883,0.005289,-0.000885,0.004366,0.001028,0.001345,0.003761,0.00423,-0.000332,-0.001667,-0.001035,0.00019,-0.000306
0.083065,0.028232,-0.075772,-4.74816,-1.450194,-1.496887,-1.133856,0.280513,-0.111258,-0.083027,-0.133892,-0.029894,-0.03509,0.171608,-0.145792,-0.013417,-0.002868,-0.001687,-0.00092,0.035724,0.000696,0.037545,0.031187,-0.454322,0.854148,-1.227436,-0.104084,0.697169,-0.410192,-0.438352,0.012223,-0.019474,-1.358625,0.219155,0.325766,1.010526,-0.701427,-0.556789,-0.211071,-0.068001,0.1075,0.076283,0.20388,0.685946,0.511771,0.256359,0.034613,-0.176075,-0.131436,-5.038198,-0.119165,0.011395,-4.756404,-1.312666,-1.29802,0.085164,-0.062242,-0.12002,0.089898,0.084091,0.003803,-0.120971,-0.179728,-0.08672,0.012295,-0.00085,-0.002085,-0.02203,0.131516,0.03885,-0.03982,-0.040076,-0.040612,-0.917267,-0.085384,-0.000705,0.249989,0.20956,-0.010314,-0.029919,-0.001244,0.000352,-0.000511,-0.046489,-0.002851,0.005369,-0.038664,-0.000572,-0.000686,-0.011117,-0.013709,-0.102921,-0.035374,-0.006341,0.000124,0.014956,0.131165,-0.011144,-0.062264,0.14281,-0.03695,0.000807,0.001035,-0.036166,-0.034752,8.3e-05,-0.00502,-0.009038,-0.001038,0.000842
