0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
-0.011849,-0.017453,-0.017484,-0.011451,-0.011383,-0.005894,-0.005773,-0.000205,0.005373,0.005466,0.016365,0.016388,0.016379,0.010924,0.010954,0.011051,0.005687,0.005769,-0.004991,-0.004947,-0.004592,0.000187,0.000635,0.00549,-0.00012,-0.000432,-0.000563,0.005287,0.010658,0.005158,0.005301,0.005844,0.006003,0.006033,0.011622,0.011669,0.011644,0.011566,0.011615,0.005416,0.000678,0.000716,-0.005326,0.000245,-0.005269,-0.005323,-0.005506,-0.000124,-0.005801,-0.000444,-0.006042,-0.000492,9.2e-05,0.00493,-0.000579,0.005236,0.004934,0.004863,0.005494,0.005616,0.005772,0.000472,6.9e-05,0.000804,0.000176,0.000239,0.005695,0.005031,0.005742,0.005078,0.000401,-0.000161,1e-05,-5.7e-05,-4.2e-05,-0.000172,0.005238,0.010575,0.011147,0.010915,0.010842,0.010811,0.01069,0.01063,0.005343,-0.000596,-0.00031,-0.005476,-4.4e-05,9.8e-05,1.5e-05,4.6e-05,7e-06,-2e-06,-0.005359,-0.005362,-0.005314,-2.3e-05,-0.000127,-0.005468,-0.005489,-7.9e-05,-2.5e-05,-1e-05,-0.005358,-5e-05,-0.005369,-0.005358,-0.005455,-3.2e-05,3e-06,0.005282,0.000456,-0.000226,0.000454,-0.000236,-0.000204,-0.000136,0.000515,0.000515,0.000591,-0.000101,0.000508,0.000575
0.010825,0.01385,0.015471,0.010892,0.010706,0.010541,0.008291,0.0051,0.001278,-0.001002,-0.001728,-0.001752,-0.001379,-0.000722,-0.00107,-0.002409,-0.003848,-0.004981,-0.007813,-0.008662,-0.015126,-0.006692,-0.010754,-0.002783,-0.001446,0.003875,0.005879,0.004167,0.006451,0.005817,0.003387,-0.002027,-0.004395,-0.004767,-0.005462,-0.005849,-0.00533,-0.004135,-0.004517,0.001609,-0.006483,-0.006767,-0.002767,-0.002897,-0.003572,-0.003012,-0.000825,0.001535,0.002902,0.005622,0.006168,0.006233,0.00079,0.007554,0.007218,0.005373,0.008744,0.00942,0.003187,0.001459,-0.000531,-0.002494,0.000573,-0.00626,-0.00062,-0.001315,-0.001309,0.004684,-0.001831,0.004098,-0.003063,0.001742,-0.000116,0.000616,0.000466,0.001855,0.002228,0.003333,-0.00149,0.000788,0.001353,0.001566,0.002537,0.002858,0.001358,0.005271,0.002726,0.000411,0.000376,-0.000887,-0.000139,-0.000412,-7.1e-05,1.6e-05,-0.000612,-0.000582,-0.001023,0.000208,0.001161,0.00039,0.000596,0.000734,0.000231,8.2e-05,-0.000608,0.000468,-0.00048,-0.000598,0.000349,0.000311,-2.3e-05,0.001309,-0.003555,0.002155,-0.003541,0.002243,0.001931,0.001287,-0.004147,-0.004146,-0.004877,0.00096,-0.004057,-0.004704
-0.00049,0.001339,0.00211,0.005986,0.005841,0.005372,0.004266,0.002386,0.000233,-0.000834,-0.001903,-0.001919,-0.001747,-0.001077,-0.001242,-0.001874,-0.002194,-0.002733,-0.003365,-0.003777,-0.00693,-0.009796,-0.00527,-0.008314,-0.007298,-0.004652,-0.003655,0.0017,0.002447,0.002501,0.001294,0.00517,0.004002,0.003822,0.003109,0.002919,0.003176,0.003772,0.00359,0.000411,0.003383,0.003244,-0.000996,-0.001433,-0.001394,-0.001116,-3e-05,0.000771,0.00182,0.002784,0.003418,0.003059,0.006946,0.003299,0.003495,0.008743,0.010302,0.010593,0.014075,0.013222,0.012278,0.011718,0.00668,0.010007,0.006136,0.005821,0.005483,0.001756,0.00525,0.001486,0.00504,0.000773,-5.2e-05,0.000271,0.000206,0.000817,0.000648,0.000798,0.005058,0.006061,0.006306,0.006396,0.006817,0.006945,0.006612,0.002258,0.001167,0.000492,0.000161,-0.000378,-5.8e-05,-0.000176,-3e-05,8e-06,6e-05,7.3e-05,-0.000115,9.3e-05,0.000498,0.000488,0.000575,0.000317,0.000105,3.9e-05,6.2e-05,0.000201,0.000117,6.9e-05,0.000471,0.000136,-8e-06,0.000236,0.004823,0.000913,0.004833,0.00095,0.000817,0.000543,0.004582,0.004584,0.004274,0.000404,0.004624,0.004354
0.045444,0.03608,0.035106,-0.013683,-0.013738,-0.050138,0.001811,0.002014,0.002132,0.000227,0.004302,0.004057,0.180365,0.003623,0.003882,-1.172198,0.000265,0.000214,-0.005811,-0.005847,-0.01867,0.097034,-0.219266,0.077505,0.385818,0.085171,0.686192,0.002025,0.068705,0.104537,0.000965,-0.05825,-0.034509,-0.034275,-0.043982,0.436298,0.342258,0.488441,0.443256,0.25754,-3.268552,0.127575,-0.007207,-0.007323,-0.003123,-0.001291,-0.031397,-0.003115,0.000981,0.002884,0.001753,0.002757,-0.028879,-0.021604,-0.373492,-0.025823,-0.083803,-0.107839,-0.204204,-0.065275,-0.067251,-0.06929,-0.030682,0.279997,-0.005513,-0.052311,0.011465,-0.003458,-0.03442,-0.009657,-0.034415,0.002074,4.3e-05,3.1e-05,3.8e-05,0.001267,0.003793,0.004647,-0.030548,-0.030588,0.259114,-0.030833,-0.031215,0.304705,0.33655,-0.010616,0.001831,-0.001965,7e-05,-0.001995,3.1e-05,0.061154,-0.008565,-0.000116,-0.002005,-0.002011,-0.002012,2.3e-05,0.002037,-0.012665,-0.00257,2.5e-05,3.3e-05,1.5e-05,-0.002037,-0.004104,-0.002565,-0.002019,-0.002021,2.3e-05,2.3e-05,0.002076,-0.034452,-0.007085,-0.036561,0.002049,3.8e-05,3e-05,-0.042004,-0.035485,-0.036444,2.9e-05,-0.034452,-0.03645
0.00419,0.005305,0.005163,0.111615,0.111893,-0.201891,-0.017723,-0.016219,-0.015107,0.001357,-0.029065,-0.029904,0.601469,-0.032519,-0.031611,-0.711395,0.001558,0.00168,0.048333,0.048293,0.080013,-0.161763,-2.40871,-0.061984,-0.41187,-0.06399,2.066073,-0.034518,0.137401,-0.138285,-0.013458,0.104831,-0.004173,-0.00451,-0.009026,-0.56539,-0.463181,-0.627032,-0.588714,-0.320038,-2.117384,-0.188069,0.029907,0.009362,0.032143,0.015476,0.003598,-0.0276,0.020789,-0.015164,0.002147,-0.015387,-0.011517,-0.009515,0.328613,-0.037099,0.114651,0.0476,0.119625,-0.030282,-0.028242,-0.013002,-0.030454,-0.393655,-0.048586,0.0091,-0.077076,-0.023594,-0.005634,0.078065,-0.006487,-0.015754,2.1e-05,-4e-06,3.1e-05,-0.017424,-0.031243,-0.049316,-0.037438,-0.037649,0.620797,-0.03829,-0.039189,-0.444806,-0.428003,-0.003787,-0.015173,0.015242,4.1e-05,0.015548,1.8e-05,-0.072651,0.008262,0.000212,0.015221,0.015228,0.015207,-5e-06,-0.015505,0.023464,0.015818,3.5e-05,9e-06,1e-06,0.015217,0.004122,0.015825,0.015238,0.015205,2.1e-05,1.2e-05,-0.015194,-0.006776,0.006968,0.008853,-0.01544,8e-06,1.6e-05,0.000693,-0.005644,0.008705,1e-06,-0.006742,0.008638
-0.025635,-0.028813,-0.027375,-0.174299,-0.173693,0.20642,0.017754,0.023255,0.029325,0.005796,0.064245,0.065219,-0.578856,0.060933,0.059861,-0.92061,0.005944,0.005968,-0.07616,-0.076164,-0.096478,0.071039,1.699238,-0.058751,-0.323773,-0.062112,-1.973696,0.058215,-0.087736,-0.046341,0.030983,-0.119361,0.011765,0.011489,0.047928,-0.365298,-0.296526,-0.417572,-0.395739,-0.205613,-4.193642,-0.171989,-0.056885,0.007536,-0.05157,-0.028435,-0.060295,0.034324,-0.032959,0.023273,-0.007506,0.023368,0.002142,0.1081,0.36066,0.061468,-0.035621,0.162073,0.186097,0.038038,0.039457,0.010299,0.02061,-0.295742,-0.029201,0.014063,-0.007413,0.057965,0.010815,-0.112349,0.005374,0.024105,5.9e-05,5.8e-05,2.1e-05,0.025423,0.053389,0.085169,0.063986,0.06405,-0.50659,0.06444,0.065098,-0.190261,-0.246644,0.031236,0.024514,-0.029154,6.5e-05,-0.024133,3.3e-05,-0.052658,0.00509,0.000185,-0.029189,-0.029201,-0.02921,2.4e-05,0.024213,-0.025346,-0.028818,6e-05,3.7e-05,3.7e-05,-0.029225,0.002598,-0.028821,-0.029176,-0.029195,2.4e-05,1.8e-05,0.029245,0.00513,0.004315,-0.018957,0.024275,3.4e-05,1e-05,0.009677,0.005869,-0.01907,3.7e-05,0.005167,-0.019123
0.034224,0.039435,0.044821,0.055676,0.060577,0.060165,0.064979,0.058914,0.041591,0.030344,0.003426,-0.029476,-0.040096,-0.067384,-0.089584,-0.101329,-0.107237,-0.113535,-0.114185,-0.120141,-0.115475,-0.110685,-0.105208,-0.100582,-0.094956,-0.095456,-0.0902,-0.085663,-0.074085,-0.068436,-0.056004,-0.043272,-0.024035,-0.023036,-0.011296,0.007689,0.008849,0.020896,0.021645,0.028288,0.028091,0.027417,0.032774,0.026192,0.030234,0.030285,0.030571,0.030643,0.03094,0.024257,0.023791,0.029384,0.023372,0.023325,0.017475,0.012432,0.005909,0.000467,-0.005,0.000601,8.5e-05,-0.005678,-0.005566,0.0001,0.000319,0.000958,0.001154,0.00149,0.001971,0.002104,0.002464,0.002609,0.002776,0.002652,0.002852,0.003403,0.003368,-0.002432,0.00312,0.003292,0.002672,-0.002294,-0.002446,-0.003451,-0.003963,-0.009238,-0.004277,-0.004251,-0.009894,-0.010005,-0.015434,-0.009645,-0.015326,-0.014818,-0.009108,-0.014452,-0.009329,-0.009407,-0.003415,-0.009207,-0.003474,0.007241,0.007433,0.001797,0.001851,0.001483,0.001346,0.001106,0.000919,0.000568,-4.8e-05,-0.000424,-0.000556,-0.000732,-0.000704,-0.000725,-0.000654,-0.00057,-0.000528,-0.000299,-0.000168,-0.000135,-0.000263,-0.000267
0.05525,0.058551,0.063184,0.063457,0.06141,0.060505,0.060353,0.053438,0.052133,0.049831,0.031696,0.025916,0.01776,0.005159,-0.008107,-0.013107,-0.014012,-0.016948,-0.020757,-0.017394,-0.024054,-0.025539,-0.023699,-0.027553,-0.027289,-0.028569,-0.032977,-0.03802,-0.037201,-0.037619,-0.035894,-0.034356,-0.029723,-0.023511,-0.026099,-0.01959,-0.013001,-0.011226,-0.002058,0.002798,0.002509,0.001058,0.002386,0.001377,-0.005105,-0.001281,1.7e-05,0.000438,0.001875,-0.003518,-0.005183,-0.006908,-0.010241,-0.010442,-0.00941,-0.002005,-0.00762,-0.00158,0.000762,-0.001028,-0.003191,-0.002112,-0.001637,-0.006693,-0.005777,-0.003115,-0.005858,-0.004447,-0.002407,-0.005413,-0.003859,-0.003216,-0.002454,-0.002949,-0.002089,0.003901,0.003795,0.004245,-0.000794,8e-06,-0.002379,0.008607,0.007525,-0.000481,-0.002761,0.002994,-0.000636,0.002975,0.003504,0.00294,0.004282,0.004252,0.001035,0.00294,0.002589,0.004158,-0.001958,-0.00235,0.00199,-0.001708,0.001685,-0.001162,0.003069,0.003398,0.00709,0.005682,0.005158,0.00424,0.003529,0.00218,-0.000186,-0.001627,-0.002128,-0.002804,-0.002698,-0.002775,-0.002511,-0.002186,-0.002022,-0.001142,-0.000643,-0.000518,-0.001011,-0.001024
-0.047845,-0.05258,-0.056785,-0.056241,-0.05679,-0.056924,-0.056413,-0.052749,-0.052279,-0.05294,-0.049157,-0.051045,-0.048971,-0.04252,-0.030087,-0.019586,-0.013218,-0.001396,0.009791,0.012034,0.021266,0.027091,0.028202,0.032608,0.040101,0.046607,0.050997,0.055173,0.056119,0.056057,0.057689,0.059145,0.055104,0.05176,0.050246,0.039569,0.036245,0.0298,0.020535,0.015914,0.015659,0.01466,0.008021,0.007506,0.003696,-0.001328,-0.000626,-0.000405,0.000362,0.004583,0.003661,0.002572,0.007961,0.007856,0.008514,0.005659,0.009849,0.006198,0.007612,0.006497,0.005346,0.00608,0.006335,0.010537,0.011022,0.012421,0.018004,0.018729,0.019755,0.025173,0.025901,0.026187,0.026486,0.026173,0.026546,0.022399,0.022235,0.022568,0.026806,0.027056,0.025876,0.01736,0.016852,0.020122,0.019151,0.015109,0.013332,0.008133,0.008624,0.008388,0.009206,0.008898,0.014536,0.015271,0.014817,0.015715,0.019643,0.019489,0.0142,0.019715,0.014051,0.012317,0.007294,0.007728,0.002503,0.001993,0.001807,0.001481,0.001225,0.000755,-6.7e-05,-0.000565,-0.000742,-0.000978,-0.000943,-0.000974,-0.00088,-0.000769,-0.000711,-0.000401,-0.000227,-0.000185,-0.000358,-0.000363
0.369638,0.401248,0.427025,0.337385,-0.006925,0.406625,0.435803,-0.010961,-0.938981,0.010008,-4.128232,0.421106,0.446336,0.344912,0.318604,-0.184888,0.166951,0.745562,0.328841,0.205753,0.318132,0.263635,0.299855,0.154799,-0.031101,0.110602,0.125583,-0.124069,-0.078718,-0.120265,-0.329889,-0.321816,-0.251354,-0.038667,-0.042588,-0.085579,-0.026848,-0.172081,-0.127156,0.016363,-0.075471,-0.028101,0.228261,0.023448,-0.042383,0.005128,0.014599,0.00894,0.014771,-0.030544,-0.029196,-0.036404,-0.063998,0.291932,3.835479,-0.024559,-0.066914,-0.034673,-0.035467,-0.03233,-0.034353,-0.035312,0.321634,-0.068942,-0.068893,-0.069589,-0.104026,-0.109233,-0.108526,-0.145439,-0.145395,-0.130246,-0.128366,-0.133212,-0.12945,-0.09521,-0.152586,0.015006,-0.191653,-0.145833,4.055324,4.132367,0.165786,-0.221856,-0.156471,-0.183845,-0.054435,-0.04412,-0.041643,-0.123888,-0.073986,-0.033081,-0.059098,-0.065391,-0.074135,-0.073775,-0.107242,0.027956,-0.068903,-0.105792,-0.064237,-0.067086,-0.040059,-0.039981,0.001041,0.00105,0.001052,-0.006199,0.001047,-0.006205,0.001587,0.002759,0.000343,-0.001067,-0.001067,-2.3e-05,-1.3e-05,-0.001067,-1.2e-05,-1.1e-05,-7e-06,-0.001603,-2.6e-05,-8e-06
