0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
-0.02617,-0.020646,-0.015366,-0.004026,0.006825,0.013055,0.017954,0.01868,0.023406,0.024778,0.037372,0.042404,0.036874,0.043181,0.037633,0.037748,0.03898,0.038349,0.039124,0.033647,0.027216,0.021001,0.020877,0.01038,0.004171,0.004051,-0.001704,-0.001359,-0.000797,0.004615,0.004853,0.00346,-0.000751,0.00345,-0.000306,0.000101,0.005463,0.0058,-0.000241,0.00117,-3.2e-05,-0.001165,-0.000373,-0.000346,-0.001544,0.00465,-0.000859,0.004127,0.004271,0.0047,0.005087,0.004038,0.005239,0.005345,0.00415,0.005387,0.005578,0.005091,0.000232,0.000289,-0.00507,-0.005133,-0.005125,-0.005139,0.000142,0.00021,-1.1e-05,-5.8e-05,-9e-06,6.3e-05,-0.000139,0.00504,-0.000125,-0.000261,-1.6e-05,-0.000256
0.021164,0.023225,0.027081,0.027817,0.030637,0.026066,0.029992,0.023841,0.028915,0.019251,0.009316,0.011842,0.011348,0.006716,0.006319,0.005544,-0.000535,0.002336,-0.001956,-0.003894,-0.001069,0.000623,0.000943,-0.002296,0.00095,0.00134,0.003109,0.001912,-6.6e-05,0.000671,-0.000194,0.006117,-0.000232,0.006065,-0.001799,-0.00327,-0.002502,-0.003692,-0.000609,-0.006589,-0.001362,0.004039,-0.000162,-0.000253,0.005355,0.001687,0.001526,0.003451,0.002913,0.00142,5.8e-05,0.005106,-0.000497,-0.000861,0.004663,-0.001032,-0.001675,0.00145,-0.000797,-0.000987,-0.001565,-0.001355,-0.001378,-0.001324,-0.000479,-0.000721,3.6e-05,0.000194,3.1e-05,-0.000216,0.000472,0.001665,0.000424,0.000892,5.2e-05,0.000873
-0.008472,-0.007841,-0.006326,-0.006716,-0.006097,-0.001992,-0.007097,-0.003392,-0.007906,-0.005817,0.001985,0.00284,0.002942,0.007019,0.007175,0.006847,0.010599,0.011951,0.016531,0.022511,0.024096,0.025144,0.025284,0.024372,0.019515,0.019662,0.014149,0.013612,0.012773,0.012846,0.012482,0.0086,0.012637,0.008537,0.011982,0.011422,0.011539,0.01109,0.006098,0.010042,0.00582,0.001524,0.006266,0.006229,0.001995,0.006774,0.006866,0.007404,0.007194,0.006638,0.006148,0.001693,0.005942,0.005812,0.001523,0.00575,0.005524,0.000381,-0.000286,-0.000349,-0.000424,-0.000347,-0.000355,-0.000336,-0.000167,-0.000253,1.5e-05,7.2e-05,1.2e-05,-7.7e-05,0.000164,0.000458,0.00015,0.000316,1.9e-05,0.000308
0.081656,-0.954865,-0.000285,-0.994126,0.119537,0.085266,-0.574253,0.082141,0.08569,0.133478,0.001493,0.198493,0.424486,0.065431,0.275865,0.295904,0.13081,0.209451,0.252167,0.502228,-1.066566,0.085812,0.015616,-0.158178,-0.124817,0.265762,-0.077602,0.048757,0.170651,-0.02675,-0.061949,-0.42311,0.236445,0.161149,-1.33892,-0.076785,-0.100119,0.229247,-1.354294,-4.624127,-0.041474,-0.006815,-0.03884,0.191128,0.012734,-0.398519,0.003297,-0.031526,-0.030368,-1.262964,-0.035347,0.006186,-0.034924,-0.030432,0.001124,-0.019699,-0.038915,-0.013525,-0.015418,0.208171,0.004747,-0.036581,-0.012793,-0.00367,-0.010584,-0.000163,0.000405,0.000236,0.000176,0.00017,0.000131,0.002149,-0.001007,-0.001875,-0.000389,0.001931
0.010779,-1.232018,-0.018532,-0.941132,-0.086125,-0.095566,0.367905,-0.079017,-0.122904,0.040278,0.15504,-0.114408,-0.384957,0.017157,-0.264916,1.214851,0.582693,-0.336786,-0.450026,-0.95298,-1.521657,-0.340548,-0.309252,0.052522,0.066177,-0.591057,-0.010939,-0.201173,-0.380213,-0.099905,-0.035302,-0.234643,-0.47572,-0.327598,-0.687683,-0.000458,-0.046456,-0.470939,-0.570572,-2.427634,0.003477,0.015422,-0.002979,-0.690214,-0.103079,-0.29611,-0.129004,-0.024305,-0.026031,-0.655198,-0.019495,-0.024441,-0.036429,-0.02585,-0.024411,-0.036645,-0.006034,0.000169,0.015951,-0.284922,-0.002311,-0.005148,0.028127,0.017957,0.010678,0.000826,0.000449,0.000152,0.000163,7.7e-05,5.3e-05,-0.015162,-8.9e-05,-0.008825,0.000702,-0.013339
-0.007375,-0.430926,-0.171477,-0.890958,0.176022,0.187425,-0.464563,0.158551,0.188652,-0.263352,-0.313456,-0.443116,-0.684792,-0.420884,-0.625289,-2.717763,-0.955782,-0.449288,-0.552394,-0.68024,-1.013293,-0.26559,-0.040803,-0.118314,-0.124302,-0.308049,0.012653,-0.107352,-0.217838,-0.004556,0.002004,-0.196516,-0.27257,-0.118281,-0.890675,-0.015228,-0.018036,-0.257467,-0.86168,-2.189625,0.006926,-0.000376,0.000373,0.122063,0.203011,-0.067539,-0.081346,0.03392,0.032933,-0.911514,0.015616,0.050969,0.044794,0.031537,0.057179,-0.008096,0.010513,0.036559,0.007778,-0.162168,-0.041415,-0.060179,-0.022363,-0.027551,0.004965,0.000652,-0.000167,0.000113,0.000247,0.00012,0.000116,0.029301,-0.000355,0.027893,0.00047,0.025534
-0.000717,-0.000834,-0.008051,-0.01468,-0.021246,-0.021988,-0.023382,-0.023998,-0.023247,-0.023279,-0.017219,-0.016011,-0.015198,-0.004701,-0.00924,-0.00296,-0.005336,-0.005054,-0.005475,0.000226,0.000284,-0.00026,0.000245,0.005707,0.000335,0.000737,0.001131,0.000685,0.000747,0.000795,0.001432,-0.003679,-0.003728,-0.004069,-0.004416,-0.00485,-0.010042,-0.009722,-0.004385,-0.003812,-0.004696,-0.010383,-0.010045,-0.010007,-0.010791,-0.011322,-0.011136,-0.011929,-0.011253,-0.005989,-0.00597,0.000992,0.000763,0.005885,0.000673,0.001397,0.001398,0.000312,0.00478,-0.000751,-0.000999,0.004345,-0.000677,-0.000981,0.004235,0.004301,0.004353,-0.001289,0.004429,0.005006,-0.000408,0.00529,0.005175,1.4e-05,0.000172,0.000196
0.037146,0.036662,0.025495,0.019621,0.010738,0.005105,-0.005687,-0.010622,-0.004955,-0.004862,-0.004503,0.002563,0.007851,0.000284,0.004292,0.008353,-0.004783,-0.004056,-0.008461,-0.009246,-0.012376,-0.017183,-0.012504,-0.013992,-0.012314,-0.011222,-0.006827,-0.00807,-0.004554,-0.00445,0.00063,0.003008,0.002757,0.001894,0.000921,-0.000278,0.001816,0.002639,0.000926,0.005789,6.3e-05,0.000767,0.00166,0.001761,-0.003592,-0.008253,-0.007754,-0.009743,-0.004679,-0.006538,-0.006493,0.002514,0.001922,-0.000304,0.001701,0.003541,0.003547,0.000794,-0.003071,-0.001909,-0.002543,-0.004204,-0.001721,-0.002491,-0.004517,-0.001035,-0.00092,-0.003309,-0.004084,-0.002602,-0.00105,-0.001883,-0.002178,3.5e-05,0.00044,0.000511
-0.024614,-0.024743,-0.015575,-0.010978,-0.001003,0.003334,0.01221,0.016875,0.012564,0.012636,0.012505,0.008607,0.004195,0.007166,0.00911,0.003744,0.011762,0.012061,0.01697,0.016343,0.021815,0.026648,0.021833,0.020956,0.022011,0.022455,0.017476,0.017019,0.011657,0.011707,0.006925,0.008181,0.008071,0.007755,0.007393,0.006954,0.00811,0.008408,0.007383,0.002496,0.007067,0.00773,0.008058,0.008097,0.012846,0.017864,0.018053,0.017392,0.012544,0.011475,0.011494,0.00088,0.000667,-0.000548,0.000586,0.001221,0.001222,0.00027,-0.001503,-0.00066,-0.00088,-0.001897,-0.000599,-0.00087,-0.002015,-0.007463,-0.007427,-0.001175,-0.001878,-0.001351,-0.000376,-0.001093,-0.001199,1.1e-05,0.000157,0.000184
0.10905,0.162333,0.036244,0.104223,0.030954,-0.00417,-0.07304,-0.100899,0.007224,0.385276,-0.024399,5.003867,1.523131,0.418116,-0.039895,0.024418,0.119267,-0.953171,0.075854,0.501265,0.014047,-0.017456,-0.105146,-0.132724,0.310917,-0.135073,-0.096395,-0.101422,1.334816,-0.066827,-0.029758,-0.086521,-1.452881,-0.055508,-0.029227,-0.03054,-0.041914,-0.223478,-0.036156,-0.037023,-0.028908,-0.034452,-0.034727,-0.026371,-0.068726,-0.10706,-0.070541,-0.105083,-0.060383,-0.058351,-0.069149,-0.009647,-0.002508,-0.000465,-0.031279,-0.011072,0.000461,-7e-05,-0.001932,-0.002962,-0.000868,0.034544,-9.3e-05,-0.001649,0.425788,0.032159,0.03481,-2.8e-05,-0.003305,0.000587,-5.4e-05,0.000988,0.004729,0.000168,-0.123768,8.3e-05
