0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
-0.01125,-0.004299,-0.00416,0.003206,0.009825,0.024196,0.024728,0.031576,0.025831,0.039293,0.039975,0.033613,0.033967,0.033926,0.034131,0.027807,0.021674,0.022536,0.016195,0.016264,0.009547,0.009598,0.009198,0.00875,0.014041,0.007748,0.006778,0.006302,0.006336,0.005967,-0.000185,0.006156,0.00616,0.006671,0.006193,0.006826,0.006318,0.006414,0.006398,0.000127,0.006278,0.00626,0.006262,4.5e-05,7.4e-05,8.6e-05,9.3e-05,5.9e-05,0.006288,-2.3e-05,-6.4e-05,1e-05,5e-06,-0.006288,-0.006293,-2.7e-05,-8.8e-05,-6.6e-05,-3.7e-05,2e-06,-0.00627,-2e-06,-1e-06,-0.006284,-0.006266,-1.4e-05,-8e-06,-0.006283,-7e-06,1.5e-05,4e-06,-2.2e-05,-4e-06,0.000552,1e-06,4.1e-05,4.1e-05,0.006302,1.5e-05,0.0,-4.2e-05,1e-06,2e-06
0.039072,0.041001,0.052399,0.051638,0.059876,0.047056,0.038874,0.044667,0.034671,0.037728,0.02683,0.024204,0.018184,0.015545,0.01069,0.003562,-0.004939,-0.019541,-0.021564,-0.025061,-0.023349,-0.024726,-0.021676,-0.017458,-0.005629,-0.007143,0.001917,0.005873,0.004921,0.006726,0.003565,0.002744,0.002635,-0.00237,0.001897,-0.005208,-0.000365,-0.002018,-0.001624,-0.002183,0.000541,0.000836,0.000797,-0.000728,-0.001223,-0.001412,-0.001548,-0.000971,0.000523,0.000376,0.001049,-0.000189,-8.2e-05,-0.000495,-0.000399,0.000457,0.001464,0.001089,0.000607,-3.4e-05,-0.000714,-6e-06,-3e-06,-0.000499,-0.000807,0.00022,0.000124,-0.000496,0.000131,-0.000269,-5.6e-05,0.000379,7.1e-05,-0.005463,-1.2e-05,-0.000727,-0.000721,0.000188,-0.000237,2.8e-05,0.000732,1e-06,1e-06
-0.062975,-0.061761,-0.060506,-0.052465,-0.054318,-0.039729,-0.029117,-0.024313,-0.006213,0.004161,0.020314,0.026924,0.038196,0.043651,0.04764,0.049996,0.051482,0.056183,0.055078,0.052406,0.046207,0.045245,0.03954,0.034627,0.02651,0.025957,0.016396,0.011198,0.010537,0.003945,0.002349,0.001302,0.00123,0.005663,0.000739,0.003797,-0.000747,-0.001838,-0.001584,-0.001446,-0.000157,3.8e-05,1.2e-05,-0.000485,-0.00081,-0.000933,-0.001024,-0.000644,-0.000166,0.000248,0.000692,-0.000126,-5.5e-05,0.000181,0.000247,0.000303,0.000972,0.000721,0.000403,-2.2e-05,3.8e-05,-3e-06,-2e-06,0.00018,-2.2e-05,0.000146,8.3e-05,0.000181,8.9e-05,-0.000176,-3.5e-05,0.000252,4.8e-05,0.004135,-9e-06,-0.000481,-0.000476,-0.000384,-0.000157,1.9e-05,0.000483,-1e-06,-2e-06
-0.973863,-1.436652,-0.037083,-0.207978,-0.0843,0.193941,0.302638,0.643539,0.986722,0.820777,0.225967,0.247463,0.169133,0.002612,0.173372,-0.184607,0.221365,0.092452,0.213256,0.146967,-0.041114,-0.122119,-0.042917,-0.155144,-0.133608,0.122766,-0.09295,-0.030921,-0.043018,0.004416,0.042668,0.002992,0.00217,-0.032361,0.002186,-0.034333,0.002127,0.000214,0.002078,-0.001859,0.002075,0.002067,0.00206,-0.000183,-2e-06,5e-06,8e-06,-5e-06,0.002052,2e-06,1.3e-05,-2e-06,4e-06,-0.002038,-0.002042,-1e-06,0.001887,0.0,3e-06,2e-06,-0.002041,7e-06,1.1e-05,-0.002033,-0.002041,1e-06,-6e-06,-0.002041,-8e-06,-1e-06,0.013025,4e-06,6e-06,-0.036473,-7e-06,7e-06,2e-06,0.002034,-7e-06,-8e-06,-1.7e-05,-7e-06,-1.5e-05
-0.555615,-0.968738,0.130697,0.451609,0.122932,-0.024417,-0.276196,1.622922,1.614572,0.130353,0.044697,0.000131,-0.080105,-0.081948,-0.333203,-0.061507,-0.273225,-0.218759,-0.452221,-0.417099,-0.221786,-0.128179,-0.188222,-0.090333,0.022015,-0.361661,0.078666,-0.035252,0.068385,-0.030031,-0.074607,-0.028797,-0.014948,-0.020562,-0.015154,-0.005707,-0.015175,-0.000233,-0.015193,0.01496,-0.015207,-0.015218,-0.015198,-0.00031,-6e-06,4e-06,7e-06,1e-06,-0.015205,-9e-06,5e-06,-1.1e-05,1.1e-05,0.015202,0.015207,-6e-06,-0.014967,-3e-06,-4e-06,0.0,0.015198,-1e-05,2e-06,0.0152,0.015201,5e-06,0.0,0.015215,-7e-06,-2e-06,-0.103178,-1e-06,-4e-06,0.009383,-8e-06,8e-06,1.7e-05,-0.015205,-2e-06,9e-06,-1.3e-05,5e-06,1e-05
-0.201846,0.618846,1.276814,1.127176,1.181843,0.506334,0.36179,-1.494753,-2.138372,-1.008946,-0.567664,-0.605539,-0.453486,-0.183139,-0.388869,-0.007288,-0.767269,-0.773504,-0.72927,-0.74882,-0.436628,-0.368811,-0.375852,-0.079193,-0.116053,-0.186066,-0.095209,0.061717,-0.108475,0.05444,-0.017765,0.054829,0.029679,0.035331,0.029398,0.010613,0.029326,0.004742,0.029281,-0.024524,0.029265,0.02926,0.029257,0.00025,2.6e-05,6e-06,1e-06,1e-05,0.029245,4e-06,-4e-06,9e-06,3e-06,-0.029234,-0.029242,1e-06,0.024573,6e-06,4e-06,-1e-06,-0.029242,5e-06,2e-06,-0.029243,-0.029239,7e-06,1.1e-05,-0.029244,1.1e-05,3e-06,0.169513,2e-06,-7e-06,-0.018798,3e-06,-1.3e-05,-1e-05,0.029251,2e-06,2e-06,1.4e-05,-3e-06,0.0
0.006071,-0.000922,-0.000524,-0.014342,-0.021118,-0.020622,-0.026911,-0.026484,-0.025922,-0.025557,-0.025257,-0.025018,-0.024748,-0.024722,-0.024796,-0.018192,-0.0185,-0.011985,-0.01883,-0.012474,-0.005891,-0.006042,-0.00603,0.000803,0.000962,0.000988,0.000985,0.001138,0.001141,0.001087,-0.005522,-0.005203,-0.00497,-0.011342,-0.004759,0.001483,0.00123,0.007267,0.013852,0.007206,0.007523,0.007728,0.007681,0.007585,0.000636,0.000538,0.000458,0.000622,-0.005574,0.001227,-0.005277,0.000958,0.000821,0.000472,0.000168,0.0001,0.000193,0.000125,-8e-05,-1.5e-05,6.9e-05,0.000298,0.000388,0.000323,0.00016,2e-05,-0.006554,-6.1e-05,-8.3e-05,8.3e-05,6.3e-05,-6.4e-05,-9.8e-05,-3.1e-05,-5.8e-05,-0.006539,-4e-05,-6e-06,-6.2e-05,-4e-06,-4e-06,-1e-06,-5.1e-05
0.045716,0.042603,0.042603,0.037153,0.034444,0.025298,0.020652,0.017254,0.014876,0.016535,0.01256,0.007273,0.007769,0.000848,-0.000653,-0.003884,-0.012284,-0.0151,-0.015519,-0.024053,-0.020955,-0.022145,-0.017237,-0.01234,-0.001566,-0.001381,-0.001408,0.004614,0.004628,0.00422,0.000718,-0.001535,0.00027,0.003005,0.001684,-0.006716,-0.008686,-0.013989,-0.010286,-0.009854,-0.002426,0.004254,0.003937,0.008106,0.000842,-2.6e-05,-0.000726,0.005512,0.009246,0.01075,0.006879,-0.001087,-0.002249,-0.005292,-0.007976,-0.008612,-0.002995,0.001174,-0.005475,-0.000118,0.000623,0.002651,-0.001354,-0.001928,-0.003362,0.0002,0.000327,-0.000532,-0.000739,0.000723,0.005368,-0.00057,-0.000872,-0.000275,-0.000513,0.000457,-0.00036,-4.6e-05,-0.000553,-2.5e-05,-3.9e-05,1.3e-05,-0.000442
-0.040901,-0.033919,-0.023599,-0.008938,-0.001657,0.008304,0.022924,0.028886,0.035567,0.036613,0.041452,0.045227,0.044977,0.046959,0.045275,0.041773,0.04284,0.04006,0.03969,0.040935,0.034738,0.033724,0.029159,0.02448,0.016065,0.016195,0.016121,0.012384,0.012366,0.011979,0.017737,0.024382,0.025757,0.027833,0.026555,0.028294,0.026767,0.022652,0.017007,0.017435,0.014639,0.01125,0.010993,0.005761,0.008802,0.008162,0.007651,0.003946,0.006713,0.00763,0.01307,0.01539,0.014565,0.012443,0.010596,0.010168,0.005988,0.000807,0.004284,-8.3e-05,0.000426,0.00182,0.007108,0.006714,0.00573,0.000137,0.000361,-0.000361,-0.000503,0.00049,-0.004367,-0.00039,-0.000597,-0.000187,-0.000349,0.00045,-0.000245,-3.3e-05,-0.000378,-1.6e-05,-2.5e-05,8e-06,-0.000301
0.227724,0.21589,0.241971,-4.940612,-4.909319,0.129318,-4.959518,0.087715,0.387551,0.253074,-5.036144,0.091455,0.078253,-0.062444,-0.040693,-0.180697,-0.169275,-0.179487,-0.099439,-0.068549,-0.065142,0.396895,-0.185179,-0.143213,-0.076455,-0.075475,-0.069834,-0.042622,0.106623,-0.037302,-0.135032,-0.110245,-0.108367,-0.025015,-0.109242,-0.147234,-0.140456,-0.104828,0.075453,0.048388,0.016546,-0.006066,-0.052899,0.001143,-0.032775,-0.036381,-0.147418,-0.110604,-0.01187,-0.010217,-0.036765,-0.076967,-0.080913,-0.073933,-0.065957,-0.06507,-0.034767,0.005278,-0.035518,0.005292,7e-06,0.000769,-0.03476,-0.034759,-0.035531,7e-06,0.000102,1.3e-05,7e-06,-1.1e-05,0.037265,1.1e-05,-6e-06,3e-06,-3e-06,-0.000988,-1e-06,-5e-06,-1e-06,-2e-06,-7e-06,-1.2e-05,4e-06
