0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
-0.021054,-0.020597,-0.02056,-0.008712,-0.007925,-0.007543,0.004284,0.016539,0.016522,0.023089,0.028819,0.028708,0.029081,0.028857,0.02903,0.034007,0.035261,0.029551,0.023401,0.023705,0.017601,0.012521,0.0118,0.006375,0.00592,0.006052,0.000462,0.001026,0.000932,0.001188,0.006351,0.000458,0.000566,-4.4e-05,-7.4e-05,2e-06,1e-06,0.005529,0.000665,0.000588,0.000651,0.000726,0.000668,0.006179,7.9e-05,-2e-05,-5e-06,-8e-06,-1e-05,-5e-06,-0.005514,-3.7e-05,-9.1e-05,0.006012,-0.000127,-0.000154,-0.000177,-2e-05,3e-06,0.000645,-0.000111,-0.000211,0.000483,0.000499,-6e-05,-9.2e-05,-8.6e-05,-0.000158,0.000541,-0.000186,-0.000276,-0.000336,-0.000301,-0.000167,0.000616,-2.6e-05,-0.00014,-0.000152,-0.000181,-0.000256,0.000432,0.000484,0.00039
0.033487,0.028245,0.028271,0.02317,0.013155,0.008416,0.005621,-0.002253,0.002015,-0.005154,-5.8e-05,0.004914,0.001076,0.004885,0.004013,0.012531,-0.000924,-0.000731,0.002663,-0.000285,0.002472,-0.004097,0.001873,-0.001188,0.002015,0.000487,-0.000709,-0.006421,-0.006485,-0.009088,-0.006026,-0.003675,-0.004733,0.000427,0.000733,-2.4e-05,-1.4e-05,0.000344,-0.00564,-0.004867,-0.005497,-0.006228,-0.005644,-0.005049,-0.000812,0.000179,3.7e-05,7.2e-05,7.4e-05,3.4e-05,-0.000611,0.000329,0.000887,-0.00336,0.001226,0.00147,0.001696,0.000175,-4.5e-05,-0.005387,0.001056,0.002058,-0.003815,-0.003962,0.000567,0.000882,0.000812,0.00153,-0.004349,0.001803,0.002672,0.003233,0.002899,0.001592,-0.0051,0.000228,0.001343,0.001453,0.001749,0.002473,-0.00332,-0.003832,-0.002929
-0.049402,-0.045262,-0.045064,-0.041731,-0.033598,-0.029427,-0.024915,-0.01664,-0.014118,-0.004778,-0.002223,0.000864,0.0055,0.007787,0.014226,0.011833,0.024682,0.032047,0.034234,0.039333,0.04099,0.044356,0.040621,0.039152,0.033871,0.03301,0.026047,0.02325,0.016638,0.015414,0.009941,0.004841,0.004348,0.000199,0.000339,-1.2e-05,-7e-06,-0.000195,0.003927,0.004291,0.003997,0.003658,0.003932,0.003858,-0.000381,8.3e-05,1.6e-05,3.3e-05,3.3e-05,1.6e-05,6.9e-05,0.000152,0.000412,0.00465,0.00057,0.000681,0.000787,8e-05,-2.2e-05,0.00407,0.000488,0.000953,0.004799,0.004729,0.00026,0.000407,0.000374,0.000706,0.004552,0.000831,0.001227,0.001482,0.001327,0.000728,0.004213,0.000104,0.000612,0.000662,0.000798,0.001124,0.005029,0.004796,0.005206
-0.221062,-0.488175,0.004082,0.044377,0.182509,0.126622,-4.456543,0.457209,0.583498,-4.136821,0.162454,-3.605944,0.328817,-1.229726,0.133539,0.479262,-0.040115,0.078909,0.041837,-0.045316,0.0531,0.037789,-0.100104,-0.169785,0.081291,0.146792,0.111442,-0.047102,-0.008232,-0.119304,0.250738,0.015787,-0.043849,0.000412,0.002388,0.000257,0.000219,0.002179,-0.03639,-0.036401,-0.050303,-0.036442,-0.036451,-0.035653,-0.002009,-0.005834,-0.000777,5e-05,4.7e-05,3.3e-05,-0.002019,3.6e-05,1.8e-05,-0.034416,1.2e-05,1.9e-05,0.002009,1.6e-05,-0.004122,-0.036483,0.294816,-0.000598,-0.036422,-0.034391,5.6e-05,0.002039,2.2e-05,0.002024,-0.036468,1.6e-05,0.002014,0.002008,6e-06,1e-06,-0.03647,-3e-06,0.00198,0.007606,-0.000875,4.4e-05,-0.036425,-0.050118,-0.036433
0.535349,-0.613023,0.790031,0.594465,0.022452,-0.039379,-2.627305,-0.965415,-1.272516,-3.075061,-1.506798,-0.456121,-0.867722,-0.600727,-0.277607,-0.827531,-0.957946,-0.457593,-0.397117,-0.32082,-0.451746,-0.370281,-0.248113,-0.121857,-0.403715,-0.518628,-0.360259,-0.14209,-0.140496,0.025624,-0.437375,-0.079452,0.017889,0.000379,-0.015468,9e-05,5.1e-05,-0.015168,0.008902,0.008883,0.116204,0.008836,0.008814,-0.008414,0.015478,0.006549,0.001017,2.1e-05,2.1e-05,1.5e-05,0.015205,1e-05,4e-06,-0.006459,-5e-06,5e-06,-0.015434,1e-05,0.004682,0.008785,-0.422017,-0.012336,0.00873,-0.006723,2.7e-05,-0.015383,2e-06,-0.015378,0.008632,1.1e-05,-0.015375,-0.01537,-5e-06,4e-06,0.008587,-7e-06,-0.015318,-0.029975,0.001075,2.4e-05,0.008588,0.113974,0.008537
1.444327,2.861983,0.775958,0.435321,0.227459,0.413271,-1.930592,-0.462427,-0.42458,-2.582326,-0.411088,-4.63339,0.194657,-0.814602,-0.21731,-0.337757,-0.685027,-0.115023,-0.064645,-0.023154,-0.131826,-0.37537,-0.011129,0.002383,-0.169075,-0.263881,-0.215115,-0.098651,-0.105855,-0.023806,-0.271339,-0.047307,-0.013348,0.000768,0.02462,0.000296,0.000256,0.029427,-0.018893,-0.018925,-0.185798,-0.019003,-0.019024,0.011849,-0.024155,0.003589,0.000637,8.8e-05,4.6e-05,3.6e-05,-0.029201,2.2e-05,2.7e-05,0.010179,1.4e-05,-3e-06,0.024249,-1.2e-05,0.002608,-0.018982,-0.292738,0.026053,-0.018984,0.005228,5.4e-05,0.024316,3e-05,0.024296,-0.019123,-1e-06,0.024284,0.024286,-5e-06,-1.3e-05,-0.019182,-5e-06,0.024337,0.01067,0.000674,7.3e-05,-0.019148,-0.187275,-0.019194
-0.00688,-0.01295,-0.006535,-0.00636,-0.012377,-0.018235,-0.03001,-0.041799,-0.041514,-0.053276,-0.06481,-0.05852,-0.064474,-0.069654,-0.062903,-0.062826,-0.055803,-0.049704,-0.038507,-0.032356,-0.021085,-0.009744,-0.003955,-0.004576,0.00073,0.000993,0.001119,0.001134,0.001463,0.001501,-0.004158,0.002172,0.001905,-0.003758,0.00197,0.001696,0.001667,-0.003771,-0.003659,0.001894,-0.003633,-0.003334,0.002536,-0.00294,-0.002571,-0.002714,-0.002725,-0.002846,-0.003316,-0.00325,0.00209,-0.00375,-0.003895,-0.003959,-0.004134,-0.009505,-0.00377,-0.003586,-0.004109,-0.003918,-0.003872,0.001451,-0.003957,0.001432,0.001707,0.001641,0.000933,0.001166,0.00109,0.001173,-0.004627,0.000664,0.000466,-0.004962,-0.004744,-0.004622,0.001125,0.000895,0.000642,0.000625,0.000724,0.000594,0.000721
0.040739,0.04266,0.038801,0.034371,0.030638,0.025918,0.018495,0.015554,0.012512,0.004352,0.007833,0.003278,-0.000984,-0.000249,0.002694,-0.001599,0.00622,0.004927,-0.004228,-0.000306,-0.004439,-0.004188,-0.001636,-0.004453,-0.007602,-0.002809,-0.002242,-0.005821,-0.004357,-0.004157,-0.006377,-0.001132,-0.005966,-0.00464,-0.005668,-0.006904,-0.007047,-0.001198,0.002896,0.001268,0.00291,0.004183,0.004095,0.005837,0.007441,0.006737,0.006648,0.00239,-0.003412,0.000454,-0.001546,-0.001843,0.001089,0.000762,-8e-05,0.001517,0.001384,0.005704,-0.000206,0.004157,0.004328,0.002598,0.00746,0.002499,0.003665,0.003377,-0.003199,0.001372,0.001049,0.001398,-0.002735,-0.000748,-0.001596,-0.0042,-0.003295,0.000783,0.004712,0.00375,0.002691,-0.000979,-0.000571,-0.001106,-0.000571
-0.034692,-0.033172,-0.028022,-0.02312,-0.017803,-0.012955,-0.002363,0.003531,0.009001,0.018925,0.021207,0.025462,0.030285,0.037978,0.039357,0.044009,0.040882,0.039802,0.041475,0.036268,0.033654,0.026336,0.020421,0.018951,0.017161,0.012573,0.012848,0.018036,0.018742,0.018835,0.024893,0.020242,0.024848,0.025668,0.024946,0.024361,0.024287,0.020272,0.015209,0.014229,0.015159,0.015662,0.015313,0.016281,0.016876,0.016506,0.016433,0.021347,0.025672,0.020483,0.019397,0.019559,0.014017,0.013884,0.013554,0.014446,0.014075,0.009021,0.013448,0.008413,0.008467,0.007501,0.002972,0.007442,0.007836,0.007714,0.011977,0.007008,0.006887,0.007001,0.012474,0.006271,0.005989,0.011999,0.012302,0.007135,0.001552,0.001232,0.000878,0.006179,0.006308,0.006133,0.006304
-0.694323,-0.483657,-0.515441,-0.32307,-4.879991,-0.427709,-1.635684,-1.295166,-0.402741,-0.33022,0.48687,0.228318,0.112668,0.187144,-0.18819,-0.030229,0.096452,0.035635,-0.216747,-0.152563,-0.147448,-0.075136,0.110712,0.033957,-0.002448,0.236496,0.018931,0.168755,0.223586,-0.038736,0.050946,-1.100438,-0.050609,0.072738,-0.131992,-0.153307,-0.150663,-0.110294,-0.066185,-0.064355,-0.066287,-0.103352,2.4e-05,-0.052185,-0.07324,-0.073949,-0.068805,-0.103885,-0.146727,-0.115952,-0.109038,-0.023434,-0.08323,-0.07301,-0.145474,-0.059599,-0.06562,-0.03381,-0.068954,-0.033839,-0.033819,-0.032811,0.000184,-0.032797,-0.032781,-0.034477,-0.069619,-0.033963,-0.042354,-0.033063,-0.070044,-0.036807,-0.034429,-0.070087,-0.070011,-0.041783,0.001055,8e-06,4.4e-05,-0.033837,-0.03384,-0.03385,-0.033841
