0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.003233,-0.00211,-0.007749,-0.002578,-0.008513,-0.002311,0.006101,0.017875,0.018089,0.029877,0.041603,0.043373,0.042916,0.043531,0.038483,0.039248,0.032782,0.027419,0.026469,0.020254,0.021094,0.014707,0.020415,0.021315,0.015536,0.016513,0.015694,0.015433,0.01009,0.006589,0.005278,0.005452,0.001122,0.001074,0.002507,0.002491,0.002438,0.002012,0.006864,0.00719,0.006206,0.0053,0.005058,0.005881,0.005512,0.005512,0.005431,0.000257,2.6e-05,-8.3e-05,-0.000238,-0.000125,2e-06,-0.000624,0.00057,-0.000327,0.001135,8.9e-05,0.005455,-4e-06,5.4e-05,-4.2e-05,3.4e-05,-0.000979
0.018007,0.0159,0.01576,0.019128,0.021065,0.017154,0.037502,0.032727,0.030384,0.024114,0.017315,0.003574,0.005377,-0.000691,-0.005254,-0.010227,-0.00586,-0.007386,-0.002788,0.000843,-0.003101,0.002405,0.001543,-0.002205,-9.5e-05,-0.00384,0.00051,0.002773,0.003465,-0.005177,0.000901,0.000319,-0.005357,-0.005187,-0.011614,-0.011571,-0.011373,-0.009898,-0.007351,-0.008461,-0.003599,0.000996,0.001839,-0.002435,-0.001175,-0.001183,-0.000907,-0.002364,-0.001581,-0.001217,-0.0007,-0.001086,-0.00151,0.002086,-0.003427,0.00109,-0.005326,-0.000311,0.00047,1.8e-05,-0.000178,0.000141,-0.000117,0.0048
-0.038211,-0.038824,-0.038508,-0.037136,-0.03566,-0.031317,-0.034697,-0.017711,-0.012217,0.003651,0.01906,0.031589,0.032447,0.042374,0.046925,0.051021,0.046922,0.046499,0.042087,0.03751,0.035745,0.025557,0.024949,0.023417,0.018188,0.016712,0.012149,0.006764,0.000955,0.004048,0.000145,-7.6e-05,0.004186,0.004258,0.008049,0.008081,0.008169,0.008768,0.009597,0.009176,0.004742,0.000198,0.000528,0.005211,0.005705,0.005706,0.005817,0.00543,0.005739,0.005878,0.006077,0.005927,0.005765,0.000795,0.005038,0.000414,0.00432,-0.000119,1.1e-05,7e-06,-6.9e-05,5.5e-05,-4.4e-05,-0.004516
-0.514133,1.147762,-0.263457,-0.448908,-0.365616,-0.469249,0.096009,-0.413005,-0.244729,-0.012531,-0.02627,-0.078129,-0.175885,0.063773,-0.305829,-0.328601,0.016219,-0.270888,-0.247881,-0.213469,-0.453454,-0.494258,-0.137763,-0.143127,-0.109985,-0.099617,-0.077463,-0.009222,0.000646,0.001661,0.356506,-0.004968,-0.042758,-0.037078,-0.054158,0.317088,-0.047443,-0.068294,-0.073403,0.228313,-0.040844,-0.00408,-0.001796,-0.032225,-0.034269,-0.033738,-0.037172,-0.035579,0.001739,-0.042319,-0.036157,-0.037595,-0.039219,-0.000554,-0.037011,0.001224,-0.03976,-0.001019,-0.000133,-0.000161,-0.000136,-8.9e-05,-5.8e-05,0.037972
0.708891,2.709268,0.596157,0.744781,1.093069,0.826282,0.431383,0.54916,0.659106,0.123985,-0.006095,0.265253,-0.061094,-0.349861,0.181745,0.077327,-0.34461,-0.030527,-0.029653,-0.021267,0.24156,0.421656,-0.025451,-0.008992,0.010984,-0.071248,0.028663,0.09463,-0.035391,-0.033477,-0.535717,0.000627,0.0088,0.003922,0.0008,-0.555442,-0.015214,0.012864,-0.012798,-0.453801,-0.00218,-0.007787,-0.008712,-0.01862,-0.012091,-0.012859,-0.015581,-0.008483,-0.053052,-0.001985,-0.008772,-0.004065,0.000905,0.00041,0.011204,-0.013008,0.009865,0.001279,-0.001404,2.1e-05,2.5e-05,1.1e-05,5e-06,0.001395
0.703068,-0.300571,0.620598,0.789729,0.327679,0.412703,-0.200875,0.279789,0.079997,-0.026552,0.08654,-0.195856,0.098381,-0.407364,-0.301787,-0.157935,-0.499045,-0.043948,-0.021386,-0.030137,0.375595,0.47473,-0.051168,-0.075009,-0.087446,0.074722,-0.075908,-0.122646,0.06244,-0.018567,-0.336184,0.043675,-0.012315,-0.021098,-0.076037,-0.426982,-0.045445,-0.032073,0.018364,-0.320267,0.018685,0.037595,0.034258,0.041988,0.006824,0.006357,0.044498,0.005105,-0.018109,0.018552,0.005508,0.008613,0.013727,-3.2e-05,-0.012039,0.025535,-0.015965,0.000803,0.003808,-0.000142,-0.000116,-7.6e-05,-4.9e-05,0.020163
0.01094,0.022577,0.022182,0.027453,0.033079,0.03347,0.019447,0.004491,-0.000636,-0.012909,-0.040707,-0.051966,-0.057554,-0.063845,-0.069121,-0.069152,-0.056252,-0.04263,-0.035831,-0.025733,-0.018579,-0.009131,-0.010976,-0.009182,-0.006249,-0.00619,-0.012375,-0.010688,-0.015295,-0.014292,-0.014267,-0.012332,-0.013219,-0.00755,-0.00116,-0.007246,-0.001556,-0.004986,0.004687,0.000365,0.000755,0.001247,0.000221,0.000232,-0.000222,0.000742,0.000899,0.001173,0.001756,0.001719,0.006346,0.000991,-0.000313,-0.000383,-0.000512,-0.000839,-0.000143,-0.000382,-0.000413,-6.1e-05,0.005681,2.4e-05,-1.8e-05,0.000469
0.013731,0.016275,0.014828,0.019304,0.02167,0.023313,0.045759,0.053459,0.052767,0.035624,0.02889,0.015312,0.012417,-0.003292,-0.011454,-0.014812,-0.014456,-0.006103,0.002202,0.003762,0.000439,0.003823,-0.001262,-0.009015,-0.016883,-0.016656,-0.020549,-0.012629,-0.015339,-0.012587,-0.015611,-0.010465,-0.01594,-0.013607,-0.009457,-0.009531,-0.010483,0.002794,-0.006794,0.000933,0.001934,0.003199,-0.002691,-0.002664,-0.007093,-0.004621,-0.0075,-0.0068,-0.002015,-0.002116,-0.005788,-0.00071,-0.004078,-0.00427,-0.004605,-0.005453,-0.003659,-0.004272,-0.004351,-0.00015,-0.000948,6.6e-05,-5.4e-05,0.004491
-0.028363,-0.034404,-0.035015,-0.046667,-0.052424,-0.051529,-0.053301,-0.041607,-0.034745,-0.015559,0.002286,0.022731,0.028146,0.047522,0.06399,0.069203,0.075735,0.072323,0.062255,0.049109,0.027545,0.008678,0.006709,-0.003143,-0.006645,-0.00666,-0.00138,-0.004845,0.00757,0.008715,0.014143,0.016332,0.020799,0.014775,0.009502,0.009807,0.009103,0.001483,0.003594,0.000387,0.000801,0.001324,0.005617,0.005631,0.010548,0.011576,0.017146,0.017436,0.012639,0.012587,0.010774,0.006425,0.005097,0.005023,0.004893,0.00456,0.005268,0.005028,0.004998,-5.8e-05,-0.000731,2.4e-05,-2.3e-05,-0.004947
-0.214504,0.018422,-0.265295,-0.091981,-0.186807,0.097059,0.084582,0.278488,-0.126486,-0.296212,-0.12625,0.864507,-3.090644,-0.242415,-0.154793,-0.081011,-0.061903,0.079135,-0.204481,-0.24842,-0.137292,-0.031068,-0.035466,0.00154,-0.001529,-0.010717,-0.035622,0.112265,0.231623,0.161768,-0.037196,-0.066963,-0.14295,-0.104947,-0.038682,0.204008,0.032154,0.033361,-0.0338,0.233371,0.077812,0.039897,-0.037626,-0.033467,0.054653,0.084329,-0.112255,-0.107749,-0.069555,0.017716,-0.029405,-0.039742,-0.035888,-0.204583,-0.029302,-0.035057,0.186807,0.191644,-0.035491,-0.002735,0.000563,-3.5e-05,-1.9e-05,-0.199325
