0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
-0.001018,-0.001424,-0.001876,-0.002329,-0.00273,-0.003149,0.00365,-0.003163,0.003296,0.003702,0.003744,0.004155,0.004226,0.011147,0.011592,0.012439,0.02047,0.028001,0.027892,0.028556,0.022006,0.022758,0.016085,0.00938,0.009352,0.002705,0.008826,0.001697,0.002255,0.001797,0.000805,0.007325,0.006768,0.000246,0.006228,0.006252,0.006864,0.006428,0.006387,0.006368,0.00695,0.007002,0.000677,0.000818,0.000955,0.000461,0.000445,0.00046,0.000444,0.000471,-0.00014,0.000377,0.000348,0.000295,0.006644,0.000842,0.000868,0.00033,0.000377,0.000386,0.000412,-0.000131,-8.5e-05,0.000532,-1.7e-05,-3.1e-05,-1e-06,1e-06
-0.0019,0.002549,0.004892,0.007271,0.011821,0.015993,0.016052,0.015637,0.022621,0.017958,0.019899,0.015428,0.018937,0.025463,0.022926,0.018402,0.007981,0.005682,0.009099,0.002357,0.001542,-0.009975,-0.011311,-0.012915,-0.013607,-0.01449,-0.00887,-0.003938,-0.011272,-0.007121,0.003268,0.004295,0.010584,0.008971,0.014006,0.012671,0.003763,0.006424,0.00654,0.006573,-0.000308,-0.001611,-0.003496,-0.006197,-0.008681,-0.004124,-0.003811,-0.004009,-0.003676,-0.004158,0.00251,-0.002406,-0.001917,-0.000958,0.000349,-0.006505,-0.006994,-0.001659,-0.002498,-0.002675,-0.003113,0.002313,0.001505,-0.005245,0.00028,0.000557,2e-05,-2.5e-05
-0.019106,-0.024101,-0.031004,-0.037947,-0.04292,-0.048363,-0.049119,-0.04909,-0.052469,-0.047978,-0.046314,-0.041488,-0.038135,-0.032169,-0.02526,-0.010852,0.006315,0.022115,0.025424,0.036972,0.045499,0.052131,0.051256,0.049997,0.049013,0.048687,0.043952,0.039852,0.042099,0.036794,0.028137,0.028165,0.024697,0.023747,0.018609,0.017478,0.018701,0.012455,0.012472,0.012463,0.015376,0.014375,0.013531,0.011544,0.009741,0.005032,0.005262,0.005121,0.005364,0.005015,0.001818,0.006282,0.006631,0.007319,0.007707,0.011332,0.010982,0.006799,0.006201,0.006074,0.005763,0.001634,0.001061,0.004259,0.000197,0.000393,1.3e-05,-1.7e-05
-0.339366,-0.214771,-0.411161,-0.421141,-0.413366,-0.584907,-0.452025,-0.521948,-0.409006,-0.267024,-0.170735,-0.114876,0.036164,-1.047253,0.195868,0.454812,0.336266,0.847496,1.188803,0.861674,0.192398,3.819693,0.184455,0.175724,0.213479,0.290168,0.351615,-0.094384,-0.096713,-0.086332,0.247813,-0.025794,0.205157,0.019667,-0.049262,0.027778,-0.093603,-0.053613,-0.044856,0.040304,0.201041,-0.085443,-0.102755,0.197658,0.108389,0.249691,0.098779,-0.038595,-0.034928,-0.050015,0.001943,-0.036201,-0.046315,-0.03108,-0.026243,-0.024631,-0.080867,0.253636,0.034045,-0.04402,-0.045573,0.354781,-0.000371,-0.03656,0.000194,0.000126,0.000106,7.2e-05
0.608062,0.486921,0.854729,0.870682,0.904822,1.089039,0.887397,1.145258,0.997972,0.71537,0.576947,0.452814,0.230733,-1.028136,-0.078448,-0.447187,-0.486982,-1.247299,-1.597602,-1.35785,-0.595653,2.462899,-0.397755,-0.4707,-0.598883,-0.68405,-0.71455,-0.175749,-0.175504,-0.150261,-0.460664,-0.163559,-0.3906,-0.152717,0.037674,-0.141605,0.080817,0.076441,-0.026194,-0.146962,-0.24669,-0.015739,0.113983,-0.321073,-0.226781,-0.379916,-0.178423,0.002943,-0.004492,0.020887,-0.014971,0.010076,0.018841,-0.019995,-0.043015,-0.064272,0.013691,-0.353671,-0.085844,0.003396,0.004519,-0.438722,-0.01266,0.010155,0.000112,6.2e-05,6.3e-05,3.2e-05
0.375302,0.322859,0.59064,0.691127,0.66256,1.022742,0.94266,0.865455,0.834072,0.592092,0.488732,0.39875,0.253137,-0.354273,0.079706,-0.233854,-0.230238,-0.852025,-1.120077,-0.91599,-0.280791,2.896111,-0.429917,-0.540533,-0.415109,-0.521554,-0.501181,-0.05964,-0.114965,-0.06938,-0.238921,0.019825,-0.11714,-0.021257,-0.026398,0.051778,-0.092735,-0.105467,0.064174,0.016748,-0.35452,0.044094,-0.145748,-0.23733,-0.17594,-0.300113,-0.115554,-0.026965,0.006822,-0.013395,0.024836,-0.018139,-0.013779,-0.008154,0.014082,-0.063085,-0.007649,-0.220023,-0.085016,0.010426,0.010852,-0.246082,0.025947,-0.01812,0.000205,0.000152,0.000117,7.1e-05
-0.028649,-0.028683,-0.028961,-0.029243,-0.029301,-0.022477,-0.029821,-0.029927,-0.023235,-0.023287,-0.016559,-0.016481,-0.002272,-0.002015,-0.001819,-0.001217,-0.014808,-0.035151,-0.041838,-0.048055,-0.054132,-0.053184,-0.045814,-0.044997,-0.037179,-0.029884,-0.022194,-0.014973,-0.008262,-0.002028,0.010938,0.009972,0.009757,0.015692,0.0151,0.021512,0.020978,0.013879,0.000272,0.007133,0.000761,-0.005407,-0.005198,-0.004932,-0.004745,-0.004985,-0.004966,-0.005216,0.001181,-0.005416,0.001112,0.001223,0.001174,0.001213,0.001074,0.000887,0.000714,0.000788,0.000726,0.000656,-0.005914,-0.00594,-0.005855,0.000619,-0.005815,0.000649,0.000758,0.000536
0.007892,0.006293,0.009948,0.013423,0.0113,0.007622,0.012435,0.011576,0.015342,0.009269,0.020286,0.015097,0.023324,0.028625,0.032382,0.021509,0.018523,0.018701,0.010108,0.006273,-0.003201,-0.002118,-0.005756,-0.011327,-0.011938,-0.015322,-0.011436,-0.010181,-0.016344,-0.025312,-0.025378,-0.027133,-0.023956,-0.02089,-0.011168,-0.009314,-0.003925,0.00797,0.002442,0.003367,0.001897,0.006942,0.008691,0.005945,0.012149,0.005009,0.009825,0.002728,-0.004097,-0.003811,-0.009362,-0.013103,-0.018261,-0.013132,-0.014305,-0.011168,-0.012684,0.002249,0.006412,0.005771,0.010608,0.005512,0.006117,0.005242,0.001583,0.000765,0.006369,0.004524
-0.028175,-0.029799,-0.035812,-0.042055,-0.044298,-0.048664,-0.053646,-0.054856,-0.061613,-0.059036,-0.068065,-0.064171,-0.066214,-0.060581,-0.05627,-0.037796,-0.019674,0.002573,0.013465,0.029831,0.049406,0.059948,0.065323,0.077915,0.085562,0.090883,0.093042,0.092473,0.094941,0.094244,0.084154,0.073162,0.066916,0.051769,0.033712,0.026496,0.013644,-0.002389,0.001927,0.002562,0.009993,0.014022,0.015348,0.021503,0.017738,0.020496,0.015764,0.018627,0.021628,0.021921,0.025904,0.031339,0.035774,0.031284,0.030455,0.024552,0.023502,0.009597,0.004382,0.003938,-0.000671,0.003872,0.004268,0.003534,0.009172,0.008466,0.00424,0.002999
1.256725,-0.226274,-0.182587,-0.092511,-0.237104,-0.204506,0.023532,0.153249,0.080815,0.145152,0.066537,0.025981,0.041919,0.1601,0.152801,0.225207,1.62931,1.917967,0.476999,0.46306,0.574138,0.407704,0.291748,0.074954,1.44938,1.379857,-0.312605,-0.306479,-0.327255,-0.343565,-0.261355,1.39424,-0.105378,0.002998,-0.032478,-0.072308,-0.091529,-0.930072,0.003046,-0.952968,-0.036756,-0.033688,-0.02274,-0.070168,-0.033416,-0.069619,-0.034243,-0.069738,-0.104225,-0.116198,0.022377,-0.069501,0.010311,-0.056086,1.047633,0.012592,-0.119215,-0.032839,-0.037262,0.009368,0.036058,-0.028625,0.006641,0.006963,-0.036437,-0.034177,0.001719,0.006214
