0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
-0.004531,0.000192,-0.005411,-0.011937,-0.011852,-0.017138,-0.01789,-0.019053,-0.036217,-0.043169,-0.049615,-0.049875,-0.039132,-0.028095,-0.022382,-0.005409,0.001729,0.002161,0.008751,0.021191,0.021838,0.027153,0.031719,0.037101,0.03285,0.032854,0.03725,0.032938,0.032657,0.027122,0.021581,0.021206,0.021775,0.020888,0.016199,0.016338,0.016077,0.010696,0.009629,0.004079,0.003178,0.002174,-0.002389,-0.002485,-0.001888,-0.001841,0.003872,0.000409,0.004772,0.001002,0.004488,0.011044,0.01104,0.0059,0.011169,0.005254,0.005645,0.005775,0.005535,0.000479,0.005254,0.005288,-0.000987,0.00041,-0.000584,0.004599,-0.000418,0.000505,0.005217,0.005278,0.001224,0.001334,0.006142,0.000977,0.000777,0.001206,0.00013,-0.000703,-0.005084,-0.000198,-0.000182,-0.000305,-0.000797,-0.000847,-0.000793,-0.000333,-0.000427,-0.000632,-0.000667,-0.000952,-0.000794,-0.000453,-0.000187
-0.005398,0.000421,-0.000593,0.003433,0.003076,0.000705,0.00511,0.011367,0.010228,0.017563,0.021908,0.024277,0.030418,0.034247,0.03459,0.034638,0.024863,0.022267,0.015339,0.006528,0.002278,0.003755,0.00894,0.0097,0.002313,0.002338,0.008815,0.002179,0.003408,0.001784,-8e-06,0.001332,-0.002329,0.000743,-0.004372,-0.004945,-0.004207,-0.005218,0.000206,-0.000518,0.003948,0.008759,0.005248,0.007039,0.005016,0.004855,0.004272,-0.004291,0.001153,-0.006323,0.00208,-0.002884,-0.002871,-0.004194,-0.003324,-0.00058,-0.001866,-0.002282,-0.00148,-0.003086,-0.000573,-0.00069,0.003172,-0.002849,0.001882,0.003029,0.00134,-0.003163,-0.000494,-0.000696,-0.007003,-0.007364,-0.005013,-0.006227,-0.005591,-0.006968,-0.001978,0.002235,-0.001487,0.000635,0.000582,0.000976,0.002562,0.002715,0.002538,0.001068,0.001369,0.002034,0.002143,0.003057,0.002548,0.001454,0.000596
-0.00229,-0.006579,-0.006725,-0.011172,-0.011344,-0.012149,-0.016729,-0.020373,-0.019771,-0.022434,-0.019702,-0.018454,-0.01602,-0.014767,-0.014918,-0.015863,-0.014343,-0.015568,-0.012718,-0.004729,-0.000293,6.8e-05,0.002281,0.002303,0.005528,0.00555,0.001889,0.005489,0.006105,0.012182,0.018167,0.018818,0.023552,0.025001,0.029342,0.029073,0.029411,0.029222,0.025116,0.025089,0.02056,0.016153,0.014861,0.009221,0.008349,0.008265,0.007799,0.010809,0.006525,0.009997,0.006884,0.010987,0.010998,0.010668,0.010839,0.005839,0.005345,0.005192,0.005511,0.005058,0.005867,0.005822,0.001213,0.005154,0.000718,0.000996,0.000509,0.005039,0.005896,0.005821,0.009836,0.009712,0.010463,0.01016,0.01041,0.009914,0.005516,0.000823,-0.000409,0.000236,0.000216,0.00036,0.000942,0.000994,0.000925,0.000391,0.0005,0.000741,0.000779,0.001109,0.000922,0.000527,0.000216
0.041206,0.032629,0.031749,0.065708,0.065715,0.063726,0.097632,0.135991,0.130025,4.454589,-0.402124,0.114956,-0.010531,-0.396487,0.087062,0.693907,0.046338,1.387911,0.40984,2.724942,0.310181,1.396912,-0.001075,-0.414217,-0.069673,0.001756,0.113301,0.083393,0.104543,0.09483,0.024054,0.023252,-0.083866,-0.043178,-1.811877,0.008387,-1.792487,-0.045711,-3.823602,-0.089525,-0.069943,-0.048558,-0.064878,-0.045383,-0.010123,-0.010125,-0.028006,-0.06641,-0.031039,-0.067263,-0.06084,-0.064449,-0.064673,-0.066757,-0.064653,-0.0181,-0.031172,-0.033362,-0.360181,-0.033205,-0.031338,-0.031072,0.168121,-0.033866,-0.083361,-0.003276,-0.001931,-0.035249,-0.031104,-0.040022,-0.068825,-0.068556,0.092435,-0.075474,-0.070638,-0.07268,-0.035993,-0.002002,-0.00441,0.003836,0.002074,0.017855,0.002818,0.016607,-1.849286,0.000355,0.004817,0.006363,0.004059,0.004653,0.000644,0.003498,0.001211
0.067293,0.009348,0.025507,0.03612,0.036035,0.051027,0.060791,0.040405,0.085065,-1.678135,-0.376648,0.162985,0.135976,-0.348889,0.379673,0.717491,0.716198,0.099727,0.867679,2.006551,0.639134,-0.024205,-0.025654,-0.640253,-0.12101,-0.22892,-0.620265,-0.637224,-0.724772,-0.83994,-0.616789,-0.632945,-0.299331,-0.463902,-2.069517,-0.920731,-2.097152,-0.670192,0.007426,-0.354975,-0.257556,-0.158657,-0.036134,0.008242,-0.128808,-0.126587,-0.041506,-0.023638,-0.027062,-0.007377,-0.021288,-0.039197,-0.039487,-0.02447,-0.039813,-0.113432,-0.02732,-0.01284,0.018172,-0.012159,-0.02732,-0.027418,-0.423991,0.007383,-0.369471,-0.013233,0.004781,0.002233,-0.027435,0.000722,-0.009533,-0.010204,-0.457305,0.00463,-0.007899,-0.002843,-0.0061,0.006164,0.020523,0.003367,0.002532,-0.092636,0.005365,-0.093403,-1.595731,8.1e-05,0.004191,-0.010299,0.003597,0.003961,0.00088,0.002859,0.000937
-0.096569,-0.002036,-0.032445,-0.040382,-0.040417,-0.069806,-0.073306,-0.027945,-0.1162,2.901422,0.396374,-0.271744,-0.240839,0.394771,0.362518,0.02031,0.669569,1.399928,0.816383,-0.69557,0.200025,0.707042,0.011417,0.843307,0.195529,0.085402,-0.166992,-0.246144,-0.301002,-0.385955,-0.282766,-0.260642,-0.043937,-0.122422,1.254631,-0.541062,1.480793,0.349983,-3.588447,0.559569,0.410317,0.2631,0.032968,0.084109,0.192879,0.193141,0.056372,0.005265,0.031986,-0.020792,-0.001648,0.038592,0.038692,0.009355,0.038619,0.177689,0.031616,0.006758,-0.345224,0.002562,0.032061,0.031655,-0.234083,-0.022763,0.001338,0.063127,0.002989,-0.022427,0.031614,0.014005,-0.020043,-0.020456,-0.016088,-0.012297,-0.02047,-0.017352,0.005702,0.002775,-0.026276,-0.002622,-0.001701,0.170918,-0.006443,0.172172,1.333331,0.00016,-0.003117,0.022271,-0.002586,-0.003064,7.9e-05,-0.002279,-0.00066
0.013356,0.013614,0.019832,0.019651,0.019607,0.019406,0.018583,0.012722,0.011899,0.010449,0.0043,-0.001383,-0.011811,-0.011024,-0.011066,-0.006842,-0.015355,-0.015372,-0.024607,-0.026962,-0.018479,-0.023193,-0.02281,-0.023075,-0.023044,-0.023436,-0.029436,-0.027388,-0.020704,-0.008922,-0.010575,-0.005583,-0.015708,-0.005629,-0.00053,-0.001009,0.008543,0.007098,0.011174,0.000225,0.000282,0.000982,-0.004038,-0.009718,-0.003366,-0.008696,-0.008695,-0.003904,-0.004044,-0.004956,-0.000591,-0.00018,-0.000637,1.8e-05,-6e-06,-6e-05,0.000295,-8e-06,-0.000417,-0.000267,0.000355,0.001149,0.000919,0.000581,0.001167,6.3e-05,-8.6e-05,0.000366,0.000601,0.000906,0.006198,0.001109,3.5e-05,-0.000433,-0.001107,-0.000927,-0.000836,-0.000141,2.6e-05,5.2e-05,-0.000214,-0.000243,0.004944,-0.000727,-0.000993,-0.000662,-0.00562,0.000615,1.6e-05,-0.000382,-0.000348,0.004712,-0.000999
0.012661,0.01701,0.020476,0.020161,0.020118,0.019723,0.013764,0.014923,0.008807,0.000521,-0.002874,-0.004659,0.001942,0.004569,0.004418,-0.001711,-0.008879,-0.00883,0.001217,0.013746,0.019731,0.024063,0.021132,0.016346,0.016192,0.011208,0.007959,0.012952,0.013961,0.015282,0.010651,0.004243,0.012779,0.003749,0.004404,0.00315,-0.003432,-0.003818,-0.01221,-0.005987,-0.005848,-0.000723,0.00191,0.002783,0.006882,0.008645,0.00857,0.005383,0.005016,0.002692,-0.004779,-0.000446,-0.004903,4.6e-05,-1.2e-05,-0.000152,0.00075,-1.3e-05,-0.004352,-0.003975,-0.002395,-0.00038,-0.000956,-0.005097,-0.003609,-0.00972,-0.010107,-0.005656,-0.005072,-0.000979,0.000498,0.006155,9e-05,-0.001098,-0.002819,-0.002353,-0.002125,-0.000357,6.6e-05,0.000131,-0.000542,-0.000619,-0.002735,-0.001853,-0.002532,-0.001688,0.001024,0.004871,3.5e-05,-0.001011,-0.000886,-0.003338,-0.002536
-0.015762,-0.02076,-0.02635,-0.026414,-0.026391,-0.026487,-0.022233,-0.021432,-0.017316,-0.014324,-0.008737,-0.002339,0.001356,0.002681,0.002607,-0.000882,-0.0044,-0.004399,0.001422,0.007742,0.010753,0.013054,0.018541,0.023088,0.022931,0.027431,0.033029,0.035197,0.035296,0.028198,0.025992,0.029712,0.026989,0.029277,0.022346,0.021802,0.018433,0.011556,0.014652,0.011104,0.011174,0.006428,0.007807,0.008518,0.002982,0.004024,0.003989,0.002402,0.002263,0.001398,0.004901,-0.000165,0.004854,1.5e-05,-5e-06,-5.6e-05,0.000278,-3e-06,0.005061,0.005201,0.005784,0.006522,0.006312,0.011463,0.012012,0.016486,0.016365,0.011311,0.011529,0.00632,-0.00025,-0.004488,3.3e-05,-0.000387,-0.000996,-0.000832,-0.000752,-0.000128,2.5e-05,4.7e-05,-0.000191,-0.00022,-0.001397,-0.000661,-0.000904,-0.000604,0.000787,-0.004932,1.2e-05,-0.000371,-0.000318,-0.001618,-0.000911
0.108169,-0.754289,-0.628552,0.244188,-0.505145,0.217037,0.151759,0.157748,0.126062,0.075937,0.032865,-0.000881,0.006856,-0.019267,-0.013535,7.255287,7.62326,7.22187,-0.232427,-5.551785,-0.512962,-0.168268,-0.199586,-0.157804,-1.676805,-1.714467,-0.1481,-0.024202,-0.025643,0.054105,0.064869,-0.044066,0.038117,-0.004705,-0.057485,-0.010093,0.057387,0.033043,-0.101034,-0.074045,-0.024221,-0.010276,-0.036564,-0.044587,-0.022209,0.004602,-0.031749,-0.13364,0.000784,-0.000721,-0.033486,-0.00334,-0.034283,0.000123,9.2e-05,7.5e-05,4.7e-05,-0.003157,-0.158823,-0.033669,-0.033777,-0.033952,-0.038051,-0.072062,-0.068782,-0.099838,-0.101652,-0.058959,-0.063168,-0.038292,0.001034,0.034185,-0.024314,-0.004729,-0.001429,1.8e-05,-0.001559,-0.001399,-2.1e-05,-5e-06,-0.0,-2e-06,0.000988,-0.000454,-0.001632,-3e-06,0.000961,0.034342,0.003764,1.45279,-0.000485,-0.000784,-0.000725
