0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.000748,-0.001424,-0.008113,-0.020164,-0.014119,-0.008386,-0.008054,0.004011,-0.001652,0.004911,0.01089,0.010872,0.022783,0.023084,0.028964,0.029232,0.034653,0.034908,0.02894,0.029159,0.023087,0.02252,0.022796,0.016806,0.016806,0.01682,0.011034,0.010877,0.010823,0.017109,0.016374,0.016779,0.017261,0.022703,0.017261,0.022837,0.017031,0.01759,0.01216,0.011556,0.006047,0.000638,0.000688,0.000141,-0.000336,-0.005801,-0.005702,-0.000153,0.000151,0.000287,0.000344,0.000329,-0.00035,0.00027,0.000353,-0.000216,0.000423,0.005907,0.000228,0.000128,0.000119,0.000124,0.000812,0.000119,1.9e-05,2.5e-05,-3.8e-05,-0.000676,-0.005371,0.00025,-0.000365,-0.005742,-6e-05,0.000114,0.00556,3.9e-05,4e-06,-0.000633,-1e-06,1.9e-05,-0.00066,1.7e-05,-8.7e-05,0.005355,-3e-06,0.000116,0.000817,0.000762,-7e-06,-6.9e-05,0.0,3e-06,-7e-05,0.000524,0.000556,-0.000109,6e-06,-0.005527,-1.2e-05,0.0
0.007619,0.018473,0.029412,0.027213,0.026303,0.03131,0.024909,0.027788,0.022515,0.01188,0.013582,0.013494,0.016809,0.013845,0.013729,0.007542,0.017634,0.0121,0.012503,0.010986,0.012896,0.019076,0.014643,0.015,0.012521,0.011354,0.009916,0.01161,0.011942,0.0057,0.012732,0.00829,0.00354,0.005956,0.003231,0.004091,0.00423,-0.001371,-0.004352,0.000502,-0.001238,-0.003696,-0.004163,0.000287,0.004103,0.002662,0.001751,0.002468,-0.000562,-0.00192,-0.002496,-0.002321,0.003464,-0.001703,-0.002549,0.002134,-0.003237,-0.002221,-0.001312,-0.000324,-0.000237,-0.000294,-0.006165,-0.000283,0.0007,0.000648,0.001282,0.006635,-0.000845,-0.00156,0.003568,0.00196,0.000584,-0.001145,-0.000199,-0.000375,-3.7e-05,0.00531,1.5e-05,-0.000164,0.005584,-0.000143,0.000876,0.001793,-5e-06,-0.001116,-0.007035,-0.006484,5.7e-05,0.000667,-1e-06,-2.8e-05,0.000675,-0.004155,-0.004459,0.001029,-6.4e-05,-0.000157,0.000108,-1e-05
-0.01023,-0.018541,-0.026284,-0.026579,-0.027458,-0.032047,-0.028404,-0.027396,-0.022814,-0.01504,-0.014398,-0.014434,-0.013246,-0.007792,-0.008295,-0.004829,-0.006356,-0.002514,-0.001839,0.004401,0.005938,0.002471,0.006888,0.007452,0.005946,0.005254,0.004822,0.005754,0.005921,0.008876,0.005853,0.010224,0.014451,0.015298,0.020979,0.02099,0.021373,0.025123,0.023925,0.01965,0.019114,0.018237,0.017995,0.013483,0.008656,0.008299,0.00785,0.007809,0.006349,0.005704,0.005427,0.00551,0.001632,0.005798,0.005397,0.000999,0.005075,0.005193,0.00597,0.006427,0.006461,0.006427,0.01029,0.006425,0.006869,0.006836,0.00712,0.002981,0.006488,0.005823,0.001587,0.001209,0.000261,-0.000507,-0.000427,-0.000167,-1.7e-05,-0.00416,6e-06,-7.3e-05,-0.004033,-6.3e-05,0.000387,0.000453,-8e-06,-0.000497,0.003388,0.003634,2.4e-05,0.000295,-3e-06,-1.3e-05,0.000301,0.004669,0.004534,0.000454,-2.9e-05,0.000265,5e-05,-3e-06
0.000102,0.068088,0.108912,0.012701,0.06482,-0.365624,0.08755,0.11585,0.185486,0.112661,0.122109,0.126863,0.268296,-0.109369,0.274395,0.219454,-0.241685,0.108321,0.066921,0.030358,0.023544,-1.194754,-1.081369,0.181245,0.356708,-0.006296,0.006081,-0.013362,-0.287731,-0.018514,0.010997,-0.025756,0.001175,-0.008773,0.094257,0.163859,-0.095706,0.167247,-0.015655,0.09178,0.049355,0.139495,0.014069,0.205867,-0.043996,-0.035196,-0.045095,0.020692,-1.141594,-0.035513,-0.043066,-0.048098,0.004091,-0.034085,-0.034367,0.066427,-0.042382,-0.034445,-0.034387,-0.034393,-0.047922,-0.034429,-0.078976,0.038131,0.023921,-0.033338,-0.029689,0.002489,-0.036346,-0.039957,-0.011925,-0.00226,0.000162,-0.001845,0.003028,0.012152,0.013782,0.036427,0.022865,0.010582,0.051331,-0.037221,0.001878,0.005398,0.40022,0.37178,0.280726,-0.051576,-0.000384,9.7e-05,7.7e-05,4.9e-05,3.8e-05,-0.03641,-0.036414,1.6e-05,1.2e-05,-0.002039,1.3e-05,3e-06
0.370631,0.418036,0.527085,1.066875,0.866871,-1.09533,0.414847,0.307193,-0.102787,-0.050048,-0.182014,-0.188202,-0.921869,-1.23795,-1.043873,-1.256149,-0.796713,-0.527485,-0.316597,-0.223524,-0.215959,-0.67875,-0.901489,-0.811596,-0.732364,-0.160965,-0.057046,-0.106488,-0.70765,-0.073862,-0.07902,-0.068247,-0.173604,-0.174751,-0.360667,-0.493042,-0.085573,-0.487986,-0.221536,-0.324822,-0.257946,-0.348798,-0.178519,-0.423976,-0.006298,0.002925,0.018589,-0.095406,-1.911209,0.010313,0.016216,0.100409,-0.012441,-0.006287,-0.006616,-0.100769,0.003879,-0.006201,-0.00665,-0.006652,0.099715,-0.006644,0.023651,-0.12278,-0.112272,-0.00123,-0.017395,-0.014643,0.008646,-0.000369,-0.002893,0.015821,9.5e-05,0.015089,-0.013832,-0.011419,-0.104251,-0.008498,-0.10736,-0.010719,-0.021482,0.084018,-0.01855,-0.019517,-0.535506,0.641953,-0.417296,0.01807,5.9e-05,6.3e-05,3e-05,1.8e-05,9e-06,0.008323,0.008318,8e-06,1.6e-05,0.015205,-0.0,8e-06
0.278737,0.125551,0.407148,0.631878,0.559945,2.596252,0.307703,0.561996,0.220485,0.038442,0.268743,0.226334,-0.103877,-0.305393,0.258793,-0.011169,0.29777,0.650146,0.52629,0.356019,0.34514,-0.881606,-1.073746,0.039427,-0.105254,0.313399,0.111557,0.165064,0.686737,0.112482,0.134992,0.116948,0.045129,0.080665,-0.081221,-0.189055,0.079896,-0.186426,-0.078077,-0.122254,-0.116049,-0.246412,-0.131341,-0.283606,0.036102,-0.000493,-0.025452,-0.030136,1.674493,-0.019242,-0.015221,-0.161575,0.022157,0.005101,0.005312,-0.070213,0.008092,0.010392,0.005304,0.005263,-0.162789,0.005215,-0.035368,-0.077479,-0.034664,0.003779,0.026892,0.024432,-0.023825,0.007809,0.027817,-0.02869,0.00023,-0.024331,0.028287,-0.003957,0.16879,0.01919,0.172379,-0.004381,0.015457,0.041811,0.024753,0.027146,-0.323411,-0.581023,-0.307159,-0.012014,0.000647,0.00014,9.7e-05,8.4e-05,4.7e-05,-0.019324,-0.019335,2.1e-05,1.5e-05,-0.029227,1.5e-05,2e-05
-0.019957,-0.019721,-0.013741,-0.013863,-0.020232,-0.013944,-0.019837,-0.019675,-0.013564,-0.013238,-0.024891,-0.018457,-0.030068,-0.035844,-0.041384,-0.041183,-0.046935,-0.046886,-0.04687,-0.052532,-0.046456,-0.046434,-0.046197,-0.045999,-0.051781,-0.046001,-0.046035,-0.046047,-0.040175,-0.040666,-0.034837,-0.029208,-0.023272,-0.017701,-0.01149,-0.005964,-0.011242,-0.005013,0.001041,0.001312,-0.003832,0.002345,-0.003542,0.002458,-0.003161,0.002913,-0.002719,0.002653,0.002636,0.002441,0.00228,-0.008639,-0.008982,-0.009249,-0.014887,-0.015019,-0.015144,-0.015937,-0.015789,-0.015834,-0.010744,-0.004725,-0.009762,-0.010119,-0.004355,0.00136,0.000956,0.000742,0.005733,0.000153,-0.00051,-0.000289,-0.000159,-0.005674,0.00028,0.000344,0.001059,0.001231,0.001819,0.001475,0.001592,0.001994,0.002254,0.0023,0.002485,-0.003052,-0.003092,0.002685,-0.00251,-0.002462,-0.002826,-0.003771,0.001671,0.001445,0.001229,0.001021,0.001422,-0.003881,-0.003585,0.001804
0.022686,0.019521,0.028647,0.03413,0.041339,0.04188,0.038792,0.037725,0.038864,0.034215,0.029488,0.018999,0.016959,0.013108,0.008198,0.002908,-0.003198,0.002966,-0.001856,-0.000231,0.005564,0.01058,0.01076,0.010992,0.010705,0.005105,0.000283,3.9e-05,-0.000257,-0.006815,-0.00701,-0.012136,-0.008125,-0.010094,-0.005089,-0.010987,-0.003858,-0.002724,-0.0024,-0.001109,0.002807,0.003823,0.000424,0.000692,-0.001541,-0.000808,0.000475,-0.002051,0.001557,0.000639,0.003522,0.010779,0.005372,0.004024,0.008173,0.010944,0.010245,0.002925,0.003458,0.00322,-0.003457,0.00098,0.004136,-0.000932,-0.001132,0.002084,0.000394,0.003088,-0.000198,0.000654,-0.009244,-0.008299,-0.007758,-0.010175,-0.005941,-0.009281,-0.00273,-0.002017,0.004025,-0.000999,-0.000506,0.004779,0.005877,0.006093,0.006867,0.007659,0.00743,0.007735,0.009802,0.009927,0.008334,-0.00282,-0.000103,-0.004638,-0.005544,-0.006427,-0.001162,0.000146,0.004952,0.003994
-0.031027,-0.02535,-0.027689,-0.024436,-0.027415,-0.027145,-0.028486,-0.028906,-0.028359,-0.023585,-0.018491,-0.010186,-0.003744,0.001295,0.005994,0.01016,0.014024,0.01026,0.014714,0.015743,0.011562,0.007183,0.00722,0.007302,0.00729,0.011164,0.015613,0.015471,0.015135,0.018743,0.018484,0.0227,0.017614,0.016438,0.01181,0.015651,0.01244,0.01281,0.012766,0.013394,0.015479,0.015716,0.021181,0.021033,0.027024,0.02706,0.027832,0.026386,0.0211,0.020664,0.015074,0.011865,0.01629,0.015685,0.010911,0.005322,0.005027,0.00872,0.008936,0.008839,0.012543,0.007361,0.008902,0.013552,0.013171,0.007464,0.006796,0.001196,-0.000382,0.000249,0.00971,0.010093,0.010318,0.016374,0.011044,0.016443,0.012283,0.012552,0.008158,0.012907,0.013085,0.008378,0.008746,0.008787,0.009045,0.009615,0.009491,0.009233,0.010233,0.010216,0.009633,0.018911,0.012943,0.017945,0.017657,0.017383,0.012585,0.013364,0.00839,0.007695
-0.458065,-0.07762,-1.642721,-0.493332,-0.446908,-0.834215,-0.283792,-1.612591,-0.234468,-1.571362,-0.282985,-0.030206,-0.038461,-4.827222,0.226489,-3.826562,-1.182454,0.363693,-4.316916,-1.002438,0.039538,-4.428161,-0.00576,-0.003573,0.314984,-0.002677,0.052276,-0.00424,-0.048182,-0.046801,0.019842,-0.120318,-4.752975,-0.112477,0.131851,-0.109953,-0.007644,-0.072657,-0.073283,-0.074373,-0.018437,0.037974,0.116097,-0.894935,-0.000358,-0.334706,0.171985,0.243064,1.094429,-0.112181,-0.06737,-0.033095,0.158019,4.093715,-0.040732,-0.004207,-0.002789,-0.043753,-0.016591,-0.013485,0.038296,0.254404,0.079812,0.07697,-0.076745,-0.033807,0.276648,0.005072,0.212794,0.053113,0.235678,-0.048626,-0.01711,0.021278,0.027114,0.115876,0.09004,-0.008061,-0.028974,0.0548,-0.076221,-0.040003,-0.045506,-0.032872,-0.032565,-0.032965,-0.031768,-0.027064,-0.031483,-0.032438,-0.035746,-0.052167,-0.068679,-0.098794,-0.091277,0.082727,-0.071089,-0.074367,-0.03742,-0.032597
