0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207
-0.001596,-0.00803,-0.008498,-0.014013,-0.028003,-0.02051,-0.013143,-0.018677,-0.011383,-0.01143,-0.006041,-0.007238,-0.006646,-0.007517,-0.008389,-0.007774,-0.007778,-0.014446,-0.013225,-0.006508,-0.005813,-0.019792,-0.019845,-0.020317,-0.019813,-0.019822,-0.026612,-0.026732,-0.020633,-0.020699,-0.020232,-0.013042,-0.00673,-0.00672,-0.006189,0.001022,0.001001,0.008371,0.001409,-0.005433,-0.005919,-0.005953,-0.013229,-0.020973,-0.014142,-0.020961,-0.020905,-0.020859,-0.013544,-0.006682,-0.000275,0.000244,0.000485,0.007127,0.013414,0.013016,0.013488,0.012947,0.012916,0.013336,0.006632,0.006592,0.006517,-0.01426,-0.020767,-0.013686,-0.020203,-0.027129,-0.020097,-0.013054,-0.006064,0.000479,0.007394,0.013903,0.019594,0.012631,0.01217,0.018605,0.018999,0.011944,0.005451,-0.000589,0.006294,0.000322,-0.012032,-0.006059,-0.011978,-0.005562,-0.005115,-0.005104,0.006905,0.000502,-0.000394,-0.000837,0.005601,0.011589,0.005212,0.0116,0.012247,0.025671,0.020049,0.013533,0.019924,0.006892,0.000475,-0.006025,-0.00601,-0.013026,-0.019428,-0.019939,-0.012979,-1e-06,0.000477,0.006479,0.006517,0.00644,0.01296,0.013502,0.013556,0.013642,0.00712,0.006,-0.000926,-0.00739,-0.020955,-0.027383,-0.026825,-0.033497,-0.039028,-0.031972,-0.025492,-0.012708,-0.012146,-0.005261,-0.005259,-0.012138,-0.018582,-0.018167,-0.018038,-0.024737,-0.01856,-0.012015,-0.005456,0.014405,0.020249,0.019344,0.019005,0.012544,0.012585,0.006488,0.000386,0.000378,0.000829,0.000861,0.000879,-0.005579,-0.005163,-0.004773,-0.011626,-0.011995,-0.012385,-0.012424,-0.006346,-0.00601,-0.005681,0.000325,-0.005728,0.000397,0.000417,-0.006376,-0.006384,3.5e-05,-0.006473,0.000354,-0.006102,-0.006457,-0.006439,2e-05,-2e-06,-2e-06,0.013211,0.006386,-4.5e-05,-0.0,-0.006509,-7.1e-05,0.006696,1.4e-05,4e-06,-0.00646,0.000383,0.013662,0.01975,0.019396,0.005302,-0.007669,-0.008087,-0.001302,-0.001746,-0.008269,-0.008259,-0.015356,-0.00913,-0.015735,-0.015913,-0.009583,-0.009888,-0.010415
0.011699,0.010119,0.013594,0.004376,0.010067,0.002522,-0.004483,-0.014735,-0.021519,-0.021696,-0.009368,0.001507,-0.002838,0.005475,0.013594,0.008261,0.0089,0.008424,-0.002765,-0.002968,-0.009993,-0.005839,-0.00567,-0.002162,-0.007691,-0.008055,-0.008915,-0.007701,0.000802,0.002717,-0.002096,-0.005817,-0.002092,-0.002925,-0.009115,-0.016888,-0.015909,-0.020106,-0.01733,-0.016532,-0.010973,-0.008816,-0.006154,0.002776,0.00528,0.007031,0.011549,0.013749,0.009545,0.016103,0.025497,0.018555,0.004777,-0.000788,0.004743,0.008555,0.00265,0.008201,0.007361,0.001265,0.003579,0.006126,0.010277,0.018158,0.017195,0.011357,0.00942,0.012415,0.008573,0.006082,0.002121,0.002307,-0.003031,-0.004351,0.007093,0.011705,0.015205,0.016471,0.011166,0.018514,0.018176,0.013744,0.008601,0.002053,-0.005118,-0.000115,-0.008681,-0.009535,-0.016188,-0.017896,-0.008131,-0.010418,0.000805,0.007352,0.009368,0.015316,0.010328,0.008105,0.001473,-0.003099,-0.007847,-0.006181,-0.003345,-0.002336,-0.004261,-0.004032,-0.004645,0.001335,-0.000722,0.005533,-0.001087,0.000188,-0.005371,-0.000241,-0.001166,0.000638,0.000273,-0.006166,-0.007003,-0.008297,-0.007654,0.005301,0.007498,0.005088,0.011895,0.009038,0.007793,0.008307,0.000824,-0.002965,-0.004227,-0.004058,-0.010871,-0.015649,-0.010369,-0.004048,-0.00145,-0.00619,-0.001277,-0.009913,-0.005558,-0.002656,-0.016283,-0.018716,-0.009798,-0.004304,2.9e-05,0.001103,0.003295,-0.00167,-0.006803,-0.007567,-0.006673,-0.001548,0.001565,0.00717,0.000908,-0.007389,-0.00295,0.000917,0.0027,0.000547,0.004282,-0.00325,-0.010224,-0.006692,-0.011487,-0.003604,-0.002821,0.002681,0.001993,0.00153,-0.001565,-0.005378,-0.005955,-0.000453,0.000204,0.000732,-8e-06,-1.9e-05,-0.006214,-0.002105,-0.001661,-1.5e-05,-0.002038,-0.002353,-0.009396,-0.002013,9.8e-05,8.7e-05,-0.004291,-0.010069,-0.005998,-0.000978,0.015919,0.011364,0.01427,0.005124,0.00635,0.00345,-0.000126,0.003471,0.008991,0.007802,0.007806,0.018321,0.02483,0.038812
-0.024205,-0.024705,-0.030367,-0.028262,-0.031096,-0.029066,-0.026976,-0.017454,-0.015075,-0.015319,-0.015083,-0.015215,-0.010025,-0.011981,-0.014103,-0.00981,-0.009278,-0.009011,-0.000916,-0.001685,0.0012,-0.002747,-0.002631,-0.00836,-0.00429,-0.004621,-0.004725,-0.003798,-0.006124,-0.004594,7.9e-05,0.005055,-0.001107,-0.001785,0.001718,0.003465,0.004272,0.008685,0.011806,0.013057,0.008962,0.010745,0.004818,-0.004669,-0.003188,-0.001192,0.002481,0.004245,0.008845,0.013464,0.011765,0.014454,0.01217,0.007298,0.002604,-0.002925,0.000844,-0.003163,-0.00386,-0.000129,0.002186,0.004132,0.007279,-0.001826,-0.00203,0.001307,0.000362,-0.005155,-0.000293,0.005535,0.010259,0.009872,0.013595,0.012114,0.003598,-0.000708,-0.006304,-0.005907,-0.001632,-0.003884,-0.003684,0.001694,0.005542,0.009403,0.01335,0.008375,0.010877,0.009802,0.013165,0.011996,0.00184,0.000749,-0.00743,-0.010874,-0.009966,-0.014306,-0.017277,-0.019383,-0.016072,-0.012364,0.000824,0.002543,0.00405,0.005856,0.00502,0.005743,0.005288,0.002054,0.001099,-0.002499,9.5e-05,0.000159,0.004226,-0.000706,-0.001353,-0.000357,-0.000825,0.002603,0.001988,0.001036,0.002043,-0.004833,-0.011202,-0.012235,-0.014118,-0.015674,-0.008343,-0.007542,0.003752,0.00854,0.007096,0.006192,0.009344,0.013493,0.017316,0.01425,0.01656,0.021232,0.024613,0.01916,0.013563,0.015064,0.013227,0.018167,0.007747,-0.004393,-0.00945,-0.008233,-0.006724,-0.001662,0.003297,0.002766,0.011435,0.014986,0.017116,0.021348,0.024942,0.027248,0.022728,0.017322,0.010571,0.009152,0.003251,0.006213,0.009551,0.00353,0.008753,0.005529,0.006034,0.002187,0.001744,0.000985,-0.000537,0.004397,0.004493,0.000179,0.000598,0.000476,2e-06,-1.1e-05,0.00294,-0.001821,-0.001071,-1e-05,-0.000844,-0.00151,0.001341,-0.001359,6.4e-05,0.000522,0.00511,0.008319,0.002594,-0.002063,-0.013852,-0.015807,-0.021781,-0.02032,-0.027455,-0.028938,-0.031583,-0.036661,-0.041539,-0.042025,-0.042176,-0.043348,-0.046781,-0.052772
-0.343409,-0.267391,0.021362,0.208311,-0.55364,-0.502802,3.82229,1.038794,0.900166,0.016898,3.066356,3.916957,0.014457,0.081198,3.180346,3.134889,0.83592,-0.22432,0.014777,3.987817,0.06576,1.205822,0.471062,1.233792,0.008393,4.472172,0.098974,-0.063998,-0.167254,-0.237753,-0.30635,0.07441,0.658445,0.004156,4.255666,1.516884,0.038606,5.272172,0.125804,1.484048,-0.09943,-0.047002,0.017059,0.108248,0.192459,-0.004632,-0.003267,-0.073217,-0.386375,-1.158875,-1.074186,-4.258731,-0.026173,0.016688,-0.850123,-3.563607,-4.34793,-3.386673,-2.006755,-0.053313,-0.056898,-0.264197,-0.892908,0.085211,-3.616564,-0.892792,-0.213727,-0.795179,-0.207804,-0.269402,-0.020735,-0.031268,-0.069586,-0.067038,-0.005259,0.048455,-0.129153,0.089374,-0.440736,-2.882543,-0.076506,0.044989,0.02055,0.072985,0.010669,-0.564822,0.389681,0.275432,0.38887,-0.846978,0.673704,0.022128,-0.376628,-0.352038,-0.204516,-0.133824,-1.535656,-1.451822,-0.341092,-0.367147,0.469998,-0.121573,-0.126539,-0.023766,0.026383,-0.32614,-0.098182,-0.304718,-0.099081,-0.297125,-0.660572,0.003366,-0.043865,-0.147852,0.000519,-0.514745,-0.040283,-0.031366,-0.034508,0.415007,-0.047321,0.033266,0.746813,0.900069,0.956257,1.118711,0.691865,0.983241,1.253617,-0.066933,-0.060702,1.091823,0.777324,0.663366,0.535038,0.189665,-0.506721,-0.386022,-0.275187,1.007603,-0.954113,-0.324212,-1.030454,-1.104273,2.231815,-0.489223,0.594471,0.654278,-0.018285,0.268054,0.291543,0.467037,0.030048,0.218597,0.209499,0.135512,0.314799,0.542844,0.367087,0.21212,-0.050007,-0.627229,0.446331,0.017341,0.047934,0.347853,0.167458,-0.031069,-0.057529,-0.013678,0.037421,-0.006833,-0.000517,0.073759,0.069392,0.020478,-0.013584,0.026649,-0.007663,0.000172,-0.033914,-0.011944,-0.001675,7.9e-05,-0.002319,-0.001745,-0.010395,2.779239,3.5e-05,-0.014287,-0.036293,-0.065149,-0.032245,0.27899,0.420662,-0.437207,-0.699745,-0.664363,-0.40745,-0.654504,-3.820112,-0.484278,-3.378676,-3.038075,-0.115724,-0.051696,-0.744706,-0.647358
0.545235,0.434061,0.461139,1.228263,0.648387,0.502664,3.829875,1.385371,0.615175,0.093012,1.828418,4.20125,0.73112,0.865416,2.617181,2.429647,1.146188,0.638354,0.704019,1.940007,0.179964,0.6943,0.055269,0.646465,0.172581,1.70672,0.113334,0.168471,0.529958,0.470936,0.478971,0.076328,0.761487,0.031074,1.509612,0.291358,0.21793,3.083829,0.085286,0.0899,0.303369,0.107856,-0.015319,-0.139039,-0.312385,-0.011947,0.014021,-0.054957,-0.344502,-1.950282,-2.1929,-1.488155,-0.376871,-0.414139,-1.309495,-2.43592,-4.104709,-2.296299,-2.542583,-0.024657,-0.004294,-0.672666,-0.783739,-0.015624,-4.449521,-1.953063,-0.209803,-1.859423,0.193412,0.050459,0.010748,-0.001283,-0.008771,-0.022792,-0.052084,-0.048442,-0.383671,-0.063107,0.371148,-4.98477,0.074932,-0.036334,-0.143015,-0.228702,-0.079214,-2.17834,-0.45734,-0.433125,-0.6362,-2.15086,-0.79955,-0.293345,-0.962854,0.345045,0.266022,-0.157355,-2.575887,-2.896082,-0.699858,-0.301072,-0.625856,-0.328321,-0.353347,-0.042686,-0.083489,-1.007538,-1.220115,-0.622932,0.141596,0.309106,-3.379701,0.005106,0.013622,-1.07465,0.000348,-3.857475,-0.382584,-0.016553,-0.024149,-0.705639,-0.001772,-0.021265,5.068333,4.836142,3.419503,4.311258,0.443126,3.133285,2.685141,-0.040285,0.073892,3.083593,1.657901,1.357797,0.607871,0.226468,0.589418,0.198294,2.829723,3.90466,1.514696,2.719702,1.531337,1.095794,4.232049,0.755251,-0.322322,-0.513176,0.082271,-0.255169,-0.383298,-0.425896,-0.386702,-0.271118,-0.276325,-0.210461,-0.377748,-0.678827,-0.500359,-0.253002,0.024154,-1.812964,-0.374063,0.035636,-0.081768,-0.339404,-0.189626,-0.005107,0.108943,0.10753,-0.025528,-0.006456,0.002969,-0.094443,-0.161903,-0.015656,0.023838,-0.030508,0.005925,0.000461,-0.006892,0.088479,0.013226,7.9e-05,0.02961,0.013144,-0.024101,2.728204,-0.000389,0.105172,0.00963,-0.001305,-0.039883,0.564357,2.252785,0.637506,0.821752,0.707503,0.586785,0.831777,-3.102293,0.104905,-3.026914,-3.377959,-0.298336,-0.310256,-0.949532,-0.961484
0.42018,0.262208,0.83648,1.918641,0.818715,0.641881,3.291844,0.961613,1.121266,-0.130019,4.223319,2.520624,0.017517,-0.108866,3.709327,3.868105,1.070702,0.184189,0.367912,3.364326,-0.146726,0.789632,0.109308,0.78711,-0.257406,3.559407,-0.052828,-0.074291,0.277693,0.188325,0.189926,0.007562,-0.39859,-0.046658,3.113374,0.518639,-0.179639,0.493778,-0.657429,0.015859,-0.600387,-0.454617,-0.344154,-0.176419,-0.208659,0.013175,0.012077,-0.023782,0.284613,2.34483,2.726495,-2.256886,0.723469,0.700679,-0.539927,-3.07115,-1.565632,-3.711825,1.18443,0.304291,0.124815,0.675017,-1.125019,0.004121,-2.166454,1.688046,-0.41687,1.720071,0.283583,0.269266,-0.031702,0.002448,0.018546,0.047249,0.113923,0.111249,-0.200896,0.159522,0.374814,-1.950048,0.184993,0.059824,0.240975,0.11671,-0.16977,1.618475,-0.278545,-0.145394,-0.318102,1.456534,-0.281981,-0.118071,-1.201182,0.255788,0.211187,-0.153054,0.647906,-3.679165,0.80965,0.026278,-0.106909,-0.348453,-0.30195,-0.001128,-0.10859,0.10538,-1.411083,0.500194,-0.022221,0.088855,-4.284705,-0.000944,-0.018255,-1.274168,0.002137,-4.630929,-0.355045,0.041406,0.046558,-0.572133,0.006378,0.049322,5.976548,5.663994,4.764884,4.208189,1.10118,4.794147,4.263176,0.000252,-0.133154,4.513184,1.558457,1.205294,1.699564,0.599679,0.585026,0.453698,-0.495876,5.155567,0.554776,-1.363726,0.562021,0.478829,3.39001,0.110178,-0.567055,-0.496878,-0.122001,-0.125388,-0.036466,-0.335462,0.284137,-0.157199,-0.12325,-0.086018,-0.250807,-0.21794,-0.125821,-0.178415,-0.018077,1.923269,-0.224607,-0.242409,-0.138489,-0.226153,-0.197846,-0.027738,-0.190038,-0.204251,-0.056341,0.028332,-0.041105,-0.080188,0.069716,-0.05141,-0.025231,-0.021344,0.002717,0.000521,0.014767,-0.172837,-0.025427,9.9e-05,-0.055378,-0.025895,-0.036634,3.90156,-0.000269,-0.206442,-0.019097,0.012317,0.072943,-0.519174,-1.527426,-0.093837,-0.039276,0.256019,0.332735,0.407156,-3.068365,-0.128188,-2.685949,-2.990452,-0.367135,-0.275028,-1.082586,-1.009597
0.006871,0.007042,0.013715,0.020325,0.020762,0.027565,0.027436,0.027432,0.020915,0.014163,0.014034,0.007224,0.007178,0.006913,0.00688,0.00684,0.006857,0.013501,0.013513,0.01354,0.020044,0.01987,0.026444,0.026439,0.019833,0.019835,0.019643,0.026466,0.026444,0.019784,0.019756,0.019759,0.019752,0.026619,0.026251,0.025869,0.019417,0.026014,0.025941,0.019377,0.012922,0.006195,-0.000342,6e-06,2e-06,6.1e-05,2.2e-05,3.3e-05,0.006558,0.007004,0.006639,0.000148,0.00027,0.00025,0.006758,0.006442,0.006753,0.000117,0.006738,0.006853,0.006589,0.01364,0.007266,0.007596,0.013751,0.013583,0.000721,0.007355,0.000788,0.000575,0.001084,-0.005564,0.000758,0.000628,0.000393,-0.000104,0.000314,0.000163,-0.006609,0.000112,0.000541,-0.006199,0.000129,0.000167,0.000205,0.000273,0.000308,0.000394,0.000522,0.007348,0.007217,0.007204,0.007515,0.000208,8.9e-05,0.006799,0.006872,0.000157,0.000178,0.000122,0.00012,0.000448,-0.00681,-3.5e-05,2.7e-05,-0.006811,-2e-06,1e-06,5.1e-05,5.5e-05,0.000407,-0.006818,-3.8e-05,-5.2e-05,-5e-05,3.4e-05,3e-06,-5e-06,-0.006792,-3e-05,-2.1e-05,5e-06,2.3e-05,-0.006812,-2e-06,6e-05,8.8e-05,-0.006788,-6e-06,-2e-06,-0.006822,-1e-05,1.1e-05,1.5e-05,-3e-06,7e-06,5.6e-05,3.5e-05,-1.4e-05,-0.006827,-4e-06,-8e-06,-1e-06,0.000378,1e-06,0.0,-4e-06,1.9e-05,7.6e-05,1.8e-05,0.006899,0.013705,0.013655,0.006876,0.013817,0.013837,0.027228,0.027272,0.034552,0.027291,0.020457,0.020454,0.020331,0.013806,0.007002,-0.000155,-0.006943,0.000379,-7e-06,0.000476,0.0073,0.007302,0.007303,0.007293,0.007213,0.007083,-0.000147,-3.9e-05,-3.3e-05,2e-05,1e-06,-9.7e-05,-3e-06,0.00683,0.006908,2e-06,-2.9e-05,-3.3e-05,-9e-06,1e-06,3e-06,-0.006976,-0.007058,-0.014834,-0.021546,-0.015871,-0.015707,-0.022856,-0.030279,-0.030248,-0.043244,-0.042562,-0.041907,-0.048476,-0.0486,-0.041971,-0.041911,-0.048301
0.002215,0.004348,-0.000911,-0.005465,-0.006968,-0.004693,0.002875,-0.001827,-0.000762,0.004274,-0.004301,-0.000905,-0.009205,-0.007644,-0.008651,-0.009903,-0.009607,-0.009027,-0.009104,-0.008865,-0.002882,0.001567,-2.5e-05,-0.000463,-0.000288,-0.002039,0.003519,0.000486,0.002218,0.003645,0.004257,0.002735,0.002165,-0.001953,0.004118,0.010323,0.007289,0.006492,0.006715,0.005599,0.003485,0.005928,0.005021,-5e-05,-1e-06,-0.000898,-0.000325,-0.00051,0.000143,-0.006384,-0.00102,-0.002152,-0.00399,-0.003693,-0.002517,0.002161,-0.002256,-0.00165,-0.001913,-0.003399,0.00051,-0.005438,-0.008229,-0.012381,-0.00564,-0.003245,-0.009113,-0.008587,-0.009773,-0.00665,-0.013095,-0.013818,-0.008723,-0.007208,-0.004553,0.001821,-0.003653,-0.001903,-0.001787,-0.001334,-0.006989,-0.00736,-0.001564,-0.002027,-0.002461,-0.003307,-0.003735,-0.004786,-0.006251,-0.006406,-0.004673,-0.004348,-0.008493,-0.002404,-0.001016,0.000514,-0.000317,-0.001797,-0.002035,-0.001398,-0.001382,-0.005756,-0.000529,0.00039,-0.000309,-0.000537,1.3e-05,-1.7e-05,-0.0006,-0.000653,-0.005345,-0.000524,0.000425,0.000619,0.000579,-0.00041,-4.4e-05,5.3e-05,-0.000846,0.000362,0.000252,-4.8e-05,-0.000264,-0.000597,1.1e-05,-0.000767,-0.001061,-0.000917,9.1e-05,1.9e-05,-0.000531,0.000106,-0.00015,-0.000194,2e-05,-0.000102,-0.000701,-0.000444,0.000184,-0.000509,6e-06,8e-05,-7e-06,-0.005217,-1.5e-05,-0.0,2.9e-05,-0.000259,-0.001003,-0.00022,-0.00035,0.000479,0.00109,-2.8e-05,-0.000736,-0.0008,0.003357,0.002833,-0.001928,0.002666,0.002105,0.002142,0.003162,-0.001298,-0.00215,0.001156,0.000194,-0.004437,2.1e-05,-0.005194,-0.004419,-0.004411,-0.00439,-0.004261,-0.003628,-0.00263,0.00107,0.000264,0.000229,-0.000168,-1e-06,0.000702,5e-06,0.000772,0.000203,-1.2e-05,0.000207,0.000247,5.7e-05,-1.6e-05,-6e-06,0.000318,0.000961,0.010533,0.009397,0.022601,0.021629,0.027544,0.036657,0.037033,0.033586,0.028189,0.020331,0.018222,0.020009,0.023162,0.022684,0.01761
0.001479,0.003044,0.007262,0.011865,0.019108,0.020561,0.017589,0.022316,0.023255,0.018807,0.020856,0.015286,0.017642,0.010665,0.009985,0.009143,0.00935,0.009548,0.009502,0.00966,0.005441,0.00038,-0.000942,-0.001249,-0.000921,-0.002124,-0.006422,-0.00068,0.000483,0.001686,0.002092,0.001042,0.00064,0.005618,0.001664,-0.002204,0.004028,0.003195,0.003317,0.002843,0.001721,-0.004338,-0.004643,-3.1e-05,1e-06,-0.000596,-0.000215,-0.000341,-0.000197,0.003428,-0.000975,-0.001442,-0.002671,-0.002478,-0.001989,-0.006856,-0.001825,-0.001118,-0.001604,-0.002618,-0.008012,-0.004337,-0.005971,-0.000783,-0.004555,-0.002914,0.001769,0.001801,0.001295,-0.004683,-0.001075,-0.001264,-0.006224,-0.005172,-0.00328,-0.006949,-0.002643,-0.001379,-0.000949,-0.000966,0.003219,0.003293,-0.001135,-0.001475,-0.001798,-0.002417,-0.002739,-0.00352,-0.00462,-0.005101,-0.003836,-0.003612,0.001692,-0.001803,-0.000765,1.7e-05,-0.000606,-0.001347,-0.001529,-0.00105,-0.00104,0.004107,-3.1e-05,0.000295,-0.000234,-3.5e-05,1e-05,-1.2e-05,-0.000451,-0.000493,0.00442,-2.6e-05,0.000322,0.000468,0.000436,-0.000307,-3.2e-05,4.1e-05,-0.00027,0.000274,0.000191,-3.3e-05,-0.000195,-8.3e-05,8e-06,-0.000577,-0.000798,-0.000329,7e-05,1.6e-05,-3.4e-05,8.4e-05,-0.000111,-0.000141,1.9e-05,-7.8e-05,-0.00053,-0.000335,0.000136,-2.3e-05,7e-06,6.3e-05,-3e-06,0.004523,-9e-06,1e-06,2.1e-05,-0.000196,-0.000759,-0.000169,-0.000634,-0.000375,8.2e-05,-0.000401,-0.001314,-0.00138,0.000988,0.000557,0.005004,0.000375,0.000331,0.000351,0.001112,0.006628,0.006406,0.000873,0.000572,0.005122,1.7e-05,0.004547,0.004709,0.004714,0.004728,0.004823,0.005306,0.006061,0.000803,0.000192,0.000169,-0.000127,0.0,0.000527,4e-06,0.000148,-0.000288,-1.6e-05,0.000153,0.000186,4.6e-05,-9e-06,-6e-06,0.000675,0.001162,-0.008141,-0.008573,-0.015963,-0.016679,-0.028651,-0.038115,-0.037811,-0.039503,-0.043508,-0.041081,-0.042415,-0.041149,-0.03908,-0.039475,-0.034761
0.001847,-0.008085,1.350756,4.710032,0.047078,0.232996,4.689197,4.190832,0.03704,0.13887,0.030338,0.303195,0.253329,0.175121,0.02629,0.01684,0.026075,0.316338,0.245525,-0.049325,0.04454,0.029805,0.228205,0.049371,-0.01828,0.110803,0.02753,0.008157,0.003335,0.01197,0.007251,-0.324902,-0.006292,-1.044735,-0.010491,0.0281,-0.002973,0.003174,0.277489,0.005564,0.003055,-0.999234,0.036472,5.7e-05,4.8e-05,0.00014,2.6e-05,0.002298,0.008517,-0.035567,0.00711,-0.342929,-0.000813,-0.000874,0.008078,0.035081,0.006375,0.000144,-0.002104,0.006574,0.037848,0.001444,-0.000672,-0.03177,0.06567,0.188302,0.125997,-0.042343,-0.050846,0.059026,0.159458,0.024367,-0.010245,4.6e-05,-0.00014,0.035413,0.000431,0.000289,0.004579,0.000159,0.099755,0.130447,-0.012381,-0.001403,0.403332,0.062041,-0.002043,-0.002409,0.252904,0.092352,0.301258,0.186511,-0.011497,-0.009424,0.000968,0.008021,0.000779,-0.00042,-0.000552,0.006332,-0.000709,-0.048657,-0.003373,0.000192,0.000175,-0.00246,-0.000138,6.4e-05,6e-05,-0.011701,-0.036055,-0.000832,0.000131,0.032764,-0.000985,0.006206,0.000157,0.000136,-0.000909,6.3e-05,-0.000964,3.3e-05,2.2e-05,-0.000949,1.6e-05,1.1e-05,2.1e-05,-0.000969,1.5e-05,5e-06,-0.000982,-1e-06,1.3e-05,5e-06,1.5e-05,-9e-06,8e-06,9e-06,6e-06,0.005005,-1.6e-05,1.4e-05,5e-06,-0.037175,-0.000158,-1e-06,4e-06,2.5e-05,-0.000227,1.7e-05,0.002201,-0.127404,-0.045897,-0.008934,-0.00773,0.110811,0.024127,0.047003,0.102429,0.192376,0.213331,0.125978,0.156236,-0.03143,-0.025973,0.184667,0.006406,-0.043929,-0.011556,-0.029833,-0.02157,0.191329,-0.04093,-0.054977,-0.04549,-0.041736,-0.013097,0.00035,-0.010525,-0.006235,0.006176,0.001215,0.000365,0.004242,0.032075,-0.002946,-0.00826,0.00031,0.000192,0.000183,-0.047144,-0.00081,-0.000917,-0.127844,-0.56855,-0.546248,-0.563616,-1.200171,-0.88409,-0.241182,-0.765314,-0.532082,-0.447613,-0.562254,-0.29846,-0.399106,-0.329915,-0.542603
