0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177
-4.4e-05,-0.006397,-0.006153,-0.000342,-6.6e-05,-0.005036,0.001199,-0.004181,0.00178,-0.00385,-0.004478,-0.004566,-0.005261,-0.011555,-0.012144,-0.01135,-0.012145,-0.012664,-0.01271,-0.011845,-0.011527,-0.012304,-0.011282,-0.011814,-0.011767,-0.016633,-0.010627,-0.010828,-0.011269,-0.011815,-0.017958,-0.011618,-0.017666,-0.011925,-0.017719,-0.017432,-0.017383,-0.017737,-0.017784,-0.017786,-0.017964,-0.017974,-0.018154,-0.01844,-0.024227,-0.024175,-0.01833,-0.024525,-0.018356,-0.018335,-0.018319,-0.018338,-0.017701,-0.018974,-0.011943,-0.017565,-0.017489,-0.017564,-0.011753,-0.005779,-0.011671,-0.005692,-0.011553,-0.005629,0.000992,0.001043,0.000428,0.001535,0.00132,0.000335,0.000982,0.005688,0.000382,-0.005747,-0.000721,8.6e-05,-0.000392,-0.000358,-0.000475,-0.000453,-0.000778,-0.000818,-0.000761,-0.006338,-0.006093,-0.006724,-0.006085,-1.3e-05,-0.004978,-0.005728,0.000545,0.001263,-0.005606,-0.000527,-3e-06,0.000198,-0.004756,-0.004674,-0.004831,-0.006354,-0.0008,-0.006896,-0.006202,-0.005895,-0.005127,-0.00492,-0.004556,-0.00458,0.000676,-0.011568,-0.011331,-0.017236,-0.016694,-0.01725,-0.011825,-0.00579,-0.011697,-0.011573,-0.011504,-0.011453,0.000597,-0.005915,0.000237,6e-05,0.000423,0.000488,0.000395,0.000137,-0.000499,-8.8e-05,-0.000154,-0.005592,-0.005448,0.000756,-0.005595,-0.005,0.000858,0.000145,0.00638,0.000251,-0.000201,-0.000571,-0.000561,-0.006192,-0.001274,-0.001435,-0.001231,-0.013136,-0.006031,-0.006232,-0.00644,-0.012491,-0.005851,-0.012077,-0.006318,-0.005878,-0.006158,-0.006426,-0.006429,-0.006346,-0.006324,0.005099,0.017497,0.017061,0.022845,0.022685,0.022326,0.02248,0.028094,0.027853,0.033819,0.033516,0.033432,0.027388,0.027226,0.032826,0.027321,0.027763
0.003405,0.005797,0.00493,0.006002,0.005025,-0.000633,-0.001022,-0.003755,-0.003093,-0.00502,-0.002886,-0.002612,-0.000196,0.000104,0.002201,-0.002233,0.002139,0.00407,0.004243,-0.000481,-0.001722,0.002691,-0.002735,0.000679,0.000405,-0.006285,-0.005773,-0.005104,-0.003319,-0.001083,-0.001289,-0.003235,-0.003823,-0.001889,-0.003592,-0.004929,-0.005197,-0.003543,-0.003323,-0.003308,-0.002371,-0.002271,-0.001282,0.000392,-0.001271,-0.001407,0.000178,0.001021,0.000735,0.000715,0.000804,0.001152,-0.003283,0.006061,-0.000913,-0.003933,-0.004556,-0.004093,-0.002457,-0.002047,-0.003204,-0.002821,-0.004332,-0.003458,-0.008083,-0.00857,-0.003799,-0.012541,-0.010791,-0.002386,-0.007465,0.00327,-0.002763,-0.002153,0.00546,-0.001111,0.003452,0.003208,0.004308,0.004131,0.006993,0.007335,0.006867,0.003151,0.000961,0.004404,0.00099,0.000258,-0.00844,-0.002393,-0.004124,-0.010004,-0.003614,0.004158,0.000107,-0.001958,-0.010915,-0.011921,-0.010489,0.002328,0.007165,0.007871,0.002139,-0.001331,-0.009096,-0.009116,-0.012979,-0.0129,-0.005917,-0.004038,-0.006862,-0.008672,-0.013526,-0.009251,-0.003797,-0.003562,-0.006094,-0.008379,-0.009724,-0.011313,-0.009634,-0.006814,-0.007528,-0.004672,-0.006831,-0.007883,-0.006332,-0.00208,0.004417,0.001462,0.002476,-0.009042,-0.011517,-0.012359,-0.010141,-0.016715,-0.014871,-0.006819,-0.002139,-0.004314,-0.000667,0.005746,0.005533,-0.001145,0.011977,0.016552,0.013049,0.00333,-0.003429,-0.000281,-0.000222,0.000204,-0.002129,-0.002845,0.001921,-0.001296,-0.000989,0.004867,0.005076,0.003371,0.002923,0.012927,0.01247,0.015225,0.017543,0.019985,0.022167,0.021507,0.025264,0.027069,0.028538,0.030011,0.027542,0.026835,0.026543,0.030865,0.025005,0.021217
-0.012767,-0.01862,-0.018964,-0.018753,-0.019166,-0.014211,-0.014659,-0.015598,-0.015608,-0.016214,-0.015297,-0.015189,-0.014124,-0.013683,-0.012718,-0.007557,-0.012736,-0.011845,-0.011755,-0.006736,-0.007302,-0.012438,-0.00777,-0.013364,-0.013447,-0.009097,-0.009212,-0.008914,-0.008071,-0.007006,-0.006745,-0.000809,-0.000728,-0.000165,-0.000612,-0.001244,-0.001369,-0.000571,-0.000461,-0.000454,-5e-06,4.9e-05,0.000519,0.001315,0.000895,0.000832,0.001215,0.001967,0.001468,0.001456,0.001492,0.001649,0.006753,-0.003244,0.000333,-0.000688,-0.000971,-0.000759,-0.000376,-0.000556,-0.000724,-0.000916,-0.00124,-0.001215,0.003502,0.003191,-0.001772,0.008624,0.009455,0.006078,0.010911,0.00113,0.005897,0.006558,0.00265,0.0068,0.001527,0.001461,0.001952,0.001864,0.003162,0.003307,0.00308,0.001763,0.000788,-0.004689,0.000801,0.000111,0.003709,-0.000705,0.005275,0.009771,-0.001316,-0.00527,4.8e-05,-0.000876,0.002599,0.002135,0.002787,-0.005733,-0.003907,-0.003212,0.001348,-0.000215,0.010571,0.010587,0.008855,0.008899,0.004509,0.006125,0.004856,0.004423,0.009423,0.00418,-0.000937,-0.001261,-0.001987,-0.003051,-0.003677,-0.004441,-0.004494,-0.010093,-0.010856,-0.009545,-0.003288,-0.003803,-0.003077,-0.001014,-0.0052,0.000712,0.001202,-0.003997,-0.005219,-0.006101,-0.004627,-0.000545,-0.007506,-0.010934,-0.00153,-0.00222,-0.00783,-0.004518,-0.004626,-0.000157,-0.008956,-0.006409,-0.008209,-0.01232,-0.001311,0.000303,0.000281,0.000986,0.00681,0.00687,0.001426,0.00723,0.007403,0.002911,0.003004,0.002135,0.001907,-0.008766,-0.009907,-0.015854,-0.022473,-0.021208,-0.02,-0.020368,-0.026196,-0.025209,-0.024847,-0.024015,-0.025033,-0.025007,-0.024956,-0.023221,-0.018446,-0.013081
-0.167507,0.108882,0.052035,0.022562,-0.174112,-0.013185,0.068541,0.07508,0.779437,0.022306,0.723986,-0.066706,-0.224105,-0.176788,0.052148,0.033647,0.075149,0.109202,-0.171782,-0.126022,-0.003318,0.07522,0.019537,-0.014673,3.099725,-0.071725,0.0206,0.005471,-0.095923,0.007113,0.029688,-0.004381,-0.196571,-0.004224,-0.002624,-0.005395,-0.004511,-0.009981,0.001036,-0.00501,-0.178189,-0.002452,-0.002897,0.315409,-0.002134,0.000861,1.050454,-0.00461,-0.006402,-0.005009,0.023634,-0.006483,-0.036456,-0.156983,0.955585,-0.156868,-0.070443,-0.014899,1.865795,0.03252,1.866887,-0.008178,-0.021837,-0.110917,-3.713605,0.190289,0.089308,-3.430924,-3.366345,0.073315,-0.03151,0.07763,0.068434,0.170604,-2.826682,-2.497282,-2.407037,-0.101174,-0.019422,0.00386,0.086565,0.181066,0.226215,0.259123,0.163201,-0.820258,0.124028,0.240982,0.035733,0.192499,0.044062,0.030031,2.639342,0.098029,0.003961,-0.157489,-0.041474,-0.594734,0.234266,0.303686,0.0988,-0.200987,0.014512,0.170007,0.119557,0.045524,0.05766,-0.053646,-0.040406,-0.039124,0.116087,-0.045267,-0.085492,0.006538,0.003029,2.560884,0.033342,-0.006778,-0.007497,-0.008804,-0.003287,0.030904,0.032931,0.034559,0.013999,-0.002689,-0.001628,-0.001597,0.03617,-2.3e-05,-0.009245,-0.009364,-0.009141,-0.003259,0.005622,0.027375,0.164999,0.03957,0.000412,0.268595,0.091982,0.036464,0.036216,-0.002066,-0.309125,0.084821,0.775671,0.920421,0.003502,-0.019294,-0.131981,-0.038244,-0.055389,-0.068832,-0.005952,-0.033468,-0.132167,-0.015537,-0.004094,0.035416,0.031057,0.072447,2.288688,-0.069095,-0.08268,-0.200874,0.282395,-0.009823,0.18228,0.00962,0.025374,-0.075195,2.111296,0.159053,2.610036,0.899817,-2.197951,-0.505755
0.521975,0.571545,0.182331,0.166996,0.560381,0.191244,0.067544,0.014059,0.484385,0.124288,0.28399,0.306147,0.640548,0.56311,0.063728,0.031638,-0.038941,0.480479,0.551976,0.365521,0.106518,0.016554,0.060279,0.215123,-0.033098,0.283145,0.06521,0.090191,0.322521,0.141228,0.042078,0.02987,-0.091811,0.030218,0.033941,0.044029,0.062676,0.0493,0.024699,0.041397,0.487341,0.044277,0.035807,-0.019693,0.047826,0.059206,-0.081137,0.051585,0.045678,0.034976,0.030774,0.045426,0.023499,0.54679,0.323015,0.539393,0.284832,0.108297,1.287201,-0.111445,1.301958,0.011527,0.110823,0.047391,0.268787,-0.765508,-0.633938,0.363082,0.717932,-0.394444,-0.14715,-0.380895,-0.881145,-1.016003,1.061918,0.483542,-1.422862,-0.88044,-0.955473,-0.986182,-0.681143,-1.075034,-1.065231,-1.071672,-0.661968,0.96209,-0.587931,-0.789401,-0.320006,-0.623494,-0.290686,-0.296602,0.786849,-0.208232,-0.055231,0.742111,0.124461,-1.076086,-0.591075,-0.662837,-0.194044,-0.191872,-0.039571,0.302874,2.071979,0.309001,-0.249757,0.183083,0.013481,0.025388,-0.317912,0.063012,0.063384,-0.109765,-0.029849,0.905568,-0.072019,0.042221,0.050226,0.054576,0.019486,0.029476,0.014162,0.004296,0.014756,0.009596,0.009722,0.009842,-0.005411,-9.8e-05,0.058324,0.033706,0.033796,0.019717,-0.033399,0.061695,-0.260806,-0.044005,-0.005124,-0.705101,-0.18495,-0.002294,-0.005362,0.015208,-2.402503,0.179063,0.581097,0.213413,-0.074695,-0.861045,-2.71808,-0.792267,0.019364,-0.78719,0.010842,-0.10714,-2.906625,0.035748,0.015485,-0.084654,-0.068028,-0.024788,1.615943,1.070733,-0.123394,0.427443,-0.600209,0.742906,0.658885,1.076665,1.134042,1.429595,-1.025382,1.34578,-1.21682,0.626635,0.223401,1.000131
-0.011752,0.085476,-0.173717,0.096549,0.216441,0.030762,-0.205547,-0.045806,-0.392883,-0.034014,1.553118,0.065879,0.236679,0.142425,-0.031693,-0.066026,0.143302,0.599053,0.173268,0.101017,-0.038855,-0.051521,-0.055307,0.037513,4.597762,-0.027875,-0.085862,-0.042918,0.056023,-0.238813,-0.066136,-0.059008,0.042807,-0.059,-0.094713,-0.087723,-0.102717,-0.089334,-0.098403,-0.090058,0.102822,-0.091673,-0.063161,0.320037,-0.12533,-0.107945,1.205104,-0.092769,-0.088086,-0.061279,-0.026617,-0.088184,-0.090393,0.178657,1.168455,-0.094103,-0.236127,-0.306158,-1.650533,-0.076629,-1.667499,-0.023941,-0.26447,-0.159357,-4.207177,-0.33366,-0.860176,-4.881763,-4.814054,-0.582929,-0.321958,-0.316845,-0.741288,-0.670835,-5.1594,-5.708715,0.140373,-1.19351,-0.636532,-0.299803,0.256141,0.102523,0.209917,-0.072724,0.121106,-5.019845,-0.375998,-0.044781,-0.320771,-0.396264,0.280666,-0.273351,0.228675,0.155775,0.194767,-1.791826,-0.573537,-0.311142,-0.656713,-0.073703,0.330206,0.365427,0.149887,-1.500589,-5.189951,-1.727088,-0.226498,-0.365467,-0.014982,-0.051153,-0.242434,-0.132866,-0.156287,0.011379,0.131938,0.475292,-0.129486,-0.084129,-0.111784,-0.124963,-0.053368,-0.061639,-0.032459,-0.005731,-0.023717,-0.02676,-0.02672,-0.026499,0.021082,0.000264,-0.159264,-0.084167,-0.084112,-0.053836,0.103311,-0.090243,0.024353,0.156946,0.00233,-0.306934,0.133336,0.022213,0.020775,-0.029215,5.022459,-0.06339,0.428769,0.324457,0.194089,1.62712,4.830349,1.397197,-0.108056,1.376617,-0.021034,0.095895,4.700044,0.017358,-0.000119,-0.037963,-0.060472,0.069255,1.062037,0.421345,1.501392,1.482603,4.835736,0.964651,0.993022,0.18516,0.258402,0.266148,4.614265,0.571453,4.247235,1.442962,1.29365,0.837282
3.5e-05,0.000164,-0.005764,0.00015,0.000271,0.000371,0.000251,0.000413,0.006292,0.000276,0.000265,0.000337,0.000505,0.000369,9.9e-05,0.00025,0.000108,-8e-06,-1e-05,0.005941,0.000275,0.000409,0.000448,0.000234,0.000183,0.005948,0.00011,0.000299,0.000313,0.000329,0.000144,-1.2e-05,9.6e-05,-3e-06,-0.0,3e-05,6.7e-05,0.000224,0.00034,0.000492,0.000506,0.000371,0.006232,1.9e-05,-0.000124,0.005893,0.000184,0.005965,0.006196,0.000368,0.006449,0.006499,0.006503,0.00665,0.006606,0.000458,0.000255,0.005967,0.005982,0.000245,0.000275,0.000297,0.000202,0.000232,6.2e-05,6.1e-05,0.000116,-0.00595,-1e-06,7.5e-05,3.7e-05,8e-06,2e-06,0.0,-0.0,2e-06,-0.000132,1e-06,-0.0,-3e-05,-1.3e-05,-2.1e-05,5e-06,8.8e-05,1.3e-05,-2e-05,2e-06,5e-05,3.8e-05,-4e-06,3e-06,1e-05,-0.000131,-3.9e-05,0.005834,0.0,-3e-06,-0.000152,-0.000145,0.005711,3e-06,4.8e-05,-1e-06,-1e-06,0.000117,3.2e-05,-2e-06,-3.3e-05,-1.4e-05,-7.4e-05,0.00585,1.8e-05,2.2e-05,0.000108,-0.0,2e-06,3e-05,1e-05,2.6e-05,-2.1e-05,4.3e-05,4e-06,3e-06,-5.1e-05,5.8e-05,0.000183,0.000261,0.00016,-4e-06,-0.00016,0.000128,0.000137,5.6e-05,1.5e-05,-2.6e-05,4e-06,3e-06,3e-06,0.000133,0.000198,9.4e-05,-4.4e-05,-0.000178,-0.000252,-3.6e-05,0.000151,0.005837,0.000162,0.000455,0.006261,0.00622,0.006474,0.006264,0.006181,0.006116,0.006093,0.006179,0.006124,0.006035,0.005862,-1.6e-05,-0.000204,-0.0061,-0.000423,-0.012095,-0.011966,-0.011876,-0.011852,-0.006315,-0.012491,-0.012602,-0.00682,-0.001046,-0.001278,-0.001495,-0.007211,-0.000715,-0.000415
0.000187,0.000881,-0.002374,-0.003255,0.001475,0.002003,0.001357,0.002224,0.001206,0.001488,0.001441,0.001828,0.002731,-0.002065,0.000553,0.001362,0.000599,-4e-05,-4.1e-05,-0.000615,0.001499,0.002246,0.002456,0.001281,0.000999,-0.000507,0.000605,0.001637,0.001717,0.001823,0.000804,-7.6e-05,0.000524,-1.8e-05,-1.1e-05,0.004249,0.000366,-0.002857,0.001904,0.002751,0.002842,0.002088,0.001234,0.000113,-0.000697,-0.000663,0.001037,-0.000253,0.001099,0.002126,0.002643,0.002994,0.003044,0.003978,0.003787,0.00276,0.001557,-0.004177,0.000118,0.001493,0.001682,0.001825,0.00124,0.001416,0.000382,0.000382,0.000711,3e-05,-4e-06,0.000461,0.00023,5.2e-05,1.1e-05,-1.4e-05,-1.4e-05,1e-06,-0.000815,-2e-06,4e-06,-0.000187,-8.3e-05,-0.000129,2.7e-05,-0.003655,7.8e-05,-0.000132,2e-06,0.000301,0.000226,-2.4e-05,-1e-05,3.3e-05,-0.000823,-0.000253,-0.000719,3e-06,-6e-06,-0.000938,-0.000892,-0.001476,2.3e-05,0.000304,1e-06,2e-06,0.000708,0.0002,-1.7e-05,-0.000214,-9.5e-05,-0.000464,0.00359,0.000111,0.00014,0.000669,-1.2e-05,-7e-06,0.000174,6.3e-05,0.000153,-0.00013,0.004477,-1e-06,-3e-06,-0.000348,0.000353,0.001136,0.00163,0.001009,-2.4e-05,-0.001,0.000797,0.000856,0.000343,8.5e-05,0.004045,-1e-06,-1e-06,-2e-06,0.00082,0.001235,0.00059,-0.000282,-0.001125,0.002639,-0.000232,0.000944,-0.000632,0.001029,0.002926,0.002179,0.00193,0.003637,0.002329,0.001801,0.001398,0.001286,0.001872,0.001557,0.000996,-0.000183,-0.000116,-0.001444,0.002874,0.001387,0.00652,0.003122,-0.000509,0.003938,0.001592,-1e-05,-0.000632,-0.00138,-0.002285,-0.003975,-0.005009,-0.003709,-0.000213,0.00162
7.5e-05,0.000352,0.006465,0.00583,0.000588,0.000796,0.000537,0.000877,0.000191,0.000587,0.000566,0.000721,0.001073,0.006296,0.000214,0.000532,0.000234,-1.5e-05,-1.4e-05,-0.000528,0.000583,0.000873,0.000957,0.000498,0.000386,-0.000486,0.000233,0.000632,0.000663,0.000704,0.00031,-3e-05,0.000203,-1e-05,-6e-06,-0.005443,0.00014,0.005978,0.000732,0.001055,0.001089,0.000798,0.000183,4.1e-05,-0.000267,-0.000548,0.000391,-0.000389,0.000124,0.000803,0.000711,0.00084,0.00086,0.001207,0.001129,0.001029,0.00058,0.005175,-0.000248,0.000555,0.000626,0.000678,0.000462,0.000525,0.000141,0.000142,0.000263,0.000301,-1e-06,0.000171,8.5e-05,1.9e-05,3e-06,-7e-06,-6e-06,-0.0,-0.000304,-2e-06,1e-06,-7.2e-05,-3.1e-05,-5.1e-05,1.1e-05,0.005658,2.8e-05,-5e-05,-1e-06,0.00011,8.3e-05,-1e-05,-6e-06,1e-05,-0.000306,-9.5e-05,-0.000556,3e-06,-1e-06,-0.000349,-0.000332,-0.000838,9e-06,0.000116,3e-06,3e-06,0.000262,7.6e-05,-9e-06,-8e-05,-3.6e-05,-0.000173,-0.005969,4e-05,5e-05,0.000247,-3e-06,-2e-06,6.6e-05,2.5e-05,5.6e-05,-4.9e-05,-0.005352,-1e-05,-4e-06,-0.000131,0.00013,0.00042,0.000603,0.000373,-1e-05,-0.00037,0.000296,0.000315,0.000126,3.1e-05,-0.005506,-1e-06,-3e-06,-2e-06,0.000301,0.000456,0.000218,-0.000104,-0.000414,-0.006026,-8.7e-05,0.000346,-0.000522,0.000376,0.00107,0.000509,0.000412,0.001039,0.000558,0.000364,0.000217,0.000176,0.000344,0.000272,7e-05,-0.000357,-5e-05,-0.000524,-0.005638,-0.006455,-0.010986,-0.005249,0.000396,-0.004939,-0.006134,-0.006384,-0.006619,-0.007198,-0.007889,-0.008421,-0.00889,-0.008094,-0.007107,-0.006406
-6.1e-05,0.001672,-0.036913,-0.036314,-0.000112,0.001708,-2.9e-05,0.060662,-0.001593,0.005179,-0.000601,-0.000132,0.001688,-0.039261,-0.000556,-9.9e-05,-3.5e-05,-0.004034,-0.000648,0.000891,-3.4e-05,7.7e-05,0.113697,-0.001063,-9.2e-05,0.078967,-0.001237,0.001719,-1.1e-05,0.000171,-0.001711,3e-06,0.002348,7.1e-05,0.027379,0.035378,-8.2e-05,-0.034207,5.6e-05,5e-06,-0.000361,0.001976,0.002962,-2.9e-05,3.2e-05,0.000649,-6.7e-05,0.001161,-0.001368,0.003695,0.003587,0.013853,-0.015131,-0.001437,0.003072,0.001685,0.002755,0.109284,-8.9e-05,0.000884,0.001755,0.004735,9.3e-05,-0.0053,0.001432,1.7e-05,-1.1e-05,-0.001012,1e-06,-3e-06,2e-06,-1.7e-05,-1.5e-05,1e-06,3e-06,9e-06,-0.001649,1e-06,0.001595,3.2e-05,4e-06,-0.000696,-7.7e-05,-0.036012,-3.9e-05,-2.6e-05,-4.1e-05,-2.4e-05,-5e-06,-2.4e-05,-6e-06,-2.3e-05,-0.001719,-1.5e-05,0.000941,-5.3e-05,-5.6e-05,-0.001657,-5e-06,0.000979,-1.7e-05,4e-06,-2.4e-05,-2.5e-05,-1.2e-05,-2e-05,-1.9e-05,4e-06,-3e-06,-4e-06,0.036956,-6e-06,-1.7e-05,0.003147,2.6e-05,-4.2e-05,-2.1e-05,0.011284,-2e-05,-3e-06,0.177115,-0.826581,0.000983,0.011272,0.003499,0.002086,0.001138,-4.4e-05,-3.2e-05,-2.1e-05,-0.01492,0.000134,1.1e-05,-2e-06,-0.030945,0.000178,3.7e-05,1.2e-05,-1.1e-05,1e-06,-4e-06,-4e-06,7e-06,0.033595,-4.3e-05,-1.7e-05,0.000958,-0.012013,-0.180714,0.049833,0.146716,-0.004271,-0.002556,-0.067461,-0.01246,0.00079,-2.510092,-0.005254,-0.000165,0.000608,-8.6e-05,-0.001571,-0.037545,-0.074618,-0.057103,-0.045654,-0.198611,0.077688,2.204123,-0.024167,-0.09977,0.663689,2.450089,2.582522,0.24491,2.824215,0.047909,-0.02986
