0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
-0.012938,-0.020219,-0.013713,-0.021152,-0.02209,-0.029382,-0.030279,-0.02317,-0.02977,-0.029797,-0.029849,-0.030012,-0.022775,-0.022857,-0.022246,-0.022248,-0.022246,-0.022225,-0.015558,-0.022765,-0.022724,-0.022701,-0.015486,-0.02271,-0.022194,-0.021676,-0.014464,-0.014462,-0.02165,-0.021639,-0.014418,-0.014412,-0.014406,-0.014401,-0.014382,-0.007168,-0.007151,-0.007111,-0.013834,-0.013802,-0.006625,-0.013353,-0.006599,-0.006619,-0.006224,-0.006185,0.000559,0.000934,0.000522,0.000525,0.000516,0.000502,0.000501,0.000482,0.000485,9e-05,-0.006606,-0.006604,-0.006982,0.000478,0.000499,-0.006544,-0.006534,-0.006511,-0.013564,-0.013579,-0.013618,-0.013985,-0.00699,-0.00702,1.1e-05,3.1e-05,6.4e-05,-0.006902,0.000148,0.000148,0.000159,0.000128,-0.006883,-0.006874,-0.01393,-0.013899,-0.013913,-0.006922,-0.013898,-0.013892,-0.006909,-0.006842,-0.006825,-0.006818,0.000156,-0.006874,-0.006913,-0.00694,2e-05,2.1e-05,-0.006886,4e-05,-0.006845,-0.006836,-0.006875,-0.006848,-0.006849,-0.006856,-0.006851,-0.006888,-0.006909,-0.006867,4.9e-05,-0.006874,-0.00687,-0.006874,-0.006868,2.9e-05,-5e-06,-0.006933,-0.0,-0.006933,0.0,1e-06,0.006942,-1e-05,-3.9e-05,-2.6e-05,-5.1e-05,0.006793,0.006808,0.006494,0.013371,0.013356,0.013275,0.013192,0.006363,0.006668,0.006711,0.00676,0.006745,0.006705,0.013722,0.01384,0.006884,0.013906,0.006942,0.006951,0.006922,-0.000466
-0.011573,-0.012222,-0.00675,-0.006612,0.0,-0.0006,0.006199,0.008118,0.0023,0.002609,0.003162,0.005156,0.006135,0.007409,0.002252,0.002584,0.002665,0.002425,0.00878,0.007929,0.00762,0.007735,0.009195,0.009501,0.005128,9e-06,0.000817,0.001401,0.000803,0.00059,0.000884,2.3e-05,0.000791,0.001018,0.00196,0.003416,0.004332,0.006023,0.000502,0.001079,0.001964,-0.004018,0.001565,0.000396,-0.005595,-0.004263,0.001926,-0.004396,0.000477,0.000583,0.000238,-0.000273,-0.000317,-0.001064,-0.001025,0.004533,-0.001683,-0.001393,0.004229,-0.001413,-0.000575,-0.000338,-0.000381,2.1e-05,-0.000655,-0.001559,-0.002953,0.002186,0.001039,0.00023,0.00032,0.000786,0.001545,0.002733,0.003463,0.003578,0.003727,0.00295,0.002497,0.002597,0.001057,0.001591,0.001161,0.001159,0.001177,0.001196,0.001172,0.002149,0.002343,0.002334,0.00231,0.001341,0.000772,0.000367,0.000291,0.000313,0.001047,0.000561,0.001535,0.001611,0.001075,0.001368,0.00133,0.001215,0.001221,0.000772,0.000498,0.00097,0.000582,0.00085,0.000892,0.000817,0.000878,0.00033,-2.6e-05,0.000118,-7e-06,0.000139,1e-06,1e-06,-4.1e-05,-0.000117,-0.000434,-0.000292,-0.000562,-0.001752,-0.001598,0.002973,0.002043,0.001749,0.000677,-0.000641,0.000872,-0.004283,-0.003807,-0.003241,-0.003642,-0.004359,-0.004304,-0.002714,-0.002052,-0.001895,-0.001236,-0.001155,-0.001782,0.002769
-0.009783,-0.009464,-0.014713,-0.013642,-0.016685,-0.016365,-0.019198,-0.018262,-0.013576,-0.013287,-0.012781,-0.010728,-0.010624,-0.009289,-0.004908,-0.004591,-0.004485,-0.004786,-0.008867,-0.008968,-0.009338,-0.009245,-0.008482,-0.007399,-0.002145,0.002301,0.002403,0.003004,0.003063,0.002818,0.002388,0.001447,0.002245,0.002476,0.003451,0.004302,0.005259,0.007003,0.011661,0.012208,0.012462,0.016613,0.011942,0.010726,0.014279,0.015595,0.011547,0.014799,0.010045,0.010122,0.009768,0.009241,0.009181,0.008432,0.008467,0.004398,0.008393,0.008669,0.004657,0.008034,0.008832,0.009619,0.009552,0.009908,0.00982,0.008945,0.007621,0.003152,0.001527,0.000763,0.000307,0.000739,0.001439,0.003072,0.003206,0.003306,0.003437,0.002718,0.002824,0.002914,0.002012,0.002498,0.002094,0.001578,0.002087,0.002097,0.001572,0.00245,0.002624,0.002606,0.002098,0.001696,0.001178,0.00081,0.000269,0.000287,0.001419,0.000512,0.001851,0.001917,0.001435,0.001693,0.001658,0.00155,0.001553,0.001148,0.0009,0.001316,0.000525,0.001207,0.001243,0.001174,0.001227,0.000298,-1.9e-05,0.000546,-4e-06,0.00056,5e-06,4e-06,-0.000466,-0.000105,-0.000387,-0.000262,-0.000505,-0.002007,-0.001874,-0.006844,-0.008141,-0.008426,-0.009407,-0.010627,-0.008812,-0.00439,-0.003967,-0.003462,-0.003843,-0.004512,-0.004975,-0.003527,-0.002419,-0.002787,-0.001675,-0.001601,-0.002192,-0.006675
3.334782,-0.197521,3.389965,0.273258,0.340761,-0.244121,0.387676,3.490023,1.039809,-0.115951,0.256537,-0.01213,-0.050733,3.973726,-0.314203,1.275559,4.238949,5.075852,0.200957,-0.157179,-0.249496,1.182267,1.3195,0.455165,0.01641,0.073263,-0.00674,0.13496,-0.001484,-0.005804,1.450573,-0.054844,-0.098748,-0.134234,-0.005771,-0.009586,-0.008236,-0.006183,-0.038741,-0.033793,0.141018,0.127117,0.084041,0.104493,0.080116,-0.055576,0.101159,-0.021545,0.167342,0.014733,0.06522,0.174387,0.089672,0.175759,0.115267,0.055278,-0.285381,-0.114871,0.184572,0.28565,0.242278,0.175013,0.177332,-0.045368,-0.359173,0.040096,-0.07065,0.050951,-0.073722,0.366716,0.000178,0.002035,-0.037036,-0.008237,0.029585,-1.370144,0.040344,-0.008081,-1.4102,-0.009585,0.142931,0.063573,-0.05344,0.003213,0.001448,-0.008105,-0.008052,0.090356,-0.007688,0.180411,-0.01033,0.074646,-0.008589,-0.013108,0.002925,0.123285,-0.014457,-0.008673,0.11843,-0.01095,-0.022753,-0.008421,-0.008748,-0.005699,0.000486,-0.001634,-0.010959,-0.561531,-0.011712,-0.048794,-0.005358,-0.00184,-0.000146,-0.006125,-0.01193,-0.002101,0.000196,-0.013292,-0.011305,8.8e-05,0.002109,4.6e-05,2.7e-05,5e-06,1.4e-05,-0.011055,0.013263,-0.004102,0.017286,0.50435,-0.005646,-0.186939,-0.016331,-0.068815,0.002709,-0.094193,0.016148,0.023504,0.039435,0.001247,0.00117,0.001788,0.001655,4e-06,-0.010076,0.034489
0.982744,0.482798,1.023249,0.40114,0.378035,0.555516,0.391003,1.62094,0.704522,0.55468,0.50977,0.467498,0.330667,1.571889,0.725229,0.614212,1.628498,3.552283,0.963614,1.013212,1.180709,1.422105,1.002602,0.454813,0.287781,0.319207,0.117569,0.040516,0.031094,0.025685,0.539483,0.186588,0.320316,0.483568,0.017603,0.012979,0.005538,-0.000546,0.009648,-0.02303,-0.495457,-0.724967,-0.413795,-0.465767,-0.632266,-0.15235,-0.502809,-0.242756,-0.804314,-0.25406,-0.375663,-0.627777,-0.412003,-0.662887,-0.523709,-0.325345,-0.959157,-0.787205,-0.487185,-0.727093,-0.941965,-0.57448,-0.556298,-0.56984,-0.97701,-0.207942,-0.117526,-0.061376,-0.357446,-0.627359,0.005557,0.002491,-0.048249,0.029788,-0.118581,-2.02423,-0.083694,0.003035,-0.980579,0.017935,-0.202019,-0.101348,-0.010492,0.001872,0.012884,0.040685,0.031063,-0.153682,0.015107,-0.291865,0.001285,-0.115153,0.027047,0.027546,0.003343,-0.203121,0.028151,-0.00923,-0.201694,0.010914,0.017227,0.023777,0.010354,0.024183,0.000972,0.015555,0.028191,-0.571759,0.011244,-0.029003,0.011076,0.01565,0.000209,0.007124,0.01123,0.015829,0.000249,0.120275,0.105035,6e-05,-0.015166,3.3e-05,2.9e-05,1.3e-05,3.3e-05,0.105027,-0.018988,0.077406,0.035142,0.706144,0.082869,0.353999,0.028876,0.161853,-0.057377,0.186505,-0.021749,-0.125302,0.032009,-0.015819,-0.015749,-0.015421,-0.015471,-4e-05,0.090731,0.003176
4.405657,0.1646,4.187395,-0.033534,-0.032206,-0.04502,-0.047707,3.878886,1.090396,-0.220219,0.21775,0.019401,-0.110876,3.368235,0.128617,0.640072,3.142581,1.345258,0.320195,-0.038612,-0.221557,0.751291,0.594663,-0.082784,-0.123563,-0.095135,-0.238136,-0.009865,-0.096814,-0.066537,0.74261,0.057838,0.179643,0.259678,-0.068586,0.004332,-0.001873,0.020996,-0.076427,-0.060813,-0.588548,-0.299527,-0.281165,-0.351693,-0.258858,0.105434,-0.054047,0.056172,-0.058072,0.071352,-0.010204,-0.169556,-0.026564,-0.202817,0.133287,0.02591,0.555693,-0.57518,-0.053742,-0.219632,-0.207497,0.074837,0.075657,0.371832,0.678036,0.018354,0.1202,-0.125734,0.222732,-0.178105,0.001383,0.000404,0.042268,-0.028779,-0.081307,1.641025,-0.032978,0.024483,-0.916867,-0.005463,-0.207702,-0.11795,-0.026908,-0.056842,-0.084897,-0.057249,-0.030488,-0.107454,-0.004758,-0.178431,0.022961,-0.115297,-0.028752,-0.02888,-0.001044,-0.122576,-0.027838,0.008765,-0.125507,-0.003643,-0.022228,-0.027939,-0.044281,-0.028851,-0.004247,-0.028487,-0.036415,0.44312,-0.000429,0.008216,-0.005725,-0.0285,-0.004184,0.000899,-0.002274,-0.028497,0.000592,-0.197399,-0.168274,0.000219,0.029398,0.0001,6e-05,5.4e-05,2.2e-05,-0.163643,0.038831,0.097047,0.116177,-0.258762,0.144525,0.292335,0.310681,0.133997,0.232802,0.117392,0.003467,0.175213,-0.009119,0.032419,0.027738,0.033159,0.028559,0.004365,-0.138944,-0.007215
0.015245,0.015106,0.015056,0.014985,0.01513,0.007728,0.007675,0.007625,0.007533,0.007499,0.007418,0.007386,0.007386,6.4e-05,0.007356,-0.000104,4.1e-05,-0.000127,0.007323,0.007172,0.007301,0.007293,0.01458,0.014577,0.014569,0.014565,0.014566,0.014566,0.014562,0.007085,0.01456,0.00728,0.014558,0.014341,0.007278,0.007277,0.014552,0.014324,0.014324,0.014586,0.014347,0.01437,0.014392,0.014416,0.021724,0.014462,0.022082,0.014788,0.02184,0.022157,0.021834,0.014791,0.014727,0.007322,0.007324,0.007328,4.9e-05,0.007412,0.007488,0.007481,0.007452,0.007398,0.014766,0.014734,0.007416,0.014732,0.014611,0.014583,0.014678,0.01478,0.007436,0.007453,0.00753,0.007589,0.0075,0.007463,7e-06,-3e-06,0.007348,-1e-06,0.007355,0.007415,0.007442,0.007473,9.7e-05,0.007468,0.000158,0.007526,0.000115,0.000145,0.000128,0.007537,0.007572,0.000155,0.000219,0.000219,0.007519,0.000162,0.007405,0.007374,0.007338,0.007401,0.007427,0.007439,0.007402,9.6e-05,1.7e-05,-2e-06,1.2e-05,4.5e-05,0.000107,3.3e-05,6.2e-05,0.007513,4.2e-05,0.000112,0.000126,0.000141,7.8e-05,0.000138,5.8e-05,0.00011,-0.007202,0.000165,-0.007268,-0.007473,-0.007473,-0.007944,-0.015837,-0.015743,-0.023469,-0.022539,-0.029976,-0.03017,-0.029741,-0.036947,-0.029533,-0.029572,-0.022108,-0.022113,-0.014729,-0.007317,-0.007383,-4e-06,0.007361,0.007428
0.012667,0.017829,0.018234,0.018342,0.007477,0.007282,0.006943,0.006518,0.004901,0.004059,0.002606,0.001892,0.001954,0.001731,0.00137,0.00637,0.001098,0.005783,0.000666,0.005929,0.000163,-4e-06,2.1e-05,5.2e-05,-7.6e-05,-0.000151,-2.2e-05,0.000145,4.7e-05,0.005371,0.000252,0.000223,0.00094,0.005717,0.000149,0.00017,0.000347,0.005093,0.004726,-0.002335,0.003081,0.002219,0.001867,0.001123,0.001741,0.001145,-0.003805,-0.003894,0.001396,-0.003122,0.002562,-0.001801,-0.000414,0.000555,0.000535,0.000445,-0.00079,-0.000873,-0.001956,-0.001734,-0.001265,-0.000379,-0.00022,0.000336,-0.000483,0.000419,0.00203,0.002325,0.001115,-2.4e-05,-0.000462,-0.000617,-0.001384,-0.001941,-0.000936,-0.000529,-5.6e-05,3.8e-05,0.000679,1.6e-05,0.000619,5e-06,-0.000235,-0.000516,-0.000935,-0.000409,-0.001492,-0.000882,-0.001065,-0.001315,-0.001153,-0.000824,-0.001125,-0.001367,-0.001895,-0.00188,-0.000507,-0.001351,0.000515,0.000767,0.00106,0.00055,0.000343,0.000269,0.000556,-0.000754,-0.000125,2.4e-05,-0.0001,-0.00035,-0.000834,-0.000256,-0.000489,-0.000264,-0.000327,-0.000861,-0.000967,-0.001084,-0.000597,-0.001056,-0.00045,-0.000845,-0.002232,-0.001261,-0.001752,-0.000157,-0.000138,0.005108,0.009965,0.009485,0.01319,0.004097,0.004044,0.005508,0.000801,-0.002933,-0.002209,-0.002409,-0.002799,-0.002938,-0.002226,-0.002031,-0.000927,8.2e-05,0.001321,8.7e-05
0.002689,-0.001904,-0.001552,-0.001501,0.007018,0.007001,0.006622,0.006164,0.004557,0.003693,0.0023,0.001599,0.001661,0.001672,0.00109,-0.003383,0.001059,-0.003949,0.000403,-0.004049,-9.1e-05,-0.00026,-0.00049,-0.000475,-0.000614,-0.000701,-0.000583,-0.000439,-0.000547,-0.004641,-0.000368,-0.000103,0.000278,-0.004632,-0.00018,-0.000167,-0.000323,-0.005271,-0.00564,-0.002967,-0.007266,-0.008129,-0.008505,-0.009249,-0.009062,-0.009303,-0.005021,-0.004719,-0.009591,-0.004475,-0.008502,-0.002754,-0.001374,6.7e-05,4.8e-05,-4.4e-05,-0.000804,-0.001375,-0.002475,-0.002258,-0.001786,-0.000895,-0.001249,-0.000698,-0.001022,-0.000634,0.000992,0.001282,2.5e-05,-0.00115,-0.001051,-0.001212,-0.001996,-0.002569,-0.001546,-0.001129,-6.1e-05,3.6e-05,0.000107,1.1e-05,4e-05,-0.000591,-0.000841,-0.00114,-0.00097,-0.001036,-0.001547,-0.001534,-0.001107,-0.001368,-0.001203,-0.001493,-0.001805,-0.001428,-0.001983,-0.001966,-0.001188,-0.00142,-0.000129,0.000133,0.000436,-0.000104,-0.000321,-0.0004,-0.000101,-0.000795,-0.000134,2.4e-05,-0.000108,-0.000367,-0.000876,-0.000271,-0.000515,-0.000962,-0.000346,-0.000906,-0.001021,-0.001142,-0.000629,-0.001115,-0.000477,-0.000893,-0.001662,-0.001331,-0.001156,0.000531,0.000553,-0.003892,-0.008072,-0.008589,-0.014001,-0.013665,-0.01314,-0.011689,-0.006687,-0.000181,1.3e-05,-0.000353,-0.001366,-0.001541,-0.001314,-0.001637,-0.000474,9.6e-05,0.000906,-0.000415
0.045744,0.077951,0.072276,0.061124,-0.000921,0.002826,0.002891,-0.008441,0.045548,-1.854658,-0.008871,-0.005541,0.001118,-0.008792,0.00309,0.038518,0.001328,0.039613,0.002522,0.040291,0.001995,0.00319,0.002425,0.002742,0.003478,0.003942,-0.005014,0.043636,-0.002413,0.033887,-0.003999,0.17819,0.003918,0.264779,0.07147,0.05539,-0.057428,0.035559,0.021417,-0.005446,0.039164,0.209125,0.049467,0.167245,0.115577,0.036656,-0.594216,0.015389,0.021585,0.009484,0.276918,0.017927,0.044143,0.001222,0.190508,0.027981,0.034164,0.016015,-0.009235,0.067024,-0.005206,-0.004907,0.001451,-0.005167,-0.000974,0.008304,-0.010281,-0.001483,0.729152,0.001162,0.011996,0.00223,0.18178,0.274385,0.014749,-0.00753,5.3e-05,0.005024,0.021335,0.060936,0.044406,-0.010796,0.247395,0.01982,0.163,0.013678,0.174037,0.079519,0.008059,0.007779,0.032849,-0.007497,0.012806,0.045599,-0.000313,0.175127,0.123697,0.0006,0.002233,-0.00878,0.235194,0.176967,0.122781,0.22784,-0.0006,-9.9e-05,9.9e-05,-0.001879,-0.00417,-0.00217,-0.003087,-0.004473,-0.000745,-2.4e-05,0.041919,0.189769,-0.005947,-0.000149,2.7e-05,0.006125,-0.000492,0.01487,-0.002151,0.007119,-0.00099,0.00215,-0.123243,-0.16572,-0.139691,-0.264889,-0.203735,-0.275087,-0.41535,1.470229,-0.744933,0.185364,-1.288172,1.020961,1.1022,0.469447,-0.014315,-0.009839,-0.003685,-0.002059,0.000638,0.004987
