0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
-0.001335,-0.00188,-0.00234,-0.001753,-0.001871,-0.008923,-0.008499,-0.01692,-0.016358,-0.016611,-0.015549,-0.023212,-0.022295,-0.030233,-0.029757,-0.036963,-0.03768,-0.037213,-0.029597,-0.029644,-0.030149,-0.022469,-0.022955,-0.015305,-0.00767,-0.007667,1e-06,1.5e-05,2e-05,0.00769,6.7e-05,0.000509,0.000942,0.000957,0.000971,0.00098,0.000984,0.001434,0.001438,0.001437,-0.006139,0.001443,0.00146,0.00107,-0.006492,-0.014051,-0.014051,-0.022005,-0.029961,-0.030361,-0.030317,-0.031017,-0.030711,-0.023511,-0.015695,-0.008116,-0.015258,-0.000222,0.000133,0.000122,0.007863,0.007939,0.007951,0.000571,0.000578,0.000648,0.000646,0.001022,0.000709,0.00106,0.00104,0.001098,0.001079,0.001066,-0.006362,-0.006371,-0.006308,-0.013653,-0.006233,-0.01365,-0.013944,-0.013993,-0.013719,-0.014083,-0.006754,-0.007005,0.000236,-5.4e-05,-5e-06,-1e-06,1.8e-05,7e-06,-9e-06,-1e-06,0.000275,-0.007369,-5e-06,-3.4e-05,-5.6e-05,-1.7e-05,-0.0001,-0.000461,0.00704,0.006419,0.006393,0.013767,0.013923,0.006587,0.006441,-0.001193,-0.001327,-0.001011,-0.001292,-0.001385,-0.001597,-0.001963,-0.002465,-0.010392,-0.010068
0.005665,0.010021,0.013363,0.008386,0.009764,0.005652,0.002178,0.009588,0.004539,0.0072,-0.002343,-0.002371,-0.010333,-0.006692,-0.010921,-0.015716,-0.007241,-0.012325,-0.011593,-0.010672,-0.004967,-0.004146,0.000535,-0.00035,-0.001212,-0.000424,0.000114,0.000717,0.000998,0.002506,0.003651,-0.001421,-0.007222,-0.006189,-0.005194,-0.004579,-0.004056,-0.008603,-0.008127,-0.007915,-0.007028,-0.00682,-0.005881,0.001789,0.002007,5.9e-05,-0.001127,0.001769,0.003567,0.007799,0.006989,0.016874,0.009313,0.015327,0.009395,0.010652,0.005182,0.00664,0.001769,0.001658,-0.003218,-0.003154,-0.002907,-0.001757,-0.001602,-0.000483,-0.000471,-0.005132,0.000564,-0.004468,-0.00472,-0.003789,-0.004036,-0.004226,-0.004476,-0.004658,-0.003806,-0.003058,-0.002939,-0.003545,0.001845,0.000804,-0.005088,-0.00084,-0.001355,-0.004308,-0.005815,-0.000573,-3.9e-05,0.0,0.000218,0.000106,-8.4e-05,1e-06,-0.005434,6.4e-05,-3.4e-05,-0.000366,-0.000655,-0.000202,-0.001176,0.003273,-0.004088,0.005979,0.005619,0.014723,0.016908,0.007788,0.006108,0.002528,0.00093,-0.004419,0.001438,0.000208,-0.002552,0.002134,0.005134,0.008829,0.003729
-0.044953,-0.050574,-0.057667,-0.053537,-0.052198,-0.045901,-0.039758,-0.040794,-0.036281,-0.033177,-0.023302,-0.02236,-0.010328,-0.00459,0.00116,0.007121,0.006786,0.011307,0.011269,0.012356,0.008361,0.008519,0.003229,0.001203,-0.000753,0.000262,0.000157,0.000936,0.001304,0.002466,0.004722,0.009402,0.013152,0.014453,0.01569,0.016451,0.017057,0.02234,0.022863,0.023081,0.024791,0.02424,0.025323,0.023646,0.024445,0.022712,0.021258,0.014652,0.006798,0.001137,0.000111,-0.009573,-0.007852,-0.012035,-0.00898,-0.00812,-0.003391,-0.002827,0.002032,0.001899,0.006061,0.006272,0.006539,0.008391,0.008554,0.009798,0.009802,0.014871,0.010904,0.015547,0.01525,0.016234,0.01592,0.0157,0.015941,0.01571,0.016584,0.01789,0.01743,0.017255,0.012929,0.011783,0.015517,0.009995,0.008965,0.00591,0.003878,-0.000586,-4.1e-05,-2e-06,0.000224,0.000108,-8.5e-05,1e-06,0.004266,0.000548,-3.5e-05,-0.000378,-0.000672,-0.000208,-0.001211,-0.006493,-0.004714,-0.014097,-0.014478,-0.015448,-0.013169,-0.012207,-0.013982,-0.01724,-0.019017,-0.014719,-0.018592,-0.020003,-0.023133,-0.02827,-0.035411,-0.04136,-0.036903
-0.534181,-0.585324,-0.460536,-0.098011,0.043589,-0.146028,-0.419227,-0.295591,-0.082841,-0.218449,0.089432,0.096475,-0.008271,-0.023071,0.046123,0.031621,0.100811,-0.048318,-0.087763,-0.081125,-0.045764,3.472991,0.007288,0.010573,0.011575,-1.481612,-0.375472,-0.267213,-0.109158,0.021406,0.006174,-0.048401,-0.085497,-0.07204,0.252422,-0.067805,0.12396,-0.092596,-0.116524,0.262227,3.363827,-1.426725,-0.549242,0.562486,0.825454,0.164104,0.286891,0.254152,-0.139614,-0.0878,0.021959,0.065808,-0.144002,-0.178506,-0.026301,-0.054593,-0.014042,0.058986,0.056302,-0.014611,2.035086,0.157853,0.32483,0.145834,0.098478,-0.042693,0.050287,-0.048429,-0.041024,0.032641,0.062363,-0.0517,0.353163,-0.07558,-0.050186,0.422876,-0.064128,0.269247,0.099693,0.347272,0.300685,-0.028127,-0.078427,0.131863,-0.025344,0.377914,-0.038918,5.6e-05,-0.005083,0.000201,0.000206,0.000153,-0.012215,-0.000185,-0.049182,-0.002352,-0.012757,-0.002696,-0.01193,7.6e-05,0.014429,0.006482,-0.064008,1.276899,1.237288,-0.266854,-2.814082,-2.355279,-3.236705,-3.78361,-0.580944,-0.203252,-0.595538,-0.381521,-0.470125,-0.321936,-0.505038,-1.948251,-0.2061
1.248289,1.249354,1.132203,0.614316,0.404783,0.539709,-0.552656,0.72435,0.314181,0.513553,0.037972,-0.04312,0.081672,0.08623,-0.054754,-0.081856,-0.153816,-0.065314,-0.010477,0.067782,0.073362,0.488767,0.036069,0.022787,-0.118366,-1.830519,0.466649,0.442729,0.184818,-0.040404,-0.017938,0.104533,0.116279,0.006515,0.074406,-0.024978,-0.296832,-0.051175,-0.009738,-0.528682,0.776241,-1.988783,-0.824252,-0.768988,-0.024551,-0.898652,-0.605524,-0.393553,-0.137606,-0.251929,0.00521,0.089919,0.198909,0.344902,0.158839,0.161062,0.098906,-0.037387,0.037823,0.104152,1.998514,0.165313,-0.400455,-0.219609,-0.173387,-0.015794,-0.216821,-0.055227,-0.015888,-0.152007,-0.178323,-0.051466,-0.486913,-0.027652,-0.020607,0.659014,-0.020507,-0.387363,-0.214407,-0.474288,-0.386973,0.003415,0.020947,0.181799,-0.075402,-0.475066,0.015078,0.000915,0.005545,0.000409,0.000208,0.000164,0.010685,0.000483,0.022228,0.015818,0.010441,0.002926,0.097854,8.1e-05,0.010631,0.035544,0.124003,2.424105,2.371362,1.397749,-0.359744,1.036124,-0.366857,-0.886493,0.916162,0.473429,0.595797,0.536261,0.631986,0.513497,0.706476,-2.051936,0.354216
0.644931,0.518589,0.477532,0.087245,-0.018119,0.229996,0.638822,0.399512,0.317685,0.514287,-0.09735,0.001739,-0.141972,-0.140637,-0.270803,-0.321015,-0.305582,-0.035245,0.014461,-0.141299,-0.133738,4.156019,-0.092416,-0.061969,0.194303,1.680146,0.545733,0.36803,0.138653,0.057358,0.01775,-0.16103,-0.17816,-0.012548,0.388021,-0.00613,-0.17583,-0.017642,0.00512,-0.293435,4.169665,1.824979,0.845558,2.230244,2.053783,0.376066,0.056073,-0.077798,0.035426,0.22137,-0.005721,-0.019995,0.244702,0.162392,0.054934,0.132459,0.034819,0.037476,0.148547,-0.17147,4.741332,0.459985,-0.20477,-0.128099,-0.108656,-0.022229,0.092156,-0.031458,-0.020307,-0.08786,-0.103802,-0.030561,-0.274159,-0.015949,-0.083709,-0.483544,-0.058446,-0.27454,-0.162004,-0.300013,-0.228373,-0.080408,-0.059939,-0.196275,0.127589,-0.284064,-0.014934,0.002099,0.001723,0.001233,0.000828,0.000684,-0.001581,0.00063,-0.020896,-0.028567,-0.003367,0.000774,-0.17231,0.000351,0.041535,0.056235,0.08441,-0.840216,-0.675186,0.864547,-3.698162,-4.640301,-3.752376,-3.774053,0.090183,-0.193725,0.395901,0.290049,0.328646,0.28597,0.537851,1.221087,0.200643
2.7e-05,6.8e-05,2.7e-05,7.5e-05,-4e-06,-2.8e-05,2e-06,-2e-06,-1e-06,1e-06,-0.0,1e-06,1e-06,6.9e-05,0.0,1e-06,1e-06,1e-05,0.007886,6.4e-05,7.5e-05,0.007981,0.000208,0.008175,0.008255,0.008283,0.008399,0.016325,0.016343,0.024121,0.031768,0.039362,0.039276,0.046884,0.04682,0.038998,0.031184,0.031144,0.023332,0.015555,0.007779,1e-06,-0.0,-0.007779,-0.007784,-0.0,-3e-06,1.1e-05,-1e-06,0.000189,3e-06,9e-06,8e-06,2.1e-05,-0.007588,-1e-06,-1e-06,0.007756,-2.5e-05,0.007748,0.007747,0.007776,0.015556,0.015359,0.023131,0.015335,0.023097,0.023083,0.023059,0.015283,0.023034,0.01526,0.015515,0.007488,0.007489,0.007771,0.007773,2.1e-05,0.007759,3e-06,2e-06,1e-06,-0.0,0.0,-1e-06,1e-06,1e-06,1e-06,-1e-06,0.0,-1e-06,-0.0,2e-06,-1e-06,-2e-06,-0.0,1e-06,1e-06,2e-06,2e-06,0.0,1e-06,-0.008026,-0.023466,-0.031441,-0.031891,-0.039611,-0.039754,-0.039618,-0.03948,-0.024058,-0.016312,-0.023974,-0.023728,-0.016169,-0.016046,-0.016146,-0.016062,-0.016158
0.0002,0.000537,0.000228,0.000594,-2.3e-05,-0.000205,3e-06,1e-06,1e-06,-0.0,-3e-06,-2e-06,-0.0,0.000548,6e-06,-1e-06,1e-06,7e-05,-0.000305,0.000524,0.000615,0.000528,0.00175,0.002257,0.00305,0.003363,0.004546,0.005274,0.005672,0.011243,0.010379,0.009242,0.009006,0.008054,0.001517,0.001304,0.001333,0.000902,0.000121,6.3e-05,5.9e-05,-1e-05,-5e-06,-7.2e-05,-0.000311,-2.7e-05,-0.000114,0.000343,1e-06,-0.004798,0.000162,0.00032,0.000276,0.000682,-0.004775,2.1e-05,-2.3e-05,-0.000587,-0.000766,-0.000968,-0.001115,-0.000146,-4.5e-05,0.005121,0.005758,0.005215,0.005738,0.005495,0.005488,0.005583,0.005844,0.005965,0.000573,0.005713,0.00526,-0.000368,-0.000473,-0.000686,0.000111,2e-05,2.2e-05,4e-06,1e-06,1e-06,4.9e-05,-2e-06,-1e-06,8e-06,2.6e-05,-9e-06,1e-06,1e-06,-0.0001,3e-06,2e-06,3e-06,-1e-06,-1e-06,-1e-06,-1e-06,3.2e-05,-5e-06,0.00483,0.002991,0.006505,0.015043,0.014097,0.020445,0.015115,0.015038,0.013717,0.014548,0.015814,0.012073,0.017123,0.011124,0.010479,0.01069,0.016508
0.000249,0.000675,0.000288,0.000749,-2.9e-05,-0.000258,4e-06,3e-06,2e-06,-2e-06,-8e-06,-8e-06,-7e-06,0.000681,1e-06,-1e-05,-7e-06,7.8e-05,-0.000362,0.000655,0.000769,0.000683,0.002192,0.002834,0.003807,0.004188,0.005627,0.006459,0.006917,0.002667,0.001418,-0.000224,-0.000605,-0.002103,0.000624,0.000475,0.000595,-2.8e-05,-0.000757,-0.000553,-0.000261,-2.4e-05,-1.3e-05,0.000228,-5.9e-05,-2.5e-05,-0.000126,0.000417,3e-06,0.005039,0.000195,0.000384,0.000333,0.000818,0.00536,2.7e-05,-2.5e-05,-0.000994,-0.000921,-0.001456,-0.001647,-0.000496,-0.000711,-0.005318,-0.004925,-0.005276,-0.005033,-0.005396,-0.005447,-0.004963,-0.005095,-0.004542,-0.000246,-0.004416,-0.004968,-0.000942,-0.001068,-0.000839,-0.000366,1.9e-05,2.1e-05,2e-06,-2e-06,-4e-06,5.6e-05,-5e-06,-2e-06,9e-06,3.1e-05,-1e-05,3e-06,1e-06,-0.00012,4e-06,4e-06,5e-06,-3e-06,-3e-06,-3e-06,-2e-06,3.9e-05,-4e-06,-0.004499,-0.005776,-0.011926,-0.023392,-0.024257,-0.0276,-0.023275,-0.023588,-0.026049,-0.025382,-0.023593,-0.017275,-0.022356,-0.01885,-0.019667,-0.01955,-0.023347
-7e-06,-2e-06,-2e-06,0.000789,-1e-06,-5e-06,4e-06,-0.0,-4e-06,-2e-06,-2e-06,-8e-06,-6e-06,0.000794,-1e-06,-7e-06,-5e-06,-5e-06,0.000984,-3e-06,8e-06,0.000993,-0.005494,0.001797,-0.151715,0.000874,0.048152,0.011836,0.021636,-0.541361,0.040121,-0.083479,-0.094942,-0.49877,-0.005691,-0.006635,-0.181723,0.054526,-0.00373,0.005101,0.003064,0.007094,0.000565,-0.000638,0.003496,0.000131,0.004088,0.005884,1.1e-05,-0.035724,1.8e-05,1.1e-05,1.2e-05,9e-06,-0.036707,6e-06,1.5e-05,0.000992,0.005889,0.000996,0.000141,0.003328,0.006914,0.040525,0.041304,-0.579806,0.036503,-1.79718,0.038563,0.043175,-0.139267,0.039918,0.003286,0.026006,0.041197,0.001867,0.011175,0.000188,0.003234,0.000265,-1.2e-05,-4.6e-05,0.000807,-3.3e-05,-2e-05,-2.7e-05,-2.3e-05,-1.5e-05,-1.3e-05,-2e-06,-1.7e-05,-1e-05,-1.1e-05,-7e-06,-1.3e-05,-1e-05,-8e-06,-0.0,-1e-06,7e-06,-7e-06,-0.006254,0.0389,-0.223155,-0.131966,-0.25906,1.041383,-0.410312,-4.570801,0.141939,0.327572,-0.320573,-0.407382,-0.285147,0.033522,-0.017063,-4.954547,-0.376142,0.147252
