0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
-0.015632,-0.0158,-0.021509,-0.028268,-0.021229,-0.02063,-0.020586,-0.020043,-0.021399,-0.028188,-0.028202,-0.022356,-0.022351,-0.014875,-0.007522,-0.006856,5.9e-05,-0.006656,0.000101,-0.013483,-0.013481,-0.020294,-0.033863,-0.027648,-0.027648,-0.034379,-0.027577,-0.027077,-0.020236,-0.020296,-0.013026,-0.013025,-0.006752,0.000413,0.008014,0.008449,0.001633,0.001251,0.000922,-0.013589,-0.020868,-0.021199,-0.027786,-0.02724,-0.027232,-0.026527,-0.019881,-0.013152,-0.013526,5.5e-05,-0.006582,0.007054,0.000529,0.000621,0.000738,-0.005948,0.007335,0.007077,0.000759,0.013857,0.014121,0.007485,0.007417,0.00034,-6.2e-05,0.000324,-1e-06,7.4e-05,0.000141,0.00052,-0.006031,0.000486,0.000108,5.8e-05,3.8e-05,4.5e-05,3.7e-05,-0.006521,-0.006487,-0.006524,-0.006572,-0.006581,-0.006559,-0.00653,3e-06,-0.006588,-6e-06,-0.006509,4.8e-05,-0.013013,-0.012996,-0.006211,-0.006563,-0.006528,7.6e-05,0.000181,-0.006296,0.000441,-5e-05,-0.000142,-0.000143,-8e-06,2.6e-05,0.006882,0.00655,0.019961,0.013395,0.019565,0.012339,0.006176,0.005794,-0.006891
0.014623,0.01555,0.006168,0.005197,0.003859,-0.001366,-0.002152,-0.007332,0.005575,0.005048,0.00498,0.016983,0.018243,0.012778,0.007993,0.001064,-0.001173,-0.002252,-0.001809,-0.002248,-0.002254,-0.002139,-0.002936,0.004463,0.005165,0.005211,0.007076,0.000333,0.001069,0.001519,-0.006228,-0.005339,0.00294,-0.004988,-0.017975,-0.024362,-0.026929,-0.022739,-0.016428,-0.000327,0.009131,0.017412,0.021885,0.015848,0.013327,-0.001389,-0.004667,-0.006826,-0.000291,0.001407,0.003993,0.007306,0.013031,0.015561,0.018712,0.018181,0.018196,0.012651,0.006245,0.004505,-0.002394,-0.003681,-0.005922,-0.005531,-0.001866,-0.006297,1.2e-05,0.002586,0.00495,0.000403,0.001266,-0.000667,0.003911,0.002166,0.001393,0.001537,0.001285,0.001234,0.002109,0.000944,-0.000415,-0.000724,-9.6e-05,0.000722,5.7e-05,-0.000827,-0.000125,0.001191,0.001221,0.00221,0.002486,-0.004709,-8.7e-05,0.000559,0.001541,0.003644,0.004969,-0.002627,-0.000917,-0.002753,-0.00281,-0.000188,0.000499,-0.004783,0.000114,-0.005333,-0.006047,-0.002289,0.008166,0.004248,0.008571,0.005059
-0.030067,-0.029058,-0.027238,-0.027381,-0.020575,-0.016231,-0.016905,-0.012551,-0.010778,-0.010486,-0.010595,-0.010058,-0.009046,-0.005531,-0.001451,0.001511,-0.00095,-0.001153,-0.001469,-0.000565,-0.000572,0.000146,0.000702,-0.002544,-0.001991,-0.001412,-0.00053,0.002586,0.002553,0.002917,0.004636,0.005338,0.002923,0.004572,0.010756,0.014215,0.012726,0.007514,0.003871,0.000747,0.000409,-0.001549,0.00251,0.006158,0.004112,0.009472,0.006368,0.004064,0.000779,0.001118,0.003625,0.005223,0.010117,0.011961,0.014208,0.014194,0.013061,0.008827,0.012793,0.010508,0.013661,0.013194,0.011586,0.004192,-0.00134,0.003655,8e-06,0.001854,0.003534,0.008436,0.009511,0.007652,0.002761,0.001527,0.000981,0.001081,0.000906,0.001343,0.001954,0.00114,0.000186,-2.9e-05,0.000409,0.00098,4.9e-05,-0.000108,-8.6e-05,0.001304,0.000863,0.002478,0.002668,0.005275,0.000408,0.000859,0.001077,0.00253,0.0039,0.006241,-0.000631,-0.001901,-0.001944,-0.000128,0.000344,0.004292,-0.000388,0.00298,0.002934,-0.003004,-0.011437,-0.005602,-0.010663,-0.00408
3.439204,0.017774,-0.310833,1.028512,-0.315308,-0.029032,0.615009,-0.001809,3.645058,-0.06513,3.776887,-0.10324,-0.160838,-0.228066,-0.267646,-0.033909,0.994676,4.32723,1.215778,1.080832,-0.266456,1.357596,0.113371,0.244283,1.320701,0.290857,0.076177,0.400112,4.394564,0.004386,4.352416,4.380161,0.050565,0.348629,0.049466,-0.006213,1.206508,0.062616,4.674232,4.479786,-0.086755,-0.005573,0.031481,-0.113154,-0.186725,1.268645,-0.04145,4.267598,0.21502,0.000524,-0.004078,1.298538,-0.097004,-0.016119,0.00488,0.030576,0.019579,0.017545,-0.02059,-0.012677,-0.065078,0.117735,-0.039584,-0.050407,0.054436,0.306596,0.109541,0.068904,0.158637,-0.043948,-0.048082,-0.042565,0.233344,-0.001546,0.002099,0.034427,-0.004198,-0.008079,0.001636,0.000143,-0.39807,0.192891,0.073724,-0.007012,0.002897,-0.001844,0.000127,0.240581,0.282334,0.024672,0.186325,0.054885,-0.008987,0.00122,0.002321,0.002592,0.043101,-0.035878,-0.001819,-0.001787,-0.001789,-5e-06,-0.011722,-0.034309,-0.000969,-0.109339,-0.398178,-0.162777,-0.24221,-0.308424,-0.301615,-0.254893
3.682563,1.343459,0.755206,1.775194,0.840795,0.545965,0.221392,1.095211,2.424945,1.021188,2.227249,0.618385,0.891452,0.756691,0.675423,0.30539,1.02211,1.49213,0.823175,0.994915,0.596104,0.505983,0.111501,-0.178318,0.137005,-0.407945,-0.054986,0.079001,1.299611,0.031041,1.393201,1.397426,-0.109502,0.145336,-0.282783,-0.166986,0.967707,-0.217847,0.189213,0.423049,-0.118053,0.09175,-0.047659,0.125923,0.360925,0.349558,0.05051,1.003464,-0.439789,-0.011945,0.006582,0.246244,-0.195553,-0.091543,-0.295876,-0.221147,-0.157266,-0.045706,-0.040903,-0.061587,-0.037552,-0.332661,-0.073393,0.022254,-0.101102,-0.544066,-0.190909,-0.135619,-0.27173,0.010749,0.025527,0.007508,-0.397867,0.002881,-0.013646,-0.079416,-0.004472,0.023692,0.004228,0.001799,-0.554146,-0.304179,-0.118504,0.015151,0.004477,0.015363,6.8e-05,-0.38695,-0.459028,0.049668,0.022343,0.07361,0.005837,0.018605,0.00357,-0.012362,-0.084009,-0.001018,0.013776,0.013744,0.013764,5e-06,0.0955,-0.003977,-0.019329,0.025077,0.495489,0.195988,0.453712,0.573772,0.529811,0.450866
4.196011,-0.245378,-0.003836,0.911879,-0.506746,-0.727681,0.807722,0.12904,3.466511,0.130976,3.773709,-0.2956,-0.083317,0.027994,0.231831,0.224742,1.143841,3.038671,0.762716,0.992749,0.063377,0.617236,-0.075147,0.043752,1.149567,-0.428699,0.120156,0.333301,3.166947,-0.059093,3.003266,3.018689,-0.075524,0.271231,-0.223392,-0.265692,-2.50324,-0.689435,2.363464,2.734071,0.123211,0.107417,0.435886,0.755623,0.634089,1.068678,-0.100896,3.216533,-0.345828,-0.010001,-0.001446,1.079965,0.244762,0.136566,0.487089,0.383655,0.275864,0.074929,0.03027,0.082243,0.071838,-0.142881,-0.025883,-0.015334,-0.061348,-0.335656,-0.119284,-0.049306,-0.122174,0.011166,-0.016995,0.011619,-0.203538,0.001539,0.025563,-0.015516,0.02778,-0.026071,-0.006544,-0.004138,0.572099,-0.206595,-0.109206,-0.003416,-0.004303,-0.029187,0.000108,-0.218478,-0.250066,-0.028917,0.477337,0.059797,-0.020981,-0.033405,-0.004697,0.023223,-0.058217,0.007642,-0.025305,-0.025271,-0.025267,-2.1e-05,-0.175054,0.011204,0.033979,0.344613,0.557774,0.434986,0.620856,0.616149,0.591304,0.496433
0.002009,0.009366,0.01637,0.010015,0.016702,0.016052,0.022376,0.021733,0.033853,0.026379,0.026185,0.012804,0.012668,0.006232,-0.000238,-0.000144,-0.006685,-0.00657,0.00657,0.013103,0.013042,0.012867,0.02611,0.026151,0.026187,0.026301,0.032987,0.032987,0.026324,0.026262,0.032863,0.032874,0.032909,0.026592,0.032771,0.032624,0.026186,0.01911,0.025658,0.019187,0.019754,0.026002,0.019404,0.013015,0.012933,0.012915,0.012873,0.012405,0.012422,0.012456,0.019723,0.013197,0.019558,0.013008,0.019448,0.01945,0.020006,0.025991,0.026116,0.026268,0.019687,0.026619,0.02689,0.020775,0.028082,0.028346,0.008071,0.007747,-0.000129,-0.000256,-0.000259,5e-06,3e-06,-5.3e-05,0.006632,0.006755,0.006683,0.013383,0.007067,0.006998,0.000296,0.006939,0.006618,0.006431,0.013339,0.006984,0.006839,0.000279,0.006817,0.000627,-1.5e-05,0.000208,0.000553,0.000518,-0.000278,0.006557,0.006598,-0.006695,3e-06,0.0065,0.000476,-7.7e-05,-0.006585,-0.006765,-0.013743,-0.020596,-0.033924,-0.03995,-0.045827,-0.058728,-0.059041,-0.059528
0.015467,0.016927,0.015539,0.014882,0.012118,-0.004107,-0.006546,-0.013097,-0.020803,-0.023605,-0.021664,-0.007029,-0.003652,-0.000732,0.002188,0.004133,0.005582,0.000787,-0.000837,0.004777,0.00354,-0.00054,-0.001447,-0.001618,-0.001258,0.001774,0.005209,0.006636,0.008015,0.007311,0.003921,0.003129,0.002174,-0.00346,0.00759,0.010673,0.006265,0.013036,0.013049,0.009546,0.000212,0.00539,0.005409,0.002354,0.003345,0.003267,0.003701,0.00961,0.009191,0.008456,0.000108,-0.000381,0.001904,0.001659,0.002896,0.002843,-0.003244,0.003322,0.002115,0.000999,0.000961,-0.001199,-0.002908,-0.005889,-0.00947,-0.010603,-0.008487,-0.008103,0.000787,0.001553,0.001556,-4.9e-05,-3.5e-05,0.000312,0.000482,-0.00023,0.000209,0.000343,-0.001988,-0.00155,-0.001718,-0.00113,0.000729,0.001778,0.000867,-0.001265,-0.000456,-0.001524,-0.000296,-0.005302,7.7e-05,-0.001151,-0.004897,-0.004715,0.001509,0.001164,0.000949,-0.00043,-1.2e-05,0.001493,-0.004472,0.000412,-0.001036,-3.7e-05,0.001176,0.001938,0.003155,-0.000874,-0.00622,-0.012274,-0.010493,-0.007148
0.020779,0.029934,0.036663,0.044333,0.049643,0.053703,0.051604,0.046778,0.033064,0.015345,0.008636,-0.005189,-0.010968,-0.00879,-0.006585,-0.005237,-0.00404,0.00074,-0.000772,-0.005189,-0.006046,-0.008884,-0.009959,-0.010125,-0.0099,-0.007811,-0.005649,-0.004658,-0.003486,-0.004006,-0.006662,-0.00724,-0.007961,-0.00358,-0.004203,-0.002033,0.003241,0.000163,-0.000136,-0.002318,-0.000787,-0.005555,-0.005248,0.001,0.001697,0.001635,0.001931,-0.002009,-0.002309,-0.002831,-0.000941,-0.000952,0.000296,0.000447,0.000967,0.00092,0.004711,0.00086,1.2e-05,-0.000791,-0.000464,-0.002381,-0.003604,-0.005371,-0.008406,-0.009282,-0.006587,0.00187,0.000563,0.001124,0.001131,-3.7e-05,-2.6e-05,0.000229,-8e-05,-0.000604,-0.000287,-0.000626,-0.001898,-0.00158,-0.001262,-0.001282,7.5e-05,0.000847,-0.000275,-0.001399,-0.000803,-0.001127,-0.000681,0.004355,5.7e-05,-0.000849,0.004655,0.004789,0.001111,0.000396,0.000237,0.000142,-7e-06,0.000639,0.004975,0.000306,-0.0003,0.000435,0.001778,0.002772,-0.003727,-0.006252,-0.009786,-0.005273,-0.004041,-0.001732
-0.030982,-0.054229,-0.538309,-0.58386,0.007644,0.041146,0.28978,0.125958,-0.003505,-0.089528,0.103227,-0.015632,0.037357,0.037744,0.042819,0.046957,0.048345,0.015204,0.001418,0.040096,0.049897,0.034811,0.038807,0.041737,-0.059845,0.035015,0.017565,0.027997,0.211453,0.03606,0.123878,0.027191,0.226216,-0.016565,0.014097,0.038863,0.001139,0.01205,0.03951,0.043156,0.005385,0.275878,0.036595,-0.007218,-0.013058,0.88229,-0.004061,0.255441,0.033083,0.210621,0.004808,-0.006664,-0.006842,-1.042362,0.04354,0.057594,-0.042258,-1.393437,0.085505,0.164664,-0.491076,0.090174,0.015056,0.228806,0.000372,0.01298,0.191675,-0.068509,-0.002102,0.001672,0.001579,0.001917,-0.011124,-0.014731,0.100754,0.246028,-0.003048,-0.010961,0.005144,0.007536,-0.018871,0.005514,0.004224,-0.007066,0.002831,0.009197,0.06008,-0.015455,0.228941,-0.005544,-0.006651,0.007662,-0.027328,-0.043421,-0.009242,0.001367,-0.00239,-0.020649,-0.144602,0.008391,-0.0343,-0.000146,0.005573,-0.000124,-0.059573,-0.255427,0.262436,-0.004398,-0.135722,-0.022304,-0.313708,0.794272
