0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
-0.007314,-0.014097,-0.014264,-0.014509,-0.014715,-0.015159,-0.014288,-0.014201,-0.020704,-0.01995,-0.026678,-0.019269,-0.025949,-0.026203,-0.026468,-0.025981,-0.033724,-0.026823,-0.033923,-0.034005,-0.026977,-0.027404,-0.027358,-0.027631,-0.020402,-0.020212,-0.013149,-0.006094,-0.005687,0.001223,0.007706,0.007618,0.014819,0.014719,0.014219,0.014133,0.014089,0.014427,0.01438,0.014364,0.01391,0.000837,0.000834,-0.005907,-0.013073,-0.005889,-0.012606,-0.012998,-0.020072,-0.019642,-0.026658,-0.026578,-0.019819,-0.019749,-0.01968,-0.019617,-0.012987,-0.019665,-0.006175,-0.006234,-0.006294,0.000345,2.8e-05,0.000323,-0.006583,-0.00631,-0.0,-0.006627,-3e-06,-0.006626,-0.006612,-0.006569,0.000405,7.1e-05,0.000303,0.000213,-3.9e-05,0.006603,1e-06,0.006606,-6e-06,0.006604,0.006596,0.013099,0.013069,0.013014,0.019368,0.019077,0.019461,0.013142,0.006459,0.006059,0.005927
-0.000623,-0.001562,-0.001391,1.6e-05,0.001608,0.005282,-0.002175,-0.00237,-0.006488,-0.012917,-0.01562,-0.019323,-0.023166,-0.02125,-0.018525,-0.024099,-0.017801,-0.015313,-0.015411,-0.014743,-0.012198,-0.002671,-0.001176,0.007514,0.010452,0.013049,0.013695,0.014179,0.008172,0.007808,0.013243,0.01189,0.006374,0.005435,0.009178,0.008357,0.0078,7.9e-05,-0.001435,-0.001906,0.003018,-0.004051,-0.004005,-0.004236,0.001653,-0.004062,-0.003691,0.00164,0.006761,0.000951,0.006539,0.006187,0.00669,0.007781,0.007575,0.007309,0.006676,0.004507,-0.002552,-0.003774,-0.004933,-0.00451,0.00064,-0.004994,0.000849,-0.005197,3.7e-05,-3.2e-05,-3.7e-05,2.8e-05,0.000269,0.001047,-0.003373,0.001304,-0.005109,-0.006722,-0.000668,-0.000468,3.3e-05,-0.00041,-0.00013,-0.000506,-0.000782,-0.003357,-0.004074,-0.00577,-0.000472,0.005455,0.000774,-0.005584,-0.00695,-0.003324,-0.00632
-0.052862,-0.053287,-0.053831,-0.053205,-0.052008,-0.049034,-0.038097,-0.029173,-0.023125,-0.010729,-0.003167,0.001806,0.008261,0.010227,0.013024,0.016939,0.014466,0.016241,0.016825,0.017429,0.019257,0.019165,0.020591,0.019515,0.021548,0.023776,0.023662,0.023233,0.026522,0.025482,0.02056,0.019112,0.022504,0.021484,0.015725,0.014885,0.014345,0.016433,0.015088,0.014668,0.010065,0.013948,0.013975,0.014334,0.011087,0.014438,0.015273,0.010986,0.007052,0.010895,0.007306,0.006966,0.006797,0.007624,0.0074,0.007135,0.006141,0.004908,0.006872,0.005928,0.00504,0.004895,0.000491,0.004524,0.001111,0.004836,3.1e-05,0.000441,-2.2e-05,0.000488,0.000673,0.001263,0.005768,0.000994,0.004446,0.003221,-0.00051,-0.000818,2.1e-05,-0.000776,-0.000102,-0.000854,-0.001079,-0.003506,-0.004062,-0.005383,-0.010191,-0.014021,-0.009282,-0.005355,-0.005954,-0.011574,-0.014022
-0.13062,-0.328602,0.322039,-0.308189,-0.595055,-0.115171,-0.502554,0.119996,0.077731,-0.013506,0.145758,-0.094463,1.152332,-0.133772,-0.142242,0.126564,-0.117335,-0.085444,-0.02679,-0.883558,-0.1095,-0.086411,-0.097627,0.037278,-0.019934,-0.023562,-0.294484,0.288201,-0.078588,-0.055486,-0.027212,-0.030093,-0.07531,0.248715,-0.031432,-0.04866,1.0394,-0.035155,0.067096,-0.084715,0.258142,0.027246,0.363927,0.157081,0.323988,-0.049476,-0.073612,0.155642,-0.056911,0.059399,-0.080213,-0.013455,-0.013057,-6e-06,-0.041444,0.15229,-0.379031,-0.016138,-0.037401,0.153079,-0.051219,-0.034758,0.062918,-0.047893,0.350606,-0.040749,-0.007507,-0.007184,1e-05,-0.007527,0.062855,0.11509,-0.046157,-0.015756,-0.04107,-0.037817,0.000248,0.002238,0.000127,0.002133,7.6e-05,0.001231,3.106109,-0.311186,-0.513094,-0.446396,-0.277315,-0.046025,-0.07935,-0.238865,-0.347248,-0.472243,3.18496
0.45379,0.688666,2.859734,0.714799,0.064887,0.393414,-0.093004,0.051523,-0.030315,0.098334,-0.110493,0.093302,0.487464,0.106235,0.102754,-0.231201,0.078563,0.025569,-0.029736,-1.927799,-0.026187,0.051567,-0.113715,-0.166912,-0.10762,-0.140927,-0.671849,0.146225,0.069665,-0.040718,-0.067618,-0.071316,0.038369,-0.48136,-0.065922,-0.059285,0.556187,-0.199906,-0.214393,-0.042666,-0.396919,-0.149483,-0.51598,-0.264127,-0.465133,-0.027957,0.00262,-0.292466,-0.230397,-0.096485,-0.988395,0.062675,0.13991,0.018892,-0.024721,-0.249031,-0.651667,0.042089,0.029124,-0.222256,0.036964,-0.002545,-0.091722,0.022293,-0.410582,0.02981,-0.001058,0.020219,0.000205,0.020653,-0.165789,-0.139418,0.007769,0.010096,0.017137,0.02725,0.000152,-0.015087,9.6e-05,-0.015151,4.8e-05,-0.016433,1.557451,0.392319,0.646913,0.485548,0.248029,0.010669,0.025667,0.294355,0.346585,0.626384,2.765693
0.213531,0.297305,-1.292053,0.351115,0.930619,0.210146,0.847923,-0.1069,0.007254,-0.161662,-0.351296,-0.144071,0.910588,-0.161321,-0.15918,-0.421331,-0.190343,-0.200356,-0.278944,1.820854,0.054606,-0.08024,0.13008,0.027078,0.148478,0.186832,0.637166,0.40883,-0.109174,0.067116,0.108618,0.111234,-0.045314,-0.172848,0.115918,0.115917,1.225324,0.203662,-0.040445,0.069336,-0.133739,-0.085228,-0.31292,-0.234666,-0.367197,-0.086647,-0.070601,-0.18317,0.034385,-0.150841,0.170319,-0.090975,-0.233548,-0.039524,0.006318,-0.160377,0.467369,-0.060045,-0.046616,-0.163598,-0.043568,0.007621,-0.064546,-0.01446,-0.270375,-0.045403,-0.008597,-0.027409,0.000379,-0.027587,0.086104,-0.126144,0.010165,-0.001925,-0.015231,-0.041332,0.000449,0.029619,0.00025,0.029425,0.000147,0.030252,4.337738,0.295885,0.60106,0.561594,0.734331,0.561518,0.380882,0.245838,0.478006,0.404992,3.9586
0.007483,0.007518,0.014614,0.007569,0.014629,0.014582,0.007524,0.007649,0.014709,0.007765,0.007709,0.014727,0.007651,0.01467,0.007685,0.007644,0.007524,0.007397,0.007323,0.007156,0.013852,0.006814,0.006779,0.00673,0.006597,0.006514,0.006567,0.00638,0.006306,0.006277,0.006132,0.012998,0.012974,0.019892,0.019963,0.027214,0.027309,0.027514,0.027674,0.027728,0.027996,0.028189,0.028394,0.028549,0.028432,0.028605,0.021136,0.021398,0.021398,0.021083,0.013997,0.00025,-4.6e-05,-0.007143,-0.007091,-0.007097,-0.007109,-4.4e-05,-0.007163,0.000244,-0.000139,-0.000106,-6.2e-05,-5e-05,3e-06,3.8e-05,-0.0,-3e-06,-3e-06,-3e-05,-6.5e-05,-0.00016,0.000136,0.000129,-0.000219,-0.00017,-0.000102,-0.0001,-5.7e-05,-2.3e-05,-1.7e-05,-1.2e-05,-0.007028,-0.006984,-0.014004,-0.013964,-0.013883,-0.013878,-0.02125,-0.021215,-0.021565,-0.014739,-0.007923
0.003652,0.004076,0.004141,-0.000428,0.004817,0.004688,0.005348,0.007251,0.007467,0.009455,0.00922,0.009463,0.009205,0.010244,0.010931,0.010643,0.009386,0.007896,0.0069,0.004419,0.000787,-0.00182,-0.002628,-0.003908,0.000633,-0.001557,-0.008621,-0.005507,-0.008114,-0.009327,-0.005461,-0.00171,-0.003386,-5.6e-05,-0.002113,-0.001766,-0.001341,0.001591,0.006017,0.007998,0.008121,0.008051,0.005008,0.003097,0.005522,0.001845,0.007253,0.001606,0.000762,0.005494,0.00437,-0.003764,0.000782,0.000554,-0.000366,-0.000285,-3e-05,0.000821,0.001047,-0.003699,0.002698,0.002041,0.001151,0.000927,-8.1e-05,-0.000747,8e-06,6e-06,3.8e-05,0.000579,0.001249,0.003125,-0.001587,-0.001488,0.00417,0.003208,0.001921,0.00189,0.001056,0.000425,0.000328,0.000238,-0.000698,-0.001597,-0.002583,-0.003699,-0.006021,-0.006732,-0.002408,-0.003725,5.7e-05,0.004402,0.005982
0.003214,0.003589,0.003521,0.008646,0.00409,0.003939,0.004631,0.006296,0.006325,0.008174,0.007903,0.007932,0.007801,0.008465,0.009142,0.008858,0.007726,0.006425,0.005572,0.003478,0.000261,-0.001718,-0.002397,-0.00347,-0.008476,-0.010334,-0.007478,-0.013744,-0.016063,-0.01717,-0.022923,-0.029052,-0.030659,-0.037285,-0.039547,-0.039919,-0.039739,-0.037345,-0.033359,-0.031535,-0.02202,-0.012578,-0.006046,0.001583,0.00394,0.009777,0.005954,0.009842,0.008957,0.004086,0.003393,0.005783,0.00076,0.000978,8.1e-05,0.000159,0.000406,0.000805,0.00145,0.005856,0.002624,0.001982,0.001115,0.000899,-7.8e-05,-0.000722,7e-06,6e-06,3.7e-05,0.000558,0.001208,0.00302,0.007872,0.007954,0.004002,0.003069,0.001835,0.001804,0.001008,0.000405,0.000312,0.000227,-0.000249,-0.001102,-0.001634,-0.002707,-0.004948,-0.005648,-0.010542,-0.011864,-0.017757,-0.023383,-0.031772
-0.013198,0.235487,-0.009527,-0.076362,-0.008302,0.003087,0.003383,0.000799,-0.006334,0.06252,-0.010499,0.002793,0.003902,0.001122,0.075304,-0.0101,-0.006505,-0.001679,-0.006987,-0.002719,0.002877,0.00173,0.002663,0.000251,0.037087,0.035127,-0.000583,0.035073,-0.491799,0.040209,0.0851,-0.139201,0.068804,0.119873,0.097665,-0.060076,0.050187,0.011867,0.112919,-1.380251,-1.469688,0.072801,0.063166,-0.522759,-0.123818,-0.029322,-0.448439,-0.030363,-0.030869,0.004908,0.002578,-0.169696,-0.000106,0.000339,0.005885,-0.001106,0.005925,0.006936,-0.010509,-0.035888,0.001115,0.000102,-0.013398,-0.003567,0.000136,0.000139,9.8e-05,0.007047,5.4e-05,4.1e-05,2.2e-05,0.00092,-0.034861,-0.034847,0.001004,0.001,-1e-05,0.001001,1e-05,2e-06,0.001902,3.2e-05,-0.000971,-0.00257,-0.005078,-0.069827,0.16775,0.87652,-0.34339,0.313229,-0.274724,1.000252,3.815972
