0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
-4.9e-05,1e-06,-0.007266,0.000233,-0.000364,-0.000878,-0.000877,-0.00141,0.006744,-0.001357,-0.001844,-0.009244,-0.009222,-0.00108,-0.00096,-0.000974,-0.000966,-0.00851,-0.00112,-0.007908,-0.007346,-0.007409,-0.014921,-0.00682,-0.014343,-0.015022,-0.022504,-0.015056,-0.014444,-0.014503,-0.022752,-0.015305,-0.015323,-0.023017,-0.015526,-0.015536,-0.015612,-0.015682,-0.008081,-0.008151,-0.015256,-0.015285,-0.007129,-0.007671,-0.015296,-0.014772,-0.014763,-0.014761,-0.022379,-0.014761,-0.014769,-0.014776,-0.014788,-0.02241,-0.014343,-0.014775,-0.014325,-0.006235,-0.006661,0.000978,-0.00622,0.000989,0.000985,0.000967,0.000973,-0.006649,0.000956,0.000971,-0.006615,-0.006999,-0.014563,-0.014497,-0.014417,-0.014394,-0.01434,-0.014324,-0.014288,-0.014275,-0.014236,-0.014239,-0.014233,-0.006783,-0.00684,-0.007189,-0.014331,-0.006928,0.000396,-0.007078,0.000336,-1.2e-05,-1.2e-05,0.000328,-0.007447,-0.00745,0.000326,-0.007105,-0.007096,3.5e-05,-0.007074,0.000369,0.000358,3.7e-05,4e-05,5.1e-05,1.3e-05,-0.0,0.000304,-1e-06,-0.0,0.007455,-0.0,-2.3e-05,-1.3e-05,0.007371,0.007027,0.00734,-0.000172,0.007311,0.007306,0.007253,0.014805,0.014534,0.007038,0.007033,0.014582,0.014604,0.007055,-0.000923,-0.000967,-0.008949,-0.009123,-0.001801,-0.00939,-0.009518,-0.017453,-0.009587,-0.017207,-0.017238,-0.016914,-0.01691,-0.024686,-0.024393
0.000475,-3.9e-05,-0.002164,-0.002334,0.002427,0.006387,0.006417,0.010547,0.005143,0.010061,0.013687,0.012801,0.012589,0.0073,0.006579,0.006199,0.006057,0.006376,0.007575,0.001309,-0.003326,-0.002787,-0.00329,-0.008183,-0.008947,-0.003291,-0.005024,-0.004276,-0.010133,-0.010369,-0.00545,-0.003714,-0.003823,-0.003641,-0.001408,-0.001543,-0.000175,0.001224,0.002432,0.004552,-0.000775,0.000263,-0.004847,0.001482,0.001479,-0.004104,-0.004332,-0.004477,-0.005465,-0.005408,-0.005445,-0.005343,-0.005075,-0.004809,-0.009864,-0.002724,-0.007713,-0.011571,-0.005588,-0.004813,-0.010793,-0.004153,-0.004343,-0.005054,-0.00473,-0.00576,-0.005544,-0.004845,-0.004716,0.002259,0.002368,0.003547,0.004767,0.00456,0.004429,0.003373,0.003085,0.002857,0.002823,0.001927,0.001661,0.000971,-0.000443,0.004656,-0.001738,-0.002463,-0.004335,-0.005023,-0.005342,-0.000166,-0.000156,-0.00551,-6.7e-05,-0.000104,-0.005506,-0.005277,-0.005098,0.000609,-0.004716,-0.004754,-0.004923,0.000604,0.00065,0.000805,0.000212,2.2e-05,-0.005802,-1e-06,1.8e-05,0.000142,-6e-06,-0.000353,-0.000202,-0.001247,0.003973,-0.001837,-0.002921,-0.002569,-0.002766,-0.003922,-0.002717,0.004249,0.003765,0.003686,0.00537,0.005937,0.004391,0.006707,0.005587,0.007907,0.004245,0.001005,-0.000512,-0.002135,0.003968,-0.000983,-0.001163,-1.2e-05,-0.004197,-0.003409,0.005755,0.009945
0.000518,-3.9e-05,-0.001361,-0.002539,-0.007494,-0.013329,-0.013313,-0.01898,-0.015756,-0.019553,-0.025802,-0.025801,-0.026088,-0.022833,-0.023812,-0.024218,-0.024487,-0.023142,-0.022836,-0.018656,-0.013598,-0.012982,-0.012576,-0.008879,-0.008803,-0.012751,-0.013913,-0.014154,-0.010544,-0.01095,-0.014873,-0.013817,-0.01401,-0.012847,-0.01106,-0.011266,-0.009528,-0.007742,-0.007156,-0.004372,0.000946,0.002294,0.005954,0.002911,0.003828,0.007835,0.007506,0.007285,0.006853,0.006032,0.005954,0.006057,0.00637,0.00752,0.011381,0.009318,0.014093,0.019517,0.015939,0.016104,0.020387,0.016851,0.016558,0.015659,0.016016,0.015465,0.014964,0.015779,0.016631,0.014187,0.015004,0.016308,0.017622,0.017306,0.017012,0.015672,0.015237,0.014927,0.014792,0.013702,0.013368,0.011938,0.010334,0.005694,0.009444,0.008059,0.005447,0.005261,0.00435,-0.00018,-0.00017,0.004164,0.000488,0.00045,0.004172,0.00498,0.005177,0.000666,0.005588,0.004992,0.004808,0.000656,0.000704,0.00087,0.00023,2.3e-05,0.003854,-2e-06,1.8e-05,-0.000402,-5e-06,-0.000386,-0.000222,-0.001914,-0.006405,-0.002568,-0.003183,-0.003384,-0.003605,-0.004891,-0.004176,-0.006762,-0.0067,-0.006795,-0.005555,-0.004934,-0.006033,-0.013106,-0.014354,-0.021474,-0.025674,-0.030141,-0.031378,-0.033572,-0.036739,-0.032881,-0.032646,-0.031578,-0.026076,-0.02524,-0.024384,-0.019154
-0.237857,0.038868,-0.002702,0.001218,0.036905,0.080146,0.061219,-0.229528,-0.133481,-0.238242,0.058871,-0.198988,0.029023,-0.226377,-2.903492,-0.064243,-0.201436,-0.151421,0.119052,0.043482,0.04773,0.04202,0.023544,0.006942,0.003285,0.0404,0.040788,0.052567,-0.091935,0.00606,-0.046147,-0.276443,-0.215772,-0.054265,-0.213894,0.042381,-1.303543,-0.205035,0.003592,-0.04615,-0.039971,-0.001887,-0.039169,-0.000627,-0.00445,-0.038999,-0.038903,-0.050207,-0.049703,-0.054979,-0.046379,-0.172408,0.204682,-0.05312,0.022361,-0.052532,-0.090512,-0.111894,-0.087224,-0.073634,-0.108267,-0.069932,0.978987,-0.073219,-0.080805,-0.094136,-0.085996,-0.071394,-0.088804,0.216635,0.312357,-0.195144,-0.021651,0.193303,0.084807,-0.05023,-0.047044,-0.050499,-0.048486,-0.582596,-0.038585,-0.040584,-0.050754,0.004169,-0.044816,-0.028826,-0.048993,-0.04134,-0.035397,0.000218,5.8e-05,-0.036336,-0.005892,0.030068,-0.043534,0.082405,-0.052083,-0.002388,-0.038253,-0.036243,-0.03629,8.9e-05,5.3e-05,-0.010287,3e-05,2.4e-05,-0.036383,2.4e-05,1.9e-05,0.002065,1e-05,1.1e-05,3e-06,0.002059,0.028858,-0.052177,-0.036496,0.023238,-0.119368,0.937305,-0.099729,-0.206874,0.026773,-0.148454,-0.293343,-0.100818,-0.267939,-0.379358,-0.198204,-0.185774,-0.169126,-1.315987,-1.104847,-0.984037,-0.272637,-0.019566,-0.048246,0.155513,-0.728766,-0.258572,-0.103076,-0.531126
-0.006647,-0.059318,0.016726,-0.0001,-0.007722,-0.011345,0.021319,0.469043,0.290079,0.43489,0.144732,0.513439,0.176357,0.444393,-0.286766,0.142825,0.372069,0.368574,0.012895,0.084469,0.020278,0.029062,0.066877,0.033964,0.050565,0.04394,0.069003,-0.065198,0.18911,0.049074,0.192415,0.381192,0.396391,0.196605,0.290558,0.050829,0.21942,0.369407,0.076909,-0.031365,0.089176,0.012719,0.025656,-0.001139,0.030304,0.02493,0.02502,0.036351,0.051434,0.049684,0.048841,-0.132021,-0.314086,0.05401,-0.103768,0.040456,0.050995,0.025419,0.023808,-0.00316,0.018614,-0.008984,0.227502,-0.001732,0.005461,0.128739,0.022415,-0.017941,0.020974,-0.462387,-0.537529,-0.163616,-0.027661,-0.368836,-0.195768,0.026849,0.01055,0.027909,0.025559,-0.569525,0.004168,0.004694,0.028614,-0.018404,0.035441,-0.014671,0.025869,0.030597,0.012421,6.1e-05,6.1e-05,0.011477,0.020185,-0.049047,0.020347,-0.179514,0.04231,0.003405,0.026799,0.011515,0.011478,2.1e-05,1.1e-05,0.085336,6e-06,-2e-06,0.011434,1.7e-05,3e-06,-0.015211,3e-06,-3e-06,7e-06,-0.015201,0.012781,0.099357,0.083806,0.407931,0.131569,0.280948,0.170753,0.371994,0.42763,0.203035,0.457461,0.126199,0.464987,0.596755,0.344001,0.381692,0.361521,-1.262239,-1.60376,-0.375842,0.299804,-0.062526,-0.311931,-0.260926,-1.890452,0.189386,-0.684899,-2.11649
-0.442777,-0.04137,-0.027418,0.000558,0.020641,0.01261,0.040642,0.280718,0.202935,0.550771,0.111932,0.355289,0.11963,0.287579,-4.578702,-0.034097,0.492192,0.176781,-0.008199,-0.024874,-0.064949,-0.057802,-0.072006,-0.082285,-0.11143,-0.08711,-0.144313,0.07174,-0.022133,-0.109989,-0.058085,0.37127,0.14859,-0.016799,0.353482,-0.075775,-1.008772,0.167525,0.014179,-0.126101,-0.012436,-0.036509,-0.048086,-0.006171,-0.058973,-0.053048,-0.052891,-0.048542,-0.119214,-0.079114,-0.072714,0.068271,-0.308281,-0.076762,-0.20132,-0.049462,-0.067628,-0.027835,-0.009047,0.015649,-0.033261,0.013417,1.29866,-0.024218,0.020683,-0.216359,-0.006024,-0.001777,-0.016566,-0.278455,-0.314293,0.140293,-0.032045,-0.233558,-0.123972,-0.022724,0.001345,-0.023952,-0.03185,0.426969,-0.043123,0.005575,-0.017649,-0.025757,-0.048239,-0.04881,-0.014852,-0.044894,-0.017657,0.000394,0.000179,-0.017585,-0.0276,-0.074463,-0.015201,-0.166176,-0.04296,0.001582,-0.046544,-0.017463,-0.017565,0.000158,0.000104,-0.146678,5.7e-05,3.9e-05,-0.017732,2.5e-05,2.6e-05,0.029257,1.4e-05,1.4e-05,1.1e-05,0.029246,0.045765,0.06999,0.028078,0.01445,0.318905,1.415013,0.1566,0.329901,0.089134,0.438678,0.646139,0.427161,0.357863,0.616071,0.4762,0.451905,0.408973,2.358743,2.303825,1.101783,0.778402,0.56642,0.62359,0.384818,2.193582,0.528329,0.661124,2.098502
2.6e-05,-1e-06,2e-06,-1e-06,3.6e-05,2e-06,-0.0,7e-06,-0.007832,0.0,1e-06,1e-06,1e-06,2e-06,5.9e-05,0.0,1e-06,-1e-05,3e-06,1e-06,-5.8e-05,-1e-06,-1e-06,-1e-05,-2e-06,5.6e-05,-0.0,1.2e-05,1e-06,7e-06,6e-05,7e-05,0.000108,0.00821,0.016478,0.024549,0.032772,0.032953,0.0406,0.040166,0.047129,0.038814,0.030878,0.030707,0.022764,0.02271,0.015113,0.015123,0.015138,0.015139,0.015138,0.022704,0.022702,0.022704,0.030289,0.030084,0.037683,0.030209,0.037924,0.037755,0.037826,0.030436,0.03824,0.03795,0.038043,0.038486,0.031225,0.031116,0.031349,0.023911,0.016141,0.015458,0.007659,-7.4e-05,0.007659,-1.2e-05,-0.007781,-0.000625,-0.000149,-0.000123,-0.0001,-1.3e-05,-1e-06,0.000487,3e-06,-8e-06,-3.3e-05,-0.000107,-0.000127,-0.000101,-1.1e-05,2e-06,1e-05,7e-06,1.3e-05,-1e-06,-0.0,-4e-06,0.007643,-4.9e-05,-8.9e-05,-7.9e-05,-1.2e-05,-3.8e-05,3e-06,4e-06,5e-06,1e-06,3e-06,-2.3e-05,0.000455,-8.3e-05,-3e-06,-0.007673,-0.007677,-0.007189,-0.023018,-0.030732,-0.038467,-0.053906,-0.061509,-0.061597,-0.061606,-0.06164,-0.046263,-0.053959,-0.038535,-0.038736,-0.030821,-0.015644,-0.000648,-0.000904,0.006579,0.014223,0.014009,0.02173,0.021751,0.029788,0.030163,0.038014,0.045764,0.053791
0.000231,-2e-06,-1e-06,1e-06,0.000321,-3e-06,-1.1e-05,7e-05,0.00031,0.0,1e-06,0.0,0.0,-1e-06,0.000527,2e-06,-6e-06,-0.000117,2e-06,1e-06,-0.000527,-1e-06,0.0,-8.2e-05,3e-06,0.00053,-3e-06,-0.005488,-1e-06,7.7e-05,0.000533,0.00065,0.001007,0.003251,0.007533,0.010225,0.016411,0.02215,0.023612,0.024551,0.02183,0.016219,0.005027,0.002032,0.002469,0.00078,-0.000638,-0.000518,0.000197,0.000237,0.000335,0.000328,4.3e-05,-7.9e-05,-0.001018,0.002614,0.002204,1.3e-05,-0.00125,0.003159,0.002708,0.000392,-3.1e-05,0.005316,0.005931,0.001603,-0.003449,-0.001028,-0.003501,-0.007044,-0.006791,0.000801,0.001023,0.00064,0.000999,9.1e-05,5.4e-05,0.00678,0.001294,0.00106,0.000846,0.00011,5e-06,-0.005585,-1.1e-05,7.6e-05,0.000297,0.000933,0.001102,0.000866,8.2e-05,-4e-05,-9.4e-05,-5.3e-05,-0.000109,2e-06,0.0,1.7e-05,0.001063,0.000423,0.00077,0.000676,0.000103,0.000329,-2.5e-05,-1.3e-05,-7e-06,1.8e-05,-7e-06,0.000205,-0.005311,0.000729,3.2e-05,-0.00076,-0.000719,-0.006399,-0.002358,-0.002738,-0.002865,-0.003227,-0.004979,-0.003738,-0.003644,-0.003313,-0.001152,-0.000907,0.000122,0.004723,-0.001221,0.002414,0.012254,0.014196,0.01835,0.014729,0.018183,0.016824,0.016342,0.009941,0.002727,0.002105,0.008008,0.009514
0.000294,-5e-06,-5e-06,-4e-06,0.000406,-9e-06,-1.7e-05,8.8e-05,0.000412,-5e-06,-4e-06,-3e-06,-3e-06,-3e-06,0.000676,3e-06,-9e-06,-0.000154,1e-06,1e-06,-0.000677,-2e-06,1e-06,-0.000107,5e-06,0.000682,-5e-06,0.004207,-3e-06,9.9e-05,0.000687,0.000833,0.001291,0.004139,0.009508,0.012807,0.020229,0.026769,0.028061,0.028361,0.024217,0.017416,0.015072,0.011606,0.001907,-9e-06,-0.001332,-0.001218,-0.00043,-0.000396,-0.000312,-0.000697,-0.001061,-0.001226,-0.002739,-0.009129,-0.010077,-0.012272,-0.014361,-0.020007,-0.020649,-0.023077,-0.024458,-0.02897,-0.028573,-0.023316,-0.018055,-0.015285,-0.007509,-0.000205,0.000891,-0.000647,0.000451,0.000795,0.000426,0.000114,0.000898,-0.002541,0.001631,0.001336,0.001067,0.000139,1e-05,0.004057,-8e-06,9.8e-05,0.000374,0.001177,0.001387,0.00109,0.000103,-5e-05,-0.000117,-6.5e-05,-0.000138,3e-06,-0.0,2.2e-05,0.000514,0.00053,0.000965,0.00085,0.00013,0.000412,-3e-05,-1e-05,-2e-06,2.6e-05,-4e-06,0.000261,0.004397,0.000914,4.1e-05,-0.000133,-8.3e-05,0.003846,-0.000573,-0.000346,0.000182,0.00096,-0.000892,0.000227,0.000113,9.1e-05,0.001467,0.002075,0.002266,-0.003205,-1.3e-05,-0.007288,-0.017801,-0.026481,-0.032731,-0.037836,-0.044908,-0.04743,-0.048302,-0.046325,-0.045172,-0.046937,-0.052082,-0.051619
-1.2e-05,-1.5e-05,-1.2e-05,-1.7e-05,-1.3e-05,-1e-05,-1e-05,-5e-06,-0.000998,-7e-06,-1.1e-05,-8e-06,-8e-06,-8e-06,-5e-06,-6e-06,-0.0,-2e-06,-2e-06,-8e-06,2e-06,-5e-06,-4e-06,-4e-06,-5e-06,2e-06,3e-06,-0.035597,-0.0,1e-06,0.000757,7e-06,0.000746,-0.032813,0.067994,-0.336589,-0.406059,0.046973,0.061801,0.125231,0.014359,0.063822,-0.038728,-0.028658,0.005488,0.004383,0.004978,-0.160152,-3.5e-05,0.003363,-0.001616,-0.000308,-0.055478,0.026091,0.09222,0.103025,0.056961,0.042445,-0.57553,-0.102126,0.081562,-0.443187,-0.093807,-0.509839,0.106159,0.072275,0.035134,0.042226,0.004832,-0.031289,-0.032664,0.002991,0.005248,0.003415,0.007211,0.000326,-0.00125,0.046173,0.000997,0.000807,-0.000238,0.000193,-9.5e-05,-0.028295,-3.2e-05,-3.2e-05,-1.6e-05,0.001066,0.001089,-4e-06,-2.1e-05,-5e-06,-3e-06,6e-06,-8e-06,-1.4e-05,-6e-06,-8e-06,0.000972,-3e-06,-3e-06,-4e-06,1.3e-05,1e-06,1.6e-05,3.6e-05,3.2e-05,0.0,2.1e-05,-3e-06,-0.035779,0.001077,7e-06,-0.00097,-0.005182,-0.041299,0.021404,-0.141461,-0.158126,-0.199529,0.232599,1.333279,1.014373,-0.033075,1.227033,-1.180409,-0.052965,-0.096295,-0.028199,-0.040908,0.042445,0.092069,0.093802,-0.029539,0.013385,0.205288,-0.053641,-0.46119,-0.364227,0.137796,0.138053,0.022506
